,2018,2020
1,0.0,0.0
2,0.0,0.0
3,0.0,180.0
4,0.0,80.0
5,75.0,75.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,790.3
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,193.0,1065.0
17,0.0,20.0
18,0.0,0.0
19,50.0,50.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,6.8,247.9
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,1.85
30,379.5,2372.8
31,0.0,0.0
32,212.0,212.0
33,59.7,244.8
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,500.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,19.8,19.8
48,0.0,455.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,80.0,80.0
53,500.0,700.0
54,390.0,390.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,51.0
64,0.0,195.7
65,0.0,40.2
66,0.0,596.0
67,106.0,344.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,6180.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,198.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,773.0
86,0.0,680.0
87,0.0,76.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,298.0,998.0
93,180.0,729.0
94,0.0,0.0
95,0.0,0.0
96,75.0,75.0
97,150.0,450.0
98,0.0,450.0
99,102.0,202.0
100,271.3,471.3
101,0.0,150.0
102,0.0,0.0
103,0.0,0.0
104,0.0,199.0
105,0.0,1079.5
