,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,1371.377409,1486.453477,1617.575993,1727.973221,1858.596987,1946.654484,1978.681557,2077.302036,2141.752494,2267.543773,2314.794103,2420.922627,2617.786072,2783.396664,2981.928804
p2,1354.522768,1645.11217,1794.639471,1887.131759,1947.542146,2035.557491,2146.532623,2246.968726,2339.775631,2413.397756,2514.17606,2632.931303,2735.672307,2884.799019,3138.208276
p3,1320.021932,0,1732.492238,1790.159379,2018.021442,2126.519235,2248.960484,2294.323948,2363.623288,2431.137929,2575.04019,2725.106155,2854.3311,3100.498668,3529.809499
p4,1089.217665,1400.693593,1509.062687,1616.733753,1713.334305,1858.860258,1960.930566,2041.268459,2111.490943,2220.298137,2300.477918,2458.587164,2658.861456,2958.668802,3351.429314
p5,1325.622767,1569.288595,1705.805072,1825.415083,1908.985895,2019.548767,2108.864132,2192.592328,2281.93559,2389.593759,2503.388885,2643.29427,2778.50027,2934.543661,3263.632249
p6,1313.961129,1570.484706,1738.444702,1883.29951,1941.821022,2068.881829,2170.053599,2244.860682,2326.783454,2407.754831,2561.832324,2667.561031,2791.228581,2946.564244,3243.532827
p7,1306.471714,1581.129334,1768.333689,1894.950776,2016.695706,2118.992383,2209.490596,2283.437632,2363.554919,2471.327427,2568.840445,2682.277172,2817.544024,2982.957852,3311.821199
p8,1299.306869,1496.547472,1567.554105,1704.342754,1775.320759,1857.31346,1938.338188,2056.765231,2188.92872,2289.302818,2447.491258,2582.55314,2715.134721,2873.727185,3192.32918
p9,1145.432707,1395.363874,1562.418914,1668.307259,1803.262167,1954.749182,2026.39742,2093.325683,2217.880577,2382.434525,2500.928459,2628.389589,2759.406119,2920.308535,3288.940931
p10,1202.173075,1447.859233,1629.807015,1745.504928,1870.175732,2028.358932,2153.158742,2258.6117,2379.099236,2485.599651,2595.42064,2730.106526,2853.432447,3021.061288,3337.262994
p11,1612.388909,1813.117491,1956.178944,0,2283.991828,0,2363.99305,2487.040096,0,2508.063179,2581.037236,2640.519931,2734.342076,3379.559798,3435.141621
p12,1249.207675,1469.406352,1633.759859,1773.973952,1906.713539,2022.213551,2130.190427,2236.572783,2333.488544,2431.25126,2529.614503,2644.336767,2771.943586,2943.085811,3267.034145
p13,1863.566744,2054.592607,2161.469746,2272.940419,2411.106766,2486.748043,2526.957374,2592.732408,2660.000641,2721.728961,2785.308966,2872.915233,2970.638459,3107.231848,3311.257793
p14,1313.472922,1599.975814,1764.304048,1953.5346,1974.845695,1987.394412,2194.146651,2264.570621,2272.689529,2300.383964,2342.05677,2431.706344,2538.247823,2829.503923,3004.73303
p15,1364.721865,1606.122089,1792.32239,1911.733926,1999.543496,2068.834978,2152.439104,2263.999864,2347.766456,2440.955287,2535.899332,2651.397191,2767.036378,2940.630246,3330.619386
p16,1269.633073,1512.656649,1652.223413,1816.878229,1931.892102,2006.66944,2089.273994,2227.34632,2311.20743,2418.302904,2529.22122,2662.361557,2837.615019,3003.056786,3321.769773
p17,1264.958827,1498.359378,1654.269915,1766.180638,1899.562944,2019.301825,2094.716956,2179.48305,2302.290877,2400.528694,2506.032708,2595.617145,2708.301239,2827.283158,3113.759038
p18,1403.373965,1546.18135,1687.753793,1798.022484,1936.461204,2055.976121,2158.753411,2221.232127,2315.887416,2442.327552,2553.726958,2675.960692,2790.785644,3014.160024,3273.261145
p20,2002.291195,0,2204.181032,2239.015043,2293.01681,2439.345191,0,0,2611.486744,2843.263908,2902.391848,0,3046.454051,3141.521344,3670.638734
p21,1458.07734,1753.315991,1883.879951,1995.335235,2058.947712,2142.598268,2260.58574,2357.913389,2444.142159,2546.520708,2678.729222,2792.856083,2918.835024,3081.348107,3453.630241
p22,1370.295903,1405.133276,1493.302298,1514.864433,1589.431872,1681.414552,1731.649324,1859.620897,2040.489687,2218.222636,2438.060881,2548.723312,2716.128211,2879.193622,3057.477824
p23,1893.144543,2096.49399,2133.185848,2195.453135,2309.475693,2315.417098,2336.293985,2392.585695,2423.897324,2437.608291,2494.27515,2590.733026,2687.425827,2950.122908,3507.884667
p24,1564.031172,1734.899739,1830.240671,1915.330413,2073.99882,2186.590209,2286.388789,2381.425245,2468.584767,2563.729093,2677.843412,2753.798935,2890.125083,3041.246204,3417.369495
p25,1158.247296,1389.404538,1521.11632,1640.156179,1742.635717,1863.763883,1990.843676,2088.717621,2197.578972,2303.386022,2413.950273,2528.902642,2651.486782,2850.867821,3212.519705
p26,1343.089427,1513.078834,1595.858481,1706.990737,1808.347567,1895.3705,1989.5175,2071.07379,2171.903498,2283.853654,2373.322498,2497.372481,2640.191795,2841.014963,3165.072648
p27,1357.120238,1532.09299,1643.4036,1749.965529,1891.766026,1995.349161,2091.733621,2207.045137,2301.931983,2399.204469,2491.37432,2611.832136,2760.980711,2899.697871,3232.68644
p28,1260.186025,1481.412706,1608.484191,1700.978759,1792.323354,1878.518054,1967.508744,2076.427621,2188.059717,2307.513719,2439.107384,2569.086671,2725.036403,2934.078275,3311.376751
p29,1224.953447,1378.775044,1515.77758,1580.695411,1635.501843,1720.012864,1844.832584,1933.625317,2019.782972,2148.465512,2279.400842,2388.812369,2509.468905,2772.470127,3277.662997
