,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p30,2042.036702,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.530235
p31,1444.473142,1686.468331,1846.277544,1960.476199,2060.009505,2170.318727,2271.025791,2366.42598,2461.380235,2559.662245,2670.230913,2811.629385,2962.457437,3147.644639,3542.558783
p32,2548.787314,0,0,0,0,0,0,3124.100245,0,0,0,0,0,0,3333.728584
p33,1215.028089,1435.440662,1549.231373,1662.096143,1785.424426,1899.243323,2040.250589,2118.43981,2218.518895,2341.70488,2460.41449,2573.810311,2725.330244,2867.848623,3133.84631
p34,1492.863161,1752.055407,1892.123441,1979.155401,2067.541809,2191.655521,2283.131007,2382.52432,2460.565366,2572.497911,2673.419899,2807.66573,2927.325272,3065.526418,3392.354164
p47,1762.927136,0,0,0,3008.875793,0,3485.595959,3517.495099,0,3816.97297,0,0,3853.626665,3968.229034,4174.525757
p50,2239.627106,2769.228655,0,2901.85335,2920.374693,0,0,3060.100075,0,0,3182.779862,0,3479.751767,0,3903.490825
p56,1971.154437,2007.491533,2238.046223,2299.194542,2309.085341,2426.517403,0,2590.004563,2743.01543,2824.465475,2831.09443,2833.333785,2877.429382,2961.965447,2969.372535
p59,2028.730407,0,0,0,0,0,0,2315.628658,0,0,0,0,0,0,3273.65856
p61,1688.688694,1857.591678,1962.563706,2115.666181,2235.408805,2324.164924,2454.364488,2593.355647,2661.53354,2760.331509,2879.203474,3016.380327,3158.60014,3358.085951,3843.899864
p85,1636.423909,1963.368648,2131.889127,0,2184.040331,0,2274.847954,2431.960092,2515.27385,2559.277405,0,2591.015571,2803.141616,0,3193.700276
p89,2186.900667,2309.116007,0,2597.488802,0,2791.61992,0,2910.936597,2998.939248,0,3036.49907,3085.14068,0,3163.434524,3613.418676
p90,0,0,0,0,0,0,0,2181.374927,0,0,0,0,0,0,0
p92,1777.644152,1979.193695,2088.584107,2164.599588,2302.960818,2388.239623,2467.616181,2566.570774,2649.66168,2753.076253,2862.365572,3015.104291,3208.843367,3368.588336,3616.092045
p94,1641.789168,1929.424514,2019.152572,2103.830177,2200.711362,2292.814063,2371.40579,2458.362251,2577.265159,2655.409035,2775.907383,2862.755501,3003.265775,3148.24719,3439.266429
p95,1355.595245,1384.102969,1587.406724,1627.58898,1677.566528,0,1757.891841,1808.770705,1828.25938,2042.435215,2201.34037,2503.226551,2614.004829,2657.825564,3041.777745
p97,1531.153803,1677.971395,1726.188604,1790.999966,1914.905659,1972.082118,2005.331027,2084.194914,2176.619767,2308.379065,2366.884719,2473.050799,2624.641069,2755.894507,2998.813205
p99,1381.547768,1558.541117,1622.942083,1684.398715,1783.723675,1840.238104,1937.961808,2114.115488,2230.107365,2346.656729,2380.526123,2581.943731,2650.073557,2767.041197,2895.462323
p100,1822.646957,0,0,2313.779672,0,2755.134887,0,0,2864.990765,0,0,2932.961745,0,3020.412356,3258.498816
p109,0,0,0,0,0,0,0,2545.686298,0,0,0,0,0,0,0
p110,1728.665411,0,0,1840.21104,0,0,2108.418515,0,2160.046471,0,2235.127658,0,0,2262.218785,2534.924133
p115,1912.050289,2037.697955,2201.413145,0,2360.656784,2614.874851,0,2650.819337,2717.947686,2771.423577,0,2815.2002,3034.278886,3058.628646,3502.314271
p116,1495.615858,1647.070564,1733.698548,1844.624625,1967.480182,2058.359962,2126.754863,2169.328048,2223.494073,2292.419277,2352.636811,2432.057859,2545.902799,2677.288439,3052.142499
p117,2186.704566,0,0,2481.030985,0,0,0,0,2600.809696,0,0,0,0,0,3535.972572
p118,1407.477205,1629.3604,1673.725686,1735.937945,1826.762459,1890.315403,1944.045324,1992.665252,2058.264645,2085.856416,2147.022447,2244.033882,2470.942687,2698.823963,3017.191895
p119,2166.39064,2328.364915,2488.243649,0,2504.396558,0,2535.447387,0,2567.037334,2746.677948,0,2824.212097,0,2927.868463,3052.110586
p120,2065.328722,2280.401052,0,0,2304.842949,0,2326.091039,2559.787355,2590.017057,0,0,2622.560532,2769.242032,3336.238741,3624.293564
p121,1500.641441,1583.055832,1709.535975,1783.677964,0,1946.298503,0,2031.530217,2141.491779,2221.319005,2311.18501,2383.102923,2504.439091,2602.560085,2877.05523
p122,1968.433334,2154.728873,2252.46892,2362.104745,2414.399624,2505.947731,2598.089013,2683.834378,2723.149936,2781.997104,2858.685588,2918.855417,2992.205863,3164.773192,3459.234035
p127,1590.44877,1705.814325,1861.569514,1990.336024,2204.880362,2266.469194,2340.408802,2403.453913,2461.689253,2552.155227,2594.020029,2637.105107,2791.707001,2883.913558,3028.887522
p129,1806.389401,0,0,2161.422478,0,0,2358.140542,0,0,2568.546884,2570.843521,0,2899.995954,0,2959.76933
p130,1337.901857,1614.11047,1675.29408,1848.205185,2114.177947,2324.922138,2346.091423,2412.072047,2444.381242,2461.606998,2585.333134,2598.025286,2685.630741,2889.900277,3168.853157
p134,1773.237874,1810.607523,1847.665625,0,2144.948553,2191.951332,0,2221.384437,2277.340669,2296.244671,2411.383229,2547.752346,2754.555321,2998.296684,3213.438736
