,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p23,645.2547906,246.0482794,594.8564014,523.0385325,276.5271766,541.4251368,333.0038375,217.9326443,755.3296508,226.626079,535.4669775,321.4303038,433.5772923,425.723868,595.9430451
p24,2893.710331,3095.469604,2780.98156,2956.381385,2794.578373,2820.017255,2812.626735,2884.83898,2706.869806,2836.657071,2919.777425,2866.288743,2662.303519,3058.731612,2859.189827
p25,34788.38287,33825.18623,33397.76517,34007.9796,34433.89458,33873.38795,34069.13302,33741.36695,33912.81354,34122.16734,33676.92753,34236.38458,33861.84547,33605.36267,34388.26624
p26,5182.85199,4624.452703,4495.417117,4766.548255,4556.292373,4532.764132,4519.613273,4742.302136,4605.256417,4529.153103,4518.485302,4592.157772,4464.195356,4689.494156,4681.815287
p27,8279.476626,7892.993863,7410.933611,8014.048508,7776.540567,7675.284119,7975.48704,7602.196678,7880.975444,7653.628363,7847.087806,7833.338847,7740.06296,7572.780916,8039.007048
p28,16611.98482,15584.90041,15305.46262,15692.5667,14954.75506,15857.10919,14986.30548,15777.02558,15371.52571,15205.50475,15474.30154,15338.71378,15425.74898,15375.35398,15459.08592
p29,3152.703291,2916.970992,2941.256589,2340.816665,3200.49949,2959.588282,2651.915958,2923.910131,2942.07849,2692.131619,2878.1752,2569.947037,3193.782775,2740.888966,2874.133207
p30,365.4867255,0,0,0,0,0,0,0,0,0,0,0,0,0,288.4756416
p31,19248.59607,18447.49786,18338.84489,18592.55514,18444.95812,17767.82407,18743.29496,18458.34368,18339.21941,18466.06132,18435.78397,18217.03477,18585.02645,18168.24174,18717.12179
p32,186.1555587,0,0,0,0,0,0,182.6045178,0,0,0,0,0,0,190.7828243
p33,4876.656411,4218.719009,5265.038665,4237.570855,5097.194729,4614.116871,4692.118789,4528.546,4729.904043,4656.797606,4728.291244,4701.997602,4530.44336,4792.489053,4733.665483
p34,5444.210811,5476.94707,5262.840314,5252.31186,4974.159022,5198.347303,5365.042093,5217.902105,5148.70888,5361.817982,5236.84546,5062.990135,5331.96062,5090.579707,5394.190048
p47,762.7929588,0,0,0,1151.98258,0,434.8998368,261.4215298,0,459.6403176,0,0,555.8731646,334.3666153,314.320908
p50,440.9592862,172.5331097,0,166.3070179,191.1827066,0,0,260.5684792,0,0,315.7044847,0,202.7260132,0,299.8348246
p56,237.8825526,597.8236746,432.4288876,370.7663305,201.5377656,447.2089532,0,779.9212464,321.2979739,320.8909371,367.8967394,404.519823,223.5274229,464.417458,461.4092159
p59,512.6320754,0,0,0,0,0,0,247.1123809,0,0,0,0,0,0,246.5368926
p61,3432.023854,3017.507912,2966.983962,3140.769043,3051.796606,3005.3111,3165.808467,3018.340236,3076.492934,2754.723258,3140.532572,3260.127927,2886.662752,2974.883013,3283.592534
p85,379.9081346,465.0163965,181.0207895,0,551.7213672,0,604.9890563,260.2628517,486.3476998,279.9993806,0,409.9599415,403.6614392,0,637.9813522
p89,587.5180487,346.4580285,0,749.3138486,0,437.1031052,0,578.35954,251.6963523,0,407.017659,490.1847377,0,570.3903358,296.7389266
p90,0,0,0,0,0,0,0,449.5482705,0,0,0,0,0,0,0
p92,3139.958482,2841.531091,2407.835887,2779.569296,2626.213866,2489.244594,2656.019995,2910.663645,2558.628284,2794.669424,2728.7354,2493.963135,2860.688988,2535.595693,2829.266818
p94,2311.986601,1504.579641,2122.198709,1907.180417,2228.443296,1895.686927,2139.897303,1971.673196,1804.07079,2141.021687,1955.821757,1780.003404,2135.989955,1674.580019,2267.438214
p95,609.1587317,440.8108237,402.2720133,633.9191228,551.8896373,0,798.7463674,242.9348069,465.3781607,471.3182462,439.3688252,339.9519791,418.6150115,536.360732,419.3619892
p97,1685.367338,1075.768368,1835.378547,1605.25827,1465.941751,1489.151976,1288.292561,1407.436899,1583.399853,1528.804367,1313.132745,1649.311118,1435.373504,1467.073968,1551.223557
p99,498.3130386,839.6975098,444.2989614,266.3241327,565.7504331,350.0302665,403.3611894,427.3968722,550.3073455,290.8606108,507.5380048,252.534874,621.730516,383.3563304,528.010432
p100,309.2533084,0,0,210.2944861,0,152.9210383,0,0,183.5118969,0,0,191.934178,0,139.0827815,101.9433444
p109,0,0,0,0,0,0,0,194.0991952,0,0,0,0,0,0,0
p110,258.4047747,0,0,225.5871969,0,0,246.8208314,0,158.8032956,0,134.5927975,0,0,170.7474226,123.5149236
p115,326.0727634,305.3035221,235.3267855,0,310.4148299,220.1031503,0,328.664129,226.5653351,170.9938173,0,360.9264458,229.5417394,119.4606405,254.728603
p116,1600.357279,1485.757449,1603.21495,1565.14933,1432.14801,1474.182634,1475.532599,1230.545345,1791.220855,1404.055771,1547.431909,1324.131271,1694.162134,1421.153292,1587.677026
p117,185.9372487,0,0,176.2368933,0,0,0,0,236.8858991,0,0,0,0,0,293.7906355
p118,1957.624041,1139.940211,1444.198502,1255.372888,1174.174693,1343.14947,1210.170055,1415.160573,1086.314692,1512.301573,1173.401005,1272.805655,1305.093712,1318.350233,1357.588059
p119,242.5440293,165.8723505,204.552388,0,326.5157489,0,234.1011404,0,274.9584347,195.7456911,0,311.3747518,0,212.8200451,268.5259781
p120,194.6394168,225.5746172,0,0,601.0183059,0,356.9484582,203.3286818,224.0568268,0,0,408.4476182,189.467601,175.786247,338.2732092
p121,429.6563654,402.6100157,383.4880827,340.1690253,0,643.6128219,0,372.961639,427.0726121,370.4651508,187.7669999,279.8319615,362.0083874,166.3435892,490.8951981
p122,1696.458931,1550.385372,1355.603513,1590.318173,1459.677216,1435.461119,1406.630901,1550.945647,1388.922564,1436.207311,1618.262787,1535.761757,1302.978466,1446.396888,1663.323807
p127,738.4548704,753.3319555,508.2349593,632.7358744,842.554833,627.1003623,417.6261649,647.8560345,718.6047481,671.3285638,530.2725783,697.5919775,523.750607,574.2450494,851.3209683
p129,281.8533952,0,0,320.8453772,0,0,330.2667539,0,0,244.6753428,135.6541509,0,215.2609308,0,236.9532006
p130,563.4786645,522.0679867,260.272721,344.9007725,614.4756684,197.142811,441.9292002,397.3783413,188.7205449,477.6214206,213.2145965,471.3615327,362.3879844,342.2713516,419.226905
p134,322.4121556,339.2941209,265.3490534,0,302.6120843,361.6349317,0,334.179366,271.4239164,202.0794421,205.7757764,294.6352094,165.8013732,245.0550465,332.1978631
