region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast
o35893,11,35893,411.629,712963.533,45.148,9400.155
o36155,5,36155,369.959,513885.382,5.5,6750.887
o36156,5,36156,86.183,682243.625,8.388,5831.747
o36159,4,36159,223.12,553080.211,5.5,6827.936
o36160,12,36160,599.407,720028.833,10.067,13738.361
o36161,12,36161,599.407,842352.8,10.067,24011.182
o36162,12,36162,599.407,943597.967,10.067,34064.355
o36163,12,36163,599.407,1020632.154,40.968,37098.133
o36164,12,36164,599.407,939026.371,40.968,27121.791
o36165,12,36165,599.407,822872.854,40.968,16939.088
o36166,12,36166,432.077,785640.882,40.968,8492.165
o36188,5,36188,450.89,685797.333,35.847,8782.684
o36189,5,36189,599.407,747960.149,35.847,18022.865
o36190,12,36190,599.407,868230.116,35.847,28282.31
o36191,12,36191,599.407,865355.75,29.131,33193.203
o36192,12,36192,599.407,944527.981,28.694,36067.438
o36193,12,36193,599.407,958602.164,28.694,39702.445
o36194,12,36194,599.407,1014342.914,28.694,44785.723
o36195,12,36195,197.98,1350631.948,28.694,47294.67
o36234,13,36234,47.526,4093697.825,18.604,30025.734
o36235,13,36235,590.065,974127.896,8.67,26602.303
o36236,13,36236,599.407,899074.921,8.67,18760.508
o36237,13,36237,599.407,817623.955,8.67,12517.363
o36238,5,36238,409.52,570885.729,6.887,7881.132
o36279,5,36279,120.794,906634.033,13.542,6967.424
o36280,5,36280,203.662,635388.596,5.5,7664.707
o36281,12,36281,379.3,632713.375,5.5,11395.144
o36282,3,36282,68.06,958044.113,5.5,17311.855
o36283,12,36283,133.45,967138.489,5.5,33281.477
o36284,12,36284,599.235,876911.88,5.5,39517.78
o36285,12,36285,599.407,965488.738,5.5,49886.676
o36286,12,36286,569.187,1048555.361,5.5,59813.688
o36287,11,36287,533.586,1088118.41,5.5,65286.3
o36288,11,36288,533.327,1111898.503,5.5,68914.734
o36289,11,36289,109.644,1295624.081,5.5,70493.195
o36290,11,36290,510.167,1230766.286,21.989,79189.62
o36291,11,36291,572.071,1240739.935,21.989,84416.72
o36292,11,36292,425.104,1305850.459,21.989,90967.7
o36293,11,36293,358.594,1360463.745,21.989,97922.76
o36294,11,36294,568.025,1326629.278,21.989,106767.9
o36295,11,36295,599.407,1345806.308,21.989,114841.35
o36296,10,36296,599.407,1374382.392,21.989,123149.9
o36297,10,36297,599.407,1407441.775,21.989,131775.48
o36298,10,36298,599.407,1432117.042,21.989,140632.0
o36299,10,36299,599.407,1455564.042,21.989,149446.67
o36300,10,36300,599.407,1489408.625,21.989,158259.73
o36301,9,36301,599.407,1517238.692,21.989,167265.0
o36302,9,36302,599.407,1532784.975,21.989,176449.97
o36303,9,36303,599.407,1551601.942,21.989,185787.97
o36304,9,36304,599.407,1561436.858,21.989,195256.86
o36305,8,36305,599.407,1558695.858,21.989,202395.66
o36306,8,36306,599.407,1547346.858,21.989,200907.2
o36307,1,36307,402.589,1582904.472,21.989,199238.77
o36366,8,36366,599.407,1326652.613,45.148,60349.867
o36367,8,36367,599.407,1200045.413,45.148,49780.703
o36368,8,36368,599.407,1105503.813,45.148,39236.652
o36369,8,36369,599.407,971889.413,45.148,28745.559
o36370,8,36370,599.407,776234.196,45.148,18390.83
o36371,11,36371,412.792,711858.306,45.148,9852.51
o36633,6,36633,29.876,1334397.396,5.792,5288.916
o36637,4,36637,445.896,596740.266,6.773,8560.39
o36638,12,36638,599.407,701757.394,6.773,16932.607
o36639,12,36639,599.407,819647.594,6.773,26911.48
o36640,12,36640,599.407,966602.333,10.067,37026.742
o36641,12,36641,599.407,1038254.554,40.968,39439.35
o36642,12,36642,599.407,954041.154,40.968,29267.715
o36643,12,36643,596.738,847869.281,40.968,18880.09
o36644,12,36644,451.277,618411.686,17.787,9274.411
o36665,5,36665,59.923,1037526.036,25.269,5981.142
o36666,5,36666,526.956,689308.374,38.921,9446.109
o36667,5,36667,599.407,775633.672,38.921,18417.979
o36668,12,36668,599.407,805706.321,30.522,22946.008
o36669,12,36669,599.407,775908.2,29.131,22873.143
o36670,12,36670,599.407,864853.648,28.694,26096.648
o36671,12,36671,599.407,899602.948,28.694,30192.193
o36672,4,36672,599.407,927436.548,28.694,36211.727
o36673,4,36673,378.697,1063942.304,28.694,41078.812
o36707,13,36707,25.356,3389190.838,8.434,33770.52
o36708,13,36708,140.467,1539767.106,18.159,30687.893
o36709,13,36709,234.915,1296891.395,27.124,28148.064
o36710,13,36710,358.465,1105327.375,27.124,27563.797
o36711,13,36711,499.621,1094976.142,18.604,30228.205
o36712,13,36712,581.37,1038437.554,18.604,28060.584
o36713,13,36713,599.407,960217.957,18.604,20082.377
o36714,13,36714,599.407,833435.688,8.67,12183.389
o36715,5,36715,258.721,1050510.785,8.67,6802.447
o36716,5,36716,49.118,1579892.864,5.5,5476.579
o36762,12,36762,444.777,888344.47,5.5,39639.81
o36763,12,36763,599.407,951881.822,5.5,48494.44
o36764,12,36764,599.407,1001182.605,5.5,53154.805
o36765,12,36765,599.407,1029063.438,5.5,55412.168
o36766,11,36766,599.407,1046765.388,5.5,59003.99
o36767,11,36767,408.013,1178921.872,21.989,62533.08
o36768,11,36768,182.913,1420228.71,21.989,72173.44
o36769,11,36769,471.036,1228167.78,21.989,76223.47
o36770,11,36770,534.059,1243576.08,21.989,83645.87
o36771,11,36771,593.811,1265176.055,21.989,91789.31
o36772,11,36772,599.407,1294460.308,21.989,99894.72
o36773,11,36773,599.407,1325756.508,21.989,108299.53
o36774,10,36774,599.407,1349534.342,21.989,117049.95
o36775,10,36775,599.407,1384191.192,21.989,125922.664
o36776,10,36776,599.407,1413403.075,21.989,134693.27
o36777,10,36777,599.407,1441553.775,21.989,143606.08
o36778,10,36778,599.407,1476369.725,21.989,152736.95
o36779,9,36779,599.407,1497441.092,21.989,162049.42
o36780,9,36780,599.407,1515902.892,21.989,171513.92
o36781,9,36781,599.407,1520908.725,21.989,181106.58
o36782,9,36782,599.407,1527501.558,21.989,190808.14
o36783,8,36783,599.407,1549979.508,21.989,200602.73
o36784,8,36784,599.407,1569979.525,21.989,208457.1
o36785,8,36785,599.407,1570320.525,21.989,207929.53
o36786,8,36786,432.379,1606153.395,21.989,206568.06
o36787,1,36787,34.869,3235829.884,21.989,208061.7
o36844,8,36844,599.407,1322979.746,45.148,60172.71
o36845,8,36845,599.407,1203915.813,45.148,50211.875
o36846,8,36846,599.407,1096911.746,45.148,40418.684
o36847,8,36847,599.407,988212.496,45.148,30919.271
o36848,8,36848,599.407,799940.263,45.148,21422.902
o36849,12,36849,588.473,682318.932,45.148,11899.118
o36850,13,36850,52.347,2181777.472,63.27,7186.387
o37115,12,37115,554.464,667086.152,6.778,10143.339
o37116,12,37116,554.249,796197.03,6.778,20458.414
o37117,12,37117,543.401,904966.501,6.778,30494.383
o37118,12,37118,534.188,986031.296,6.778,40338.164
o37119,12,37119,535.953,1041667.61,14.806,39717.7
o37120,12,37120,535.523,957017.01,14.806,29344.424
o37121,12,37121,537.934,852735.327,14.806,18863.574
o37122,12,37122,493.895,741512.354,14.806,9178.898
o37142,5,37142,16.229,1780157.269,8.709,5118.341
o37143,5,37143,422.521,653153.271,30.692,7877.673
o37144,5,37144,599.407,719009.456,38.921,14638.674
o37145,5,37145,599.407,721546.704,30.522,17612.012
o37146,13,37146,599.407,689174.171,30.522,13277.952
o37147,13,37147,566.647,664027.299,29.131,12867.343
o37148,12,37148,397.596,856741.331,28.694,17590.781
o37149,12,37149,515.376,850931.355,28.694,22091.508
o37150,12,37150,599.407,879580.098,28.694,28431.137
o37151,12,37151,537.675,966711.238,28.694,35907.098
o37180,13,37180,42.618,2463165.218,20.206,31559.729
o37181,13,37181,164.79,1164660.436,29.469,30426.082
o37182,13,37182,261.003,905111.637,16.671,29944.553
o37183,13,37183,378.138,843571.216,7.397,30445.045
o37184,13,37184,473.835,836725.095,13.204,31383.084
o37185,13,37185,591.787,909117.444,8.434,32872.332
o37186,13,37186,599.407,985084.908,18.159,33797.9
o37187,13,37187,599.407,1003976.375,27.124,31706.883
o37188,13,37188,599.407,990786.425,27.124,29796.021
o37189,13,37189,599.407,985773.175,27.124,28220.947
o37190,13,37190,599.407,988798.074,18.604,22665.805
o37191,13,37191,599.407,888715.107,18.604,13738.186
o37192,5,37192,332.679,996927.259,18.604,7418.942
o37237,12,37237,73.182,912695.017,5.5,11896.197
o37240,12,37240,157.127,1001346.641,5.5,41919.38
o37241,12,37241,599.407,900436.755,5.5,42083.035
o37242,12,37242,599.407,926553.455,5.5,42729.836
o37243,12,37243,599.407,958889.022,5.5,45281.004
o37244,11,37244,599.407,1047840.008,21.989,49427.62
o37245,11,37245,528.592,1094816.237,21.989,55029.65
o37246,11,37246,103.661,1598439.06,21.989,58693.08
o37247,11,37247,537.546,1172457.421,21.989,69564.03
o37248,11,37248,599.019,1190914.938,21.989,76808.65
o37249,11,37249,599.407,1226063.542,21.989,84968.516
o37250,11,37250,599.407,1265324.942,21.989,93501.38
o37251,10,37251,599.407,1302837.375,21.989,102365.98
o37252,10,37252,599.407,1331442.492,21.989,111176.53
o37253,10,37253,599.407,1362012.175,21.989,119981.945
o37254,10,37254,598.202,1394285.872,21.989,129032.43
o37255,10,37255,477.709,1457016.549,21.989,138398.53
o37256,9,37256,599.407,1458107.642,21.989,147772.02
o37257,9,37257,599.407,1478105.492,21.989,157378.56
o37258,9,37258,599.407,1483164.058,21.989,167107.81
o37259,9,37259,599.407,1482667.558,21.989,176939.53
o37260,1,37260,599.407,1496109.725,21.989,186857.53
o37261,8,37261,599.407,1541119.125,21.989,196848.8
o37262,8,37262,599.407,1565768.775,21.989,206902.72
o37263,8,37263,599.407,1586626.125,21.989,215360.75
o37264,8,37264,599.407,1584608.775,21.989,215767.95
o37265,8,37265,484.64,1601417.45,21.989,214725.81
o37266,8,37266,49.118,2761818.142,21.989,216938.2
o37322,8,37322,599.407,1355349.079,87.523,57118.098
o37323,8,37323,599.407,1254670.029,87.523,46849.273
o37324,8,37324,599.407,1153220.662,87.523,36771.977
o37325,8,37325,599.407,1025552.195,87.523,27043.873
o37326,9,37326,482.014,897549.65,87.523,19186.03
o37327,5,37327,297.723,872453.861,87.523,9814.325
o37592,5,37592,59.751,1688272.858,10.363,5413.387
o37593,12,37593,576.677,705660.286,10.363,11274.315
o37594,12,37594,582.618,827942.941,10.363,21831.285
o37595,12,37595,592.993,932315.644,10.363,32390.969
o37596,12,37596,599.407,1012485.112,10.363,42071.562
o37597,12,37597,599.407,1061217.975,24.79,37347.066
o37598,12,37598,599.407,921920.575,14.806,27245.553
o37599,12,37599,599.407,814179.925,14.806,17191.719
o37600,5,37600,433.842,727584.623,14.806,8567.451
o37620,5,37620,36.936,1072518.526,11.593,5173.5
o37621,5,37621,599.407,632620.004,30.692,10627.325
o37622,5,37622,599.407,644141.965,24.066,14909.758
o37623,5,37623,592.39,642076.805,30.522,10470.866
o37624,5,37624,216.749,818249.944,30.522,7087.782
o37627,13,37627,250.499,985696.145,28.694,16296.451
o37628,12,37628,599.407,831742.564,28.694,22143.814
o37629,12,37629,599.407,839441.337,5.5,31184.613
o37630,12,37630,115.585,1228957.123,5.5,35534.71
o37655,13,37655,234.442,1261501.737,11.804,29173.0
o37656,13,37656,420.411,1035712.49,11.804,28218.328
o37657,13,37657,518.174,974408.281,11.804,26896.002
o37658,13,37658,597.211,864399.707,20.206,25878.541
o37659,13,37659,599.407,834064.698,29.469,23834.008
o37660,13,37660,599.407,768644.544,16.671,22342.814
o37661,13,37661,599.407,743099.593,7.397,21756.648
o37662,13,37662,599.407,744869.08,13.204,21898.002
o37663,13,37663,599.407,825296.272,8.434,23060.031
o37664,13,37664,599.407,920910.625,18.159,25655.21
o37665,13,37665,599.407,746080.981,5.5,22934.314
o37666,13,37666,599.407,915138.242,27.124,20275.385
o37667,13,37667,599.407,891720.508,27.124,18074.46
o37668,13,37668,599.407,751880.542,24.865,14847.722
o37669,5,37669,522.738,722342.634,20.001,9000.876
o37670,5,37670,19.329,5652055.098,20.001,5291.107
o37715,12,37715,246.022,721985.698,5.5,18645.168
o37719,12,37719,261.175,1069021.962,21.129,34362.98
o37720,12,37720,493.723,982985.888,23.236,33056.223
o37721,12,37721,567.938,988849.481,23.236,35475.047
o37722,11,37722,521.274,996351.841,21.989,40096.445
o37723,11,37723,588.214,1026852.753,21.989,46625.16
o37724,11,37724,369.442,1118412.916,21.989,52155.2
o37725,11,37725,271.636,1252318.557,21.989,64473.06
o37726,11,37726,599.407,1153573.625,21.989,70077.62
o37727,11,37727,599.407,1189154.458,21.989,78778.63
o37728,11,37728,599.407,1230363.958,21.989,87670.42
o37729,10,37729,599.407,1270922.708,21.989,96417.34
o37730,10,37730,599.407,1309055.542,21.989,105356.87
o37731,10,37731,599.407,1342086.042,21.989,114582.875
o37732,10,37732,528.076,1389972.288,21.989,123804.73
o37733,10,37733,597.211,1416167.042,21.989,133666.23
o37734,9,37734,599.407,1442739.825,21.989,143422.94
o37735,9,37735,599.407,1453421.725,21.989,153302.23
o37736,9,37736,599.407,1451066.042,21.989,163274.55
o37737,1,37737,599.407,1448730.192,21.989,173323.84
o37738,1,37738,599.407,1476683.608,21.989,183437.45
o37739,1,37739,599.407,1513490.225,21.989,193605.31
o37740,8,37740,599.407,1558916.925,21.989,203819.28
o37741,8,37741,599.407,1583084.208,21.989,214072.78
o37742,8,37742,599.407,1604520.308,21.989,223030.23
o37743,8,37743,599.407,1606366.092,21.989,224335.08
o37744,8,37744,500.438,1626336.871,21.989,223683.84
o37745,8,37745,76.712,2324290.658,21.989,225768.69
o37800,8,37800,599.407,1322040.662,87.523,55701.96
o37801,8,37801,599.407,1230454.262,87.523,45111.99
o37802,8,37802,599.407,1135784.429,87.523,34540.63
o37803,8,37803,599.407,986423.062,87.523,24012.984
o37804,11,37804,499.965,833412.483,87.523,14291.637
o38070,5,38070,113.433,1249802.414,10.707,5846.88
o38071,4,38071,599.407,711228.32,10.707,11764.652
o38072,12,38072,599.407,842662.02,10.707,21892.361
o38073,12,38073,599.407,955963.32,10.707,32168.984
o38074,12,38074,599.407,1075663.392,24.79,40110.074
o38075,12,38075,599.407,1029436.159,24.79,33513.32
o38076,12,38076,599.407,943634.692,24.79,23927.35
o38077,12,38077,599.407,706390.194,9.156,13920.514
o38078,5,38078,247.055,693275.649,9.156,6972.206
o38098,5,38098,90.703,916998.555,15.054,5609.911
o38099,5,38099,591.271,576816.657,15.054,9671.316
o38100,5,38100,429.839,603633.806,24.066,8096.186
o38101,5,38101,113.605,893376.246,24.066,6226.724
o38105,13,38105,33.492,1320150.494,14.505,13158.229
o38106,13,38106,571.468,712514.723,5.5,16973.764
o38107,12,38107,599.407,796633.037,5.5,25849.188
o38108,12,38108,293.935,912583.091,5.5,32691.951
o38132,13,38132,359.369,1086833.891,26.186,27292.695
o38133,13,38133,599.407,919777.948,11.804,24444.047
o38134,13,38134,599.407,884064.364,11.804,20176.463
o38135,13,38135,599.407,857576.664,11.804,17279.879
o38136,13,38136,599.407,762620.85,20.206,15366.908
o38137,13,38137,599.407,726050.081,29.469,13531.519
o38138,13,38138,599.407,643557.044,16.671,11805.875
o38139,13,38139,599.407,611004.86,7.397,11197.166
o38140,13,38140,599.407,614344.93,13.204,11347.507
o38141,13,38141,599.407,706354.156,8.434,13139.687
o38142,13,38142,599.407,817979.425,18.159,16264.528
o38143,13,38143,599.407,626591.164,5.5,12730.147
o38144,5,38144,583.737,611448.353,7.837,10311.365
o38145,13,38145,463.546,817482.463,27.124,8862.992
o38146,5,38146,360.789,722529.737,24.865,7805.102
o38147,5,38147,58.029,1313030.63,21.007,5854.809
o38193,12,38193,157.385,1065112.006,21.129,17097.76
o38194,12,38194,45.029,2183168.293,21.129,16638.24
o38197,12,38197,105.684,1482356.856,23.236,20435.965
o38198,12,38198,159.279,1231264.656,23.236,21758.209
o38199,12,38199,497.554,842412.832,12.251,26130.328
o38200,12,38200,599.407,911389.608,21.989,31676.777
o38201,11,38201,599.407,968501.692,21.989,38962.316
o38202,11,38202,585.072,1019465.492,21.989,46714.543
o38203,11,38203,95.008,1615444.59,21.989,53571.176
o38204,11,38204,558.726,1132868.438,21.989,64518.184
o38205,11,38205,599.407,1162892.092,21.989,72923.14
o38206,11,38206,599.407,1197808.525,21.989,81716.484
o38207,10,38207,599.407,1241103.075,21.989,90860.38
o38208,10,38208,599.407,1285638.008,21.989,100295.59
o38209,10,38209,580.25,1328437.395,21.989,109985.945
o38210,10,38210,532.94,1378933.863,21.989,120023.914
o38211,10,38211,599.407,1402630.575,21.989,129705.05
o38212,9,38212,599.407,1419776.492,21.989,139747.17
o38213,9,38213,599.407,1420162.925,21.989,149868.97
o38214,1,38214,599.407,1413237.025,21.989,160055.34
o38215,1,38215,599.407,1439702.842,21.989,170294.72
o38216,1,38216,599.407,1473846.542,21.989,180578.06
o38217,8,38217,599.407,1519017.092,21.989,190898.27
o38218,1,38218,599.407,1533737.608,21.989,201246.48
o38219,8,38219,599.407,1577330.425,21.989,211599.05
o38220,8,38220,599.407,1602435.158,21.989,221948.11
o38221,8,38221,599.407,1623336.375,21.989,231256.89
o38222,8,38222,599.407,1629230.925,21.989,233536.75
o38223,8,38223,527.301,1645238.514,21.989,233313.5
o38224,8,38224,84.762,2271114.824,21.989,235944.64
o38278,8,38278,599.407,1327367.845,87.523,56265.574
o38279,8,38279,599.407,1239382.195,87.523,45806.06
o38280,8,38280,599.407,1145988.812,87.523,35442.223
o38281,8,38281,599.407,973044.062,87.523,25290.342
o38282,12,38282,599.407,796567.445,87.523,15619.7
o38283,13,38283,298.498,880774.461,87.523,8877.287
o38549,4,38549,555.799,622146.466,9.684,9712.045
o38550,12,38550,599.407,756024.455,9.684,19777.355
o38551,12,38551,599.407,863184.405,9.684,30313.678
o38552,12,38552,599.407,1046271.942,24.79,36526.33
o38553,12,38553,599.407,972386.609,24.79,28111.361
o38554,12,38554,599.407,886511.525,24.79,19075.572
o38555,12,38555,586.234,795621.156,24.79,10321.81
o38556,5,38556,50.539,847017.351,7.316,5562.904
o38575,5,38575,171.462,763554.448,5.5,6286.728
o38576,5,38576,482.487,580306.262,15.054,8434.811
o38577,5,38577,430.399,558477.974,19.879,7915.067
o38578,5,38578,58.976,977543.732,19.879,5978.618
o38584,13,38584,359.842,726601.122,5.5,13726.673
o38585,13,38585,599.407,756550.62,5.5,21506.238
o38586,13,38586,476.202,855423.05,5.5,30429.402
o38608,13,38608,54.37,2970435.198,26.186,24837.56
o38609,13,38609,472.156,977346.72,26.186,24090.21
o38610,13,38610,599.407,883139.92,26.186,19986.918
o38611,13,38611,599.407,702966.419,11.652,15004.906
o38612,13,38612,583.952,775756.089,11.804,10502.162
o38613,5,38613,424.329,816945.418,11.804,8499.309
o38614,5,38614,301.382,760942.215,20.206,7484.322
o38615,5,38615,206.03,818376.729,29.469,6684.562
o38616,5,38616,98.021,831571.406,16.671,5697.183
o38617,5,38617,62.765,849319.083,7.397,5406.461
o38618,5,38618,72.838,811847.446,13.204,5482.065
o38619,5,38619,245.936,758049.284,8.434,7029.97
o38620,5,38620,449.254,747352.997,18.159,8332.454
o38621,5,38621,175.293,570115.654,5.5,6462.565
o38622,5,38622,29.488,1353933.425,7.837,5359.714
o38671,4,38671,148.991,1000561.496,21.129,9517.481
o38672,4,38672,341.073,789246.661,21.129,14167.443
o38676,12,38676,359.627,807892.256,23.236,11543.871
o38677,12,38677,170.257,920368.261,12.251,18688.443
o38678,12,38678,581.068,841176.44,21.989,24162.375
o38679,11,38679,599.407,911122.175,21.989,31931.63
o38680,11,38680,599.407,974895.242,21.989,40522.188
o38681,11,38681,330.957,1106856.204,21.989,47202.203
o38682,11,38682,306.893,1206733.277,21.989,60597.09
o38683,11,38683,599.407,1141017.442,21.989,67155.28
o38684,10,38684,599.407,1180597.925,21.989,76565.586
o38685,10,38685,599.407,1222078.892,21.989,86257.26
o38686,10,38686,506.035,1286840.725,21.989,96104.23
o38687,10,38687,528.678,1325013.067,21.989,106016.35
o38688,10,38688,576.419,1361204.311,21.989,116443.734
o38689,10,38689,599.407,1381702.442,21.989,126523.125
o38690,9,38690,599.407,1385333.658,21.989,136799.03
o38691,1,38691,599.407,1374546.292,21.989,147123.75
o38692,1,38692,599.407,1402324.892,21.989,157476.48
o38693,1,38693,599.407,1431241.892,21.989,167827.8
o38694,1,38694,599.407,1463605.492,21.989,178174.89
o38695,1,38695,599.407,1495024.292,21.989,188518.55
o38696,1,38696,599.407,1526558.658,21.989,198861.36
o38697,8,38697,599.407,1571277.442,21.989,209218.17
o38698,8,38698,599.407,1596345.992,21.989,219589.34
o38699,8,38699,599.407,1620895.958,21.989,229969.45
o38700,8,38700,599.407,1642469.975,21.989,239701.53
o38701,8,38701,599.407,1650900.008,21.989,243266.95
o38702,8,38702,548.696,1663095.438,21.989,243413.62
o38703,8,38703,113.304,2109121.004,21.989,246458.4
o38756,8,38756,599.407,1616649.816,113.392,58752.008
o38757,8,38757,599.407,1570551.616,113.392,48681.55
o38758,8,38758,599.407,1467340.549,113.392,38683.832
o38759,10,38759,599.407,1256612.516,113.392,28691.658
o38760,12,38760,599.407,1118019.399,113.392,18408.49
o38761,13,38761,395.745,1260032.596,113.392,9671.608
o39026,5,39026,73.01,1582186.122,10.058,5963.228
o39027,12,39027,584.211,700846.102,10.058,10586.086
o39028,12,39028,599.407,820749.38,10.058,20484.613
o39029,12,39029,599.407,918234.847,10.058,30831.172
o39030,12,39030,599.407,916946.586,19.563,34989.16
o39031,12,39031,599.407,831006.386,19.563,25010.092
o39032,12,39032,599.407,730042.669,19.563,14617.66
o39033,12,39033,299.144,737492.539,19.563,7275.845
o39052,5,39052,70.686,683117.544,5.5,5542.283
o39053,5,39053,599.407,598871.016,5.5,10476.566
o39054,5,39054,599.407,629699.426,12.471,13654.359
o39055,5,39055,399.49,535608.165,7.885,8065.751
o39062,5,39062,348.434,596165.242,11.755,9665.338
o39063,13,39063,599.407,674486.787,11.755,18383.596
o39064,13,39064,598.374,766861.977,11.755,28669.633
o39065,5,39065,63.669,1843119.823,21.757,32801.973
o39086,13,39086,310.724,867015.243,15.411,20209.645
o39087,13,39087,599.407,835810.887,26.186,16203.693
o39088,13,39088,586.794,773126.356,26.186,10859.206
o39089,13,39089,352.093,664710.159,11.652,7772.621
o39090,13,39090,61.43,679531.125,5.5,5845.836
o39149,5,39149,31.038,2728284.824,21.129,5947.566
o39150,4,39150,366.558,702433.942,21.129,9349.404
o39151,4,39151,47.827,2328199.842,23.236,12990.414
o39154,2,39154,88.379,995529.704,12.251,6672.062
o39155,2,39155,354.031,647625.071,12.251,8319.651
o39156,12,39156,222.13,966116.47,21.989,19936.885
o39157,11,39157,597.9,853724.692,21.989,25904.098
o39158,11,39158,599.407,930993.542,21.989,34709.26
o39159,11,39159,570.048,998801.332,21.989,43201.574
o39160,11,39160,90.014,1651379.026,21.989,53167.164
o39161,11,39161,575.472,1122498.174,21.989,62849.105
o39162,10,39162,580.767,1164889.996,21.989,72533.82
o39163,10,39163,511.717,1228841.286,21.989,82916.47
o39164,10,39164,578.227,1261691.052,21.989,93131.97
o39165,10,39165,599.407,1302209.292,21.989,103358.695
o39166,10,39166,599.407,1342952.058,21.989,113713.234
o39167,10,39167,599.407,1352442.075,21.989,124061.82
o39168,1,39168,599.407,1337086.892,21.989,134405.27
o39169,1,39169,599.407,1364621.075,21.989,144744.28
o39170,1,39170,599.407,1394720.575,21.989,155086.33
o39171,1,39171,599.407,1425482.925,21.989,165448.03
o39172,1,39172,599.407,1453403.592,21.989,175824.0
o39173,1,39173,599.407,1484703.108,21.989,186208.84
o39174,1,39174,599.407,1514501.825,21.989,196601.64
o39175,1,39175,599.407,1551621.608,21.989,207005.83
o39176,8,39176,599.407,1590991.825,21.989,217424.73
o39177,8,39177,599.407,1616066.258,21.989,227859.94
o39178,8,39178,599.407,1639762.008,21.989,238310.7
o39179,8,39179,599.407,1661462.442,21.989,248436.45
o39180,8,39180,599.407,1672361.642,21.989,253404.81
o39181,8,39181,575.041,1680056.919,21.989,254027.62
o39182,8,39182,159.107,1970862.15,21.989,257119.55
o39234,8,39234,599.407,1616926.417,100.815,58896.8
o39235,8,39235,599.407,1566524.867,100.815,48945.953
o39236,8,39236,599.407,1436913.833,100.815,38741.15
o39237,11,39237,599.407,1199908.3,100.815,28265.336
o39238,13,39238,596.393,1085501.116,100.815,17713.303
o39239,14,39239,363.673,1275348.822,100.815,9260.434
o39504,5,39504,369.27,594404.06,10.993,7647.498
o39505,12,39505,58.288,1992614.215,10.058,13827.025
o39506,12,39506,122.602,1363664.064,10.058,22960.32
o39507,12,39507,186.916,1226033.034,10.058,32818.71
o39508,12,39508,548.093,919810.918,19.563,35654.82
o39509,12,39509,599.407,836691.119,19.563,25914.305
o39510,12,39510,599.407,733212.919,19.563,15930.48
o39511,4,39511,406.291,653773.74,19.563,8139.447
o39530,5,39530,57.341,1808598.353,9.482,5335.788
o39531,5,39531,599.407,650103.902,9.482,11035.328
o39532,5,39532,592.304,605813.135,12.471,11220.273
o39533,5,39533,172.624,758805.475,12.471,6835.884
o39540,5,39540,356.786,560128.753,12.512,7947.298
o39541,5,39541,599.407,715902.153,21.757,16242.28
o39542,13,39542,599.407,825295.553,21.757,26630.756
o39543,5,39543,246.883,1017595.095,21.757,32306.252
o39565,6,39565,365.438,673203.435,15.411,8425.911
o39566,6,39566,104.823,755028.935,10.737,6257.65
o39633,3,39633,120.234,856420.108,12.251,6550.3
o39634,2,39634,336.51,719614.018,21.989,9201.799
o39635,11,39635,308.528,913388.855,21.989,22421.598
o39636,11,39636,599.407,881102.925,21.989,29189.396
o39637,11,39637,599.407,959922.842,21.989,39086.605
o39638,11,39638,290.577,1123847.266,21.989,46617.547
o39639,11,39639,305.558,1209640.408,21.989,61800.6
o39640,10,39640,545.467,1160183.9,21.989,70023.87
o39641,10,39641,599.407,1199909.575,21.989,80308.94
o39642,10,39642,599.407,1246771.808,21.989,90643.93
o39643,10,39643,599.407,1290192.042,21.989,100971.94
o39644,10,39644,599.407,1326666.592,21.989,111313.375
o39645,1,39645,599.407,1298009.958,21.989,121680.38
o39646,1,39646,599.407,1324786.342,21.989,132062.06
o39647,1,39647,599.407,1356154.492,21.989,142454.11
o39648,1,39648,599.407,1388936.058,21.989,152858.78
o39649,1,39649,599.407,1419294.125,21.989,163280.89
o39650,1,39650,599.407,1449629.425,21.989,173722.55
o39651,1,39651,599.407,1478791.442,21.989,184183.39
o39652,1,39652,599.407,1508054.192,21.989,194661.14
o39653,1,39653,599.407,1541788.125,21.989,205144.11
o39654,8,39654,599.407,1585740.242,21.989,215547.62
o39655,8,39655,599.407,1611248.192,21.989,225839.14
o39656,8,39656,599.407,1634845.442,21.989,236033.23
o39657,8,39657,599.407,1656263.625,21.989,246149.22
o39658,8,39658,599.407,1675940.708,21.989,256192.52
o39659,8,39659,599.407,1690695.875,21.989,263294.06
o39660,8,39660,581.499,1699961.254,21.989,265147.94
o39661,8,39661,196.732,1925676.974,21.989,268493.88
o39712,8,39712,599.407,1333829.816,40.131,53392.527
o39713,8,39713,599.407,1271120.583,40.131,44748.977
o39714,10,39714,599.407,1105719.716,40.131,35307.832
o39715,12,39715,596.135,1143903.086,80.736,25664.14
o39716,13,39716,599.321,1035723.748,80.736,15900.121
o39717,14,39717,329.192,1286636.99,80.736,8150.482
o39982,5,39982,459.499,653399.532,16.722,8913.616
o39986,12,39986,548.653,947333.801,19.563,39180.973
o39987,12,39987,599.407,877228.903,19.563,30083.166
o39988,12,39988,599.407,783523.286,19.563,20514.994
o39989,4,39989,595.834,589840.83,5.5,10535.074
o39990,5,39990,35.343,1283808.536,5.5,5360.626
o40008,5,40008,28.713,1304082.476,5.5,5486.118
