region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,3,72086,145.751,119076.692,108937.418,10139.275,9.277,201.693
p01001,3,72087,124.829,117349.893,86663.636,30686.257,11.814,181.364
p01001,3,72088,27.629,384420.784,207936.337,176484.447,5.265,167.427
p01001,3,72466,108.475,87529.998,58442.027,29087.971,3.88,215.801
p01001,4,71325,155.763,97249.962,99184.969,-1935.008,16.326,144.287
p01001,4,71326,141.523,35321.018,35730.821,-409.804,3.613,144.287
p01001,4,71327,102.449,115650.419,102453.135,13197.284,9.473,144.287
p01001,4,71328,96.787,147638.337,97144.242,50494.095,9.91,135.716
p01001,4,71706,166.382,76142.129,88245.268,-12103.139,13.784,144.287
p01001,4,71707,96.811,143641.339,129643.258,13998.081,17.54,144.287
p01001,4,71708,46.486,302631.92,186066.577,116565.343,9.141,168.635
p01003,3,77019,0.68,20498822.152,20506032.037,-7209.885,17.689,91.353
p01003,4,77020,6.026,2920991.572,2931053.404,-10061.832,26.293,102.564
p01003,4,78161,124.513,165820.924,165232.315,588.609,13.111,92.669
p01003,4,78541,35.381,362060.417,349926.375,12134.042,17.408,76.996
p01003,4,78918,0.462,37424980.563,37107169.347,317811.216,18.478,30.862
p01003,4,78922,46.413,297214.63,261543.238,35671.392,18.163,121.748
p01003,5,80820,0.024,881432046.623,880723124.932,708921.692,19.929,168.132
p01005,3,72858,212.528,183844.017,172731.158,11112.859,19.087,277.038
p01005,3,73238,214.715,150452.505,144170.632,6281.873,11.693,281.53
p01005,3,73239,167.864,145960.954,125728.181,20232.773,11.628,281.53
p01005,3,73618,223.122,62510.05,57803.397,4706.653,4.227,291.981
p01005,3,73619,127.259,227647.081,109788.16,117858.921,6.602,281.53
p01005,3,73999,112.679,217671.042,149399.627,68271.416,8.489,294.39
p01005,4,73616,153.916,163374.475,160815.64,2558.835,13.768,252.086
p01005,4,73617,58.442,188003.943,193658.643,-5654.701,12.388,291.981
p01005,4,73996,111.658,151310.415,147257.048,4053.367,19.249,284.519
p01005,4,73997,92.121,138068.953,131178.269,6890.684,13.686,279.708
p01005,4,73998,193.282,89819.268,92262.57,-2443.302,9.06,291.981
p01005,4,74376,133.723,57798.284,42171.448,15626.836,2.443,275.593
p01005,4,74377,140.891,91856.971,87774.776,4082.195,13.037,284.519
p01005,4,74378,124.586,149154.127,151088.022,-1933.896,24.38,284.519
p01005,4,74379,190.196,116838.238,118868.749,-2030.511,12.421,325.899
p01005,4,74756,108.305,83680.775,66278.332,17402.444,6.304,284.519
p01005,4,74757,122.594,110597.313,100449.753,10147.56,12.339,284.519
p01007,3,70183,47.118,339405.893,275130.286,64275.607,13.807,80.918
p01007,4,69423,82.839,56255.771,41746.926,14508.845,2.48,53.625
p01007,4,69802,134.209,57517.39,69145.767,-11628.377,4.067,80.918
p01007,4,69803,60.653,171233.092,168139.067,3094.025,10.007,80.918
p01007,4,69804,0.389,27623646.733,27610599.014,13047.719,12.019,73.162
p01007,4,70181,223.463,76702.966,96436.591,-19733.624,9.806,94.554
p01007,4,70182,116.008,163963.96,168455.219,-4491.259,10.357,80.918
p01007,4,70184,100.894,159562.338,145415.22,14147.119,20.999,73.162
p01007,4,70561,210.025,145996.59,164035.809,-18039.22,19.87,102.367
p01007,4,70562,131.998,214237.05,219398.361,-5161.311,28.43,94.554
p01007,4,70563,154.086,218839.542,222596.072,-3756.53,24.614,80.918
p01007,4,70564,155.666,198365.898,198331.318,34.58,38.416,144.287
p01009,2,66765,86.143,176348.283,56708.129,119640.155,4.277,43.425
p01009,3,66006,48.819,304372.123,251872.174,52499.949,14.139,58.41
p01009,3,66385,59.778,168285.593,112886.345,55399.248,6.819,56.293
p01009,3,66386,50.908,211320.245,126756.71,84563.535,6.04,58.41
p01009,3,66764,26.949,307961.423,179659.517,128301.906,4.355,48.279
p01009,4,65247,67.505,265880.289,235825.322,30054.967,23.79,152.893
p01009,4,65626,38.102,386411.441,332973.056,53438.384,18.583,116.959
p01009,4,65627,41.213,463642.919,407531.215,56111.704,23.461,71.592
p01009,4,65628,43.448,361408.526,315935.557,45472.969,20.834,152.893
p01009,4,66007,34.725,378570.553,324714.027,53856.526,11.599,71.592
p01009,4,66766,63.18,231475.954,153128.809,78347.145,9.159,43.425
p01009,5,66387,33.826,242627.874,99504.918,143122.956,2.443,71.592
p01009,5,66767,114.356,234266.756,135409.85,98856.906,12.258,47.984
p01011,3,72854,19.027,367612.221,327600.594,40011.626,5.826,245.166
p01011,3,72857,188.131,121803.862,111407.888,10395.974,11.987,277.038
p01011,3,73237,148.716,107898.925,104219.003,3679.923,8.501,252.086
p01011,4,72853,152.264,143482.299,100716.138,42766.162,9.319,203.584
p01011,4,72855,158.412,116156.753,53998.816,62157.937,4.122,236.549
p01011,4,72856,159.529,147080.484,129423.1,17657.384,12.328,252.086
p01011,4,73233,198.823,108672.123,95588.12,13084.003,11.081,255.717
p01011,4,73234,161.036,46965.653,31293.911,15671.742,1.887,240.262
p01011,4,73235,142.058,121673.72,101346.601,20327.119,7.664,231.092
p01011,4,73236,165.434,61345.44,46739.248,14606.192,3.988,252.086
p01011,4,73614,161.23,172624.253,157925.599,14698.654,14.377,240.262
p01011,4,73615,187.718,157175.321,147679.312,9496.009,18.233,240.262
p01013,4,73986,238.432,163421.504,173598.963,-10177.458,30.451,237.356
p01013,4,73987,292.548,99633.227,107010.305,-7377.077,21.756,237.356
p01013,4,73989,128.96,135009.653,136414.235,-1404.581,21.304,237.356
p01013,4,74366,189.734,105295.15,109079.922,-3784.772,25.432,237.356
p01013,4,74368,6.658,1021569.887,867656.738,153913.149,5.006,237.356
p01013,4,74369,95.693,122661.362,124478.059,-1816.697,13.729,237.356
p01013,4,74746,132.751,160742.462,168242.273,-7499.812,26.283,237.356
p01013,4,74747,180.5,76309.868,79862.451,-3552.584,14.39,237.356
p01013,4,74748,144.269,60466.688,60852.172,-385.484,7.781,237.356
p01013,4,74749,156.225,84740.933,94451.329,-9710.397,14.772,237.356
p01013,4,75126,57.81,203751.617,207042.627,-3291.01,16.299,225.226
p01013,4,75127,121.305,101282.893,76294.191,24988.701,4.326,216.246
p01013,4,75128,76.01,77171.624,72153.373,5018.251,5.466,219.304
p01013,4,75129,182.541,93055.842,117001.724,-23945.882,23.836,237.356
p01013,4,75507,121.378,221842.287,210049.737,11792.55,13.8,219.304
p01013,4,75508,150.587,146310.101,144359.296,1950.804,25.302,225.266
p01013,4,75509,208.543,108905.674,127336.293,-18430.619,18.245,225.266
p01013,5,73988,46.462,290865.954,280760.38,10105.573,16.974,237.356
p01013,5,74367,174.28,82455.837,77228.305,5227.532,13.645,237.356
p01015,2,67150,27.386,352381.017,280790.642,71590.375,6.922,101.673
p01015,3,66013,90.056,103355.515,33846.524,69508.991,1.844,161.097
p01015,3,66391,50.301,236423.458,133910.587,102512.871,6.196,133.222
p01015,3,66392,59.535,270719.655,130254.629,140465.026,7.39,145.904
p01015,3,66771,54.456,218263.728,122245.391,96018.337,6.918,125.885
p01015,3,66772,19.124,583993.285,156434.76,427558.525,1.918,135.271
p01015,3,67151,44.445,411217.924,273884.432,137333.491,11.305,100.463
p01015,3,67153,57.858,423458.803,160551.302,262907.501,10.023,111.678
p01015,4,66014,106.215,281522.621,174812.645,106709.976,10.944,161.097
p01015,4,66393,89.448,216002.121,79289.236,136712.885,5.599,145.904
p01015,4,66773,60.483,268545.166,128347.802,140197.364,5.59,134.566
p01015,4,67152,21.36,978097.593,175510.431,802587.162,2.421,108.947
p01017,3,69435,140.405,199653.244,184093.409,15559.835,28.016,159.818
p01017,3,70198,29.233,541067.058,154945.316,386121.742,3.365,209.357
p01017,4,69436,136.104,171415.921,158659.707,12756.214,13.272,194.155
p01017,4,69437,120.115,239515.729,203459.508,36056.221,14.76,194.155
p01017,4,69815,173.794,124944.851,115729.465,9215.386,25.19,180.364
p01017,4,69816,97.467,192001.464,143536.807,48464.657,19.429,179.24
p01017,4,69817,192.504,116536.316,97806.736,18729.58,21.228,180.364
p01017,4,70195,95.499,143681.715,127009.165,16672.55,16.755,179.24
p01017,4,70196,128.11,106260.363,66848.037,39412.325,8.002,180.364
p01017,4,70197,133.091,123697.742,85582.802,38114.939,5.733,205.103
p01017,4,70575,154.305,133593.536,97551.246,36042.29,17.515,180.364
p01017,4,70576,148.181,111228.22,53750.975,57477.244,6.847,180.364
p01017,4,70577,105.821,130219.306,23399.183,106820.123,1.626,189.377
p01019,2,64493,48.94,439821.075,396302.164,43518.911,26.972,187.947
p01019,2,64873,60.944,375881.287,286324.427,89556.86,21.881,187.947
p01019,2,65253,28.066,395406.759,211223.648,184183.11,6.174,164.584
p01019,2,65254,38.272,390588.742,299076.114,91512.627,17.372,164.584
p01019,3,64494,136.76,246727.715,232308.114,14419.6,33.327,207.071
p01019,3,64872,28.455,357507.393,299737.394,57769.999,8.585,187.947
p01019,3,64874,102.279,306683.697,237621.128,69062.569,24.285,207.071
p01019,3,65252,49.45,244527.119,143235.544,101291.575,5.832,207.071
p01019,3,65633,85.779,124469.103,82028.395,42440.709,7.763,164.584
p01019,3,65634,128.936,179341.563,150302.979,29038.584,23.973,207.071
p01021,3,69807,101.428,107841.419,53920.795,53920.623,4.414,75.556
p01021,4,69805,53.752,232046.995,111780.418,120266.578,6.115,73.162
p01021,4,69806,130.928,182285.155,131442.132,50843.023,8.448,75.556
p01021,4,70185,100.529,150967.276,129263.108,21704.169,17.924,73.162
p01021,4,70187,68.599,174085.637,127083.826,47001.811,8.961,89.137
p01021,4,70565,149.008,166763.564,160184.818,6578.746,28.803,144.287
p01021,4,70566,92.413,92862.894,67335.652,25527.243,5.562,114.146
p01021,4,70568,65.804,209177.678,95385.349,113792.329,4.78,110.793
p01021,4,70944,196.344,135285.982,147846.194,-12560.212,32.299,144.287
p01021,4,70945,137.489,142277.697,127687.495,14590.203,20.31,144.287
p01021,4,70946,101.38,110742.349,103379.049,7363.3,12.708,114.146
p01021,4,70947,58.733,96921.634,68072.124,28849.51,4.01,127.413
p01021,4,70948,81.624,112385.004,71303.8,41081.204,5.711,125.053
p01021,5,70186,24.081,605848.207,484973.015,120875.192,14.582,114.146
p01021,5,70567,2.041,2334107.757,2134159.676,199948.081,3.966,121.803
p01023,3,73976,61.139,131889.299,131502.493,386.806,8.727,264.636
p01023,3,74734,32.878,789494.421,799452.669,-9958.248,36.409,267.482
p01023,3,74735,100.14,239516.96,235030.465,4486.496,32.851,267.482
p01023,3,75116,180.063,185258.024,190613.214,-5355.19,38.874,162.57
p01023,4,73214,178.751,187886.777,191735.111,-3848.334,24.095,267.482
p01023,4,73215,169.371,148835.105,153067.968,-4232.862,15.703,259.002
p01023,4,73216,161.546,98546.895,99436.183,-889.288,8.554,241.269
p01023,4,73594,229.514,170006.983,177019.959,-7012.976,17.534,267.482
p01023,4,73595,159.384,88388.593,91271.125,-2882.532,7.065,267.482
p01023,4,73596,50.763,77108.477,81723.78,-4615.303,3.703,259.002
p01023,4,73974,201.253,125654.122,128647.849,-2993.727,17.863,267.482
p01023,4,73975,176.637,92079.279,85628.542,6450.737,7.605,267.482
p01023,4,74354,160.38,225897.467,233050.835,-7153.368,24.507,267.482
p01023,4,74355,190.804,145749.87,154359.783,-8609.912,19.063,267.482
