region,class,bin,capacity,trans_cap_cost,dist_mi
s1,13,1,15600.0,914366.5269846155,48.46366194057281
s1,13,2,15600.0,1092186.164125,72.2965483098317
s1,13,3,15600.0,1239077.3179182694,81.24776941922526
s1,13,4,15600.0,1393994.7594249998,82.74433807018119
s1,13,5,15600.0,1555454.8930826923,96.48134729852508
s10,13,1,6000.0,893684.3136499999,47.809141310240655
s10,13,2,6000.0,1005928.0808725,50.31037783622308
s10,13,3,6000.0,1125947.5188825002,55.506432964594374
s10,13,4,6000.0,1261282.4787750002,63.41391030800717
s10,13,5,6000.0,1400969.8257674999,65.72601619696313
s125,13,1,4200.0,1050943.5888285714,82.44630380506244
s125,13,2,3600.0,1166829.054925,109.39621250088017
s125,13,3,4200.0,1238947.9066571426,124.70956234782939
s125,13,4,3600.0,1291594.7092666666,121.2162330182916
s125,13,5,4200.0,1376175.103257143,125.05179482211426
s125,14,1,600.0,1082805.95175,93.08076458619624
s125,14,2,600.0,1085979.114,104.834055838016
s125,14,3,600.0,1093885.8782000002,106.64892134952463
s125,14,4,600.0,1107405.3362999998,99.10147854785059
s125,14,5,600.0,1173180.46,120.64107663085032
s129,6,1,600.0,892137.83475,65.66035506234735
s129,13,1,600.0,911119.21485,57.16033035093376
s129,14,1,600.0,1033676.2280000001,85.77135926396294
s13,13,1,8400.0,964271.0782892858,65.30494992441852
s13,13,2,8400.0,1106968.4341714284,70.19243128134734
s13,13,3,7800.0,1263351.859953846,78.76729746314021
s13,13,4,8400.0,1421494.8609607145,77.11914089071955
s13,13,5,8400.0,1555230.1092392858,80.1637826418688
s14,8,1,3600.0,964062.9515583332,62.75108293408004
s14,8,2,3000.0,1119470.273825,65.97149616552186
s14,8,3,3000.0,1210876.3039150003,65.94604773289521
s14,8,4,3000.0,1308669.38866,68.82276042195937
s14,8,5,3600.0,1731039.5794166666,77.09195296852958
s14,9,1,600.0,1148646.23105,67.03356918923735
s14,9,2,600.0,1245005.47885,67.03356918923735
s14,10,1,600.0,1236952.80675,68.12967956461193
s14,11,1,600.0,945550.55505,69.4989192978706
s14,11,2,600.0,1111899.35675,69.4989192978706
s14,11,3,600.0,1123074.64645,70.38832393801344
s14,11,4,600.0,1168180.20835,70.38832393801344
s14,11,5,600.0,1261800.31585,70.38832393801344
s14,12,1,3600.0,994145.3589749999,70.66809155525648
s14,12,2,3000.0,1114921.340945,72.9024790026493
s14,12,3,3000.0,1230278.5903699999,75.15602125227714
s14,12,4,3000.0,1328012.83164,79.87497169969706
s14,12,5,3600.0,1435173.0160833334,80.28749394547977
s14,13,1,600.0,934155.1772749998,65.59576680605993
s15,12,1,600.0,1050379.7391249998,63.65230827339326
s15,12,2,600.0,1219762.3355999999,91.59717053177357
s15,12,3,600.0,1320974.84335,88.3616660952377
s15,12,4,600.0,1420031.35065,88.84473665659472
s15,13,1,1200.0,896321.8197374999,52.997714005722315
s15,13,2,1200.0,975405.8254375,56.748361648329904
s15,13,3,600.0,1181748.0192,80.63469998641149
s15,13,4,1200.0,1278362.7182749999,93.98898399151945
s15,13,5,1200.0,1382257.2176499998,94.09152492235641
s162,6,1,18600.0,916360.9227899193,42.106161248951516
s162,6,2,18000.0,1113434.8555441666,53.822415560053855
s162,6,3,18600.0,1269059.5110620968,61.92212491265507
s162,6,4,18000.0,1505141.759456667,89.95017351308674
s162,6,5,18600.0,1654226.64401129,96.62036623328707
s162,13,1,600.0,1760830.8973,88.12538729528275
s162,13,2,600.0,1792432.2133,88.12538729528275
