sc_point_gid,area_sq_km,latitude,longitude,timezone,cnty_fips,trans_gid,dist_km,trans_cap_cost_per_mw
18092,132.7104,46.58,-89.998,-6,26053,72396,131.64,428153.76
18093,132.7104,46.574,-89.839,-6,26053,72396,125.72,419566.65
18094,132.7104,46.567,-89.68,-5,26131,72396,123.62,411997.85
18095,132.7104,46.561,-89.521,-5,26131,72396,122.4,406920.71
18096,132.7104,46.554,-89.362,-5,26131,73281,115.15,376563.28
18097,132.7104,46.547,-89.202,-5,26131,73281,103.97,348313.43
18098,132.7104,46.54,-89.043,-5,26131,73281,95.51,321394.93
18099,132.7104,46.533,-88.884,-5,26061,73281,88.61,299104.19
18100,132.7104,46.525,-88.725,-5,26061,73281,82.22,271955.75
18101,132.7104,46.518,-88.566,-5,26013,73643,67.41,235225.79
18102,132.7104,46.51,-88.407,-5,26013,73643,56.69,198994.68
18103,132.7104,46.502,-88.249,-5,26013,73643,42.22,146581.19
18104,132.7104,46.494,-88.09,-5,26103,73643,30.52,107131.64
18105,132.7104,46.486,-87.931,-5,26103,73643,17.36,64027.2
18106,132.7104,46.478,-87.772,-5,26103,73643,5.5,28340.89
18107,132.7104,46.469,-87.613,-5,26103,73761,5.5,26013.58
18108,132.7104,46.46,-87.455,-5,26103,39491,5.5,51155.67
18109,132.7104,46.452,-87.296,-5,26103,82281,14.8,60209.54
18110,132.7104,46.443,-87.138,-5,26103,82281,25.83,85568.11
18111,132.678,46.433,-86.979,-5,26003,82281,39.03,126179.44
18112,121.1841,46.424,-86.821,-5,26003,82281,50.35,177754.28
18113,122.2209,46.414,-86.662,-5,26003,82281,62.33,219050.5
18114,132.7104,46.405,-86.504,-5,26003,74297,73.21,237081.06
18115,132.7104,46.395,-86.346,-5,26153,74297,85.56,278108.89
18116,132.7104,46.385,-86.187,-5,26153,74297,112.16,361287.5
18117,132.7104,46.375,-86.029,-5,26153,74297,120.92,383686.71
18118,132.7104,46.364,-85.871,-5,26153,76334,114.5,364429.63
18119,132.7104,46.354,-85.713,-5,26095,76334,99.99,315912.38
18120,132.7104,46.343,-85.555,-5,26095,76334,93.8,293505.92
18121,132.7104,46.333,-85.397,-5,26095,81967,93.37,314872.66
18122,132.7104,46.322,-85.239,-5,26095,81967,75.28,235492.92
18123,132.7104,46.31,-85.081,-5,26033,81967,63.72,193580.47
18124,132.7104,46.299,-84.924,-5,26033,81967,53.19,162060.97
18125,132.7104,46.288,-84.766,-5,26033,81967,47.61,148895.41
18126,132.7104,46.276,-84.608,-5,26033,81967,33.64,101715.06
18127,132.7104,46.264,-84.451,-5,26033,81967,30.5,92767.91
18128,121.1193,46.252,-84.293,-5,26033,81967,30.98,100516.32
18129,30.7719,46.24,-84.136,-5,26033,76575,27.83,273631.99
18197,36.9441,45.047,-73.624,-5,36019,42497,23.1,544990.32
18198,75.6378,45.024,-73.472,-5,36019,67163,14.27,269712.28
18199,106.11,45.001,-73.321,-5,50013,67163,5.5,165063.3
18200,130.7097,44.978,-73.171,-5,50011,67163,16.34,157680.06
18201,132.7104,44.955,-73.02,-5,50011,67333,34.88,224347.31
18202,132.7104,44.931,-72.869,-5,50011,67333,41.86,275176.66
18203,132.7104,44.908,-72.719,-5,50011,67333,53.95,350220.68
18204,132.7104,44.884,-72.568,-5,50011,67333,69.16,451411.98
18205,132.7104,44.86,-72.418,-5,50019,68216,66.48,611333.54
18206,132.7104,44.836,-72.268,-5,50019,68216,54.38,532481.45
18207,132.7104,44.812,-72.118,-5,50019,68216,47.44,480770.47
18208,132.7104,44.787,-71.968,-5,50019,43138,25.86,387287
18209,132.7104,44.763,-71.818,-5,50009,43138,10.03,245817.96
18210,132.7104,44.738,-71.668,-5,50009,43138,5.5,139946.53
18211,132.7104,44.713,-71.519,-5,33007,68501,19.73,213275
18212,132.7104,44.689,-71.369,-5,33007,43741,6.56,228602.36
18213,132.7104,44.663,-71.22,-5,33007,68601,9.35,128236.25
18214,132.7104,44.638,-71.071,-5,33007,68601,15.4,248271.65
18215,132.7104,44.613,-70.922,-5,23017,68601,26.24,320839.27
18216,132.7104,44.587,-70.773,-5,23017,68835,25.3,280319.69
18217,132.7104,44.561,-70.624,-5,23017,68830,6.94,163124.53
18218,132.7104,44.536,-70.475,-5,23017,68845,5.5,109302.86
18219,132.7104,44.51,-70.327,-5,23017,68845,20.5,226686.28
18220,132.7104,44.483,-70.178,-5,23007,69015,42.53,379972.12
18221,132.7104,44.457,-70.03,-5,23011,69197,32.58,380486.56
18222,132.7104,44.431,-69.882,-5,23011,69197,18.21,200326.9
18223,132.7104,44.404,-69.734,-5,23011,69197,11.65,156978.59
18224,132.7104,44.377,-69.586,-5,23011,43018,5.5,122322.75
18225,132.7104,44.351,-69.438,-5,23027,43120,5.5,142642.16
18226,132.7104,44.323,-69.291,-5,23013,43120,5.5,126862.97
18227,132.7104,44.296,-69.143,-5,23027,43001,10.71,236562.95
18228,61.3089,44.269,-68.996,-5,23027,43001,22.09,503846.74
18230,55.5255,44.214,-68.702,-5,23009,69328,56.28,1089554.4
18232,24.4458,44.158,-68.408,-5,23009,69386,65.24,2447015.38
18253,94.8348,43.957,-124.111,-8,41039,55549,11.39,94113.21
18254,132.7104,43.985,-123.964,-8,41039,55549,5.5,51379.71
18255,132.7104,44.013,-123.818,-8,41039,1142,5.5,69656.2
18256,132.7104,44.041,-123.672,-8,41039,1142,5.5,72755.89
18257,132.7104,44.069,-123.525,-8,41039,1142,5.5,54498.41
18258,132.7104,44.097,-123.379,-8,41039,1142,9.19,61157.02
18259,132.7104,44.125,-123.232,-8,41039,2066,5.5,41971.29
18260,132.7104,44.152,-123.085,-8,41039,2066,5.5,39207.3
18261,132.7104,44.18,-122.938,-8,41039,2066,5.5,44471.94
18262,132.7104,44.207,-122.791,-8,41039,2060,5.5,54624.63
18263,132.7104,44.234,-122.644,-8,41039,2066,15.1,110270.28
18264,132.7104,44.261,-122.496,-8,41043,2060,29.22,164520.33
18265,132.7104,44.288,-122.349,-8,41043,2066,39.61,212982.48
18266,132.7104,44.315,-122.201,-8,41043,2067,52.26,266522.25
18267,132.7104,44.341,-122.053,-8,41043,52598,75.33,323745.34
18268,132.7104,44.367,-121.905,-8,41043,52598,61.78,238297.71
18269,132.7104,44.394,-121.757,-8,41031,52598,48.27,174624.51
18270,132.7104,44.42,-121.609,-8,41031,2065,33.3,158671.41
18271,132.7104,44.446,-121.46,-8,41031,52512,25.77,91691.71
18272,132.7104,44.471,-121.312,-8,41031,2195,5.88,44405.7
18273,132.7104,44.497,-121.163,-8,41031,2065,5.5,45119.27
18274,132.7104,44.523,-121.015,-8,41031,52327,5.5,34204.81
18275,132.7104,44.548,-120.866,-8,41031,451,9.49,64506.58
18276,132.7104,44.573,-120.717,-8,41031,451,21.82,113057.86
18277,132.7104,44.598,-120.568,-8,41031,451,33.53,153788.25
18278,132.7104,44.623,-120.418,-8,41031,425,43.35,195935.75
18279,132.7104,44.648,-120.269,-8,41069,2059,54.46,235713.21
18280,132.7104,44.672,-120.12,-8,41069,2059,70.49,281820.18
18281,132.7104,44.697,-119.97,-8,41069,144,71.45,300549.88
18282,132.7104,44.721,-119.82,-8,41069,144,75.43,309758.08
18283,132.7104,44.745,-119.67,-8,41069,144,77.3,308073.37
18284,132.7104,44.769,-119.52,-8,41023,144,85.44,316298.93
18285,132.7104,44.793,-119.37,-8,41023,144,81.36,307821.73
18286,132.7104,44.817,-119.22,-8,41023,144,84.7,330614.67
18287,132.7104,44.841,-119.07,-8,41023,2902,90.15,352614.56
18288,132.7104,44.864,-118.919,-8,41023,144,88.3,349165.32
18289,132.7104,44.887,-118.769,-8,41023,144,88.74,354651.43
18290,132.7104,44.91,-118.618,-8,41023,144,95.13,404213.58
18291,132.7104,44.933,-118.467,-8,41023,51037,61.54,282616.07
18292,132.7104,44.956,-118.316,-8,41023,51037,48.9,198507.81
18293,132.7104,44.979,-118.165,-8,41001,2476,28.56,138351.67
18294,132.7104,45.001,-118.014,-8,41001,2902,13.76,67838.57
18295,132.7104,45.024,-117.863,-8,41061,2476,5.5,45784.8
18296,132.7104,45.046,-117.712,-8,41061,2476,10.65,71241.64
18297,132.7104,45.068,-117.56,-8,41061,2476,22.92,129303.9
18298,132.7104,45.09,-117.409,-8,41061,2654,33.4,204370.12
18299,132.7104,45.112,-117.257,-8,41063,2654,38.42,244019.63
18300,132.7104,45.133,-117.105,-8,41063,2647,21.89,146712.84
18301,132.7104,45.155,-116.953,-8,41063,2672,7,71117.61
18302,132.7104,45.176,-116.801,-8,41063,2672,5.73,67376.21
18303,132.7104,45.197,-116.649,-7,16003,50594,8.42,66537.07
18304,132.7104,45.218,-116.497,-7,16003,50594,30.74,180630.72
18305,132.7104,45.239,-116.344,-7,16003,50594,41.9,242845.72
18306,132.7104,45.26,-116.192,-7,16049,50594,54.57,307004.25
18307,132.7104,45.28,-116.039,-7,16049,50594,67.45,364537.34
18308,132.7104,45.301,-115.887,-7,16049,50594,82.57,448006.35
18309,132.7104,45.321,-115.734,-7,16049,50594,95.4,500630.42
18310,132.7104,45.341,-115.581,-7,16049,50594,109.06,555186.42
18311,132.7104,45.361,-115.428,-7,16049,50352,186.58,896427.47
18312,132.7104,45.38,-115.275,-7,16049,50352,198.45,939349.4
18313,132.7104,45.4,-115.122,-7,16049,50686,176.72,722897.68
18314,132.7104,45.42,-114.968,-7,16049,3965,171.84,702749.96
18315,132.7104,45.439,-114.815,-7,16049,3965,160.57,668556.75
18316,132.7104,45.458,-114.662,-7,16059,49593,147.93,647748.39
18317,132.7104,45.477,-114.508,-7,16059,49593,119.48,493471.08
18318,132.7104,45.496,-114.354,-7,30081,49593,110.83,425651.36
18319,132.7104,45.515,-114.2,-7,16059,49593,102.87,412160.77
18320,132.7104,45.533,-114.047,-7,16059,49593,101.77,409576.61
18321,132.7104,45.551,-113.893,-7,16059,3965,107.95,394816.42
18322,132.7104,45.57,-113.738,-7,30001,3965,97.24,319411.49
18323,132.7104,45.588,-113.584,-7,30001,48888,87.75,279694.74
18324,132.7104,45.606,-113.43,-7,30001,48888,82.06,265471.95
18325,132.7104,45.623,-113.276,-7,30001,48888,87.81,312675.11
18326,132.7104,45.641,-113.121,-7,30001,4103,35.2,216291.22
18327,132.7104,45.658,-112.967,-7,30001,4103,24.55,118637.05
18328,132.7104,45.676,-112.812,-7,30001,4103,8.5,64941.12
18329,132.7104,45.693,-112.657,-7,30093,4103,5.5,50439.11
18330,132.7104,45.71,-112.502,-7,30057,151,10.74,79890.92
18331,132.7104,45.727,-112.348,-7,30057,150,21.84,119252.38
18332,132.7104,45.743,-112.193,-7,30057,150,19.54,72225.32
18333,132.7104,45.76,-112.038,-7,30057,150,13.65,87094.21
18334,132.7104,45.776,-111.882,-7,30057,150,11.96,70441.85
18335,132.7104,45.792,-111.727,-7,30031,3965,14.47,77053.58
18336,132.7104,45.808,-111.572,-7,30031,3965,5.5,42205.79
18337,132.7104,45.824,-111.416,-7,30031,3965,9.31,57855.95
18338,132.7104,45.84,-111.261,-7,30031,4124,13.54,74285.16
18339,132.7104,45.855,-111.105,-7,30031,80261,22.56,74099.69
18340,132.7104,45.871,-110.95,-7,30031,4124,13.83,94419.21
18341,132.7104,45.886,-110.794,-7,30067,4124,10.8,86049.45
18342,132.7104,45.901,-110.638,-7,30067,4124,5.54,44014.62
18343,132.7104,45.916,-110.482,-7,30067,4124,5.5,47118.73
18344,132.7104,45.931,-110.326,-7,30067,4124,5.5,48899.25
18345,132.7104,45.945,-110.17,-7,30097,4124,6.55,52790.47
18346,132.7104,45.96,-110.014,-7,30097,47995,13.01,61891.96
18347,132.7104,45.974,-109.858,-7,30097,47995,14.78,66177.28
18348,132.7104,45.988,-109.701,-7,30097,4351,15.23,89836.39
18349,132.7104,46.002,-109.545,-7,30097,4351,17.92,78165.58
18350,132.7104,46.016,-109.388,-7,30095,4327,16.63,75005.21
18351,132.7104,46.03,-109.232,-7,30095,4327,11.62,67968.92
18352,132.7104,46.043,-109.075,-7,30095,4327,5.5,41293.17
18353,132.7104,46.057,-108.919,-7,30111,60788,5.52,33562.7
18354,132.7104,46.07,-108.762,-7,30111,60788,7.27,36364.99
18355,132.7104,46.083,-108.605,-7,30111,4408,5.5,45632.69
18356,132.7104,46.096,-108.448,-7,30111,4328,5.5,44897.84
18357,132.7104,46.108,-108.291,-7,30111,4328,5.5,42674.86
18358,132.7104,46.121,-108.134,-7,30111,4328,5.5,44209.68
18359,132.7104,46.133,-107.977,-7,30111,4408,6.93,47482.28
18360,132.7104,46.145,-107.82,-7,30111,4408,9.58,59167.68
18361,132.7104,46.157,-107.663,-7,30111,60284,13.19,58213.92
18362,132.7104,46.169,-107.506,-7,30111,60284,5.52,32731.38
18363,132.7104,46.181,-107.348,-7,30103,4724,9.8,67088.22
18364,132.7104,46.193,-107.191,-7,30103,4724,5.5,47850.17
18365,132.7104,46.204,-107.033,-7,30103,4724,5.5,45959.63
18366,132.7104,46.215,-106.876,-7,30087,4724,5.5,46292.1
18367,132.7104,46.226,-106.718,-7,30087,4724,5.5,44835.83
18368,132.7104,46.237,-106.561,-7,30087,60053,6.53,26796.87
18369,132.7104,46.248,-106.403,-7,30087,60053,6.71,27692.19
18370,132.7104,46.259,-106.245,-7,30087,34088,5.5,42903.98
18371,132.7104,46.269,-106.087,-7,30017,34088,5.5,42144.1
18372,132.7104,46.279,-105.929,-7,30017,34088,6.27,46558.66
18373,132.7104,46.29,-105.771,-7,30017,59716,14.88,55137.56
18374,132.7104,46.299,-105.613,-7,30017,59716,19.44,62037.4
18375,132.7104,46.309,-105.455,-7,30017,34071,13.41,72396.27
18376,132.7104,46.319,-105.297,-7,30017,34071,10.42,58476.96
18377,132.7104,46.328,-105.139,-7,30017,34071,10.93,63845.47
18378,132.7104,46.338,-104.981,-7,30017,34071,7.59,50692.01
18379,132.7104,46.347,-104.823,-7,30025,34071,6.56,47002.15
18380,132.7104,46.356,-104.664,-7,30025,34071,5.5,43250.69
18381,132.7104,46.365,-104.506,-7,30025,34071,5.5,42310.93
18382,132.7104,46.373,-104.348,-7,30025,59124,6.37,26665.52
18383,132.7104,46.382,-104.189,-7,30025,59124,5.88,25114.06
18384,132.7104,46.39,-104.031,-7,38087,33987,7.63,50098.9
18385,132.7104,46.398,-103.872,-7,38087,33987,9.74,57722.57
18386,132.7104,46.406,-103.714,-7,38087,33987,17.85,73856.44
18387,132.7104,46.414,-103.555,-7,38087,33933,24.2,91249.25
18388,132.7104,46.422,-103.396,-7,38087,33933,15.88,77103.96
18389,132.7104,46.429,-103.238,-7,38087,33933,5.5,42670.31
18390,132.7104,46.437,-103.079,-7,38087,33933,5.5,42713.3
18391,132.7104,46.444,-102.92,-7,38041,33933,12.36,65544.14
18392,132.7104,46.451,-102.761,-7,38041,33933,22.83,86187.96
18393,132.7104,46.458,-102.602,-7,38041,33933,34.35,117518.43
18394,132.7104,46.465,-102.443,-7,38041,33933,45.87,148938.33
18395,132.7104,46.471,-102.285,-7,38041,34433,44.45,148836.46
18396,132.7104,46.477,-102.126,-7,38041,34433,43.02,146305.26
18397,132.7104,46.484,-101.967,-7,38037,34433,43.75,146823.85
18398,132.7104,46.49,-101.808,-7,38037,11932,41.39,145256.52
18399,132.7104,46.496,-101.648,-7,38037,11932,34.65,128091.27
18400,132.7104,46.501,-101.489,-7,38037,11932,28.1,108641.71
18401,132.7104,46.507,-101.33,-7,38037,11939,20.56,91133.12
18402,132.7104,46.512,-101.171,-7,38059,11939,13.31,76692.16
18403,132.7104,46.518,-101.012,-7,38059,11939,5.86,51597.36
18404,132.7104,46.523,-100.853,-7,38059,11932,5.5,49483.93
18405,132.7104,46.528,-100.693,-7,38059,11938,9.38,61758.24
18406,132.7104,46.532,-100.534,-6,38029,34442,6.86,47586.34
18407,132.7104,46.537,-100.375,-6,38029,34442,5.5,42941.84
18408,132.7104,46.541,-100.216,-6,38029,34251,5.5,42636.31
18409,132.7104,46.546,-100.056,-6,38029,34251,5.5,42328.74
18410,132.7104,46.55,-99.897,-6,38047,34251,10.99,60001.22
18411,132.7104,46.554,-99.737,-6,38047,11980,5.5,49134.88
18412,132.7104,46.557,-99.578,-6,38047,11980,8.54,58561.43
18413,132.7104,46.561,-99.419,-6,38047,11980,19.96,84391.09
18414,132.7104,46.564,-99.259,-6,38047,11982,23.15,94900.61
18415,132.7104,46.568,-99.1,-6,38047,11982,17.97,79962.49
18416,132.7104,46.571,-98.94,-6,38045,11982,12.23,69643.21
18417,132.7104,46.574,-98.781,-6,38045,11982,6.73,52039.42
18418,132.7104,46.576,-98.621,-6,38045,11982,5.5,47952.23
18419,132.7104,46.579,-98.462,-6,38045,11982,5.5,47992.55
18420,132.7104,46.582,-98.302,-6,38045,11928,8.71,53020.32
18421,132.7104,46.584,-98.142,-6,38045,11928,8.86,52926.44
18422,132.7104,46.586,-97.983,-6,38073,11928,8.53,51899.1
18423,132.7104,46.588,-97.823,-6,38073,11928,8.47,51988.96
18424,132.7104,46.59,-97.664,-6,38073,11928,8.25,51410.4
18425,132.7104,46.591,-97.504,-6,38073,11928,8.31,51758.47
18426,132.7104,46.593,-97.344,-6,38073,11972,5.5,49412.55
18427,132.7104,46.594,-97.185,-6,38077,11928,7.54,48769.25
18428,132.7104,46.595,-97.025,-6,38077,11928,7.26,47817.46
18429,132.7104,46.596,-96.866,-6,38077,35777,5.5,41823.6
18430,132.7104,46.597,-96.706,-6,27167,11928,5.5,42065.35
18431,132.7104,46.598,-96.546,-6,27167,36045,5.5,41823.6
18432,132.7104,46.598,-96.387,-6,27167,11928,5.5,42244.22
18433,132.7104,46.598,-96.227,-6,27111,11928,5.5,42563.9
18434,132.7104,46.599,-96.067,-6,27111,11972,5.5,50642.31
18435,132.7104,46.599,-95.908,-6,27111,11972,10.5,70133.82
18436,132.7104,46.598,-95.748,-6,27111,69606,16.23,52819.65
18437,132.7104,46.598,-95.588,-6,27111,69606,17.58,52903.83
18438,132.7104,46.598,-95.429,-6,27111,69606,25.54,78617.94
18439,132.7104,46.597,-95.269,-6,27111,11972,20.87,92695.88
18440,132.7104,46.596,-95.109,-6,27159,74838,27.25,82546.42
18441,132.7104,46.595,-94.95,-6,27159,74838,27.22,81470.89
18442,132.7104,46.594,-94.79,-6,27159,77010,25.16,81131.55
18443,132.7104,46.593,-94.631,-6,27021,36160,18.35,80380.37
18444,132.7104,46.591,-94.471,-6,27021,36160,9.87,59540.35
18445,132.7104,46.589,-94.311,-6,27035,36160,5.5,48579.9
18446,132.7104,46.588,-94.152,-6,27035,64122,17.09,94246.65
18447,132.7104,46.586,-93.992,-6,27035,36063,5.5,46598.18
18448,132.7104,46.584,-93.833,-6,27035,36063,8.68,59497.13
18449,132.7104,46.581,-93.673,-6,27001,36063,18.84,82310.94
18450,132.7104,46.579,-93.513,-6,27001,36063,31.46,125034.64
18451,132.7104,46.576,-93.354,-6,27001,36063,41.25,162690.47
18452,132.7104,46.573,-93.194,-6,27001,39244,20.06,98842.82
18453,132.7104,46.57,-93.035,-6,27017,39244,6.68,57847.83
18454,132.7104,46.567,-92.875,-6,27017,39244,6.06,56103.86
18455,132.7104,46.564,-92.716,-6,27017,39282,12.64,81120.78
18456,132.7104,46.56,-92.556,-6,27017,39282,5.5,44085.62
18457,132.7104,46.557,-92.397,-6,27017,39282,10.47,62152.9
18458,132.7104,46.553,-92.238,-6,55031,70388,23.55,75856.98
18459,132.7104,46.549,-92.078,-6,55031,39163,7.59,58087.02
18460,132.7104,46.545,-91.919,-6,55031,39163,5.5,50800.38
18461,132.7104,46.541,-91.76,-6,55031,39163,15.08,88101.99
18462,132.7104,46.536,-91.6,-6,55031,39163,26.18,113349.5
18463,132.7104,46.532,-91.441,-6,55007,39163,37.19,155271.21
18464,132.7104,46.527,-91.282,-6,55007,70629,58.59,182327.06
18465,132.7104,46.522,-91.122,-6,55007,70629,67.56,210514.33
18466,132.7104,46.517,-90.963,-6,55007,70629,73.74,237712.55
18467,132.7104,46.512,-90.804,-6,55003,70629,84.85,270733.44
18468,132.7104,46.506,-90.645,-6,55003,70629,95.75,303921.42
18469,132.7104,46.5,-90.486,-6,55051,70629,107.33,340058.74
18470,132.7104,46.495,-90.327,-6,55051,70629,118.83,374237.99
18471,132.7104,46.489,-90.168,-6,26053,72396,126.33,409588.83
18472,132.7104,46.483,-90.008,-6,26053,72396,119.91,390153.61
18473,132.7104,46.476,-89.849,-6,26053,72396,113.96,379431.61
18474,132.7104,46.47,-89.691,-6,26053,72396,112.85,372142.83
18475,132.7104,46.464,-89.532,-6,26053,72396,109.54,374502.85
18476,132.7104,46.457,-89.373,-5,26053,73281,107.83,356568.66
18477,132.7104,46.45,-89.214,-5,26131,73281,98.68,325017.2
18478,132.7104,46.443,-89.055,-5,26131,73281,87.56,295620.38
18479,132.7104,46.436,-88.896,-5,26061,73281,78.78,267145.15
18480,132.7104,46.428,-88.738,-6,26061,73281,71.42,242168.94
18481,132.7104,46.421,-88.579,-5,26071,73281,66.2,219250.69
18482,132.7104,46.413,-88.42,-6,26071,73643,54.25,188766.33
18483,132.7104,46.405,-88.262,-6,26071,73643,42.79,146990.98
18484,132.7104,46.397,-88.103,-5,26103,73643,30.67,106632.45
18485,132.7104,46.389,-87.944,-5,26103,73643,18.8,68556.5
18486,132.7104,46.38,-87.786,-5,26103,73643,9.74,41345.33
18487,132.7104,46.372,-87.628,-5,26103,73703,9.76,43730.94
18488,132.7104,46.363,-87.469,-5,26103,73984,11.8,49388.9
18489,132.7104,46.354,-87.311,-5,26103,73984,14.14,57286.21
18490,132.7104,46.345,-87.153,-5,26103,73984,24.03,81409.99
18491,132.7104,46.336,-86.994,-5,26003,73984,36.44,122678.63
18492,132.7104,46.327,-86.836,-5,26003,73984,49.13,158754.66
18493,132.7104,46.317,-86.678,-5,26003,74297,56.44,183046.09
18494,132.7104,46.308,-86.52,-5,26153,74297,69.6,231412.06
18495,132.7104,46.298,-86.362,-5,26153,74297,80.87,265185.05
18496,132.7104,46.288,-86.204,-5,26153,74297,101.43,342071.37
18497,132.7104,46.278,-86.046,-5,26153,74297,129.76,422518.59
18498,132.7104,46.267,-85.888,-5,26153,76334,108.4,340784.73
18499,132.7104,46.257,-85.73,-5,26095,76334,95.38,310700.49
18500,132.7104,46.246,-85.572,-5,26097,76334,83.13,261329.17
18501,132.7104,46.236,-85.415,-5,26097,76334,74.55,236902.15
18502,132.7104,46.225,-85.257,-5,26097,76334,66.88,214540.47
18503,132.7104,46.214,-85.1,-5,26033,76334,56.99,183986.83
18504,132.7104,46.202,-84.942,-5,26033,76334,47.51,161492.5
18505,132.7104,46.191,-84.785,-5,26033,76334,42.82,144270.2
18506,132.7104,46.179,-84.627,-5,26033,81967,45.09,132592.52
18507,132.7104,46.167,-84.47,-5,26033,81967,41.72,130945.53
18508,129.3732,46.156,-84.313,-5,26033,81967,42.9,129272.29
18509,115.3764,46.143,-84.155,-5,26033,81967,49.79,179065.5
18510,15.6654,46.131,-83.998,-5,26033,76575,46.86,872591.7
18512,35.0244,46.106,-83.684,-5,26033,76419,89.04,1033050.13
18513,18.6462,46.094,-83.527,-5,26033,77138,34.66,1154344.85
18573,27.0216,45.042,-74.265,-5,36033,66528,21.84,338550.5
18574,53.1441,45.02,-74.113,-5,36033,66685,18.54,218102.58
18575,96.3819,44.998,-73.962,-5,36019,66685,20.78,218226.59
18576,129.4299,44.975,-73.811,-5,36019,42497,13.64,149681.79
18577,132.7104,44.953,-73.66,-5,36019,67023,16.43,162816.67
18578,132.7104,44.93,-73.509,-5,36019,67023,17.4,155909.69
18579,132.7104,44.907,-73.358,-5,36019,67163,19.14,200947.26
18580,132.7104,44.884,-73.208,-5,50011,67163,25.33,273174.67
18581,132.7104,44.86,-73.057,-5,50011,67333,21.72,142504.68
18582,132.7104,44.837,-72.907,-5,50011,67333,28.32,215784.98
18583,132.7104,44.813,-72.756,-5,50011,67333,42.72,355362.41
18584,132.7104,44.79,-72.606,-5,50015,67333,60.05,570050.63
18585,132.7104,44.766,-72.456,-5,50019,67333,73.72,630458.63
18586,132.7104,44.742,-72.306,-5,50019,68216,64.18,619120.78
18587,132.7104,44.717,-72.156,-5,50019,68216,63.04,632205.17
18588,132.7104,44.693,-72.007,-5,50005,43138,24.65,458925.11
18589,132.7104,44.669,-71.857,-5,50009,43138,10.95,293542.09
18590,132.7104,44.644,-71.708,-5,50009,43138,5.5,193368.7
18591,132.7104,44.619,-71.558,-5,33007,68501,6.66,80788.19
18592,132.7104,44.594,-71.409,-5,33007,68501,8.64,146953.25
18593,132.7104,44.569,-71.26,-5,33007,68601,5.8,130636.22
18594,132.7104,44.544,-71.111,-5,33007,68601,14.28,160371.91
18595,132.7104,44.519,-70.962,-5,23017,80027,21.68,292062.3
18596,132.7104,44.493,-70.813,-5,23017,43179,26.24,302671.87
18597,132.7104,44.467,-70.665,-5,23017,43179,11.28,224735.43
18598,132.7104,44.442,-70.516,-5,23017,43179,5.5,137583.57
18599,132.7104,44.416,-70.368,-5,23017,68845,21.83,308066.94
18600,132.7104,44.39,-70.22,-5,23001,69015,30.06,283257.67
18601,132.7104,44.363,-70.072,-5,23011,69015,30.17,305141.94
18602,132.7104,44.337,-69.924,-5,23011,69197,17.26,192830.3
18603,132.7104,44.31,-69.776,-5,23011,69197,5.5,91799.98
18604,132.7104,44.284,-69.628,-5,23011,69227,5.57,79679.84
18605,132.7104,44.257,-69.481,-5,23015,69227,8.24,116628.15
18606,132.7104,44.23,-69.333,-5,23013,43001,6.98,155125.33
18607,132.7104,44.203,-69.186,-5,23013,43001,18.66,273002.47
18608,42.1443,44.175,-69.039,-5,23013,43001,28.32,969000.5
18609,36.3204,44.148,-68.892,-5,23013,69328,78.63,2831280.85
18611,17.7633,44.093,-68.598,-5,23009,69386,77.69,3757655.6
18632,18.4599,43.835,-124.212,-8,41019,55635,20.98,759433.72
18633,131.1552,43.863,-124.066,-8,41039,1136,5.5,51874.35
18634,132.7104,43.892,-123.92,-8,41039,1136,8.6,99448.95
18635,132.7104,43.92,-123.774,-8,41019,1142,11.89,105614.45
18636,132.7104,43.948,-123.628,-8,41039,1142,10.19,83763.62
18637,132.7104,43.976,-123.482,-8,41039,1142,5.78,63752.82
18638,132.7104,44.004,-123.335,-8,41039,1142,5.5,47687.46
18639,132.7104,44.031,-123.189,-8,41039,54488,5.5,36595.14
18640,132.7104,44.059,-123.042,-8,41039,79915,5.5,34929.22
18641,132.7104,44.086,-122.895,-8,41039,2067,5.5,49275.58
18642,132.7104,44.113,-122.748,-8,41039,2067,7.64,59882.52
18643,132.7104,44.14,-122.601,-8,41039,2067,19.36,111177.08
18644,132.7104,44.167,-122.454,-8,41039,2066,31.33,178472.79
18645,132.7104,44.194,-122.306,-8,41039,2060,43.85,256011.76
18646,132.7104,44.221,-122.159,-8,41039,79915,75.93,336939.16
18647,132.7104,44.247,-122.011,-8,41039,52598,84.25,368623.88
18648,132.7104,44.274,-121.864,-8,41043,2060,94.17,470388.13
18649,132.7104,44.3,-121.716,-8,41017,52598,42.56,147532.99
18650,132.7104,44.326,-121.568,-8,41017,52598,30.31,101014.25
18651,132.7104,44.352,-121.42,-8,41017,2195,16.5,70865.46
18652,132.7104,44.377,-121.271,-8,41017,144,5.5,39784.68
18653,132.7104,44.403,-121.123,-8,41031,2065,5.5,50536.99
18654,132.7104,44.429,-120.974,-8,41013,52327,7.61,47659.78
18655,132.7104,44.454,-120.826,-8,41013,52327,16.62,79272.86
18656,132.7104,44.479,-120.677,-8,41013,52327,29.18,132758.57
18657,132.7104,44.504,-120.528,-8,41013,52327,44.07,211822.86
18658,132.7104,44.529,-120.379,-8,41069,451,53.57,255385.15
18659,132.7104,44.554,-120.23,-8,41069,425,60.24,265260.34
18660,132.7104,44.578,-120.081,-8,41069,426,70.7,300350.34
