region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i8885,6,1,70.0569,383662.1709,23.8277
i8894,6,1,8.1862,2773564.1699,15.5237
i8895,6,1,2.6973,10906876.5567,28.6127
i8899,6,1,6.0264,8139545.5178,58.3703
i8902,6,1,8.7966,3857930.0136,39.2845
i8905,7,1,8.6751,3852701.4042,38.8632
i8906,6,1,6.1236,3968418.3726,27.5014
i8912,5,1,65.6586,333905.5609,14.8937
i9096,7,1,17.8605,14016334.5581,119.4189
i9097,7,1,33.1452,7196452.6054,109.8442
i9098,6,1,11.664,19497172.6065,97.4326
i9100,8,1,7.2414,21438333.5687,67.6345
i9103,6,1,15.3819,4153185.3902,25.0297
i9104,7,1,65.853,544994.2862,11.8694
i9105,7,1,17.1315,813026.8131,5.5
i9106,7,1,41.1642,1235628.5519,18.1859
i9107,7,1,0.0,7459146.0041,12.3077
i9108,6,1,0.0,3666414.3006,5.5
i9145,8,1,8.2861,1562164.6993,5.5
i9146,10,1,18.5652,715219.1811,5.5
i9150,7,1,29.5731,776646.2898,14.1439
i9151,6,1,24.9318,999296.899,17.5751
i9153,10,1,14.0454,698939.7964,5.5
i9154,9,1,9.2826,2300004.6026,15.4295
i9162,9,1,8.3592,2127474.4554,17.2129
i9163,10,1,2.7216,2398644.5125,5.5
i9164,9,1,7.533,1039183.4071,6.0748
i9165,8,1,0.0,606682.8753,5.5
i9166,6,1,0.0,429766.1038,8.6049
i9167,10,1,12.5289,551329.394,5.5
i9168,10,1,11.9799,678008.3631,5.5
i9169,10,1,32.5134,481981.2711,11.471
i9170,10,1,21.9672,557903.1906,5.5
i9171,10,1,10.2789,956148.4136,5.5
i9172,10,1,12.2467,747365.0922,6.4039
i9173,9,1,40.9941,466607.1503,18.0512
i9174,9,1,74.7954,239948.2917,9.7004
i9175,8,1,60.2883,245484.6833,5.5
i9176,8,1,75.816,199171.6975,5.5
i9177,8,1,61.0416,240817.2587,5.5
i9178,8,1,97.4673,154590.7356,6.152
i9179,8,1,116.4699,121473.2144,5.5
i9180,8,1,32.562,464272.0299,6.0684
i9187,9,1,8.2863,2722426.6347,17.8723
i9200,8,1,8.505,3608635.4984,35.3552
i9201,10,1,56.4246,466454.5504,23.6589
i9202,10,1,39.7305,600482.6162,8.9857
i9203,10,1,10.9593,1014381.6583,5.5
i9214,5,1,17.1558,1297593.4001,23.3117
i9215,6,1,82.7347,244526.7288,11.2059
i9216,7,1,75.1842,187633.2694,5.5
i9217,7,1,37.4463,310776.1239,5.5
i9218,7,1,35.5023,336923.5878,5.6056
i9219,7,1,117.5634,125651.1273,7.2719
i9220,7,1,198.531,75439.4503,22.007
i9221,7,1,173.6964,119520.8551,27.7804
i9222,7,1,172.8702,89735.1563,18.2387
i9223,6,1,154.6209,71442.4237,8.1203
i9224,7,1,108.3294,121859.8182,7.5728
i9225,7,1,117.9765,157455.007,11.7474
i9226,7,1,136.3959,166000.962,24.2064
i9227,7,1,148.2543,114581.4671,16.9489
i9228,7,1,71.0289,235001.5115,9.024
i9229,8,1,125.5338,102813.086,5.5
i9230,8,1,78.8535,163588.7771,6.5391
i9231,7,1,19.6587,803837.6949,10.1349
i9233,2,1,17.8119,1020453.8379,12.9633
i9234,3,1,79.6797,214452.2597,9.212
i9235,5,1,152.4825,119321.8226,17.3797
i9236,5,1,166.9653,103662.7373,9.7546
i9237,6,1,149.6394,96318.4024,5.5
i9238,7,1,91.4166,206467.4861,5.5
i9239,7,1,25.4664,631017.6565,5.5
i9240,6,1,18.6381,821962.6383,5.5
i9241,6,1,112.9464,116175.3685,6.7921
i9242,6,1,89.3754,187176.5478,9.5049
i9243,6,1,16.3782,1049001.0702,7.8812
i9245,8,1,13.122,1063867.496,5.5529
i9246,8,1,62.6211,310691.7784,7.6676
i9247,7,1,53.9217,419660.7105,11.192
i9254,5,1,22.8177,486057.7043,5.5
i9255,6,1,161.595,111760.9129,14.9411
i9256,6,1,197.4375,115694.043,26.7547
i9257,6,1,161.4249,191557.3638,34.4415
i9258,7,1,145.0953,283580.3198,45.9988
i9259,5,1,140.5026,310543.3282,47.8742
i9260,5,1,145.9944,233031.9374,36.3542
i9261,5,1,151.1946,159166.2398,24.797
i9262,6,1,134.9865,137044.3703,13.277
i9263,7,1,84.4668,159961.7078,6.1083
i9264,7,1,96.1308,181967.142,5.5
i9265,6,1,98.3421,205180.2741,8.6682
i9266,7,1,6.1236,2902120.1665,15.9838
i9273,3,1,204.849,72392.6535,5.5
i9274,3,1,51.1272,475379.0174,12.3737
i9275,5,1,4.5927,5834382.7343,24.0801
i9277,6,1,5.589,3434406.4892,21.3077
i9278,6,1,6.6825,5688302.3808,43.927
i9279,6,1,7.6302,5282930.3039,46.903
i9285,7,1,7.4358,3966165.2818,34.1815
i9286,7,1,13.3893,1628866.7782,22.6615
i9287,7,1,10.4585,1357816.479,11.1942
i9292,5,1,18.3708,1076962.9312,9.1784
i9293,5,1,117.369,128027.4399,9.2568
i9294,6,1,22.8019,571822.4815,7.534
i9295,6,1,8.748,2005127.5863,18.5859
i9296,5,1,24.8832,904102.9942,20.9781
i9297,6,1,23.5183,805195.6307,13.834
i9298,6,1,19.3914,995922.0894,14.9151
i9299,5,1,10.0359,2152358.4539,23.1375
i9300,5,1,20.7036,812195.0994,11.6702
i9301,4,1,16.5969,596058.5294,5.5
i9304,7,1,10.8135,1246055.8816,10.5902
i9305,7,1,14.4364,1499578.6797,22.2002
i9306,7,1,12.6212,1232995.3705,11.8178
i9307,7,1,8.748,1303799.6564,8.3029
i9308,7,1,18.2007,1068821.4042,17.4878
i9309,7,1,10.0845,2173438.2651,23.5774
i9311,6,1,10.5948,2837335.9055,33.6198
i9314,7,1,7.1199,2721498.2004,15.2841
i9315,7,1,5.9292,2186772.6912,8.681
i9316,7,1,10.8864,1348621.2108,5.5
i9322,6,1,5.6133,8702827.5815,33.9126
i9476,7,1,7.3143,36697029.4162,133.1154
i9477,7,1,32.5377,7697049.2752,120.2906
i9478,6,1,29.889,7784315.1703,100.2264
i9479,7,1,8.1891,23732798.489,85.6288
i9480,6,1,30.5451,5890414.6434,74.5257
i9481,6,1,6.3909,21021942.0395,56.098
i9483,7,1,8.1162,9095361.8041,31.7973
i9484,7,1,22.6476,2190079.0794,22.8079
i9485,7,1,22.4775,1489596.2495,17.4249
i9486,7,1,31.5171,1544111.9946,24.5153
i9488,6,1,0.0,3029964.0201,5.5
i9489,8,1,0.0,5545531.4496,5.5
i9525,8,1,5.8563,5399039.3126,15.3794
i9526,8,1,6.561,3221720.1792,12.4248
i9527,9,1,13.4865,1210449.0766,5.6956
i9531,10,1,10.0602,1728836.6476,10.1684
i9533,9,1,6.3909,3616549.0186,14.9757
i9542,10,1,14.1183,1526999.9127,13.8803
i9543,10,1,8.0919,1388138.7625,5.5
i9544,10,1,1.6767,4789883.7894,5.5
i9545,6,1,0.0,332353.4569,5.5
i9546,4,1,0.0,157665.4166,7.3401
i9547,10,1,34.4331,429418.935,5.5
i9548,10,1,35.5509,380173.8272,5.5
i9549,10,1,59.7294,231389.8032,5.5
i9550,10,1,18.9054,510215.0617,5.5
i9552,10,1,22.5261,473226.2923,5.6737
i9553,9,1,48.3475,248623.7749,5.5
i9554,9,1,88.6748,190412.04,9.572
i9555,8,1,89.2053,223227.0814,13.4506
i9556,8,1,79.9025,270268.2387,17.5134
i9557,8,1,58.5351,285265.7351,8.9868
i9558,8,1,42.5493,345018.2753,5.5
i9559,8,1,107.1387,132260.6773,5.5
i9566,9,1,11.9556,941782.2257,5.5
i9567,9,1,6.9498,3689679.4084,16.9504
i9579,10,1,8.9181,3188693.4984,17.1741
i9581,10,1,77.8086,292031.1933,22.9032
i9582,10,1,47.142,400513.4667,5.5
i9583,10,1,9.963,1259309.5727,5.5
i9585,3,1,27.216,1808853.9424,35.1028
i9594,7,1,35.9397,761994.4587,28.5812
i9595,8,1,67.917,302356.3703,17.0021
i9596,8,1,46.3644,304544.229,5.5
i9597,7,1,127.3806,101194.821,5.6056
i9598,8,1,67.4082,182265.3436,5.5
i9599,8,1,130.1265,92622.5989,8.2721
i9600,7,1,118.0251,128036.5844,11.2405
i9601,7,1,117.4419,176359.0798,22.6705
i9602,6,1,213.0138,67286.2881,17.9186
i9603,6,1,197.7048,37275.2115,6.7857
i9604,6,1,156.6378,52473.749,5.5
i9605,6,1,201.2526,63090.3733,14.7468
i9606,6,1,162.6885,99892.9526,20.0387
i9607,6,1,109.6416,131073.2173,7.2048
i9608,7,1,101.0637,127328.3971,7.3129
i9609,8,1,71.7822,200947.1093,5.5
i9610,8,1,60.5313,264096.2823,8.2193
i9615,3,1,86.994,328497.9174,20.4157
i9616,3,1,140.0166,126245.8511,8.3301
i9617,5,1,208.3239,51953.4368,5.5
i9618,6,1,291.3813,50932.7017,12.4851
i9619,7,1,238.5288,53962.0862,8.6155
i9620,7,1,87.1641,211730.1516,6.3576
i9621,7,1,23.6682,480815.452,5.5
i9622,6,1,45.7326,375389.7381,10.0268
i9623,8,1,10.5705,926543.5935,6.6238
i9624,8,1,6.4638,1927350.8546,5.5
i9625,7,1,17.8362,846823.3966,5.5
i9626,8,1,29.7432,554343.5852,5.5
i9627,8,1,38.5884,447125.9886,5.5
i9628,8,1,6.075,3123173.5642,11.6265
i9635,7,1,200.4507,80173.3903,18.4906
i9636,7,1,244.5309,79614.4214,19.0848
i9637,7,1,219.429,111753.155,23.7293
i9638,7,1,177.9003,195079.3552,34.2476
i9639,6,1,133.8201,349524.2164,45.8949
i9640,6,1,118.9728,334951.7159,41.1787
i9641,6,1,136.7361,220125.2187,29.7487
i9642,6,1,151.6806,148706.3903,22.49
i9643,7,1,109.6659,194572.9563,17.7929
i9644,7,1,71.1261,249322.8631,5.5
i9645,7,1,35.235,488201.294,5.5
i9647,6,1,7.6163,1693390.1513,10.5439
i9654,4,1,1.215,15917031.2817,12.9201
i9655,2,1,1.1664,23097927.518,24.7974
i9656,4,1,15.8193,1340144.6265,21.1714
i9657,5,1,14.8473,945938.3817,9.9459
i9658,6,1,6.9255,4202759.3843,32.497
i9659,6,1,6.6096,4704994.7365,35.383
i9660,6,1,6.4395,6523952.2305,50.3404
i9666,7,1,26.6328,860464.5009,21.2076
i9667,7,1,19.1727,752943.5537,9.6503
i9668,8,1,6.1965,1235355.8221,5.5039
i9673,6,1,11.6154,1079858.939,9.4959
i9674,6,1,14.2641,815271.8671,7.8785
i9675,6,1,6.7797,3500447.574,25.494
i9676,6,1,12.1743,1358776.2042,16.3555
i9677,5,1,12.2958,727769.0811,5.5
i9678,5,1,23.1336,550964.7635,7.281
i9679,5,1,9.4527,1761092.7112,17.2189
i9680,4,1,12.4416,1098971.6033,10.4129
i9681,3,1,14.7987,959798.1338,5.5
i9682,3,1,9.3555,1632940.9167,12.1842
i9684,7,1,8.3835,1514030.0151,10.0721
i9685,7,1,8.262,1826378.3735,12.6715
i9686,7,1,14.5253,1030696.3315,11.4194
i9687,7,1,12.6117,714823.5064,5.5
i9688,7,1,18.9054,980567.1835,16.4371
i9689,7,1,24.0813,725320.9632,11.9828
i9690,7,1,17.4717,1058369.6664,17.1017
i9694,7,1,7.6302,1920410.8267,12.5638
i9697,7,1,7.5816,1678456.2985,10.4065
i9702,7,1,20.0961,1276704.2147,19.1413
i9857,6,1,21.6756,11241555.195,118.4214
i9858,6,1,36.7416,6104929.7789,105.652
i9859,7,1,14.6772,13706408.925,91.9826
i9860,6,1,14.5314,11641216.7143,76.7794
i9863,7,1,5.7591,15830350.4787,39.2093
i9864,7,1,9.2583,6912739.8364,36.8155
i9866,7,1,16.9371,3954254.2274,36.0311
i9904,10,1,7.4601,1592202.4897,5.5
i9907,9,1,9.1854,1596625.3142,5.5
i9910,10,1,9.8172,1253621.1996,5.5
i9911,10,1,12.9276,1639112.5201,17.2859
i9912,9,1,18.711,1734140.6217,25.4808
i9913,10,1,9.5013,3694572.091,28.5024
i9921,8,1,7.9218,1306868.1074,6.9002
i9924,9,1,6.6339,1551750.1727,5.5
i9927,10,1,33.3153,363263.818,6.0529
i9928,10,1,17.1558,618017.7851,5.5
i9929,10,1,14.3613,733764.3352,5.5
i9930,10,1,7.7274,1509074.1672,8.6874
i9931,10,1,41.553,309938.8528,7.3502
i9932,10,1,8.1959,1044270.0793,7.174
i9933,10,1,33.0237,426860.6178,5.5
i9934,9,1,64.881,197990.3011,5.5
i9935,8,1,86.5809,196554.4813,10.7393
i9936,8,1,66.7035,264695.2388,8.8403
i9937,8,1,38.4183,389868.1892,5.5
i9938,8,1,36.9603,393190.8157,5.5
i9940,8,1,32.7078,696868.7009,20.2559
i9941,8,1,37.179,723719.5019,23.8442
i9942,8,1,35.9154,564704.755,10.8384
i9943,8,1,15.1146,823150.6083,5.5
i9947,9,1,18.468,1191729.5517,19.1557
i9948,9,1,8.8938,1504065.0957,5.5
i9959,10,1,14.4585,1223254.0386,7.4929
i9961,10,1,32.0031,471372.8159,5.5
i9962,10,1,52.4637,237989.4242,5.7829
i9963,10,1,24.8832,515345.6772,5.5
i9965,1,1,9.7929,3635459.1579,28.9562
i9975,8,1,51.5646,368385.0089,15.8565
i9976,8,1,73.7505,162729.4291,5.5
i9977,8,1,86.994,141063.5062,5.5
i9978,8,1,87.9903,134942.6078,5.5
i9979,8,1,84.7341,146018.2695,5.8948
i9980,7,1,118.584,118623.0602,10.144
i9981,7,1,173.9151,99326.7314,21.754
i9982,6,1,161.9838,125222.7864,23.8001
i9983,6,1,197.6076,70058.3412,11.5237
i9984,5,1,170.1729,59119.5048,5.5
i9985,6,1,190.8036,49426.0371,8.0212
i9986,6,1,127.9881,98172.0309,5.5
i9987,6,1,129.9321,93709.7956,5.5
i9988,7,1,188.0711,41241.729,6.7729
i9989,8,1,109.35,125236.5632,5.5
i9990,7,1,11.3238,1669747.2308,16.6319
i9991,1,1,9.2097,2550255.2094,17.7258
i9994,2,1,9.1611,3468972.63,32.3265
i9995,1,1,17.8362,1428182.9161,18.842
i9996,5,1,187.3287,70484.8417,6.8155
i9997,6,1,231.0444,43337.129,5.5
i9998,6,1,240.4485,75052.2716,16.9674
i9999,6,1,154.9611,161995.3159,26.8259
i10000,6,1,122.8365,169345.683,15.3059
i10001,7,1,107.4546,129019.8963,7.2501
i10002,7,1,54.1647,318263.9578,5.5182
i10003,7,1,48.1626,290136.4077,7.0211
i10004,7,1,36.5715,481531.6206,5.5
i10005,6,1,23.7654,701956.6665,5.5
i10006,7,1,25.3449,713541.1231,6.7021
i10015,6,1,61.6977,267504.2612,9.4484
i10016,5,1,140.7456,117381.0391,7.4376
i10017,5,1,155.8359,144975.7129,18.0459
i10018,7,1,219.8664,130736.2796,29.6031
i10019,6,1,211.1427,162546.2211,40.4303
i10020,6,1,226.5246,162211.4404,45.2547
i10021,6,1,231.1416,139210.8139,38.6918
i10022,7,1,190.755,152964.2377,33.92
i10023,8,1,84.8556,345488.6168,21.2146
i10024,8,1,43.0596,581099.7898,16.4429
i10025,8,1,25.9038,779726.2931,17.516
i10026,7,1,98.8427,158697.7718,9.1438
i10027,6,1,181.9562,79719.1238,12.4979
i10028,7,1,105.097,247440.3199,24.2442
i10029,7,1,134.7855,249231.7916,35.3951
i10030,6,1,118.1466,297045.2734,30.5826
i10031,5,1,95.0859,316350.0214,22.271
i10032,5,1,84.2724,267733.6897,10.3782
i10033,5,1,48.5237,363609.6718,5.5
i10034,5,1,21.5631,1094767.5252,12.9664
i10035,4,1,8.3592,3441525.2893,25.2937
i10037,4,1,10.692,1122423.0349,8.9804
i10038,6,1,14.6043,1499377.3428,20.9025
i10039,5,1,12.2229,2037458.5898,26.0991
i10040,6,1,7.4844,3988842.3112,28.0211
i10048,8,1,7.1199,2139650.8141,7.9791
i10049,8,1,11.4123,1824653.3005,21.8856
i10052,7,1,9.8901,1375478.8108,5.5
i10056,5,1,22.9635,953460.0364,20.5153
i10057,5,1,20.7279,687440.6594,9.261
i10058,5,1,13.0977,757985.6786,5.5
i10059,5,1,15.1875,940631.0761,5.5
i10060,4,1,2.3895,601001.593,5.5
i10061,3,1,91.4166,185533.8937,5.5
i10062,3,1,8.3835,1481865.4904,9.4537
i10065,7,1,10.7163,975302.9341,7.4455
i10066,7,1,14.6043,646553.021,5.5
i10067,7,1,9.4527,918425.9536,5.882
i10068,7,1,26.8272,554879.8782,8.7168
i10069,7,1,19.9746,537738.3517,5.5
i10070,7,1,16.8156,993352.0412,12.5755
i10072,7,1,12.9033,1379789.8553,14.6025
i10082,7,1,9.3312,1719033.1997,12.394
i10236,7,1,34.8948,7978582.7552,136.9609
i10237,6,1,32.7078,7874584.5538,125.4244
i10238,5,1,50.2038,4702198.6854,109.964
i10239,6,1,38.7099,5444730.02,96.6637
i10240,7,1,21.3597,8649742.2,79.1796
i10243,6,1,10.5219,9892589.7153,53.2643
i10285,10,1,20.9952,991320.4666,9.6593
i10286,9,1,7.2171,3163305.9386,11.6585
i10290,10,1,20.3318,1275763.3736,17.4931
i10291,10,1,12.7089,2593763.1825,27.9789
i10293,10,1,5.832,8240482.1141,43.4137
i10302,10,1,12.15,844407.3766,5.5
i10303,10,1,6.5124,1609397.1583,5.5
i10304,10,1,1.0692,9642997.3238,5.5
i10307,9,1,3.7179,2449476.8527,5.5
i10309,10,1,14.2155,647277.6688,5.5
i10310,10,1,20.3877,739630.833,8.5368
i10311,10,1,0.5832,32676289.9545,24.7895
i10312,9,1,10.8135,780131.3616,5.5
i10313,9,1,83.0817,178345.1249,5.5
i10314,9,1,102.4002,141963.0658,5.5
i10315,8,1,130.7583,87000.0115,5.5
i10316,8,1,99.8244,146393.0543,5.5
i10317,8,1,39.609,390371.6845,10.3202
i10318,8,1,23.9112,529951.4877,5.5
i10319,9,1,18.5166,672701.2637,5.7419
i10320,9,1,75.1599,229040.6777,7.8119
i10321,8,1,41.4558,471560.5886,11.4887
i10322,8,1,83.3976,221559.8011,8.3429
i10323,7,1,73.3335,210832.5522,5.5
i10324,8,1,55.2582,269870.1683,5.5
i10325,9,1,24.6159,550261.5073,5.5
i10326,9,1,38.1736,511648.2078,11.4386
i10328,10,1,15.4062,1512956.688,14.4139
i10329,10,1,34.9191,867791.4803,20.7534
i10339,10,1,14.0454,756036.8477,6.1829
i10340,9,1,17.6175,735458.0582,6.4502
i10341,10,1,39.1959,428173.2572,5.5
i10342,10,1,113.238,148370.5613,9.4575
i10343,10,1,13.608,957856.8736,5.5
i10354,7,1,32.3433,705150.5317,19.365
i10355,7,1,35.6238,424887.9579,6.4156
i10356,8,1,49.4991,282337.2219,5.5
i10357,8,1,89.1324,157535.3729,5.5
i10358,8,1,79.0965,180668.401,5.5
i10359,7,1,63.2772,226476.6681,5.5
i10360,7,1,99.7515,140315.3493,5.9475
i10361,7,1,159.651,100450.363,11.9684
i10362,7,1,213.3783,81140.8874,22.0917
i10363,6,1,205.092,69119.3913,16.5212
i10364,7,1,178.6536,51901.9187,5.5
i10365,6,1,82.1583,179280.0353,5.5
i10366,7,1,80.19,185845.9307,5.5
i10367,7,1,83.9191,175492.7831,5.5
i10368,7,1,97.1043,144950.1173,5.5
i10369,6,1,113.1894,112182.8311,6.7703
i10370,6,1,63.6174,326465.1705,12.444
i10371,6,1,42.0876,582340.1986,23.6536
i10372,5,1,12.1014,2553541.6041,35.4101
i10373,1,1,6.7311,5193721.1149,42.4562
i10374,6,1,104.7087,296166.3861,30.9516
i10375,7,1,168.2289,113573.8185,19.4689
i10376,7,1,193.5252,60774.4218,5.5
i10377,7,1,218.1168,52393.5168,6.5455
i10378,6,1,201.0582,99315.5919,23.0316
i10379,5,1,261.9054,91484.3776,31.5077
i10380,6,1,55.1367,469986.3163,23.4518
i10381,6,1,33.3153,668124.348,18.7701
i10382,7,1,21.6027,1056728.3651,21.1506
i10383,6,1,54.3105,409296.0084,18.5411
i10384,6,1,69.255,310901.2946,9.2301
i10385,6,1,15.0903,1169828.2575,7.9482
i10395,6,1,108.2322,164185.1831,11.1787
i10396,6,1,189.8802,64370.6697,5.5
i10397,5,1,211.7988,90061.9774,16.7283
i10398,6,1,272.889,85471.0215,30.4015
i10399,8,1,200.0862,125544.3283,29.1494
i10400,7,1,160.5015,191668.2578,33.682
i10401,7,1,232.7697,121590.8506,28.8165
i10402,8,1,148.3515,204555.7166,32.3757
i10403,8,1,50.5197,577499.3541,27.604
i10404,7,1,96.2037,319346.0317,29.1942
i10405,7,1,83.4219,327519.2287,15.0119
i10406,6,1,137.3835,113125.8093,5.5
i10407,5,1,246.1833,52220.9375,8.541
i10408,7,1,154.7181,165336.9926,20.5083
i10409,7,1,222.2721,108903.4449,23.587
i10410,6,1,202.4919,103283.3481,19.0178
i10411,5,1,170.0271,127235.5588,14.514
i10412,4,1,211.6044,78301.4906,11.2474
i10413,4,1,34.6032,501778.155,5.5
i10414,5,1,33.3882,656342.1186,18.2126
i10415,5,1,13.7052,1621745.6457,13.1901
i10418,5,1,24.2271,667607.7459,5.5
i10419,6,1,23.7654,917891.9022,11.1904
i10420,6,1,7.9704,3153316.7273,21.2572
i10429,7,1,8.1405,2736416.5692,15.1328
i10430,7,1,8.0433,1643501.263,5.5
i10434,6,1,14.0211,664962.4436,5.5
i10439,5,1,8.3835,1220278.5187,7.3465
i10440,4,1,27.4944,86224.2775,8.7646
i10441,3,1,112.7358,59124.9476,5.5
i10442,2,1,11.1537,1462144.6951,13.5937
i10444,7,1,9.0882,1541187.9905,6.6446
i10445,7,1,12.1014,1117467.6567,5.5
i10446,7,1,8.9424,1108985.6732,7.331
i10447,7,1,13.3164,829366.2354,7.502
i10448,7,1,10.4247,1213561.9321,9.6849
i10449,7,1,21.2868,709825.7741,10.0284
i10450,7,1,10.1817,1522464.2137,7.5973
i10453,6,1,5.9535,1333224.3073,5.5
i10465,7,1,10.6677,1316755.2526,5.5
i10466,7,1,7.5816,2102273.2132,5.5
i10616,6,1,38.1267,6968096.6382,141.4519
i10617,5,1,47.3121,5659992.5319,143.2556
i10618,4,1,14.4585,17539258.7401,115.1825
i10619,6,1,43.254,5480868.8747,99.442
i10620,7,1,18.1278,11058137.2003,100.6285
i10621,6,1,8.1648,21081416.7161,83.0624
i10628,5,1,13.2678,3179883.2901,21.8579
i10662,9,1,17.0586,1160481.82,16.3551
i10663,7,1,11.2509,1747848.9314,11.3949
i10668,9,1,13.7538,1582130.2366,9.5113
i10669,9,1,36.207,967028.8409,19.627
i10670,10,1,17.0829,2108605.8935,30.1442
i10680,10,1,9.6228,2478799.167,23.734
i10681,10,1,20.9466,723359.9162,7.7193
i10687,10,1,5.5705,1574295.2624,5.5
i10688,9,1,13.9239,801856.6268,5.5
i10689,10,1,5.8806,1853191.1557,5.5
i10690,10,1,0.5832,16468066.5312,5.5
i10691,10,1,5.6133,1607169.0823,5.5
i10692,9,1,45.3924,354697.8242,11.4748
i10693,9,1,122.3262,108633.7296,8.0638
i10694,9,1,103.2507,159028.2727,7.4801
i10695,8,1,134.4276,96334.2423,7.2128
i10696,8,1,180.7434,56280.7269,5.5
i10697,8,1,27.2403,407560.8002,5.5
i10698,9,1,38.637,364690.1031,5.8601
i10699,9,1,31.0311,476520.1507,6.611
i10700,8,1,45.1008,313048.426,5.5
i10701,8,1,58.9761,263551.0455,5.5
i10702,8,1,62.3052,248919.6069,5.5619
i10703,8,1,148.2057,81540.9841,5.9592
i10704,8,1,49.7907,306984.3789,6.1919
i10705,8,1,35.1135,417242.542,5.5
i10706,10,1,37.0818,411598.6272,8.2401
i10707,10,1,19.5615,1195774.1538,10.1684
i10708,10,1,20.0142,1038790.5495,9.9757
i10709,9,1,30.3507,830499.1284,19.3714
i10710,9,1,11.3724,2264201.552,11.8385
i10720,10,1,32.5134,613297.9507,17.0404
i10721,10,1,48.6243,317781.2588,5.5
i10722,10,1,72.1224,223546.2468,7.0829
i10723,10,1,7.4358,1336629.3668,5.5
i10724,10,1,10.935,1547137.1432,11.0929
i10735,7,1,16.038,836315.2547,7.5584
i10736,8,1,38.4912,308353.1688,5.7238
i10737,7,1,46.4859,254678.8263,5.5
i10738,7,1,13.851,803651.6213,5.5
i10740,6,1,9.8658,1061363.6802,5.5
i10741,5,1,106.5312,135859.2081,6.6329
i10742,6,1,177.5601,79295.6147,11.8487
i10743,7,1,144.6336,78367.6933,5.5
i10744,7,1,120.8439,89265.1044,5.5
i10745,7,1,32.7564,361076.1439,5.5
i10746,7,1,64.1277,221276.1647,5.5
i10747,6,1,138.2913,114033.1232,10.5221
i10748,5,1,134.1117,118964.4171,8.2683
i10749,7,1,93.1176,132309.9513,5.7483
i10750,7,1,130.7583,92057.2292,7.061
i10751,6,1,72.5112,306395.2119,18.9538
i10752,7,1,90.0315,345945.6264,33.2479
i10753,4,1,52.1721,767653.3176,44.9916
i10754,4,1,36.207,843973.3369,28.6248
i10755,8,1,53.1198,388302.4711,16.1729
i10756,8,1,167.4027,51018.1125,5.5
i10757,7,1,154.9368,79154.4803,8.3801
i10758,5,1,95.6205,253537.9161,19.9901
i10759,5,1,110.079,305653.0309,31.4947
i10760,6,1,73.2402,482774.9372,34.9718
i10761,6,1,17.496,1688684.8443,30.3646
i10762,6,1,35.2107,943925.9017,32.7606
i10763,6,1,96.4953,324781.2562,23.8304
i10764,6,1,48.0168,609799.8129,21.3902
i10765,6,1,27.1188,1023790.6158,19.3453
i10775,6,1,111.8529,152502.4205,5.8937
i10776,6,1,119.313,141506.4786,6.111
i10777,6,1,183.2949,116343.9939,17.4637
i10778,6,1,235.0296,65767.1662,18.9187
i10779,7,1,167.2812,104612.2698,17.4803
i10780,7,1,147.5496,152596.7698,22.2675
i10781,8,1,145.7757,161074.9445,17.3493
i10782,8,1,72.3654,362750.967,21.8574
i10783,7,1,88.3548,232608.3651,16.1367
i10784,6,1,97.2243,218634.1517,17.1651
i10785,6,1,89.2053,296824.8328,17.6279
i10786,5,1,169.5571,81927.0068,6.0029
i10787,6,1,218.8701,50798.1362,5.6956
i10788,7,1,155.0583,143543.5358,13.6242
i10789,7,1,258.795,62300.9919,12.4504
i10790,6,1,212.1876,61887.2183,7.6729
i10791,5,1,133.164,116438.3532,5.5
i10792,5,1,60.0939,276988.4839,9.5464
i10793,6,1,32.805,376040.3131,5.5
i10794,5,1,24.0327,681223.4663,5.5
i10795,5,1,32.4891,535277.6466,5.5
i10799,5,1,36.7416,467402.0234,5.5
i10800,6,1,17.2287,1369823.6759,14.3287
i10810,7,1,0.0,130496.3108,5.5
i10811,6,1,96.3571,137669.1777,5.5
i10813,6,1,12.3444,909611.6546,7.8518
i10814,7,1,24.3972,461558.6993,5.5
i10816,6,1,7.776,3180946.6768,27.752
i10819,5,1,16.9228,611996.9692,5.5
i10820,4,1,0.0,435822.8483,5.5
i10821,3,1,25.8309,719851.8124,13.1166
i10824,7,1,6.7554,1534981.287,8.2604
i10825,7,1,13.1949,839940.4857,7.5031
i10826,7,1,9.9387,1300139.6192,9.8367
i10827,7,1,7.776,1127071.273,5.9539
i10828,7,1,14.5314,940615.2105,9.9911
i10829,7,1,15.0174,637770.473,5.5
i10830,7,1,18.225,837731.0609,5.5
i10854,7,1,15.6978,7422582.4159,88.8001
i10996,6,1,43.8858,5556157.1339,128.9781
i10997,6,1,42.3306,5734867.1608,126.3952
i10998,6,1,11.0808,22559136.4632,128.9227
i10999,6,1,14.2884,15825389.8081,122.08
i11000,7,1,28.0908,7581266.7369,114.8161
i11001,7,1,22.4046,8096186.6631,92.4619
i11002,7,1,12.9033,12388137.9302,84.5732
i11004,7,1,9.6471,13980037.2054,76.9802
i11005,7,1,6.6825,19385892.5776,74.0346
i11007,7,1,8.5293,9103247.8446,41.3911
i11008,5,1,123.3711,506982.637,15.5876
i11009,6,1,15.4791,1850952.6278,5.5
i11040,7,1,6.0021,1652021.8863,5.6493
i11042,8,1,9.0639,3175374.6382,21.5095
