,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p109,0,0,0,0,0,0,0,1889.283901,0,0,0,0,0,0,0
p110,1259.951626,0,0,1352.928908,0,0,1554.106136,0,1590.242793,0,1649.599296,0,0,1683.342674,1888.1759
p115,1395.985372,1508.204662,1616.486512,0,1773.732369,1955.998577,0,1989.405455,2043.798529,2076.278291,0,2131.820103,2295.137569,2309.011573,2699.821287
p116,1094.753189,1220.263634,1280.007354,1365.780033,1457.772806,1527.547077,1591.40722,1618.250004,1663.97019,1708.807867,1763.482504,1828.78081,1908.773911,2004.988434,2313.399891
p117,1600.545331,0,0,1857.778248,0,0,0,0,1952.133626,0,0,0,0,0,2725.289468
p118,1026.417586,1199.917772,1243.146136,1293.001136,1348.866995,1403.332956,1442.852104,1474.611557,1528.150335,1554.061796,1611.641796,1677.143084,1855.358124,2034.184476,2288.331879
p119,1667.819363,0,0,1753.19442,1845.69635,0,1885.552431,1893.343049,0,1956.889513,2067.870869,0,2139.557623,2212.287712,2327.046262
p120,1543.212448,1703.606954,0,0,1730.729234,0,1731.480936,1935.665668,1936.427329,0,0,2004.578316,2081.564315,2535.470225,2810.789162
p121,1106.513942,1167.977804,1251.528595,1314.555905,0,1437.624536,0,1533.257319,1624.80117,1676.178002,1713.59089,1811.303284,1854.200462,1940.769985,2170.445125
p122,1465.10697,1605.9513,1695.72952,1774.565008,1839.518026,1909.210941,1982.418158,2041.41444,2067.328153,2119.568053,2182.50428,2217.968601,2276.101445,2439.845648,2680.313043
p127,1182.939777,1257.820884,1370.409479,1532.111905,1647.360452,1689.187343,1742.415295,1805.564823,1841.732974,1927.30687,1969.489851,1991.456149,2099.654737,2185.155153,2293.616884
p129,1345.947544,0,0,1616.908839,0,0,1764.340242,1909.263589,0,0,1942.59909,0,2208.567045,0,2236.591532
p130,981.979632,1207.137463,1239.94386,1377.989447,1560.516543,1731.682348,1750.861995,1799.648482,1842.937297,1858.20983,1937.298236,1954.211195,2011.812013,2174.39353,2408.955634
p134,1314.720352,1340.695907,1365.747395,0,1611.334102,1638.424444,0,1659.775709,1709.858067,1713.536347,1806.475005,1924.83946,2070.589889,2244.369079,2442.127292
