sc_point_gid,latitude,longitude,state,county,cnty_fips,rb
6748,47.716,-125.306,Washington,Clallam,53009,p2
6749,47.743,-125.163,Washington,Clallam,53009,p2
6750,47.77,-125.02,Washington,Clallam,53009,p2
7201,46.906,-128.786,Washington,Clallam,53009,p2
7202,46.937,-128.647,Washington,Clallam,53009,p2
7203,46.967,-128.507,Washington,Clallam,53009,p2
7204,46.997,-128.368,Washington,Clallam,53009,p2
7205,47.027,-128.228,Washington,Clallam,53009,p2
7206,47.057,-128.088,Washington,Clallam,53009,p2
7207,47.087,-127.948,Washington,Clallam,53009,p2
7208,47.117,-127.808,Washington,Clallam,53009,p2
7209,47.146,-127.667,Washington,Clallam,53009,p2
7210,47.176,-127.527,Washington,Clallam,53009,p2
7211,47.205,-127.386,Washington,Clallam,53009,p2
7212,47.234,-127.246,Washington,Clallam,53009,p2
7213,47.263,-127.105,Washington,Clallam,53009,p2
7214,47.292,-126.964,Washington,Clallam,53009,p2
7215,47.321,-126.823,Washington,Clallam,53009,p2
7216,47.35,-126.681,Washington,Clallam,53009,p2
7217,47.378,-126.54,Washington,Clallam,53009,p2
7218,47.407,-126.398,Washington,Clallam,53009,p2
7219,47.435,-126.257,Washington,Clallam,53009,p2
7220,47.463,-126.115,Washington,Clallam,53009,p2
7221,47.491,-125.973,Washington,Clallam,53009,p2
7222,47.519,-125.831,Washington,Clallam,53009,p2
7223,47.547,-125.688,Washington,Clallam,53009,p2
7224,47.575,-125.546,Washington,Clallam,53009,p2
7225,47.602,-125.403,Washington,Clallam,53009,p2
7226,47.63,-125.261,Washington,Clallam,53009,p2
7227,47.657,-125.118,Washington,Clallam,53009,p2
7677,46.76,-129.013,Washington,Clallam,53009,p2
7678,46.791,-128.875,Washington,Clallam,53009,p2
7679,46.821,-128.736,Washington,Clallam,53009,p2
7680,46.852,-128.597,Washington,Clallam,53009,p2
7681,46.882,-128.457,Washington,Clallam,53009,p2
7682,46.912,-128.318,Washington,Clallam,53009,p2
7683,46.942,-128.178,Washington,Clallam,53009,p2
7684,46.972,-128.039,Washington,Clallam,53009,p2
7685,47.002,-127.899,Washington,Clallam,53009,p2
7686,47.032,-127.759,Washington,Clallam,53009,p2
7687,47.061,-127.619,Washington,Clallam,53009,p2
7688,47.091,-127.479,Washington,Clallam,53009,p2
7689,47.12,-127.338,Washington,Clallam,53009,p2
7690,47.149,-127.198,Washington,Clallam,53009,p2
7691,47.178,-127.057,Washington,Clallam,53009,p2
7692,47.207,-126.916,Washington,Clallam,53009,p2
7693,47.236,-126.775,Washington,Clallam,53009,p2
7694,47.264,-126.634,Washington,Clallam,53009,p2
7695,47.293,-126.493,Washington,Clallam,53009,p2
7696,47.321,-126.351,Washington,Clallam,53009,p2
7697,47.35,-126.21,Washington,Clallam,53009,p2
7698,47.378,-126.068,Washington,Clallam,53009,p2
7699,47.406,-125.926,Washington,Clallam,53009,p2
7700,47.434,-125.784,Washington,Clallam,53009,p2
7701,47.461,-125.642,Washington,Clallam,53009,p2
7702,47.489,-125.5,Washington,Clallam,53009,p2
7703,47.517,-125.358,Washington,Clallam,53009,p2
7704,47.544,-125.215,Washington,Jefferson,53031,p2
7705,47.571,-125.073,Washington,Jefferson,53031,p2
8153,46.614,-129.24,Washington,Clallam,53009,p2
8154,46.645,-129.102,Washington,Clallam,53009,p2
8155,46.676,-128.963,Washington,Clallam,53009,p2
8156,46.706,-128.825,Washington,Clallam,53009,p2
8157,46.737,-128.686,Washington,Clallam,53009,p2
8158,46.767,-128.547,Washington,Clallam,53009,p2
8159,46.797,-128.408,Washington,Clallam,53009,p2
8160,46.827,-128.269,Washington,Clallam,53009,p2
8161,46.857,-128.129,Washington,Clallam,53009,p2
8162,46.887,-127.99,Washington,Clallam,53009,p2
8163,46.917,-127.85,Washington,Clallam,53009,p2
8164,46.947,-127.71,Washington,Clallam,53009,p2
8165,46.976,-127.57,Washington,Clallam,53009,p2
8166,47.005,-127.43,Washington,Clallam,53009,p2
8167,47.035,-127.29,Washington,Clallam,53009,p2
8168,47.064,-127.15,Washington,Clallam,53009,p2
8169,47.093,-127.009,Washington,Clallam,53009,p2
8170,47.122,-126.869,Washington,Clallam,53009,p2
8171,47.15,-126.728,Washington,Clallam,53009,p2
8172,47.179,-126.587,Washington,Clallam,53009,p2
8173,47.207,-126.446,Washington,Clallam,53009,p2
8174,47.236,-126.305,Washington,Clallam,53009,p2
8175,47.264,-126.163,Washington,Clallam,53009,p2
8176,47.292,-126.022,Washington,Clallam,53009,p2
8177,47.32,-125.88,Washington,Clallam,53009,p2
8178,47.348,-125.738,Washington,Clallam,53009,p2
8179,47.376,-125.596,Washington,Jefferson,53031,p2
8180,47.403,-125.454,Washington,Jefferson,53031,p2
8181,47.431,-125.312,Washington,Jefferson,53031,p2
8182,47.458,-125.17,Washington,Jefferson,53031,p2
8183,47.485,-125.027,Washington,Jefferson,53031,p2
8631,46.53,-129.189,Washington,Clallam,53009,p2
8632,46.56,-129.051,Washington,Clallam,53009,p2
8633,46.591,-128.913,Washington,Clallam,53009,p2
8634,46.622,-128.775,Washington,Clallam,53009,p2
8635,46.652,-128.636,Washington,Clallam,53009,p2
8636,46.682,-128.497,Washington,Clallam,53009,p2
8637,46.713,-128.358,Washington,Clallam,53009,p2
8638,46.743,-128.219,Washington,Clallam,53009,p2
8639,46.773,-128.08,Washington,Clallam,53009,p2
8640,46.802,-127.941,Washington,Clallam,53009,p2
8641,46.832,-127.801,Washington,Clallam,53009,p2
8642,46.862,-127.662,Washington,Clallam,53009,p2
8643,46.891,-127.522,Washington,Clallam,53009,p2
8644,46.92,-127.382,Washington,Clallam,53009,p2
8645,46.95,-127.242,Washington,Clallam,53009,p2
8646,46.979,-127.102,Washington,Clallam,53009,p2
8647,47.008,-126.962,Washington,Clallam,53009,p2
8648,47.036,-126.821,Washington,Clallam,53009,p2
8649,47.065,-126.68,Washington,Clallam,53009,p2
8650,47.094,-126.54,Washington,Clallam,53009,p2
8651,47.122,-126.399,Washington,Clallam,53009,p2
8652,47.15,-126.258,Washington,Clallam,53009,p2
8653,47.179,-126.117,Washington,Clallam,53009,p2
8654,47.207,-125.975,Washington,Clallam,53009,p2
8655,47.235,-125.834,Washington,Jefferson,53031,p2
8656,47.262,-125.692,Washington,Jefferson,53031,p2
8657,47.29,-125.551,Washington,Jefferson,53031,p2
8658,47.318,-125.409,Washington,Jefferson,53031,p2
8659,47.345,-125.267,Washington,Jefferson,53031,p2
8660,47.372,-125.125,Washington,Jefferson,53031,p2
8661,47.399,-124.982,Washington,Jefferson,53031,p2
9109,46.445,-129.139,Washington,Clallam,53009,p2
9110,46.476,-129.001,Washington,Clallam,53009,p2
9111,46.507,-128.863,Washington,Clallam,53009,p2
9112,46.537,-128.725,Washington,Clallam,53009,p2
9113,46.567,-128.586,Washington,Clallam,53009,p2
9114,46.598,-128.448,Washington,Clallam,53009,p2
9115,46.628,-128.309,Washington,Clallam,53009,p2
9116,46.658,-128.17,Washington,Clallam,53009,p2
9117,46.688,-128.031,Washington,Clallam,53009,p2
9118,46.717,-127.892,Washington,Clallam,53009,p2
9119,46.747,-127.753,Washington,Clallam,53009,p2
9120,46.777,-127.613,Washington,Clallam,53009,p2
9121,46.806,-127.474,Washington,Clallam,53009,p2
9122,46.835,-127.334,Washington,Clallam,53009,p2
9123,46.864,-127.194,Washington,Clallam,53009,p2
9124,46.893,-127.054,Washington,Clallam,53009,p2
9125,46.922,-126.914,Washington,Clallam,53009,p2
9126,46.951,-126.774,Washington,Clallam,53009,p2
9127,46.98,-126.633,Washington,Clallam,53009,p2
9128,47.008,-126.493,Washington,Clallam,53009,p2
9129,47.037,-126.352,Washington,Clallam,53009,p2
9130,47.065,-126.211,Washington,Clallam,53009,p2
9131,47.093,-126.07,Washington,Jefferson,53031,p2
9132,47.121,-125.929,Washington,Jefferson,53031,p2
9133,47.149,-125.788,Washington,Jefferson,53031,p2
9134,47.177,-125.647,Washington,Jefferson,53031,p2
9135,47.204,-125.505,Washington,Jefferson,53031,p2
9136,47.232,-125.363,Washington,Jefferson,53031,p2
9137,47.259,-125.222,Washington,Jefferson,53031,p2
9138,47.286,-125.08,Washington,Jefferson,53031,p2
9139,47.314,-124.938,Washington,Jefferson,53031,p2
9588,46.391,-128.951,Washington,Clallam,53009,p2
9589,46.422,-128.813,Washington,Clallam,53009,p2
9590,46.452,-128.675,Washington,Clallam,53009,p2
9591,46.483,-128.537,Washington,Clallam,53009,p2
9592,46.513,-128.398,Washington,Clallam,53009,p2
9593,46.543,-128.26,Washington,Clallam,53009,p2
9594,46.573,-128.121,Washington,Clallam,53009,p2
9595,46.603,-127.982,Washington,Clallam,53009,p2
9596,46.633,-127.843,Washington,Clallam,53009,p2
9597,46.662,-127.704,Washington,Clallam,53009,p2
9598,46.692,-127.565,Washington,Clallam,53009,p2
9599,46.721,-127.426,Washington,Clallam,53009,p2
9600,46.75,-127.286,Washington,Clallam,53009,p2
9601,46.779,-127.146,Washington,Clallam,53009,p2
9602,46.808,-127.007,Washington,Clallam,53009,p2
9603,46.837,-126.867,Washington,Clallam,53009,p2
9604,46.866,-126.727,Washington,Clallam,53009,p2
9605,46.894,-126.586,Washington,Clallam,53009,p2
9606,46.923,-126.446,Washington,Jefferson,53031,p2
9607,46.951,-126.306,Washington,Jefferson,53031,p2
9608,46.979,-126.165,Washington,Jefferson,53031,p2
9609,47.008,-126.024,Washington,Jefferson,53031,p2
9610,47.035,-125.883,Washington,Jefferson,53031,p2
9611,47.063,-125.742,Washington,Jefferson,53031,p2
9612,47.091,-125.601,Washington,Jefferson,53031,p2
9613,47.119,-125.46,Washington,Jefferson,53031,p2
9614,47.146,-125.318,Washington,Jefferson,53031,p2
9615,47.173,-125.176,Washington,Jefferson,53031,p2
9616,47.201,-125.035,Washington,Jefferson,53031,p2
9617,47.228,-124.893,Washington,Grays Harbor,53027,p2
10066,46.307,-128.901,Washington,Clallam,53009,p2
10067,46.337,-128.763,Washington,Clallam,53009,p2
10068,46.368,-128.626,Washington,Clallam,53009,p2
10069,46.398,-128.487,Washington,Clallam,53009,p2
10070,46.428,-128.349,Washington,Clallam,53009,p2
10071,46.458,-128.211,Washington,Clallam,53009,p2
10072,46.488,-128.072,Washington,Clallam,53009,p2
10073,46.518,-127.934,Washington,Clallam,53009,p2
10074,46.548,-127.795,Washington,Clallam,53009,p2
10075,46.577,-127.656,Washington,Clallam,53009,p2
10076,46.607,-127.517,Washington,Clallam,53009,p2
10077,46.636,-127.378,Washington,Clallam,53009,p2
10078,46.665,-127.238,Washington,Clallam,53009,p2
10079,46.694,-127.099,Washington,Clallam,53009,p2
10080,46.723,-126.959,Washington,Clallam,53009,p2
10081,46.752,-126.82,Washington,Clallam,53009,p2
10082,46.78,-126.68,Washington,Jefferson,53031,p2
10083,46.809,-126.54,Washington,Jefferson,53031,p2
10084,46.837,-126.399,Washington,Jefferson,53031,p2
10085,46.866,-126.259,Washington,Jefferson,53031,p2
10086,46.894,-126.119,Washington,Jefferson,53031,p2
10087,46.922,-125.978,Washington,Jefferson,53031,p2
10088,46.95,-125.837,Washington,Jefferson,53031,p2
10089,46.978,-125.696,Washington,Jefferson,53031,p2
10090,47.005,-125.555,Washington,Jefferson,53031,p2
10091,47.033,-125.414,Washington,Jefferson,53031,p2
10092,47.06,-125.273,Washington,Grays Harbor,53027,p2
10093,47.088,-125.132,Washington,Grays Harbor,53027,p2
10094,47.115,-124.99,Washington,Grays Harbor,53027,p2
10095,47.142,-124.848,Washington,Grays Harbor,53027,p2
10096,47.169,-124.706,Washington,Grays Harbor,53027,p2
10543,46.192,-128.989,Washington,Clallam,53009,p2
10544,46.222,-128.852,Washington,Clallam,53009,p2
10545,46.253,-128.714,Washington,Clallam,53009,p2
10546,46.283,-128.576,Washington,Clallam,53009,p2
10547,46.313,-128.438,Washington,Clallam,53009,p2
10548,46.343,-128.3,Washington,Clallam,53009,p2
10549,46.373,-128.162,Washington,Clallam,53009,p2
10550,46.403,-128.024,Washington,Clallam,53009,p2
10551,46.433,-127.885,Washington,Clallam,53009,p2
10552,46.463,-127.747,Washington,Clallam,53009,p2
10553,46.492,-127.608,Washington,Clallam,53009,p2
10554,46.522,-127.469,Washington,Clallam,53009,p2
10555,46.551,-127.33,Washington,Clallam,53009,p2
10556,46.58,-127.191,Washington,Clallam,53009,p2
10557,46.609,-127.051,Washington,Jefferson,53031,p2
10558,46.638,-126.912,Washington,Jefferson,53031,p2
10559,46.667,-126.772,Washington,Jefferson,53031,p2
10560,46.695,-126.633,Washington,Jefferson,53031,p2
10561,46.724,-126.493,Washington,Jefferson,53031,p2
10562,46.752,-126.353,Washington,Jefferson,53031,p2
10563,46.78,-126.213,Washington,Jefferson,53031,p2
10564,46.808,-126.072,Washington,Jefferson,53031,p2
10565,46.836,-125.932,Washington,Jefferson,53031,p2
10566,46.864,-125.791,Washington,Jefferson,53031,p2
10567,46.892,-125.651,Washington,Jefferson,53031,p2
10568,46.92,-125.51,Washington,Grays Harbor,53027,p2
10569,46.947,-125.369,Washington,Grays Harbor,53027,p2
10570,46.975,-125.228,Washington,Grays Harbor,53027,p2
10571,47.002,-125.087,Washington,Grays Harbor,53027,p2
10572,47.029,-124.945,Washington,Grays Harbor,53027,p2
10573,47.056,-124.804,Washington,Grays Harbor,53027,p2
10574,47.083,-124.662,Washington,Grays Harbor,53027,p2
10575,47.11,-124.52,Washington,Grays Harbor,53027,p2
10576,47.136,-124.379,Washington,Grays Harbor,53027,p2
10577,47.163,-124.237,Washington,Grays Harbor,53027,p2
11021,46.107,-128.939,Washington,Clallam,53009,p2
11022,46.138,-128.802,Washington,Clallam,53009,p2
11023,46.168,-128.664,Washington,Clallam,53009,p2
11024,46.198,-128.527,Washington,Clallam,53009,p2
11025,46.229,-128.389,Washington,Clallam,53009,p2
11026,46.259,-128.251,Washington,Clallam,53009,p2
11027,46.289,-128.113,Washington,Clallam,53009,p2
11028,46.318,-127.975,Washington,Clallam,53009,p2
11029,46.348,-127.837,Washington,Clallam,53009,p2
11030,46.378,-127.698,Washington,Clallam,53009,p2
11031,46.407,-127.56,Washington,Clallam,53009,p2
11032,46.436,-127.421,Washington,Jefferson,53031,p2
11033,46.466,-127.282,Washington,Jefferson,53031,p2
11034,46.495,-127.143,Washington,Jefferson,53031,p2
11035,46.524,-127.004,Washington,Jefferson,53031,p2
11036,46.553,-126.865,Washington,Jefferson,53031,p2
11037,46.581,-126.726,Washington,Jefferson,53031,p2
11038,46.61,-126.586,Washington,Jefferson,53031,p2
11039,46.638,-126.446,Washington,Jefferson,53031,p2
11040,46.667,-126.306,Washington,Jefferson,53031,p2
11041,46.695,-126.167,Washington,Jefferson,53031,p2
11042,46.723,-126.026,Washington,Jefferson,53031,p2
11043,46.751,-125.886,Washington,Grays Harbor,53027,p2
11044,46.779,-125.746,Washington,Grays Harbor,53027,p2
11045,46.806,-125.605,Washington,Grays Harbor,53027,p2
11046,46.834,-125.465,Washington,Grays Harbor,53027,p2
11047,46.861,-125.324,Washington,Grays Harbor,53027,p2
11048,46.889,-125.183,Washington,Grays Harbor,53027,p2
11049,46.916,-125.042,Washington,Grays Harbor,53027,p2
11050,46.943,-124.901,Washington,Grays Harbor,53027,p2
11051,46.97,-124.76,Washington,Grays Harbor,53027,p2
11052,46.997,-124.618,Washington,Grays Harbor,53027,p2
11053,47.024,-124.477,Washington,Grays Harbor,53027,p2
11054,47.05,-124.335,Washington,Grays Harbor,53027,p2
11055,47.077,-124.193,Washington,Grays Harbor,53027,p2
11499,46.022,-128.89,Washington,Clallam,53009,p2
11500,46.053,-128.752,Washington,Clallam,53009,p2
11501,46.083,-128.615,Washington,Clallam,53009,p2
11502,46.114,-128.478,Washington,Clallam,53009,p2
11503,46.144,-128.34,Washington,Clallam,53009,p2
11504,46.174,-128.203,Washington,Clallam,53009,p2
11505,46.204,-128.065,Washington,Clallam,53009,p2
11506,46.233,-127.927,Washington,Clallam,53009,p2
11507,46.263,-127.789,Washington,Clallam,53009,p2
11508,46.293,-127.65,Washington,Jefferson,53031,p2
11509,46.322,-127.512,Washington,Jefferson,53031,p2
11510,46.351,-127.373,Washington,Jefferson,53031,p2
11511,46.381,-127.235,Washington,Jefferson,53031,p2
11512,46.41,-127.096,Washington,Jefferson,53031,p2
11513,46.439,-126.957,Washington,Jefferson,53031,p2
11514,46.467,-126.818,Washington,Jefferson,53031,p2
11515,46.496,-126.679,Washington,Jefferson,53031,p2
11516,46.525,-126.539,Washington,Jefferson,53031,p2
11517,46.553,-126.4,Washington,Jefferson,53031,p2
11518,46.581,-126.26,Washington,Jefferson,53031,p2
11519,46.609,-126.12,Washington,Grays Harbor,53027,p2
11520,46.637,-125.981,Washington,Grays Harbor,53027,p2
11521,46.665,-125.841,Washington,Grays Harbor,53027,p2
11522,46.693,-125.7,Washington,Grays Harbor,53027,p2
11523,46.721,-125.56,Washington,Grays Harbor,53027,p2
11524,46.748,-125.42,Washington,Grays Harbor,53027,p2
11525,46.776,-125.279,Washington,Grays Harbor,53027,p2
11526,46.803,-125.138,Washington,Grays Harbor,53027,p2
11527,46.83,-124.997,Washington,Grays Harbor,53027,p2
11528,46.857,-124.856,Washington,Grays Harbor,53027,p2
11529,46.884,-124.715,Washington,Grays Harbor,53027,p2
11530,46.911,-124.574,Washington,Grays Harbor,53027,p2
11531,46.938,-124.433,Washington,Grays Harbor,53027,p2
11532,46.964,-124.291,Washington,Grays Harbor,53027,p2
11977,45.938,-128.84,Washington,Clallam,53009,p2
11978,45.968,-128.703,Washington,Clallam,53009,p2
11979,45.999,-128.566,Washington,Clallam,53009,p2
11980,46.029,-128.429,Washington,Clallam,53009,p2
11981,46.059,-128.291,Washington,Clallam,53009,p2
11982,46.089,-128.154,Washington,Clallam,53009,p2
11983,46.119,-128.016,Washington,Jefferson,53031,p2
11984,46.149,-127.878,Washington,Jefferson,53031,p2
11985,46.178,-127.741,Washington,Jefferson,53031,p2
11986,46.208,-127.602,Washington,Jefferson,53031,p2
11987,46.237,-127.464,Washington,Jefferson,53031,p2
11988,46.266,-127.326,Washington,Jefferson,53031,p2
11989,46.295,-127.187,Washington,Jefferson,53031,p2
11990,46.324,-127.049,Washington,Jefferson,53031,p2
11991,46.353,-126.91,Washington,Jefferson,53031,p2
11992,46.382,-126.771,Washington,Jefferson,53031,p2
11993,46.411,-126.632,Washington,Jefferson,53031,p2
11994,46.439,-126.493,Washington,Pacific,53049,p2
11995,46.468,-126.354,Washington,Pacific,53049,p2
11996,46.496,-126.214,Washington,Pacific,53049,p2
11997,46.524,-126.075,Washington,Pacific,53049,p2
11998,46.552,-125.935,Washington,Pacific,53049,p2
11999,46.58,-125.795,Washington,Pacific,53049,p2
12000,46.608,-125.655,Washington,Pacific,53049,p2
12001,46.635,-125.515,Washington,Pacific,53049,p2
12002,46.663,-125.375,Washington,Pacific,53049,p2
12003,46.69,-125.234,Washington,Pacific,53049,p2
12004,46.717,-125.094,Washington,Pacific,53049,p2
12005,46.744,-124.953,Washington,Pacific,53049,p2
12006,46.771,-124.812,Washington,Pacific,53049,p2
12007,46.798,-124.671,Washington,Pacific,53049,p2
12008,46.825,-124.53,Washington,Pacific,53049,p2
12009,46.852,-124.389,Washington,Pacific,53049,p2
12010,46.878,-124.248,Washington,Grays Harbor,53027,p2
12455,45.853,-128.791,Washington,Clallam,53009,p2
12456,45.884,-128.654,Washington,Clallam,53009,p2
12457,45.914,-128.517,Washington,Clallam,53009,p2
12458,45.944,-128.38,Washington,Clallam,53009,p2
12459,45.974,-128.243,Washington,Jefferson,53031,p2
12460,46.004,-128.105,Washington,Jefferson,53031,p2
12461,46.034,-127.968,Washington,Jefferson,53031,p2
12462,46.064,-127.83,Washington,Jefferson,53031,p2
12463,46.093,-127.693,Washington,Pacific,53049,p2
12464,46.123,-127.555,Washington,Pacific,53049,p2
12465,46.152,-127.417,Washington,Pacific,53049,p2
12466,46.181,-127.279,Washington,Pacific,53049,p2
12467,46.21,-127.14,Washington,Pacific,53049,p2
12468,46.239,-127.002,Washington,Pacific,53049,p2
12469,46.268,-126.863,Washington,Pacific,53049,p2
12470,46.297,-126.724,Washington,Pacific,53049,p2
12471,46.325,-126.586,Washington,Pacific,53049,p2
12472,46.354,-126.447,Washington,Pacific,53049,p2
12473,46.382,-126.307,Washington,Pacific,53049,p2
12474,46.41,-126.168,Washington,Pacific,53049,p2
12475,46.438,-126.029,Washington,Pacific,53049,p2
12476,46.466,-125.889,Washington,Pacific,53049,p2
12477,46.494,-125.75,Washington,Pacific,53049,p2
12478,46.522,-125.61,Washington,Pacific,53049,p2
12479,46.55,-125.47,Washington,Pacific,53049,p2
12480,46.577,-125.33,Washington,Pacific,53049,p2
12481,46.604,-125.19,Washington,Pacific,53049,p2
12482,46.632,-125.049,Washington,Pacific,53049,p2
12483,46.659,-124.909,Washington,Pacific,53049,p2
12484,46.686,-124.768,Washington,Pacific,53049,p2
12485,46.712,-124.627,Washington,Pacific,53049,p2
