"","","cspsc1","cspsc2","cspsc3","cspsc4","cspsc5"
4,"cspclass1",8.68968016989529,219.173046684265,337.388929319381,382.345933914184,445.587494277954
4,"cspclass2",174.39704447696,42.0001195907593,629.639770574868,642.251924657821,174.397052955627
4,"cspclass3",15.0862507104874,15.4483186244965,0,0,0
5,"cspclass1",19.0690208554267,22.5690308213234,55.4570564731955,92.0864699602127,294.483599090576
5,"cspclass2",1270.26229051221,1322.88316010237,1798.88456697464,5174.16194999218,3540.01894464493
5,"cspclass3",217.845466613304,302.328477644175,531.5187563302,849.235242629052,436.656458497047
6,"cspclass1",14.9655601384119,18.3448814749718,247.655888366699,108.017554092407,61.4312101364136
7,"cspclass1",3112.29374964554,6817.41658279896,3740.24365918636,7402.28046066761,2780.93912237883
7,"cspclass2",2163.67006554473,3620.82099155784,6933.82201795876,6959.22744800448,6722.97659502029
7,"cspclass3",49.4829050302505,8.32760998010635,0,0,0
8,"cspclass1",322.54402855821,3312.69919810183,12073.5266215801,11878.0693092346,8196.72242208719
8,"cspclass2",1711.68602552386,1445.68523779512,5170.84270044565,6226.57852040529,2416.57599847317
9,"cspclass1",750.329762049019,79.7760880589486,619.01906772852,2947.37070786953,3120.86258215904
9,"cspclass2",695.898557190597,1550.62521373033,3285.66492242813,2258.5928306818,3999.66692349911
9,"cspclass3",2.89656018614769,3.37932003214955,212.535098218918,44.8966806650162,38.2587286472321
15,"cspclass2",66.7415703296661,144.828003978729,97.7589025080204,22.1466158866882,35.6035485506058
15,"cspclass3",30.1121552884578,78.3278150707484,57.8708584785461,614.493183279037,665.001946806908
15,"cspclass4",71.7502053000033,657.820852731169,784.183303174377,1357.34011126459,2305.72225697041
15,"cspclass5",485.958300123923,204.147139497474,4380.92670074105,6614.41569926739,2752.87867165208
15,"cspclass6",477.630680319109,210.905780130718,115.319296693802,1011.62363635302,1043.60651642084
16,"cspclass1",463.20823490154,479.682429480552,890.933648431301,1800.27249516249,2479.87795026302
16,"cspclass2",2577.57643897571,884.174975617975,1483.8836274147,2423.87777659893,11905.5266014814
16,"cspclass3",463.690980329643,814.778227647859,535.199817210435,1279.31404284239,1721.34118723869
17,"cspclass1",82.5519533157349,15.9310805797577,28.0000815033913,51.4139386415482,0
17,"cspclass2",25.5862813297659,44.8363360866904,195.940216176212,999.796064142883,437.380558800698
17,"cspclass3",1348.22801332921,423.259851317107,2510.95554065108,7003.33939626217,4755.427661407
17,"cspclass4",778.691916198376,207.888518507034,5579.13706458807,5885.99147075415,10518.0742945194
17,"cspclass5",0.120690003130585,0,0,0,0
18,"cspclass1",3.68104525506496,9.65520002841949,0,0,0
18,"cspclass2",0.905175002664328,631.570818173886,329.72510637045,113.810682013631,150.138359731436
18,"cspclass3",86.2933487969451,887.433596280217,2532.37803553008,836.321348058805,2970.36212698221
18,"cspclass4",604.113812272903,17332.111335592,25021.392807848,33113.8387164272,33816.2548638582
18,"cspclass5",646.898422136344,667.95884074755,4816.37606251836,18151.4754926279,15742.6235364586
18,"cspclass6",733.61424853513,1.62931502144784,2.29311007335782,365.207960990817,538.036036148667
