,,,wsc1,wsc2,wsc3,wsc4,wsc5
191,class4,wind-ofs,195475.9024,378600.9108,453730.4514,553993.9364,637440.5726
191,class5,wind-ofs,240980.6728,360380.2989,435167.3069,491037.6716,578019.821
192,class2,wind-ofs,162367.2342,0,0,0,0
192,class3,wind-ofs,169444.7795,0,0,0,0
192,class4,wind-ofs,161193.3294,0,0,0,0
197,class1,wind-ofs,185211.2819,269088.9203,292172.634,0,0
197,class2,wind-ofs,153798.2846,211237.016,270020.3333,0,0
197,class3,wind-ofs,161929.9664,162997.139,166421.4301,170124.969,0
197,class4,wind-ofs,164864.3186,284453.8719,325635.6,352466.5793,494377.9087
197,class5,wind-ofs,303407.4187,0,0,0,0
198,class2,wind-ofs,162237.1721,0,0,0,0
198,class3,wind-ofs,150930.9753,0,0,0,0
198,class4,wind-ofs,150925.4074,172801.0892,238445.6107,264553.0915,282073.9968
198,class5,wind-ofs,137444.3197,154936.6298,391171.7339,0,0
206,class1,wind-ofs,146173.2532,167286.2078,173664.5746,176673.0288,198008.5511
206,class2,wind-ofs,166999.5015,206635.6529,245396.336,0,0
206,class3,wind-ofs,166154.0038,246512.6777,294768.9302,0,0
206,class4,wind-ofs,203459.0491,269971.7222,307186.8434,425350.1063,439407.2749
206,class5,wind-ofs,335040.622,0,0,0,0
211,class2,wind-ofs,160308.2391,222564.6403,223700.4477,317197.0172,336597.1317
211,class3,wind-ofs,166403.1166,264688.4108,0,0,0
211,class4,wind-ofs,171150.9693,233850.9268,309729.2766,438773.21,582645.5524
211,class5,wind-ofs,189210.291,377595.7881,555242.9789,778087.5507,856773.6947
212,class1,wind-ofs,143056.2792,169786.1966,0,0,0
212,class2,wind-ofs,195923.9914,370315.739,0,0,0
212,class3,wind-ofs,142681.6363,155554.8888,0,0,0
212,class4,wind-ofs,174884.4182,309797.2544,404314.5721,687631.0353,759400.1215
213,class4,wind-ofs,193107.4519,243199.6696,278820.775,303913.0116,333361.0762
213,class5,wind-ofs,324753.3972,357384.3884,361653.0095,389332.7477,0
214,class2,wind-ofs,237114.959,0,0,0,0
214,class3,wind-ofs,436901.3456,0,0,0,0
214,class4,wind-ofs,174838.7927,307850.7354,408223.0008,499654.5354,575262.1137
214,class5,wind-ofs,157882.2024,278832.0869,416164.2039,426753.6891,707439.7076
216,class3,wind-ofs,158399.4227,265762.8218,278056.5952,0,0
216,class4,wind-ofs,276063.1045,418411.1417,473087.5128,534889.2872,885388.0156
216,class5,wind-ofs,233573.7254,400626.5293,524909.6644,704852.2137,852331.8635
217,class1,wind-ofs,158047.8194,0,0,0,0
217,class2,wind-ofs,161344.194,174702.468,237050.306,0,0
218,class1,wind-ofs,344583.0167,0,0,0,0
218,class2,wind-ofs,307043.4567,371549.1236,405148.9557,412802.9454,0
218,class3,wind-ofs,201307.9519,0,0,0,0
218,class4,wind-ofs,235421.1869,378082.4127,480917.4896,523687.227,560082.7527
218,class5,wind-ofs,333179.59,610426.5869,712599.0689,825367.9805,847464.0963
219,class2,wind-ofs,228410.4341,0,0,0,0
219,class3,wind-ofs,252925.497,332205.2853,0,0,0
219,class4,wind-ofs,227075.552,362462.4467,364681.0125,468719.3742,0
219,class5,wind-ofs,412451.2705,505794.634,0,0,0
227,class2,wind-ofs,181022.7525,317533.374,0,0,0
227,class3,wind-ofs,348321.3799,417042.4847,0,0,0
227,class4,wind-ofs,338878.2972,487806.4946,0,0,0
234,class1,wind-ofs,142927.3184,149426.4385,155332.328,173160.5291,179931.5016
234,class2,wind-ofs,173677.6872,234786.6933,286158.2704,305416.7137,340357.7244
234,class3,wind-ofs,140386.0122,231733.0166,317506.3306,399441.8117,487742.2606
234,class4,wind-ofs,331606.5191,451866.0918,490758.4819,507645.0632,537266.4551
256,class12,wind-ofs,1363208.098,1412043.762,1451277.537,0,0
256,class3,wind-ofs,445226.1172,0,0,0,0
256,class4,wind-ofs,540525.3859,703402.7184,847274.5597,924762.6938,1017840.204
256,class5,wind-ofs,1110393.678,1176419.568,1232550.15,1279206.62,1323330.081
261,class11,wind-ofs,706616.8265,737283.113,788685.8149,791942.6479,0
261,class12,wind-ofs,658226.2536,762507.009,883891.3793,1010751.626,1178900.525
261,class13,wind-ofs,1017429.153,1160021.596,1264274.954,1380600.695,1533715.462
261,class14,wind-ofs,1176183.921,1340859.931,1463782.775,1589196.62,1700831.812
261,class15,wind-ofs,1466859.777,1502834.243,1545216.639,1605352.236,1733830.035
261,class4,wind-ofs,418546.014,637105.5791,783997.3978,853346.4728,919530.4942
261,class5,wind-ofs,580055.85,816057.2205,993140.9774,1125380.494,1254145.235
264,class4,wind-ofs,649816.7986,742003.2626,0,0,0
264,class5,wind-ofs,735509.8236,829537.5535,918654.4647,1011650.054,1142092.871
267,class12,wind-ofs,876935.9398,889396.4506,1092101.561,0,0
267,class13,wind-ofs,932282.3646,986069.1461,1028394.094,1071324.932,1129056.195
267,class14,wind-ofs,1065120.446,1111980.659,1167942.417,1254595.431,1358805.721
267,class15,wind-ofs,1178068.97,1255429.121,1342920.414,1414873.508,1468706.751
267,class4,wind-ofs,296444.1309,370647.1071,400377.3121,0,0
267,class5,wind-ofs,522523.3349,656125.4383,754294.1879,867175.9907,1018700.699
268,class5,wind-ofs,704746.4784,773320.46,843956.992,0,0
269,class12,wind-ofs,769967.4798,819615.843,838462.3876,864936.2872,0
269,class13,wind-ofs,851364.804,910867.7641,953780.5046,1001361.64,1052594.366
269,class14,wind-ofs,1067546.771,1102803.841,1113772.67,1160126.875,1204684.116
269,class5,wind-ofs,552387.592,631847.6462,689017.781,762877.8874,821239.1686
270,class13,wind-ofs,739720.0243,829886.3402,906295.2851,976763.6617,1033969.114
270,class14,wind-ofs,1070783.308,1143735.415,1216598.058,1307438.289,1394620.35
270,class15,wind-ofs,1430313.356,0,0,0,0
270,class5,wind-ofs,472737.0925,656084.974,789634.1602,863337.217,932173.1644
271,class13,wind-ofs,887776.3594,953808.5931,992818.6116,1042055.095,1083370.186
271,class14,wind-ofs,1091717.323,1153206.643,1212040.952,1292489.913,1377146.505
271,class5,wind-ofs,793679.5032,860750.2666,907347.4009,909793.8642,935443.6516
275,class11,wind-ofs,1162719.313,0,0,0,0
275,class12,wind-ofs,1155152.279,1216347.507,1256778.562,1268928.947,1298516.977
275,class13,wind-ofs,1257368.272,1333631.75,1392850.063,1461452.783,1517339.41
275,class14,wind-ofs,1370988.422,1396224.415,1421502.192,1453492.918,1565103.026
275,class3,wind-ofs,194484.6064,0,0,0,0
275,class4,wind-ofs,315769.1606,440668.641,513594.3349,619639.058,753050.0112
275,class5,wind-ofs,621704.833,839828.2975,930771.2717,1020071.345,1113973.764
292,class10,wind-ofs,1050035.174,1102943.212,1130618.497,1146130.555,1153373.887
292,class11,wind-ofs,1125318.591,1197237.952,1256285.123,1302990.081,1341626.827
292,class12,wind-ofs,1288541.361,1362548.037,1400150.589,1438949.973,1487729.545
292,class13,wind-ofs,1463046.906,1492796.435,1509385.372,1531655.367,1552639.831
292,class4,wind-ofs,535898.4419,659359.0943,782302.234,871438.5843,944411.1784
292,class5,wind-ofs,946587.8456,967882.7498,987531.018,1017905.217,1046758.445
293,class10,wind-ofs,912671.6875,973928.0756,1015983.99,1086453.037,1142801.44
293,class11,wind-ofs,1116893.877,1168664.838,1186469.424,1218860.098,1251686.856
293,class12,wind-ofs,1285927.637,0,0,0,0
293,class3,wind-ofs,303684.2481,381092.7945,0,0,0
293,class4,wind-ofs,427426.2999,526352.8796,616799.2262,719957.1381,813787.6659
293,class5,wind-ofs,810302.0112,844388.8321,898098.8958,933728.0113,1001227.859
294,class10,wind-ofs,745810.8737,788842.4122,842909.3475,911754.4198,986352.3379
294,class11,wind-ofs,938818.4289,980232.0105,1023252.081,1078096.208,1167037.175
294,class2,wind-ofs,192333.6739,0,0,0,0
294,class3,wind-ofs,314840.9182,352734.0705,387652.2367,467472.1733,538800.0789
294,class4,wind-ofs,307645.9411,478831.8296,595328.92,670025.2579,769087.145
294,class5,wind-ofs,703745.7594,719210.8374,729176.4982,774958.8928,846427.4252
294,class9,wind-ofs,371851.1006,474531.7038,517926.3257,635048.6943,756545.7664
297,class10,wind-ofs,1059468.827,1099249.352,0,0,0
297,class11,wind-ofs,1106195.345,1136134.433,1191719.151,1253111.189,1333383.506
297,class12,wind-ofs,1295877.07,1356011.501,1404696.531,1447618.987,1496659.26
297,class13,wind-ofs,1380163.918,1485780.03,1542475.002,1603875.298,1677738.333
297,class14,wind-ofs,1404913.717,1471754.1,1622621.851,1672838.922,1746973.846
297,class3,wind-ofs,159031.5771,177609.8803,0,0,0
297,class4,wind-ofs,391815.2231,578610.1427,689357.1379,789588.092,889932.9567
297,class5,wind-ofs,813033.6778,899262.4787,968604.1782,1028075.573,1048205.011
298,class10,wind-ofs,1073555.331,1123480.38,1151018.87,1180608.752,1209963.178
298,class11,wind-ofs,1195504.879,1261404.376,1320119.766,1367019.308,1416489.534
298,class12,wind-ofs,1402649.309,1469088.105,1524158.376,1585195.055,1642620.289
298,class13,wind-ofs,1573557.724,1650292.356,1697404.455,1729852.01,1753651.058
298,class14,wind-ofs,1719703.946,1735367.709,0,0,0
298,class2,wind-ofs,316070.6339,513021.0585,586221.9534,0,0
298,class3,wind-ofs,253467.7221,324648.8433,440171.0483,543321.4412,619477.9136
298,class4,wind-ofs,426596.6935,664128.5792,794536.4603,890145.4605,969616.2385
298,class5,wind-ofs,990827.1726,1028805.425,1051188.396,1070256.847,1101370.325
299,class10,wind-ofs,1033452.627,1078777.51,1097014.16,1125253.909,1143016.643
299,class11,wind-ofs,1102153.132,1174048.134,1216489.112,1256636.075,1311218.298
299,class12,wind-ofs,1288773.849,1361907.031,1426054.675,1483998.333,1544212.384
299,class13,wind-ofs,1537258.696,1607485.787,1668114.551,1713547.939,1749726.76
299,class14,wind-ofs,1747470.143,1755240.815,1756647.463,1759318.893,1759719.866
299,class3,wind-ofs,448144.6678,502113.1302,609055.7185,626011.2986,683604.8481
299,class4,wind-ofs,541154.3056,628324.3241,710826.784,804439.3923,874590.9101
299,class5,wind-ofs,928450.8158,975901.2468,1010525.274,1031900.833,1054045.528
307,class10,wind-ofs,983603.3522,1039428.549,0,0,0
307,class11,wind-ofs,1050698.232,1103591.622,0,0,0
307,class3,wind-ofs,202676.4838,238252.821,258794.1097,365261.0921,0
307,class4,wind-ofs,300537.2944,403724.571,510537.5499,622504.4961,769454.8372
307,class5,wind-ofs,870144.9785,911164.7398,939437.0784,0,0
309,class13,wind-ofs,942360.0553,1009814.176,1032723.018,1054680.46,1071610.82
309,class14,wind-ofs,1105984.683,1195321.006,1268285.623,1355298.132,1487074.158
309,class15,wind-ofs,1344414.02,1438638.982,1547616.335,1641993.331,1708102.499
309,class5,wind-ofs,626201.3966,687919.8968,749626.5406,839225.2237,949249.8484
310,class12,wind-ofs,1125677.622,1206200.147,1247703.41,0,0
310,class13,wind-ofs,1081274.81,1176957.055,1222250.211,1296410.58,1385592.705
310,class14,wind-ofs,1175398.52,1275336.882,1348840.558,1425892.33,1524212.003
310,class5,wind-ofs,481486.5812,658633.4165,804170.2761,918183.5776,1026607.85
311,class12,wind-ofs,868903.7507,0,0,0,0
311,class13,wind-ofs,892256.7108,909872.8204,943533.1164,995689.2514,1070237.509
311,class14,wind-ofs,1078160.968,1180469.39,1270527.482,1357396.633,1457867.962
311,class5,wind-ofs,491958.8981,584219.5597,662236.8611,730471.4668,816095.3714
312,class14,wind-ofs,1219310.768,1262912.45,1302535.089,1329995.119,1463581.427
312,class15,wind-ofs,1355347.66,1477547.64,1719103.037,1785023.059,1890923.138
313,class12,wind-ofs,221945.3317,260071.0752,392589.9731,515427.0559,667432.4964
313,class13,wind-ofs,314743.0264,622319.4463,775931.5104,866285.9477,972139.2773
313,class14,wind-ofs,612987.2856,939245.167,1131577.617,1298429.912,1478498.384
313,class15,wind-ofs,1250289.515,1402845.948,1532978.88,1639674.065,1732779.068
313,class4,wind-ofs,246032.4883,258642.646,0,0,0
313,class5,wind-ofs,382318.5268,450668.5186,544596.2559,637764.6305,754573.1898
314,class10,wind-ofs,900494.3214,966666.5562,1019547.957,1049267.588,1089136.183
314,class11,wind-ofs,1049591.666,1063962.052,1076178.898,1098323.609,1125416.682
314,class3,wind-ofs,276631.6763,314525.4576,423855.4211,445825.4572,0
314,class4,wind-ofs,351511.8832,453561.567,578226.9147,679922.4386,787633.8947
314,class5,wind-ofs,805960.4178,854380.3984,887324.7817,915821.8487,966049.0192
315,class10,wind-ofs,764731.0557,809285.3416,862299.4246,942845.7035,991507.3182
315,class11,wind-ofs,862159.9951,923016.0633,973514.9365,1012464.249,1069944.541
315,class12,wind-ofs,1028021.43,1061623.51,1110562.031,0,0
315,class2,wind-ofs,144577.3628,0,0,0,0
315,class3,wind-ofs,142941.3442,154315.4689,178919.7816,205862.0668,213793.8555
315,class4,wind-ofs,212990.8295,331352.4229,456566.3024,545463.6954,601372.637
315,class5,wind-ofs,502151.8898,593585.7826,674969.2397,696699.868,731208.6666
318,class2,wind-ofs,152720.3213,0,0,0,0
318,class3,wind-ofs,138178.5669,139194.1989,142350.4654,144957.6712,150937.3743
318,class4,wind-ofs,180424.7216,339121.8514,0,0,0
320,class2,wind-ofs,149048.6477,176366.5088,182896.0516,187732.5025,266577.633
320,class3,wind-ofs,230515.4026,235070.991,273018.4314,340892.2688,402124.0581
320,class4,wind-ofs,304328.1914,310545.1054,396914.128,466065.8332,0
330,class10,wind-ofs,677066.8594,792405.2355,871838.3787,934243.5001,996369.2474
330,class11,wind-ofs,899225.1673,1006156.748,1067204.499,1130719.915,1187010.686
330,class12,wind-ofs,1118001.712,1132602.104,1169559.8,1212380.237,1268276.888
330,class2,wind-ofs,143373.5168,147692.3479,155498.4615,157780.7107,0
330,class3,wind-ofs,145185.6466,161958.0071,175646.9851,193671.4563,236688.5472
330,class4,wind-ofs,176600.9751,233619.3159,291325.8334,408182.404,594954.2048
330,class5,wind-ofs,512807.8714,688291.0154,747065.4665,809093.0306,819599.9795
330,class9,wind-ofs,380138.9817,636641.7837,0,0,0
332,class10,wind-ofs,708162.4826,783050.2714,842712.2295,894484.2623,970595.3985
332,class11,wind-ofs,870539.6287,941164.5124,1000480.967,1040350.778,1094067.186
332,class12,wind-ofs,1083803.386,1095416.072,1097475.9,1102397.056,1127805.368
332,class2,wind-ofs,137514.8284,155300.5026,166921.3636,201631.7711,212881.4048
332,class3,wind-ofs,157957.7285,200624.9817,212477.2531,277693.2565,354711.3225
332,class4,wind-ofs,245645.1046,356972.4817,441572.1844,509496.713,615526.0628
332,class5,wind-ofs,488251.8967,608668.5107,697697.9248,762534.4233,821243.4858
333,class2,wind-ofs,165429.9201,197469.6476,0,0,0
333,class3,wind-ofs,231710.7246,0,0,0,0
333,class4,wind-ofs,246228.0168,289846.1066,291754.2617,347989.0168,397788.1763
333,class5,wind-ofs,365135.7162,458085.2336,0,0,0
334,class4,wind-ofs,233218.5074,355957.3954,0,0,0
334,class5,wind-ofs,373963.916,0,0,0,0
336,class4,wind-ofs,149399.1392,162715.0156,173665.2811,175087.716,179905.1537
336,class5,wind-ofs,143255.6369,148692.2995,173518.4592,176245.2806,0
341,class3,wind-ofs,139138.9447,0,0,0,0
341,class4,wind-ofs,165820.0566,0,0,0,0
342,class1,wind-ofs,178470.7549,295947.8257,0,0,0
342,class10,wind-ofs,847463.7694,1010348.868,1133494.6,1278538.66,2003771.2
342,class11,wind-ofs,1158574.448,1259272.527,1312523.031,1404270.823,2214633.467
342,class12,wind-ofs,1209500.621,1419531.921,1453858.496,1454449.14,0
342,class2,wind-ofs,212613.096,225671.6482,301095.6471,331468.5563,405786.4332
342,class3,wind-ofs,150095.8392,176620.8849,225941.1991,322129.9351,445287.9582
342,class4,wind-ofs,211364.7038,321279.2662,447993.2086,558477.3114,705588.6087
342,class5,wind-ofs,619836.6767,657903.2477,692078.7544,724743.2623,785327.0824
342,class8,wind-ofs,356876.0391,541598.3489,589119.9677,1379440.243,0
342,class9,wind-ofs,588489.8887,741411.8593,901949.9513,1640737.617,1770834.546
344,class2,wind-ofs,237744.0662,0,0,0,0
344,class3,wind-ofs,160057.7709,0,0,0,0
344,class4,wind-ofs,162758.3906,205753.5806,263245.7781,365798.5944,482621.4639
344,class5,wind-ofs,165363.9229,175251.0869,0,0,0
345,class10,wind-ofs,943920.8289,1043592.86,1154694.929,1234954.354,1306545.784
345,class11,wind-ofs,1282995.324,1347961.651,1366245.819,1377644.502,1420544.517
345,class3,wind-ofs,326958.2984,327861.4562,408554.9605,0,0
345,class4,wind-ofs,276614.4081,336470.0766,432386.3058,515440.333,643470.1794
345,class5,wind-ofs,492134.3949,0,0,0,0
345,class7,wind-ofs,292386.5762,318356.6073,322495.2449,461131.1375,0
345,class8,wind-ofs,457879.9628,554553.6309,600316.075,659855.8857,714715.8976
345,class9,wind-ofs,653829.6681,728118.9521,806540.9613,894666.4064,1039483.98
346,class1,wind-ofs,187849.0253,206099.4089,0,0,0
348,class1,wind-ofs,167971.2597,192214.5239,201755.4384,202309.4358,243680.7748
348,class2,wind-ofs,293244.4546,0,0,0,0
348,class3,wind-ofs,230962.942,302260.1675,322314.5032,389771.9217,410365.8733
348,class4,wind-ofs,201149.2644,386767.3242,508825.6668,602814.7286,696811.0464
348,class7,wind-ofs,458017.9853,0,0,0,0
348,class8,wind-ofs,389421.6579,644617.6522,798546.3923,983761.201,1148965.359
348,class9,wind-ofs,479339.5132,728875.3914,1089956.377,1192973.926,1274423.389
349,class1,wind-ofs,162289.6471,255660.6085,345363.1268,465598.3922,560168.3624
349,class10,wind-ofs,1146211.198,1273473.71,1398793.905,1527604.236,1663623.05
349,class11,wind-ofs,1522239.83,1632128.344,1714639.846,1804630.581,1892980.216
349,class12,wind-ofs,1754541.475,1896494.671,1902956.795,1931089.794,1933305.68
349,class2,wind-ofs,256155.1218,331305.7309,388047.7376,465400.2561,568054.8939
349,class3,wind-ofs,184475.9046,298368.1733,406212.0595,479710.4372,581092.8747
349,class4,wind-ofs,375593.0766,541449.7749,723639.907,907072.4451,1261427.163
349,class5,wind-ofs,979101.5473,1246026.278,1392720.61,1520914.95,1626770.713
349,class8,wind-ofs,444946.0148,549176.9401,598221.6922,672702.5145,766286.7629
349,class9,wind-ofs,714300.6018,886493.6844,1030636.563,1185476.808,1403854.926
354,class2,wind-ofs,203053.5668,0,0,0,0
354,class4,wind-ofs,368609.6815,0,0,0,0
354,class8,wind-ofs,364164.4745,373439.2733,491141.1061,499974.3567,634376.4439
356,class1,wind-ofs,316605.2929,465953.1434,0,0,0
356,class10,wind-ofs,1518950.844,1543982.396,1611572.801,0,0
356,class2,wind-ofs,358719.0892,371664.387,392031.9427,414981.4019,0
356,class3,wind-ofs,176867.7179,350402.3854,381500.9971,451772.8105,524965.3052
356,class4,wind-ofs,237626.1259,308239.9298,360814.9756,400418.166,578454.5975
356,class6,wind-ofs,420947.5191,521277.5694,608962.302,709674.9212,812230.3744
356,class7,wind-ofs,409606.6461,601075.9567,745123.4104,880892.5304,1002855.18
356,class8,wind-ofs,535570.4678,764928.4365,1002036.029,1128493.407,1255027.77
356,class9,wind-ofs,482873.0647,1256663.23,1338146.287,1436722.453,1577481.907
1,class10,wind-ons,37279.03274,107035.3981,163228.2735,241192.7739,316628.0212
1,class7,wind-ons,23162.58935,45656.77893,63815.30239,113168.3035,278155.549
1,class8,wind-ons,24044.81605,57538.71136,91821.0388,148121.2377,303143.0451
1,class9,wind-ons,30206.98899,115568.1704,201155.8135,262653.7706,335338.7173
2,class10,wind-ons,18258.71425,45530.8836,97283.72237,169260.7566,272520.9308
2,class9,wind-ons,5148.901914,11298.46396,16767.59934,26179.91849,53254.07032
3,class10,wind-ons,19265.82771,46603.31746,83827.84334,119564.7282,176394.6395
3,class7,wind-ons,16315.68148,0,0,0,0
3,class8,wind-ons,12264.78449,18633.02646,25455.76014,32251.20606,59325.89804
3,class9,wind-ons,8413.445805,18296.11076,34031.7267,55552.21195,92753.56953
4,class10,wind-ons,39076.48157,90517.03622,113008.7984,151844.2822,193911.7521
4,class6,wind-ons,17747.57258,19809.33599,32626.58046,0,0
4,class7,wind-ons,14689.18073,18158.24812,24339.79789,30343.35869,41932.30947
4,class8,wind-ons,15877.9888,20825.38782,27852.28637,35377.97956,58250.83133
4,class9,wind-ons,9382.116832,25477.28576,41332.7077,81681.23614,161734.7584
5,class1,wind-ons,937.3821851,14062.45642,15204.4769,16953.51875,17727.59017
5,class10,wind-ons,52468.93767,107769.8984,166310.7487,211463.0925,270754.5326
5,class2,wind-ons,14048.56488,21766.37126,0,0,0
5,class3,wind-ons,14356.39166,0,0,0,0
5,class4,wind-ons,9266.184891,0,0,0,0
5,class5,wind-ons,14145.16783,26547.78353,0,0,0
5,class6,wind-ons,5966.92615,12952.56136,14100.84271,14206.65494,79208.77566
5,class7,wind-ons,15173.18103,24746.60846,36744.04988,51944.7756,101707.1701
5,class8,wind-ons,23304.15242,50616.90836,97323.48709,160818.0236,291268.6074
5,class9,wind-ons,28923.10931,81696.26119,152543.1971,219227.9185,300026.154
6,class10,wind-ons,103360.8295,251630.2727,302552.5804,362282.3809,427547.6023
6,class8,wind-ons,76232.91164,0,0,0,0
6,class9,wind-ons,46272.54432,138831.655,214597.2763,250043.0499,283245.2189
7,class10,wind-ons,37801.34341,73690.97334,111283.1488,165306.3083,216904.0392
7,class9,wind-ons,24513.16309,55360.97679,97001.52542,130675.533,174576.9934
8,class10,wind-ons,70960.98732,136336.0661,208747.9111,273492.3192,362473.0138
8,class8,wind-ons,41239.12943,91725.01584,134055.6616,180962.9298,233418.5157
8,class9,wind-ons,54210.00615,111366.7479,163205.5145,209351.3429,258068.0536
9,class10,wind-ons,29765.93406,211077.6053,284048.6694,341097.5676,380638.7907
9,class5,wind-ons,46601.15466,0,0,0,0
