region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km
s1,10,4964,26.098,3086984.995,78.258
s3,9,4973,13.486,637659.557,5.76
s6,10,4989,9.307,2375457.809,21.752
s6,10,4990,6.342,3918640.708,20.23
s6,10,4992,28.82,402970.007,5.76
s6,9,4993,14.483,541136.106,5.76
s6,10,4994,24.689,965655.563,18.962
s6,10,4995,19.318,1469969.693,27.443
s6,10,4996,13.146,2702103.689,32.488
s8,10,4997,28.723,1354212.334,36.161
s8,10,4998,28.893,1390157.633,34.245
s8,9,4999,13.754,2737284.691,22.727
s8,10,5004,5.905,2749408.672,9.389
s41,9,5012,18.711,1256484.459,16.845
s1,8,5342,6.44,10370562.613,67.516
s1,9,5343,45.392,1492234.222,64.716
s1,10,5344,23.386,2769103.446,64.045
s1,10,5345,7.582,9413335.753,65.482
s3,10,5358,18.638,671195.723,5.76
s3,10,5359,8.019,599666.319,5.76
s6,10,5370,20.388,1066438.786,11.507
s6,10,5371,15.698,679321.212,5.76
s6,10,5372,69.765,172760.819,5.76
s6,9,5373,90.639,150583.337,5.76
s6,10,5374,24.033,607984.739,8.272
s6,10,5375,19.926,1212289.268,18.039
s8,10,5377,26.171,1104108.605,24.935
s8,10,5378,11.664,3096738.602,33.069
s8,9,5379,15.965,3370345.631,43.687
s8,10,5380,8.408,5415423.845,29.716
s64,1,5409,16.767,4212632.343,71.106
s64,1,5410,117.636,679910.701,94.218
s64,6,5411,87.65,562870.488,55.654
s64,4,5412,38.54,1208742.126,52.597
s64,4,5413,32.708,1332229.835,60.127
s64,2,5414,8.213,4082625.438,49.82
s1,8,5722,9.744,6963939.189,59.145
s1,9,5723,44.809,1286399.111,52.534
s1,10,5724,20.044,2649507.57,51.183
s3,10,5731,9.842,1972587.156,16.674
s3,9,5732,12.393,597032.349,5.76
s3,10,5738,21.724,568993.695,5.76
s6,10,5750,29.695,681739.332,11.949
s7,10,5751,24.422,416936.252,5.76
s6,10,5752,95.572,145150.563,5.76
s6,10,5753,41.747,415138.199,8.927
s7,10,5754,22.137,432593.863,5.76
s6,10,5755,19.148,845725.372,9.933
s6,10,5756,34.36,396073.574,6.478
s8,10,5757,26.9,788519.09,18.111
s8,10,5758,13.997,2171671.027,21.023
s8,10,5760,7.412,7205817.409,52.044
s41,10,5769,23.206,1726794.295,36.052
s41,8,5772,6.245,1890871.46,5.76
s64,1,5790,109.399,759855.823,98.892
s64,1,5791,172.627,390055.227,44.059
s64,1,5792,158.072,367555.835,68.942
s64,2,5793,258.844,238882.009,57.844
s64,4,5794,158.776,236771.45,44.582
s64,5,5795,204.922,128843.009,31.719
s64,3,5796,123.687,172286.131,19.528
s64,2,5797,51.905,235961.78,7.272
s64,5,5798,19.416,570501.935,7.716
s64,5,5799,9.185,1311019.868,11.524
s1,8,6102,9.769,5373472.365,43.114
s1,9,6103,24.757,1779318.563,41.31
s1,10,6104,24.592,1770741.978,38.712
s1,10,6105,30.812,1520222.286,38.569
s1,10,6106,14.774,2663756.38,40.076
s3,10,6111,13.948,596740.483,5.76
s3,10,6117,16.791,487096.358,5.76
s3,10,6118,33.753,594844.944,9.923
s7,10,6130,33.461,285749.646,5.76
s7,10,6131,64.662,183162.85,5.76
s7,10,6132,80.773,131403.069,5.76
s7,10,6133,66.922,155155.645,5.76
s7,10,6134,62.257,208440.531,5.76
s7,10,6135,36.158,293190.928,5.76
s6,10,6136,50.666,297965.195,8.151
s8,10,6137,7.654,1653661.968,5.76
s8,10,6138,13.316,1422645.593,10.976
s8,10,6146,6.294,812277.596,5.76
s41,10,6152,13.608,1643776.529,12.326
s60,9,6163,6.658,3378965.954,7.848
s64,1,6170,73.75,591681.255,41.112
s64,1,6171,176.005,277261.353,31.974
s64,1,6172,238.334,258820.471,29.184
s64,2,6173,254.688,240498.289,49.774
s64,4,6174,206.161,241948.733,38.254
s64,4,6175,245.381,150340.368,28.157
s64,5,6176,161.085,140831.719,17.647
s64,4,6177,117.709,140671.561,5.928
s64,2,6178,126.311,136016.427,6.157
s64,5,6179,153.26,101032.847,5.76
s64,7,6180,140.843,200963.63,16.947
s64,5,6181,69.474,368833.181,24.023
s64,1,6182,63.69,273327.093,11.311
s64,6,6183,45.076,361027.983,11.386
s65,3,6184,37.155,599766.897,23.081
s65,3,6185,24.106,1010382.676,28.154
s355,8,6438,34.749,4958458.956,81.721
s355,7,6443,6.731,1267757.389,5.76
s355,7,6444,31.153,361357.265,5.76
s355,7,6445,16.743,469652.273,5.76
s1,8,6482,20.388,1752592.844,32.223
s1,8,6483,17.885,1790146.85,28.035
s1,9,6484,52.889,614346.288,26.113
s1,10,6485,30.083,1066718.987,25.751
s1,10,6486,10.609,2801655.22,32.298
s1,10,6487,7.752,2434349.85,19.51
s1,10,6488,7.217,1406941.474,6.574
s1,10,6490,6.415,960380.013,5.76
s3,10,6498,8.092,2010803.349,10.109
s7,9,6509,7.484,677757.932,5.76
s7,9,6510,42.938,219241.611,5.76
s7,10,6511,39.852,398256.624,7.093
s7,10,6512,102.838,224576.25,10.692
s7,10,6513,97.637,181355.398,10.181
s7,10,6514,46.413,238831.338,5.76
s7,10,6515,17.35,306627.927,5.76
s6,10,6516,22.064,377969.243,5.76
s8,10,6517,7.849,1611462.511,5.926
s8,10,6518,13.268,1753837.001,11.538
s8,10,6519,10.911,3131338.697,24.009
s8,10,6520,8.165,4811899.736,34.01
s8,10,6521,6.221,5356406.542,25.843
s8,10,6523,8.845,806367.293,5.76
s8,10,6524,8.481,1890106.451,6.729
s41,10,6529,13.316,1608123.597,9.095
s41,10,6532,6.367,2340089.148,5.76
s60,10,6543,15.601,733035.115,5.76
s64,1,6550,34.968,860532.661,30.783
s64,1,6551,160.72,211309.252,20.664
s64,1,6552,223.803,159330.657,16.173
s64,5,6553,321.44,148098.19,18.448
s64,4,6554,238.529,185726.98,34.035
s64,5,6555,335.51,76734.883,22.111
s64,6,6556,146.772,128950.702,10.495
s64,2,6557,123.104,118191.074,5.76
s64,1,6558,275.708,62707.579,8.74
s64,5,6559,87.018,125358.576,5.76
s64,6,6560,122.472,198960.49,9.776
s64,7,6561,122.423,228769.416,11.837
s64,6,6562,65.391,194648.633,5.76
s64,4,6563,67.821,203648.433,7.164
s65,1,6564,78.732,283186.503,18.877
s65,4,6565,83.762,211507.557,16.336
s65,5,6566,88.282,200695.369,16.336
s65,6,6567,109.593,269618.077,17.597
s65,7,6568,83.665,253136.367,21.431
s65,7,6569,90.226,254679.23,20.602
s65,7,6570,60.92,328441.068,19.963
s65,7,6571,55.282,373362.314,17.493
s65,7,6572,12.49,1922370.541,25.512
s355,6,6817,52.123,3319132.741,83.451
s355,7,6818,107.941,1791587.323,68.35
s355,6,6819,26.171,5138761.685,63.492
s355,7,6822,8.845,696563.518,5.76
s355,6,6823,16.305,862925.578,5.76
s355,7,6824,39.39,955865.818,15.725
s355,7,6825,79.437,398983.776,7.53
s355,6,6826,11.397,752750.074,5.76
s1,8,6863,32.343,749446.134,17.19
s1,9,6864,89.604,240940.279,9.569
s1,9,6865,48.43,496586.127,21.535
s1,10,6866,7.8,2598397.284,23.164
s1,9,6867,22.089,1107296.321,19.927
s1,9,6868,7.363,1524697.87,6.876
s3,10,6876,21.605,456258.581,5.76
s7,10,6888,16.694,597635.623,5.76
s7,9,6889,29.708,409097.727,5.76
s7,8,6890,47.294,205559.014,5.76
s7,9,6891,62.335,253395.529,7.701
s7,9,6892,89.375,228644.737,13.956
s7,9,6893,86.581,144397.835,5.76
s7,10,6894,37.155,419369.7,6.894
s7,9,6895,49.499,241622.563,5.76
s8,9,6896,36.256,315709.382,5.76
s8,10,6897,14.313,997398.1,9.964
s8,10,6898,8.991,3265049.307,24.711
s8,10,6902,6.124,2116871.986,8.048
s8,10,6907,7.63,1280967.957,5.76
s41,9,6910,5.735,2860103.943,7.179
s60,10,6922,10.522,2618879.364,13.68
s60,10,6923,17.423,568886.513,5.76
s64,1,6930,33.461,822839.289,26.168
s64,1,6931,197.753,120421.198,14.069
s64,3,6932,173.356,57772.756,5.76
s64,5,6933,166.868,92581.254,6.207
s64,6,6934,193.622,95217.676,8.501
s64,6,6935,125.874,197717.92,10.518
s64,6,6936,62.767,248378.172,9.737
s64,5,6937,40.63,301740.975,5.76
s64,7,6938,122.35,171801.234,8.442
s64,6,6939,20.363,485440.662,5.76
s64,7,6940,69.158,164009.743,5.76
s64,8,6941,187.402,25647.717,5.76
s64,7,6942,187.28,64997.282,5.76
s65,5,6943,136.153,215979.814,16.733
s65,1,6944,74.893,277107.921,18.287
s65,3,6945,77.128,161474.86,6.767
s65,5,6946,73.994,163713.998,5.76
s65,6,6947,50.981,215434.759,5.76
s65,6,6948,61.503,237034.381,6.906
s65,7,6949,140.794,153360.694,8.495
s65,7,6950,121.135,165688.66,8.533
s65,6,6951,137.319,125932.183,6.32
s65,6,6952,46.778,453403.425,17.893
s65,7,6953,143.637,305423.894,42.075
s65,7,6954,128.207,318814.14,37.303
s65,7,6955,103.712,395432.89,36.409
s65,8,6956,60.531,656387.321,41.18
s65,5,6957,50.447,634116.638,32.023
s65,5,6958,39.342,679090.925,25.323
s65,5,6959,9.38,2159792.348,21.222
s355,8,7197,57.056,2811473.047,75.923
s355,8,7198,123.25,1416435.869,63.983
s355,7,7199,69.231,1454186.407,49.537
s355,7,7200,28.358,2051647.43,34.337
s355,6,7201,43.618,1290411.181,22.863
s355,7,7202,31.25,1088600.063,9.585
s355,7,7203,46.559,865714.499,11.187
s355,7,7204,35.162,551328.708,5.76
s355,7,7205,35.259,670250.116,5.76
s355,7,7206,13.073,2585371.642,9.47
s355,7,7207,14.361,806499.167,5.76
s1,8,7243,10.911,1911187.01,16.817
s1,9,7244,13.243,690303.716,5.76
s1,9,7245,17.933,732701.772,6.857
s1,10,7246,13.681,919238.539,8.082
s1,9,7247,18.614,992384.563,9.613
s1,8,7248,22.186,668524.211,5.76
s3,10,7256,10.279,680725.888,5.76
s3,10,7257,5.71,1639536.587,5.76
s7,9,7268,29.646,509602.957,6.817
s7,9,7269,44.047,472733.025,16.76
s7,9,7270,89.861,202504.374,9.781
s7,9,7271,108.815,113364.251,5.76
s7,9,7272,40.435,341903.575,6.211
s7,9,7273,70.081,302269.202,9.43
s7,9,7274,36.474,260317.654,5.76
s8,9,7275,63.885,304361.621,10.697
s8,9,7276,68.939,200755.005,7.341
s8,9,7277,59.584,166776.536,5.76
s8,9,7278,33.218,522072.495,9.378
s8,10,7279,10.23,2167452.144,18.142
s8,10,7282,8.699,680665.318,5.76
s41,10,7288,6.245,2450172.311,5.76
s41,10,7289,36.086,780559.15,17.969
s60,10,7299,5.881,2068941.657,5.76
s60,10,7300,7.825,2301390.419,9.076
s60,10,7303,5.808,1625644.99,5.76
s64,1,7310,18.517,1802820.103,28.555
s64,1,7311,120.236,278989.537,15.53
s64,1,7312,108.84,183278.358,8.06
s64,1,7313,226.792,76545.839,5.959
s64,3,7314,249.099,42993.519,5.76
s64,3,7315,193.938,34491.09,5.76
s64,5,7316,48.43,186667.007,5.76
s64,4,7317,100.165,145240.243,7.362
s64,7,7318,146.869,118914.913,7.127
s64,6,7319,23.231,541979.896,5.76
s64,6,7320,119.021,241190.517,27.639
s64,7,7321,234.471,132017.017,12.266
s64,8,7322,230.121,144558.562,13.217
s65,6,7323,112.242,337171.465,21.865
s65,6,7324,206.744,205711.841,21.045
s65,5,7325,44.104,352729.254,11.476
s65,5,7326,85.949,186055.753,11.476
s65,6,7327,89.375,105340.35,5.76
s65,6,7328,71.272,189343.945,5.76
s65,7,7329,83.859,148495.497,5.76
s65,7,7330,53.703,197614.041,5.76
s65,5,7331,123.687,140495.645,5.773
s65,6,7332,74.99,302383.977,20.25
s65,7,7333,177.584,180445.083,30.555
s65,7,7334,159.116,178072.608,25.783
s65,7,7335,82.256,330928.821,24.889
s65,7,7336,94.211,326700.399,29.66
s65,4,7337,207.4,304246.69,26.302
s65,3,7338,188.422,158999.998,14.782
s65,4,7339,105.389,241148.589,9.702
s65,5,7340,68.963,323183.154,15.915
s65,5,7341,86.775,331508.997,27.382
s65,6,7342,72.147,526629.76,38.902
s65,7,7343,51.516,908606.197,50.497
s65,7,7345,31.833,1959188.309,63.547
s65,7,7346,21.165,2936819.211,64.762
s65,7,7347,6.415,8808610.188,67.264
s355,6,7577,104.927,2081206.325,76.379
s355,7,7578,91.66,1529686.377,65.836
s355,7,7579,48.94,2165760.86,50.621
s355,7,7580,67.676,1109751.036,40.877
s355,4,7581,79.753,938840.858,26.8
s355,6,7582,77.444,882374.871,22.242
s355,7,7583,45.684,1852131.894,27.632
s355,7,7584,63.083,783766.041,15.523
s355,7,7585,45.271,602301.889,5.76
s1,8,7622,27.483,1300199.111,27.843
s1,8,7623,26.803,915990.496,17.777
s1,9,7627,9.793,1282032.146,5.76
s3,8,7628,6.512,2139476.394,5.76
s3,10,7636,12.66,1016305.193,5.76
s7,10,7646,8.651,1131767.169,5.76
s7,9,7647,68.259,222567.948,5.76
s7,9,7648,50.259,462943.777,16.126
s7,9,7649,38.2,600189.953,17.591
s7,9,7650,62.524,327068.434,11.342
s7,8,7651,73.24,198197.609,5.76
s7,10,7652,82.299,143989.934,5.76
s7,10,7653,78.124,142352.407,5.76
s7,9,7654,52.026,295059.588,7.708
s8,9,7655,86.435,223768.105,13.093
s8,9,7656,54.845,170939.62,5.76
s8,8,7657,38.758,381385.838,8.875
s8,8,7658,49.548,198722.458,5.76
s8,9,7659,15.989,868957.634,5.76
s8,10,7662,23.182,497193.451,5.76
s41,9,7667,14.993,1783344.467,12.363
s41,10,7668,13.063,639194.616,5.76
s41,10,7669,17.472,630857.295,5.76
s41,10,7673,6.658,935058.401,5.76
s60,10,7678,6.318,3440945.456,10.743
s60,9,7679,6.099,1608691.325,5.76
s60,10,7680,20.461,971894.038,8.797
s60,10,7683,13.705,954077.356,9.918
s64,1,7690,9.501,3597339.168,35.052
s64,1,7691,143.589,291822.968,25.13
s64,1,7692,173.988,186713.843,20.326
s64,1,7693,192.31,162816.526,17.887
s64,3,7694,171.266,190564.395,30.182
s64,4,7695,214.496,147050.135,18.424
s64,5,7696,46.753,322687.285,6.176
s64,4,7697,257.094,18158.712,5.76
s64,5,7698,143.54,88286.311,5.76
s64,6,7699,65.44,214645.982,7.719
s64,6,7700,130.54,164634.561,18.913
s64,7,7701,171.825,159014.348,30.433
s64,8,7702,191.678,142582.448,18.727
s65,6,7703,68.332,261241.791,16.574
s65,7,7704,128.936,198599.153,11.023
s65,6,7705,42.89,365472.551,8.315
s65,4,7706,133.699,175762.396,10.705
s65,5,7707,124.465,74706.15,5.76
s65,6,7708,80.117,244298.355,12.56
s65,7,7709,53.217,363600.196,16.322
s65,7,7710,109.885,273380.751,13.802
s65,6,7711,145.071,196431.043,28.777
s65,6,7712,102.182,323971.208,31.737
s65,6,7713,106.774,270328.61,23.094
s65,6,7714,74.188,286691.877,14.263
s65,7,7715,52.294,378232.75,13.369
s65,6,7716,125.51,208640.117,20.934
s65,3,7717,204.873,157591.511,32.454
s65,2,7718,138.097,197506.945,11.949
s65,4,7719,115.935,94411.746,5.76
s65,5,7720,62.695,309378.646,13.029
s65,5,7721,111.979,401862.643,24.549
s65,6,7722,92.437,388809.933,36.293
s65,6,7723,66.485,686831.019,47.813
s65,7,7725,39.658,1347972.208,52.027
s65,6,7726,110.03,719276.139,78.592
s65,6,7727,70.737,782363.64,59.623
s68,7,7728,69.304,663529.112,48.103
s68,8,7729,85.658,429165.866,36.583
s68,8,7730,88.282,314960.996,25.617
s68,7,7731,124.367,274926.595,14.159
s68,5,7732,76.278,233694.737,10.698
s68,6,7733,61.892,347053.055,18.106
s96,4,7734,23.206,1243269.573,28.779
s96,5,7735,31.031,899452.731,26.393
s96,6,7736,22.332,1387859.595,31.165
s355,5,7956,23.328,8354252.612,95.584
s355,7,7957,112.29,2143060.336,83.832
s355,8,7958,122.982,1758871.139,76.274
s355,7,7959,71.709,1767355.448,59.892
s355,7,7960,108.524,1362048.367,54.515
s355,5,7961,61.771,1867736.726,40.144
s355,7,7962,87.772,1193885.146,38.628
s355,6,7963,61.528,1477458.388,36.288
s355,7,7964,49.159,1194715.749,29.248
s355,6,7965,26.001,1401873.884,14.924
s355,7,7966,6.974,2436598.562,8.219
s355,8,7967,13.621,795531.175,5.76
s1,9,8005,6.658,3083467.648,16.156
s1,10,8006,26.074,1036275.335,21.69
s1,9,8007,27.435,843014.137,17.98
s3,9,8008,36.912,414389.741,6.4
s3,9,8010,0.972,7895814.517,5.76
s3,10,8011,2.138,2420970.441,5.76
s3,10,8014,30.569,343199.974,5.76
s3,10,8015,53.581,299399.427,5.76
s3,10,8016,20.266,965638.881,8.871
s3,10,8017,8.116,2711347.311,11.292
s4,10,8022,23.522,836798.286,10.113
s7,9,8027,36.742,276995.911,5.76
s7,9,8028,96.933,210671.552,19.217
s7,10,8029,32.513,502052.032,6.795
s7,10,8030,109.739,89223.123,5.76
s7,9,8031,72.633,279507.348,13.622
s7,10,8032,154.872,67671.432,5.76
s7,10,8033,113.116,127454.978,6.756
s7,10,8034,71.563,298148.657,18.873
s8,9,8035,84.953,208739.142,12.177
s8,9,8036,83.227,146260.352,5.76
s8,8,8037,47.798,394621.01,14.824
s8,8,8038,34.968,482324.482,9.783
s8,8,8039,18.784,722405.74,7.269
s41,8,8047,7.023,2813411.047,8.722
s60,10,8058,11.64,625395.999,5.76
s60,10,8059,11.251,1682605.434,8.446
s60,10,8060,21.578,806216.067,11.684
s60,10,8061,17.715,574161.347,5.76
s64,1,8071,30.254,1171785.792,36.188
s64,1,8072,140.405,389108.051,32.368
s64,2,8073,161.206,288887.633,46.119
s64,2,8074,184.607,182405.691,33.779
s64,4,8075,227.958,135459.264,21.29
s64,6,8076,151.996,115599.358,9.836
s64,6,8077,134.136,94433.982,5.76
s64,7,8078,180.039,66305.427,8.898
s64,7,8079,61.114,175761.28,5.76
s64,6,8080,112.533,90773.637,5.76
s64,7,8081,108.524,159111.22,5.76
s64,7,8082,107.795,178374.629,6.62
s65,6,8083,49.329,222258.078,5.76
s65,7,8084,57.98,171995.01,5.76
s65,6,8085,30.885,380331.708,5.76
s65,5,8086,36.231,280580.588,5.76
s65,5,8087,34.336,282024.009,5.76
s65,6,8088,80.773,145008.895,5.76
s65,6,8089,78.27,166622.988,5.76
s65,7,8090,104.514,174135.821,6.276
s65,7,8091,88.063,186661.678,8.156
s65,6,8092,160.526,130290.115,20.512
s65,6,8093,114.113,220655.889,18.397
s65,6,8094,116.008,132851.826,6.877
s65,6,8095,87.261,139893.682,5.76
s65,6,8096,102.74,226110.853,16.312
s65,5,8097,202.492,74721.078,5.76
s65,3,8098,187.402,46479.643,5.76
s65,3,8099,121.451,122984.767,5.76
s65,4,8100,85.244,256340.522,18.855
s65,5,8101,94.648,314882.743,29.321
s65,5,8102,211.913,447118.532,45.726
s65,6,8103,138.956,395813.873,52.726
s65,6,8104,72.351,640762.891,42.501
s65,7,8105,57.591,765853.804,40.657
s65,5,8106,88.258,508361.842,41.648
s65,7,8107,58.587,839177.254,46.419
s68,7,8108,49.135,846404.714,43.332
s68,8,8109,81.502,403630.17,31.812
s68,7,8110,51.54,451475.51,20.292
s68,6,8111,47.361,360869.861,10.444
s68,5,8112,87.431,106829.791,5.76
s68,6,8113,135.934,229851.354,13.864
s96,5,8114,168.691,183654.878,17.259
s96,5,8115,198.628,153492.691,14.873
s96,7,8116,172.117,209822.169,20.066
s96,6,8117,164.924,329204.106,31.586
s96,7,8118,95.037,436776.428,43.106
s96,6,8119,101.185,498681.265,54.626
s96,6,8120,152.701,495659.826,43.661
s96,7,8121,121.208,522332.162,34.935
s96,6,8122,41.407,747598.243,30.163
s96,6,8123,45.441,631597.027,26.808
s96,6,8124,56.692,568266.541,31.58
s96,7,8125,45.465,823755.605,37.459
s96,7,8126,18.383,2343440.07,47.279
s355,7,8336,57.154,3762625.32,103.906
s355,7,8337,86.265,2320869.623,90.847
s355,7,8338,108.232,2120957.651,79.118
s355,8,8339,123.493,1666731.127,73.245
s355,7,8340,84.054,1652075.894,68.808
s355,4,8341,77.614,1774805.954,57.073
s355,7,8342,57.032,1689297.406,44.21
s355,7,8343,74.844,1066650.595,31.967
s355,7,8344,72.487,702003.877,17.55
s355,7,8345,121.087,562456.241,25.909
s355,7,8346,9.428,1090244.503,5.76
s355,7,8348,7.849,1931115.479,5.76
s1,8,8383,8.092,663316.568,5.76
s1,9,8385,7.168,3318332.286,14.013
s5,9,8386,18.152,1542789.849,28.106
s5,10,8387,19.124,971936.835,19.216
s3,9,8388,9.501,676644.864,5.76
s3,9,8389,17.374,440674.47,5.76
s3,8,8390,26.956,329496.265,5.76
s3,9,8391,0.437,11805462.935,5.76
s3,10,8393,13.997,1013622.985,6.189
s3,10,8394,69.279,249553.759,6.277
s3,10,8395,13.681,1940602.144,18.906
s4,8,8402,1.847,2567942.329,5.76
s4,7,8403,19.999,510392.417,5.76
s4,6,8405,7.97,1593678.735,5.76
s4,9,8406,12.32,878463.957,5.76
s7,8,8407,35.697,214580.335,5.76
s7,9,8408,58.806,162997.78,5.76
s7,9,8409,67.044,199614.941,5.76
s7,9,8410,114.356,193873.095,10.001
s7,10,8411,55.453,155623.471,5.76
s7,10,8412,74.577,121283.735,5.76
s7,10,8413,95.815,130631.057,6.139
s7,10,8414,113.821,233099.772,12.714
s8,9,8415,78.416,280311.794,20.344
s8,8,8416,80.919,247949.938,16.616
s8,8,8417,48.843,480252.076,22.074
s8,8,8418,49.718,378618.616,10.784
s8,8,8419,19.44,461832.138,5.76
s61,10,8438,8.384,2685285.003,14.148
s61,10,8439,25.782,1058762.447,17.702
s60,9,8440,12.733,2152526.402,24.338
s60,9,8441,28.334,633726.455,10.206
s64,1,8452,77.468,490381.469,41.907
s64,1,8453,135.497,338170.074,29.896
s64,5,8454,206.89,182952.319,17.78
s64,6,8455,150.587,127980.587,8.737
s64,7,8456,60.993,286564.116,12.516
s64,6,8457,62.888,170938.527,5.76
s64,6,8458,84.272,196453.693,8.38
s64,7,8459,76.594,149055.175,5.76
s64,7,8460,140.09,171154.655,21.595
s64,7,8461,125.121,156084.222,7.287
s64,7,8462,160.769,100170.069,5.76
s65,7,8463,51.322,209956.694,5.76
s65,7,8464,109.374,129591.965,5.76
s65,6,8465,107.163,180778.066,6.875
s65,5,8466,78.076,170633.887,5.76
s65,6,8467,90.931,112133.385,5.76
s65,6,8468,66.169,160486.787,5.76
s65,7,8469,78.805,130086.252,5.76
s65,7,8470,88.282,127396.57,5.76
s65,7,8471,23.692,351513.159,5.76
s65,6,8472,50.908,186418.15,5.76
s65,6,8473,53.217,244248.39,5.76
s65,6,8474,50.52,230487.935,5.76
s65,6,8475,61.795,198466.193,5.76
s65,6,8476,97.735,124028.667,5.76
s65,6,8477,130.078,117071.669,5.76
s65,6,8478,212.066,151402.097,9.193
s65,5,8479,243.34,173726.702,13.284
s65,5,8480,148.133,242074.207,25.807
s65,5,8481,37.179,833218.991,29.705
s65,6,8482,112.946,411038.57,34.312
s65,6,8483,125.437,361393.901,41.206
s65,6,8484,114.331,428924.514,46.008
s65,6,8485,47.069,732918.821,28.466
s65,6,8486,112.898,518410.502,30.128
s65,7,8487,152.264,426711.3,57.222
s68,7,8488,73.823,548144.681,40.871
s68,7,8489,30.545,986851.331,29.351
s68,7,8490,32.829,677069.435,19.109
s68,5,8493,29.719,371643.996,5.76
s96,6,8494,101.569,121635.273,5.76
s96,5,8495,141.095,84589.59,5.76
s96,6,8496,158.906,211763.081,15.295
s96,7,8497,158.922,300132.623,26.815
s96,7,8498,132.751,512777.628,38.335
s96,5,8499,108.086,817242.713,49.855
s96,6,8500,168.35,392700.112,38.889
s96,7,8501,124.197,407946.487,27.369
s96,6,8502,63.52,351368.224,18.696
s96,6,8503,99.581,215490.175,15.288
s96,6,8504,138.85,272994.58,20.06
s96,7,8505,106.969,496479.175,28.562
s96,7,8506,12.32,2887228.875,39.568
s97,6,8513,14.823,879768.225,8.914
s97,6,8514,21.578,1016496.86,20.434
s97,6,8516,14.531,2768314.838,45.637
s97,6,8518,8.626,6536791.041,66.93
s97,6,8519,6.901,8433561.428,69.89
s355,8,8716,64.565,3740894.956,110.613
s355,8,8717,174.814,1673054.23,99.486
s355,7,8718,113.918,2436910.358,90.944
s355,7,8719,116.421,2097648.28,87.652
s355,6,8720,74.139,2163215.104,66.222
s355,3,8721,103.518,2238311.642,83.501
s355,7,8722,81.599,1096763.21,37.83
s355,7,8723,93.676,623854.826,26.157
s355,7,8724,57.518,693149.052,13.919
s355,7,8725,58.417,221500.649,5.76
s355,7,8726,27.653,1010162.099,11.63
s355,7,8727,12.101,1700760.933,6.301
s355,7,8728,6.415,1915641.24,5.76
s355,6,8729,8.165,1291461.04,6.726
