region,class,bin,capacity,supply_curve_cost_per_mw,sc_point_gid,dist_mi
p10,5,13,16115.5861,579557.6895,"52082,52083,52084,52085",142.719
p10,5,14,19721.4863,596021.5902,"49424,51704,51705,51706,51707",146.8818
p10,5,15,15516.0049,613407.5194,"49425,49804,51702,51703",151.2777
p10,5,16,18961.9964,625645.2396,"49426,51324,51325,51326,51327",154.3719
p10,5,17,18425.4754,640237.4467,"49427,49805,50184,51322,51323",158.0615
p10,5,18,15737.605,649186.6509,"49806,50563,50946,50947",160.3242
p10,5,19,19454.1882,660285.3151,"49807,50185,50943,50944,50945",163.1304
p10,5,20,18995.7437,679235.2758,"50186,50187,50565,50566,50567",167.9218
p10,6,1,58632.649,11521.2132,"47152,52474,52849,53601,53982,53983,54754,55889,55908,56264,56274,56285,56644,56654,56659,57028,57405,57785,57813,58168,58170,58174,58175,58545,58546,58572,58573,58934,60073,60452,60839,61212,61592,61600,61972,61980,61987,62748,66162,66166,66549",2.1068
p10,6,2,59312.413,19375.7223,"51713,52093,52854,53603,53614,53616,54372,55529,55530,55907,56271,56645,56656,56657,56662,57034,57040,57407,57408,57414,57418,57788,57789,57796,57797,58163,58165,58166,58169,58173,58181,58544,58553,58554,58557,58558,58933,58935,59304,59313,59314,59714,60076,60095,60834,60838,61218,61979,62366,62745,62746,62747,63129,64266,65029,66546,66548",3.1167
p10,6,3,58325.9651,29799.3372,"51333,52473,52855,53234,53600,53604,53981,53992,54371,54751,54753,55135,55509,55906,55911,56265,56275,56282,56290,56648,56665,57026,57053,57402,57404,57422,57786,57790,57794,57795,58167,58179,58543,58547,58555,59311,59715,60453,60457,60831,60833,60840,60856,61213,61220,61593,61599,61606,62360,62364,62368,62372,62740,62743,62744,62749,63130,63505,63510,63881,64264,65790,66161,66170,66171,66543,66544",6.5713
p10,6,4,57985.3209,46618.1951,"44111,47533,50195,52092,52472,52852,52853,52857,53235,53246,53611,53612,53980,53991,54377,55515,55520,55887,55894,55909,55910,56266,56272,56279,56646,57032,57033,57052,57403,57409,57410,57413,58164,58194,58550,58551,58552,58561,58571,60085,60459,60832,61217,61221,61601,61602,61973,61977,61982,62369,62750,63122,63125,63883,64268,64647,65021,65028,65400,65791",10.8988
p10,6,5,56436.9585,69268.5325,"52477,53232,53979,54359,54360,54370,54766,55500,55516,56267,56268,56270,56672,57027,57029,57411,57783,57784,57787,57791,58171,58556,58563,58570,58936,58950,60454,60855,61233,61235,61611,61990,62371,64263,64651,65020,65792",17.2784
p10,6,6,58543.704,109430.2876,"47913,51338,52099,52479,53228,53608,53988,53990,53998,54369,54385,54388,54740,54768,54769,55507,55518,55886,55888,56647,56649,56655,57031,57426,58172,58195,58568,58569,58575,58937,58955,59317,59318,59335,59699,59700,60455,60466,60846,61214,62358,62735,63118,64642,65031",26.5176
p10,6,7,57403.5638,150501.5739,"44489,44869,45630,46392,46772,48293,48673,53229,53230,53239,53609,53627,54008,54761,55121,55150,55531,56269,56276,56663,57036,57792,58176,58184,58186,58567,58574,58938,58954,59334,60087,60096,60456,60844,61594,62738,63503",36.9727
p10,6,8,58599.7881,179580.5815,"45250,49053,49813,50193,53231,53610,53628,54007,55130,55508,56286,56673,57030,57412,57793,58177,58939,59319,59705,60475,60476,61974,62353,62354,62736",43.6656
p10,6,9,59261.3907,213760.781,"44492,44870,45252,49433,51334,54750,54752,55120,55512,55514,55890,57415,57802,58185,59325,60468,60835,60836,60857,61215,61237,61595,61975,61976,62355,62356,62357,62737",52.6101
p10,6,10,55834.0004,255699.3093,"48294,48674,51714,52094,53233,53613,55145,55519,55885,55891,56273,57416,57417,58559,58940,59320,59321,60083,60843,61216,61236,61596,61615,63501,64641,65780",63.5713
p10,6,11,59181.6998,290178.1313,"50955,54764,54765,55128,55129,55132,55134,55510,55511,55525,55884,55892,55905,57037,57038,58941,60837,61219,62373,62741,63121,63502,63882,64262,65402",71.3041
p10,6,12,55900.6402,320331.4495,"54382,54763,55122,55126,55127,55131,55136,55504,55513,55524,55893,56284,57425,58947,59328,59708,61981,61994,62361,62742,63124,64643,65023,65403,65782,65783",78.8912
p10,6,13,61145.593,348718.8072,"46774,54381,54762,55124,55125,55904,57039,57045,57419,57800,58946,59326,59327,59707,60082,62362,63123,63504,63884,64644,65024,65404,65784,66163",84.7478
p10,6,14,54617.6127,374245.2121,"43732,54748,54749,54755,55123,55137,56283,56664,57420,57801,58182,59706,60086,62752,62753,63885,64265,64645,65025,65405,66164",91.1707
p10,6,15,59479.5209,398645.2044,"43731,52859,54368,54374,54380,54742,54743,54756,55898,57044,57421,60462,62751,63132,63133,64646,65026,65406,65785,66165,66545",97.1537
p10,6,16,59193.7997,428356.1375,"44493,53619,53993,54361,54362,54363,54375,54741,55899,55900,57041,57042,57043,57424,60084,60463,60464,63131,63512,63513,65027,65407,65786",104.7324
p10,6,17,58552.0258,464049.0029,"44871,44872,44873,51718,52098,52478,52858,53237,53238,53602,53605,53618,53994,53995,53996,54376,61986,62367,63511,63891,63892,65408",113.5135
p10,6,18,56106.3421,504851.5558,"45251,45253,45254,45631,45632,45633,45634,53221,53222,53223,53224,53225,53599,53617,53997,64271,65409,65789",123.8301
p10,6,19,58361.9488,565983.0903,"46012,46013,46014,46393,46394,50575,52459,52460,52461,52838,52839,52840,53218,53219,53220,66172,66550,66551",139.2868
p10,6,20,60671.6878,631742.4532,"46773,47153,47154,47534,47914,49054,49434,49814,50194,50574,50954,51697,52077,52078,52079,52080,52457,52458,52837",155.9136
p10,7,1,1910.1121,19124.9026,"63887,63888,66160,66167,66547",1.6694
p10,7,2,1201.475,30459.6088,"58180,60080,60841",4.7061
p10,7,3,2750.2544,47505.8061,"56280,60460,61223,62739,65401",9.7783
p10,7,4,667.1056,59495.9546,"60078,65022",14.5928
p10,7,5,1867.0098,70293.0938,60079,17.7731
p10,7,6,3603.007,77985.8588,"60461,63119",19.7181
p10,7,7,2683.9097,95908.4531,60081,24.2497
p10,7,8,2844.4633,262971.75,64261,62.6726
p10,7,9,4177.2232,267992.1562,58560,67.7598
p10,7,10,2551.0439,271220.1562,59701,68.576
p10,7,11,2765.0418,276476.9062,65781,66.0873
p10,7,12,1669.94,440531.6562,65787,107.5673
p10,7,13,4167.7052,468160.25,65788,114.553
p10,7,14,3456.2505,474439.8438,66168,116.1408
p10,7,15,4038.7612,502012.9062,66169,123.1124
p100,3,1,7628.7377,26103.9091,"43260,44019,44020",4.3296
p100,3,2,6226.3311,42958.1877,"43640,44400",7.0438
p100,3,3,4711.7583,49365.676,"43639,44399",8.6639
p100,3,4,3906.1673,58688.7773,43641,11.0212
p100,3,5,6156.3108,64358.3113,"44401,44780",12.4547
p100,3,6,6163.9677,74415.8564,"43259,44779",14.9977
p100,3,7,8231.9404,80736.5566,"43261,44781",16.5958
p100,3,8,4486.5265,89094.2308,"43258,44778",18.709
p100,3,9,6659.9939,98350.8927,"42500,42880",21.0495
p100,3,10,5924.5756,100534.041,"42879,45160",21.6015
p100,3,11,3271.511,103147.2109,45159,22.2622
p100,3,12,8312.5802,105974.0571,"42881,45161",22.9769
p100,3,13,6366.3382,112428.0856,"42878,45158",24.6088
p100,3,14,4143.8537,114336.2656,42499,25.0912
p100,3,15,4979.4391,129691.399,"45539,45540",28.9737
p100,3,16,8905.4124,150944.5419,"45538,45919,45920",34.3474
p100,3,17,4098.8721,161125.6406,45921,36.9216
p100,3,18,6949.2274,185844.9075,"46299,46300",43.1717
p100,3,19,4159.1154,188701.7656,46301,43.894
p100,3,20,8111.4382,214127.373,"46679,46680",50.3227
p101,4,1,26634.6352,28966.0327,"77070,77449,77450,77828,77829,77830,78203,78207,78208,78209,78210,78211,78582,78583,78588,78589,78590,78591,78947,78948,78962,78966,78967,78968,78969,78970,78971,79326,79327,79335,79727,80085,80087,80089,80107,80467,80468,80488,81244,81245,81249,82391,82768",6.2244
p101,4,2,24835.4111,189545.3575,"78946,78963,79348,79349,79350,79704,79705,79710,80478,81630,82008,82388,82392,82774,83152,83153,83155,83533,83536",45.7824
p101,4,3,25040.1822,299615.8038,"79703,80082,81627,81628,81631,81632,81633,82013,82014,82382,82393,82394,82775,83156",72.284
p101,4,4,25779.4105,342754.1863,"80867,80868,80869,80870,81246,81247,81248,81250,81251,81252,81253",82.845
p101,4,5,28746.3923,377346.4639,"78943,79323,80487,80489,80490,80491,80864,80865,80866,80871,80872",91.5914
p101,4,6,24475.1263,396756.9004,"78183,78563,79324,80484,80485,80486,80492,80863,81241",96.4992
p101,4,7,27559.8519,416936.6882,"78184,78564,78944,80106,80108,80109,80110,80111,80112,80861",101.6015
p101,4,8,25385.4734,439103.3846,"78945,79325,79728,79729,79730,79731,80103,80104,80105,80481",107.2062
p101,4,9,26376.083,457648.3599,"78185,78565,79347,79351,79723,79724,79725,79726,80480,80858",111.8952
p101,4,10,24302.4054,479743.623,"78186,78566,79344,79345,79346,79722,80100,80479,80857",117.4818
p101,4,11,26890.3509,508690.8771,"78187,78567,78964,78965,79328,79341,79342,79343,79720,80477",124.8009
p101,4,12,25453.5975,530022.8682,"78188,78568,78585,78586,78587,79340,79708,80088,80097,80476",130.1945
p101,4,13,25917.1671,550163.4501,"78584,78949,78960,78961,79329,79339,79709,79717,80096",135.2869
p101,4,14,28285.6454,568353.6499,"78189,78204,78206,78569,78580,78581,78959,79337,79716,80095",139.8862
p101,4,15,24569.0654,586149.1103,"77826,77827,78190,78202,78570,78950,78958,79330,79336,79715",144.3856
p101,4,16,26189.3063,604624.6856,"77448,78200,78201,78578,78579,78951,78957,79331,79711,79714",149.057
p101,4,17,27068.4813,618570.8986,"77446,77447,77821,77822,78191,78199,78571,78577,78956,79334,79713",152.5832
p101,4,18,24612.7173,637222.9755,"77067,77068,77069,77820,78198,78572,78576,78952,78955,79332",157.2993
p101,4,19,28078.5086,651821.4965,"76688,77066,77818,77819,78192,78196,78197,78575,78954,79333",160.9904
p101,4,20,26447.7858,677750.1042,"76686,76687,77815,77817,78193,78194,78195,78573,78574,78953",167.5463
p101,5,1,45091.9067,12956.7752,"80846,82015,82396,82767,82777,83150,83523,83534,83903,83914,84289,84293,84294,84295,84669,84673,84675,84676,85053,85055,85057,85433,85434,85438,85813,86183,86193,86564,86943,86944,86946,86950,86951,86952,87324,87325,87327,87330,87339,87707,87710,88085,88086,88087,88090,88470,88471,89225,89226,89605,89606,90747,91131,91892,91893,91894,92272,92653,93034,93414,93794,93795,94174",2.4527
p101,5,2,45004.4032,28200.5045,"77831,78972,80091,80113,80874,81225,81255,81605,82011,82766,83522,83524,83908,83913,84283,84284,84288,84296,84672,84677,85044,85424,85428,85429,85432,85437,85804,85814,85815,86192,86194,86566,86571,86572,86945,86947,88095,88466,88467,88845,89987,91140,91513,92271,92273,92274,92654,92655,93033,94175",5.7432
p101,5,3,42357.5128,47422.5292,"79352,80494,81603,81635,81982,83141,83149,83158,83904,83906,83910,83915,84663,85048,85049,85050,85052,85430,85435,85436,85808,85810,85812,85817,85818,86565,86957,87328,87708,88088,88091,88846,91128,91130,91510,91512,91514,93415,93797,94555,94557",10.1771
p101,5,4,47761.3039,78456.7915,"80493,80848,81604,81626,82378,82759,83140,83538,83911,84287,84667,84668,84670,85047,85051,85056,85426,85427,85431,85807,85811,86184,86185,86187,86188,86189,86190,86198,86574,86954,86955,90759,91511,91891,94556",17.0385
p101,5,5,45535.1797,110097.1617,"81234,81996,82377,82758,83139,83143,84290,84291,84666,84671,85045,85046,85425,85805,85806,85816,86186,86191,86567,86568,86569,86570,86949,87336,88847,89227,90368,91509",24.5156
p101,5,6,45109.1277,148366.5086,"81226,81983,83527,83528,83529,83530,83907,83909,83912,84285,84286,84292,84664,84665,86573,86575,86948,87329,88097,88468,89607,90369,92281,92661,93040,93041,93796,94938",34.4482
p101,5,7,43219.0287,182434.3169,"79732,81616,83142,83147,83148,83525,83526,83531,83532,83905,86953,87331,87332,87709,87711,90367,91900,92280,92660,93039,93418,93419",43.191
p101,5,8,44829.6018,216583.0287,"83144,83145,83146,86195,86196,87333,87334,87712,87713,88089,88092,91133,91519,91520,91899,92279,92659,93038",51.3164
p101,5,9,46140.7863,246247.4868,"82386,82387,82764,82765,82773,83154,83535,83916,86197,86576,86956,87335,87714,88093,88469,90748,91139,91898,92278,92658",58.5042
p101,5,10,45087.0006,266260.7236,"82007,82385,82763,86577,87715,88094,88472,88473,88848,88849,88850,89621,90000,90379,90749,91138,91518,93037,93417",63.9534
p101,5,11,43285.0885,283295.7843,"82006,82012,82384,82762,83537,87337,87716,88474,88851,88852,89241,89620,89999,90758,91517,91897,92277,92657,94176",67.8626
p101,5,12,46893.6216,297905.1745,"82004,82005,82383,82395,82776,86578,86958,87717,88475,88853,89228,89229,89230,89231,90378,90757,91137,93416",71.6413
p101,5,13,47097.0027,311224.6081,"81625,82003,82761,83157,87338,88476,88854,88861,89232,89240,89619,89998,90377,91136,91516,91896,92276,92656,93036",74.873
p101,5,14,43599.4407,326951.2659,"81624,82381,82760,86959,87718,88855,88860,89233,89239,89608,89609,89610,89618,89997,90756,93035",78.9203
p101,5,15,44734.7368,339255.6156,"81623,81634,82002,88098,88477,88481,88856,88859,89234,89238,89611,89612,90376,91135,91515,91895,92275",81.9604
p101,5,16,45753.9109,353055.454,"81622,82001,82380,87719,88480,88857,89235,89613,89614,89617,89988,89989,89990,89991,89996,90755",85.4496
p101,5,17,45942.8659,368525.1671,"80092,80873,81243,81254,81621,82000,82379,88099,88478,88479,88858,89236,89237,89615,89616,89992,89993,90375,91134",89.4593
p101,5,18,45114.879,391795.7095,"80862,81242,81619,81620,81999,88100,89994,89995,90370,90371,90372,90373,90374,90753,90754",95.2448
p101,5,19,45494.7973,433112.8993,"80101,80102,80473,80482,80483,80859,80860,81238,81239,81240,81617,81618,81997,81998,90750,90751,90752,91129,91132",105.6916
p101,5,20,45993.7546,540153.3569,"79338,79712,79718,79719,79721,80093,80094,80098,80099,80474,80475,80847,80854,80855,80856,81235,81236,81237",132.7559
p102,5,1,10639.7529,7339.091,"84679,85058,85059,85060,85821,86200,86201,88865,89245,90003,90387,90767,91145,91146,91527,91528,92667,93046,93426,93806,94186,94566,94946,94947,94948",1.8056
p102,5,2,6053.7612,16402.7749,"84298,85439,88864,89623,90007,90764,95327,95707",1.597
p102,5,3,9894.6002,19491.613,"84297,85440,88104,88485,88863,90762,91525,91907,92287,92664,92666,95326,96086,96087",4.1089
p102,5,4,7020.6289,23412.0593,"84678,88484,90383,90384,91905,92286,93425,95706",2.9371
p102,5,5,8389.7179,25604.2119,"86199,88483,89626,90002,90385,92285",5.0056
p102,5,6,7765.8029,29318.7036,"84299,84680,90765,90766,91141,91144,95325,95705",6.3506
p102,5,7,8341.7714,39393.0439,"83919,84300,85819,86582,89244,90382,91524,91526,92663,96085",9.623
p102,5,8,7492.3364,70167.7925,"83918,85820,88103,92284,92662",14.742
p102,5,9,8138.6337,88682.0405,"83917,86580,91142,91904,93042,93422",20.0131
p102,5,10,7829.0844,110920.3533,"91903,92283",24.2276
p102,5,11,7795.7069,129574.2536,"86581,91523,92282",29.2946
p102,5,12,4178.5062,140540.4062,91902,31.7168
p102,5,13,9073.6328,148427.4864,"86960,90386,91143,91522",33.711
p102,5,14,8027.3281,166598.2399,"90763,91901",38.3053
p102,5,15,10219.8203,189345.1323,"90004,90005,90006,91521",44.0567
p102,5,16,6748.6246,237218.9143,"87340,89622,89624,89625",56.6025
p102,5,17,8686.1469,279820.0793,"88862,89242,89243",66.9326
p102,5,18,5197.4759,324307.8468,"86579,88482",78.181
p102,5,19,11173.3966,366448.8324,"86962,87720,87722,87723,88101,88102",89.0548
p102,5,20,8020.3113,391979.5915,"86961,87341,87342,87343,87721",95.2913
p103,2,1,104982.434,13680.8862,"18505,20025,20026,24212,24974,24975,26100,27637,28002,28014,28015,28392,28395,28774,29140,29141,29908,29916,30281,30282,30296,30298,30304,30676,30678,30683,31043,31061,31064,31422,31423,31436,31437,31439,31440,31441,31442,31443,31800,31801,31818,31819,31820,31821,31823,32198,32199,32200,32574,32578,32952,32955,32958,33337,33338,33339,33340,33341,33719,33720,33721,34100,34479,34480,34857,34858,34860,35237",2.2553
p103,2,2,101288.5005,31495.0876,"17366,17743,18125,18496,19255,19635,20016,20405,20406,21174,22316,22682,24597,25736,26097,26477,26482,26857,26874,27257,27619,27636,28012,28016,28377,28391,28393,28394,28761,29164,29519,29544,29902,30297,30684,31044,31054,31055,31058,31059,31060,31062,31063,31419,31424,31434,31435,31438,31444,32180,32181,32197,32575,32576,32577,33332,33334,33335,33336,33707,33712,33718,34099,34101,34478,34859",6.1499
p103,2,3,104623.3612,68787.7391,"17749,18129,18503,18510,18875,19262,19264,19267,19268,19270,19640,20396,20404,20407,21544,22302,23076,23442,23819,24198,24972,24973,24977,26119,26121,26498,26858,26877,28011,28023,28390,29923,29924,30294,30295,30303,30673,30674,30675,30679,30680,30681,30682,31039,31052,31053,31056,31057,31420,31432,31433,31811,31813,31814,31815,31816,32194,32195,32954,33333,33717,34098,34855,35238",15.2074
p103,2,4,103689.2996,113977.7335,"17363,18884,19269,20409,20790,20791,23060,24215,24577,24578,24957,25356,26495,28763,29517,29912,29913,29914,29915,30291,30292,30293,30299,30300,30301,30302,30659,30671,30672,30677,31051,31431,31812,31817,32191,32192,32193,32196,32572,32573,32957,33320,33321,33322,33323,34097,34477",25.866
p103,2,5,102938.1465,149149.2571,"16222,16223,19271,23456,24976,29522,29532,29533,29534,29535,29536,29537,29911,29917,29918,29921,30290,30670,31050,31430,31810,32190,32562,32563,32571,32940,32941,32942,32943,32944,32945,32953,32956,34087,34467,34847,35227,35607",34.1048
p103,2,6,105538.1553,176852.0584,"26494,29152,29153,29154,29155,29156,29157,29531,29538,29910,29919,30278,30279,30289,30669,31049,31429,31809,32182,32189,32560,32561,32564,32565,32570,32946,32947,32951,33327,33708,34088,34468,34848,35228,35608",40.9427
p103,2,7,103022.7785,199222.2897,"28403,28760,28773,28775,28776,29151,29158,29530,29539,29909,29920,30288,30668,31048,31428,31808,32183,32184,32185,32566,32569,32950,33328,33331,33713,33714,33715,33716,34089,34469,34849,35229",46.6463
p103,2,8,105130.8772,219836.7961,"18876,21173,26882,27632,28771,28772,28777,28778,29150,29159,29529,29540,30667,31047,31427,31802,31803,31804,31807,32186,32188,32567,32568,32948,32949,33329,33330,33709,33711,34090,34093,34094,34095,34470,34850,35609",51.8766
p103,2,9,105295.1998,243665.2864,"19273,22695,28396,28397,28398,28769,28770,28779,28780,29148,29149,29160,29528,29541,29907,29922,30287,30666,31046,31421,31426,31805,31806,32187,33710,34091,34092,34096,34471,34474,34475,35230,35610",57.8006
p103,2,10,102930.9941,271323.1234,"26120,28010,28013,28017,28018,28389,28399,28400,28759,28768,28781,28783,29147,29161,29162,29526,29527,29542,29906,30286,30665,31040,31041,31042,31045,31425,34472,34473,34851,34852,34854,35231,35611",64.9267
p103,2,11,105932.4863,302266.5775,"20015,20395,25354,27253,27630,27631,27633,27638,27639,28008,28009,28019,28020,28387,28388,28401,28402,28766,28767,28782,29146,29163,29525,29543,29900,29905,30284,30285,30660,30661,30662,30663,30664,34853,35232",72.608
p103,2,12,102083.6308,338456.3954,"16600,17736,18116,18117,19256,19257,19636,19637,26871,26872,26873,26878,27249,27250,27251,27252,27258,27259,27260,27628,27629,27640,27641,28006,28007,28021,28022,28379,28385,28386,28765,29137,29144,29145,29524,29898,29903,29904,30280,30283",81.7982
p103,2,13,104272.4194,374044.7501,"17737,17738,18118,18498,18878,19258,19638,26490,26491,26492,26493,26499,26868,26869,26870,26879,26880,26881,27247,27248,27261,27262,27625,27626,27627,27642,27997,28005,28384,28757,28758,28764,29138,29518,29521,29523,29899,29901",90.7566
p103,2,14,105614.2415,412180.4962,"16978,16979,16982,17358,17359,17739,18119,18499,18879,18880,19259,19260,19639,24595,25727,25732,25733,25734,25735,26109,26110,26111,26112,26113,26114,26115,26487,26488,26489,26500,26501,26866,26867,27239,27244,27245,27246,27617,27624,27998,28003,28004,28378,28383,29520",100.4801
p103,2,15,104294.2617,455518.9862,"16980,17360,17361,17740,17741,18120,18121,18500,18501,18881,22314,23835,24958,25338,25349,25350,25351,25352,25353,25355,25718,25728,25729,25730,25731,26098,26106,26107,26108,26478,26484,26485,26486,26863,26864,26865,27237,27238,27242,27243,27618,27621,27622,27623",111.4364
p103,2,16,104111.4924,504177.6934,"16601,16602,16981,17362,17742,18122,18123,18502,18882,18883,19263,21555,23440,23820,24199,24200,24579,24580,24596,24959,24960,24967,24968,24969,24970,24971,25339,25340,25345,25346,25347,25348,25719,25720,25724,25725,25726,26099,26103,26104,26105,26483,26861,26862,27241",123.6784
p103,2,17,105007.5262,558682.4564,"16603,16983,18513,20784,21164,21923,22303,22681,23061,23441,23821,23822,23831,23832,23833,23834,23836,24201,24202,24207,24208,24209,24210,24211,24216,24581,24582,24585,24586,24587,24588,24961,24962,24964,24965,24966,25341,25342,25343,25344,25721,25722,25723",137.4409
p103,2,18,103191.4538,601141.6995,"17746,18126,18506,20785,20786,21165,21545,21924,21925,22304,22683,22684,23063,23443,23448,23449,23450,23451,23452,23453,23454,23455,23823,23826,23827,23828,23829,23830,24203,24204,24205,24206,24583,24584,24963",148.1764
p103,2,19,104386.3899,640177.7846,"17367,17747,18127,18507,18508,18887,18888,20408,20787,21166,21167,21546,21554,21926,21935,22305,22306,22685,22691,22692,22693,22694,23064,23065,23067,23068,23069,23070,23071,23072,23073,23074,23075,23444,23445,23446,23447,23824,23825",158.1082
p103,2,20,104737.082,698758.2181,"17368,17748,18128,18509,18512,18889,18890,18891,18892,18893,19272,20788,20789,21168,21169,21170,21171,21172,21547,21548,21549,21550,21551,21552,21553,21927,21928,21929,21930,21931,21932,21933,21934,22307,22308,22309,22310,22311,22312,22313,22315,22686,22687,22688,22689,22690,23066",172.8742
p103,3,1,1802.736,16655.7754,35239,0.3935
p103,3,2,3287.4308,258923.125,34476,61.649
p103,3,3,3858.2877,286880.0938,34856,68.7177
p103,3,4,3594.8344,295097.0312,35612,70.7953
p103,3,5,3637.5713,311591.8438,35234,74.9658
p103,3,6,3679.8599,311793.8125,35235,75.0169
p103,3,7,3675.6868,314073.5625,35233,75.5933
p103,3,8,3902.7612,314917.4688,35236,75.8067
p103,3,9,3987.0169,322409.0312,35613,77.7009
p103,3,10,3844.7551,339973.1875,35614,82.1419
p103,3,11,4061.8584,340145.0,35615,82.1853
p104,2,1,9398.2499,10420.0203,"33324,34084,34459,35219",1.3265
