region,class,bin,capacity,supply_curve_cost_per_mw,sc_point_gid,dist_mi
p118,3,8,755.1188,17085.3191,"50475,51609,52749,53117,53491,53500,54257,54264",2.4869
p118,3,9,752.6531,18367.5014,"50474,51226,51613,52366,52367,53124",3.4691
p118,3,10,779.0904,19266.7189,"48198,49712,50094,52739,52745,53133,53499,54632",2.173
p118,3,11,658.5857,20032.0811,"50095,50472,52751,53505,55005",3.4285
p118,3,12,877.6282,20646.9744,"50853,50855,52750,53131,53874",2.6047
p118,3,13,722.8806,21675.207,"49715,50091,50852,51228,51980,52353,52368,52752,53114,54252",2.4473
p118,3,14,809.047,23503.5105,"49717,50090,51233,52372,53116,53497,53884",5.7164
p118,3,15,704.9056,25816.1219,"50092,51225,51601,51606,52736,52744,52747,53121,53127,53130,53496,53507,53511,53873,53875,53886,53892,54255",4.8503
p118,3,16,518.6304,29044.8499,"48956,50473,51989,53501,54630,54633",6.0499
p118,3,17,824.4697,33233.2758,"49711,51232,51985,52365,52369,52742,52753,53132,53502,53879",4.8714
p118,3,18,891.1092,39163.2902,"49716,52370,53512,55008",9.8792
p118,3,19,811.2457,56327.1159,"48578,48958,48959,51234,51993,52373,53889",12.1312
p118,3,20,796.1153,92355.1995,"48957,51614",21.785
p119,2,1,490.6876,10805.8874,"34511,36419,36799",1.7034
p119,2,2,777.5475,20050.5298,"34892,34901,35658,36797",3.3632
p119,2,3,509.7974,29041.7278,"32238,34131,34133,34138,34514,34891,34895,35661,36800",7.0818
p119,2,4,623.6882,35433.7377,"32237,34520,34894,35273,36418",7.7641
p119,2,5,1137.2978,40620.8553,"32235,32236,34134,34890,35283,35657,35662,36038,36420",7.7806
p119,2,6,471.0545,54364.6827,"33754,34515,34516,35277,36037,36039,36421",10.5991
p119,2,7,330.4789,64993.4317,"34898,35282",15.2452
p119,2,8,917.0824,75165.1527,"34517,34897,36417",15.579
p119,2,9,581.8763,79334.046,"34899,35660,36041",16.96
p119,2,10,550.4026,82481.3893,"32615,35280,36796",17.037
p119,2,11,575.0189,84786.3571,"33756,35281,36040,36798",20.5574
p119,2,12,521.6356,92714.0644,"34896,34900",19.6242
p119,2,13,478.4429,98607.8983,"33755,34518",21.1144
p119,2,14,697.6789,120458.1256,"32618,33375,33376,34135,34139,34519",27.2567
p119,2,15,1137.0168,167339.7956,"34513,34893",38.4928
p119,2,16,479.5054,181361.8899,"32617,35272",42.0382
p119,2,17,403.9716,199202.7656,34512,46.5491
p119,2,18,861.4683,222760.0169,"32616,32995,32996,34132",53.2452
p12,3,1,5.9328,221276.2656,31604,55.9481
p12,3,2,43.6061,255360.7344,31223,64.5661
p12,4,1,4333.9605,19540.693,"30824,31219,31966,32748,33110,33127,33486,33491,33499,33506,33508,33867,33875,33876,33877,33878,33879,33880,33881,33882,33888,34251,34252,34255,34256,34263,34636,35017,35019,35028,35029,35771,35779,35788,36930,41483",2.626
p12,4,2,4300.1166,42468.276,"31206,31584,31586,31965,32348,32367,33119,33126,33497,33500,33507,33869,33873,34248,34254,34259,34260,34262,34634,35011,35012,35024,35393,35408,35768,35776,35790,39956,41863",8.9447
p12,4,3,3826.5869,250998.0681,"28914,28915,29294,29675,30054,30055,30434,30435,30443,30814,30815,31220,31609,31988,32334,32368,32726,32747,33496,33505,33863,33883,33886,35004,35005,35382,35386,35388,36550,37292,37293,38433,39954,40335",61.6805
p12,4,4,4474.6262,409384.2869,"29295,29674,34265,34622,34623,34647,35002,35003,36170,39951",100.1512
p12,4,5,4247.5991,460535.4809,"30449,33104,34244,34245,34624,35006,35026,35409,35789",113.7466
p12,4,6,4523.4462,496951.4849,"33483,33864,33865,34246,35007",121.8327
p12,4,7,4377.4475,527082.8769,"31224,33484,33866,35009,35027,35389,35390",130.2711
p12,4,8,4383.8168,555806.1049,"30069,31967,31989,33487,33868,34267,34629,35010,36532,36912",137.3601
p12,4,9,3419.6773,568474.6815,"29688,33887,34249,34646,35391",141.4608
p12,4,10,4489.5308,579680.0656,"33107,33488,34266,34630,35025,36913",143.4797
p12,4,11,4638.5786,592625.3084,"34250,34631,34645,36533",146.6572
p12,4,12,4241.7295,605863.9971,"30068,32727,33108,33489,33870,33885,35398,35773,36153",150.1266
p12,4,13,4618.4722,622668.2776,"32728,33490,34632,34644,39575",154.4832
p12,4,14,4201.6782,629526.7199,"30448,30823,31585,32360,34264,35013,35774,39955",155.6075
p12,4,15,4114.3556,644991.1241,"33884,34633,35394",160.222
p12,4,16,4846.6713,654220.8205,"30445,30828,34643,35014",162.0498
p12,4,17,3892.6202,661651.681,"30827,32740,34253,35023,35402",165.9906
p12,4,18,4728.2387,670137.7862,"30825,31587,33111,35022,35395",166.5046
p12,4,19,4004.7306,686702.137,"31207,33120,35015,35021",170.0774
p12,4,20,4811.1619,720523.2753,"34635,34639,35016,35396,35397,35399,35400,35401,35777,35778",179.6647
p12,5,1,2362.9067,7067.8662,"35749,36529,37272,37649,38029,38031,38409,38791,39168,39169,41861",1.7871
p12,5,2,3123.3251,15480.2495,"36517,37663,38790,39549,39553,39932,39950,41482,43358,43379,47180",2.5549
p12,5,3,3187.3337,17500.9786,"36895,37652,39171,39929,39933,40308,42985",2.692
p12,5,4,2660.2572,22028.1424,"35762,36141,37273,37650,37651,38030,38408,38410,38411,38418,38789,39552,42624,42999,43759,44123,44898,45278",1.9937
p12,5,5,2937.6672,26598.8086,"36130,36518,36894,37274,37653,37664,38794,39930,40336,40716,43005",2.9669
p12,5,6,2835.7207,33363.8665,"35001,35759,35770,36129,36138,36509,36515,36896,37269,38032,38788,38793,38798,39170,39175,40309,40312,42627,45658",6.3336
p12,5,7,2879.215,42938.306,"36143,36897,38414,38416,38804,40313,40317,42243,42622",8.0707
p12,5,8,2629.0611,53912.1512,"36135,36514,37276,37654,38033,38413,38795,39173,40692",10.7677
p12,5,9,2313.0553,69340.7539,"36134,38034,40696,40697,41862,42242",14.1603
p12,5,10,3120.7369,84966.2689,"36893,38421,38796,39176,39548,41072,41077",18.2036
p12,5,11,3222.261,109253.2691,"35385,37655,38417,38797,39934,41452,41453,41456",24.119
p12,5,12,2742.567,126800.7001,"37275,39183,40314,41076",30.2089
p12,5,13,2579.2654,145473.3621,"34613,37277,39928,40694,41832,42212",34.7275
p12,5,14,2728.8661,173258.6394,"36516,40695,41074,41834,41835,42214,42215,42226,42594",41.4827
p12,5,15,2499.7938,205178.8875,"33094,33103,34994,36898,41075,41454,41455,42595,42596,42597,42598,43738",49.2006
p12,5,16,2786.7625,248614.2416,"33855,34614,36519,36520",59.4229
p12,5,17,3762.4132,277099.207,"36139,36140,39193",66.2754
p12,5,18,3175.4595,318566.0936,"35760,35761,39567,41846,42225,42605,43007",76.9286
p12,5,19,2800.5149,356788.5501,"33474,35381,35763",86.7579
p12,5,20,2999.3672,481411.8239,"34243,35383,35384,35764,35769,36149,39952,42625",118.3969
p12,6,1,178.0804,13173.2242,"44502,46777,49444,51346",3.2659
p12,6,2,731.2047,16230.2412,50597,0.2859
p12,6,3,476.9674,19345.4388,"45640,49824,51347,52108",1.0735
p12,6,4,169.0924,21678.1391,"45263,49823,50217",2.572
p12,6,5,601.761,34469.503,"44503,45641,46021,50965",5.985
p12,6,6,612.4954,46538.0869,"50964,51727",7.949
p12,6,7,1446.3261,56305.7578,51345,10.4187
p12,6,8,747.5901,126871.4766,53248,32.0785
p12,6,9,1533.7223,130695.7188,52868,33.0454
p12,6,10,1859.3099,139893.1875,52488,35.371
p12,6,11,287.5853,267986.2812,44883,67.7583
p12,6,12,828.8542,489599.6562,46020,123.7916
p120,3,1,463.0643,15355.79,39462,0.0648
p120,3,2,653.4314,15833.2344,40602,0.1855
p120,3,3,83.6099,20117.752,40601,1.2688
p120,3,4,45.3249,20578.7852,40978,1.3854
p120,3,5,112.5464,24459.832,39461,6.1845
p120,3,6,45.8364,24887.1055,40220,2.4747
p120,3,7,165.6527,31832.623,39081,4.2308
p120,3,8,264.9494,32740.1992,39842,4.4603
p120,3,9,137.3458,32827.3789,40599,4.4823
p120,3,10,329.7545,34311.2383,39841,4.8575
p120,3,11,173.6151,34687.4375,40222,4.9526
p120,3,12,269.6135,36093.6523,40221,5.3082
p120,3,13,82.7248,37439.4688,40598,5.6485
p120,3,14,438.0204,39221.7969,39082,6.0991
p120,3,15,47.4376,51038.125,39840,12.9046
p120,3,16,54.4764,60496.4492,40219,11.4782
p120,3,17,39.9407,68024.5859,39839,13.3817
p121,2,1,283.532,15366.29,41731,0.0674
p121,2,2,250.1113,15882.6553,41732,4.0158
p121,2,3,225.5305,17099.6211,42870,4.3235
p121,2,4,198.1224,24710.5684,41730,2.43
p121,2,5,361.4429,30111.4551,42490,7.6135
p121,2,6,213.374,40012.3516,41352,10.1168
p121,2,7,468.0559,41816.1328,42111,6.7551
p121,2,8,300.6003,50119.0195,42110,8.8544
p121,3,1,505.8404,4568.9512,"42114,42124",1.1552
p121,3,2,444.189,9004.6221,"41363,41746",2.2768
p121,3,3,282.0834,13780.1634,"40603,41745",3.4842
p121,3,4,466.378,14542.6779,"40983,41744",3.677
p121,3,5,564.1445,16328.6211,41361,4.1286
p121,3,6,281.412,17657.8186,"42125,43250",0.6468
p121,3,7,394.6,18725.3384,"41355,41733,41743",4.7346
p121,3,8,352.1517,19766.5181,"41364,41366,42112",4.0564
p121,3,9,1037.0173,22866.7297,"40979,41362,41365,42113",2.3685
p121,3,10,307.4421,25322.6406,"40980,40985,41356",3.8607
p121,3,11,573.2591,28868.9515,"40982,41734",7.2993
p121,3,12,120.3716,29349.2695,40604,3.6029
p121,3,13,548.159,32870.8579,"41353,41736,41742",5.0742
p121,3,14,419.6742,36497.9883,40981,5.4104
p121,3,15,579.418,40272.8497,"41735,42872",8.5917
p121,3,16,661.1354,42022.9258,42871,6.8074
p121,3,17,615.2377,46824.2922,"40984,42492",11.8392
p121,3,18,456.842,61968.9102,42491,15.6684
p122,2,1,5690.0646,7884.6979,"31490,31860,32242,32244,32246,32251,32601,32629,33004,33012,33360,33368,33391,33771,34157,34530,34883,34885,34904,34906,35645,36790,37181,37541,37564,37929,37939,38310,38322,38691,38692,39077",1.9936
p122,2,2,6520.4461,14390.5028,"32630,32632,32989,32991,32993,33741,33770,34121,34523,34524,34909,35287,35291,35294,36027,36035,36046,36401,36407,37551,38696,38700,39072,39453,40591,40972",3.105
p122,2,3,5570.2645,18033.7934,"31109,31491,31863,32222,32247,32620,32622,32625,33359,34140,34529,34907,35288,35644,35667,36026,36045,36406,36425,36789,37170,37561,37562,37931,37933,38694,39079,40216",2.2622
p122,2,4,6081.4752,19612.5096,"31862,31865,32240,32613,32631,33392,33396,33739,34150,34502,34908,34910,34913,35276,35286,35668,37161,37552,37563,38695,39457,40211",1.9192
p122,2,5,5423.0339,22654.1925,"32241,32245,32250,32633,32988,33366,33367,33761,34882,34903,35264,35267,35284,35290,36428,36781,36805,37171,37172,37184,37559,37560,37930,37934,37940,37941,37942,38311,38314,38317,38693,38697,38698,38699,39452",4.1768
p122,2,6,6766.0532,25851.9172,"31485,31866,31871,32239,32243,32611,32612,32636,32981,32986,33011,33013,33016,33384,33390,33762,34149,34503,34884,35665,35666,36024,36408,36426,37180,37550,37555,37556,37557,37558,37932,37937,38309,38312,38690,39075,39076,39454,39832,40215",4.975
p122,2,7,5916.286,30923.032,"31111,31112,31486,31489,31861,31872,32626,32627,32628,32979,32980,32987,33005,33743,33760,34120,34125,34526,34528,34531,34886,34905,34914,35263,35289,36025,36791,36792,36803,36804,37162,37178,37182,37185,37554,37935,37936,37938,37945,38321,39460",5.8635
p122,2,8,5863.46,41098.1131,"32983,33010,33371,33763,33772,33773,34504,34522,34525,34527,34911,35269,35285,35671,36044,36047,36051,36424,36782,37553,38313,38319,38320,38689,38701,39456,39459,40593,41351",8.9859
p122,2,9,6075.041,49870.6465,"32634,33006,33014,34500,34902,34915,35643,35664,35669,35672,35673,36413,36806,36807,36809,37175,37176,37179,37183,38315,39073,39455",10.9798
p122,2,10,5833.915,61082.9711,"31495,31873,32256,32637,32985,33018,33393,33394,34151,34912,35293,35641,35656,36028,36048,36423,36430,36431,37174,37177,38316,39837",13.386
p122,2,11,5672.3796,70718.0312,"31875,32624,33373,33751,33753,34532,35646,35663,36029,36036,36043,36049,36052,36429,36793,37173,40971,40973",16.1136
p122,2,12,6101.9572,84537.4204,"31113,32252,32255,33365,33742,34141,34534,34535,35292,35647,36050,39074,39835,39836",20.1812
p122,2,13,5848.4698,94639.0497,"32994,33382,33777,34536,35275,35648,35655,36021,36030,36402,36416,39833,40592",22.8003
p122,2,14,6170.0619,106491.8986,"31492,31874,32254,32635,33017,33361,33397,34156,35649,36403,36411,36415,39834,40212",24.6245
p122,2,15,6051.7826,121118.2405,"33015,33776,34501,34533,35274,35650,35654,35670,36031,36034,40213",27.9385
p122,2,16,6020.2149,138517.4266,"32253,33003,33395,33740,34155,34880,36023,36032,36412,36414,36795,40214",33.333
p122,2,17,5986.5215,154758.1259,"32619,33001,33002,33775,34153,34154,35260,35271,35653,36022,36033,36794",37.4228
p122,2,18,5766.412,173347.5019,"33381,33774,34152,34881,35262,35265,35266,35640,35642,35651,35652",43.4733
p122,2,19,5451.9907,225762.0209,"32602,32982,33362,33363,33372,33383,33752,34122,34124,34505,35261,35270",55.3179
p122,2,20,6855.8014,276772.8199,"32223,32603,32623,32984,32992,33009,33364,33389,33744",67.9596
p122,3,1,1570.8956,3713.6089,"36055,36056,37201,37576,37577,37957,38708,38711,38714,39097,39470,39471",0.939
p122,3,2,1470.5369,6762.5796,"37197,37573,37952,37956,38331,38338,39089,39845",1.7099
p122,3,3,1698.2772,8510.3187,"35675,37570,38327,38337,38706,38715,39078,39088,39467,39469,39847,39849",2.1518
p122,3,4,1339.9562,10539.9864,"35297,36057,37575,38328,39475",2.665
p122,3,5,1613.6995,12513.5785,"35676,36815,37200,37579,37958,38326,39091,39094,39465,39466,39468,39851",3.164
p122,3,6,1488.8011,14842.6928,"36435,36818,37193,37580,38710,39090,39473,39846",1.8053
p122,3,7,1373.7681,15575.8217,"37190,37192,37565,37569,37578,37951,39844",2.0575
p122,3,8,1603.8871,16241.9371,"35296,37950,38334,38707,39086",0.4929
p122,3,9,1399.3707,18176.9844,"36054,36434,37944,37947,38330,38332,38336,38717,40224,40226",2.2702
p122,3,10,1527.6581,19113.553,"35674,36436,37191,37568,38709",1.9638
p122,3,11,1418.7459,19589.5125,"36812,36813,37948,38325,38716,39850,40225",1.9491
p122,3,12,1624.3256,20776.1805,"34917,36814,37194,37196,37198",3.0654
p122,3,13,1289.7232,21755.1987,"36816,37566,37572,38329,38712,39093,39472,41354",4.8489
p122,3,14,1720.2723,23013.0216,"36819,37189,37955,38335,39080,39087,39464,39843",2.5902
p122,3,15,1423.1918,25167.2012,"36437,37567,39084,39092,40974",2.6459
p122,3,16,1313.0174,26129.4457,"37195,37943,37946,37949,37953,38705",3.301
p122,3,17,1766.5727,29589.1693,"35295,36053,36438,36810,36811,37574,37954,39095,39463",3.9127
p122,3,18,1210.7338,34143.3381,"36433,36817,37188,37571,38324,38713",7.4041
p122,3,19,1748.5198,43859.0944,"34916,36432,37186,38333,38704,39085",7.6465
p122,3,20,1537.135,55519.9616,"36808,37199,38703,39083,39474",12.4914
p123,3,1,2260.4672,2844.7044,"40230,41370,41749,41751,42130,42131,42510,43648,43649,44030",0.7193
p123,3,2,3440.3187,6415.0923,"40986,41371,42128,42129,42887,43650,44411,44416,45553",1.622
p123,3,3,2687.2102,8540.8042,"41368,41369,42507,42509,42890,44800,44803",2.1595
p123,3,4,2495.3504,10319.7014,"39852,39853,39855,40993,42892,43274,43275,44029,44793,45550",2.6093
p123,3,5,2835.9798,12787.808,"40231,40612,42505,42511,42897,44417,44423,44792,45173,45174,46318",3.2333
p123,3,6,2848.5242,14694.7361,"41756,42506,42886,43654,44409,45171",2.3063
p123,3,7,1983.2967,15690.261,"40232,40990,42508,45170,45554",2.2857
p123,3,8,3568.8543,16142.5762,"40229,40235,40609,40992,43655,44410,44791",1.052
p123,3,9,2515.3226,16757.656,"40611,41748,43271,43277,44802,45552,45939",2.5863
p123,3,10,2992.308,17346.7072,"40228,40991,42896,43270,44418,45172",2.9008
p123,3,11,2742.1903,18380.0086,"40988,40989,41372,42127,42889,44412,44801,45940,46319",2.6708
p123,3,12,2519.7705,19756.7942,"40995,41752,42885,43276,44036,44788,45180,45941",3.0521
p123,3,13,2832.6494,21530.7042,"40605,40610,42891,44032,44419",1.7944
p123,3,14,2445.1698,22825.264,"39854,40227,40613,40615,41367,41376,42126,42894,43273,44408,45551,45931",3.6134
p123,3,15,2807.1414,25382.989,"41747,41755,42136,42517,43272,43651,44031,44790,45933",4.9014
p123,3,16,2868.2744,29001.507,"42516,44037,44789,45168,45178",4.529
p123,3,17,2964.6315,32292.284,"40233,40234,40607,40608,40987,43652,43656,44035,44415,44422,44796,45169,45181,45559",7.3074
p123,3,18,2695.7148,39330.5416,"40606,41753,44421,45179,45182,45560,45562,45934",9.5823
p123,3,19,2673.6172,44883.4314,"41374,42895,44420,44798,45561",10.6962
p123,3,20,2900.3149,120300.3656,"41375,41754,42135,42514,42515,43657,44799",30.4171
p124,3,1,206.5801,681.6541,47080,0.1724
p124,3,2,153.9037,4765.7363,46321,1.205
p124,3,3,228.8609,10513.2559,46320,2.6582
p124,3,4,80.0323,18918.8145,46700,4.7835
p124,3,5,326.8529,20354.9707,47460,1.3288
p124,3,6,21.7696,23198.7988,47079,5.8656
p124,3,7,19.6194,24869.0703,47459,6.288
p124,3,8,42.3665,25802.084,46701,2.706
p124,3,9,17.9136,26641.3379,47081,6.7361
p124,3,10,128.8063,42886.2031,47840,10.8435
p124,3,11,125.3125,60245.8047,47839,11.4149
p124,3,12,9.3312,68829.3516,48220,17.403
p124,4,1,47.0635,6108.7612,48979,1.5446
p124,4,2,142.2461,26302.8047,48219,2.8326
p124,4,3,237.3468,109739.3906,48599,23.929
p125,3,1,296.1458,5165.1114,"39476,41758,42138",1.306
p125,3,2,2003.2688,7671.1907,"41377,41757,43661",1.9396
p125,3,3,681.1148,11990.8074,"39856,40617,40997,41378,43663",3.0318
p125,3,4,1563.0566,15267.1276,"39096,42139,42902,44041",3.5516
p125,3,5,843.9606,16512.6888,"40236,42520",4.1751
p125,3,6,672.9324,16977.6387,43662,4.2927
p125,3,7,1894.168,17946.7588,"40237,40996,43278,44040",1.2889
p125,3,8,471.858,24113.3648,"40616,43282",3.5825
p125,3,9,1411.9488,25654.6155,"42137,43660",6.1215
p125,3,10,2628.9265,31323.5998,"43281,44042",7.9199
p125,3,11,689.813,51961.3415,"42898,42901",13.138
p125,3,12,1555.4877,96300.8354,"42900,43658",20.5311
p125,3,13,659.6954,140049.9688,42518,31.5928
p125,3,14,1683.5302,149455.8714,"42519,44038",36.1522
p125,3,15,1114.0335,188982.0181,"42899,43279",43.9649
p125,3,16,1576.5445,204814.0156,43659,47.9679
p125,3,17,1143.7306,210097.5938,43280,49.3038
p125,3,18,1987.7789,223860.3594,44039,56.6014
p126,3,1,3229.6632,4657.1129,"34160,34165,34541,35682,35683,36061,36063,37205,37206,38341,38719,39477,39859,40245,40624,41763",1.1775
p126,3,2,2168.2859,9024.4349,"33783,33785,34542,35677,36064,36826,37202,37960,37965",2.2818
p126,3,3,3617.9297,11569.9152,"34162,36060,36445,39101,39480",2.9254
p126,3,4,3266.8552,13189.3918,"33784,34537,34540,35302,36062,36442,36825,37585,37961,38340,38346",3.3348
p126,3,5,3299.126,15878.1675,"33781,34161,34922,35678,36822,37581,39098,39099,39100,39857,39865,40244",2.9781
p126,3,6,3270.5867,17621.8683,"33402,35299,36065,36443,36823,36824,37204,38726,40619,41004,41383",3.4684
p126,3,7,2654.85,19393.4089,"33780,34158,39860,40238",1.0856
p126,3,8,2906.7754,20502.3277,"35300,35680,36058,39864,40239",3.9127
p126,3,9,3878.0586,21980.2237,"34159,34919,34921,35681,37203,37966,39478,39481",3.3467
p126,3,10,3047.0324,24053.0547,"34538,35298,36059,36441,36821,38721,39479,40240",5.2774
p126,3,11,2954.3265,26324.8011,"35301,36066,38345,38722",2.9165
p126,3,12,2296.665,27640.9155,"33782,34539,34918,34920,36439,39858,40241",5.172
p126,3,13,4167.6546,30874.6663,"33401,33778,33779,35679,37582,37962,38342,38725,39102,40620,42142",5.8431
p126,3,14,2423.6897,36197.3862,"36444,39485,40243,40623",6.1789
p126,3,15,3696.3987,39464.5568,"33020,36440,36820,37584,39861,41002",8.8475
p126,3,16,3155.6934,46702.1378,"33400,37583,38344,39482,39484",10.1252
p126,3,17,2272.366,53716.2247,"33399,37964,38343,39483",10.4067
p126,3,18,3875.9554,82776.9119,"37963,39104,39862,39863,40621,42143",19.236
p126,3,19,1972.8924,133832.3438,40622,33.8385
p126,3,20,4569.8853,142262.7436,"39105,40242,41003",33.7094
p127,2,1,15286.7394,5291.5208,"18950,18952,20851,25782,26171,26184,26545,26556,26925,26936,26942,27289,27296,27304,27322,27683,27701,28427,28447,28808,28831,28837,28842,29188,29189,29190,29203,29985,30346,30707,30723,30728,31102,31103,31107",1.3379
p127,2,2,13663.9407,9934.7139,"18954,19330,21228,21990,23509,23889,24661,25403,25785,26917,26940,27305,27324,27676,27678,28432,28458,28807,29207,29223,29587,29595,29603,29956,31105,31852",2.5119
p127,2,3,13342.6374,13845.0182,"20848,23902,24282,25786,26182,26922,26926,26935,27306,27675,27677,27679,28046,28050,28055,28066,28428,28460,28462,28821,29218,29568,29574,29970,30338,30342,30362,30706,30719,30729,31087",2.8056
p127,2,4,15575.6766,16634.7716,"19329,19338,22369,23522,24662,25030,25040,25783,25790,25797,26548,26923,26934,26938,27300,27323,27686,27703,28051,28073,28079,28426,28453,29193,29215,29593,29594,29948,31104,31108,31472,31483,31498,31851",1.6566
p127,2,5,14397.9874,18659.7841,"21988,24269,25784,26543,26546,26929,27299,27303,27311,27320,27693,28047,28049,28053,28056,28843,29206,29216,29570,29591,30365,30713,30721,30722,30726,30735,30739,31117,31470,31475,31482,31500,31878,32224",2.9197
p127,2,6,14269.6348,20497.248,"18949,25405,25787,25791,25802,26163,26164,26176,26551,26552,26555,26560,26939,27313,27321,27669,28054,28077,28081,28838,29969,29981,30337,30339,30348,30355,30361,30720,31092,31471,31848,31855,31877",3.2567
p127,2,7,13967.03,22169.9281,"19331,20468,21229,25789,26162,26550,26918,26930,26933,26943,27295,27699,27704,28052,28082,28436,28461,29214,29968,29971,29972,29982,30327,30345,30349,30727,30736,31086,31856",3.2444
p127,2,8,14317.5098,24043.5499,"18953,19709,20090,24270,24660,25042,25404,25421,25423,26172,26175,26179,26183,26549,26563,27288,27291,27298,27301,27302,27315,27316,27684,27690,27702,28057,28063,28067,28083,28430,28446,28457,28809,28823,28826,28833,29590,30340,30350,30740,31085,31097,31467,31473,31484,31843,31853,32230,32257",4.6378
p127,2,9,14077.1061,27040.2201,"18951,19337,19710,20088,21227,21230,21610,22365,23503,23508,23903,24283,24650,25411,26544,26554,26914,26924,26931,26932,27666,27668,27685,27698,27700,28048,28080,28429,28443,29194,29222,29224,29602,30343,30725,31106",5.2964
p127,2,10,14436.4483,29851.7738,"18576,18957,19332,19335,20089,20098,21608,23128,23888,24281,24649,25408,25410,25803,26170,26564,26913,26937,26941,27290,27307,27694,28058,28078,28820,28827,28840,28844,29200,29212,29569,29577,29580,29586,29592,29605,29951,29967,30712,30716,30724,30737,31091,31098,31116,32231,32233",5.4839
p127,2,11,14245.3514,35170.6385,"19708,20845,22367,24268,24648,25024,25044,25406,25407,25409,26165,26542,26553,26557,26559,26561,26921,27297,27312,27314,27670,27672,27674,27680,27682,27687,27692,28068,28084,28441,28450,28459,28834,28839,28841,29213,29221,29588,29955,29973,30329,30347,30354,30710,30714,30738,31477,31479,31481,32608,32638",7.4373
p127,2,12,14131.9325,40949.8435,"19711,19718,20847,21226,25029,25031,25043,26168,26177,26920,27293,27317,27319,27667,27671,27673,28074,28431,28435,28454,28463,28464,29954,29964,30328,30336,30341,30351,30730,30734,31099,31115,31497,31499,31854,32604",8.5595
p127,2,13,14267.1388,49412.5045,"19333,20467,22748,23507,25025,25793,25801,26173,26180,26915,26919,26927,27309,27681,28059,28070,28433,28434,28455,28810,28819,28824,28835,29208,29582,29961,29963,29965,30352,31465,31474,31496,31876,32234,32258",11.1452
p127,2,14,14105.6864,57870.5301,"19707,19712,19719,20087,21225,22749,23127,23887,24267,25026,26167,26169,26178,26547,27294,27308,27697,28071,29601,29947,29949,29962,30353,30741,31101,31464,31466,31501,32605",13.6559
p127,2,15,13841.7736,71258.4904,"19334,19713,20091,20466,23123,24645,26174,27688,28060,28061,28062,28444,28451,28814,28815,28816,29191,29571,29584,29950,30732,31118,31879,32607",17.078
p127,2,16,14627.8768,92603.1994,"18198,20092,20469,20471,22364,24264,24265,25788,26558,26562,26928,27310,27318,28440,28829,29192,29195,29211,29572,30330,30711,30733,31119,31120,31846,31847,31849,32639",22.9183
p127,2,17,14060.2485,121372.026,"19714,20470,23124,23506,23884,23885,24266,24646,25800,26181,29199,29210,29573,29575,29576,29578,29581,29952,29957,30331,30332",30.3336
p127,2,18,14315.0525,159645.0816,"18575,20099,20846,20850,23504,23505,23886,25041,25420,25422,28830,29201,29204,29209,29579,29585,29953,29958,30333,31850",38.9882
p127,2,19,14033.671,226725.8915,"18958,18959,19339,22744,22745,23125,23126,23129,29205,30334,30717,31096,31476,31844,31845,32225,32226,32227,32228,32229,32606",55.9763
p127,2,20,14548.3892,317402.1675,"18577,18578,18579,18955,18956,20849,21607,21609,21987,21989,22368,30718",78.2175
p127,3,1,1110.9146,3045.7499,"31124,31504,33024,33404,33405",0.7701
p127,3,2,401.6958,5577.1432,"31503,33403",1.4101
p127,3,3,1085.3901,7100.124,"29983,32265,32644,33023,33025",1.7952
p127,3,4,430.8275,11439.1979,"31123,31126",2.8923
p127,3,5,699.4363,13832.0347,"32261,32262",1.7201
p127,3,6,691.3374,15891.0292,"30744,31883,33022",3.0174
p127,3,7,877.4859,16667.8286,"32259,32645",0.3965
p127,3,8,838.8044,17488.1445,31122,0.6039
p127,3,9,124.4889,17732.0215,31884,4.4834
p127,3,10,866.12,17891.9023,30743,4.5238
p127,3,11,1120.6849,18606.2382,"31882,32264,32642,32643,33026",3.6541
p127,3,12,159.2534,22056.4023,29984,5.5768
p127,3,13,1239.7287,24036.6314,"30363,30745,32640",2.2596
p127,3,14,296.4609,28098.8925,"31881,32646",7.1046
p127,3,15,1167.3343,28264.4831,"31502,32260,32263",5.9305
p127,3,16,603.1346,29382.2104,"31505,31885,31886",6.7095
p127,3,17,850.704,30124.6389,"30364,31125",3.799
p127,3,18,597.3151,32927.8398,30742,4.5077
p127,3,19,572.2926,34993.7832,"31506,32266",8.8479
p127,3,20,971.9356,55399.7678,"31121,32641,33021",11.0653
p128,3,1,62.9079,2401.4229,"34171,34547",0.6072
p128,3,2,944.9894,6598.3468,"33032,33410,33411,33791,33793,34167,34172,34548,34549,34927,35307",1.6683
p128,3,3,489.4337,18520.3867,"32277,33415,34166,34168",4.6827
p128,3,4,401.7675,20624.0664,"33033,33788",5.2146
p128,3,5,243.853,24496.8256,"33787,33790",6.1938
p128,3,6,848.3566,37257.5219,"32655,33792",9.4203
p128,3,7,249.8567,79290.0078,32275,16.2301
p128,3,8,1149.9881,86917.2127,"32278,33412",21.9764
p128,3,9,431.0882,97812.8516,32654,24.7313
p128,3,10,245.8198,98186.1172,32657,21.0078
p128,3,11,600.5627,118129.0625,33034,29.8681
p128,3,12,1663.212,119438.3359,33413,30.1991
p128,3,13,701.9736,125740.1094,32656,31.7925
p128,3,14,878.2768,143044.0469,33414,36.1676
p128,3,15,1097.8359,158493.6624,"33035,33036",40.0739
