,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,752.8516268,306.102648,0,322.3596513,0,266.5442646,194.670247,0,269.7300754,231.8320877,232.6667359,161.063453,142.6216375,131.8724934,252.444217
p2,5139.268945,4352.367676,4746.028697,4200.583885,3820.314693,4657.183352,4230.580401,4178.94656,4269.777797,4072.64213,4381.026337,4326.31492,4218.939336,4191.290503,4317.636249
p3,1459.253217,712.8530587,948.3059617,526.727562,824.8692724,636.9462807,927.3070377,979.2765238,832.639693,951.4635827,711.0983477,809.0870235,764.3700323,795.0519318,974.3105293
p4,1945.568429,751.1035522,655.2864616,707.9669477,1016.490852,394.9665301,899.8518288,820.8009664,964.908226,795.9152041,783.1994932,982.1633914,650.3329269,930.9944789,804.0908925
p5,11562.03561,10407.05051,10936.97141,10988.4967,10623.14208,10855.3678,10695.39089,10662.35949,10716.12215,10899.46294,10539.13265,10830.76159,10717.07962,10768.65637,10898.18075
p6,6838.001226,5617.830188,5542.434244,5322.31978,5283.080166,5453.164477,5292.541198,5299.500747,5546.52585,5370.317188,5228.068917,5378.280737,5307.455937,5393.556404,5508.389426
p7,15729.95428,12479.93578,13412.34899,13108.64374,13057.84226,13320.01021,13069.26101,13024.23587,13229.6429,13066.44078,13191.743,12940.23654,13160.94507,13177.75434,13123.28797
p8,7905.554729,7047.843186,6409.328982,6753.978326,6860.077093,7329.375043,6582.479285,6930.456298,6978.140877,6806.10756,6807.61717,6716.253745,6997.438552,6694.225573,6965.732212
p9,9035.912135,6043.446019,6078.886462,5657.152364,6053.845354,5548.176656,5818.738701,6026.146655,5762.44972,5696.263455,5875.39698,5762.52582,5848.441082,5806.6053,5888.546855
p10,7350.637291,6433.70662,6893.940988,6726.451752,6723.867853,6779.964525,6611.923929,6708.515307,6772.419943,6600.841827,6836.513574,6649.02089,6808.313735,6623.064057,6859.548075
p11,296.4105773,343.4667241,325.7791963,265.6943892,265.0008736,255.8746997,278.9818463,265.3006353,461.3234698,237.7671555,180.5116535,382.0761247,211.3723057,347.3338221,301.0796576
p12,34584.05454,32846.12758,32037.105,32240.69418,32223.37452,32352.04009,32196.84843,32295.3131,32158.34165,32069.42201,32402.42068,32198.6354,32093.47533,32333.59209,32239.42822
p13,2309.33038,1944.399398,2093.981716,2036.286193,1798.207785,2024.100881,1975.104158,1944.435913,1936.888308,2063.820373,1931.443017,1856.763256,2059.076382,1867.659997,2072.592782
p14,1102.03978,452.6672965,487.7684941,913.8718089,664.200061,342.3975109,730.2307957,517.2530416,823.1829546,469.9476919,729.3347204,519.4631249,728.4297853,536.6104978,722.2267558
p15,9396.237033,9575.687952,9047.006143,9481.079239,9234.593473,9574.041564,9286.240664,9123.198999,9403.080073,9359.830907,9111.619973,9482.986039,9302.227897,9303.834457,9297.013001
p16,9165.337981,7510.521319,7007.045336,7719.217142,7253.659092,7563.846081,7186.00274,7553.255408,7401.083455,7330.303646,7296.763476,7383.755329,7520.312519,7347.655412,7422.163021
p17,9350.640399,7773.176992,7877.585226,7733.749811,7578.383052,7852.074495,7793.768696,7507.990289,7818.130516,7717.706245,7878.644756,7653.048061,7645.092073,7745.098024,7823.543792
p18,3670.115189,3841.333718,3280.488159,3718.207561,3467.356046,3665.255184,3568.895297,3399.678286,3771.112345,3468.942412,3529.613597,3601.925497,3576.723941,3540.410138,3644.065249
p20,410.6068026,0,571.0119646,278.4045156,191.9932469,185.2430077,193.4730874,213.2059717,208.7309048,207.9433389,209.2199314,186.9740076,228.0676372,314.1423558,286.0097742
p21,8627.75067,7981.079217,8412.973893,8008.009937,7984.93011,8342.977144,8342.920787,7919.757891,8156.481915,8286.361762,8098.843258,8086.294571,8034.822165,8246.137471,8170.090164
p22,1142.607263,570.3929598,683.5417758,1165.028263,829.5690785,739.2046212,971.8817264,850.6381485,778.8042221,903.5190395,665.5659776,874.2330512,877.7003955,911.7307248,860.8746044
p23,594.2902171,633.5263008,253.187065,604.3401558,559.3347271,530.04236,343.3993629,673.1204511,420.1367783,528.4507765,480.9925674,528.8280747,342.8965393,647.3496242,500.4817932
p24,2881.844493,3629.577767,2954.331686,3224.202348,2876.612724,3257.805748,3109.957973,2900.18358,2967.44985,3162.036535,3168.389755,3010.094896,3197.670242,2982.152304,3213.930512
p25,36250.70336,36565.00128,36055.34786,36076.53185,36292.40351,35889.83763,36068.51047,35992.61333,36227.56262,36124.91782,36035.94535,35962.43833,36300.80604,36071.02774,36080.83615
p26,6073.251908,4944.716339,5023.753846,5213.50501,4723.374073,5218.385425,4882.46423,4984.485193,4900.424444,5061.879651,4937.050013,5066.231942,4977.393993,5028.75981,4979.682891
p27,8836.268615,8300.688059,8157.277795,8001.705368,8299.655537,8291.221033,8189.328158,8145.747116,8190.837621,8119.365542,8241.119387,8012.928682,8162.162892,8238.284017,8174.982666
p28,18933.13301,15833.29624,15740.49166,16580.26888,15972.49742,15976.32392,15696.6933,16193.62897,15834.96207,16160.37677,15862.14189,15849.21765,16154.28359,15981.11329,16038.4292
p29,3334.346237,2781.176124,3186.327044,2921.681452,2549.849068,3078.819285,2766.565948,2966.150203,2640.410169,2970.432826,2624.793919,3104.998224,2817.726252,2744.87756,2900.989426
p30,337.5883281,0,0,0,0,0,0,0,0,0,0,0,0,0,260.929524
p31,20227.10081,19188.67284,19444.57505,19273.09893,19241.9836,19364.65171,19266.44991,19286.36723,19431.0448,19123.14367,19494.55136,19299.16059,19169.20354,19387.42898,19387.76033
p32,169.1904112,0,0,0,0,0,0,171.3934023,0,0,0,0,0,0,171.9915037
p33,5738.385376,5166.277629,4721.674235,5258.823145,4919.12036,4987.474421,4949.040219,5123.993838,4949.104252,5022.205461,5083.448376,4902.831126,4978.867018,5072.788659,5089.972145
p34,6084.032686,6445.05687,5966.307351,5942.976638,6031.04009,6007.292393,5750.617757,5943.266164,5864.309888,6108.695811,5920.843872,5986.528254,5835.547876,5970.017308,5994.697982
p38,0,0,0,0,0,0,0,435.8098457,0,0,0,0,0,0,0
p47,717.3745699,0,0,0,816.0020603,0,0,440.5624198,0,363.7003942,0,368.94955,0,308.735724,306.6830981
p50,422.6493365,0,282.1725231,0,308.3623855,0,260.3963536,0,268.2756928,178.5542311,158.7228242,0,197.5038395,205.0057945,152.8593192
p56,520.4024509,443.9325317,289.1487783,367.2252057,0,410.9045647,480.9987916,230.3690715,335.9414246,278.0474614,297.1988497,284.3359205,167.15736,397.4325615,404.0343252
p59,219.7840501,0,0,0,0,0,0,0,0,0,0,0,0,0,260.1579417
p61,3820.752105,2852.280396,3218.384507,3271.104061,3527.732293,3075.066729,3125.701596,3347.045247,3155.758135,3124.956087,3436.19971,3224.433939,3032.07449,3336.113906,3257.546414
p85,413.2560968,480.0564987,0,0,717.7690181,0,460.7866272,306.960514,332.1784589,328.1596203,267.9400426,271.11191,181.9336865,244.9016958,409.1274939
p89,612.754839,0,578.3013661,0,582.469625,0,358.7421364,298.10012,228.0342625,270.2055321,0,350.0461324,310.751304,0,505.7509953
