wst,r,t,Value
fsu,p1,2010,1.0
fsu,p1,2012,1.0563651032485153
fsu,p1,2014,1.0264738649638934
fsu,p1,2016,1.0206236666931892
fsu,p1,2018,0.9960725136072196
fsu,p1,2020,1.0269982722079432
fsu,p1,2022,1.0136916709480257
fsu,p1,2024,0.99324200277511
fsu,p1,2026,0.9622141073407592
fsu,p1,2028,0.9613117584241498
fsu,p1,2030,0.9571452883647334
fsu,p1,2032,0.949868785406434
fsu,p1,2034,0.9740416864450284
fsu,p1,2036,0.9773943038185836
fsu,p1,2038,0.9736732283315764
fsu,p1,2040,0.948243044232966
fsu,p1,2042,0.9759447559300816
fsu,p1,2044,1.022119448850988
fsu,p1,2046,1.0286895382576495
fsu,p1,2048,1.0292396234717405
fsu,p1,2050,1.0498536056812815
fsu,p2,2010,1.0
fsu,p2,2012,1.0146796330570698
fsu,p2,2014,0.9895142335834044
fsu,p2,2016,0.9792216657960814
fsu,p2,2018,0.9507364512842521
fsu,p2,2020,0.9887916514119792
fsu,p2,2022,0.9886851079226948
fsu,p2,2024,0.9614696264797968
fsu,p2,2026,0.9335609298682059
fsu,p2,2028,0.9380139378370992
fsu,p2,2030,0.9405099438910056
fsu,p2,2032,0.9436794992485501
fsu,p2,2034,0.9517209090263198
fsu,p2,2036,0.9367718464785476
fsu,p2,2038,0.9390545332425496
fsu,p2,2040,0.9019940855148224
fsu,p2,2042,0.9239196732898772
fsu,p2,2044,0.9660904725603956
fsu,p2,2046,0.9688397142026208
fsu,p2,2048,0.9628681084748408
fsu,p2,2050,0.9639279427716776
fsu,p3,2010,1.0
fsu,p3,2012,1.0156664670327813
fsu,p3,2014,0.9994521191818042
fsu,p3,2016,0.9816240572399814
fsu,p3,2018,0.9311989977376632
fsu,p3,2020,0.9743335393734596
fsu,p3,2022,0.9933154814800486
fsu,p3,2024,0.9707849202017804
fsu,p3,2026,0.9368623477449114
fsu,p3,2028,0.9303090433168539
fsu,p3,2030,0.9490897728259632
fsu,p3,2032,0.9602147799158072
fsu,p3,2034,0.9342928464573744
fsu,p3,2036,0.9018996177459124
fsu,p3,2038,0.8991459508670391
fsu,p3,2040,0.8511492421339115
fsu,p3,2042,0.855637314128305
fsu,p3,2044,0.9010835638296406
fsu,p3,2046,0.9049992502309336
fsu,p3,2048,0.907003334525656
fsu,p3,2050,0.9180582626422504
fsu,p4,2010,1.0
fsu,p4,2012,1.0068426538803783
fsu,p4,2014,0.9919677694845168
fsu,p4,2016,0.9763352523080384
fsu,p4,2018,0.9365617848366832
fsu,p4,2020,0.9708596383347112
fsu,p4,2022,0.9746502987532274
fsu,p4,2024,0.9580066288176856
fsu,p4,2026,0.9428592243702026
fsu,p4,2028,0.9444600538294884
fsu,p4,2030,0.9643067869365972
fsu,p4,2032,0.9705425364569382
fsu,p4,2034,0.9603053137806328
fsu,p4,2036,0.9440106717994462
fsu,p4,2038,0.9366813542867952
fsu,p4,2040,0.9029540757353834
fsu,p4,2042,0.9126877826084732
fsu,p4,2044,0.9520407423360628
fsu,p4,2046,0.9610486458417108
fsu,p4,2048,0.9595582718535952
fsu,p4,2050,0.9717381737769942
fsu,p5,2010,1.0
fsu,p5,2012,0.9677940630806868
fsu,p5,2014,0.9180470406813612
fsu,p5,2016,0.910674456213276
fsu,p5,2018,0.8814080483317008
fsu,p5,2020,0.93570652230161
fsu,p5,2022,0.9446158697677264
fsu,p5,2024,0.8823453103612153
fsu,p5,2026,0.8323034293462677
fsu,p5,2028,0.8513196697412556
