order,color
class_1,#1f77b4
class_2,#ff7f0e
class_3,#2ca02c
class_4,#d62728
class_5,#9467bd
class_6,#8c564b
class_7,#e377c2
class_8,#7f7f7f
class_9,#bcbd22
class_10,#17becf
class_11,#aec7e8
class_12,#ffbb78
class_13,#98df8a
class_14,#ff9896
class_15,#c5b0d5
class_16,#c49c94
class_17,#f7b6d2
class_18,#c7c7c7
class_19,#dbdb8d
class_20,#9edae5
