i,country,t_start_construction,ptc_value,ptc_dur,itc_frac,ptc_tax_equity_penalty,itc_tax_equity_penalty
CSP,usa,2010,0,0,0.3,0.33,0.33
CSP,usa,2011,0,0,0.3,0.33,0.33
CSP,usa,2012,0,0,0.3,0.33,0.33
CSP,usa,2013,0,0,0.3,0.33,0.33
CSP,usa,2014,0,0,0.3,0.33,0.33
CSP,usa,2015,0,0,0.3,0.33,0.33
CSP,usa,2016,0,0,0.3,0.33,0.33
CSP,usa,2017,0,0,0.3,0.33,0.33
CSP,usa,2018,0,0,0.279999,0.33,0.33
CSP,usa,2019,0,0,0.279999,0.33,0.33
CSP,usa,2020,0,0,0.159999,0.33,0.33
CSP,usa,2021,0,0,0.159999,0.33,0.33
CSP,usa,2022,0,0,0.3,0.33,0.33
CSP,usa,2023,0,0,0.3,0.33,0.33
CSP,usa,2024,0,0,0.3,0.33,0.33
CSP,usa,2025,0,0,0.3,0.33,0.33
CSP,usa,2026,0,0,0.3,0.33,0.33
CSP,usa,2027,0,0,0.3,0.33,0.33
CSP,usa,2028,0,0,0.3,0.33,0.33
CSP,usa,2029,0,0,0.3,0.33,0.33
CSP,usa,2030,0,0,0.3,0.33,0.33
CSP,usa,2031,0,0,0.1,0.33,0.33
CSP,usa,2032,0,0,0.1,0.33,0.33
CSP,usa,2033,0,0,0.1,0.33,0.33
CSP,usa,2034,0,0,0.1,0.33,0.33
CSP,usa,2035,0,0,0.1,0.33,0.33
CSP,usa,2036,0,0,0.1,0.33,0.33
CSP,usa,2037,0,0,0.1,0.33,0.33
CSP,usa,2038,0,0,0.1,0.33,0.33
CSP,usa,2039,0,0,0.1,0.33,0.33
CSP,usa,2040,0,0,0.1,0.33,0.33
CSP,usa,2041,0,0,0.1,0.33,0.33
CSP,usa,2042,0,0,0.1,0.33,0.33
CSP,usa,2043,0,0,0.1,0.33,0.33
CSP,usa,2044,0,0,0.1,0.33,0.33
CSP,usa,2045,0,0,0.1,0.33,0.33
CSP,usa,2046,0,0,0.1,0.33,0.33
CSP,usa,2047,0,0,0.1,0.33,0.33
CSP,usa,2048,0,0,0.1,0.33,0.33
CSP,usa,2049,0,0,0.1,0.33,0.33
CSP,usa,2050,0,0,0.1,0.33,0.33
PV,usa,2010,0,0,0.3,0.33,0.33
PV,usa,2011,0,0,0.3,0.33,0.33
PV,usa,2012,0,0,0.3,0.33,0.33
PV,usa,2013,0,0,0.3,0.33,0.33
PV,usa,2014,0,0,0.3,0.33,0.33
PV,usa,2015,0,0,0.3,0.33,0.33
PV,usa,2016,0,0,0.3,0.33,0.33
PV,usa,2017,0,0,0.3,0.33,0.33
PV,usa,2018,0,0,0.3,0.33,0.33
PV,usa,2019,0,0,0.279999,0.33,0.33
PV,usa,2020,0,0,0.279999,0.33,0.33
PV,usa,2021,0,0,0.159999,0.33,0.33
PV,usa,2022,0,0,0.159999,0.33,0.33
PV,usa,2023,0,0,0.3,0.33,0.33
PV,usa,2024,0,0,0.3,0.33,0.33
PV,usa,2025,0,0,0.3,0.33,0.33
PV,usa,2026,0,0,0.3,0.33,0.33
PV,usa,2027,0,0,0.3,0.33,0.33
PV,usa,2028,0,0,0.3,0.33,0.33
PV,usa,2029,0,0,0.3,0.33,0.33
PV,usa,2030,0,0,0.3,0.33,0.33
PV,usa,2031,0,0,0.1,0.33,0.33
PV,usa,2032,0,0,0.1,0.33,0.33
PV,usa,2033,0,0,0.1,0.33,0.33
PV,usa,2034,0,0,0.1,0.33,0.33
PV,usa,2035,0,0,0.1,0.33,0.33
PV,usa,2036,0,0,0.1,0.33,0.33
PV,usa,2037,0,0,0.1,0.33,0.33
PV,usa,2038,0,0,0.1,0.33,0.33
PV,usa,2039,0,0,0.1,0.33,0.33
PV,usa,2040,0,0,0.1,0.33,0.33
PV,usa,2041,0,0,0.1,0.33,0.33
PV,usa,2042,0,0,0.1,0.33,0.33
PV,usa,2043,0,0,0.1,0.33,0.33
PV,usa,2044,0,0,0.1,0.33,0.33
PV,usa,2045,0,0,0.1,0.33,0.33
PV,usa,2046,0,0,0.1,0.33,0.33
PV,usa,2047,0,0,0.1,0.33,0.33
PV,usa,2048,0,0,0.1,0.33,0.33
PV,usa,2049,0,0,0.1,0.33,0.33
PV,usa,2050,0,0,0.1,0.33,0.33
GEO,usa,2010,0,0,0.1,0.33,0.33
GEO,usa,2011,0,0,0.1,0.33,0.33
GEO,usa,2012,0,0,0.1,0.33,0.33
GEO,usa,2013,0,0,0.1,0.33,0.33
GEO,usa,2014,0,0,0.1,0.33,0.33
GEO,usa,2015,0,0,0.1,0.33,0.33
GEO,usa,2016,0,0,0.1,0.33,0.33
GEO,usa,2017,0,0,0.1,0.33,0.33
GEO,usa,2018,0,0,0.1,0.33,0.33
GEO,usa,2019,0,0,0.1,0.33,0.33
GEO,usa,2020,18.2547,10,0,0.33,0.33
GEO,usa,2021,18.2547,10,0,0.33,0.33
GEO,usa,2022,18.2547,10,0,0.33,0.33
GEO,usa,2023,18.2547,10,0,0.33,0.33
GEO,usa,2024,18.2547,10,0,0.33,0.33
GEO,usa,2025,18.2547,10,0,0.33,0.33
GEO,usa,2026,18.2547,10,0,0.33,0.33
GEO,usa,2027,18.2547,10,0,0.33,0.33
GEO,usa,2028,18.2547,10,0,0.33,0.33
GEO,usa,2029,18.2547,10,0,0.33,0.33
GEO,usa,2030,18.2547,10,0,0.33,0.33
GEO,usa,2031,0,0,0.1,0.33,0.33
GEO,usa,2032,0,0,0.1,0.33,0.33
GEO,usa,2033,0,0,0.1,0.33,0.33
GEO,usa,2034,0,0,0.1,0.33,0.33
GEO,usa,2035,0,0,0.1,0.33,0.33
GEO,usa,2036,0,0,0.1,0.33,0.33
GEO,usa,2037,0,0,0.1,0.33,0.33
GEO,usa,2038,0,0,0.1,0.33,0.33
GEO,usa,2039,0,0,0.1,0.33,0.33
GEO,usa,2040,0,0,0.1,0.33,0.33
GEO,usa,2041,0,0,0.1,0.33,0.33
GEO,usa,2042,0,0,0.1,0.33,0.33
GEO,usa,2043,0,0,0.1,0.33,0.33
GEO,usa,2044,0,0,0.1,0.33,0.33
GEO,usa,2045,0,0,0.1,0.33,0.33
GEO,usa,2046,0,0,0.1,0.33,0.33
GEO,usa,2047,0,0,0.1,0.33,0.33
GEO,usa,2048,0,0,0.1,0.33,0.33
GEO,usa,2049,0,0,0.1,0.33,0.33
GEO,usa,2050,0,0,0.1,0.33,0.33
biopower,usa,2020,18.2547,10,0,0.33,0.33
biopower,usa,2021,18.2547,10,0,0.33,0.33
biopower,usa,2022,18.2547,10,0,0.33,0.33
biopower,usa,2023,18.2547,10,0,0.33,0.33
biopower,usa,2024,18.2547,10,0,0.33,0.33
biopower,usa,2025,18.2547,10,0,0.33,0.33
biopower,usa,2026,18.2547,10,0,0.33,0.33
biopower,usa,2027,18.2547,10,0,0.33,0.33
biopower,usa,2028,18.2547,10,0,0.33,0.33
biopower,usa,2029,18.2547,10,0,0.33,0.33
biopower,usa,2030,18.2547,10,0,0.33,0.33
