time_slice,Month,Day,Hour,h,
Winter_night,1,7,2,H1,146
Winter_night,1,7,3,H1,147
Winter_night,1,7,4,H1,148
Winter_night,1,7,5,H1,149
Winter_sunrise,1,7,6,H2,150
Winter_sunrise,1,7,7,H2,151
Winter_sunrise,1,7,8,H2,152
Winter_morning,1,7,9,H3,153
Winter_morning,1,7,10,H3,154
Winter_morning,1,7,11,H3,155
Winter_afternoon,1,7,12,H4,156
Winter_afternoon,1,7,13,H4,157
Winter_afternoon,1,7,14,H4,158
Winter_sunset,1,7,15,H5,159
Winter_sunset,1,7,16,H5,160
Winter_sunset,1,7,17,H5,161
Winter_evening,1,7,18,H6,162
Winter_evening,1,7,19,H6,163
Winter_evening,1,7,20,H6,164
Winter_evening,1,7,21,H6,165
Winter_evening,1,7,22,H6,166
Winter_night,1,7,23,H1,167
Winter_night,1,7,24,H1,168
Winter_night,1,8,1,H1,169
Winter_night,1,8,2,H1,170
Winter_night,1,8,3,H1,171
Winter_night,1,8,4,H1,172
Winter_night,1,8,5,H1,173
Winter_sunrise,1,8,6,H2,174
Winter_sunrise,1,8,7,H2,175
Winter_sunrise,1,8,8,H2,176
Winter_morning,1,8,9,H3,177
Winter_morning,1,8,10,H3,178
Winter_morning,1,8,11,H3,179
Winter_afternoon,1,8,12,H4,180
Winter_afternoon,1,8,13,H4,181
Winter_afternoon,1,8,14,H4,182
Winter_sunset,1,8,15,H5,183
Winter_sunset,1,8,16,H5,184
Winter_sunset,1,8,17,H5,185
Winter_evening,1,8,18,H6,186
Winter_evening,1,8,19,H6,187
Winter_evening,1,8,20,H6,188
Winter_evening,1,8,21,H6,189
Winter_evening,1,8,22,H6,190
Winter_night,1,8,23,H1,191
Winter_night,1,8,24,H1,192
Winter_night,1,9,1,H1,193
Winter_night,1,9,2,H1,194
Winter_night,1,9,3,H1,195
Winter_night,1,9,4,H1,196
Winter_night,1,9,5,H1,197
Winter_sunrise,1,9,6,H2,198
Winter_sunrise,1,9,7,H2,199
Winter_sunrise,1,9,8,H2,200
Winter_morning,1,9,9,H3,201
Winter_morning,1,9,10,H3,202
Winter_morning,1,9,11,H3,203
Winter_afternoon,1,9,12,H4,204
Winter_afternoon,1,9,13,H4,205
Winter_afternoon,1,9,14,H4,206
Winter_sunset,1,9,15,H5,207
Winter_sunset,1,9,16,H5,208
Winter_sunset,1,9,17,H5,209
Winter_evening,1,9,18,H6,210
Winter_evening,1,9,19,H6,211
Winter_evening,1,9,20,H6,212
Winter_evening,1,9,21,H6,213
Winter_evening,1,9,22,H6,214
Winter_night,1,9,23,H1,215
Winter_night,1,9,24,H1,216
Winter_night,1,10,1,H1,217
Winter_night,1,10,2,H1,218
Winter_night,1,10,3,H1,219
Winter_night,1,10,4,H1,220
Winter_night,1,10,5,H1,221
Winter_sunrise,1,10,6,H2,222
Winter_sunrise,1,10,7,H2,223
Winter_sunrise,1,10,8,H2,224
Winter_morning,1,10,9,H3,225
Winter_morning,1,10,10,H3,226
Winter_morning,1,10,11,H3,227
Winter_afternoon,1,10,12,H4,228
Winter_afternoon,1,10,13,H4,229
Winter_afternoon,1,10,14,H4,230
Winter_sunset,1,10,15,H5,231
Winter_sunset,1,10,16,H5,232
Winter_sunset,1,10,17,H5,233
Winter_evening,1,10,18,H6,234
Winter_evening,1,10,19,H6,235
Winter_evening,1,10,20,H6,236
Winter_evening,1,10,21,H6,237
Winter_evening,1,10,22,H6,238
Winter_night,1,10,23,H1,239
Winter_night,1,10,24,H1,240
Winter_night,1,11,1,H1,241
Winter_night,1,11,2,H1,242
Winter_night,1,11,3,H1,243
Winter_night,1,11,4,H1,244
Winter_night,1,11,5,H1,245
Winter_sunrise,1,11,6,H2,246
Winter_sunrise,1,11,7,H2,247
Winter_sunrise,1,11,8,H2,248
Winter_morning,1,11,9,H3,249
Winter_morning,1,11,10,H3,250
Winter_morning,1,11,11,H3,251
Winter_afternoon,1,11,12,H4,252
Winter_afternoon,1,11,13,H4,253
Winter_afternoon,1,11,14,H4,254
Winter_sunset,1,11,15,H5,255
Winter_sunset,1,11,16,H5,256
Winter_sunset,1,11,17,H5,257
Winter_evening,1,11,18,H6,258
Winter_evening,1,11,19,H6,259
Winter_peak,1,11,20,H7,260
Winter_evening,1,11,21,H6,261
Winter_evening,1,11,22,H6,262
Winter_night,1,11,23,H1,263
Winter_night,1,11,24,H1,264
Winter_night,1,12,1,H1,265
Winter_night,1,12,2,H1,266
Winter_night,1,12,3,H1,267
Winter_night,1,12,4,H1,268
Winter_night,1,12,5,H1,269
Winter_sunrise,1,12,6,H2,270
Winter_sunrise,1,12,7,H2,271
Winter_sunrise,1,12,8,H2,272
Winter_morning,1,12,9,H3,273
Winter_morning,1,12,10,H3,274
Winter_morning,1,12,11,H3,275
Winter_afternoon,1,12,12,H4,276
Winter_afternoon,1,12,13,H4,277
Winter_afternoon,1,12,14,H4,278
Winter_sunset,1,12,15,H5,279
Winter_sunset,1,12,16,H5,280
Winter_sunset,1,12,17,H5,281
Winter_evening,1,12,18,H6,282
Winter_evening,1,12,19,H6,283
Winter_evening,1,12,20,H6,284
Winter_evening,1,12,21,H6,285
Winter_evening,1,12,22,H6,286
Winter_night,1,12,23,H1,287
Winter_night,1,12,24,H1,288
Winter_night,1,13,1,H1,289
Winter_night,1,13,2,H1,290
Winter_night,1,13,3,H1,291
Winter_night,1,13,4,H1,292
Winter_night,1,13,5,H1,293
Winter_sunrise,1,13,6,H2,294
Winter_sunrise,1,13,7,H2,295
Winter_sunrise,1,13,8,H2,296
Winter_morning,1,13,9,H3,297
Winter_morning,1,13,10,H3,298
Winter_morning,1,13,11,H3,299
Winter_afternoon,1,13,12,H4,300
Winter_afternoon,1,13,13,H4,301
Winter_afternoon,1,13,14,H4,302
Winter_sunset,1,13,15,H5,303
Winter_sunset,1,13,16,H5,304
Winter_sunset,1,13,17,H5,305
Winter_evening,1,13,18,H6,306
Winter_evening,1,13,19,H6,307
Winter_evening,1,13,20,H6,308
Winter_evening,1,13,21,H6,309
Winter_evening,1,13,22,H6,310
Winter_night,1,13,23,H1,311
Winter_night,1,13,24,H1,312
Winter_night,1,14,1,H1,313
Winter_night,1,14,2,H1,314
Winter_night,1,14,3,H1,315
Winter_night,1,14,4,H1,316
Winter_night,1,14,5,H1,317
Winter_sunrise,1,14,6,H2,318
Winter_sunrise,1,14,7,H2,319
Winter_sunrise,1,14,8,H2,320
Winter_morning,1,14,9,H3,321
Winter_morning,1,14,10,H3,322
Winter_morning,1,14,11,H3,323
Winter_afternoon,1,14,12,H4,324
Winter_afternoon,1,14,13,H4,325
Winter_afternoon,1,14,14,H4,326
Winter_sunset,1,14,15,H5,327
Winter_sunset,1,14,16,H5,328
Winter_sunset,1,14,17,H5,329
Winter_evening,1,14,18,H6,330
Winter_evening,1,14,19,H6,331
Winter_evening,1,14,20,H6,332
Winter_evening,1,14,21,H6,333
Winter_evening,1,14,22,H6,334
Winter_night,1,14,23,H1,335
Winter_night,1,14,24,H1,336
Winter_night,1,15,1,H1,337
Winter_night,1,15,2,H1,338
Winter_night,1,15,3,H1,339
Winter_night,1,15,4,H1,340
Winter_night,1,15,5,H1,341
Winter_sunrise,1,15,6,H2,342
Winter_sunrise,1,15,7,H2,343
Winter_sunrise,1,15,8,H2,344
Winter_morning,1,15,9,H3,345
Winter_morning,1,15,10,H3,346
Winter_morning,1,15,11,H3,347
Winter_afternoon,1,15,12,H4,348
Winter_afternoon,1,15,13,H4,349
Winter_afternoon,1,15,14,H4,350
Winter_sunset,1,15,15,H5,351
Winter_sunset,1,15,16,H5,352
Winter_sunset,1,15,17,H5,353
Winter_peak,1,15,18,H7,354
Winter_evening,1,15,19,H6,355
Winter_evening,1,15,20,H6,356
Winter_evening,1,15,21,H6,357
Winter_evening,1,15,22,H6,358
Winter_night,1,15,23,H1,359
Winter_night,1,15,24,H1,360
Winter_night,1,16,1,H1,361
Winter_night,1,16,2,H1,362
Winter_night,1,16,3,H1,363
Winter_night,1,16,4,H1,364
Winter_night,1,16,5,H1,365
Winter_sunrise,1,16,6,H2,366
Winter_sunrise,1,16,7,H2,367
Winter_sunrise,1,16,8,H2,368
Winter_morning,1,16,9,H3,369
Winter_morning,1,16,10,H3,370
Winter_morning,1,16,11,H3,371
Winter_afternoon,1,16,12,H4,372
Winter_afternoon,1,16,13,H4,373
Winter_afternoon,1,16,14,H4,374
Winter_sunset,1,16,15,H5,375
Winter_sunset,1,16,16,H5,376
Winter_sunset,1,16,17,H5,377
Winter_evening,1,16,18,H6,378
Winter_evening,1,16,19,H6,379
Winter_evening,1,16,20,H6,380
Winter_evening,1,16,21,H6,381
Winter_evening,1,16,22,H6,382
Winter_night,1,16,23,H1,383
Winter_night,1,16,24,H1,384
Winter_night,1,17,1,H1,385
Winter_night,1,17,2,H1,386
Winter_night,1,17,3,H1,387
Winter_night,1,17,4,H1,388
Winter_night,1,17,5,H1,389
Winter_sunrise,1,17,6,H2,390
Winter_sunrise,1,17,7,H2,391
Winter_sunrise,1,17,8,H2,392
Winter_morning,1,17,9,H3,393
Winter_morning,1,17,10,H3,394
Winter_morning,1,17,11,H3,395
Winter_afternoon,1,17,12,H4,396
Winter_afternoon,1,17,13,H4,397
Winter_afternoon,1,17,14,H4,398
Winter_sunset,1,17,15,H5,399
Winter_sunset,1,17,16,H5,400
Winter_sunset,1,17,17,H5,401
Winter_evening,1,17,18,H6,402
Winter_evening,1,17,19,H6,403
Winter_evening,1,17,20,H6,404
Winter_evening,1,17,21,H6,405
Winter_evening,1,17,22,H6,406
Winter_night,1,17,23,H1,407
Winter_night,1,17,24,H1,408
Winter_night,1,18,1,H1,409
Winter_night,1,18,2,H1,410
Winter_night,1,18,3,H1,411
Winter_night,1,18,4,H1,412
Winter_night,1,18,5,H1,413
Winter_sunrise,1,18,6,H2,414
Winter_sunrise,1,18,7,H2,415
Winter_sunrise,1,18,8,H2,416
Winter_morning,1,18,9,H3,417
Winter_morning,1,18,10,H3,418
Winter_morning,1,18,11,H3,419
Winter_afternoon,1,18,12,H4,420
Winter_afternoon,1,18,13,H4,421
Winter_afternoon,1,18,14,H4,422
Winter_sunset,1,18,15,H5,423
Winter_sunset,1,18,16,H5,424
Winter_sunset,1,18,17,H5,425
Winter_evening,1,18,18,H6,426
Winter_evening,1,18,19,H6,427
Winter_evening,1,18,20,H6,428
Winter_evening,1,18,21,H6,429
Winter_evening,1,18,22,H6,430
Winter_night,1,18,23,H1,431
Winter_night,1,18,24,H1,432
Winter_night,1,19,1,H1,433
Winter_night,1,19,2,H1,434
Winter_night,1,19,3,H1,435
Winter_night,1,19,4,H1,436
Winter_night,1,19,5,H1,437
Winter_sunrise,1,19,6,H2,438
Winter_sunrise,1,19,7,H2,439
Winter_sunrise,1,19,8,H2,440
Winter_morning,1,19,9,H3,441
Winter_morning,1,19,10,H3,442
Winter_morning,1,19,11,H3,443
Winter_afternoon,1,19,12,H4,444
Winter_afternoon,1,19,13,H4,445
Winter_afternoon,1,19,14,H4,446
Winter_sunset,1,19,15,H5,447
Winter_sunset,1,19,16,H5,448
Winter_sunset,1,19,17,H5,449
Winter_evening,1,19,18,H6,450
Winter_evening,1,19,19,H6,451
Winter_evening,1,19,20,H6,452
Winter_evening,1,19,21,H6,453
Winter_evening,1,19,22,H6,454
Winter_night,1,19,23,H1,455
Winter_night,1,19,24,H1,456
Winter_night,1,20,1,H1,457
Winter_night,1,20,2,H1,458
Winter_night,1,20,3,H1,459
Winter_night,1,20,4,H1,460
Winter_night,1,20,5,H1,461
Winter_sunrise,1,20,6,H2,462
Winter_sunrise,1,20,7,H2,463
Winter_sunrise,1,20,8,H2,464
Winter_morning,1,20,9,H3,465
Winter_morning,1,20,10,H3,466
Winter_morning,1,20,11,H3,467
Winter_afternoon,1,20,12,H4,468
Winter_afternoon,1,20,13,H4,469
Winter_afternoon,1,20,14,H4,470
Winter_sunset,1,20,15,H5,471
Winter_sunset,1,20,16,H5,472
Winter_sunset,1,20,17,H5,473
Winter_evening,1,20,18,H6,474
Winter_evening,1,20,19,H6,475
Winter_evening,1,20,20,H6,476
Winter_evening,1,20,21,H6,477
Winter_evening,1,20,22,H6,478
Winter_night,1,20,23,H1,479
Winter_night,1,20,24,H1,480
Winter_night,1,21,1,H1,481
Winter_night,1,21,2,H1,482
Winter_night,1,21,3,H1,483
Winter_night,1,21,4,H1,484
Winter_night,1,21,5,H1,485
Winter_sunrise,1,21,6,H2,486
Winter_sunrise,1,21,7,H2,487
Winter_sunrise,1,21,8,H2,488
Winter_morning,1,21,9,H3,489
Winter_morning,1,21,10,H3,490
Winter_morning,1,21,11,H3,491
Winter_afternoon,1,21,12,H4,492
Winter_afternoon,1,21,13,H4,493
Winter_afternoon,1,21,14,H4,494
Winter_sunset,1,21,15,H5,495
Winter_sunset,1,21,16,H5,496
Winter_sunset,1,21,17,H5,497
Winter_evening,1,21,18,H6,498
Winter_evening,1,21,19,H6,499
Winter_evening,1,21,20,H6,500
Winter_evening,1,21,21,H6,501
Winter_evening,1,21,22,H6,502
Winter_night,1,21,23,H1,503
Winter_night,1,21,24,H1,504
Winter_night,1,22,1,H1,505
Winter_night,1,22,2,H1,506
Winter_night,1,22,3,H1,507
Winter_night,1,22,4,H1,508
Winter_night,1,22,5,H1,509
Winter_sunrise,1,22,6,H2,510
Winter_sunrise,1,22,7,H2,511
Winter_sunrise,1,22,8,H2,512
Winter_morning,1,22,9,H3,513
Winter_morning,1,22,10,H3,514
Winter_morning,1,22,11,H3,515
Winter_afternoon,1,22,12,H4,516
Winter_afternoon,1,22,13,H4,517
Winter_afternoon,1,22,14,H4,518
Winter_sunset,1,22,15,H5,519
Winter_sunset,1,22,16,H5,520
Winter_sunset,1,22,17,H5,521
Winter_evening,1,22,18,H6,522
Winter_evening,1,22,19,H6,523
Winter_evening,1,22,20,H6,524
Winter_evening,1,22,21,H6,525
Winter_evening,1,22,22,H6,526
Winter_night,1,22,23,H1,527
Winter_night,1,22,24,H1,528
Winter_night,1,23,1,H1,529
Winter_night,1,23,2,H1,530
Winter_night,1,23,3,H1,531
Winter_night,1,23,4,H1,532
Winter_night,1,23,5,H1,533
Winter_sunrise,1,23,6,H2,534
Winter_sunrise,1,23,7,H2,535
Winter_sunrise,1,23,8,H2,536
Winter_morning,1,23,9,H3,537
Winter_morning,1,23,10,H3,538
Winter_morning,1,23,11,H3,539
Winter_afternoon,1,23,12,H4,540
Winter_afternoon,1,23,13,H4,541
Winter_afternoon,1,23,14,H4,542
Winter_sunset,1,23,15,H5,543
Winter_sunset,1,23,16,H5,544
Winter_sunset,1,23,17,H5,545
Winter_evening,1,23,18,H6,546
Winter_evening,1,23,19,H6,547
Winter_evening,1,23,20,H6,548
Winter_evening,1,23,21,H6,549
Winter_evening,1,23,22,H6,550
Winter_night,1,23,23,H1,551
Winter_night,1,23,24,H1,552
Winter_night,1,24,1,H1,553
Winter_night,1,24,2,H1,554
Winter_night,1,24,3,H1,555
Winter_night,1,24,4,H1,556
Winter_night,1,24,5,H1,557
Winter_sunrise,1,24,6,H2,558
Winter_sunrise,1,24,7,H2,559
Winter_sunrise,1,24,8,H2,560
Winter_morning,1,24,9,H3,561
Winter_morning,1,24,10,H3,562
Winter_morning,1,24,11,H3,563
Winter_afternoon,1,24,12,H4,564
Winter_afternoon,1,24,13,H4,565
Winter_afternoon,1,24,14,H4,566
Winter_sunset,1,24,15,H5,567
Winter_sunset,1,24,16,H5,568
Winter_sunset,1,24,17,H5,569
Winter_evening,1,24,18,H6,570
Winter_peak,1,24,19,H7,571
Winter_evening,1,24,20,H6,572
Winter_evening,1,24,21,H6,573
Winter_evening,1,24,22,H6,574
Winter_night,1,24,23,H1,575
Winter_night,1,24,24,H1,576
Winter_night,1,25,1,H1,577
Winter_night,1,25,2,H1,578
Winter_night,1,25,3,H1,579
Winter_night,1,25,4,H1,580
Winter_night,1,25,5,H1,581
Winter_sunrise,1,25,6,H2,582
Winter_sunrise,1,25,7,H2,583
Winter_sunrise,1,25,8,H2,584
Winter_morning,1,25,9,H3,585
Winter_morning,1,25,10,H3,586
Winter_morning,1,25,11,H3,587
Winter_afternoon,1,25,12,H4,588
Winter_afternoon,1,25,13,H4,589
Winter_afternoon,1,25,14,H4,590
Winter_sunset,1,25,15,H5,591
Winter_sunset,1,25,16,H5,592
Winter_sunset,1,25,17,H5,593
Winter_evening,1,25,18,H6,594
Winter_evening,1,25,19,H6,595
Winter_evening,1,25,20,H6,596
Winter_evening,1,25,21,H6,597
Winter_evening,1,25,22,H6,598
Winter_night,1,25,23,H1,599
Winter_night,1,25,24,H1,600
Winter_night,1,26,1,H1,601
Winter_night,1,26,2,H1,602
Winter_night,1,26,3,H1,603
Winter_night,1,26,4,H1,604
Winter_night,1,26,5,H1,605
Winter_sunrise,1,26,6,H2,606
Winter_sunrise,1,26,7,H2,607
Winter_sunrise,1,26,8,H2,608
Winter_morning,1,26,9,H3,609
Winter_morning,1,26,10,H3,610
Winter_morning,1,26,11,H3,611
Winter_afternoon,1,26,12,H4,612
Winter_afternoon,1,26,13,H4,613
Winter_afternoon,1,26,14,H4,614
Winter_sunset,1,26,15,H5,615
Winter_sunset,1,26,16,H5,616
Winter_sunset,1,26,17,H5,617
Winter_evening,1,26,18,H6,618
Winter_evening,1,26,19,H6,619
Winter_evening,1,26,20,H6,620
Winter_evening,1,26,21,H6,621
Winter_evening,1,26,22,H6,622
Winter_night,1,26,23,H1,623
Winter_night,1,26,24,H1,624
Winter_night,1,27,1,H1,625
Winter_night,1,27,2,H1,626
Winter_night,1,27,3,H1,627
Winter_night,1,27,4,H1,628
Winter_night,1,27,5,H1,629
Winter_sunrise,1,27,6,H2,630
Winter_sunrise,1,27,7,H2,631
Winter_sunrise,1,27,8,H2,632
Winter_morning,1,27,9,H3,633
Winter_morning,1,27,10,H3,634
Winter_morning,1,27,11,H3,635
Winter_afternoon,1,27,12,H4,636
Winter_afternoon,1,27,13,H4,637
Winter_afternoon,1,27,14,H4,638
Winter_sunset,1,27,15,H5,639
Winter_sunset,1,27,16,H5,640
Winter_sunset,1,27,17,H5,641
Winter_evening,1,27,18,H6,642
Winter_evening,1,27,19,H6,643
Winter_evening,1,27,20,H6,644
Winter_evening,1,27,21,H6,645
Winter_evening,1,27,22,H6,646
Winter_night,1,27,23,H1,647
Winter_night,1,27,24,H1,648
Winter_night,1,28,1,H1,649
Winter_night,1,28,2,H1,650
Winter_night,1,28,3,H1,651
Winter_night,1,28,4,H1,652
Winter_night,1,28,5,H1,653
Winter_sunrise,1,28,6,H2,654
Winter_sunrise,1,28,7,H2,655
Winter_sunrise,1,28,8,H2,656
Winter_morning,1,28,9,H3,657
Winter_morning,1,28,10,H3,658
Winter_morning,1,28,11,H3,659
Winter_afternoon,1,28,12,H4,660
Winter_afternoon,1,28,13,H4,661
Winter_afternoon,1,28,14,H4,662
Winter_sunset,1,28,15,H5,663
Winter_sunset,1,28,16,H5,664
Winter_sunset,1,28,17,H5,665
Winter_evening,1,28,18,H6,666
Winter_evening,1,28,19,H6,667
Winter_evening,1,28,20,H6,668
Winter_evening,1,28,21,H6,669
Winter_evening,1,28,22,H6,670
Winter_night,1,28,23,H1,671
Winter_night,1,28,24,H1,672
Winter_night,1,29,1,H1,673
Winter_night,1,29,2,H1,674
Winter_night,1,29,3,H1,675
Winter_night,1,29,4,H1,676
Winter_night,1,29,5,H1,677
Winter_sunrise,1,29,6,H2,678
Winter_sunrise,1,29,7,H2,679
Winter_sunrise,1,29,8,H2,680
Winter_morning,1,29,9,H3,681
Winter_morning,1,29,10,H3,682
Winter_morning,1,29,11,H3,683
Winter_afternoon,1,29,12,H4,684
Winter_afternoon,1,29,13,H4,685
Winter_afternoon,1,29,14,H4,686
Winter_sunset,1,29,15,H5,687
Winter_sunset,1,29,16,H5,688
Winter_sunset,1,29,17,H5,689
Winter_evening,1,29,18,H6,690
Winter_evening,1,29,19,H6,691
Winter_evening,1,29,20,H6,692
Winter_evening,1,29,21,H6,693
Winter_evening,1,29,22,H6,694
Winter_night,1,29,23,H1,695
Winter_night,1,29,24,H1,696
Winter_night,1,30,1,H1,697
Winter_night,1,30,2,H1,698
Winter_night,1,30,3,H1,699
Winter_night,1,30,4,H1,700
Winter_night,1,30,5,H1,701
Winter_sunrise,1,30,6,H2,702
Winter_sunrise,1,30,7,H2,703
Winter_sunrise,1,30,8,H2,704
Winter_morning,1,30,9,H3,705
Winter_morning,1,30,10,H3,706
Winter_morning,1,30,11,H3,707
Winter_afternoon,1,30,12,H4,708
Winter_afternoon,1,30,13,H4,709
Winter_afternoon,1,30,14,H4,710
Winter_sunset,1,30,15,H5,711
Winter_sunset,1,30,16,H5,712
Winter_sunset,1,30,17,H5,713
Winter_evening,1,30,18,H6,714
Winter_evening,1,30,19,H6,715
Winter_evening,1,30,20,H6,716
Winter_evening,1,30,21,H6,717
Winter_evening,1,30,22,H6,718
Winter_night,1,30,23,H1,719
Winter_night,1,30,24,H1,720
Winter_night,1,31,1,H1,721
Winter_night,1,31,2,H1,722
Winter_night,1,31,3,H1,723
Winter_night,1,31,4,H1,724
Winter_night,1,31,5,H1,725
Winter_sunrise,1,31,6,H2,726
Winter_sunrise,1,31,7,H2,727
Winter_sunrise,1,31,8,H2,728
Winter_morning,1,31,9,H3,729
Winter_morning,1,31,10,H3,730
Winter_morning,1,31,11,H3,731
Winter_afternoon,1,31,12,H4,732
Winter_afternoon,1,31,13,H4,733
Winter_afternoon,1,31,14,H4,734
Winter_sunset,1,31,15,H5,735
Winter_sunset,1,31,16,H5,736
Winter_sunset,1,31,17,H5,737
Winter_evening,1,31,18,H6,738
Winter_evening,1,31,19,H6,739
Winter_evening,1,31,20,H6,740
Winter_evening,1,31,21,H6,741
Winter_evening,1,31,22,H6,742
Winter_night,1,31,23,H1,743
Winter_night,1,31,24,H1,744
Winter_night,2,1,1,H1,745
Winter_night,2,1,2,H1,746
Winter_night,2,1,3,H1,747
Winter_night,2,1,4,H1,748
Winter_night,2,1,5,H1,749
Winter_sunrise,2,1,6,H2,750
Winter_sunrise,2,1,7,H2,751
Winter_sunrise,2,1,8,H2,752
Winter_morning,2,1,9,H3,753
Winter_morning,2,1,10,H3,754
Winter_morning,2,1,11,H3,755
Winter_afternoon,2,1,12,H4,756
Winter_afternoon,2,1,13,H4,757
Winter_afternoon,2,1,14,H4,758
Winter_sunset,2,1,15,H5,759
Winter_sunset,2,1,16,H5,760
Winter_sunset,2,1,17,H5,761
