,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.6581,60.9885,99.9509,133.7472,134.457,135.2572,136.7231,138.6767,141.6281,149.9646,165.985,190.4015,224.0518,264.3904,310.4253,364.0731,399.205,471.73,552.3386
p10,534.6252872,865.8653054,1686.5486,3166.7188,4732.1403,5553.1997,6146.0769,6228.045,6326.0992,6418.9774,6514.7841,6616.5486,6733.0915,6881.0008,7074.9106,7305.8298,7591.2607,7961.9689,8326.063,8764.8806,9303.2171
p100,0,0,0.4839,1.3224,3.0686,7.0211,11.8653,17.1267,23.5024,25.454,27.303,29.4781,32.0021,35.6737,39.7299,44.0944,49.3325,55.8918,71.1294,90.2701,112.194
p101,8.377123095,26.91038637,62.1209,106.3771,210.811,413.623,637.8864,854.4169,1142.0424,1443.8227,1718.484,2042.7889,2396.4805,2783.1368,3212.253,3674.5337,4253.1816,4869.0603,5267.6684,5966.6753,7054.0874
p102,5.087078563,14.23755315,24.622,45.2822,111.5672,206.3493,260.0033,304.7736,363.5689,441.063,527.1964,657.3933,825.6804,1028.4563,1261.6607,1508.3122,1811.008,2091.7688,2288.2253,2627.7514,3114.4541
p103,0,0,12.7701,25.0838,44.588,59.6213,77.8807,105.548,150.3489,210.7398,286.6394,377.3669,478.3776,580.057,675.0398,760.1866,837.2544,906.5172,1019.1681,1208.5629,1583.0769
p104,0,0,0.9844,2.1704,3.7564,4.7819,6.0085,7.8486,10.6217,14.0457,17.9445,22.2069,27.0418,32.1492,37.0467,41.7701,46.8004,52.5448,59.1837,66.8634,84.2579
p105,0,0,3.5058,9.2593,42.8929,64.3729,89.2672,96.6048,108.1178,122.1493,137.8649,156.2903,177.5744,201.3486,231.428,264.4198,306.2489,355.0503,421.3661,497.3591,598.7006
p106,0,0,1.2206,3.4115,14.753,24.1382,34.3085,35.2894,36.4916,37.8391,39.1745,41.6761,45.7034,51.9997,59.1313,68.9905,80.491,92.6215,108.3101,127.6708,153.9988
p107,0,0,1.5325,4.4582,20.1918,39.9966,57.2336,62.2562,69.7753,79.0694,89.6323,102.5855,118.16,137.04,161.7602,192.5266,232.8382,283.9371,351.1956,414.6572,500.4553
p108,0,0,0.1214,0.5137,4.536,4.536,4.536,4.536,4.536,4.536,4.536,4.536,4.536,4.536,4.5712,4.6917,4.8597,5.1137,6.1531,7.6793,10.2699
p109,0,0,0.1973,0.9078,5.7102,5.7102,5.7102,5.7102,5.7102,5.7102,5.7102,5.7102,5.7102,5.7102,5.8019,6.3911,7.2188,8.3564,9.9427,13.9874,22.0027
