r,h,i,value
s174,H4,csp1_2,0.086026304
s174,H4,csp1_1,0.083028696
s174,H6,csp1_3,0.410299883
s174,H6,csp1_2,0.389636066
s174,H6,csp1_1,0.379169555
s174,H7,csp1_3,0.593360246
s174,H7,csp1_2,0.53954877
s174,H7,csp1_1,0.547362295
s174,H8,csp1_3,0.036066721
s174,H8,csp1_2,0.032375574
s174,H8,csp1_1,0.02887459
s175,H10,csp1_1,0.254934524
s175,H11,csp1_1,0.371260625
s175,H12,csp1_1,0.00393725
s175,H14,csp1_1,0.343541848
s175,H15,csp1_1,0.474600136
s175,H16,csp1_1,0.058179783
s175,H17,csp1_1,0.399812364
s175,H2,csp1_1,0.344009084
s175,H3,csp1_1,0.399812364
s175,H4,csp1_1,0.067414348
s175,H6,csp1_1,0.411016393
s175,H7,csp1_1,0.472338115
s175,H8,csp1_1,0.024990656
s18,H10,csp1_3,0.155318036
s18,H10,csp1_2,0.13430125
s18,H10,csp1_1,0.137007679
s18,H10,csp1_6,0.171218631
s18,H10,csp1_5,0.187881369
s18,H10,csp1_4,0.161345238
s18,H10,csp1_7,0.226926369
s18,H11,csp1_3,0.163146875
s18,H11,csp1_2,0.125454167
s18,H11,csp1_1,0.151733854
s18,H11,csp1_6,0.177535521
s18,H11,csp1_5,0.19701
s18,H11,csp1_4,0.169055625
s18,H11,csp1_7,0.261458333
s18,H14,csp1_3,0.349561724
s18,H14,csp1_2,0.303175388
s18,H14,csp1_1,0.333386724
s18,H14,csp1_6,0.393489907
s18,H14,csp1_5,0.364240606
s18,H14,csp1_4,0.353823137
s18,H14,csp1_7,0.478638665
s18,H15,csp1_3,0.358981114
s18,H15,csp1_2,0.308245516
s18,H15,csp1_1,0.326795652
s18,H15,csp1_6,0.416084375
s18,H15,csp1_5,0.351997554
s18,H15,csp1_4,0.34643356
s18,H15,csp1_7,0.533836549
s18,H16,csp1_3,0.029220761
s18,H16,csp1_2,0.02107837
s18,H16,csp1_1,0.025003478
s18,H16,csp1_6,0.036617826
s18,H16,csp1_5,0.03917837
s18,H16,csp1_4,0.032920761
s18,H16,csp1_7,0.047437283
s18,H17,csp1_3,0.675458152
s18,H17,csp1_2,0.616190625
s18,H17,csp1_1,0.649809239
s18,H17,csp1_6,0.760461957
s18,H17,csp1_5,0.722273641
s18,H17,csp1_4,0.697645924
s18,H17,csp1_7,0.743635734
s18,H2,csp1_3,0.633651475
s18,H2,csp1_2,0.58348059
s18,H2,csp1_1,0.613262811
s18,H2,csp1_6,0.688630435
s18,H2,csp1_5,0.675600621
s18,H2,csp1_4,0.659935792
s18,H2,csp1_7,0.696909161
s18,H3,csp1_3,0.675458152
s18,H3,csp1_2,0.616190625
s18,H3,csp1_1,0.649809239
s18,H3,csp1_6,0.760461957
s18,H3,csp1_5,0.722273641
s18,H3,csp1_4,0.697645924
s18,H3,csp1_7,0.743635734
s18,H4,csp1_3,0.109328804
s18,H4,csp1_2,0.092493152
s18,H4,csp1_1,0.094377609
s18,H4,csp1_6,0.138897065
s18,H4,csp1_5,0.125802283
s18,H4,csp1_4,0.121348696
s18,H4,csp1_7,0.147259891
s18,H6,csp1_3,0.488909251
s18,H6,csp1_2,0.407159719
s18,H6,csp1_1,0.274335714
s18,H6,csp1_6,0.542886651
s18,H6,csp1_5,0.549627518
s18,H6,csp1_4,0.515110422
s18,H6,csp1_7,0.585442389
s18,H7,csp1_3,0.537679918
s18,H7,csp1_2,0.470292008
s18,H7,csp1_1,0.349835451
s18,H7,csp1_6,0.582795492
s18,H7,csp1_5,0.574652049
s18,H7,csp1_4,0.563180328
s18,H7,csp1_7,0.614276434
s18,H8,csp1_3,0.01311541
s18,H8,csp1_2,0.01023
s18,H8,csp1_1,0.010941639
s18,H8,csp1_6,0.01777377
s18,H8,csp1_5,0.016333443
s18,H8,csp1_4,0.015435902
s18,H8,csp1_7,0.018333443
s187,H10,csp1_1,0.291311548
s187,H11,csp1_1,0.385991458
s187,H12,csp1_1,0.00165275
s187,H14,csp1_1,0.424043012
s187,H15,csp1_1,0.522958016
s187,H16,csp1_1,0.04899413
s187,H17,csp1_1,0.511074864
s187,H2,csp1_1,0.466120575
s187,H3,csp1_1,0.511074864
s187,H4,csp1_1,0.080648043
s187,H6,csp1_1,0.374890164
s187,H7,csp1_1,0.446296926
s187,H8,csp1_1,0.014954426
s188,H10,csp1_1,0.28354625
s188,H11,csp1_1,0.341036042
s188,H12,csp1_1,0.000938
s188,H14,csp1_1,0.413682842
s188,H15,csp1_1,0.506580978
s188,H16,csp1_1,0.037247283
s188,H17,csp1_1,0.569061141
s188,H2,csp1_1,0.453983075
s188,H3,csp1_1,0.569061141
s188,H4,csp1_1,0.069742935
s188,H6,csp1_1,0.398183607
s188,H7,csp1_1,0.426614139
s188,H8,csp1_1,0.007882951
s19,H10,csp1_3,0.113205952
s19,H10,csp1_2,0.114685714
s19,H10,csp1_1,0.127603929
s19,H10,csp1_6,0.160002619
s19,H10,csp1_5,0.210901726
s19,H10,csp1_4,0.128691667
s19,H11,csp1_3,0.237739479
s19,H11,csp1_2,0.236315104
s19,H11,csp1_1,0.138810313
s19,H11,csp1_6,0.310100729
s19,H11,csp1_5,0.195278438
s19,H11,csp1_4,0.241063854
s19,H12,csp1_3,0.005553417
s19,H12,csp1_2,0.005120917
s19,H12,csp1_6,0.00774425
s19,H12,csp1_4,0.008069167
s19,H14,csp1_3,0.287034239
s19,H14,csp1_2,0.305291925
s19,H14,csp1_1,0.307727407
s19,H14,csp1_6,0.366391537
s19,H14,csp1_5,0.407233463
s19,H14,csp1_4,0.312534938
s19,H15,csp1_3,0.376006658
s19,H15,csp1_2,0.385752853
s19,H15,csp1_1,0.272880299
s19,H15,csp1_6,0.534452038
s19,H15,csp1_5,0.402459375
s19,H15,csp1_4,0.410376359
s19,H16,csp1_3,0.081630217
s19,H16,csp1_2,0.078035217
s19,H16,csp1_1,0.013453043
s19,H16,csp1_6,0.097106739
s19,H16,csp1_5,0.027341848
s19,H16,csp1_4,0.078887717
s19,H17,csp1_3,0.711901766
s19,H17,csp1_2,0.707133967
s19,H17,csp1_1,0.55823125
s19,H17,csp1_6,0.758553533
s19,H17,csp1_5,0.632043071
s19,H17,csp1_4,0.683704755
s19,H2,csp1_3,0.505138898
s19,H2,csp1_2,0.506296196
s19,H2,csp1_1,0.591457842
s19,H2,csp1_6,0.56804604
s19,H2,csp1_5,0.690047826
s19,H2,csp1_4,0.541977019
s19,H3,csp1_3,0.711901766
s19,H3,csp1_2,0.707133967
s19,H3,csp1_1,0.55823125
s19,H3,csp1_6,0.758553533
s19,H3,csp1_5,0.632043071
s19,H3,csp1_4,0.683704755
s19,H4,csp1_3,0.189329457
s19,H4,csp1_2,0.190820652
s19,H4,csp1_1,0.085926413
s19,H4,csp1_6,0.200356957
s19,H4,csp1_5,0.090352065
s19,H4,csp1_4,0.164474783
s19,H6,csp1_3,0.381375176
s19,H6,csp1_2,0.384861475
s19,H6,csp1_1,0.456289461
s19,H6,csp1_6,0.453281733
s19,H6,csp1_5,0.540623302
s19,H6,csp1_4,0.427627518
s19,H7,csp1_3,0.567720492
s19,H7,csp1_2,0.57967541
s19,H7,csp1_1,0.445409426
s19,H7,csp1_6,0.71301373
s19,H7,csp1_5,0.569127664
s19,H7,csp1_4,0.644131148
s19,H8,csp1_3,0.057629672
s19,H8,csp1_2,0.057650492
s19,H8,csp1_1,0.011038689
s19,H8,csp1_6,0.074479016
s19,H8,csp1_5,0.008959508
s19,H8,csp1_4,0.067144262
s20,H10,csp1_6,0.231062619
s20,H10,csp1_5,0.227924643
s20,H10,csp1_7,0.242303393
s20,H11,csp1_6,0.299513229
s20,H11,csp1_5,0.2971425
s20,H11,csp1_7,0.280594479
s20,H12,csp1_6,0.0007185
s20,H12,csp1_5,0.000693917
s20,H12,csp1_7,0.000494083
s20,H14,csp1_6,0.417175699
s20,H14,csp1_5,0.391685559
s20,H14,csp1_7,0.446781134
s20,H15,csp1_6,0.460127853
s20,H15,csp1_5,0.443141984
s20,H15,csp1_7,0.454138995
s20,H16,csp1_6,0.048953152
s20,H16,csp1_5,0.04609163
s20,H16,csp1_7,0.051187283
s20,H17,csp1_6,0.783860462
s20,H17,csp1_5,0.763357201
s20,H17,csp1_7,0.737500543
s20,H2,csp1_6,0.656651242
s20,H2,csp1_5,0.639747516
s20,H2,csp1_7,0.692951087
s20,H3,csp1_6,0.783860462
s20,H3,csp1_5,0.763357201
s20,H3,csp1_7,0.737500543
s20,H4,csp1_6,0.133047609
s20,H4,csp1_5,0.128477609
s20,H4,csp1_7,0.140801522
s20,H6,csp1_6,0.539232201
s20,H6,csp1_5,0.537289813
s20,H6,csp1_7,0.599514169
s20,H7,csp1_6,0.670055943
s20,H7,csp1_5,0.651595697
s20,H7,csp1_7,0.665805533
s20,H8,csp1_6,0.019967869
s20,H8,csp1_5,0.019324918
s20,H8,csp1_7,0.023935738
s21,H10,csp1_3,0.154764345
s21,H10,csp1_2,0.149151012
s21,H10,csp1_6,0.196068095
s21,H10,csp1_5,0.195301607
s21,H10,csp1_4,0.148410357
s21,H10,csp1_7,0.241025714
s21,H10,csp1_8,0.26656125
s21,H11,csp1_3,0.174394896
s21,H11,csp1_2,0.177172083
s21,H11,csp1_6,0.232426146
s21,H11,csp1_5,0.2193275
s21,H11,csp1_4,0.163402813
s21,H11,csp1_7,0.296081771
s21,H11,csp1_8,0.310734063
s21,H12,csp1_2,0.000232583
s21,H12,csp1_5,0.000217583
s21,H14,csp1_3,0.379384084
s21,H14,csp1_2,0.399780124
s21,H14,csp1_6,0.370883851
s21,H14,csp1_5,0.367124767
s21,H14,csp1_4,0.33782896
s21,H14,csp1_7,0.441472127
s21,H14,csp1_8,0.46389868
s21,H15,csp1_3,0.389643342
s21,H15,csp1_2,0.408204212
s21,H15,csp1_6,0.411794293
s21,H15,csp1_5,0.402376223
s21,H15,csp1_4,0.371762228
s21,H15,csp1_7,0.477412228
s21,H15,csp1_8,0.47734375
s21,H16,csp1_3,0.042199783
s21,H16,csp1_2,0.042333696
s21,H16,csp1_6,0.038715761
s21,H16,csp1_5,0.045851957
s21,H16,csp1_4,0.031848478
s21,H16,csp1_7,0.046681413
s21,H16,csp1_8,0.044444565
s21,H17,csp1_3,0.676541984
s21,H17,csp1_2,0.728888723
s21,H17,csp1_6,0.778062228
s21,H17,csp1_5,0.769836277
s21,H17,csp1_4,0.704234783
s21,H17,csp1_7,0.792266712
s21,H17,csp1_8,0.771312092
s21,H2,csp1_3,0.676157065
s21,H2,csp1_2,0.701012811
s21,H2,csp1_6,0.70396545
s21,H2,csp1_5,0.666046429
s21,H2,csp1_4,0.656328882
s21,H2,csp1_7,0.727027329
s21,H2,csp1_8,0.724073835
s21,H3,csp1_3,0.676541984
s21,H3,csp1_2,0.728888723
s21,H3,csp1_6,0.778062228
s21,H3,csp1_5,0.769836277
s21,H3,csp1_4,0.704234783
s21,H3,csp1_7,0.792266712
s21,H3,csp1_8,0.771312092
s21,H4,csp1_3,0.120395326
s21,H4,csp1_2,0.118387283
s21,H4,csp1_6,0.13899837
s21,H4,csp1_5,0.139010109
s21,H4,csp1_4,0.121993152
s21,H4,csp1_7,0.132988261
s21,H4,csp1_8,0.125149457
s21,H6,csp1_3,0.474998009
s21,H6,csp1_2,0.469759016
s21,H6,csp1_6,0.562826347
s21,H6,csp1_5,0.547751405
s21,H6,csp1_4,0.52267822
s21,H6,csp1_7,0.59142096
s21,H6,csp1_8,0.58516733
s21,H7,csp1_3,0.588855943
s21,H7,csp1_2,0.583705738
s21,H7,csp1_6,0.638978074
s21,H7,csp1_5,0.6195
s21,H7,csp1_4,0.574814549
s21,H7,csp1_7,0.672203279
s21,H7,csp1_8,0.657252664
s21,H8,csp1_3,0.017397377
s21,H8,csp1_2,0.01888623
s21,H8,csp1_6,0.019489836
s21,H8,csp1_5,0.023064918
s21,H8,csp1_4,0.016751311
s21,H8,csp1_7,0.020415902
s21,H8,csp1_8,0.018029508
s22,H10,csp1_6,0.236779107
s22,H10,csp1_7,0.255303452
s22,H10,csp1_8,0.273129524
s22,H11,csp1_6,0.317002708
s22,H11,csp1_7,0.343776875
s22,H11,csp1_8,0.349630521
s22,H12,csp1_6,0.000714167
s22,H12,csp1_7,0.000526833
s22,H12,csp1_8,0.001257083
s22,H14,csp1_6,0.445681211
s22,H14,csp1_7,0.474019876
s22,H14,csp1_8,0.446795031
s22,H15,csp1_6,0.499073913
s22,H15,csp1_7,0.547415353
s22,H15,csp1_8,0.496998913
s22,H16,csp1_6,0.048178587
s22,H16,csp1_7,0.056837717
s22,H16,csp1_8,0.057580435
s22,H17,csp1_6,0.79760163
s22,H17,csp1_7,0.837447147
s22,H17,csp1_8,0.837446875
s22,H2,csp1_6,0.673994255
s22,H2,csp1_7,0.709864984
s22,H2,csp1_8,0.713540528
s22,H3,csp1_6,0.79760163
s22,H3,csp1_7,0.837447147
s22,H3,csp1_8,0.837446875
s22,H4,csp1_6,0.137293696
s22,H4,csp1_7,0.150594783
s22,H4,csp1_8,0.155663696
s22,H6,csp1_6,0.551319438
s22,H6,csp1_7,0.563009602
s22,H6,csp1_8,0.591083489
s22,H7,csp1_6,0.670467418
s22,H7,csp1_7,0.674745492
s22,H7,csp1_8,0.707444057
s22,H8,csp1_6,0.019735082
s22,H8,csp1_7,0.021665902
s22,H8,csp1_8,0.026119344
s23,H10,csp1_6,0.229200536
s23,H10,csp1_5,0.23911756
s23,H10,csp1_7,0.240157143
s23,H11,csp1_6,0.294611771
s23,H11,csp1_5,0.303726042
s23,H11,csp1_7,0.327371563
s23,H12,csp1_6,0.000490333
s23,H12,csp1_5,0.000492583
s23,H12,csp1_7,0.000506583
s23,H14,csp1_6,0.436109472
s23,H14,csp1_5,0.437228882
s23,H14,csp1_7,0.464974068
s23,H15,csp1_6,0.497549049
s23,H15,csp1_5,0.482738315
s23,H15,csp1_7,0.521487228
s23,H16,csp1_6,0.050825978
s23,H16,csp1_5,0.050301413
s23,H16,csp1_7,0.05398337
s23,H17,csp1_6,0.830923505
s23,H17,csp1_5,0.622187092
s23,H17,csp1_7,0.834455027
s23,H2,csp1_6,0.704376242
s23,H2,csp1_5,0.529525311
s23,H2,csp1_7,0.714814829
s23,H3,csp1_6,0.830923505
s23,H3,csp1_5,0.622187092
s23,H3,csp1_7,0.834455027
s23,H4,csp1_6,0.147655217
s23,H4,csp1_5,0.106867174
s23,H4,csp1_7,0.148912283
s23,H6,csp1_6,0.555422131
s23,H6,csp1_5,0.502564754
s23,H6,csp1_7,0.55447377
s23,H7,csp1_6,0.659926025
s23,H7,csp1_5,0.566348156
s23,H7,csp1_7,0.659409221
s23,H8,csp1_6,0.018473115
s23,H8,csp1_5,0.006089016
s23,H8,csp1_7,0.020545902
s24,H10,csp1_6,0.239497679
s24,H10,csp1_5,0.213653631
s24,H10,csp1_7,0.249078274
s24,H10,csp1_8,0.278961845
s24,H10,csp1_9,0.298411131
s24,H11,csp1_6,0.297759063
s24,H11,csp1_5,0.261880625
s24,H11,csp1_7,0.318725104
s24,H11,csp1_8,0.322628958
s24,H11,csp1_9,0.338425
s24,H12,csp1_6,0.00048
s24,H12,csp1_5,0.000460833
s24,H12,csp1_7,0.00048625
s24,H14,csp1_6,0.437030745
s24,H14,csp1_5,0.400569488
s24,H14,csp1_7,0.441453183
s24,H14,csp1_8,0.484949922
s24,H14,csp1_9,0.5320625
s24,H15,csp1_6,0.509525679
s24,H15,csp1_5,0.438225
s24,H15,csp1_7,0.521058424
s24,H15,csp1_8,0.517840489
s24,H15,csp1_9,0.563054348
s24,H16,csp1_6,0.050868043
s24,H16,csp1_5,0.042442826
s24,H16,csp1_7,0.051158587
s24,H16,csp1_8,0.049781087
s24,H16,csp1_9,0.048637283
s24,H17,csp1_6,0.84928125
s24,H17,csp1_5,0.733079755
s24,H17,csp1_7,0.856213179
s24,H17,csp1_8,0.823024321
s24,H17,csp1_9,0.822131658
s24,H2,csp1_6,0.713687112
s24,H2,csp1_5,0.683964674
s24,H2,csp1_7,0.71700823
s24,H2,csp1_8,0.74874014
s24,H2,csp1_9,0.763839053
s24,H3,csp1_6,0.84928125
s24,H3,csp1_5,0.733079755
s24,H3,csp1_7,0.856213179
s24,H3,csp1_8,0.823024321
s24,H3,csp1_9,0.822131658
s24,H4,csp1_6,0.144359022
s24,H4,csp1_5,0.124376739
s24,H4,csp1_7,0.146541957
s24,H4,csp1_8,0.146237826
s24,H4,csp1_9,0.150318587
s24,H6,csp1_6,0.553161241
s24,H6,csp1_5,0.557412881
s24,H6,csp1_7,0.547149766
s24,H6,csp1_8,0.607441335
s24,H6,csp1_9,0.622516042
s24,H7,csp1_6,0.649242828
s24,H7,csp1_5,0.624949385
s24,H7,csp1_7,0.647445082
s24,H7,csp1_8,0.669257172
s24,H7,csp1_9,0.67803791
s24,H8,csp1_6,0.019401311
s24,H8,csp1_5,0.020410984
s24,H8,csp1_7,0.018849344
s24,H8,csp1_8,0.020458689
s24,H8,csp1_9,0.020894426
s25,H10,csp1_6,0.265801607
s25,H10,csp1_5,0.27299994
s25,H10,csp1_4,0.238477024
s25,H10,csp1_7,0.271493155
s25,H10,csp1_8,0.28873006
s25,H11,csp1_6,0.342154688
s25,H11,csp1_5,0.349405625
s25,H11,csp1_4,0.329591146
s25,H11,csp1_7,0.355797813
s25,H11,csp1_8,0.357459167
s25,H12,csp1_6,0.001181
s25,H12,csp1_5,0.000989167
s25,H12,csp1_4,0.000987417
s25,H12,csp1_7,0.00073825
s25,H12,csp1_8,0.0010425
s25,H14,csp1_6,0.440835404
s25,H14,csp1_5,0.436236568
s25,H14,csp1_4,0.423618711
s25,H14,csp1_7,0.470722516
s25,H14,csp1_8,0.476929115
s25,H15,csp1_6,0.528593886
s25,H15,csp1_5,0.560884783
s25,H15,csp1_4,0.541675
s25,H15,csp1_7,0.553520788
s25,H15,csp1_8,0.566077853
s25,H16,csp1_6,0.058092826
s25,H16,csp1_5,0.05949837
s25,H16,csp1_4,0.060330109
s25,H16,csp1_7,0.057728696
s25,H16,csp1_8,0.058994239
s25,H17,csp1_6,0.844284783
s25,H17,csp1_5,0.842532609
s25,H17,csp1_4,0.847827853
s25,H17,csp1_7,0.860491576
s25,H17,csp1_8,0.868858696
s25,H2,csp1_6,0.658071739
s25,H2,csp1_5,0.617500699
s25,H2,csp1_4,0.622002096
s25,H2,csp1_7,0.721276398
s25,H2,csp1_8,0.724155124
s25,H3,csp1_6,0.844284783
s25,H3,csp1_5,0.842532609
s25,H3,csp1_4,0.847827853
s25,H3,csp1_7,0.860491576
s25,H3,csp1_8,0.868858696
s25,H4,csp1_6,0.157575109
s25,H4,csp1_5,0.152336413
s25,H4,csp1_4,0.152714674
s25,H4,csp1_7,0.152510109
s25,H4,csp1_8,0.162194348
s25,H6,csp1_6,0.526797658
s25,H6,csp1_5,0.45256897
s25,H6,csp1_4,0.42748267
s25,H6,csp1_7,0.56139555
s25,H6,csp1_8,0.572706206
s25,H7,csp1_6,0.683364549
s25,H7,csp1_5,0.662210246
s25,H7,csp1_4,0.649172336
s25,H7,csp1_7,0.663418852
s25,H7,csp1_8,0.686184426
s25,H8,csp1_6,0.025513934
s25,H8,csp1_5,0.024079344
s25,H8,csp1_4,0.02381377
s25,H8,csp1_7,0.021944262
s25,H8,csp1_8,0.024338361
s256,H10,csp1_1,0.277207619
s256,H11,csp1_1,0.392852396
s256,H12,csp1_1,0.002429083
s256,H14,csp1_1,0.300047283
s256,H15,csp1_1,0.476522554
s256,H16,csp1_1,0.048065217
s256,H17,csp1_1,0.453390489
s256,H2,csp1_1,0.359102562
s256,H3,csp1_1,0.453390489
s256,H4,csp1_1,0.057709348
s256,H6,csp1_1,0.380690047
s256,H7,csp1_1,0.507655943
s256,H8,csp1_1,0.016003443
s257,H10,csp1_1,0.29403869
s257,H11,csp1_1,0.418323229
s257,H12,csp1_1,0.002688667
s257,H14,csp1_1,0.402358152
s257,H15,csp1_1,0.554353668
s257,H16,csp1_1,0.048315652
s257,H17,csp1_1,0.54990394
s257,H2,csp1_1,0.455551242
s257,H3,csp1_1,0.54990394
s257,H4,csp1_1,0.078253696
s257,H6,csp1_1,0.360592506
s257,H7,csp1_1,0.462265984
s257,H8,csp1_1,0.013316066
s258,H10,csp1_1,0.294532321
s258,H11,csp1_1,0.400344271
s258,H12,csp1_1,0.002878917
s258,H14,csp1_1,0.386574922
s258,H15,csp1_1,0.566942391
s258,H16,csp1_1,0.044507935
s258,H17,csp1_1,0.578683424
s258,H2,csp1_1,0.435809317
s258,H3,csp1_1,0.578683424
s258,H4,csp1_1,0.069736304
s258,H6,csp1_1,0.368630913
s258,H7,csp1_1,0.476534426
s258,H8,csp1_1,0.011913607
s259,H10,csp1_2,0.300636429
s259,H10,csp1_1,0.29861506
s259,H11,csp1_2,0.397400313
s259,H11,csp1_1,0.381987396
s259,H12,csp1_2,0.001692167
s259,H12,csp1_1,0.002711667
s259,H14,csp1_2,0.399374689
s259,H14,csp1_1,0.389012267
s259,H15,csp1_2,0.522513451
s259,H15,csp1_1,0.552771196
s259,H16,csp1_2,0.040378587
s259,H16,csp1_1,0.043087826
s259,H17,csp1_2,0.57478587
s259,H17,csp1_1,0.568424592
s259,H2,csp1_2,0.423792391
s259,H2,csp1_1,0.435201398
s259,H3,csp1_2,0.57478587
s259,H3,csp1_1,0.568424592
s259,H4,csp1_2,0.061038587
s259,H4,csp1_1,0.073104565
s259,H6,csp1_2,0.414666042
s259,H6,csp1_1,0.396176815
s259,H7,csp1_2,0.486764344
s259,H7,csp1_1,0.481262705
s259,H8,csp1_2,0.011931475
s259,H8,csp1_1,0.011776557
s26,H10,csp1_6,0.254367024
s26,H10,csp1_7,0.268953869
s26,H10,csp1_8,0.282233631
s26,H10,csp1_9,0.299863571
s26,H11,csp1_6,0.340351667
s26,H11,csp1_7,0.342619688
s26,H11,csp1_8,0.369127188
s26,H11,csp1_9,0.360340729
s26,H12,csp1_6,0.000734
s26,H12,csp1_7,0.000684917
s26,H12,csp1_8,0.0006975
s26,H12,csp1_9,0.0007515
s26,H14,csp1_6,0.451985559
s26,H14,csp1_7,0.478873137
s26,H14,csp1_8,0.520748991
s26,H14,csp1_9,0.524862189
s26,H15,csp1_6,0.55165462
s26,H15,csp1_7,0.552415625
s26,H15,csp1_8,0.605779076
s26,H15,csp1_9,0.616953125
s26,H16,csp1_6,0.054721957
s26,H16,csp1_7,0.055401304
s26,H16,csp1_8,0.053619457
s26,H16,csp1_9,0.060394239
s26,H17,csp1_6,0.835504755
s26,H17,csp1_7,0.839415217
s26,H17,csp1_8,0.829306658
s26,H17,csp1_9,0.858213723
s26,H2,csp1_6,0.709382764
s26,H2,csp1_7,0.73444837
s26,H2,csp1_8,0.739929037
s26,H2,csp1_9,0.755488898
s26,H3,csp1_6,0.835504755
s26,H3,csp1_7,0.839415217
s26,H3,csp1_8,0.829306658
s26,H3,csp1_9,0.858213723
s26,H4,csp1_6,0.148244348
s26,H4,csp1_7,0.136310109
s26,H4,csp1_8,0.129859348
s26,H4,csp1_9,0.138840217
s26,H6,csp1_6,0.526899766
s26,H6,csp1_7,0.546633489
s26,H6,csp1_8,0.551149883
s26,H6,csp1_9,0.579008314
s26,H7,csp1_6,0.63667459
s26,H7,csp1_7,0.630886475
s26,H7,csp1_8,0.652183402
s26,H7,csp1_9,0.661432582
s26,H8,csp1_6,0.018622131
s26,H8,csp1_7,0.017219016
s26,H8,csp1_8,0.016356066
s26,H8,csp1_9,0.017108852
s260,H10,csp1_2,0.301201131
s260,H10,csp1_1,0.29288625
s260,H11,csp1_2,0.375385208
s260,H11,csp1_1,0.378959271
s260,H12,csp1_2,0.0016275
s260,H12,csp1_1,0.002391833
s260,H14,csp1_2,0.387597671
s260,H14,csp1_1,0.368177096
s260,H15,csp1_2,0.484146739
s260,H15,csp1_1,0.486454891
s260,H16,csp1_2,0.036456304
s260,H16,csp1_1,0.038160217
s260,H17,csp1_2,0.505747418
s260,H17,csp1_1,0.473230299
s260,H2,csp1_2,0.396544255
s260,H2,csp1_1,0.395075
s260,H3,csp1_2,0.505747418
s260,H3,csp1_1,0.473230299
s260,H4,csp1_2,0.052084348
s260,H4,csp1_1,0.051198478
s260,H6,csp1_2,0.426798712
s260,H6,csp1_1,0.404306323
s260,H7,csp1_2,0.50568668
s260,H7,csp1_1,0.524592623
s260,H8,csp1_2,0.00997918
s260,H8,csp1_1,0.011525574
s261,H10,csp1_2,0.321079821
s261,H10,csp1_1,0.286359524
s261,H11,csp1_2,0.368047604
s261,H11,csp1_1,0.367632708
s261,H12,csp1_2,0.001006583
s261,H12,csp1_1,0.001194667
s261,H14,csp1_2,0.441243711
s261,H14,csp1_1,0.382895342
s261,H15,csp1_2,0.512953533
s261,H15,csp1_1,0.4588125
s261,H16,csp1_2,0.029655
s261,H16,csp1_1,0.031530217
s261,H17,csp1_2,0.2981125
s261,H17,csp1_1,0.320181793
s261,H2,csp1_2,0.300807842
s261,H2,csp1_1,0.34231118
s261,H3,csp1_2,0.2981125
s261,H3,csp1_1,0.320181793
s261,H4,csp1_2,0.027434891
s261,H4,csp1_1,0.027030435
s261,H6,csp1_2,0.464339813
s261,H6,csp1_1,0.445526932
s261,H7,csp1_2,0.517093443
s261,H7,csp1_1,0.514827254
s261,H8,csp1_2,0.003506066
s261,H8,csp1_1,0.00662082
s262,H10,csp1_2,0.313978095
s262,H10,csp1_1,0.289923393
s262,H11,csp1_2,0.391748542
s262,H11,csp1_1,0.383199688
s262,H12,csp1_2,0.0014075
s262,H12,csp1_1,0.000689583
s262,H14,csp1_2,0.424004658
s262,H14,csp1_1,0.414046817
s262,H15,csp1_2,0.497248913
s262,H15,csp1_1,0.505017799
s262,H16,csp1_2,0.03630087
s262,H16,csp1_1,0.035694239
s262,H17,csp1_2,0.503015217
s262,H17,csp1_1,0.511447283
s262,H2,csp1_2,0.421848525
s262,H2,csp1_1,0.42893618
s262,H3,csp1_2,0.503015217
s262,H3,csp1_1,0.511447283
s262,H4,csp1_2,0.053590543
s262,H4,csp1_1,0.057815761
s262,H6,csp1_2,0.413178571
s262,H6,csp1_1,0.418877986
s262,H7,csp1_2,0.491130123
s262,H7,csp1_1,0.489305533
s262,H8,csp1_2,0.010653607
s262,H8,csp1_1,0.009641639
s263,H10,csp1_1,0.300836369
s263,H11,csp1_1,0.361625208
s263,H12,csp1_1,0.00020725
s263,H14,csp1_1,0.426575854
s263,H15,csp1_1,0.464669837
s263,H16,csp1_1,0.024442935
s263,H17,csp1_1,0.471602446
s263,H2,csp1_1,0.400635326
s263,H3,csp1_1,0.471602446
s263,H4,csp1_1,0.046884239
s263,H6,csp1_1,0.392309016
s263,H7,csp1_1,0.454738934
s263,H8,csp1_1,0.007316885
s264,H10,csp1_1,0.296057024
s264,H11,csp1_1,0.348311146
s264,H12,csp1_1,0.00021525
s264,H14,csp1_1,0.383788276
s264,H15,csp1_1,0.460457745
s264,H16,csp1_1,0.02699913
s264,H17,csp1_1,0.354373913
s264,H2,csp1_1,0.350979658
s264,H3,csp1_1,0.354373913
s264,H4,csp1_1,0.027635761
s264,H6,csp1_1,0.466701054
s264,H7,csp1_1,0.478590164
s264,H8,csp1_1,0.005135246
s265,H10,csp1_1,0.302011905
s265,H11,csp1_1,0.345908438
s265,H12,csp1_1,0.000211917
s265,H14,csp1_1,0.411288975
s265,H15,csp1_1,0.481010734
s265,H16,csp1_1,0.02194837
s265,H17,csp1_1,0.411207065
s265,H2,csp1_1,0.37018354
s265,H3,csp1_1,0.411207065
s265,H4,csp1_1,0.03015663
s265,H6,csp1_1,0.425410422
s265,H7,csp1_1,0.442538525
s265,H8,csp1_1,0.003402295
s266,H10,csp1_1,0.298032857
s266,H11,csp1_1,0.345540833
s266,H14,csp1_1,0.403964441
