region,class,timeslice,cfmean
p1,1,H1,0.02095
p1,1,H10,0.0762
p1,1,H11,0.0606
p1,1,H12,0.0
p1,1,H13,0.00783
p1,1,H14,0.25082
p1,1,H15,0.26229
p1,1,H16,0.02074
p1,1,H17,0.33053
p1,1,H2,0.30746
p1,1,H3,0.33053
p1,1,H4,0.05684
p1,1,H5,0.00083
p1,1,H6,0.26439
p1,1,H7,0.25893
p1,1,H8,0.00451
p1,1,H9,0.0
p1,2,H1,0.03171
p1,2,H10,0.12485
p1,2,H11,0.09006
p1,2,H12,0.0
p1,2,H13,0.01264
p1,2,H14,0.3295
p1,2,H15,0.31411
p1,2,H16,0.02158
p1,2,H17,0.37077
p1,2,H2,0.39788
p1,2,H3,0.37077
p1,2,H4,0.06473
p1,2,H5,0.00184
p1,2,H6,0.32343
p1,2,H7,0.26915
p1,2,H8,0.00356
p1,2,H9,0.0
p1,3,H1,0.0354
p1,3,H10,0.13943
p1,3,H11,0.09743
p1,3,H12,0.0
p1,3,H13,0.0147
p1,3,H14,0.34886
p1,3,H15,0.31659
p1,3,H16,0.02197
p1,3,H17,0.41067
p1,3,H2,0.41457
p1,3,H3,0.41067
p1,3,H4,0.07309
p1,3,H5,0.00214
p1,3,H6,0.3354
p1,3,H7,0.28227
p1,3,H8,0.00295
p1,3,H9,0.0
p10,5,H1,0.03202
p10,5,H10,0.26848
p10,5,H11,0.2231
p10,5,H12,0.0
p10,5,H13,0.01546
p10,5,H14,0.41316
p10,5,H15,0.39462
p10,5,H16,0.01888
p10,5,H17,0.44432
p10,5,H2,0.44699
p10,5,H3,0.44432
p10,5,H4,0.05072
p10,5,H5,0.00215
p10,5,H6,0.40884
p10,5,H7,0.34712
p10,5,H8,0.0007
p10,5,H9,0.0
p10,6,H1,0.04091
p10,6,H10,0.3447
p10,6,H11,0.26126
p10,6,H12,0.0
p10,6,H13,0.02102
p10,6,H14,0.43397
p10,6,H15,0.40509
p10,6,H16,0.01541
p10,6,H17,0.42431
p10,6,H2,0.44782
p10,6,H3,0.42431
p10,6,H4,0.04405
p10,6,H5,0.00494
p10,6,H6,0.43466
p10,6,H7,0.34236
p10,6,H8,6e-05
p10,6,H9,0.0
p10,7,H1,0.0359
p10,7,H10,0.36273
p10,7,H11,0.27159
p10,7,H12,0.0
p10,7,H13,0.02235
p10,7,H14,0.43924
p10,7,H15,0.41482
p10,7,H16,0.00803
p10,7,H17,0.4217
p10,7,H2,0.44055
p10,7,H3,0.4217
p10,7,H4,0.02648
p10,7,H5,0.00637
p10,7,H6,0.43749
p10,7,H7,0.33484
p10,7,H8,0.0
p10,7,H9,0.0
p100,3,H1,0.01608
p100,3,H10,0.23249
p100,3,H11,0.21011
p100,3,H12,0.0
p100,3,H13,0.00641
p100,3,H14,0.35281
p100,3,H15,0.34615
p100,3,H16,0.0217
p100,3,H17,0.37071
p100,3,H2,0.38919
p100,3,H3,0.37071
p100,3,H4,0.05362
p100,3,H5,1e-05
p100,3,H6,0.31184
p100,3,H7,0.28333
p100,3,H8,0.00302
p100,3,H9,0.0
p101,4,H1,0.00244
p101,4,H10,0.25814
p101,4,H11,0.28392
p101,4,H12,0.0008
p101,4,H13,0.00117
p101,4,H14,0.36788
p101,4,H15,0.38341
p101,4,H16,0.03709
p101,4,H17,0.34993
p101,4,H2,0.36808
p101,4,H3,0.34993
p101,4,H4,0.0529
p101,4,H5,0.0
p101,4,H6,0.35794
p101,4,H7,0.35804
p101,4,H8,0.00928
p101,4,H9,0.0
p101,5,H1,0.00247
p101,5,H10,0.30916
p101,5,H11,0.33273
p101,5,H12,0.00073
p101,5,H13,0.00137
p101,5,H14,0.39855
p101,5,H15,0.39708
p101,5,H16,0.03416
p101,5,H17,0.35029
p101,5,H2,0.38546
p101,5,H3,0.35029
p101,5,H4,0.03445
p101,5,H5,0.0
p101,5,H6,0.36822
p101,5,H7,0.31662
p101,5,H8,0.00475
p101,5,H9,0.0
p102,5,H1,0.00334
p102,5,H10,0.3112
p102,5,H11,0.30891
p102,5,H12,0.00032
p102,5,H13,0.00205
p102,5,H14,0.38825
p102,5,H15,0.39304
p102,5,H16,0.0273
p102,5,H17,0.3465
p102,5,H2,0.38086
p102,5,H3,0.3465
p102,5,H4,0.03191
p102,5,H5,0.0
p102,5,H6,0.3695
p102,5,H7,0.30999
p102,5,H8,0.00421
p102,5,H9,0.0
p103,2,H1,0.01154
p103,2,H10,0.16487
p103,2,H11,0.17795
p103,2,H12,3e-05
p103,2,H13,0.00431
