region,class,timeslice,cfmean
p1,1,H1,0.0
p1,1,H10,0.00039
p1,1,H11,0.00035
p1,1,H12,0.0
p1,1,H13,0.0
p1,1,H14,0.04875
p1,1,H15,0.04139
p1,1,H16,0.0
p1,1,H17,0.08112
p1,1,H2,0.06948
p1,1,H3,0.08112
p1,1,H4,0.00058
p1,1,H5,0.0
p1,1,H6,0.04024
p1,1,H7,0.04138
p1,1,H8,0.0
p1,1,H9,0.0
p1,2,H1,7e-05
p1,2,H10,0.002
p1,2,H11,0.00233
p1,2,H12,0.0
p1,2,H13,0.0
p1,2,H14,0.09286
p1,2,H15,0.0763
p1,2,H16,0.0
p1,2,H17,0.12885
p1,2,H2,0.13686
p1,2,H3,0.12885
p1,2,H4,0.00097
p1,2,H5,0.0
p1,2,H6,0.05186
p1,2,H7,0.04263
p1,2,H8,0.0
p1,2,H9,0.0
p1,3,H1,0.00027
p1,3,H10,0.00288
p1,3,H11,0.00348
p1,3,H12,0.0
p1,3,H13,0.0
p1,3,H14,0.10331
p1,3,H15,0.0783
p1,3,H16,0.0
p1,3,H17,0.15509
p1,3,H2,0.16561
p1,3,H3,0.15509
p1,3,H4,0.00121
p1,3,H5,0.0
p1,3,H6,0.05901
p1,3,H7,0.0483
p1,3,H8,0.0
p1,3,H9,0.0
p10,5,H1,0.0
p10,5,H10,0.02895
p10,5,H11,0.02882
p10,5,H12,0.0
p10,5,H13,0.0
p10,5,H14,0.19699
p10,5,H15,0.15955
p10,5,H16,0.0
p10,5,H17,0.21399
p10,5,H2,0.24025
p10,5,H3,0.21399
p10,5,H4,0.0
p10,5,H5,0.0
p10,5,H6,0.12513
p10,5,H7,0.09067
p10,5,H8,0.0
p10,5,H9,0.0
p10,6,H1,0.0
p10,6,H10,0.05648
p10,6,H11,0.0447
p10,6,H12,0.0
p10,6,H13,0.0
p10,6,H14,0.23769
p10,6,H15,0.18591
p10,6,H16,0.0
p10,6,H17,0.21566
p10,6,H2,0.24937
p10,6,H3,0.21566
p10,6,H4,0.0
p10,6,H5,0.0
p10,6,H6,0.15163
p10,6,H7,0.10844
p10,6,H8,0.0
p10,6,H9,0.0
p10,7,H1,0.0
p10,7,H10,0.06679
p10,7,H11,0.04263
p10,7,H12,0.0
p10,7,H13,0.0
p10,7,H14,0.24025
p10,7,H15,0.17749
p10,7,H16,0.0
p10,7,H17,0.16981
p10,7,H2,0.22008
p10,7,H3,0.16981
p10,7,H4,0.0
p10,7,H5,0.0
p10,7,H6,0.14489
p10,7,H7,0.08932
p10,7,H8,0.0
p10,7,H9,0.0
p100,3,H1,0.0
p100,3,H10,0.01919
p100,3,H11,0.02171
p100,3,H12,0.0
p100,3,H13,0.0
p100,3,H14,0.10784
p100,3,H15,0.09556
p100,3,H16,0.0
p100,3,H17,0.09183
p100,3,H2,0.11558
p100,3,H3,0.09183
p100,3,H4,4e-05
p100,3,H5,0.0
p100,3,H6,0.06538
p100,3,H7,0.05396
p100,3,H8,0.0
p100,3,H9,0.0
p101,4,H1,0.0
p101,4,H10,0.03634
p101,4,H11,0.03881
p101,4,H12,0.0
p101,4,H13,0.0
p101,4,H14,0.12592
p101,4,H15,0.10751
p101,4,H16,0.0
p101,4,H17,0.08036
p101,4,H2,0.10319
p101,4,H3,0.08036
p101,4,H4,9e-05
p101,4,H5,0.0
p101,4,H6,0.08353
p101,4,H7,0.06866
p101,4,H8,0.0
p101,4,H9,0.0
p101,5,H1,0.0
p101,5,H10,0.06191
p101,5,H11,0.05928
p101,5,H12,0.0
p101,5,H13,0.0
p101,5,H14,0.16366
p101,5,H15,0.14863
p101,5,H16,0.0
p101,5,H17,0.09601
p101,5,H2,0.13314
p101,5,H3,0.09601
p101,5,H4,0.0
p101,5,H5,0.0
p101,5,H6,0.10418
p101,5,H7,0.07244
p101,5,H8,0.0
p101,5,H9,0.0
p102,5,H1,0.0
p102,5,H10,0.06244
p102,5,H11,0.05281
p102,5,H12,0.0
p102,5,H13,0.0
p102,5,H14,0.15361
p102,5,H15,0.14443
p102,5,H16,0.0
p102,5,H17,0.09028
p102,5,H2,0.12493
p102,5,H3,0.09028
p102,5,H4,0.0
p102,5,H5,0.0
p102,5,H6,0.10695
p102,5,H7,0.06681
p102,5,H8,0.0
p102,5,H9,0.0
p103,2,H1,0.0
p103,2,H10,0.00629
p103,2,H11,0.01283
p103,2,H12,0.0
p103,2,H13,0.0
p103,2,H14,0.11348
p103,2,H15,0.12611
p103,2,H16,0.00329
p103,2,H17,0.15191
p103,2,H2,0.13841
p103,2,H3,0.15191
p103,2,H4,0.00875
p103,2,H5,0.0
p103,2,H6,0.05705
p103,2,H7,0.05533
p103,2,H8,0.0
p103,2,H9,0.0
p103,3,H1,0.0
p103,3,H10,0.01131
p103,3,H11,0.01565
p103,3,H12,0.0
p103,3,H13,0.0
p103,3,H14,0.12882
p103,3,H15,0.13606
p103,3,H16,0.00148
p103,3,H17,0.15986
p103,3,H2,0.15231
p103,3,H3,0.15986
p103,3,H4,0.00767
p103,3,H5,0.0
p103,3,H6,0.06035
p103,3,H7,0.05858
p103,3,H8,0.0
p103,3,H9,0.0
p104,2,H1,0.0
p104,2,H10,0.00728
p104,2,H11,0.01398
p104,2,H12,0.0
p104,2,H13,0.0
p104,2,H14,0.12193
p104,2,H15,0.1555
p104,2,H16,0.00412
p104,2,H17,0.18699
p104,2,H2,0.1583
p104,2,H3,0.18699
p104,2,H4,0.01212
p104,2,H5,0.0
p104,2,H6,0.05677
p104,2,H7,0.06492
p104,2,H8,0.0
p104,2,H9,0.0
p104,3,H1,0.0
p104,3,H10,0.00894
p104,3,H11,0.01677
p104,3,H12,0.0
p104,3,H13,0.0
p104,3,H14,0.12724
p104,3,H15,0.15937
p104,3,H16,0.00474
p104,3,H17,0.17697
p104,3,H2,0.15482
p104,3,H3,0.17697
p104,3,H4,0.01295
p104,3,H5,0.0
p104,3,H6,0.05842
p104,3,H7,0.07172
p104,3,H8,0.0
p104,3,H9,0.0
p105,2,H1,0.0
p105,2,H10,0.01026
p105,2,H11,0.01666
p105,2,H12,0.0
p105,2,H13,0.0
p105,2,H14,0.12393
p105,2,H15,0.14578
p105,2,H16,0.00357
p105,2,H17,0.16243
p105,2,H2,0.15195
p105,2,H3,0.16243
p105,2,H4,0.01069
p105,2,H5,0.0
p105,2,H6,0.05765
p105,2,H7,0.06162
p105,2,H8,0.0
p105,2,H9,0.0
p105,3,H1,0.0
p105,3,H10,0.01387
p105,3,H11,0.01756
p105,3,H12,0.0
p105,3,H13,0.0
p105,3,H14,0.13463
p105,3,H15,0.14815
p105,3,H16,0.00374
p105,3,H17,0.15984
p105,3,H2,0.14642
p105,3,H3,0.15984
p105,3,H4,0.00999
p105,3,H5,0.0
p105,3,H6,0.06128
p105,3,H7,0.07228
p105,3,H8,0.0
p105,3,H9,0.0
p106,3,H1,0.0
p106,3,H10,0.01552
p106,3,H11,0.01783
p106,3,H12,0.0
p106,3,H13,0.0
p106,3,H14,0.12909
p106,3,H15,0.14462
p106,3,H16,0.00305
p106,3,H17,0.16337
p106,3,H2,0.15112
p106,3,H3,0.16337
p106,3,H4,0.00942
p106,3,H5,0.0
p106,3,H6,0.05961
p106,3,H7,0.0723
p106,3,H8,0.0
p106,3,H9,0.0
p107,3,H1,0.0
p107,3,H10,0.01745
p107,3,H11,0.02254
p107,3,H12,0.0
p107,3,H13,0.0
p107,3,H14,0.11799
p107,3,H15,0.12811
p107,3,H16,0.00152
p107,3,H17,0.1439
p107,3,H2,0.13937
p107,3,H3,0.1439
p107,3,H4,0.00653
p107,3,H5,0.0
p107,3,H6,0.05605
p107,3,H7,0.0645
p107,3,H8,0.0
p107,3,H9,0.0
p108,3,H1,0.0
p108,3,H10,0.02408
p108,3,H11,0.01753
p108,3,H12,0.0
p108,3,H13,0.0
p108,3,H14,0.14069
p108,3,H15,0.09489
p108,3,H16,0.0
p108,3,H17,0.11914
p108,3,H2,0.16522
p108,3,H3,0.11914
p108,3,H4,0.0
p108,3,H5,0.0
p108,3,H6,0.08607
p108,3,H7,0.05853
p108,3,H8,0.0
p108,3,H9,0.0
p109,3,H1,0.0
p109,3,H10,0.01862
p109,3,H11,0.02291
p109,3,H12,0.0
p109,3,H13,0.0
p109,3,H14,0.10947
p109,3,H15,0.11851
p109,3,H16,0.0005
p109,3,H17,0.13059
p109,3,H2,0.12565
p109,3,H3,0.13059
p109,3,H4,0.00388
p109,3,H5,0.0
p109,3,H6,0.05878
p109,3,H7,0.06253
p109,3,H8,0.0
p109,3,H9,0.0
p11,5,H1,0.0
p11,5,H10,0.04941
p11,5,H11,0.03769
p11,5,H12,0.0
p11,5,H13,0.0
p11,5,H14,0.17706
p11,5,H15,0.15819
p11,5,H16,0.0
p11,5,H17,0.20066
p11,5,H2,0.20517
p11,5,H3,0.20066
p11,5,H4,0.0
p11,5,H5,0.0
p11,5,H6,0.12854
p11,5,H7,0.09424
p11,5,H8,0.0
p11,5,H9,0.0
p11,6,H1,0.0
p11,6,H10,0.06248
p11,6,H11,0.04637
p11,6,H12,0.0
p11,6,H13,0.0
p11,6,H14,0.2304
p11,6,H15,0.17661
p11,6,H16,0.0
p11,6,H17,0.20422
p11,6,H2,0.2416
p11,6,H3,0.20422
p11,6,H4,0.0
p11,6,H5,0.0
p11,6,H6,0.15125
p11,6,H7,0.10524
p11,6,H8,0.0
p11,6,H9,0.0
p11,7,H1,9e-05
p11,7,H10,0.08181
p11,7,H11,0.05905
p11,7,H12,0.0
p11,7,H13,3e-05
p11,7,H14,0.27215
p11,7,H15,0.21046
p11,7,H16,0.0
p11,7,H17,0.20142
p11,7,H2,0.25285
p11,7,H3,0.20142
p11,7,H4,0.0
p11,7,H5,0.0
p11,7,H6,0.16661
p11,7,H7,0.10493
p11,7,H8,0.0
p11,7,H9,0.0
p110,3,H1,0.0
p110,3,H10,0.01666
p110,3,H11,0.02032
p110,3,H12,0.0
p110,3,H13,0.0
p110,3,H14,0.09287
p110,3,H15,0.10731
p110,3,H16,0.0
p110,3,H17,0.11681
p110,3,H2,0.1105
p110,3,H3,0.11681
p110,3,H4,0.00138
p110,3,H5,0.0
p110,3,H6,0.05595
p110,3,H7,0.05535
p110,3,H8,0.0
p110,3,H9,0.0
p111,2,H1,0.0
p111,2,H10,0.0096
p111,2,H11,0.01132
p111,2,H12,0.0
p111,2,H13,0.0
p111,2,H14,0.10216
p111,2,H15,0.11681
p111,2,H16,7e-05
p111,2,H17,0.12932
p111,2,H2,0.12414
p111,2,H3,0.12932
p111,2,H4,0.00281
p111,2,H5,0.0
p111,2,H6,0.04647
p111,2,H7,0.04297
p111,2,H8,0.0
p111,2,H9,0.0
p111,3,H1,0.0
p111,3,H10,0.01079
p111,3,H11,0.01724
p111,3,H12,0.0
p111,3,H13,0.0
p111,3,H14,0.12431
p111,3,H15,0.12832
p111,3,H16,0.00095
p111,3,H17,0.15759
p111,3,H2,0.14926
p111,3,H3,0.15759
p111,3,H4,0.00686
p111,3,H5,0.0
p111,3,H6,0.05625
p111,3,H7,0.05587
p111,3,H8,0.0
p111,3,H9,0.0
p112,2,H1,0.0
p112,2,H10,0.01184
p112,2,H11,0.01546
p112,2,H12,0.0
p112,2,H13,0.0
p112,2,H14,0.12104
p112,2,H15,0.12767
p112,2,H16,0.00034
p112,2,H17,0.14942
p112,2,H2,0.14904
p112,2,H3,0.14942
p112,2,H4,0.00509
p112,2,H5,0.0
p112,2,H6,0.05596
p112,2,H7,0.05654
p112,2,H8,0.0
p112,2,H9,0.0
p112,3,H1,0.0
p112,3,H10,0.01444
p112,3,H11,0.01837
p112,3,H12,0.0
p112,3,H13,0.0
p112,3,H14,0.12188
p112,3,H15,0.12556
p112,3,H16,0.0008
p112,3,H17,0.1523
p112,3,H2,0.15155
p112,3,H3,0.1523
p112,3,H4,0.00547
p112,3,H5,0.0
p112,3,H6,0.0569
p112,3,H7,0.05316
p112,3,H8,0.0
p112,3,H9,0.0
p113,3,H1,0.0
p113,3,H10,0.01823
p113,3,H11,0.02241
p113,3,H12,0.0
p113,3,H13,0.0
p113,3,H14,0.11682
p113,3,H15,0.12982
p113,3,H16,0.00065
p113,3,H17,0.14627
p113,3,H2,0.15513
p113,3,H3,0.14627
p113,3,H4,0.00495
p113,3,H5,0.0
p113,3,H6,0.06024
p113,3,H7,0.05437
p113,3,H8,0.0
p113,3,H9,0.0
p114,3,H1,0.0
p114,3,H10,0.01624
p114,3,H11,0.01879
p114,3,H12,0.0
p114,3,H13,0.0
p114,3,H14,0.10235
p114,3,H15,0.11634
p114,3,H16,0.00027
p114,3,H17,0.13085
p114,3,H2,0.12873
p114,3,H3,0.13085
p114,3,H4,0.00385
p114,3,H5,0.0
p114,3,H6,0.05149
p114,3,H7,0.04866
p114,3,H8,0.0
p114,3,H9,0.0
p115,2,H1,0.0
p115,2,H10,0.01099
p115,2,H11,0.01156
p115,2,H12,0.0
p115,2,H13,0.0
p115,2,H14,0.10066
p115,2,H15,0.08823
p115,2,H16,0.0
p115,2,H17,0.10776
p115,2,H2,0.11057
p115,2,H3,0.10776
p115,2,H4,0.00048
p115,2,H5,0.0
p115,2,H6,0.04349
p115,2,H7,0.04461
p115,2,H8,0.0
p115,2,H9,0.0
p115,3,H1,0.0
p115,3,H10,0.01347
p115,3,H11,0.01372
p115,3,H12,0.0
p115,3,H13,0.0
p115,3,H14,0.09974
p115,3,H15,0.09714
p115,3,H16,0.0
p115,3,H17,0.11659
p115,3,H2,0.11495
p115,3,H3,0.11659
p115,3,H4,0.00068
p115,3,H5,0.0
p115,3,H6,0.04872
p115,3,H7,0.04862
p115,3,H8,0.0
p115,3,H9,0.0
p116,2,H1,0.0
p116,2,H10,0.01449
p116,2,H11,0.01531
p116,2,H12,0.0
p116,2,H13,0.0
p116,2,H14,0.09576
p116,2,H15,0.09655
p116,2,H16,0.0
p116,2,H17,0.11502
p116,2,H2,0.11224
p116,2,H3,0.11502
p116,2,H4,0.00038
p116,2,H5,0.0
p116,2,H6,0.04698
p116,2,H7,0.05033
p116,2,H8,0.0
p116,2,H9,0.0
p116,3,H1,0.0
p116,3,H10,0.01468
p116,3,H11,0.01915
p116,3,H12,0.0
p116,3,H13,0.0
p116,3,H14,0.10057
p116,3,H15,0.09896
p116,3,H16,0.0
p116,3,H17,0.11501
p116,3,H2,0.11365
p116,3,H3,0.11501
p116,3,H4,0.00053
p116,3,H5,0.0
p116,3,H6,0.05305
p116,3,H7,0.05591
p116,3,H8,0.0
p116,3,H9,0.0
p117,3,H1,0.0
p117,3,H10,0.01653
p117,3,H11,0.0205
p117,3,H12,0.0
p117,3,H13,0.0
p117,3,H14,0.09258
p117,3,H15,0.10131
p117,3,H16,0.0
p117,3,H17,0.115
p117,3,H2,0.11321
p117,3,H3,0.115
p117,3,H4,0.00122
p117,3,H5,0.0
p117,3,H6,0.05764
p117,3,H7,0.05344
p117,3,H8,0.0
p117,3,H9,0.0
p118,3,H1,0.0
p118,3,H10,0.02535
p118,3,H11,0.02879
p118,3,H12,0.0
p118,3,H13,0.0
p118,3,H14,0.10643
p118,3,H15,0.10508
p118,3,H16,0.0
p118,3,H17,0.09361
p118,3,H2,0.11123
p118,3,H3,0.09361
p118,3,H4,8e-05
p118,3,H5,0.0
p118,3,H6,0.06688
p118,3,H7,0.0624
p118,3,H8,0.0
p118,3,H9,0.0
p119,2,H1,0.0
p119,2,H10,0.01007
p119,2,H11,0.01166
p119,2,H12,0.0
p119,2,H13,0.0
p119,2,H14,0.09389
