region,class,timeslice,cfmean
p11,7,H12,0.0
p11,7,H13,0.02168
p11,7,H14,0.64613
p11,7,H15,0.58575
p11,7,H16,0.01211
p11,7,H17,0.58374
p11,7,H2,0.63986
p11,7,H3,0.58374
p11,7,H4,0.03542
p11,7,H5,0.00711
p11,7,H6,0.57904
p11,7,H7,0.42925
p11,7,H8,0.0
p11,7,H9,0.0
p110,3,H1,0.00843
p110,3,H10,0.2127
p110,3,H11,0.23311
p110,3,H12,0.00019
p110,3,H13,0.00294
p110,3,H14,0.40686
p110,3,H15,0.46595
p110,3,H16,0.04079
p110,3,H17,0.49964
p110,3,H2,0.47615
p110,3,H3,0.49964
p110,3,H4,0.07399
p110,3,H5,0.0
p110,3,H6,0.33632
p110,3,H7,0.35328
p110,3,H8,0.01017
p110,3,H9,0.0
p111,2,H1,0.01329
p111,2,H10,0.16685
p111,2,H11,0.17266
p111,2,H12,0.0
p111,2,H13,0.00602
p111,2,H14,0.4147
p111,2,H15,0.45247
p111,2,H16,0.0405
p111,2,H17,0.50881
p111,2,H2,0.48929
p111,2,H3,0.50881
p111,2,H4,0.08207
p111,2,H5,0.0
p111,2,H6,0.31801
p111,2,H7,0.30621
p111,2,H8,0.00751
p111,2,H9,0.0
p111,3,H1,0.00938
p111,3,H10,0.19142
p111,3,H11,0.20838
p111,3,H12,0.00016
p111,3,H13,0.00336
p111,3,H14,0.4432
p111,3,H15,0.4887
p111,3,H16,0.05132
p111,3,H17,0.55957
p111,3,H2,0.52333
p111,3,H3,0.55957
p111,3,H4,0.09667
p111,3,H5,0.0
p111,3,H6,0.33413
p111,3,H7,0.32289
p111,3,H8,0.00905
p111,3,H9,0.0
p112,2,H1,0.01155
p112,2,H10,0.18327
p112,2,H11,0.19007
p112,2,H12,0.0
p112,2,H13,0.00437
p112,2,H14,0.43654
p112,2,H15,0.46662
p112,2,H16,0.04274
p112,2,H17,0.52524
p112,2,H2,0.51768
p112,2,H3,0.52524
p112,2,H4,0.08911
p112,2,H5,0.0
p112,2,H6,0.32515
p112,2,H7,0.32679
p112,2,H8,0.00851
p112,2,H9,0.0
p112,3,H1,0.00972
p112,3,H10,0.19768
p112,3,H11,0.21397
p112,3,H12,0.00025
p112,3,H13,0.00343
p112,3,H14,0.44033
p112,3,H15,0.4714
p112,3,H16,0.04951
p112,3,H17,0.54056
p112,3,H2,0.52359
p112,3,H3,0.54056
p112,3,H4,0.0954
p112,3,H5,0.0
p112,3,H6,0.33385
p112,3,H7,0.33027
p112,3,H8,0.00923
p112,3,H9,0.0
p113,3,H1,0.00808
p113,3,H10,0.20765
p113,3,H11,0.22737
p113,3,H12,0.00039
p113,3,H13,0.0032
p113,3,H14,0.43903
p113,3,H15,0.49058
p113,3,H16,0.04954
p113,3,H17,0.52296
p113,3,H2,0.53182
p113,3,H3,0.52296
p113,3,H4,0.08999
p113,3,H5,0.0
p113,3,H6,0.3361
p113,3,H7,0.32809
p113,3,H8,0.00953
p113,3,H9,0.0
p114,3,H1,0.0075
p114,3,H10,0.2089
p114,3,H11,0.22878
p114,3,H12,0.00053
p114,3,H13,0.00282
p114,3,H14,0.42152
p114,3,H15,0.47288
p114,3,H16,0.04847
p114,3,H17,0.52028
p114,3,H2,0.50527
p114,3,H3,0.52028
p114,3,H4,0.0853
p114,3,H5,0.0
p114,3,H6,0.33484
p114,3,H7,0.32544
p114,3,H8,0.01148
p114,3,H9,0.0
p115,2,H1,0.01532
p115,2,H10,0.19503
p115,2,H11,0.18849
p115,2,H12,0.0
p115,2,H13,0.00669
p115,2,H14,0.42763
p115,2,H15,0.43387
p115,2,H16,0.03254
p115,2,H17,0.47397
p115,2,H2,0.47824
p115,2,H3,0.47397
p115,2,H4,0.06699
p115,2,H5,0.0
p115,2,H6,0.31734
p115,2,H7,0.32901
p115,2,H8,0.00537
p115,2,H9,0.0
p115,3,H1,0.01369
p115,3,H10,0.20451
p115,3,H11,0.19786
p115,3,H12,0.0
p115,3,H13,0.00644
p115,3,H14,0.42608
p115,3,H15,0.44192
p115,3,H16,0.0333
p115,3,H17,0.48893
p115,3,H2,0.49086
p115,3,H3,0.48893
p115,3,H4,0.06921
p115,3,H5,0.0
p115,3,H6,0.32631
p115,3,H7,0.32732
p115,3,H8,0.00576
p115,3,H9,0.0
p116,2,H1,0.01415
p116,2,H10,0.20374
p116,2,H11,0.19725
p116,2,H12,0.0
p116,2,H13,0.00481
p116,2,H14,0.41346
p116,2,H15,0.42451
p116,2,H16,0.02859
p116,2,H17,0.48161
p116,2,H2,0.49027
p116,2,H3,0.48161
p116,2,H4,0.06266
p116,2,H5,0.0
p116,2,H6,0.33601
p116,2,H7,0.32532
p116,2,H8,0.00615
p116,2,H9,0.0
p116,3,H1,0.01302
p116,3,H10,0.20534
p116,3,H11,0.21187
p116,3,H12,0.0
p116,3,H13,0.0052
p116,3,H14,0.42958
p116,3,H15,0.43487
p116,3,H16,0.0294
p116,3,H17,0.49122
p116,3,H2,0.48618
p116,3,H3,0.49122
p116,3,H4,0.06324
p116,3,H5,0.0
p116,3,H6,0.34365
p116,3,H7,0.35207
p116,3,H8,0.00674
p116,3,H9,0.0
p117,3,H1,0.00886
p117,3,H10,0.21193
p117,3,H11,0.22748
p117,3,H12,1e-05
p117,3,H13,0.00345
p117,3,H14,0.39619
p117,3,H15,0.44525
p117,3,H16,0.03741
p117,3,H17,0.48921
p117,3,H2,0.48125
p117,3,H3,0.48921
p117,3,H4,0.06569
p117,3,H5,0.0
p117,3,H6,0.3381
p117,3,H7,0.34547
p117,3,H8,0.00824
p117,3,H9,0.0
p118,3,H1,0.01106
p118,3,H10,0.26784
p118,3,H11,0.25536
p118,3,H12,0.0
p118,3,H13,0.00486
p118,3,H14,0.44363
p118,3,H15,0.46437
p118,3,H16,0.02909
p118,3,H17,0.44987
p118,3,H2,0.48545
p118,3,H3,0.44987
p118,3,H4,0.04878
p118,3,H5,0.0
p118,3,H6,0.3666
p118,3,H7,0.35207
p118,3,H8,0.00418
p118,3,H9,0.0
p119,2,H1,0.01641
p119,2,H10,0.19653
p119,2,H11,0.17798
p119,2,H12,0.0
p119,2,H13,0.00713
p119,2,H14,0.41445
p119,2,H15,0.40231
p119,2,H16,0.02539
p119,2,H17,0.45776
p119,2,H2,0.47556
p119,2,H3,0.45776
p119,2,H4,0.06061
p119,2,H5,8e-05
p119,2,H6,0.32061
p119,2,H7,0.29315
p119,2,H8,0.00312
p119,2,H9,0.0
p12,3,H1,0.06063
p12,3,H10,0.22004
p12,3,H11,0.12508
p12,3,H12,0.0
p12,3,H13,0.02746
p12,3,H14,0.48012
p12,3,H15,0.39062
p12,3,H16,0.01245
p12,3,H17,0.50256
p12,3,H2,0.60113
p12,3,H3,0.50256
p12,3,H4,0.04001
p12,3,H5,0.00967
p12,3,H6,0.49939
p12,3,H7,0.35581
p12,3,H8,0.0
p12,3,H9,0.0
p12,4,H1,0.05148
p12,4,H10,0.25452
p12,4,H11,0.16761
p12,4,H12,0.0
p12,4,H13,0.02454
p12,4,H14,0.5243
p12,4,H15,0.40917
p12,4,H16,0.01115
p12,4,H17,0.55075
p12,4,H2,0.64641
p12,4,H3,0.55075
p12,4,H4,0.03752
p12,4,H5,0.00641
p12,4,H6,0.52328
p12,4,H7,0.38115
p12,4,H8,3e-05
p12,4,H9,0.0
p12,5,H1,0.04498
p12,5,H10,0.28705
p12,5,H11,0.20764
p12,5,H12,0.0
p12,5,H13,0.02083
p12,5,H14,0.56889
p12,5,H15,0.49268
p12,5,H16,0.01589
p12,5,H17,0.57948
p12,5,H2,0.6652
p12,5,H3,0.57948
p12,5,H4,0.04624
p12,5,H5,0.00454
p12,5,H6,0.53477
p12,5,H7,0.41536
p12,5,H8,0.00056
p12,5,H9,0.0
p12,6,H1,0.04453
p12,6,H10,0.36756
p12,6,H11,0.26186
p12,6,H12,0.0
p12,6,H13,0.02348
p12,6,H14,0.62786
p12,6,H15,0.53689
p12,6,H16,0.01232
p12,6,H17,0.61181
p12,6,H2,0.66273
p12,6,H3,0.61181
p12,6,H4,0.03969
p12,6,H5,0.00585
p12,6,H6,0.54419
p12,6,H7,0.41702
p12,6,H8,0.0
p12,6,H9,0.0
p120,2,H1,0.016
p120,2,H10,0.21645
p120,2,H11,0.19307
p120,2,H12,0.0
p120,2,H13,0.00616
p120,2,H14,0.42789
p120,2,H15,0.40754
p120,2,H16,0.02085
p120,2,H17,0.43693
p120,2,H2,0.48607
p120,2,H3,0.43693
p120,2,H4,0.05294
p120,2,H5,3e-05
p120,2,H6,0.34065
p120,2,H7,0.3103
p120,2,H8,0.00311
p120,2,H9,0.0
p120,3,H1,0.01564
p120,3,H10,0.22766
p120,3,H11,0.20034
p120,3,H12,0.0
p120,3,H13,0.00597
p120,3,H14,0.43958
p120,3,H15,0.41689
p120,3,H16,0.01978
p120,3,H17,0.44055
p120,3,H2,0.49458
p120,3,H3,0.44055
p120,3,H4,0.04868
p120,3,H5,4e-05
p120,3,H6,0.34751
p120,3,H7,0.30898
p120,3,H8,0.00313
p120,3,H9,0.0
p121,2,H1,0.01527
p121,2,H10,0.21771
p121,2,H11,0.21231
p121,2,H12,0.0
p121,2,H13,0.00695
p121,2,H14,0.41931
p121,2,H15,0.436
p121,2,H16,0.02837
p121,2,H17,0.49449
p121,2,H2,0.49713
p121,2,H3,0.49449
p121,2,H4,0.0606
p121,2,H5,0.0
p121,2,H6,0.33214
p121,2,H7,0.32212
p121,2,H8,0.00587
p121,2,H9,0.0
p121,3,H1,0.01655
p121,3,H10,0.23708
p121,3,H11,0.20614
p121,3,H12,0.0
p121,3,H13,0.00632
p121,3,H14,0.44227
p121,3,H15,0.41834
p121,3,H16,0.02076
p121,3,H17,0.47674
p121,3,H2,0.49219
p121,3,H3,0.47674
p121,3,H4,0.04852
p121,3,H5,3e-05
p121,3,H6,0.34749
p121,3,H7,0.31657
p121,3,H8,0.0028
p121,3,H9,0.0
p122,2,H1,0.01753
p122,2,H10,0.19594
p122,2,H11,0.18488
p122,2,H12,0.0
p122,2,H13,0.00649
p122,2,H14,0.41704
p122,2,H15,0.40109
p122,2,H16,0.02688
p122,2,H17,0.46339
p122,2,H2,0.48478
p122,2,H3,0.46339
p122,2,H4,0.06027
p122,2,H5,4e-05
p122,2,H6,0.32252
p122,2,H7,0.31221
p122,2,H8,0.00369
p122,2,H9,0.0
p122,3,H1,0.02039
p122,3,H10,0.24277
p122,3,H11,0.19771
p122,3,H12,0.0
p122,3,H13,0.00896
p122,3,H14,0.43274
p122,3,H15,0.41632
p122,3,H16,0.01825
p122,3,H17,0.45517
p122,3,H2,0.49281
p122,3,H3,0.45517
p122,3,H4,0.04414
p122,3,H5,0.00038
p122,3,H6,0.34588
p122,3,H7,0.28749
p122,3,H8,0.00141
p122,3,H9,0.0
p123,3,H1,0.01672
p123,3,H10,0.25947
p123,3,H11,0.22834
p123,3,H12,0.0
p123,3,H13,0.00748
p123,3,H14,0.45265
p123,3,H15,0.4596
p123,3,H16,0.02018
p123,3,H17,0.48007
p123,3,H2,0.49245
p123,3,H3,0.48007
p123,3,H4,0.04338
p123,3,H5,9e-05
p123,3,H6,0.39835
p123,3,H7,0.32125
p123,3,H8,0.00123
p123,3,H9,0.0
p124,3,H1,0.01706
p124,3,H10,0.27768
p124,3,H11,0.24689
p124,3,H12,0.0
p124,3,H13,0.00752
p124,3,H14,0.49827
p124,3,H15,0.4645
p124,3,H16,0.01742
p124,3,H17,0.49868
p124,3,H2,0.52276
p124,3,H3,0.49868
p124,3,H4,0.04141
p124,3,H5,0.0004
p124,3,H6,0.4079
p124,3,H7,0.34641
p124,3,H8,0.00088
p124,3,H9,0.0
p124,4,H1,0.01649
p124,4,H10,0.28095
p124,4,H11,0.24859
p124,4,H12,0.0
p124,4,H13,0.0087
p124,4,H14,0.50376
p124,4,H15,0.46905
p124,4,H16,0.0178
p124,4,H17,0.48095
p124,4,H2,0.53368
p124,4,H3,0.48095
p124,4,H4,0.03815
p124,4,H5,0.00029
p124,4,H6,0.41145
p124,4,H7,0.35862
p124,4,H8,0.00111
p124,4,H9,0.0
p125,3,H1,0.01927
p125,3,H10,0.26512
p125,3,H11,0.234
p125,3,H12,0.0
p125,3,H13,0.00906
p125,3,H14,0.47277
p125,3,H15,0.45076
p125,3,H16,0.01711
p125,3,H17,0.47874
p125,3,H2,0.50671
p125,3,H3,0.47874
p125,3,H4,0.0403
p125,3,H5,0.00066
p125,3,H6,0.41488
p125,3,H7,0.32911
p125,3,H8,0.00052
p125,3,H9,0.0
p126,2,H1,0.02192
p126,2,H10,0.23516
p126,2,H11,0.17027
p126,2,H12,0.0
p126,2,H13,0.00987
p126,2,H14,0.42371
p126,2,H15,0.39571
p126,2,H16,0.01569
p126,2,H17,0.44712
p126,2,H2,0.47897
p126,2,H3,0.44712
p126,2,H4,0.03857
p126,2,H5,0.0011
p126,2,H6,0.30667
p126,2,H7,0.26917
p126,2,H8,0.00094
p126,2,H9,0.0
p126,3,H1,0.02326
p126,3,H10,0.25056
p126,3,H11,0.20455
p126,3,H12,0.0
p126,3,H13,0.01044
p126,3,H14,0.44035
p126,3,H15,0.42116
p126,3,H16,0.01626
p126,3,H17,0.46097
p126,3,H2,0.50819
p126,3,H3,0.46097
p126,3,H4,0.03748
p126,3,H5,0.00094
p126,3,H6,0.36925
p126,3,H7,0.3047
p126,3,H8,0.00052
p126,3,H9,0.0
p127,2,H1,0.02462
p127,2,H10,0.17268
p127,2,H11,0.14661
p127,2,H12,0.0
p127,2,H13,0.00957
p127,2,H14,0.41047
p127,2,H15,0.37729
p127,2,H16,0.01856
p127,2,H17,0.4831
p127,2,H2,0.48923
p127,2,H3,0.4831
p127,2,H4,0.05767
p127,2,H5,0.00104
p127,2,H6,0.30381
p127,2,H7,0.25014
p127,2,H8,0.00149
p127,2,H9,0.0
p127,3,H1,0.02531
p127,3,H10,0.24228
p127,3,H11,0.17082
p127,3,H12,0.0
p127,3,H13,0.0111
p127,3,H14,0.42707
p127,3,H15,0.40479
p127,3,H16,0.01289
p127,3,H17,0.44325
p127,3,H2,0.48821
p127,3,H3,0.44325
p127,3,H4,0.03774
p127,3,H5,0.00185
p127,3,H6,0.32893
p127,3,H7,0.2551
p127,3,H8,0.00072
p127,3,H9,0.0
p128,3,H1,0.02829
p128,3,H10,0.25191
p128,3,H11,0.17727
p128,3,H12,0.0
p128,3,H13,0.01203
p128,3,H14,0.46152
p128,3,H15,0.43921
p128,3,H16,0.01324
p128,3,H17,0.49785
p128,3,H2,0.51646
p128,3,H3,0.49785
p128,3,H4,0.03337
p128,3,H5,0.00289
p128,3,H6,0.37921
p128,3,H7,0.29705
p128,3,H8,0.00011
p128,3,H9,0.0
p129,2,H1,0.03751
p129,2,H10,0.20231
p129,2,H11,0.15054
p129,2,H12,0.0
p129,2,H13,0.01369
p129,2,H14,0.41426
p129,2,H15,0.3448
p129,2,H16,0.01088
p129,2,H17,0.43484
p129,2,H2,0.50886
p129,2,H3,0.43484
p129,2,H4,0.04465
p129,2,H5,0.00383
p129,2,H6,0.33045
p129,2,H7,0.26231
p129,2,H8,0.00039
p129,2,H9,0.0
p13,5,H1,0.04941
p13,5,H10,0.34908
p13,5,H11,0.21996
p13,5,H12,0.0
p13,5,H13,0.03028
p13,5,H14,0.61099
p13,5,H15,0.4963
p13,5,H16,0.00712
p13,5,H17,0.52793
p13,5,H2,0.61829
p13,5,H3,0.52793
p13,5,H4,0.02407
p13,5,H5,0.01008
p13,5,H6,0.52941
p13,5,H7,0.362
p13,5,H8,0.0
p13,5,H9,0.0
p13,6,H1,0.04791
p13,6,H10,0.36812
p13,6,H11,0.24623
p13,6,H12,0.0
p13,6,H13,0.0287
p13,6,H14,0.62468
p13,6,H15,0.53448
p13,6,H16,0.00882
p13,6,H17,0.55987
p13,6,H2,0.63547
p13,6,H3,0.55987
p13,6,H4,0.02881
p13,6,H5,0.00902
p13,6,H6,0.54049
p13,6,H7,0.38246
p13,6,H8,0.0
p13,6,H9,0.0
p130,2,H1,0.03458
p130,2,H10,0.23663
p130,2,H11,0.16713
p130,2,H12,0.0
p130,2,H13,0.01742
p130,2,H14,0.43761
p130,2,H15,0.35033
p130,2,H16,0.01063
p130,2,H17,0.44997
p130,2,H2,0.50041
p130,2,H3,0.44997
p130,2,H4,0.03493
p130,2,H5,0.00424
p130,2,H6,0.34404
p130,2,H7,0.28423
p130,2,H8,2e-05
p130,2,H9,0.0
p130,3,H1,0.03798
p130,3,H10,0.24368
p130,3,H11,0.17089
p130,3,H12,0.0
p130,3,H13,0.01985
p130,3,H14,0.45457
p130,3,H15,0.38193
p130,3,H16,0.01036
p130,3,H17,0.45969
p130,3,H2,0.50862
p130,3,H3,0.45969
p130,3,H4,0.03479
p130,3,H5,0.00444
p130,3,H6,0.35415
p130,3,H7,0.27872
p130,3,H8,0.0
p130,3,H9,0.0
p131,2,H1,0.03327
p131,2,H10,0.24164
p131,2,H11,0.16375
p131,2,H12,0.0
p131,2,H13,0.01404
p131,2,H14,0.42691
p131,2,H15,0.38289
p131,2,H16,0.01243
p131,2,H17,0.44766
p131,2,H2,0.50217
p131,2,H3,0.44766
p131,2,H4,0.03903
p131,2,H5,0.00362
p131,2,H6,0.3359
p131,2,H7,0.28307
p131,2,H8,0.0002
p131,2,H9,0.0
p131,3,H1,0.03548
p131,3,H10,0.25143
p131,3,H11,0.17422
p131,3,H12,0.0
p131,3,H13,0.01537
p131,3,H14,0.42616
p131,3,H15,0.36933
p131,3,H16,0.0099
p131,3,H17,0.44358
p131,3,H2,0.5016
p131,3,H3,0.44358
p131,3,H4,0.0303
p131,3,H5,0.00507
p131,3,H6,0.35547
p131,3,H7,0.28074
p131,3,H8,0.0
p131,3,H9,0.0
p132,2,H1,0.03035
p132,2,H10,0.24082
p132,2,H11,0.17083
p132,2,H12,0.0
p132,2,H13,0.01252
p132,2,H14,0.43799
p132,2,H15,0.38882
p132,2,H16,0.01297
p132,2,H17,0.45375
p132,2,H2,0.4964
p132,2,H3,0.45375
p132,2,H4,0.03741
p132,2,H5,0.00299
p132,2,H6,0.34187
p132,2,H7,0.27747
