region,class,timeslice,cfmean,cfsigma
p112,3,H17,0.0001712008430015134,0.002319200449124321
p112,3,H2,0.0004716386312838667,0.004217413752613242
p112,3,H3,0.0001712008430015134,0.002319200449124321
p112,3,H4,0.0,0.0
p112,3,H5,0.0,0.0
p112,3,H6,0.0,0.0
p112,3,H7,0.0,0.0
p112,3,H8,0.0,0.0
p112,3,H9,0.0,0.0
p113,3,H1,0.0,0.0
p113,3,H10,0.0,0.0
p113,3,H11,0.0,0.0
p113,3,H12,0.0,0.0
p113,3,H13,0.0,0.0
p113,3,H14,0.0026758368306370995,0.012431025486917116
p113,3,H15,0.001298211317549905,0.00779020013058015
p113,3,H16,0.0,0.0
p113,3,H17,0.0001719806586270747,0.002334307656209828
p113,3,H2,0.00047048548618273706,0.003975921907836921
p113,3,H3,0.0001719806586270747,0.002334307656209828
p113,3,H4,0.0,0.0
p113,3,H5,0.0,0.0
p113,3,H6,0.0,0.0
p113,3,H7,0.0,0.0
p113,3,H8,0.0,0.0
p113,3,H9,0.0,0.0
p114,3,H1,0.0,0.0
p114,3,H10,0.0,0.0
p114,3,H11,0.0,0.0
p114,3,H12,0.0,0.0
p114,3,H13,0.0,0.0
p114,3,H14,0.0023308611122069894,0.010902317146829781
p114,3,H15,0.001013619369705734,0.006611939306360722
p114,3,H16,0.0,0.0
p114,3,H17,0.0,0.0
p114,3,H2,0.00014805093824123004,0.0021717171478545768
p114,3,H3,0.0,0.0
p114,3,H4,0.0,0.0
p114,3,H5,0.0,0.0
p114,3,H6,0.0,0.0
p114,3,H7,0.0,0.0
p114,3,H8,0.0,0.0
p114,3,H9,0.0,0.0
p115,2,H1,0.0,0.0
p115,2,H10,0.0,0.0
p115,2,H11,0.0,0.0
p115,2,H12,0.0,0.0
p115,2,H13,0.0,0.0
p115,2,H14,0.0,0.0
p115,2,H15,0.0,0.0
p115,2,H16,0.0,0.0
p115,2,H17,0.0,0.0
p115,2,H2,0.0,0.0
p115,2,H3,0.0,0.0
p115,2,H4,0.0,0.0
p115,2,H5,0.0,0.0
p115,2,H6,0.0,0.0
p115,2,H7,0.0,0.0
p115,2,H8,0.0,0.0
p115,2,H9,0.0,0.0
p115,3,H1,0.0,0.0
p115,3,H10,0.0,0.0
p115,3,H11,0.0,0.0
p115,3,H12,0.0,0.0
p115,3,H13,0.0,0.0
p115,3,H14,0.0,0.0
p115,3,H15,0.0,0.0
p115,3,H16,0.0,0.0
p115,3,H17,0.0,0.0
p115,3,H2,0.0,0.0
p115,3,H3,0.0,0.0
p115,3,H4,0.0,0.0
p115,3,H5,0.0,0.0
p115,3,H6,0.0,0.0
p115,3,H7,0.0,0.0
p115,3,H8,0.0,0.0
p115,3,H9,0.0,0.0
p116,2,H1,0.0,0.0
p116,2,H10,0.0,0.0
p116,2,H11,0.0,0.0
p116,2,H12,0.0,0.0
p116,2,H13,0.0,0.0
p116,2,H14,0.0,0.0
p116,2,H15,0.0,0.0
p116,2,H16,0.0,0.0
p116,2,H17,0.0,0.0
p116,2,H2,0.0,0.0
p116,2,H3,0.0,0.0
p116,2,H4,0.0,0.0
p116,2,H5,0.0,0.0
p116,2,H6,0.0,0.0
p116,2,H7,0.0,0.0
p116,2,H8,0.0,0.0
p116,2,H9,0.0,0.0
p116,3,H1,0.0,0.0
p116,3,H10,0.0,0.0
p116,3,H11,0.0,0.0
p116,3,H12,0.0,0.0
p116,3,H13,0.0,0.0
p116,3,H14,9.128831107146252e-05,0.0016369098473345992
p116,3,H15,0.0,0.0
p116,3,H16,0.0,0.0
p116,3,H17,0.0,0.0
p116,3,H2,0.0,0.0
p116,3,H3,0.0,0.0
p116,3,H4,0.0,0.0
p116,3,H5,0.0,0.0
p116,3,H6,0.0,0.0
p116,3,H7,0.0,0.0
p116,3,H8,0.0,0.0
p116,3,H9,0.0,0.0
p117,3,H1,0.0,0.0
p117,3,H10,0.0,0.0
p117,3,H11,0.0,0.0
p117,3,H12,0.0,0.0
p117,3,H13,0.0,0.0
p117,3,H14,0.0,0.0
p117,3,H15,0.0,0.0
p117,3,H16,0.0,0.0
p117,3,H17,0.0,0.0
p117,3,H2,0.0,0.0
p117,3,H3,0.0,0.0
p117,3,H4,0.0,0.0
p117,3,H5,0.0,0.0
p117,3,H6,0.0,0.0
p117,3,H7,0.0,0.0
p117,3,H8,0.0,0.0
p117,3,H9,0.0,0.0
p118,3,H1,0.0,0.0
p118,3,H10,0.0,0.0
p118,3,H11,0.0,0.0
p118,3,H12,0.0,0.0
p118,3,H13,0.0,0.0
p118,3,H14,9.100533651639216e-05,0.0016317809269095792
p118,3,H15,0.0,0.0
p118,3,H16,0.0,0.0
p118,3,H17,0.0,0.0
p118,3,H2,0.0,0.0
p118,3,H3,0.0,0.0
p118,3,H4,0.0,0.0
p118,3,H5,0.0,0.0
p118,3,H6,0.0,0.0
p118,3,H7,0.0,0.0
p118,3,H8,0.0,0.0
p118,3,H9,0.0,0.0
p119,2,H1,0.0,0.0
p119,2,H10,0.0,0.0
p119,2,H11,0.0,0.0
p119,2,H12,0.0,0.0
p119,2,H13,0.0,0.0
p119,2,H14,0.0,0.0
p119,2,H15,0.0,0.0
p119,2,H16,0.0,0.0
p119,2,H17,0.0,0.0
p119,2,H2,0.0,0.0
p119,2,H3,0.0,0.0
p119,2,H4,0.0,0.0
p119,2,H5,0.0,0.0
p119,2,H6,0.0,0.0
p119,2,H7,0.0,0.0
p119,2,H8,0.0,0.0
p119,2,H9,0.0,0.0
p12,3,H1,0.0,0.0
p12,3,H10,0.0,0.0
p12,3,H11,0.0,0.0
p12,3,H12,0.0,0.0
p12,3,H13,0.0,0.0
p12,3,H14,0.01608091785994746,0.03138591269671229
p12,3,H15,0.009298740511598147,0.02514516391782511
p12,3,H16,0.0,0.0
p12,3,H17,0.007223594437717744,0.018949660170322204
p12,3,H2,0.013208063701109857,0.025990619818118413
p12,3,H3,0.007223594437717744,0.018949660170322204
p12,3,H4,0.0,0.0
p12,3,H5,0.0,0.0
p12,3,H6,7.211705735193203e-05,0.001490225309606078
p12,3,H7,0.0,0.0
p12,3,H8,0.0,0.0
p12,3,H9,0.0,0.0
p12,4,H1,0.0,0.0
p12,4,H10,0.0,0.0
p12,4,H11,0.0,0.0
p12,4,H12,0.0,0.0
p12,4,H13,0.0,0.0
p12,4,H14,0.004533476907736767,0.014098777093539228
p12,4,H15,0.0021288008935263624,0.009476574315928321
p12,4,H16,0.0,0.0
p12,4,H17,0.002066154994637422,0.010626605622557747
p12,4,H2,0.004153690656635517,0.015525622682553053
p12,4,H3,0.002066154994637422,0.010626605622557747
p12,4,H4,0.0,0.0
p12,4,H5,0.0,0.0
p12,4,H6,0.0,0.0
p12,4,H7,0.0,0.0
p12,4,H8,0.0,0.0
p12,4,H9,0.0,0.0
p12,5,H1,0.0,0.0
p12,5,H10,0.0,0.0
p12,5,H11,0.0,0.0
p12,5,H12,0.0,0.0
p12,5,H13,0.0,0.0
p12,5,H14,0.005114660679322222,0.014441557289270733
p12,5,H15,0.0033239315709342127,0.011649778142503552
p12,5,H16,0.0,0.0
p12,5,H17,0.0027597726008895297,0.012320841736621325
p12,5,H2,0.004013643973154126,0.01490691040901746
p12,5,H3,0.0027597726008895297,0.012320841736621325
p12,5,H4,0.0,0.0
p12,5,H5,0.0,0.0
p12,5,H6,0.0,0.0
p12,5,H7,0.0,0.0
p12,5,H8,0.0,0.0
p12,5,H9,0.0,0.0
p12,6,H1,0.0,0.0
p12,6,H10,0.0,0.0
p12,6,H11,0.0,0.0
p12,6,H12,0.0,0.0
p12,6,H13,0.0,0.0
p12,6,H14,0.008183918135553043,0.0194510378811648
p12,6,H15,0.004483631832282181,0.0139692637490664
p12,6,H16,0.0,0.0
p12,6,H17,0.0034969573354591494,0.012573289113007693
p12,6,H2,0.0070232952430103876,0.018110288324686696
p12,6,H3,0.0034969573354591494,0.012573289113007693
p12,6,H4,0.0,0.0
p12,6,H5,0.0,0.0
p12,6,H6,0.0,0.0
p12,6,H7,0.0,0.0
p12,6,H8,0.0,0.0
p12,6,H9,0.0,0.0
p120,2,H1,0.0,0.0
p120,2,H10,0.0,0.0
p120,2,H11,0.0,0.0
p120,2,H12,0.0,0.0
p120,2,H13,0.0,0.0
p120,2,H14,0.0,0.0
p120,2,H15,0.0,0.0
p120,2,H16,0.0,0.0
p120,2,H17,0.0,0.0
p120,2,H2,0.0,0.0
p120,2,H3,0.0,0.0
p120,2,H4,0.0,0.0
p120,2,H5,0.0,0.0
p120,2,H6,0.0,0.0
p120,2,H7,0.0,0.0
p120,2,H8,0.0,0.0
p120,2,H9,0.0,0.0
p120,3,H1,0.0,0.0
p120,3,H10,0.0,0.0
p120,3,H11,0.0,0.0
p120,3,H12,0.0,0.0
p120,3,H13,0.0,0.0
p120,3,H14,5.2857420968343015e-05,0.001341370969090016
p120,3,H15,0.00017601065337657928,0.0023871113759950757
p120,3,H16,0.0,0.0
p120,3,H17,0.0,0.0
p120,3,H2,0.0,0.0
p120,3,H3,0.0,0.0
p120,3,H4,0.0,0.0
p120,3,H5,0.0,0.0
p120,3,H6,0.0,0.0
p120,3,H7,0.0,0.0
p120,3,H8,0.0,0.0
p120,3,H9,0.0,0.0
p121,2,H1,0.0,0.0
p121,2,H10,0.0,0.0
p121,2,H11,0.0,0.0
p121,2,H12,0.0,0.0
p121,2,H13,0.0,0.0
p121,2,H14,0.00020111459220603387,0.0030136404107367508
p121,2,H15,0.0,0.0
p121,2,H16,0.0,0.0
p121,2,H17,0.0,0.0
p121,2,H2,0.0,0.0
p121,2,H3,0.0,0.0
p121,2,H4,0.0,0.0
p121,2,H5,0.0,0.0
p121,2,H6,0.0,0.0
p121,2,H7,0.0,0.0
p121,2,H8,0.0,0.0
p121,2,H9,0.0,0.0
p121,3,H1,0.0,0.0
p121,3,H10,0.0,0.0
p121,3,H11,0.0,0.0
p121,3,H12,0.0,0.0
p121,3,H13,0.0,0.0
p121,3,H14,0.00018399423682449026,0.0027378607407933402
p121,3,H15,0.0,0.0
p121,3,H16,0.0,0.0
p121,3,H17,0.0,0.0
p121,3,H2,0.0,0.0
p121,3,H3,0.0,0.0
p121,3,H4,0.0,0.0
p121,3,H5,0.0,0.0
p121,3,H6,0.0,0.0
p121,3,H7,0.0,0.0
p121,3,H8,0.0,0.0
p121,3,H9,0.0,0.0
p122,2,H1,0.0,0.0
p122,2,H10,0.0,0.0
p122,2,H11,0.0,0.0
p122,2,H12,0.0,0.0
p122,2,H13,0.0,0.0
p122,2,H14,0.0,0.0
p122,2,H15,0.0,0.0
p122,2,H16,0.0,0.0
p122,2,H17,0.0,0.0
p122,2,H2,0.0,0.0
p122,2,H3,0.0,0.0
p122,2,H4,0.0,0.0
p122,2,H5,0.0,0.0
p122,2,H6,0.0,0.0
