i,szn,r,value
hydSD,fall,p125,0.5
hydSD,fall,p126,0.5
hydSD,fall,p127,0.5
hydSD,fall,p128,0.5
hydSD,fall,p129,0.5
hydSD,fall,p130,0.5
hydSD,fall,p131,0.5
hydSD,fall,p132,0.5
hydSD,fall,p133,0.5
hydSD,fall,p134,0.5
hydSD,fall,p135,0.5
hydSD,fall,p136,0.5
hydSD,fall,p137,0.5
hydSD,fall,p138,0.5
hydSD,fall,p139,0.5
hydSD,fall,p140,0.5
hydSD,fall,p141,0.5
hydSD,fall,p142,0.5
hydSD,fall,p143,0.5
hydSD,fall,p144,0.5
hydSD,fall,p145,0.5
hydSD,fall,p146,0.5
hydSD,fall,p147,0.5
hydSD,fall,p148,0.5
hydSD,fall,p149,0.5
hydSD,fall,p150,0.5
hydSD,fall,p151,0.5
hydSD,fall,p152,0.5
hydSD,fall,p153,0.5
hydSD,fall,p154,0.5
hydSD,fall,p155,0.5
hydSD,fall,p156,0.5
hydSD,fall,p157,0.5
hydSD,fall,p158,0.5
hydSD,fall,p159,0.5
hydSD,fall,p160,0.5
hydSD,fall,p161,0.5
hydSD,fall,p162,0.5
hydSD,fall,p163,0.5
hydSD,fall,p164,0.5
hydSD,fall,p165,0.5
hydSD,fall,p166,0.5
hydSD,fall,p167,0.5
hydSD,fall,p168,0.5
hydSD,fall,p169,0.5
hydSD,fall,p170,0.5
hydSD,fall,p171,0.5
hydSD,fall,p172,0.5
hydSD,fall,p173,0.5
hydSD,fall,p174,0.5
hydSD,fall,p175,0.5
hydSD,fall,p176,0.5
hydSD,fall,p177,0.5
hydSD,fall,p178,0.5
hydSD,fall,p179,0.5
hydSD,fall,p180,0.5
hydSD,fall,p181,0.5
hydSD,fall,p182,0.5
hydSD,fall,p183,0.5
hydSD,fall,p184,0.5
hydSD,fall,p185,0.5
hydSD,fall,p186,0.5
hydSD,fall,p187,0.5
hydSD,fall,p188,0.5
hydSD,fall,p189,0.5
hydSD,fall,p190,0.5
hydSD,fall,p191,0.5
hydSD,fall,p192,0.5
hydSD,fall,p193,0.5
hydSD,fall,p194,0.5
hydSD,fall,p195,0.5
hydSD,fall,p196,0.5
hydSD,fall,p197,0.5
hydSD,fall,p198,0.5
hydSD,fall,p199,0.5
hydSD,fall,p200,0.5
hydSD,fall,p201,0.5
hydSD,fall,p202,0.5
hydSD,fall,p203,0.5
hydSD,fall,p204,0.5
hydSD,fall,p205,0.5
hydSD,wint,p1,0.5
hydSD,wint,p2,0.5
hydSD,wint,p3,0.5
hydSD,wint,p4,0.5
hydSD,wint,p5,0.5
hydSD,wint,p6,0.5
hydSD,wint,p7,0.5
hydSD,wint,p8,0.5
hydSD,wint,p9,0.5
hydSD,wint,p10,0.5
hydSD,wint,p11,0.5
hydSD,wint,p12,0.5
hydSD,wint,p13,0.5
hydSD,wint,p14,0.5
hydSD,wint,p15,0.5
hydSD,wint,p16,0.5
hydSD,wint,p17,0.5
hydSD,wint,p18,0.5
hydSD,wint,p19,0.5
hydSD,wint,p20,0.5
hydSD,wint,p21,0.5
hydSD,wint,p22,0.5
hydSD,wint,p23,0.5
hydSD,wint,p24,0.5
hydSD,wint,p25,0.5
hydSD,wint,p26,0.5
hydSD,wint,p27,0.5
hydSD,wint,p28,0.5
hydSD,wint,p29,0.5
hydSD,wint,p30,0.5
hydSD,wint,p31,0.5
hydSD,wint,p32,0.5
hydSD,wint,p33,0.5
hydSD,wint,p34,0.5
hydSD,wint,p35,0.5
hydSD,wint,p36,0.5
hydSD,wint,p37,0.5
hydSD,wint,p38,0.5
hydSD,wint,p39,0.5
hydSD,wint,p40,0.5
hydSD,wint,p41,0.5
hydSD,wint,p42,0.5
hydSD,wint,p43,0.5
hydSD,wint,p44,0.5
hydSD,wint,p45,0.5
hydSD,wint,p46,0.5
hydSD,wint,p47,0.5
hydSD,wint,p48,0.5
hydSD,wint,p49,0.5
hydSD,wint,p50,0.5
hydSD,wint,p51,0.5
hydSD,wint,p52,0.5
hydSD,wint,p53,0.5
hydSD,wint,p54,0.5
hydSD,wint,p55,0.5
hydSD,wint,p56,0.5
hydSD,wint,p57,0.5
hydSD,wint,p58,0.5
hydSD,wint,p59,0.5
hydSD,wint,p60,0.5
hydSD,wint,p61,0.5
hydSD,wint,p62,0.5
hydSD,wint,p63,0.5
hydSD,wint,p64,0.5
hydSD,wint,p65,0.5
hydSD,wint,p66,0.5
hydSD,wint,p67,0.5
hydSD,wint,p68,0.5
hydSD,wint,p69,0.5
hydSD,wint,p70,0.5
hydSD,wint,p71,0.5
hydSD,wint,p72,0.5
hydSD,wint,p73,0.5
hydSD,wint,p74,0.5
hydSD,wint,p75,0.5
hydSD,wint,p76,0.5
hydSD,wint,p77,0.5
hydSD,wint,p78,0.5
hydSD,wint,p79,0.5
hydSD,wint,p80,0.5
hydSD,wint,p81,0.5
hydSD,wint,p82,0.5
hydSD,wint,p83,0.5
hydSD,wint,p84,0.5
hydSD,wint,p85,0.5
hydSD,wint,p86,0.5
hydSD,wint,p87,0.5
hydSD,wint,p88,0.5
hydSD,wint,p89,0.5
hydSD,wint,p90,0.5
hydSD,wint,p91,0.5
hydSD,wint,p92,0.5
hydSD,wint,p93,0.5
hydSD,wint,p94,0.5
hydSD,wint,p95,0.5
hydSD,wint,p96,0.5
hydSD,wint,p97,0.5
hydSD,wint,p98,0.5
hydSD,wint,p99,0.5
hydSD,wint,p100,0.5
hydSD,wint,p101,0.5
hydSD,wint,p102,0.5
hydSD,wint,p103,0.5
hydSD,wint,p104,0.5
hydSD,wint,p105,0.5
hydSD,wint,p106,0.5
hydSD,wint,p107,0.5
hydSD,wint,p108,0.5
hydSD,wint,p109,0.5
hydSD,wint,p110,0.5
hydSD,wint,p111,0.5
hydSD,wint,p112,0.5
hydSD,wint,p113,0.5
hydSD,wint,p114,0.5
hydSD,wint,p115,0.5
hydSD,wint,p116,0.5
hydSD,wint,p117,0.5
hydSD,wint,p118,0.5
hydSD,wint,p119,0.5
hydSD,wint,p120,0.5
hydSD,wint,p121,0.5
hydSD,wint,p122,0.5
hydSD,wint,p123,0.5
hydSD,wint,p124,0.5
hydSD,wint,p125,0.5
hydSD,wint,p126,0.5
hydSD,wint,p127,0.5
hydSD,wint,p128,0.5
hydSD,wint,p129,0.5
hydSD,wint,p130,0.5
hydSD,wint,p131,0.5
hydSD,wint,p132,0.5
hydSD,wint,p133,0.5
hydSD,wint,p134,0.5
hydSD,wint,p135,0.5
hydSD,wint,p136,0.5
hydSD,wint,p137,0.5
hydSD,wint,p138,0.5
hydSD,wint,p139,0.5
hydSD,wint,p140,0.5
hydSD,wint,p141,0.5
hydSD,wint,p142,0.5
hydSD,wint,p143,0.5
hydSD,wint,p144,0.5
hydSD,wint,p145,0.5
hydSD,wint,p146,0.5
hydSD,wint,p147,0.5
hydSD,wint,p148,0.5
hydSD,wint,p149,0.5
hydSD,wint,p150,0.5
hydSD,wint,p151,0.5
hydSD,wint,p152,0.5
hydSD,wint,p153,0.5
hydSD,wint,p154,0.5
hydSD,wint,p155,0.5
hydSD,wint,p156,0.5
hydSD,wint,p157,0.5
hydSD,wint,p158,0.5
hydSD,wint,p159,0.5
hydSD,wint,p160,0.5
hydSD,wint,p161,0.5
hydSD,wint,p162,0.5
hydSD,wint,p163,0.5
hydSD,wint,p164,0.5
hydSD,wint,p165,0.5
hydSD,wint,p166,0.5
hydSD,wint,p167,0.5
hydSD,wint,p168,0.5
hydSD,wint,p169,0.5
hydSD,wint,p170,0.5
hydSD,wint,p171,0.5
hydSD,wint,p172,0.5
hydSD,wint,p173,0.5
hydSD,wint,p174,0.5
hydSD,wint,p175,0.5
hydSD,wint,p176,0.5
hydSD,wint,p177,0.5
hydSD,wint,p178,0.5
hydSD,wint,p179,0.5
hydSD,wint,p180,0.5
hydSD,wint,p181,0.5
hydSD,wint,p182,0.5
hydSD,wint,p183,0.5
hydSD,wint,p184,0.5
hydSD,wint,p185,0.5
hydSD,wint,p186,0.5
hydSD,wint,p187,0.5
hydSD,wint,p188,0.5
hydSD,wint,p189,0.5
hydSD,wint,p190,0.5
hydSD,wint,p191,0.5
hydSD,wint,p192,0.5
hydSD,wint,p193,0.5
hydSD,wint,p194,0.5
hydSD,wint,p195,0.5
hydSD,wint,p196,0.5
hydSD,wint,p197,0.5
hydSD,wint,p198,0.5
hydSD,wint,p199,0.5
hydSD,wint,p200,0.5
hydSD,wint,p201,0.5
hydSD,wint,p202,0.5
hydSD,wint,p203,0.5
hydSD,wint,p204,0.5
hydSD,wint,p205,0.5
hydSD,spri,p1,0.5
hydSD,spri,p2,0.5
hydSD,spri,p3,0.5
hydSD,spri,p4,0.5
hydSD,spri,p5,0.5
hydSD,spri,p6,0.5
hydSD,spri,p7,0.5
hydSD,spri,p8,0.5
hydSD,spri,p9,0.5
hydSD,spri,p10,0.5
hydSD,spri,p11,0.5
hydSD,spri,p12,0.5
hydSD,spri,p13,0.5
hydSD,spri,p14,0.5
hydSD,spri,p15,0.5
hydSD,spri,p16,0.5
hydSD,spri,p17,0.5
hydSD,spri,p18,0.5
hydSD,spri,p19,0.5
hydSD,spri,p20,0.5
hydSD,spri,p21,0.5
hydSD,spri,p22,0.5
hydSD,spri,p23,0.5
hydSD,spri,p24,0.5
hydSD,spri,p25,0.5
hydSD,spri,p26,0.5
hydSD,spri,p27,0.5
hydSD,spri,p28,0.5
hydSD,spri,p29,0.5
hydSD,spri,p30,0.5
hydSD,spri,p31,0.5
hydSD,spri,p32,0.5
hydSD,spri,p33,0.5
hydSD,spri,p34,0.5
hydSD,spri,p35,0.5
hydSD,spri,p36,0.5
hydSD,spri,p37,0.5
hydSD,spri,p38,0.5
hydSD,spri,p39,0.5
hydSD,spri,p40,0.5
hydSD,spri,p41,0.5
hydSD,spri,p42,0.5
hydSD,spri,p43,0.5
hydSD,spri,p44,0.5
hydSD,spri,p45,0.5
hydSD,spri,p46,0.5
hydSD,spri,p47,0.5
hydSD,spri,p48,0.5
hydSD,spri,p49,0.5
hydSD,spri,p50,0.5
hydSD,spri,p51,0.5
hydSD,spri,p52,0.5
hydSD,spri,p53,0.5
hydSD,spri,p54,0.5
hydSD,spri,p55,0.5
hydSD,spri,p56,0.5
hydSD,spri,p57,0.5
hydSD,spri,p58,0.5
hydSD,spri,p59,0.5
hydSD,spri,p60,0.5
hydSD,spri,p61,0.5
hydSD,spri,p62,0.5
hydSD,spri,p63,0.5
hydSD,spri,p64,0.5
hydSD,spri,p65,0.5
hydSD,spri,p66,0.5
hydSD,spri,p67,0.5
hydSD,spri,p68,0.5
hydSD,spri,p69,0.5
hydSD,spri,p70,0.5
hydSD,spri,p71,0.5
hydSD,spri,p72,0.5
hydSD,spri,p73,0.5
hydSD,spri,p74,0.5
hydSD,spri,p75,0.5
hydSD,spri,p76,0.5
hydSD,spri,p77,0.5
hydSD,spri,p78,0.5
hydSD,spri,p79,0.5
hydSD,spri,p80,0.5
hydSD,spri,p81,0.5
hydSD,spri,p82,0.5
hydSD,spri,p83,0.5
hydSD,spri,p84,0.5
hydSD,spri,p85,0.5
hydSD,spri,p86,0.5
hydSD,spri,p87,0.5
hydSD,spri,p88,0.5
hydSD,spri,p89,0.5
hydSD,spri,p90,0.5
hydSD,spri,p91,0.5
hydSD,spri,p92,0.5
hydSD,spri,p93,0.5
hydSD,spri,p94,0.5
hydSD,spri,p95,0.5
hydSD,spri,p96,0.5
hydSD,spri,p97,0.5
hydSD,spri,p98,0.5
hydSD,spri,p99,0.5
hydSD,spri,p100,0.5
hydSD,spri,p101,0.5
hydSD,spri,p102,0.5
hydSD,spri,p103,0.5
hydSD,spri,p104,0.5
hydSD,spri,p105,0.5
hydSD,spri,p106,0.5
hydSD,spri,p107,0.5
hydSD,spri,p108,0.5
hydSD,spri,p109,0.5
hydSD,spri,p110,0.5
hydSD,spri,p111,0.5
hydSD,spri,p112,0.5
hydSD,spri,p113,0.5
hydSD,spri,p114,0.5
hydSD,spri,p115,0.5
hydSD,spri,p116,0.5
hydSD,spri,p117,0.5
hydSD,spri,p118,0.5
hydSD,spri,p119,0.5
hydSD,spri,p120,0.5
hydSD,spri,p121,0.5
hydSD,spri,p122,0.5
hydSD,spri,p123,0.5
hydSD,spri,p124,0.5
hydSD,spri,p125,0.5
hydSD,spri,p126,0.5
hydSD,spri,p127,0.5
hydSD,spri,p128,0.5
hydSD,spri,p129,0.5
hydSD,spri,p130,0.5
hydSD,spri,p131,0.5
hydSD,spri,p132,0.5
hydSD,spri,p133,0.5
hydSD,spri,p134,0.5
hydSD,spri,p135,0.5
hydSD,spri,p136,0.5
hydSD,spri,p137,0.5
hydSD,spri,p138,0.5
hydSD,spri,p139,0.5
hydSD,spri,p140,0.5
hydSD,spri,p141,0.5
hydSD,spri,p142,0.5
hydSD,spri,p143,0.5
hydSD,spri,p144,0.5
hydSD,spri,p145,0.5
hydSD,spri,p146,0.5
hydSD,spri,p147,0.5
hydSD,spri,p148,0.5
hydSD,spri,p149,0.5
hydSD,spri,p150,0.5
hydSD,spri,p151,0.5
hydSD,spri,p152,0.5
hydSD,spri,p153,0.5
hydSD,spri,p154,0.5
hydSD,spri,p155,0.5
hydSD,spri,p156,0.5
hydSD,spri,p157,0.5
hydSD,spri,p158,0.5
hydSD,spri,p159,0.5
hydSD,spri,p160,0.5
hydSD,spri,p161,0.5
hydSD,spri,p162,0.5
hydSD,spri,p163,0.5
hydSD,spri,p164,0.5
hydSD,spri,p165,0.5
hydSD,spri,p166,0.5
hydSD,spri,p167,0.5
hydSD,spri,p168,0.5
hydSD,spri,p169,0.5
hydSD,spri,p170,0.5
hydSD,spri,p171,0.5
hydSD,spri,p172,0.5
hydSD,spri,p173,0.5
hydSD,spri,p174,0.5
hydSD,spri,p175,0.5
hydSD,spri,p176,0.5
hydSD,spri,p177,0.5
hydSD,spri,p178,0.5
hydSD,spri,p179,0.5
hydSD,spri,p180,0.5
hydSD,spri,p181,0.5
hydSD,spri,p182,0.5
hydSD,spri,p183,0.5
hydSD,spri,p184,0.5
hydSD,spri,p185,0.5
hydSD,spri,p186,0.5
hydSD,spri,p187,0.5
hydSD,spri,p188,0.5
hydSD,spri,p189,0.5
hydSD,spri,p190,0.5
hydSD,spri,p191,0.5
hydSD,spri,p192,0.5
hydSD,spri,p193,0.5
hydSD,spri,p194,0.5
hydSD,spri,p195,0.5
hydSD,spri,p196,0.5
hydSD,spri,p197,0.5
hydSD,spri,p198,0.5
hydSD,spri,p199,0.5
hydSD,spri,p200,0.5
hydSD,spri,p201,0.5
hydSD,spri,p202,0.5
hydSD,spri,p203,0.5
hydSD,spri,p204,0.5
hydSD,spri,p205,0.5
hydUD,summ,p1,0.08288257
hydUD,summ,p2,0.1377595
hydUD,summ,p3,0.5
hydUD,summ,p4,0.1226082
hydUD,summ,p5,0.1876752
hydUD,summ,p6,0.5
hydUD,summ,p7,0.5
hydUD,summ,p8,0.5
hydUD,summ,p9,0.01417845
hydUD,summ,p10,0.5
hydUD,summ,p11,0.5
hydUD,summ,p12,0.5
hydUD,summ,p13,0.02185
hydUD,summ,p14,0.5
hydUD,summ,p15,0.5
hydUD,summ,p16,0.5
hydUD,summ,p17,0.5
hydUD,summ,p18,0.5
hydUD,summ,p19,0.5
hydUD,summ,p20,0.5
hydUD,summ,p21,0.5
hydUD,summ,p22,0.5
hydUD,summ,p23,0.5
hydUD,summ,p24,0.5
hydUD,summ,p25,0.5
hydUD,summ,p26,0.5
hydUD,summ,p27,0.01717033
hydUD,summ,p28,0.03428571
hydUD,summ,p29,0.5
hydUD,summ,p30,0.5
hydUD,summ,p31,0.5
hydUD,summ,p32,0.5
hydUD,summ,p33,0.5
hydUD,summ,p34,0.5
hydUD,summ,p35,0.5
hydUD,summ,p36,0.5
hydUD,summ,p37,0.5
hydUD,summ,p38,0.5
hydUD,summ,p39,0.5
hydUD,summ,p40,0.5
hydUD,summ,p41,0.5
hydUD,summ,p42,0.5
hydUD,summ,p43,0.5
hydUD,summ,p44,0.5
hydUD,summ,p45,0.5
hydUD,summ,p46,0.5
hydUD,summ,p47,0.5
hydUD,summ,p48,0.5
hydUD,summ,p49,0.5
hydUD,summ,p50,0.5
hydUD,summ,p51,0.5
hydUD,summ,p52,0.5
hydUD,summ,p53,0.5
hydUD,summ,p54,0.5
hydUD,summ,p55,0.5
hydUD,summ,p56,0.5
hydUD,summ,p57,0.5
hydUD,summ,p58,0.5
hydUD,summ,p59,0.5
hydUD,summ,p60,0.5
hydUD,summ,p61,0.5
hydUD,summ,p62,0.5
hydUD,summ,p63,0.5
hydUD,summ,p64,0.5
hydUD,summ,p65,0.5
hydUD,summ,p66,0.5
hydUD,summ,p67,0.5
hydUD,summ,p68,0.5
hydUD,summ,p69,0.5
hydUD,summ,p70,0.5
hydUD,summ,p71,0.5
hydUD,summ,p72,0.5
hydUD,summ,p73,0.5
hydUD,summ,p74,0.5
hydUD,summ,p75,0.5
hydUD,summ,p76,0.5
hydUD,summ,p77,0.5
hydUD,summ,p78,0.5
hydUD,summ,p79,0.5
hydUD,summ,p80,0.5
hydUD,summ,p81,0.5
hydUD,summ,p82,0.5
hydUD,summ,p83,0.5
hydUD,summ,p84,0.5
hydUD,summ,p85,0.5
hydUD,summ,p86,0.5
hydUD,summ,p87,0.5
hydUD,summ,p88,0.5
hydUD,summ,p89,0.5
hydUD,summ,p90,0.5
hydUD,summ,p91,0.5
hydUD,summ,p92,0.5
hydUD,summ,p93,0.5
hydUD,summ,p94,0.5
hydUD,summ,p95,0.5
hydUD,summ,p96,0.5
hydUD,summ,p97,0.5
hydUD,summ,p98,0.5
hydUD,summ,p99,0.5
hydUD,summ,p100,0.5
hydUD,summ,p101,0.5
hydUD,summ,p102,0.5
hydUD,summ,p103,0.5
hydUD,summ,p104,0.5
hydUD,summ,p105,0.5
hydUD,summ,p106,0.5
hydUD,summ,p107,0.5
hydUD,summ,p108,0.5
hydUD,summ,p109,0.5
hydUD,summ,p110,0.5
hydUD,summ,p111,0.5
hydUD,summ,p112,0.5
hydUD,summ,p113,0.5
hydUD,summ,p114,0.5
hydUD,summ,p115,0.5
hydUD,summ,p116,0.5
hydUD,summ,p117,0.5
hydUD,summ,p118,0.5
hydUD,summ,p119,0.5
hydUD,summ,p120,0.5
hydUD,summ,p121,0.5
hydUD,summ,p122,0.5
hydUD,summ,p123,0.5
hydUD,summ,p124,0.5
hydUD,summ,p125,0.5
hydUD,summ,p126,0.5
hydUD,summ,p127,0.5
hydUD,summ,p128,0.5
hydUD,summ,p129,0.5
hydUD,summ,p130,0.5
hydUD,summ,p131,0.5
hydUD,summ,p132,0.5
hydUD,summ,p133,0.5
hydUD,summ,p134,0.5
hydUD,summ,p135,0.5
hydUD,summ,p136,0.5
hydUD,summ,p137,0.5
hydUD,summ,p138,0.5
hydUD,summ,p139,0.5
hydUD,summ,p140,0.5
hydUD,summ,p141,0.5
hydUD,summ,p142,0.5
hydUD,summ,p143,0.5
hydUD,summ,p144,0.5
hydUD,summ,p145,0.5
hydUD,summ,p146,0.5
hydUD,summ,p147,0.5
hydUD,summ,p148,0.5
hydUD,summ,p149,0.5
hydUD,summ,p150,0.5
hydUD,summ,p151,0.5
hydUD,summ,p152,0.5
hydUD,summ,p153,0.5
hydUD,summ,p154,0.5
hydUD,summ,p155,0.5
hydUD,summ,p156,0.5
hydUD,summ,p157,0.5
hydUD,summ,p158,0.5
hydUD,summ,p159,0.5
hydUD,summ,p160,0.5
hydUD,summ,p161,0.5
hydUD,summ,p162,0.5
hydUD,summ,p163,0.5
hydUD,summ,p164,0.5
hydUD,summ,p165,0.5
hydUD,summ,p166,0.5
hydUD,summ,p167,0.5
hydUD,summ,p168,0.5
hydUD,summ,p169,0.5
hydUD,summ,p170,0.5
hydUD,summ,p171,0.5
hydUD,summ,p172,0.5
hydUD,summ,p173,0.5
hydUD,summ,p174,0.5
hydUD,summ,p175,0.5
hydUD,summ,p176,0.5
hydUD,summ,p177,0.5
hydUD,summ,p178,0.5
hydUD,summ,p179,0.5
hydUD,summ,p180,0.5
hydUD,summ,p181,0.5
hydUD,summ,p182,0.5
hydUD,summ,p183,0.5
hydUD,summ,p184,0.5
hydUD,summ,p185,0.5
hydUD,summ,p186,0.5
hydUD,summ,p187,0.5
hydUD,summ,p188,0.5
hydUD,summ,p189,0.5
hydUD,summ,p190,0.5
hydUD,summ,p191,0.5
hydUD,summ,p192,0.5
hydUD,summ,p193,0.5
hydUD,summ,p194,0.5
hydUD,summ,p195,0.5
hydUD,summ,p196,0.5
hydUD,summ,p197,0.5
hydUD,summ,p198,0.5
hydUD,summ,p199,0.5
hydUD,summ,p200,0.5
hydUD,summ,p201,0.5
hydUD,summ,p202,0.5
hydUD,summ,p203,0.5
hydUD,summ,p204,0.5
hydUD,summ,p205,0.5
hydUD,fall,p1,0.08288257
hydUD,fall,p2,0.1389774
hydUD,fall,p3,0.5
hydUD,fall,p4,0.1226082
hydUD,fall,p5,0.1876752
hydUD,fall,p6,0.5
hydUD,fall,p7,0.5
hydUD,fall,p8,0.5
hydUD,fall,p9,0.01210404
hydUD,fall,p10,0.5
hydUD,fall,p11,0.5
hydUD,fall,p12,0.5
hydUD,fall,p13,0.02185
hydUD,fall,p14,0.5
hydUD,fall,p15,0.5
hydUD,fall,p16,0.5
hydUD,fall,p17,0.5
hydUD,fall,p18,0.5
hydUD,fall,p19,0.5
hydUD,fall,p20,0.5
hydUD,fall,p21,0.5
hydUD,fall,p22,0.5
hydUD,fall,p23,0.5
hydUD,fall,p24,0.5
hydUD,fall,p25,0.5
hydUD,fall,p26,0.5
hydUD,fall,p27,0.01717033
hydUD,fall,p28,0.03428571
hydUD,fall,p29,0.5
hydUD,fall,p30,0.5
hydUD,fall,p31,0.5
hydUD,fall,p32,0.5
hydUD,fall,p33,0.5
hydUD,fall,p34,0.5
hydUD,fall,p35,0.5
hydUD,fall,p36,0.5
hydUD,fall,p37,0.5
hydUD,fall,p38,0.5
hydUD,fall,p39,0.5
hydUD,fall,p40,0.5
hydUD,fall,p41,0.5
hydUD,fall,p42,0.5
hydUD,fall,p43,0.5
hydUD,fall,p44,0.5
hydUD,fall,p45,0.5
hydUD,fall,p46,0.5
hydUD,fall,p47,0.5
hydUD,fall,p48,0.5
hydUD,fall,p49,0.5
hydUD,fall,p50,0.5
hydUD,fall,p51,0.5
hydUD,fall,p52,0.5
hydUD,fall,p53,0.5
hydUD,fall,p54,0.5
hydUD,fall,p55,0.5
hydUD,fall,p56,0.5
hydUD,fall,p57,0.5
hydUD,fall,p58,0.5
hydUD,fall,p59,0.5
hydUD,fall,p60,0.5
hydUD,fall,p61,0.5
hydUD,fall,p62,0.5
hydUD,fall,p63,0.5
hydUD,fall,p64,0.5
hydUD,fall,p65,0.5
hydUD,fall,p66,0.5
hydUD,fall,p67,0.5
hydUD,fall,p68,0.5
hydUD,fall,p69,0.5
hydUD,fall,p70,0.5
hydUD,fall,p71,0.5
hydUD,fall,p72,0.5
hydUD,fall,p73,0.5
hydUD,fall,p74,0.5
hydUD,fall,p75,0.5
hydUD,fall,p76,0.5
hydUD,fall,p77,0.5
hydUD,fall,p78,0.5
hydUD,fall,p79,0.5
hydUD,fall,p80,0.5
hydUD,fall,p81,0.5
hydUD,fall,p82,0.5
hydUD,fall,p83,0.5
hydUD,fall,p84,0.5
hydUD,fall,p85,0.5
hydUD,fall,p86,0.5
hydUD,fall,p87,0.5
hydUD,fall,p88,0.5
hydUD,fall,p89,0.5
hydUD,fall,p90,0.5
hydUD,fall,p91,0.5
hydUD,fall,p92,0.5
hydUD,fall,p93,0.5
hydUD,fall,p94,0.5
hydUD,fall,p95,0.5
hydUD,fall,p96,0.5
hydUD,fall,p97,0.5
hydUD,fall,p98,0.5
hydUD,fall,p99,0.5
hydUD,fall,p100,0.5
hydUD,fall,p101,0.5
hydUD,fall,p102,0.5
hydUD,fall,p103,0.5
hydUD,fall,p104,0.5
hydUD,fall,p105,0.5
hydUD,fall,p106,0.5
hydUD,fall,p107,0.5
hydUD,fall,p108,0.5
hydUD,fall,p109,0.5
hydUD,fall,p110,0.5
hydUD,fall,p111,0.5
hydUD,fall,p112,0.5
hydUD,fall,p113,0.5
hydUD,fall,p114,0.5
hydUD,fall,p115,0.5
hydUD,fall,p116,0.5
hydUD,fall,p117,0.5
hydUD,fall,p118,0.5
hydUD,fall,p119,0.5
hydUD,fall,p120,0.5
hydUD,fall,p121,0.5
hydUD,fall,p122,0.5
hydUD,fall,p123,0.5
hydUD,fall,p124,0.5
hydUD,fall,p125,0.5
hydUD,fall,p126,0.5
hydUD,fall,p127,0.5
hydUD,fall,p128,0.5
hydUD,fall,p129,0.5
hydUD,fall,p130,0.5
hydUD,fall,p131,0.5
hydUD,fall,p132,0.5
hydUD,fall,p133,0.5
hydUD,fall,p134,0.5
hydUD,fall,p135,0.5
hydUD,fall,p136,0.5
hydUD,fall,p137,0.5
hydUD,fall,p138,0.5
hydUD,fall,p139,0.5
hydUD,fall,p140,0.5
hydUD,fall,p141,0.5
hydUD,fall,p142,0.5
hydUD,fall,p143,0.5
hydUD,fall,p144,0.5
hydUD,fall,p145,0.5
hydUD,fall,p146,0.5
hydUD,fall,p147,0.5
hydUD,fall,p148,0.5
hydUD,fall,p149,0.5
hydUD,fall,p150,0.5
hydUD,fall,p151,0.5
hydUD,fall,p152,0.5
hydUD,fall,p153,0.5
hydUD,fall,p154,0.5
hydUD,fall,p155,0.5
hydUD,fall,p156,0.5
hydUD,fall,p157,0.5
hydUD,fall,p158,0.5
hydUD,fall,p159,0.5
hydUD,fall,p160,0.5
hydUD,fall,p161,0.5
hydUD,fall,p162,0.5
hydUD,fall,p163,0.5
hydUD,fall,p164,0.5
hydUD,fall,p165,0.5
hydUD,fall,p166,0.5
hydUD,fall,p167,0.5
hydUD,fall,p168,0.5
hydUD,fall,p169,0.5
hydUD,fall,p170,0.5
hydUD,fall,p171,0.5
hydUD,fall,p172,0.5
hydUD,fall,p173,0.5
hydUD,fall,p174,0.5
hydUD,fall,p175,0.5
hydUD,fall,p176,0.5
hydUD,fall,p177,0.5
hydUD,fall,p178,0.5
hydUD,fall,p179,0.5
hydUD,fall,p180,0.5
hydUD,fall,p181,0.5
hydUD,fall,p182,0.5
hydUD,fall,p183,0.5
hydUD,fall,p184,0.5
hydUD,fall,p185,0.5
hydUD,fall,p186,0.5
hydUD,fall,p187,0.5
hydUD,fall,p188,0.5
hydUD,fall,p189,0.5
hydUD,fall,p190,0.5
hydUD,fall,p191,0.5
hydUD,fall,p192,0.5
hydUD,fall,p193,0.5
hydUD,fall,p194,0.5
hydUD,fall,p195,0.5
hydUD,fall,p196,0.5
hydUD,fall,p197,0.5
hydUD,fall,p198,0.5
hydUD,fall,p199,0.5
hydUD,fall,p200,0.5
hydUD,fall,p201,0.5
hydUD,fall,p202,0.5
hydUD,fall,p203,0.5
hydUD,fall,p204,0.5
hydUD,fall,p205,0.5
hydUD,wint,p1,0.08288257
hydUD,wint,p2,0.1200445
hydUD,wint,p3,0.5
hydUD,wint,p4,0.1226082
hydUD,wint,p5,0.1876752
hydUD,wint,p6,0.5
hydUD,wint,p7,0.5
hydUD,wint,p8,0.5
hydUD,wint,p9,0.01476313
hydUD,wint,p10,0.5
hydUD,wint,p11,0.5
hydUD,wint,p12,0.5
hydUD,wint,p13,0.02185
hydUD,wint,p14,0.5
hydUD,wint,p15,0.5
hydUD,wint,p16,0.5
hydUD,wint,p17,0.5
hydUD,wint,p18,0.5
hydUD,wint,p19,0.5
hydUD,wint,p20,0.5
hydUD,wint,p21,0.5
hydUD,wint,p22,0.5
hydUD,wint,p23,0.5
hydUD,wint,p24,0.5
hydUD,wint,p25,0.5
hydUD,wint,p26,0.5
hydUD,wint,p27,0.01717033
hydUD,wint,p28,0.03428571
