region,class,timeslice,cfmean
s10,7,H1,0.16932
s10,7,H10,0.57059
s10,7,H11,0.56105
s10,7,H12,0.58245
s10,7,H13,0.42283
s10,7,H14,0.39946
s10,7,H15,0.44049
s10,7,H16,0.4307
s10,7,H17,0.20126
s10,7,H2,0.14012
s10,7,H3,0.20126
s10,7,H4,0.20306
s10,7,H5,0.39522
s10,7,H6,0.32679
s10,7,H7,0.33416
s10,7,H8,0.40031
s10,7,H9,0.59425
s10,8,H1,0.1401
s10,8,H10,0.52496
s10,8,H11,0.51924
s10,8,H12,0.52956
s10,8,H13,0.3942
s10,8,H14,0.38306
s10,8,H15,0.42819
s10,8,H16,0.41019
s10,8,H17,0.18779
s10,8,H2,0.12407
s10,8,H3,0.18779
s10,8,H4,0.18677
s10,8,H5,0.35575
s10,8,H6,0.30108
s10,8,H7,0.31696
s10,8,H8,0.38675
s10,8,H9,0.5423
s10,9,H1,0.11381
s10,9,H10,0.51753
s10,9,H11,0.51678
s10,9,H12,0.53697
s10,9,H13,0.36529
s10,9,H14,0.36263
s10,9,H15,0.40207
s10,9,H16,0.381
s10,9,H17,0.17289
s10,9,H2,0.09839
s10,9,H3,0.17289
s10,9,H4,0.16224
s10,9,H5,0.31305
s10,9,H6,0.25639
s10,9,H7,0.27967
s10,9,H8,0.33279
s10,9,H9,0.53879
s10,10,H1,0.1298
s10,10,H10,0.37974
s10,10,H11,0.40804
s10,10,H12,0.39602
s10,10,H13,0.27069
s10,10,H14,0.2859
s10,10,H15,0.37666
s10,10,H16,0.3465
s10,10,H17,0.19954
s10,10,H2,0.0889
s10,10,H3,0.19954
s10,10,H4,0.27736
s10,10,H5,0.24603
s10,10,H6,0.17576
s10,10,H7,0.25892
s10,10,H8,0.35
s10,10,H9,0.39413
s100,2,H1,0.50134
s100,2,H10,0.52592
s100,2,H11,0.50919
s100,2,H12,0.63103
s100,2,H13,0.6709
s100,2,H14,0.49703
s100,2,H15,0.49763
s100,2,H16,0.60192
s100,2,H17,0.35662
s100,2,H2,0.33878
s100,2,H3,0.35662
s100,2,H4,0.46691
s100,2,H5,0.61851
s100,2,H6,0.45778
s100,2,H7,0.47619
s100,2,H8,0.61195
s100,2,H9,0.6096
s100,3,H1,0.46872
s100,3,H10,0.48609
s100,3,H11,0.48405
s100,3,H12,0.59041
s100,3,H13,0.65296
s100,3,H14,0.48979
s100,3,H15,0.48023
s100,3,H16,0.56223
s100,3,H17,0.32089
s100,3,H2,0.2958
s100,3,H3,0.32089
s100,3,H4,0.4549
s100,3,H5,0.6124
s100,3,H6,0.42385
s100,3,H7,0.43966
s100,3,H8,0.56294
s100,3,H9,0.56171
s100,4,H1,0.47615
s100,4,H10,0.46118
s100,4,H11,0.46747
s100,4,H12,0.58187
s100,4,H13,0.63975
s100,4,H14,0.47007
s100,4,H15,0.47367
s100,4,H16,0.56761
s100,4,H17,0.32655
s100,4,H2,0.29439
s100,4,H3,0.32655
s100,4,H4,0.45551
s100,4,H5,0.5993
s100,4,H6,0.41267
s100,4,H7,0.43829
s100,4,H8,0.57681
s100,4,H9,0.54965
s100,5,H1,0.47024
s100,5,H10,0.44835
s100,5,H11,0.45662
s100,5,H12,0.56624
s100,5,H13,0.63302
s100,5,H14,0.46379
s100,5,H15,0.47295
s100,5,H16,0.55504
s100,5,H17,0.34029
s100,5,H2,0.29098
s100,5,H3,0.34029
s100,5,H4,0.4553
s100,5,H5,0.57982
s100,5,H6,0.40514
s100,5,H7,0.45312
s100,5,H8,0.57852
s100,5,H9,0.53322
s100,6,H1,0.43236
s100,6,H10,0.40638
s100,6,H11,0.42921
s100,6,H12,0.53359
s100,6,H13,0.60085
s100,6,H14,0.44056
s100,6,H15,0.46767
s100,6,H16,0.54517
s100,6,H17,0.33748
s100,6,H2,0.28104
s100,6,H3,0.33748
s100,6,H4,0.43343
s100,6,H5,0.53961
s100,6,H6,0.37994
s100,6,H7,0.43798
s100,6,H8,0.5613
s100,6,H9,0.49127
s100,7,H1,0.37575
s100,7,H10,0.36127
s100,7,H11,0.39592
s100,7,H12,0.48088
s100,7,H13,0.55537
s100,7,H14,0.41644
s100,7,H15,0.44924
s100,7,H16,0.5253
s100,7,H17,0.31847
s100,7,H2,0.25613
s100,7,H3,0.31847
s100,7,H4,0.40774
s100,7,H5,0.49518
s100,7,H6,0.35315
s100,7,H7,0.41426
s100,7,H8,0.52273
s100,7,H9,0.43839
s100,8,H1,0.29948
s100,8,H10,0.30333
s100,8,H11,0.34325
s100,8,H12,0.42236
s100,8,H13,0.4941
s100,8,H14,0.37392
s100,8,H15,0.41007
s100,8,H16,0.51644
s100,8,H17,0.31644
s100,8,H2,0.24725
s100,8,H3,0.31644
s100,8,H4,0.38596
s100,8,H5,0.45221
s100,8,H6,0.33944
s100,8,H7,0.36892
s100,8,H8,0.46263
s100,8,H9,0.40041
s101,2,H1,0.47239
s101,2,H10,0.56214
s101,2,H11,0.49783
s101,2,H12,0.63025
s101,2,H13,0.65755
s101,2,H14,0.54829
s101,2,H15,0.50545
s101,2,H16,0.57122
s101,2,H17,0.31405
s101,2,H2,0.31282
s101,2,H3,0.31405
s101,2,H4,0.45274
s101,2,H5,0.63492
s101,2,H6,0.51804
s101,2,H7,0.43471
s101,2,H8,0.55229
s101,2,H9,0.62107
s101,3,H1,0.46853
s101,3,H10,0.51194
s101,3,H11,0.45813
s101,3,H12,0.61715
s101,3,H13,0.64971
s101,3,H14,0.52418
s101,3,H15,0.49484
s101,3,H16,0.56321
s101,3,H17,0.309
s101,3,H2,0.28854
s101,3,H3,0.309
s101,3,H4,0.43271
s101,3,H5,0.61086
s101,3,H6,0.49542
s101,3,H7,0.4321
s101,3,H8,0.54239
s101,3,H9,0.59905
s101,4,H1,0.47803
s101,4,H10,0.46895
s101,4,H11,0.41665
s101,4,H12,0.56637
s101,4,H13,0.64407
s101,4,H14,0.50848
s101,4,H15,0.4619
s101,4,H16,0.54375
s101,4,H17,0.31489
s101,4,H2,0.30144
s101,4,H3,0.31489
s101,4,H4,0.41219
s101,4,H5,0.60777
s101,4,H6,0.4698
s101,4,H7,0.40088
s101,4,H8,0.53269
s101,4,H9,0.5556
s101,5,H1,0.46769
s101,5,H10,0.45313
s101,5,H11,0.45803
s101,5,H12,0.58718
s101,5,H13,0.65078
s101,5,H14,0.45227
s101,5,H15,0.48277
s101,5,H16,0.60156
s101,5,H17,0.34205
s101,5,H2,0.29767
s101,5,H3,0.34205
s101,5,H4,0.45997
s101,5,H5,0.58487
s101,5,H6,0.41845
s101,5,H7,0.45134
s101,5,H8,0.5976
s101,5,H9,0.54379
s101,6,H1,0.42081
s101,6,H10,0.39593
s101,6,H11,0.4152
s101,6,H12,0.53934
s101,6,H13,0.61721
s101,6,H14,0.4194
s101,6,H15,0.45575
s101,6,H16,0.58629
s101,6,H17,0.32327
s101,6,H2,0.28518
s101,6,H3,0.32327
s101,6,H4,0.43026
s101,6,H5,0.54118
s101,6,H6,0.3807
s101,6,H7,0.40717
s101,6,H8,0.55222
s101,6,H9,0.5148
s101,8,H1,0.33416
s101,8,H10,0.3171
s101,8,H11,0.30166
s101,8,H12,0.42423
s101,8,H13,0.52739
s101,8,H14,0.39082
s101,8,H15,0.39833
s101,8,H16,0.50357
s101,8,H17,0.29993
s101,8,H2,0.24873
s101,8,H3,0.29993
s101,8,H4,0.38134
s101,8,H5,0.46546
s101,8,H6,0.35799
s101,8,H7,0.37362
s101,8,H8,0.45082
s101,8,H9,0.40858
s102,3,H1,0.46132
s102,3,H10,0.51122
s102,3,H11,0.47105
s102,3,H12,0.62945
s102,3,H13,0.6383
s102,3,H14,0.52131
s102,3,H15,0.49854
s102,3,H16,0.55686
s102,3,H17,0.30275
s102,3,H2,0.27764
s102,3,H3,0.30275
s102,3,H4,0.42784
s102,3,H5,0.60239
s102,3,H6,0.49375
s102,3,H7,0.43278
s102,3,H8,0.54991
s102,3,H9,0.59759
s102,4,H1,0.47329
s102,4,H10,0.48402
s102,4,H11,0.4343
s102,4,H12,0.59915
s102,4,H13,0.59529
s102,4,H14,0.48075
s102,4,H15,0.4902
s102,4,H16,0.53543
s102,4,H17,0.30298
s102,4,H2,0.24077
s102,4,H3,0.30298
s102,4,H4,0.42562
s102,4,H5,0.6184
s102,4,H6,0.47251
s102,4,H7,0.44317
s102,4,H8,0.59533
s102,4,H9,0.58128
s102,5,H1,0.47021
s102,5,H10,0.46916
s102,5,H11,0.41927
s102,5,H12,0.58508
s102,5,H13,0.59774
s102,5,H14,0.48453
s102,5,H15,0.49003
s102,5,H16,0.5437
s102,5,H17,0.29699
s102,5,H2,0.25283
s102,5,H3,0.29699
s102,5,H4,0.4128
s102,5,H5,0.60444
s102,5,H6,0.45688
s102,5,H7,0.42371
s102,5,H8,0.57348
s102,5,H9,0.57125
s102,6,H1,0.44651
s102,6,H10,0.43701
s102,6,H11,0.39495
s102,6,H12,0.56498
s102,6,H13,0.58414
s102,6,H14,0.47329
s102,6,H15,0.47881
s102,6,H16,0.53673
s102,6,H17,0.2901
s102,6,H2,0.23649
s102,6,H3,0.2901
s102,6,H4,0.40378
s102,6,H5,0.56998
s102,6,H6,0.4374
s102,6,H7,0.4146
s102,6,H8,0.54942
s102,6,H9,0.53724
s103,7,H1,0.47254
s103,7,H10,0.37949
s103,7,H11,0.34935
s103,7,H12,0.53262
s103,7,H13,0.58329
s103,7,H14,0.39243
s103,7,H15,0.46682
s103,7,H16,0.54002
s103,7,H17,0.30967
s103,7,H2,0.17933
s103,7,H3,0.30967
s103,7,H4,0.42628
s103,7,H5,0.57476
s103,7,H6,0.39148
s103,7,H7,0.42161
s103,7,H8,0.57444
s103,7,H9,0.50413
s104,2,H1,0.53377
s104,2,H10,0.51229
s104,2,H11,0.51194
s104,2,H12,0.61971
s104,2,H13,0.6865
s104,2,H14,0.50596
s104,2,H15,0.50151
s104,2,H16,0.62612
s104,2,H17,0.36018
s104,2,H2,0.3482
s104,2,H3,0.36018
s104,2,H4,0.53324
s104,2,H5,0.57237
s104,2,H6,0.43676
s104,2,H7,0.41602
s104,2,H8,0.54705
s104,2,H9,0.60056
s104,3,H1,0.52025
s104,3,H10,0.5114
s104,3,H11,0.51212
s104,3,H12,0.60707
s104,3,H13,0.68135
s104,3,H14,0.49334
s104,3,H15,0.48475
s104,3,H16,0.60749
s104,3,H17,0.35473
s104,3,H2,0.33742
s104,3,H3,0.35473
s104,3,H4,0.52267
s104,3,H5,0.56354
s104,3,H6,0.42635
s104,3,H7,0.4124
s104,3,H8,0.53409
s104,3,H9,0.59981
s104,4,H1,0.49233
s104,4,H10,0.51089
s104,4,H11,0.52276
s104,4,H12,0.58502
s104,4,H13,0.62416
s104,4,H14,0.49014
s104,4,H15,0.5181
s104,4,H16,0.59816
s104,4,H17,0.37515
s104,4,H2,0.35648
s104,4,H3,0.37515
s104,4,H4,0.51954
s104,4,H5,0.51776
s104,4,H6,0.3929
s104,4,H7,0.41668
s104,4,H8,0.52335
s104,4,H9,0.57286
s104,5,H1,0.48061
s104,5,H10,0.45892
s104,5,H11,0.47369
s104,5,H12,0.57107
s104,5,H13,0.63943
s104,5,H14,0.46151
s104,5,H15,0.48654
s104,5,H16,0.58011
s104,5,H17,0.34901
s104,5,H2,0.32974
s104,5,H3,0.34901
s104,5,H4,0.48969
s104,5,H5,0.51238
s104,5,H6,0.383
s104,5,H7,0.40459
s104,5,H8,0.51466
s104,5,H9,0.55065
s104,6,H1,0.43957
s104,6,H10,0.40126
s104,6,H11,0.41346
s104,6,H12,0.53788
s104,6,H13,0.62578
s104,6,H14,0.42338
s104,6,H15,0.44388
s104,6,H16,0.57105
s104,6,H17,0.3375
s104,6,H2,0.29096
s104,6,H3,0.3375
s104,6,H4,0.4617
s104,6,H5,0.52283
s104,6,H6,0.36706
s104,6,H7,0.38388
s104,6,H8,0.51419
s104,6,H9,0.51931
s104,7,H1,0.39496
s104,7,H10,0.35516
s104,7,H11,0.3791
s104,7,H12,0.49467
s104,7,H13,0.58911
s104,7,H14,0.39582
s104,7,H15,0.4247
s104,7,H16,0.56026
s104,7,H17,0.32636
s104,7,H2,0.27123
s104,7,H3,0.32636
s104,7,H4,0.44403
s104,7,H5,0.47831
s104,7,H6,0.34098
s104,7,H7,0.37262
s104,7,H8,0.48963
s104,7,H9,0.46816
s104,8,H1,0.32967
s104,8,H10,0.32084
s104,8,H11,0.34879
s104,8,H12,0.44757
s104,8,H13,0.54737
s104,8,H14,0.37846
s104,8,H15,0.40704
s104,8,H16,0.55355
s104,8,H17,0.31131
s104,8,H2,0.25912
s104,8,H3,0.31131
s104,8,H4,0.40533
s104,8,H5,0.42192
s104,8,H6,0.31867
s104,8,H7,0.37171
s104,8,H8,0.46603
s104,8,H9,0.42421
s105,6,H1,0.4209
s105,6,H10,0.38931
s105,6,H11,0.39194
s105,6,H12,0.50311
s105,6,H13,0.58406
s105,6,H14,0.41079
s105,6,H15,0.43863
s105,6,H16,0.56543
s105,6,H17,0.37399
s105,6,H2,0.289
s105,6,H3,0.37399
s105,6,H4,0.46324
s105,6,H5,0.49173
s105,6,H6,0.35359
s105,6,H7,0.39645
s105,6,H8,0.50287
s105,6,H9,0.49357
s105,7,H1,0.40456
s105,7,H10,0.346
s105,7,H11,0.35968
s105,7,H12,0.49092
s105,7,H13,0.57413
s105,7,H14,0.39649
s105,7,H15,0.42489
s105,7,H16,0.56387
s105,7,H17,0.35569
s105,7,H2,0.25464
s105,7,H3,0.35569
s105,7,H4,0.48194
s105,7,H5,0.4852
s105,7,H6,0.32682
s105,7,H7,0.37447
s105,7,H8,0.48652
s105,7,H9,0.47439
s105,8,H1,0.36661
s105,8,H10,0.27437
s105,8,H11,0.33265
s105,8,H12,0.39146
s105,8,H13,0.4925
s105,8,H14,0.37195
s105,8,H15,0.40587
s105,8,H16,0.51034
s105,8,H17,0.36525
s105,8,H2,0.22677
s105,8,H3,0.36525
s105,8,H4,0.48618
s105,8,H5,0.40232
s105,8,H6,0.28761
s105,8,H7,0.36
s105,8,H8,0.46168
s105,8,H9,0.35317
s106,5,H1,0.49669
s106,5,H10,0.45103
s106,5,H11,0.37054
s106,5,H12,0.52803
s106,5,H13,0.66136
s106,5,H14,0.47034
s106,5,H15,0.4286
s106,5,H16,0.51426
s106,5,H17,0.33098
s106,5,H2,0.3111
s106,5,H3,0.33098
s106,5,H4,0.51791
s106,5,H5,0.55734
s106,5,H6,0.38836
s106,5,H7,0.39494
s106,5,H8,0.51752
s106,5,H9,0.55985
s106,6,H1,0.46837
s106,6,H10,0.41279
s106,6,H11,0.34427
s106,6,H12,0.50557
s106,6,H13,0.64133
s106,6,H14,0.43734
s106,6,H15,0.41537
s106,6,H16,0.50904
s106,6,H17,0.32618
s106,6,H2,0.28743
s106,6,H3,0.32618
s106,6,H4,0.50321
s106,6,H5,0.52803
s106,6,H6,0.36743
s106,6,H7,0.37369
s106,6,H8,0.49476
s106,6,H9,0.52723
s106,7,H1,0.40811
s106,7,H10,0.36223
s106,7,H11,0.31007
s106,7,H12,0.45782
s106,7,H13,0.57425
s106,7,H14,0.40111
s106,7,H15,0.40043
s106,7,H16,0.49846
s106,7,H17,0.3224
s106,7,H2,0.24734
s106,7,H3,0.3224
s106,7,H4,0.48401
s106,7,H5,0.45145
s106,7,H6,0.32546
s106,7,H7,0.35851
s106,7,H8,0.46321
s106,7,H9,0.46866
s106,8,H1,0.34074
s106,8,H10,0.30327
s106,8,H11,0.2698
s106,8,H12,0.41975
s106,8,H13,0.51793
s106,8,H14,0.36007
s106,8,H15,0.38303
s106,8,H16,0.4914
s106,8,H17,0.31384
s106,8,H2,0.22822
s106,8,H3,0.31384
s106,8,H4,0.46013
s106,8,H5,0.40803
s106,8,H6,0.29819
s106,8,H7,0.34528
s106,8,H8,0.42548
s106,8,H9,0.40482
s107,3,H1,0.56032
s107,3,H10,0.46546
s107,3,H11,0.44673
s107,3,H12,0.57788
s107,3,H13,0.66432
s107,3,H14,0.44396
s107,3,H15,0.39157
s107,3,H16,0.53966
s107,3,H17,0.34917
s107,3,H2,0.28833
s107,3,H3,0.34917
s107,3,H4,0.54654
s107,3,H5,0.60925
s107,3,H6,0.36479
s107,3,H7,0.35857
s107,3,H8,0.54474
s107,3,H9,0.61922
s107,4,H1,0.53087
s107,4,H10,0.45855
s107,4,H11,0.42443
s107,4,H12,0.56732
s107,4,H13,0.65451
s107,4,H14,0.437
s107,4,H15,0.39936
s107,4,H16,0.54056
s107,4,H17,0.34103
s107,4,H2,0.27242
s107,4,H3,0.34103
s107,4,H4,0.54299
s107,4,H5,0.58613
s107,4,H6,0.35162
s107,4,H7,0.35313
s107,4,H8,0.52981
s107,4,H9,0.60415
s107,5,H1,0.5253
s107,5,H10,0.42072
s107,5,H11,0.41482
s107,5,H12,0.55709
s107,5,H13,0.63762
s107,5,H14,0.41312
s107,5,H15,0.39247
s107,5,H16,0.54206
s107,5,H17,0.34754
s107,5,H2,0.26282
s107,5,H3,0.34754
s107,5,H4,0.55431
s107,5,H5,0.56423
s107,5,H6,0.32664
s107,5,H7,0.34892
s107,5,H8,0.52776
s107,5,H9,0.58488
s107,6,H1,0.45604
s107,6,H10,0.39596
s107,6,H11,0.39439
s107,6,H12,0.53273
s107,6,H13,0.6168
s107,6,H14,0.39654
s107,6,H15,0.38627
s107,6,H16,0.54124
s107,6,H17,0.34073
s107,6,H2,0.2413
s107,6,H3,0.34073
s107,6,H4,0.52244
s107,6,H5,0.52147
s107,6,H6,0.31713
s107,6,H7,0.34867
s107,6,H8,0.50592
s107,6,H9,0.54665
s107,7,H1,0.3867
s107,7,H10,0.36795
s107,7,H11,0.37719
s107,7,H12,0.50302
s107,7,H13,0.56871
s107,7,H14,0.37721
s107,7,H15,0.37883
s107,7,H16,0.52351
s107,7,H17,0.3403
s107,7,H2,0.22678
s107,7,H3,0.3403
s107,7,H4,0.50579
s107,7,H5,0.4629
s107,7,H6,0.29353
s107,7,H7,0.3393
s107,7,H8,0.47266
s107,7,H9,0.50166
s107,8,H1,0.31253
s107,8,H10,0.35184
s107,8,H11,0.37397
s107,8,H12,0.47555
s107,8,H13,0.4606
s107,8,H14,0.32271
s107,8,H15,0.40046
s107,8,H16,0.47591
s107,8,H17,0.33123
s107,8,H2,0.18276
s107,8,H3,0.33123
s107,8,H4,0.49821
s107,8,H5,0.35968
s107,8,H6,0.24146
s107,8,H7,0.31605
s107,8,H8,0.44547
s107,8,H9,0.43873
s108,3,H1,0.52206
s108,3,H10,0.51908
s108,3,H11,0.41638
s108,3,H12,0.57149
s108,3,H13,0.63925
s108,3,H14,0.48619
s108,3,H15,0.40345
s108,3,H16,0.46051
s108,3,H17,0.34489
s108,3,H2,0.31834
s108,3,H3,0.34489
s108,3,H4,0.51682
s108,3,H5,0.60161
s108,3,H6,0.39252
s108,3,H7,0.3597
s108,3,H8,0.51497
s108,3,H9,0.60697
s108,4,H1,0.53839
s108,4,H10,0.49918
s108,4,H11,0.41834
s108,4,H12,0.55849
s108,4,H13,0.63892
s108,4,H14,0.48134
s108,4,H15,0.40968
s108,4,H16,0.46326
s108,4,H17,0.34947
s108,4,H2,0.30898
s108,4,H3,0.34947
s108,4,H4,0.50733
s108,4,H5,0.62238
s108,4,H6,0.39456
s108,4,H7,0.35248
s108,4,H8,0.52979
s108,4,H9,0.59996
s108,5,H1,0.50194
s108,5,H10,0.47636
s108,5,H11,0.39378
s108,5,H12,0.54463
s108,5,H13,0.62479
s108,5,H14,0.45679
s108,5,H15,0.39082
s108,5,H16,0.46549
s108,5,H17,0.32687
s108,5,H2,0.28151
s108,5,H3,0.32687
s108,5,H4,0.51292
s108,5,H5,0.57003
s108,5,H6,0.36197
s108,5,H7,0.33992
s108,5,H8,0.49157
s108,5,H9,0.57364
s108,7,H1,0.40279
s108,7,H10,0.38384
s108,7,H11,0.35041
s108,7,H12,0.50331
s108,7,H13,0.50435
s108,7,H14,0.43457
s108,7,H15,0.44717
s108,7,H16,0.48563
s108,7,H17,0.3652
s108,7,H2,0.28086
s108,7,H3,0.3652
s108,7,H4,0.50895
s108,7,H5,0.4527
s108,7,H6,0.37415
s108,7,H7,0.3813
s108,7,H8,0.51476
s108,7,H9,0.50116
s109,2,H1,0.51581
s109,2,H10,0.52894
s109,2,H11,0.4833
s109,2,H12,0.64143
s109,2,H13,0.65018
s109,2,H14,0.53527
s109,2,H15,0.51982
s109,2,H16,0.63112
s109,2,H17,0.29966
s109,2,H2,0.30808
s109,2,H3,0.29966
s109,2,H4,0.46072
s109,2,H5,0.60585
s109,2,H6,0.44679
s109,2,H7,0.43509
s109,2,H8,0.60075
s109,2,H9,0.63242
s109,3,H1,0.49851
s109,3,H10,0.50797
s109,3,H11,0.45941
s109,3,H12,0.61856
s109,3,H13,0.64917
s109,3,H14,0.52678
s109,3,H15,0.5093
s109,3,H16,0.60851
s109,3,H17,0.3066
s109,3,H2,0.29961
s109,3,H3,0.3066
s109,3,H4,0.45954
s109,3,H5,0.60207
s109,3,H6,0.45314
s109,3,H7,0.42525
s109,3,H8,0.57409
s109,3,H9,0.61138
s109,4,H1,0.51025
s109,4,H10,0.45493
s109,4,H11,0.41374
s109,4,H12,0.56699
s109,4,H13,0.65051
s109,4,H14,0.53233
s109,4,H15,0.50815
s109,4,H16,0.57512
s109,4,H17,0.30388
s109,4,H2,0.29026
s109,4,H3,0.30388
s109,4,H4,0.45917
s109,4,H5,0.579
s109,4,H6,0.4184
s109,4,H7,0.44558
s109,4,H8,0.58578
s109,4,H9,0.56967
s109,5,H1,0.49257
s109,5,H10,0.40988
s109,5,H11,0.36984
s109,5,H12,0.53048
s109,5,H13,0.64032
s109,5,H14,0.49913
s109,5,H15,0.46445
s109,5,H16,0.5477
s109,5,H17,0.32178
s109,5,H2,0.29588
s109,5,H3,0.32178
s109,5,H4,0.46317
s109,5,H5,0.56806
s109,5,H6,0.4219
s109,5,H7,0.41278
s109,5,H8,0.52937
s109,5,H9,0.51468
s109,6,H1,0.48829
s109,6,H10,0.41585
s109,6,H11,0.36756
s109,6,H12,0.53343
s109,6,H13,0.64154
s109,6,H14,0.48112
s109,6,H15,0.44094
s109,6,H16,0.53729
s109,6,H17,0.34271
s109,6,H2,0.29959
s109,6,H3,0.34271
s109,6,H4,0.4623
s109,6,H5,0.58989
s109,6,H6,0.44815
s109,6,H7,0.39691
s109,6,H8,0.48488
s109,6,H9,0.50774
s110,2,H1,0.54013
s110,2,H10,0.53738
s110,2,H11,0.46308
s110,2,H12,0.58525
s110,2,H13,0.64494
s110,2,H14,0.53771
s110,2,H15,0.48887
s110,2,H16,0.57187
s110,2,H17,0.34701
s110,2,H2,0.32023
s110,2,H3,0.34701
s110,2,H4,0.52571
s110,2,H5,0.59436
s110,2,H6,0.49926
s110,2,H7,0.44738
s110,2,H8,0.57234
s110,2,H9,0.58973
s110,3,H1,0.54648
s110,3,H10,0.50752
s110,3,H11,0.429
s110,3,H12,0.56694
s110,3,H13,0.6538
s110,3,H14,0.51947
s110,3,H15,0.46297
s110,3,H16,0.54836
s110,3,H17,0.34089
s110,3,H2,0.31086
s110,3,H3,0.34089
s110,3,H4,0.5275
s110,3,H5,0.60405
s110,3,H6,0.47226
s110,3,H7,0.41674
s110,3,H8,0.55699
s110,3,H9,0.58103
s110,4,H1,0.53031
s110,4,H10,0.46485
s110,4,H11,0.40383
s110,4,H12,0.54776
s110,4,H13,0.62871
s110,4,H14,0.49456
s110,4,H15,0.46508
s110,4,H16,0.53911
s110,4,H17,0.34064
s110,4,H2,0.29582
s110,4,H3,0.34064
s110,4,H4,0.5156
s110,4,H5,0.58942
s110,4,H6,0.43393
s110,4,H7,0.39869
s110,4,H8,0.56105
s110,4,H9,0.55421
s110,5,H1,0.52499
s110,5,H10,0.44218
s110,5,H11,0.39318
s110,5,H12,0.53479
s110,5,H13,0.61465
s110,5,H14,0.47499
s110,5,H15,0.47024
s110,5,H16,0.53516
s110,5,H17,0.34973
s110,5,H2,0.27601
s110,5,H3,0.34973
s110,5,H4,0.53381
s110,5,H5,0.58786
s110,5,H6,0.40548
s110,5,H7,0.39048
s110,5,H8,0.57914
s110,5,H9,0.54832
s110,6,H1,0.4785
s110,6,H10,0.39529
s110,6,H11,0.35877
s110,6,H12,0.51662
s110,6,H13,0.60123
s110,6,H14,0.45294
s110,6,H15,0.45078
s110,6,H16,0.53498
s110,6,H17,0.3243
s110,6,H2,0.26631
s110,6,H3,0.3243
s110,6,H4,0.50791
s110,6,H5,0.54483
s110,6,H6,0.39319
s110,6,H7,0.38811
s110,6,H8,0.53335
s110,6,H9,0.51834
s110,7,H1,0.43483
s110,7,H10,0.35682
s110,7,H11,0.3463
s110,7,H12,0.45813
s110,7,H13,0.51462
s110,7,H14,0.42348
s110,7,H15,0.43324
s110,7,H16,0.50265
s110,7,H17,0.34758
s110,7,H2,0.27394
s110,7,H3,0.34758
s110,7,H4,0.53605
s110,7,H5,0.4388
s110,7,H6,0.33624
s110,7,H7,0.39175
s110,7,H8,0.51843
s110,7,H9,0.43542
s111,2,H1,0.57099
s111,2,H10,0.49685
s111,2,H11,0.43885
s111,2,H12,0.59556
s111,2,H13,0.61597
s111,2,H14,0.484
s111,2,H15,0.52015
s111,2,H16,0.59127
s111,2,H17,0.37154
s111,2,H2,0.34607
s111,2,H3,0.37154
s111,2,H4,0.53378
s111,2,H5,0.6367
s111,2,H6,0.46829
s111,2,H7,0.41077
s111,2,H8,0.56152
s111,2,H9,0.60513
s111,3,H1,0.58065
s111,3,H10,0.47036
s111,3,H11,0.43446
s111,3,H12,0.58747
