i,r,fall,spri,summ,wint
hydED,p1,0.08288257,0.08288257,0.08288257,0.08288257
hydED,p2,0.1389774,0.1297599,0.1377595,0.1200445
hydED,p3,0.5,0.5,0.5,0.5
hydED,p4,0.1226082,0.1226082,0.1226082,0.1226082
hydED,p5,0.1876752,0.1876752,0.1876752,0.1876752
hydED,p6,0.5,0.5,0.5,0.5
hydED,p7,0.5,0.5,0.5,0.5
hydED,p8,0.5,0.5,0.5,0.5
hydED,p9,0.01210404,0.0156061,0.01417845,0.01476313
hydED,p10,0.5,0.5,0.5,0.5
hydED,p11,0.5,0.5,0.5,0.5
hydED,p12,0.5,0.5,0.5,0.5
hydED,p13,0.02185,0.02185,0.02185,0.02185
hydED,p14,0.5,0.5,0.5,0.5
hydED,p15,0.5,0.5,0.5,0.5
hydED,p16,0.5,0.5,0.5,0.5
hydED,p17,0.5,0.5,0.5,0.5
hydED,p18,0.5,0.5,0.5,0.5
hydED,p19,0.5,0.5,0.5,0.5
hydED,p20,0.5,0.5,0.5,0.5
hydED,p21,0.5,0.5,0.5,0.5
hydED,p22,0.5,0.5,0.5,0.5
hydED,p23,0.5,0.5,0.5,0.5
hydED,p24,0.5,0.5,0.5,0.5
hydED,p25,0.5,0.5,0.5,0.5
hydED,p26,0.5,0.5,0.5,0.5
hydED,p27,0.01717033,0.01717033,0.01717033,0.01717033
hydED,p28,0.03428571,0.03428571,0.03428571,0.03428571
hydED,p29,0.5,0.5,0.5,0.5
hydED,p30,0.5,0.5,0.5,0.5
hydED,p31,0.5,0.5,0.5,0.5
hydED,p32,0.5,0.5,0.5,0.5
hydED,p33,0.5,0.5,0.5,0.5
hydED,p34,0.5,0.5,0.5,0.5
hydED,p35,0.5,0.5,0.5,0.5
hydED,p36,0.5,0.5,0.5,0.5
hydED,p37,0.5,0.5,0.5,0.5
hydED,p38,0.5,0.5,0.5,0.5
hydED,p39,0.5,0.5,0.5,0.5
hydED,p40,0.5,0.5,0.5,0.5
hydED,p41,0.5,0.5,0.5,0.5
hydED,p42,0.5,0.5,0.5,0.5
hydED,p43,0.5,0.5,0.5,0.5
hydED,p44,0.5,0.5,0.5,0.5
hydED,p45,0.5,0.5,0.5,0.5
hydED,p46,0.5,0.5,0.5,0.5
hydED,p47,0.5,0.5,0.5,0.5
hydED,p48,0.5,0.5,0.5,0.5
hydED,p49,0.5,0.5,0.5,0.5
hydED,p50,0.5,0.5,0.5,0.5
hydED,p51,0.5,0.5,0.5,0.5
hydED,p52,0.5,0.5,0.5,0.5
hydED,p53,0.5,0.5,0.5,0.5
hydED,p54,0.5,0.5,0.5,0.5
hydED,p55,0.5,0.5,0.5,0.5
hydED,p56,0.5,0.5,0.5,0.5
hydED,p57,0.5,0.5,0.5,0.5
hydED,p58,0.5,0.5,0.5,0.5
hydED,p59,0.5,0.5,0.5,0.5
hydED,p60,0.5,0.5,0.5,0.5
hydED,p61,0.5,0.5,0.5,0.5
hydED,p62,0.5,0.5,0.5,0.5
hydED,p63,0.5,0.5,0.5,0.5
hydED,p64,0.5,0.5,0.5,0.5
hydED,p65,0.5,0.5,0.5,0.5
hydED,p66,0.5,0.5,0.5,0.5
hydED,p67,0.5,0.5,0.5,0.5
hydED,p68,0.5,0.5,0.5,0.5
hydED,p69,0.5,0.5,0.5,0.5
hydED,p70,0.5,0.5,0.5,0.5
hydED,p71,0.5,0.5,0.5,0.5
hydED,p72,0.5,0.5,0.5,0.5
hydED,p73,0.5,0.5,0.5,0.5
hydED,p74,0.5,0.5,0.5,0.5
hydED,p75,0.5,0.5,0.5,0.5
hydED,p76,0.5,0.5,0.5,0.5
hydED,p77,0.5,0.5,0.5,0.5
hydED,p78,0.5,0.5,0.5,0.5
hydED,p79,0.5,0.5,0.5,0.5
hydED,p80,0.5,0.5,0.5,0.5
hydED,p81,0.5,0.5,0.5,0.5
hydED,p82,0.5,0.5,0.5,0.5
hydED,p83,0.5,0.5,0.5,0.5
hydED,p84,0.5,0.5,0.5,0.5
hydED,p85,0.5,0.5,0.5,0.5
hydED,p86,0.5,0.5,0.5,0.5
hydED,p87,0.5,0.5,0.5,0.5
hydED,p88,0.5,0.5,0.5,0.5
hydED,p89,0.5,0.5,0.5,0.5
hydED,p90,0.5,0.5,0.5,0.5
hydED,p91,0.5,0.5,0.5,0.5
hydED,p92,0.5,0.5,0.5,0.5
hydED,p93,0.5,0.5,0.5,0.5
hydED,p94,0.5,0.5,0.5,0.5
hydED,p95,0.5,0.5,0.5,0.5
hydED,p96,0.5,0.5,0.5,0.5
hydED,p97,0.5,0.5,0.5,0.5
hydED,p98,0.5,0.5,0.5,0.5
hydED,p99,0.5,0.5,0.5,0.5
hydED,p100,0.5,0.5,0.5,0.5
hydED,p101,0.5,0.5,0.5,0.5
hydED,p102,0.5,0.5,0.5,0.5
hydED,p103,0.5,0.5,0.5,0.5
hydED,p104,0.5,0.5,0.5,0.5
hydED,p105,0.5,0.5,0.5,0.5
hydED,p106,0.5,0.5,0.5,0.5
hydED,p107,0.5,0.5,0.5,0.5
hydED,p108,0.5,0.5,0.5,0.5
hydED,p109,0.5,0.5,0.5,0.5
hydED,p110,0.5,0.5,0.5,0.5
hydED,p111,0.5,0.5,0.5,0.5
hydED,p112,0.5,0.5,0.5,0.5
hydED,p113,0.5,0.5,0.5,0.5
hydED,p114,0.5,0.5,0.5,0.5
hydED,p115,0.5,0.5,0.5,0.5
hydED,p116,0.5,0.5,0.5,0.5
hydED,p117,0.5,0.5,0.5,0.5
hydED,p118,0.5,0.5,0.5,0.5
hydED,p119,0.5,0.5,0.5,0.5
hydED,p120,0.5,0.5,0.5,0.5
hydED,p121,0.5,0.5,0.5,0.5
hydED,p122,0.5,0.5,0.5,0.5
hydED,p123,0.5,0.5,0.5,0.5
hydED,p124,0.5,0.5,0.5,0.5
hydED,p125,0.5,0.5,0.5,0.5
hydED,p126,0.5,0.5,0.5,0.5
hydED,p127,0.5,0.5,0.5,0.5
hydED,p128,0.5,0.5,0.5,0.5
hydED,p129,0.5,0.5,0.5,0.5
hydED,p130,0.5,0.5,0.5,0.5
hydED,p131,0.5,0.5,0.5,0.5
hydED,p132,0.5,0.5,0.5,0.5
hydED,p133,0.5,0.5,0.5,0.5
hydED,p134,0.5,0.5,0.5,0.5
hydED,p135,0.5,0.5,0.5,0.5
hydED,p136,0.5,0.5,0.5,0.5
hydED,p137,0.5,0.5,0.5,0.5
hydED,p138,0.5,0.5,0.5,0.5
hydED,p139,0.5,0.5,0.5,0.5
hydED,p140,0.5,0.5,0.5,0.5
hydED,p141,0.5,0.5,0.5,0.5
hydED,p142,0.5,0.5,0.5,0.5
hydED,p143,0.5,0.5,0.5,0.5
hydED,p144,0.5,0.5,0.5,0.5
hydED,p145,0.5,0.5,0.5,0.5
hydED,p146,0.5,0.5,0.5,0.5
hydED,p147,0.5,0.5,0.5,0.5
hydED,p148,0.5,0.5,0.5,0.5
hydED,p149,0.5,0.5,0.5,0.5
hydED,p150,0.5,0.5,0.5,0.5
hydED,p151,0.5,0.5,0.5,0.5
hydED,p152,0.5,0.5,0.5,0.5
hydED,p153,0.5,0.5,0.5,0.5
hydED,p154,0.5,0.5,0.5,0.5
hydED,p155,0.5,0.5,0.5,0.5
hydED,p156,0.5,0.5,0.5,0.5
hydED,p157,0.5,0.5,0.5,0.5
hydED,p158,0.5,0.5,0.5,0.5
hydED,p159,0.5,0.5,0.5,0.5
hydED,p160,0.5,0.5,0.5,0.5
hydED,p161,0.5,0.5,0.5,0.5
hydED,p162,0.5,0.5,0.5,0.5
hydED,p163,0.5,0.5,0.5,0.5
hydED,p164,0.5,0.5,0.5,0.5
hydED,p165,0.5,0.5,0.5,0.5
hydED,p166,0.5,0.5,0.5,0.5
hydED,p167,0.5,0.5,0.5,0.5
hydED,p168,0.5,0.5,0.5,0.5
hydED,p169,0.5,0.5,0.5,0.5
hydED,p170,0.5,0.5,0.5,0.5
hydED,p171,0.5,0.5,0.5,0.5
hydED,p172,0.5,0.5,0.5,0.5
hydED,p173,0.5,0.5,0.5,0.5
hydED,p174,0.5,0.5,0.5,0.5
hydED,p175,0.5,0.5,0.5,0.5
hydED,p176,0.5,0.5,0.5,0.5
hydED,p177,0.5,0.5,0.5,0.5
hydED,p178,0.5,0.5,0.5,0.5
hydED,p179,0.5,0.5,0.5,0.5
hydED,p180,0.5,0.5,0.5,0.5
hydED,p181,0.5,0.5,0.5,0.5
hydED,p182,0.5,0.5,0.5,0.5
hydED,p183,0.5,0.5,0.5,0.5
hydED,p184,0.5,0.5,0.5,0.5
hydED,p185,0.5,0.5,0.5,0.5
hydED,p186,0.5,0.5,0.5,0.5
hydED,p187,0.5,0.5,0.5,0.5
hydED,p188,0.5,0.5,0.5,0.5
hydED,p189,0.5,0.5,0.5,0.5
hydED,p190,0.5,0.5,0.5,0.5
hydED,p191,0.5,0.5,0.5,0.5
hydED,p192,0.5,0.5,0.5,0.5
hydED,p193,0.5,0.5,0.5,0.5
hydED,p194,0.5,0.5,0.5,0.5
hydED,p195,0.5,0.5,0.5,0.5
hydED,p196,0.5,0.5,0.5,0.5
hydED,p197,0.5,0.5,0.5,0.5
hydED,p198,0.5,0.5,0.5,0.5
hydED,p199,0.5,0.5,0.5,0.5
hydED,p200,0.5,0.5,0.5,0.5
hydED,p201,0.5,0.5,0.5,0.5
hydED,p202,0.5,0.5,0.5,0.5
hydED,p203,0.5,0.5,0.5,0.5
hydED,p204,0.5,0.5,0.5,0.5
hydED,p205,0.5,0.5,0.5,0.5
hydD,p1,0.5,0.5,0.5,0.5
hydD,p2,0.5,0.5,0.5,0.5
hydD,p3,0.5,0.5,0.5,0.5
hydD,p4,0.5,0.5,0.5,0.5
hydD,p5,0.5,0.5,0.5,0.5
hydD,p6,0.5,0.5,0.5,0.5
hydD,p7,0.5,0.5,0.5,0.5
hydD,p8,0.5,0.5,0.5,0.5
hydD,p9,0.5,0.5,0.5,0.5
hydD,p10,0.5,0.5,0.5,0.5
hydD,p11,0.5,0.5,0.5,0.5
hydD,p12,0.5,0.5,0.5,0.5
hydD,p13,0.5,0.5,0.5,0.5
hydD,p14,0.5,0.5,0.5,0.5
