i,r,fall,spri,summ,wint
hydD,p15,0.5,0.5,0.5,0.5
hydD,p16,0.5,0.5,0.5,0.5
hydD,p17,0.5,0.5,0.5,0.5
hydD,p18,0.5,0.5,0.5,0.5
hydD,p19,0.5,0.5,0.5,0.5
hydD,p20,0.5,0.5,0.5,0.5
hydD,p21,0.5,0.5,0.5,0.5
hydD,p22,0.5,0.5,0.5,0.5
hydD,p23,0.5,0.5,0.5,0.5
hydD,p24,0.5,0.5,0.5,0.5
hydD,p25,0.5,0.5,0.5,0.5
hydD,p26,0.5,0.5,0.5,0.5
hydD,p27,0.5,0.5,0.5,0.5
hydD,p28,0.5,0.5,0.5,0.5
hydD,p29,0.5,0.5,0.5,0.5
hydD,p30,0.5,0.5,0.5,0.5
hydD,p31,0.5,0.5,0.5,0.5
hydD,p32,0.5,0.5,0.5,0.5
hydD,p33,0.5,0.5,0.5,0.5
hydD,p34,0.5,0.5,0.5,0.5
hydD,p35,0.5,0.5,0.5,0.5
hydD,p36,0.5,0.5,0.5,0.5
hydD,p37,0.5,0.5,0.5,0.5
hydD,p38,0.5,0.5,0.5,0.5
hydD,p39,0.5,0.5,0.5,0.5
hydD,p40,0.5,0.5,0.5,0.5
hydD,p41,0.5,0.5,0.5,0.5
hydD,p42,0.5,0.5,0.5,0.5
hydD,p43,0.5,0.5,0.5,0.5
hydD,p44,0.5,0.5,0.5,0.5
hydD,p45,0.5,0.5,0.5,0.5
hydD,p46,0.5,0.5,0.5,0.5
hydD,p47,0.5,0.5,0.5,0.5
hydD,p48,0.5,0.5,0.5,0.5
hydD,p49,0.5,0.5,0.5,0.5
hydD,p50,0.5,0.5,0.5,0.5
hydD,p51,0.5,0.5,0.5,0.5
hydD,p52,0.5,0.5,0.5,0.5
hydD,p53,0.5,0.5,0.5,0.5
hydD,p54,0.5,0.5,0.5,0.5
hydD,p55,0.5,0.5,0.5,0.5
hydD,p56,0.5,0.5,0.5,0.5
hydD,p57,0.5,0.5,0.5,0.5
hydD,p58,0.5,0.5,0.5,0.5
hydD,p59,0.5,0.5,0.5,0.5
hydD,p60,0.5,0.5,0.5,0.5
hydD,p61,0.5,0.5,0.5,0.5
hydD,p62,0.5,0.5,0.5,0.5
hydD,p63,0.5,0.5,0.5,0.5
hydD,p64,0.5,0.5,0.5,0.5
hydD,p65,0.5,0.5,0.5,0.5
hydD,p66,0.5,0.5,0.5,0.5
hydD,p67,0.5,0.5,0.5,0.5
hydD,p68,0.5,0.5,0.5,0.5
hydD,p69,0.5,0.5,0.5,0.5
hydD,p70,0.5,0.5,0.5,0.5
hydD,p71,0.5,0.5,0.5,0.5
hydD,p72,0.5,0.5,0.5,0.5
hydD,p73,0.5,0.5,0.5,0.5
hydD,p74,0.5,0.5,0.5,0.5
hydD,p75,0.5,0.5,0.5,0.5
hydD,p76,0.5,0.5,0.5,0.5
hydD,p77,0.5,0.5,0.5,0.5
hydD,p78,0.5,0.5,0.5,0.5
hydD,p79,0.5,0.5,0.5,0.5
hydD,p80,0.5,0.5,0.5,0.5
hydD,p81,0.5,0.5,0.5,0.5
hydD,p82,0.5,0.5,0.5,0.5
hydD,p83,0.5,0.5,0.5,0.5
hydD,p84,0.5,0.5,0.5,0.5
hydD,p85,0.5,0.5,0.5,0.5
hydD,p86,0.5,0.5,0.5,0.5
hydD,p87,0.5,0.5,0.5,0.5
hydD,p88,0.5,0.5,0.5,0.5
hydD,p89,0.5,0.5,0.5,0.5
hydD,p90,0.5,0.5,0.5,0.5
hydD,p91,0.5,0.5,0.5,0.5
hydD,p92,0.5,0.5,0.5,0.5
hydD,p93,0.5,0.5,0.5,0.5
hydD,p94,0.5,0.5,0.5,0.5
hydD,p95,0.5,0.5,0.5,0.5
hydD,p96,0.5,0.5,0.5,0.5
hydD,p97,0.5,0.5,0.5,0.5
hydD,p98,0.5,0.5,0.5,0.5
hydD,p99,0.5,0.5,0.5,0.5
hydD,p100,0.5,0.5,0.5,0.5
hydD,p101,0.5,0.5,0.5,0.5
hydD,p102,0.5,0.5,0.5,0.5
hydD,p103,0.5,0.5,0.5,0.5
hydD,p104,0.5,0.5,0.5,0.5
hydD,p105,0.5,0.5,0.5,0.5
hydD,p106,0.5,0.5,0.5,0.5
hydD,p107,0.5,0.5,0.5,0.5
hydD,p108,0.5,0.5,0.5,0.5
hydD,p109,0.5,0.5,0.5,0.5
hydD,p110,0.5,0.5,0.5,0.5
hydD,p111,0.5,0.5,0.5,0.5
hydD,p112,0.5,0.5,0.5,0.5
hydD,p113,0.5,0.5,0.5,0.5
hydD,p114,0.5,0.5,0.5,0.5
hydD,p115,0.5,0.5,0.5,0.5
hydD,p116,0.5,0.5,0.5,0.5
hydD,p117,0.5,0.5,0.5,0.5
hydD,p118,0.5,0.5,0.5,0.5
hydD,p119,0.5,0.5,0.5,0.5
hydD,p120,0.5,0.5,0.5,0.5
hydD,p121,0.5,0.5,0.5,0.5
hydD,p122,0.5,0.5,0.5,0.5
hydD,p123,0.5,0.5,0.5,0.5
hydD,p124,0.5,0.5,0.5,0.5
hydD,p125,0.5,0.5,0.5,0.5
hydD,p126,0.5,0.5,0.5,0.5
hydD,p127,0.5,0.5,0.5,0.5
hydD,p128,0.5,0.5,0.5,0.5
hydD,p129,0.5,0.5,0.5,0.5
hydD,p130,0.5,0.5,0.5,0.5
hydD,p131,0.5,0.5,0.5,0.5
hydD,p132,0.5,0.5,0.5,0.5
hydD,p133,0.5,0.5,0.5,0.5
hydD,p134,0.5,0.5,0.5,0.5
hydD,p135,0.5,0.5,0.5,0.5
hydD,p136,0.5,0.5,0.5,0.5
hydD,p137,0.5,0.5,0.5,0.5
hydD,p138,0.5,0.5,0.5,0.5
hydD,p139,0.5,0.5,0.5,0.5
hydD,p140,0.5,0.5,0.5,0.5
hydD,p141,0.5,0.5,0.5,0.5
hydD,p142,0.5,0.5,0.5,0.5
hydD,p143,0.5,0.5,0.5,0.5
hydD,p144,0.5,0.5,0.5,0.5
hydD,p145,0.5,0.5,0.5,0.5
hydD,p146,0.5,0.5,0.5,0.5
hydD,p147,0.5,0.5,0.5,0.5
hydD,p148,0.5,0.5,0.5,0.5
hydD,p149,0.5,0.5,0.5,0.5
hydD,p150,0.5,0.5,0.5,0.5
hydD,p151,0.5,0.5,0.5,0.5
hydD,p152,0.5,0.5,0.5,0.5
hydD,p153,0.5,0.5,0.5,0.5
hydD,p154,0.5,0.5,0.5,0.5
hydD,p155,0.5,0.5,0.5,0.5
hydD,p156,0.5,0.5,0.5,0.5
hydD,p157,0.5,0.5,0.5,0.5
hydD,p158,0.5,0.5,0.5,0.5
hydD,p159,0.5,0.5,0.5,0.5
hydD,p160,0.5,0.5,0.5,0.5
hydD,p161,0.5,0.5,0.5,0.5
hydD,p162,0.5,0.5,0.5,0.5
hydD,p163,0.5,0.5,0.5,0.5
hydD,p164,0.5,0.5,0.5,0.5
hydD,p165,0.5,0.5,0.5,0.5
hydD,p166,0.5,0.5,0.5,0.5
hydD,p167,0.5,0.5,0.5,0.5
hydD,p168,0.5,0.5,0.5,0.5
hydD,p169,0.5,0.5,0.5,0.5
hydD,p170,0.5,0.5,0.5,0.5
hydD,p171,0.5,0.5,0.5,0.5
hydD,p172,0.5,0.5,0.5,0.5
hydD,p173,0.5,0.5,0.5,0.5
hydD,p174,0.5,0.5,0.5,0.5
hydD,p175,0.5,0.5,0.5,0.5
hydD,p176,0.5,0.5,0.5,0.5
hydD,p177,0.5,0.5,0.5,0.5
hydD,p178,0.5,0.5,0.5,0.5
hydD,p179,0.5,0.5,0.5,0.5
hydD,p180,0.5,0.5,0.5,0.5
hydD,p181,0.5,0.5,0.5,0.5
hydD,p182,0.5,0.5,0.5,0.5
hydD,p183,0.5,0.5,0.5,0.5
hydD,p184,0.5,0.5,0.5,0.5
hydD,p185,0.5,0.5,0.5,0.5
hydD,p186,0.5,0.5,0.5,0.5
hydD,p187,0.5,0.5,0.5,0.5
hydD,p188,0.5,0.5,0.5,0.5
hydD,p189,0.5,0.5,0.5,0.5
hydD,p190,0.5,0.5,0.5,0.5
hydD,p191,0.5,0.5,0.5,0.5
hydD,p192,0.5,0.5,0.5,0.5
hydD,p193,0.5,0.5,0.5,0.5
hydD,p194,0.5,0.5,0.5,0.5
hydD,p195,0.5,0.5,0.5,0.5
hydD,p196,0.5,0.5,0.5,0.5
hydD,p197,0.5,0.5,0.5,0.5
hydD,p198,0.5,0.5,0.5,0.5
hydD,p199,0.5,0.5,0.5,0.5
hydD,p200,0.5,0.5,0.5,0.5
hydD,p201,0.5,0.5,0.5,0.5
hydD,p202,0.5,0.5,0.5,0.5
hydD,p203,0.5,0.5,0.5,0.5
hydD,p204,0.5,0.5,0.5,0.5
hydD,p205,0.5,0.5,0.5,0.5
hydSD,p1,0.5,0.5,0.5,0.5
hydSD,p2,0.5,0.5,0.5,0.5
hydSD,p3,0.5,0.5,0.5,0.5
hydSD,p4,0.5,0.5,0.5,0.5
hydSD,p5,0.5,0.5,0.5,0.5
hydSD,p6,0.5,0.5,0.5,0.5
hydSD,p7,0.5,0.5,0.5,0.5
hydSD,p8,0.5,0.5,0.5,0.5
hydSD,p9,0.5,0.5,0.5,0.5
hydSD,p10,0.5,0.5,0.5,0.5
hydSD,p11,0.5,0.5,0.5,0.5
hydSD,p12,0.5,0.5,0.5,0.5
hydSD,p13,0.5,0.5,0.5,0.5
hydSD,p14,0.5,0.5,0.5,0.5
hydSD,p15,0.5,0.5,0.5,0.5
hydSD,p16,0.5,0.5,0.5,0.5
hydSD,p17,0.5,0.5,0.5,0.5
hydSD,p18,0.5,0.5,0.5,0.5
hydSD,p19,0.5,0.5,0.5,0.5
hydSD,p20,0.5,0.5,0.5,0.5
hydSD,p21,0.5,0.5,0.5,0.5
hydSD,p22,0.5,0.5,0.5,0.5
hydSD,p23,0.5,0.5,0.5,0.5
hydSD,p24,0.5,0.5,0.5,0.5
hydSD,p25,0.5,0.5,0.5,0.5
hydSD,p26,0.5,0.5,0.5,0.5
hydSD,p27,0.5,0.5,0.5,0.5
hydSD,p28,0.5,0.5,0.5,0.5
hydSD,p29,0.5,0.5,0.5,0.5
hydSD,p30,0.5,0.5,0.5,0.5
hydSD,p31,0.5,0.5,0.5,0.5
hydSD,p32,0.5,0.5,0.5,0.5
hydSD,p33,0.5,0.5,0.5,0.5
hydSD,p34,0.5,0.5,0.5,0.5
hydSD,p35,0.5,0.5,0.5,0.5
hydSD,p36,0.5,0.5,0.5,0.5
hydSD,p37,0.5,0.5,0.5,0.5
hydSD,p38,0.5,0.5,0.5,0.5
hydSD,p39,0.5,0.5,0.5,0.5
hydSD,p40,0.5,0.5,0.5,0.5
hydSD,p41,0.5,0.5,0.5,0.5
hydSD,p42,0.5,0.5,0.5,0.5
hydSD,p43,0.5,0.5,0.5,0.5
hydSD,p44,0.5,0.5,0.5,0.5
hydSD,p45,0.5,0.5,0.5,0.5
hydSD,p46,0.5,0.5,0.5,0.5
hydSD,p47,0.5,0.5,0.5,0.5
hydSD,p48,0.5,0.5,0.5,0.5
hydSD,p49,0.5,0.5,0.5,0.5
hydSD,p50,0.5,0.5,0.5,0.5
hydSD,p51,0.5,0.5,0.5,0.5
hydSD,p52,0.5,0.5,0.5,0.5
hydSD,p53,0.5,0.5,0.5,0.5
hydSD,p54,0.5,0.5,0.5,0.5
hydSD,p55,0.5,0.5,0.5,0.5
hydSD,p56,0.5,0.5,0.5,0.5
hydSD,p57,0.5,0.5,0.5,0.5
hydSD,p58,0.5,0.5,0.5,0.5
hydSD,p59,0.5,0.5,0.5,0.5
hydSD,p60,0.5,0.5,0.5,0.5
hydSD,p61,0.5,0.5,0.5,0.5
hydSD,p62,0.5,0.5,0.5,0.5
hydSD,p63,0.5,0.5,0.5,0.5
hydSD,p64,0.5,0.5,0.5,0.5
hydSD,p65,0.5,0.5,0.5,0.5
hydSD,p66,0.5,0.5,0.5,0.5
hydSD,p67,0.5,0.5,0.5,0.5
hydSD,p68,0.5,0.5,0.5,0.5
hydSD,p69,0.5,0.5,0.5,0.5
hydSD,p70,0.5,0.5,0.5,0.5
hydSD,p71,0.5,0.5,0.5,0.5
hydSD,p72,0.5,0.5,0.5,0.5
hydSD,p73,0.5,0.5,0.5,0.5
hydSD,p74,0.5,0.5,0.5,0.5
hydSD,p75,0.5,0.5,0.5,0.5
hydSD,p76,0.5,0.5,0.5,0.5
hydSD,p77,0.5,0.5,0.5,0.5
hydSD,p78,0.5,0.5,0.5,0.5
hydSD,p79,0.5,0.5,0.5,0.5
hydSD,p80,0.5,0.5,0.5,0.5
hydSD,p81,0.5,0.5,0.5,0.5
hydSD,p82,0.5,0.5,0.5,0.5
hydSD,p83,0.5,0.5,0.5,0.5
hydSD,p84,0.5,0.5,0.5,0.5
hydSD,p85,0.5,0.5,0.5,0.5
hydSD,p86,0.5,0.5,0.5,0.5
hydSD,p87,0.5,0.5,0.5,0.5
hydSD,p88,0.5,0.5,0.5,0.5
hydSD,p89,0.5,0.5,0.5,0.5
hydSD,p90,0.5,0.5,0.5,0.5
hydSD,p91,0.5,0.5,0.5,0.5
hydSD,p92,0.5,0.5,0.5,0.5
hydSD,p93,0.5,0.5,0.5,0.5
hydSD,p94,0.5,0.5,0.5,0.5
hydSD,p95,0.5,0.5,0.5,0.5
hydSD,p96,0.5,0.5,0.5,0.5
hydSD,p97,0.5,0.5,0.5,0.5
hydSD,p98,0.5,0.5,0.5,0.5
hydSD,p99,0.5,0.5,0.5,0.5
hydSD,p100,0.5,0.5,0.5,0.5
hydSD,p101,0.5,0.5,0.5,0.5
hydSD,p102,0.5,0.5,0.5,0.5
hydSD,p103,0.5,0.5,0.5,0.5
hydSD,p104,0.5,0.5,0.5,0.5
hydSD,p105,0.5,0.5,0.5,0.5
hydSD,p106,0.5,0.5,0.5,0.5
hydSD,p107,0.5,0.5,0.5,0.5
hydSD,p108,0.5,0.5,0.5,0.5
hydSD,p109,0.5,0.5,0.5,0.5
hydSD,p110,0.5,0.5,0.5,0.5
hydSD,p111,0.5,0.5,0.5,0.5
hydSD,p112,0.5,0.5,0.5,0.5
hydSD,p113,0.5,0.5,0.5,0.5
hydSD,p114,0.5,0.5,0.5,0.5
hydSD,p115,0.5,0.5,0.5,0.5
hydSD,p116,0.5,0.5,0.5,0.5
hydSD,p117,0.5,0.5,0.5,0.5
hydSD,p118,0.5,0.5,0.5,0.5
hydSD,p119,0.5,0.5,0.5,0.5
hydSD,p120,0.5,0.5,0.5,0.5
hydSD,p121,0.5,0.5,0.5,0.5
hydSD,p122,0.5,0.5,0.5,0.5
hydSD,p123,0.5,0.5,0.5,0.5
hydSD,p124,0.5,0.5,0.5,0.5
hydSD,p125,0.5,0.5,0.5,0.5
hydSD,p126,0.5,0.5,0.5,0.5
hydSD,p127,0.5,0.5,0.5,0.5
hydSD,p128,0.5,0.5,0.5,0.5
hydSD,p129,0.5,0.5,0.5,0.5
hydSD,p130,0.5,0.5,0.5,0.5
hydSD,p131,0.5,0.5,0.5,0.5
hydSD,p132,0.5,0.5,0.5,0.5
hydSD,p133,0.5,0.5,0.5,0.5
hydSD,p134,0.5,0.5,0.5,0.5
hydSD,p135,0.5,0.5,0.5,0.5
hydSD,p136,0.5,0.5,0.5,0.5
hydSD,p137,0.5,0.5,0.5,0.5
hydSD,p138,0.5,0.5,0.5,0.5
hydSD,p139,0.5,0.5,0.5,0.5
hydSD,p140,0.5,0.5,0.5,0.5
hydSD,p141,0.5,0.5,0.5,0.5
hydSD,p142,0.5,0.5,0.5,0.5
hydSD,p143,0.5,0.5,0.5,0.5
hydSD,p144,0.5,0.5,0.5,0.5
hydSD,p145,0.5,0.5,0.5,0.5
hydSD,p146,0.5,0.5,0.5,0.5
hydSD,p147,0.5,0.5,0.5,0.5
hydSD,p148,0.5,0.5,0.5,0.5
hydSD,p149,0.5,0.5,0.5,0.5
hydSD,p150,0.5,0.5,0.5,0.5
hydSD,p151,0.5,0.5,0.5,0.5
hydSD,p152,0.5,0.5,0.5,0.5
hydSD,p153,0.5,0.5,0.5,0.5
hydSD,p154,0.5,0.5,0.5,0.5
hydSD,p155,0.5,0.5,0.5,0.5
hydSD,p156,0.5,0.5,0.5,0.5
hydSD,p157,0.5,0.5,0.5,0.5
hydSD,p158,0.5,0.5,0.5,0.5
hydSD,p159,0.5,0.5,0.5,0.5
hydSD,p160,0.5,0.5,0.5,0.5
hydSD,p161,0.5,0.5,0.5,0.5
hydSD,p162,0.5,0.5,0.5,0.5
hydSD,p163,0.5,0.5,0.5,0.5
hydSD,p164,0.5,0.5,0.5,0.5
hydSD,p165,0.5,0.5,0.5,0.5
hydSD,p166,0.5,0.5,0.5,0.5
hydSD,p167,0.5,0.5,0.5,0.5
hydSD,p168,0.5,0.5,0.5,0.5
hydSD,p169,0.5,0.5,0.5,0.5
hydSD,p170,0.5,0.5,0.5,0.5
hydSD,p171,0.5,0.5,0.5,0.5
hydSD,p172,0.5,0.5,0.5,0.5
hydSD,p173,0.5,0.5,0.5,0.5
hydSD,p174,0.5,0.5,0.5,0.5
hydSD,p175,0.5,0.5,0.5,0.5
hydSD,p176,0.5,0.5,0.5,0.5
hydSD,p177,0.5,0.5,0.5,0.5
hydSD,p178,0.5,0.5,0.5,0.5
hydSD,p179,0.5,0.5,0.5,0.5
hydSD,p180,0.5,0.5,0.5,0.5
hydSD,p181,0.5,0.5,0.5,0.5
hydSD,p182,0.5,0.5,0.5,0.5
hydSD,p183,0.5,0.5,0.5,0.5
hydSD,p184,0.5,0.5,0.5,0.5
hydSD,p185,0.5,0.5,0.5,0.5
hydSD,p186,0.5,0.5,0.5,0.5
