region,class,timeslice,cfmean
p101,4,H3,0.41642
p101,4,H4,0.05176
p101,4,H5,0.0
p101,4,H6,0.4271
p101,4,H7,0.41314
p101,4,H8,0.0095
p101,4,H9,0.0
p101,5,H1,0.00258
p101,5,H10,0.35637
p101,5,H11,0.3687
p101,5,H12,0.00052
p101,5,H13,0.00141
p101,5,H14,0.53728
p101,5,H15,0.5238
p101,5,H16,0.03297
p101,5,H17,0.42092
p101,5,H2,0.50326
p101,5,H3,0.42092
p101,5,H4,0.03424
p101,5,H5,0.0
p101,5,H6,0.45085
p101,5,H7,0.36587
p101,5,H8,0.00456
p101,5,H9,0.0
p102,5,H1,0.00326
p102,5,H10,0.36206
p102,5,H11,0.35742
p102,5,H12,0.00021
p102,5,H13,0.00216
p102,5,H14,0.51853
p102,5,H15,0.5325
p102,5,H16,0.02814
p102,5,H17,0.43465
p102,5,H2,0.49389
p102,5,H3,0.43465
p102,5,H4,0.034
p102,5,H5,0.0
p102,5,H6,0.45393
p102,5,H7,0.35473
p102,5,H8,0.0042
p102,5,H9,0.0
p103,2,H1,0.01089
p103,2,H10,0.16762
p103,2,H11,0.18666
p103,2,H12,4e-05
p103,2,H13,0.00413
p103,2,H14,0.44219
p103,2,H15,0.48046
p103,2,H16,0.05971
p103,2,H17,0.55504
p103,2,H2,0.53013
p103,2,H3,0.55504
p103,2,H4,0.10731
p103,2,H5,0.0
p103,2,H6,0.35218
p103,2,H7,0.34947
p103,2,H8,0.01176
p103,2,H9,0.0
p103,3,H1,0.00926
p103,3,H10,0.18985
p103,3,H11,0.20614
p103,3,H12,0.00016
p103,3,H13,0.00347
p103,3,H14,0.45296
p103,3,H15,0.48505
p103,3,H16,0.05796
p103,3,H17,0.55378
p103,3,H2,0.531
p103,3,H3,0.55378
p103,3,H4,0.10767
p103,3,H5,0.0
p103,3,H6,0.34235
p103,3,H7,0.35474
p103,3,H8,0.01186
p103,3,H9,0.0
p104,2,H1,0.00764
p104,2,H10,0.1667
p104,2,H11,0.20466
p104,2,H12,0.00049
p104,2,H13,0.00277
p104,2,H14,0.43525
p104,2,H15,0.51171
p104,2,H16,0.06493
p104,2,H17,0.56706
p104,2,H2,0.53056
p104,2,H3,0.56706
p104,2,H4,0.11904
p104,2,H5,0.0
p104,2,H6,0.32697
p104,2,H7,0.35704
p104,2,H8,0.01472
p104,2,H9,0.0
p104,3,H1,0.00697
p104,3,H10,0.16643
p104,3,H11,0.21605
p104,3,H12,0.00109
p104,3,H13,0.00224
p104,3,H14,0.44103
p104,3,H15,0.51897
p104,3,H16,0.0681
p104,3,H17,0.56688
p104,3,H2,0.52539
p104,3,H3,0.56688
p104,3,H4,0.12302
p104,3,H5,0.0
p104,3,H6,0.32995
p104,3,H7,0.36884
p104,3,H8,0.01706
p104,3,H9,0.0
p105,2,H1,0.00757
p105,2,H10,0.1792
p105,2,H11,0.21573
p105,2,H12,0.00066
p105,2,H13,0.00269
p105,2,H14,0.446
p105,2,H15,0.50357
p105,2,H16,0.06616
p105,2,H17,0.55423
p105,2,H2,0.52509
p105,2,H3,0.55423
p105,2,H4,0.11444
p105,2,H5,0.0
p105,2,H6,0.33539
p105,2,H7,0.35414
p105,2,H8,0.01529
p105,2,H9,0.0
p105,3,H1,0.00616
p105,3,H10,0.19139
p105,3,H11,0.2324
p105,3,H12,0.00106
p105,3,H13,0.00193
p105,3,H14,0.46467
p105,3,H15,0.53442
p105,3,H16,0.06568
p105,3,H17,0.54851
p105,3,H2,0.524
p105,3,H3,0.54851
p105,3,H4,0.11241
p105,3,H5,0.0
p105,3,H6,0.33657
p105,3,H7,0.3669
p105,3,H8,0.01517
p105,3,H9,0.0
p106,3,H1,0.00619
p106,3,H10,0.20139
p106,3,H11,0.23456
p106,3,H12,0.00093
p106,3,H13,0.002
p106,3,H14,0.46174
p106,3,H15,0.52918
p106,3,H16,0.06307
p106,3,H17,0.55957
p106,3,H2,0.53111
p106,3,H3,0.55957
p106,3,H4,0.11213
p106,3,H5,0.0
p106,3,H6,0.33419
p106,3,H7,0.36996
p106,3,H8,0.01414
p106,3,H9,0.0
p107,3,H1,0.00481
p107,3,H10,0.2138
p107,3,H11,0.25161
p107,3,H12,0.00099
p107,3,H13,0.00146
p107,3,H14,0.45907
p107,3,H15,0.50271
p107,3,H16,0.0604
p107,3,H17,0.53719
p107,3,H2,0.52213
p107,3,H3,0.53719
p107,3,H4,0.09942
p107,3,H5,0.0
p107,3,H6,0.337
p107,3,H7,0.37572
p107,3,H8,0.01543
p107,3,H9,0.0
p108,3,H1,0.03236
p108,3,H10,0.27501
p108,3,H11,0.1953
p108,3,H12,0.0
p108,3,H13,0.01448
p108,3,H14,0.52498
p108,3,H15,0.43356
p108,3,H16,0.01064
p108,3,H17,0.50672
p108,3,H2,0.5789
p108,3,H3,0.50672
p108,3,H4,0.02858
p108,3,H5,0.00294
p108,3,H6,0.42529
p108,3,H7,0.33252
p108,3,H8,0.0
p108,3,H9,0.0
p109,3,H1,0.00574
p109,3,H10,0.22032
p109,3,H11,0.25646
p109,3,H12,0.00094
p109,3,H13,0.00192
p109,3,H14,0.45573
p109,3,H15,0.49865
p109,3,H16,0.05104
p109,3,H17,0.52476
p109,3,H2,0.50827
p109,3,H3,0.52476
p109,3,H4,0.09308
p109,3,H5,0.0
p109,3,H6,0.34692
p109,3,H7,0.38036
p109,3,H8,0.01318
p109,3,H9,0.0
p11,5,H1,0.02905
p11,5,H10,0.3556
p11,5,H11,0.27958
p11,5,H12,0.0
p11,5,H13,0.01376
p11,5,H14,0.52736
p11,5,H15,0.52536
p11,5,H16,0.01086
p11,5,H17,0.61623
p11,5,H2,0.59062
p11,5,H3,0.61623
p11,5,H4,0.03553
p11,5,H5,0.00424
p11,5,H6,0.51066
p11,5,H7,0.42082
p11,5,H8,0.0
p11,5,H9,0.0
p11,6,H1,0.03805
p11,6,H10,0.37694
p11,6,H11,0.28846
p11,6,H12,0.0
p11,6,H13,0.01814
p11,6,H14,0.62985
p11,6,H15,0.55987
p11,6,H16,0.01194
p11,6,H17,0.61642
p11,6,H2,0.6607
p11,6,H3,0.61642
p11,6,H4,0.03631
p11,6,H5,0.00596
p11,6,H6,0.55428
p11,6,H7,0.43055
p11,6,H8,0.0
p11,6,H9,0.0
p11,7,H1,0.04061
p11,7,H10,0.42367
p11,7,H11,0.3175
p11,7,H12,0.0
p11,7,H13,0.02262
p11,7,H14,0.67971
p11,7,H15,0.60794
p11,7,H16,0.01207
p11,7,H17,0.60012
p11,7,H2,0.66214
p11,7,H3,0.60012
p11,7,H4,0.03531
p11,7,H5,0.00714
p11,7,H6,0.58099
p11,7,H7,0.43432
p11,7,H8,0.0
p11,7,H9,0.0
p110,3,H1,0.00824
p110,3,H10,0.21424
p110,3,H11,0.23273
p110,3,H12,0.00019
p110,3,H13,0.00292
p110,3,H14,0.40874
p110,3,H15,0.46833
p110,3,H16,0.04142
p110,3,H17,0.49706
p110,3,H2,0.47701
p110,3,H3,0.49706
p110,3,H4,0.07444
p110,3,H5,0.0
p110,3,H6,0.33585
p110,3,H7,0.35531
p110,3,H8,0.00981
p110,3,H9,0.0
p111,2,H1,0.01333
p111,2,H10,0.17603
p111,2,H11,0.18048
p111,2,H12,0.0
p111,2,H13,0.00573
p111,2,H14,0.41657
p111,2,H15,0.4639
p111,2,H16,0.03937
p111,2,H17,0.50456
p111,2,H2,0.49326
p111,2,H3,0.50456
p111,2,H4,0.08199
p111,2,H5,0.0
p111,2,H6,0.31906
p111,2,H7,0.31483
p111,2,H8,0.00677
p111,2,H9,0.0
p111,3,H1,0.00968
p111,3,H10,0.19137
p111,3,H11,0.20877
p111,3,H12,0.00015
p111,3,H13,0.00349
p111,3,H14,0.45224
p111,3,H15,0.4949
p111,3,H16,0.05096
p111,3,H17,0.55743
p111,3,H2,0.52551
p111,3,H3,0.55743
p111,3,H4,0.09756
p111,3,H5,0.0
p111,3,H6,0.3313
p111,3,H7,0.32909
p111,3,H8,0.00934
p111,3,H9,0.0
p112,2,H1,0.01144
p112,2,H10,0.18478
p112,2,H11,0.19612
p112,2,H12,0.0
p112,2,H13,0.00459
p112,2,H14,0.44104
p112,2,H15,0.46815
p112,2,H16,0.04189
p112,2,H17,0.52394
p112,2,H2,0.52323
p112,2,H3,0.52394
p112,2,H4,0.08794
p112,2,H5,0.0
p112,2,H6,0.3226
p112,2,H7,0.32841
p112,2,H8,0.00834
p112,2,H9,0.0
p112,3,H1,0.00957
p112,3,H10,0.19624
p112,3,H11,0.21175
p112,3,H12,0.00027
p112,3,H13,0.00328
p112,3,H14,0.44331
p112,3,H15,0.47781
p112,3,H16,0.05046
p112,3,H17,0.54947
p112,3,H2,0.52784
p112,3,H3,0.54947
p112,3,H4,0.09408
p112,3,H5,0.0
p112,3,H6,0.33554
p112,3,H7,0.33676
p112,3,H8,0.01019
p112,3,H9,0.0
p113,3,H1,0.00918
p113,3,H10,0.20949
p113,3,H11,0.2302
p113,3,H12,0.00033
p113,3,H13,0.00328
p113,3,H14,0.44757
p113,3,H15,0.49076
p113,3,H16,0.04826
p113,3,H17,0.54132
p113,3,H2,0.53621
p113,3,H3,0.54132
p113,3,H4,0.09295
p113,3,H5,0.0
p113,3,H6,0.33893
p113,3,H7,0.32751
p113,3,H8,0.00877
p113,3,H9,0.0
p114,3,H1,0.00747
p114,3,H10,0.20899
p114,3,H11,0.22768
p114,3,H12,0.0005
p114,3,H13,0.00281
p114,3,H14,0.42295
p114,3,H15,0.47518
p114,3,H16,0.04932
p114,3,H17,0.5212
p114,3,H2,0.50464
p114,3,H3,0.5212
p114,3,H4,0.08593
p114,3,H5,0.0
p114,3,H6,0.333
p114,3,H7,0.32741
p114,3,H8,0.01101
p114,3,H9,0.0
p115,2,H1,0.0151
p115,2,H10,0.19296
p115,2,H11,0.18698
p115,2,H12,0.0
p115,2,H13,0.00614
p115,2,H14,0.42496
p115,2,H15,0.42991
p115,2,H16,0.03274
p115,2,H17,0.47439
p115,2,H2,0.47706
p115,2,H3,0.47439
p115,2,H4,0.06656
p115,2,H5,0.0
p115,2,H6,0.31787
p115,2,H7,0.32344
p115,2,H8,0.00476
p115,2,H9,0.0
p115,3,H1,0.01392
p115,3,H10,0.19993
p115,3,H11,0.19628
p115,3,H12,0.0
p115,3,H13,0.00619
p115,3,H14,0.42284
p115,3,H15,0.4397
p115,3,H16,0.03162
p115,3,H17,0.48253
p115,3,H2,0.49304
p115,3,H3,0.48253
p115,3,H4,0.06715
p115,3,H5,0.0
p115,3,H6,0.32946
p115,3,H7,0.32918
p115,3,H8,0.00566
p115,3,H9,0.0
p116,2,H1,0.01418
p116,2,H10,0.20331
p116,2,H11,0.19319
p116,2,H12,0.0
p116,2,H13,0.00549
p116,2,H14,0.41185
p116,2,H15,0.42841
p116,2,H16,0.02825
p116,2,H17,0.47959
p116,2,H2,0.49025
p116,2,H3,0.47959
p116,2,H4,0.06138
p116,2,H5,0.0
p116,2,H6,0.32436
p116,2,H7,0.33064
p116,2,H8,0.00597
p116,2,H9,0.0
p116,3,H1,0.0127
p116,3,H10,0.20959
p116,3,H11,0.2194
p116,3,H12,0.0
p116,3,H13,0.00515
p116,3,H14,0.42668
p116,3,H15,0.42978
p116,3,H16,0.03234
p116,3,H17,0.49222
p116,3,H2,0.4816
p116,3,H3,0.49222
p116,3,H4,0.06608
p116,3,H5,0.0
p116,3,H6,0.33942
p116,3,H7,0.33962
p116,3,H8,0.00647
p116,3,H9,0.0
p117,3,H1,0.00951
p117,3,H10,0.21444
p117,3,H11,0.22417
p117,3,H12,0.0
p117,3,H13,0.00347
p117,3,H14,0.39803
p117,3,H15,0.43836
p117,3,H16,0.03569
p117,3,H17,0.48589
p117,3,H2,0.47927
p117,3,H3,0.48589
p117,3,H4,0.06722
p117,3,H5,0.0
p117,3,H6,0.33458
p117,3,H7,0.33446
p117,3,H8,0.00751
p117,3,H9,0.0
p118,3,H1,0.01144
p118,3,H10,0.27097
p118,3,H11,0.25841
p118,3,H12,0.0
p118,3,H13,0.00486
p118,3,H14,0.43981
p118,3,H15,0.45754
p118,3,H16,0.02861
p118,3,H17,0.45459
p118,3,H2,0.48308
p118,3,H3,0.45459
p118,3,H4,0.05144
p118,3,H5,0.0
p118,3,H6,0.37359
p118,3,H7,0.36174
p118,3,H8,0.005
p118,3,H9,0.0
p119,2,H1,0.01765
p119,2,H10,0.19591
p119,2,H11,0.1808
p119,2,H12,0.0
p119,2,H13,0.00684
p119,2,H14,0.41965
p119,2,H15,0.38796
p119,2,H16,0.02392
p119,2,H17,0.45549
p119,2,H2,0.4714
p119,2,H3,0.45549
p119,2,H4,0.05834
p119,2,H5,0.00011
p119,2,H6,0.31164
p119,2,H7,0.28764
p119,2,H8,0.00329
p119,2,H9,0.0
p12,3,H1,0.05973
p12,3,H10,0.21804
p12,3,H11,0.12726
p12,3,H12,0.0
p12,3,H13,0.02755
p12,3,H14,0.49824
p12,3,H15,0.39301
p12,3,H16,0.01168
p12,3,H17,0.5052
p12,3,H2,0.6148
p12,3,H3,0.5052
p12,3,H4,0.03765
p12,3,H5,0.00952
p12,3,H6,0.49366
p12,3,H7,0.35345
p12,3,H8,0.0
p12,3,H9,0.0
p12,4,H1,0.05081
p12,4,H10,0.25432
p12,4,H11,0.17397
p12,4,H12,0.0
p12,4,H13,0.02214
p12,4,H14,0.5419
p12,4,H15,0.44349
p12,4,H16,0.01267
p12,4,H17,0.57206
p12,4,H2,0.66085
p12,4,H3,0.57206
p12,4,H4,0.04156
p12,4,H5,0.00563
p12,4,H6,0.51987
p12,4,H7,0.38569
p12,4,H8,0.00012
p12,4,H9,0.0
p12,5,H1,0.04523
p12,5,H10,0.283
p12,5,H11,0.20407
p12,5,H12,0.0
p12,5,H13,0.02064
p12,5,H14,0.57033
p12,5,H15,0.49423
p12,5,H16,0.01489
p12,5,H17,0.58842
p12,5,H2,0.67186
p12,5,H3,0.58842
p12,5,H4,0.04597
p12,5,H5,0.00456
p12,5,H6,0.52486
p12,5,H7,0.4041
p12,5,H8,0.00053
p12,5,H9,0.0
p12,6,H1,0.04674
p12,6,H10,0.34658
p12,6,H11,0.26353
p12,6,H12,0.0
p12,6,H13,0.02414
p12,6,H14,0.63549
p12,6,H15,0.5369
p12,6,H16,0.01599
p12,6,H17,0.59657
p12,6,H2,0.68384
p12,6,H3,0.59657
p12,6,H4,0.043
p12,6,H5,0.0058
p12,6,H6,0.56329
p12,6,H7,0.41842
p12,6,H8,0.00027
p12,6,H9,0.0
p120,2,H1,0.0164
p120,2,H10,0.21653
p120,2,H11,0.19389
p120,2,H12,0.0
p120,2,H13,0.00634
p120,2,H14,0.42779
p120,2,H15,0.40537
p120,2,H16,0.02098
p120,2,H17,0.44089
p120,2,H2,0.48678
p120,2,H3,0.44089
p120,2,H4,0.05265
p120,2,H5,3e-05
p120,2,H6,0.34141
p120,2,H7,0.30716
p120,2,H8,0.00308
p120,2,H9,0.0
p120,3,H1,0.01621
p120,3,H10,0.22701
p120,3,H11,0.2013
p120,3,H12,0.0
p120,3,H13,0.00628
p120,3,H14,0.44031
p120,3,H15,0.41773
p120,3,H16,0.02094
p120,3,H17,0.441
p120,3,H2,0.49733
p120,3,H3,0.441
p120,3,H4,0.04975
p120,3,H5,4e-05
p120,3,H6,0.3493
p120,3,H7,0.31086
p120,3,H8,0.00315
p120,3,H9,0.0
p121,2,H1,0.0141
p121,2,H10,0.21204
p121,2,H11,0.20639
p121,2,H12,0.0
p121,2,H13,0.00648
p121,2,H14,0.41856
p121,2,H15,0.43433
p121,2,H16,0.02855
p121,2,H17,0.48682
p121,2,H2,0.49059
p121,2,H3,0.48682
p121,2,H4,0.0617
p121,2,H5,0.0
p121,2,H6,0.33154
p121,2,H7,0.32458
p121,2,H8,0.00552
p121,2,H9,0.0
p121,3,H1,0.01701
p121,3,H10,0.24193
p121,3,H11,0.21099
p121,3,H12,0.0
p121,3,H13,0.00682
p121,3,H14,0.46099
p121,3,H15,0.43924
p121,3,H16,0.02114
p121,3,H17,0.4731
p121,3,H2,0.50966
p121,3,H3,0.4731
p121,3,H4,0.04967
p121,3,H5,4e-05
p121,3,H6,0.36103
p121,3,H7,0.31774
p121,3,H8,0.00249
p121,3,H9,0.0
p122,2,H1,0.01676
p122,2,H10,0.19906
p122,2,H11,0.18926
p122,2,H12,0.0
p122,2,H13,0.00652
p122,2,H14,0.42047
p122,2,H15,0.40311
p122,2,H16,0.0251
p122,2,H17,0.4661
p122,2,H2,0.48266
p122,2,H3,0.4661
p122,2,H4,0.06055
p122,2,H5,1e-05
p122,2,H6,0.32355
p122,2,H7,0.31417
p122,2,H8,0.0045
p122,2,H9,0.0
p122,3,H1,0.02012
p122,3,H10,0.24005
p122,3,H11,0.1946
p122,3,H12,0.0
p122,3,H13,0.00872
p122,3,H14,0.42951
p122,3,H15,0.41433
p122,3,H16,0.01743
p122,3,H17,0.45849
p122,3,H2,0.48668
p122,3,H3,0.45849
p122,3,H4,0.0436
p122,3,H5,0.00035
p122,3,H6,0.34195
p122,3,H7,0.28176
p122,3,H8,0.00129
p122,3,H9,0.0
p123,3,H1,0.01663
p123,3,H10,0.26097
p123,3,H11,0.2308
p123,3,H12,0.0
p123,3,H13,0.00785
p123,3,H14,0.46106
p123,3,H15,0.45157
p123,3,H16,0.01929
p123,3,H17,0.45956
p123,3,H2,0.49226
p123,3,H3,0.45956
p123,3,H4,0.04368
p123,3,H5,8e-05
p123,3,H6,0.3928
p123,3,H7,0.32854
p123,3,H8,0.0016
p123,3,H9,0.0
p124,3,H1,0.01692
p124,3,H10,0.27911
p124,3,H11,0.2476
p124,3,H12,0.0
p124,3,H13,0.00792
p124,3,H14,0.5084
p124,3,H15,0.4768
p124,3,H16,0.01723
p124,3,H17,0.4965
p124,3,H2,0.53083
p124,3,H3,0.4965
p124,3,H4,0.04121
p124,3,H5,0.00039
p124,3,H6,0.41365
p124,3,H7,0.34869
p124,3,H8,0.0009
p124,3,H9,0.0
p124,4,H1,0.0164
p124,4,H10,0.28165
p124,4,H11,0.25015
p124,4,H12,0.0
p124,4,H13,0.00845
p124,4,H14,0.51131
p124,4,H15,0.47208
p124,4,H16,0.01777
p124,4,H17,0.48782
p124,4,H2,0.53789
p124,4,H3,0.48782
p124,4,H4,0.03802
p124,4,H5,0.00024
p124,4,H6,0.41142
p124,4,H7,0.35865
p124,4,H8,0.00112
p124,4,H9,0.0
p125,3,H1,0.01875
p125,3,H10,0.26258
p125,3,H11,0.23252
p125,3,H12,0.0
p125,3,H13,0.00966
p125,3,H14,0.479
p125,3,H15,0.45198
p125,3,H16,0.01801
p125,3,H17,0.4749
p125,3,H2,0.50518
p125,3,H3,0.4749
p125,3,H4,0.04187
p125,3,H5,0.00061
p125,3,H6,0.412
p125,3,H7,0.32923
p125,3,H8,0.00059
p125,3,H9,0.0
p126,2,H1,0.02442
p126,2,H10,0.23726
p126,2,H11,0.17322
p126,2,H12,0.0
p126,2,H13,0.01003
p126,2,H14,0.42639
p126,2,H15,0.39867
p126,2,H16,0.01563
p126,2,H17,0.44752
p126,2,H2,0.48258
p126,2,H3,0.44752
p126,2,H4,0.04192
p126,2,H5,0.00101
p126,2,H6,0.31272
p126,2,H7,0.27262
p126,2,H8,0.001
p126,2,H9,0.0
p126,3,H1,0.02301
p126,3,H10,0.2516
p126,3,H11,0.1993
p126,3,H12,0.0
p126,3,H13,0.01048
p126,3,H14,0.45247
p126,3,H15,0.4154
p126,3,H16,0.01595
p126,3,H17,0.45906
p126,3,H2,0.50752
p126,3,H3,0.45906
p126,3,H4,0.03778
p126,3,H5,0.00098
p126,3,H6,0.36917
p126,3,H7,0.30255
p126,3,H8,0.00037
p126,3,H9,0.0
p127,2,H1,0.02483
p127,2,H10,0.17496
p127,2,H11,0.14534
p127,2,H12,0.0
p127,2,H13,0.01024
p127,2,H14,0.41226
p127,2,H15,0.37402
p127,2,H16,0.01865
p127,2,H17,0.4771
p127,2,H2,0.48609
p127,2,H3,0.4771
p127,2,H4,0.05595
p127,2,H5,0.00116
p127,2,H6,0.3024
p127,2,H7,0.25521
p127,2,H8,0.00143
p127,2,H9,0.0
p127,3,H1,0.0259
p127,3,H10,0.23988
p127,3,H11,0.17377
p127,3,H12,0.0
p127,3,H13,0.01155
p127,3,H14,0.43838
p127,3,H15,0.39963
p127,3,H16,0.01359
p127,3,H17,0.44303
p127,3,H2,0.49502
p127,3,H3,0.44303
p127,3,H4,0.03721
p127,3,H5,0.00205
p127,3,H6,0.33165
p127,3,H7,0.26111
p127,3,H8,0.00065
p127,3,H9,0.0
p128,3,H1,0.02879
p128,3,H10,0.25227
p128,3,H11,0.17846
p128,3,H12,0.0
p128,3,H13,0.01216
p128,3,H14,0.4711
p128,3,H15,0.44378
p128,3,H16,0.01275
p128,3,H17,0.50036
p128,3,H2,0.5188
p128,3,H3,0.50036
p128,3,H4,0.03271
p128,3,H5,0.00289
p128,3,H6,0.37769
p128,3,H7,0.29755
p128,3,H8,0.00011
p128,3,H9,0.0
p129,2,H1,0.03759
p129,2,H10,0.20139
p129,2,H11,0.14534
p129,2,H12,0.0
p129,2,H13,0.0138
p129,2,H14,0.41398
p129,2,H15,0.34486
p129,2,H16,0.01168
p129,2,H17,0.44516
p129,2,H2,0.50391
p129,2,H3,0.44516
p129,2,H4,0.04419
p129,2,H5,0.00394
p129,2,H6,0.32809
p129,2,H7,0.25359
p129,2,H8,0.00031
p129,2,H9,0.0
p13,5,H1,0.04933
p13,5,H10,0.34906
p13,5,H11,0.22146
p13,5,H12,0.0
p13,5,H13,0.03039
p13,5,H14,0.62137
p13,5,H15,0.50211
p13,5,H16,0.00727
p13,5,H17,0.53164
p13,5,H2,0.62469
p13,5,H3,0.53164
p13,5,H4,0.02395
p13,5,H5,0.00999
p13,5,H6,0.53272
p13,5,H7,0.36604
p13,5,H8,0.0
p13,5,H9,0.0
p13,6,H1,0.04709
p13,6,H10,0.3724
p13,6,H11,0.25006
p13,6,H12,0.0
p13,6,H13,0.02902
p13,6,H14,0.6343
p13,6,H15,0.53501
p13,6,H16,0.00883
p13,6,H17,0.56079
p13,6,H2,0.65101
p13,6,H3,0.56079
p13,6,H4,0.02935
p13,6,H5,0.0091
p13,6,H6,0.54734
p13,6,H7,0.38625
p13,6,H8,0.0
p13,6,H9,0.0
p130,2,H1,0.03342
p130,2,H10,0.23481
p130,2,H11,0.16244
p130,2,H12,0.0
p130,2,H13,0.01704
p130,2,H14,0.43009
p130,2,H15,0.34887
p130,2,H16,0.01102
p130,2,H17,0.44837
p130,2,H2,0.49606
p130,2,H3,0.44837
p130,2,H4,0.03551
p130,2,H5,0.00419
p130,2,H6,0.34292
p130,2,H7,0.26806
p130,2,H8,3e-05
p130,2,H9,0.0
p130,3,H1,0.03854
p130,3,H10,0.2435
p130,3,H11,0.16891
p130,3,H12,0.0
p130,3,H13,0.01952
p130,3,H14,0.45493
p130,3,H15,0.38052
p130,3,H16,0.01066
p130,3,H17,0.45793
p130,3,H2,0.50702
p130,3,H3,0.45793
p130,3,H4,0.03394
p130,3,H5,0.00482
p130,3,H6,0.35325
p130,3,H7,0.28046
p130,3,H8,0.0
p130,3,H9,0.0
p131,2,H1,0.03445
p131,2,H10,0.23709
p131,2,H11,0.16342
p131,2,H12,0.0
p131,2,H13,0.01464
p131,2,H14,0.42152
p131,2,H15,0.37202
p131,2,H16,0.01095
p131,2,H17,0.43448
p131,2,H2,0.50084
p131,2,H3,0.43448
p131,2,H4,0.03729
p131,2,H5,0.0037
p131,2,H6,0.33056
p131,2,H7,0.26916
p131,2,H8,0.00014
p131,2,H9,0.0
p131,3,H1,0.03659
p131,3,H10,0.25021
p131,3,H11,0.17347
p131,3,H12,0.0
p131,3,H13,0.01526
p131,3,H14,0.42767
p131,3,H15,0.36929
p131,3,H16,0.00986
p131,3,H17,0.43337
p131,3,H2,0.50628
p131,3,H3,0.43337
p131,3,H4,0.02974
p131,3,H5,0.00458
p131,3,H6,0.35654
p131,3,H7,0.28052
p131,3,H8,0.0
p131,3,H9,0.0
p132,2,H1,0.02978
p132,2,H10,0.23826
p132,2,H11,0.1685
p132,2,H12,0.0
p132,2,H13,0.01291
p132,2,H14,0.43765
p132,2,H15,0.39131
p132,2,H16,0.01299
p132,2,H17,0.45164
p132,2,H2,0.49725
p132,2,H3,0.45164
p132,2,H4,0.03837
p132,2,H5,0.00293
p132,2,H6,0.33959
p132,2,H7,0.27763
p132,2,H8,0.00052
