region,class,timeslice,cfmean
p102,5,H15,0.51149
p102,5,H16,0.02784
p102,5,H17,0.43124
p102,5,H2,0.49009
p102,5,H3,0.43124
p102,5,H4,0.03255
p102,5,H5,0.0
p102,5,H6,0.45549
p102,5,H7,0.35906
p102,5,H8,0.00411
p102,5,H9,0.0
p103,2,H1,0.01061
p103,2,H10,0.15542
p103,2,H11,0.179
p103,2,H12,9e-05
p103,2,H13,0.00384
p103,2,H14,0.42908
p103,2,H15,0.48565
p103,2,H16,0.06069
p103,2,H17,0.54507
p103,2,H2,0.51814
p103,2,H3,0.54507
p103,2,H4,0.1112
p103,2,H5,0.0
p103,2,H6,0.33381
p103,2,H7,0.34629
p103,2,H8,0.01251
p103,2,H9,0.0
p103,3,H1,0.00948
p103,3,H10,0.18928
p103,3,H11,0.20676
p103,3,H12,0.00014
p103,3,H13,0.00353
p103,3,H14,0.4539
p103,3,H15,0.48694
p103,3,H16,0.0565
p103,3,H17,0.54842
p103,3,H2,0.5319
p103,3,H3,0.54842
p103,3,H4,0.10428
p103,3,H5,0.0
p103,3,H6,0.34128
p103,3,H7,0.34661
p103,3,H8,0.01106
p103,3,H9,0.0
p104,2,H1,0.00796
p104,2,H10,0.16914
p104,2,H11,0.2048
p104,2,H12,0.00049
p104,2,H13,0.00284
p104,2,H14,0.43627
p104,2,H15,0.50314
p104,2,H16,0.06489
p104,2,H17,0.5605
p104,2,H2,0.52756
p104,2,H3,0.5605
p104,2,H4,0.11683
p104,2,H5,0.0
p104,2,H6,0.33057
p104,2,H7,0.35303
p104,2,H8,0.01518
p104,2,H9,0.0
p104,3,H1,0.00689
p104,3,H10,0.16635
p104,3,H11,0.21434
p104,3,H12,0.00105
p104,3,H13,0.00227
p104,3,H14,0.43965
p104,3,H15,0.51664
p104,3,H16,0.06755
p104,3,H17,0.56734
p104,3,H2,0.52513
p104,3,H3,0.56734
p104,3,H4,0.1223
p104,3,H5,0.0
p104,3,H6,0.32938
p104,3,H7,0.36626
p104,3,H8,0.01692
p104,3,H9,0.0
p105,2,H1,0.00776
p105,2,H10,0.17656
p105,2,H11,0.21445
p105,2,H12,0.00059
p105,2,H13,0.00266
p105,2,H14,0.44521
p105,2,H15,0.50341
p105,2,H16,0.06536
p105,2,H17,0.55388
p105,2,H2,0.52373
p105,2,H3,0.55388
p105,2,H4,0.1173
p105,2,H5,0.0
p105,2,H6,0.33429
p105,2,H7,0.35778
p105,2,H8,0.01505
p105,2,H9,0.0
p105,3,H1,0.00632
p105,3,H10,0.19342
p105,3,H11,0.23187
p105,3,H12,0.00101
p105,3,H13,0.00207
p105,3,H14,0.45941
p105,3,H15,0.52252
p105,3,H16,0.065
p105,3,H17,0.54657
p105,3,H2,0.5269
p105,3,H3,0.54657
p105,3,H4,0.11304
p105,3,H5,0.0
p105,3,H6,0.34228
p105,3,H7,0.36831
p105,3,H8,0.0152
p105,3,H9,0.0
p106,3,H1,0.00625
p106,3,H10,0.2016
p106,3,H11,0.23496
p106,3,H12,0.00091
p106,3,H13,0.00204
p106,3,H14,0.46202
p106,3,H15,0.53033
p106,3,H16,0.06236
p106,3,H17,0.55623
p106,3,H2,0.53086
p106,3,H3,0.55623
p106,3,H4,0.11086
p106,3,H5,0.0
p106,3,H6,0.33438
p106,3,H7,0.36713
p106,3,H8,0.01423
p106,3,H9,0.0
p107,3,H1,0.005
p107,3,H10,0.21247
p107,3,H11,0.24709
p107,3,H12,0.00138
p107,3,H13,0.00148
p107,3,H14,0.45969
p107,3,H15,0.51221
p107,3,H16,0.06162
p107,3,H17,0.54145
p107,3,H2,0.52551
p107,3,H3,0.54145
p107,3,H4,0.10368
p107,3,H5,0.0
p107,3,H6,0.34234
p107,3,H7,0.37827
p107,3,H8,0.01503
p107,3,H9,0.0
p108,3,H1,0.03263
p108,3,H10,0.27205
p108,3,H11,0.19349
p108,3,H12,0.0
p108,3,H13,0.01534
p108,3,H14,0.51843
p108,3,H15,0.43899
p108,3,H16,0.01072
p108,3,H17,0.49551
p108,3,H2,0.56958
p108,3,H3,0.49551
p108,3,H4,0.02878
p108,3,H5,0.00303
p108,3,H6,0.42256
p108,3,H7,0.32632
p108,3,H8,2e-05
p108,3,H9,0.0
p109,3,H1,0.00565
p109,3,H10,0.21798
p109,3,H11,0.25421
p109,3,H12,0.00095
p109,3,H13,0.0019
p109,3,H14,0.44582
p109,3,H15,0.49612
p109,3,H16,0.05218
p109,3,H17,0.52431
p109,3,H2,0.50413
p109,3,H3,0.52431
p109,3,H4,0.09152
p109,3,H5,0.0
p109,3,H6,0.33984
p109,3,H7,0.38146
p109,3,H8,0.01286
p109,3,H9,0.0
p11,5,H1,0.02895
p11,5,H10,0.35577
p11,5,H11,0.28164
p11,5,H12,0.0
p11,5,H13,0.0143
p11,5,H14,0.5347
p11,5,H15,0.52714
p11,5,H16,0.01107
p11,5,H17,0.61717
p11,5,H2,0.60149
p11,5,H3,0.61717
p11,5,H4,0.03581
p11,5,H5,0.00433
p11,5,H6,0.51897
p11,5,H7,0.42437
p11,5,H8,0.0
p11,5,H9,0.0
p11,6,H1,0.0362
p11,6,H10,0.38273
p11,6,H11,0.29294
p11,6,H12,0.0
p11,6,H13,0.01951
p11,6,H14,0.62238
p11,6,H15,0.56394
p11,6,H16,0.01124
p11,6,H17,0.60944
p11,6,H2,0.65459
p11,6,H3,0.60944
p11,6,H4,0.03482
p11,6,H5,0.006
p11,6,H6,0.55098
p11,6,H7,0.42474
p11,6,H8,0.0
p11,6,H9,0.0
p11,7,H1,0.04053
p11,7,H10,0.42325
p11,7,H11,0.31717
p11,7,H12,0.0
p11,7,H13,0.02267
p11,7,H14,0.67957
p11,7,H15,0.60736
p11,7,H16,0.01197
p11,7,H17,0.59934
p11,7,H2,0.66161
p11,7,H3,0.59934
p11,7,H4,0.03507
p11,7,H5,0.00709
p11,7,H6,0.58061
p11,7,H7,0.43346
p11,7,H8,0.0
p11,7,H9,0.0
p110,3,H1,0.00779
p110,3,H10,0.21548
p110,3,H11,0.23191
p110,3,H12,0.00026
p110,3,H13,0.003
p110,3,H14,0.40884
p110,3,H15,0.46275
p110,3,H16,0.04295
p110,3,H17,0.49025
p110,3,H2,0.47998
p110,3,H3,0.49025
p110,3,H4,0.07571
p110,3,H5,0.0
p110,3,H6,0.33484
p110,3,H7,0.35513
p110,3,H8,0.009
p110,3,H9,0.0
p111,2,H1,0.01248
p111,2,H10,0.17522
p111,2,H11,0.1827
p111,2,H12,1e-05
p111,2,H13,0.00516
p111,2,H14,0.42457
p111,2,H15,0.46392
p111,2,H16,0.04057
p111,2,H17,0.52066
p111,2,H2,0.50572
p111,2,H3,0.52066
p111,2,H4,0.08411
p111,2,H5,0.0
p111,2,H6,0.32108
p111,2,H7,0.30903
p111,2,H8,0.00702
p111,2,H9,0.0
p111,3,H1,0.00974
p111,3,H10,0.18953
p111,3,H11,0.21049
p111,3,H12,0.00013
p111,3,H13,0.00355
p111,3,H14,0.45258
p111,3,H15,0.48804
p111,3,H16,0.05139
p111,3,H17,0.55149
p111,3,H2,0.52955
p111,3,H3,0.55149
p111,3,H4,0.09731
p111,3,H5,0.0
p111,3,H6,0.33315
p111,3,H7,0.33412
p111,3,H8,0.00943
p111,3,H9,0.0
p112,2,H1,0.01123
p112,2,H10,0.18544
p112,2,H11,0.19661
p112,2,H12,1e-05
p112,2,H13,0.00473
p112,2,H14,0.43621
p112,2,H15,0.46615
p112,2,H16,0.0419
p112,2,H17,0.52327
p112,2,H2,0.51602
p112,2,H3,0.52327
p112,2,H4,0.08613
p112,2,H5,0.0
p112,2,H6,0.32966
p112,2,H7,0.32164
p112,2,H8,0.00794
p112,2,H9,0.0
p112,3,H1,0.00957
p112,3,H10,0.19931
p112,3,H11,0.21651
p112,3,H12,0.00018
p112,3,H13,0.00357
p112,3,H14,0.44044
p112,3,H15,0.47505
p112,3,H16,0.04709
p112,3,H17,0.52921
p112,3,H2,0.51697
p112,3,H3,0.52921
p112,3,H4,0.08926
p112,3,H5,0.0
p112,3,H6,0.33711
p112,3,H7,0.33053
p112,3,H8,0.00877
p112,3,H9,0.0
p113,3,H1,0.00854
p113,3,H10,0.2105
p113,3,H11,0.22773
p113,3,H12,0.00035
p113,3,H13,0.00304
p113,3,H14,0.44623
p113,3,H15,0.48908
p113,3,H16,0.04876
p113,3,H17,0.53654
p113,3,H2,0.53148
p113,3,H3,0.53654
p113,3,H4,0.09308
p113,3,H5,0.0
p113,3,H6,0.33905
p113,3,H7,0.33071
p113,3,H8,0.00943
p113,3,H9,0.0
p114,3,H1,0.00751
p114,3,H10,0.21357
p114,3,H11,0.23001
p114,3,H12,0.00049
p114,3,H13,0.00276
p114,3,H14,0.43559
p114,3,H15,0.48745
p114,3,H16,0.04952
p114,3,H17,0.52957
p114,3,H2,0.51697
p114,3,H3,0.52957
p114,3,H4,0.08961
p114,3,H5,0.0
p114,3,H6,0.33803
p114,3,H7,0.3366
p114,3,H8,0.01019
p114,3,H9,0.0
p115,2,H1,0.01476
p115,2,H10,0.19212
p115,2,H11,0.187
p115,2,H12,0.0
p115,2,H13,0.00622
p115,2,H14,0.4207
p115,2,H15,0.42963
p115,2,H16,0.03147
p115,2,H17,0.47963
p115,2,H2,0.48434
p115,2,H3,0.47963
p115,2,H4,0.06576
p115,2,H5,0.0
p115,2,H6,0.32332
p115,2,H7,0.31797
p115,2,H8,0.0053
p115,2,H9,0.0
p115,3,H1,0.01399
p115,3,H10,0.20134
p115,3,H11,0.19682
p115,3,H12,0.0
p115,3,H13,0.00604
p115,3,H14,0.42481
p115,3,H15,0.43852
p115,3,H16,0.03072
p115,3,H17,0.48452
p115,3,H2,0.49157
p115,3,H3,0.48452
p115,3,H4,0.06645
p115,3,H5,0.0
p115,3,H6,0.32528
p115,3,H7,0.32685
p115,3,H8,0.00565
p115,3,H9,0.0
p116,2,H1,0.01376
p116,2,H10,0.20254
p116,2,H11,0.19857
p116,2,H12,0.0
p116,2,H13,0.00556
p116,2,H14,0.41795
p116,2,H15,0.43059
p116,2,H16,0.02994
p116,2,H17,0.48351
p116,2,H2,0.48696
p116,2,H3,0.48351
p116,2,H4,0.06347
p116,2,H5,0.0
p116,2,H6,0.33082
p116,2,H7,0.33164
p116,2,H8,0.00591
p116,2,H9,0.0
p116,3,H1,0.01321
p116,3,H10,0.2285
p116,3,H11,0.22484
p116,3,H12,0.0
p116,3,H13,0.00531
p116,3,H14,0.43002
p116,3,H15,0.4337
p116,3,H16,0.02845
p116,3,H17,0.47337
p116,3,H2,0.48564
p116,3,H3,0.47337
p116,3,H4,0.06042
p116,3,H5,0.0
p116,3,H6,0.34865
p116,3,H7,0.33421
p116,3,H8,0.00521
p116,3,H9,0.0
p117,3,H1,0.00968
p117,3,H10,0.22161
p117,3,H11,0.23158
p117,3,H12,1e-05
p117,3,H13,0.00379
p117,3,H14,0.41091
p117,3,H15,0.44173
p117,3,H16,0.03522
p117,3,H17,0.48582
p117,3,H2,0.48407
p117,3,H3,0.48582
p117,3,H4,0.06862
p117,3,H5,0.0
p117,3,H6,0.34128
p117,3,H7,0.34342
p117,3,H8,0.00748
p117,3,H9,0.0
p118,3,H1,0.01059
p118,3,H10,0.2621
p118,3,H11,0.25763
p118,3,H12,3e-05
p118,3,H13,0.00453
p118,3,H14,0.43775
p118,3,H15,0.45315
p118,3,H16,0.02983
p118,3,H17,0.45869
p118,3,H2,0.48417
p118,3,H3,0.45869
p118,3,H4,0.05724
p118,3,H5,0.0
p118,3,H6,0.36735
p118,3,H7,0.36064
p118,3,H8,0.00593
p118,3,H9,0.0
p119,2,H1,0.01811
p119,2,H10,0.19355
p119,2,H11,0.17518
p119,2,H12,0.0
p119,2,H13,0.00731
p119,2,H14,0.41952
p119,2,H15,0.39576
p119,2,H16,0.02498
p119,2,H17,0.45652
p119,2,H2,0.47833
p119,2,H3,0.45652
p119,2,H4,0.05838
p119,2,H5,9e-05
p119,2,H6,0.3142
p119,2,H7,0.28696
p119,2,H8,0.0033
p119,2,H9,0.0
p12,3,H1,0.06036
p12,3,H10,0.22121
p12,3,H11,0.12894
p12,3,H12,0.0
p12,3,H13,0.02795
p12,3,H14,0.50368
p12,3,H15,0.3948
p12,3,H16,0.01203
p12,3,H17,0.50826
p12,3,H2,0.61709
p12,3,H3,0.50826
p12,3,H4,0.03763
p12,3,H5,0.00953
p12,3,H6,0.49494
p12,3,H7,0.35779
p12,3,H8,0.0
p12,3,H9,0.0
p12,4,H1,0.054
p12,4,H10,0.26033
p12,4,H11,0.16708
p12,4,H12,0.0
p12,4,H13,0.0263
p12,4,H14,0.54518
p12,4,H15,0.42634
p12,4,H16,0.01236
p12,4,H17,0.53977
p12,4,H2,0.64801
p12,4,H3,0.53977
p12,4,H4,0.04166
p12,4,H5,0.00734
p12,4,H6,0.51354
p12,4,H7,0.37376
p12,4,H8,0.00029
p12,4,H9,0.0
p12,5,H1,0.04973
p12,5,H10,0.30843
p12,5,H11,0.21815
p12,5,H12,0.0
p12,5,H13,0.02547
p12,5,H14,0.59409
p12,5,H15,0.48873
p12,5,H16,0.01415
p12,5,H17,0.55797
p12,5,H2,0.66325
p12,5,H3,0.55797
p12,5,H4,0.04203
p12,5,H5,0.00655
p12,5,H6,0.53308
p12,5,H7,0.392
p12,5,H8,0.00045
p12,5,H9,0.0
p12,6,H1,0.04801
p12,6,H10,0.35522
p12,6,H11,0.25975
p12,6,H12,0.0
p12,6,H13,0.02555
p12,6,H14,0.63833
p12,6,H15,0.54129
p12,6,H16,0.01401
p12,6,H17,0.59742
p12,6,H2,0.67667
p12,6,H3,0.59742
p12,6,H4,0.04026
p12,6,H5,0.00668
p12,6,H6,0.5566
p12,6,H7,0.41027
p12,6,H8,0.00016
p12,6,H9,0.0
p120,2,H1,0.01639
p120,2,H10,0.21647
p120,2,H11,0.19391
p120,2,H12,0.0
p120,2,H13,0.00634
p120,2,H14,0.42784
p120,2,H15,0.40561
p120,2,H16,0.02098
p120,2,H17,0.44085
p120,2,H2,0.48683
p120,2,H3,0.44085
p120,2,H4,0.0527
p120,2,H5,3e-05
p120,2,H6,0.34145
p120,2,H7,0.30721
p120,2,H8,0.00308
p120,2,H9,0.0
p120,3,H1,0.01665
p120,3,H10,0.22636
p120,3,H11,0.19926
p120,3,H12,0.0
p120,3,H13,0.00663
p120,3,H14,0.44212
p120,3,H15,0.41443
p120,3,H16,0.02153
p120,3,H17,0.45084
p120,3,H2,0.49933
p120,3,H3,0.45084
p120,3,H4,0.05063
p120,3,H5,4e-05
p120,3,H6,0.35154
p120,3,H7,0.31554
p120,3,H8,0.00285
p120,3,H9,0.0
p121,2,H1,0.01452
p121,2,H10,0.21192
p121,2,H11,0.20575
p121,2,H12,0.0
p121,2,H13,0.00627
p121,2,H14,0.41886
p121,2,H15,0.43664
p121,2,H16,0.02866
p121,2,H17,0.48757
p121,2,H2,0.49299
p121,2,H3,0.48757
p121,2,H4,0.06142
p121,2,H5,0.0
p121,2,H6,0.33275
p121,2,H7,0.32665
p121,2,H8,0.0057
p121,2,H9,0.0
p121,3,H1,0.01652
p121,3,H10,0.24079
p121,3,H11,0.21521
p121,3,H12,0.0
p121,3,H13,0.00683
p121,3,H14,0.4491
p121,3,H15,0.4379
p121,3,H16,0.02233
p121,3,H17,0.47272
p121,3,H2,0.50413
p121,3,H3,0.47272
p121,3,H4,0.05159
p121,3,H5,4e-05
p121,3,H6,0.3607
p121,3,H7,0.32207
p121,3,H8,0.00292
p121,3,H9,0.0
p122,2,H1,0.01851
p122,2,H10,0.19606
p122,2,H11,0.1743
p122,2,H12,0.0
p122,2,H13,0.00757
p122,2,H14,0.41973
p122,2,H15,0.41035
p122,2,H16,0.02588
p122,2,H17,0.46716
p122,2,H2,0.48345
p122,2,H3,0.46716
p122,2,H4,0.05979
p122,2,H5,0.00023
p122,2,H6,0.31731
p122,2,H7,0.28836
p122,2,H8,0.00348
p122,2,H9,0.0
p122,3,H1,0.0199
p122,3,H10,0.23872
p122,3,H11,0.19849
p122,3,H12,0.0
p122,3,H13,0.00824
p122,3,H14,0.43699
p122,3,H15,0.41589
p122,3,H16,0.01885
p122,3,H17,0.45789
p122,3,H2,0.49463
p122,3,H3,0.45789
p122,3,H4,0.04561
p122,3,H5,0.00028
p122,3,H6,0.34965
p122,3,H7,0.29701
p122,3,H8,0.00158
p122,3,H9,0.0
p123,3,H1,0.01785
p123,3,H10,0.25921
p123,3,H11,0.22817
p123,3,H12,0.0
p123,3,H13,0.0083
p123,3,H14,0.46798
p123,3,H15,0.45326
p123,3,H16,0.01896
p123,3,H17,0.47848
p123,3,H2,0.50592
p123,3,H3,0.47848
p123,3,H4,0.04399
p123,3,H5,0.0002
p123,3,H6,0.39476
p123,3,H7,0.32796
p123,3,H8,0.00122
p123,3,H9,0.0
p124,3,H1,0.01736
p124,3,H10,0.27977
p124,3,H11,0.24524
p124,3,H12,0.0
p124,3,H13,0.00805
p124,3,H14,0.50512
p124,3,H15,0.4733
p124,3,H16,0.01672
p124,3,H17,0.49226
p124,3,H2,0.52889
p124,3,H3,0.49226
p124,3,H4,0.04058
p124,3,H5,0.00045
p124,3,H6,0.41383
p124,3,H7,0.34674
p124,3,H8,0.00088
p124,3,H9,0.0
p124,4,H1,0.01639
p124,4,H10,0.2835
p124,4,H11,0.25044
p124,4,H12,0.0
p124,4,H13,0.00804
p124,4,H14,0.50821
p124,4,H15,0.47112
p124,4,H16,0.01786
p124,4,H17,0.48844
p124,4,H2,0.53453
p124,4,H3,0.48844
p124,4,H4,0.03804
p124,4,H5,0.00025
p124,4,H6,0.41374
p124,4,H7,0.3568
p124,4,H8,0.00112
p124,4,H9,0.0
p125,3,H1,0.0193
p125,3,H10,0.26036
p125,3,H11,0.22739
p125,3,H12,0.0
p125,3,H13,0.00952
p125,3,H14,0.47277
p125,3,H15,0.45464
p125,3,H16,0.01727
p125,3,H17,0.4734
p125,3,H2,0.50955
p125,3,H3,0.4734
p125,3,H4,0.04213
p125,3,H5,0.00049
p125,3,H6,0.40334
p125,3,H7,0.32643
p125,3,H8,0.00068
p125,3,H9,0.0
p126,2,H1,0.02425
p126,2,H10,0.23683
p126,2,H11,0.17293
p126,2,H12,0.0
p126,2,H13,0.01001
p126,2,H14,0.42628
p126,2,H15,0.39865
p126,2,H16,0.01559
p126,2,H17,0.44764
p126,2,H2,0.48237
p126,2,H3,0.44764
p126,2,H4,0.04167
p126,2,H5,0.00102
p126,2,H6,0.31212
p126,2,H7,0.27202
p126,2,H8,0.00098
p126,2,H9,0.0
p126,3,H1,0.02295
p126,3,H10,0.25237
p126,3,H11,0.20088
p126,3,H12,0.0
p126,3,H13,0.00998
p126,3,H14,0.44903
p126,3,H15,0.4231
p126,3,H16,0.01585
p126,3,H17,0.45542
p126,3,H2,0.50285
p126,3,H3,0.45542
p126,3,H4,0.03851
p126,3,H5,0.00096
p126,3,H6,0.36799
p126,3,H7,0.29723
p126,3,H8,0.00055
p126,3,H9,0.0
p127,2,H1,0.02452
p127,2,H10,0.18051
p127,2,H11,0.14915
p127,2,H12,0.0
p127,2,H13,0.01061
p127,2,H14,0.42646
p127,2,H15,0.39198
p127,2,H16,0.02138
p127,2,H17,0.47845
p127,2,H2,0.49275
p127,2,H3,0.47845
p127,2,H4,0.05801
p127,2,H5,0.00107
p127,2,H6,0.31446
p127,2,H7,0.26646
p127,2,H8,0.00229
p127,2,H9,0.0
p127,3,H1,0.02611
p127,3,H10,0.23888
p127,3,H11,0.17416
p127,3,H12,0.0
p127,3,H13,0.01137
p127,3,H14,0.43538
p127,3,H15,0.3989
p127,3,H16,0.01385
p127,3,H17,0.44653
p127,3,H2,0.49266
p127,3,H3,0.44653
p127,3,H4,0.03868
p127,3,H5,0.00191
p127,3,H6,0.33292
p127,3,H7,0.26592
p127,3,H8,0.00066
p127,3,H9,0.0
p128,3,H1,0.02901
p128,3,H10,0.25353
p128,3,H11,0.1809
p128,3,H12,0.0
p128,3,H13,0.01264
p128,3,H14,0.46915
p128,3,H15,0.43804
p128,3,H16,0.01288
p128,3,H17,0.49491
p128,3,H2,0.52011
p128,3,H3,0.49491
p128,3,H4,0.03244
p128,3,H5,0.00298
p128,3,H6,0.37682
p128,3,H7,0.29521
p128,3,H8,0.00011
p128,3,H9,0.0
p129,2,H1,0.03601
p129,2,H10,0.19964
p129,2,H11,0.1447
p129,2,H12,0.0
p129,2,H13,0.01393
p129,2,H14,0.41867
p129,2,H15,0.35913
p129,2,H16,0.01244
p129,2,H17,0.44774
p129,2,H2,0.50447
p129,2,H3,0.44774
p129,2,H4,0.04303
p129,2,H5,0.00359
p129,2,H6,0.32839
p129,2,H7,0.25196
p129,2,H8,0.00037
p129,2,H9,0.0
p13,5,H1,0.04932
p13,5,H10,0.34927
p13,5,H11,0.22229
p13,5,H12,0.0
p13,5,H13,0.03047
p13,5,H14,0.62221
p13,5,H15,0.50246
p13,5,H16,0.00733
p13,5,H17,0.53086
p13,5,H2,0.6246
p13,5,H3,0.53086
p13,5,H4,0.0239
p13,5,H5,0.01002
p13,5,H6,0.53369
p13,5,H7,0.36707
p13,5,H8,0.0
p13,5,H9,0.0
p13,6,H1,0.0477
p13,6,H10,0.37874
p13,6,H11,0.25549
p13,6,H12,0.0
p13,6,H13,0.0284
p13,6,H14,0.64135
p13,6,H15,0.54046
p13,6,H16,0.00953
p13,6,H17,0.55802
p13,6,H2,0.64165
p13,6,H3,0.55802
p13,6,H4,0.03015
p13,6,H5,0.00887
p13,6,H6,0.55413
p13,6,H7,0.38846
p13,6,H8,0.0
p13,6,H9,0.0
p130,2,H1,0.03618
p130,2,H10,0.22677
p130,2,H11,0.15991
p130,2,H12,0.0
p130,2,H13,0.0165
p130,2,H14,0.4321
p130,2,H15,0.36209
p130,2,H16,0.01104
p130,2,H17,0.44299
p130,2,H2,0.49793
p130,2,H3,0.44299
p130,2,H4,0.03626
p130,2,H5,0.00416
p130,2,H6,0.34231
p130,2,H7,0.26932
p130,2,H8,6e-05
p130,2,H9,0.0
p130,3,H1,0.03812
p130,3,H10,0.2414
p130,3,H11,0.16709
p130,3,H12,0.0
p130,3,H13,0.01888
p130,3,H14,0.45478
p130,3,H15,0.38368
p130,3,H16,0.01047
p130,3,H17,0.45721
p130,3,H2,0.50827
p130,3,H3,0.45721
p130,3,H4,0.03292
p130,3,H5,0.00486
p130,3,H6,0.35713
p130,3,H7,0.28144
p130,3,H8,0.0
p130,3,H9,0.0
p131,2,H1,0.03248
p131,2,H10,0.23821
p131,2,H11,0.16748
p131,2,H12,0.0
p131,2,H13,0.01428
p131,2,H14,0.42846
p131,2,H15,0.37979
p131,2,H16,0.012
p131,2,H17,0.44273
p131,2,H2,0.49727
p131,2,H3,0.44273
p131,2,H4,0.03734
p131,2,H5,0.00342
p131,2,H6,0.33452
p131,2,H7,0.27378
p131,2,H8,0.00026
p131,2,H9,0.0
p131,3,H1,0.03482
p131,3,H10,0.24801
p131,3,H11,0.17313
p131,3,H12,0.0
p131,3,H13,0.0154
p131,3,H14,0.4377
p131,3,H15,0.38528
p131,3,H16,0.01044
p131,3,H17,0.44449
p131,3,H2,0.50563
p131,3,H3,0.44449
p131,3,H4,0.03042
p131,3,H5,0.00436
p131,3,H6,0.359
p131,3,H7,0.27935
p131,3,H8,4e-05
p131,3,H9,0.0
p132,2,H1,0.02936
p132,2,H10,0.23736
p132,2,H11,0.16935
p132,2,H12,0.0
p132,2,H13,0.01275
p132,2,H14,0.43661
p132,2,H15,0.38772
p132,2,H16,0.0123
p132,2,H17,0.44934
p132,2,H2,0.49264
p132,2,H3,0.44934
p132,2,H4,0.03815
p132,2,H5,0.00282
p132,2,H6,0.33852
p132,2,H7,0.27305
