region,class,timeslice,cfcorr
s1,13,H1,0.5665574215268914
s1,13,H10,1.3871393314447125
s1,13,H11,1.4170736750292439
s1,13,H12,1.429014946014587
s1,13,H13,1.0310939691602463
s1,13,H14,1.0321312492805284
s1,13,H15,1.0787448119705074
s1,13,H16,1.084760323466571
s1,13,H17,0.5937984833166746
s1,13,H2,0.43386427535589833
s1,13,H3,0.5937984833166746
s1,13,H4,0.7138659023057413
s1,13,H5,0.7857172277298444
s1,13,H6,0.6372969819685784
s1,13,H7,0.7416598091985411
s1,13,H8,0.875903917966264
s1,13,H9,1.4486360262231368
s10,13,H1,0.6220148613062703
s10,13,H10,1.257841825616097
s10,13,H11,1.2568785574625718
s10,13,H12,1.2346482526767406
s10,13,H13,1.0022474142849702
s10,13,H14,0.9701949741339823
s10,13,H15,1.0672428414109478
s10,13,H16,1.0842688095162534
s10,13,H17,0.6833348671391276
s10,13,H2,0.6151850497601454
s10,13,H3,0.6833348671391276
s10,13,H4,0.7092235940131039
s10,13,H5,1.0274169900909738
s10,13,H6,0.9279756583151262
s10,13,H7,1.0431874115477406
s10,13,H8,1.123605902672438
s10,13,H9,1.2279153215664584
s125,13,H1,0.7727405471997429
s125,13,H10,1.059206142614271
s125,13,H11,1.0710630939586305
s125,13,H12,1.210587622826209
s125,13,H13,1.1566029402922624
s125,13,H14,0.9867157812306764
s125,13,H15,1.0565320992886138
s125,13,H16,1.1339911136337077
s125,13,H17,0.8215624779328908
s125,13,H2,0.7315290404920916
s125,13,H3,0.8215624779328908
s125,13,H4,0.8833365455274387
s125,13,H5,0.9336553540364297
s125,13,H6,0.9656026891416649
s125,13,H7,0.9931015403881603
s125,13,H8,1.1179787209607774
s125,13,H9,1.0759495156374042
s125,14,H1,0.7662994097734512
s125,14,H10,0.9468201770236342
s125,14,H11,1.1006525708647528
s125,14,H12,1.2771756169919852
s125,14,H13,1.0591647608162422
s125,14,H14,0.9435496528540663
s125,14,H15,1.1748969516387404
s125,14,H16,1.1974092613592915
s125,14,H17,0.9183407091470581
s125,14,H2,0.730132213128
s125,14,H3,0.9183407091470581
s125,14,H4,0.8803394886932686
s125,14,H5,1.019576179284101
s125,14,H6,0.9751653510991242
s125,14,H7,1.0989213566184788
s125,14,H8,1.2151660999816658
s125,14,H9,1.0102839163862232
s129,6,H1,0.7746630747599725
s129,6,H10,1.0158828004538254
s129,6,H11,1.1460641731374064
s129,6,H12,1.2423577628643705
s129,6,H13,1.1132442767384891
s129,6,H14,0.9421094776354146
s129,6,H15,1.0432327138045367
