r,s,i,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p1,s2,wind-ofs_14,1.271242904,0.277572581,0.235501786,1.174316957,1.017739666,0.701700176,0.558021079,0.977168243,1.426680313,1.287385494,1.131465769,1.301669224,1.113402904,0.773057409,0.654947026,0.988751305,0.235501786
p1,s2,wind-ons_10,0.435829769816974,0.483028090822509,0.760439275034448,0.456444895215244,0.574453101701339,0.541313347970764,0.632814475437193,0.62299987938747,1.46252448602796,1.49539803364833,1.61113108807425,1.67253380682181,1.04798528555422,1.0999213542348,1.17459876302166,0.959761395645401,0.760439275034448
p1,s2,wind-ons_7,0.435829769816974,0.483028090822509,0.760439275034448,0.456444895215244,0.574453101701339,0.541313347970764,0.632814475437193,0.62299987938747,1.46252448602796,1.49539803364833,1.61113108807425,1.67253380682181,1.04798528555422,1.0999213542348,1.17459876302166,0.959761395645401,0.760439275034448
p1,s2,wind-ons_8,0.435829769816974,0.483028090822509,0.760439275034448,0.456444895215244,0.574453101701339,0.541313347970764,0.632814475437193,0.62299987938747,1.46252448602796,1.49539803364833,1.61113108807425,1.67253380682181,1.04798528555422,1.0999213542348,1.17459876302166,0.959761395645401,0.760439275034448
p1,s2,wind-ons_9,0.435829769816974,0.483028090822509,0.760439275034448,0.456444895215244,0.574453101701339,0.541313347970764,0.632814475437193,0.62299987938747,1.46252448602796,1.49539803364833,1.61113108807425,1.67253380682181,1.04798528555422,1.0999213542348,1.17459876302166,0.959761395645401,0.760439275034448
p1,s3,wind-ofs_15,1.00431189,0.351305113,0.497833894,1.084401705,1.007496559,0.70693171,0.711027418,1.014321983,1.428877993,1.399982261,1.215456426,1.226605601,0.987019153,0.799990511,0.792482091,0.947429198,0.497833894
p1,s3,wind-ons_10,0.454021913503927,0.327806684450998,0.561708185155055,0.646067664178943,0.931901078412082,0.635739560485191,0.757334100881471,0.98066068478031,1.37578159538242,1.43989082340332,1.36560520463691,1.45450863897188,1.16013386545905,0.999655378068564,1.20734078738857,1.13774393022853,0.561708185155055
p1,s3,wind-ons_6,0.454021913503927,0.327806684450998,0.561708185155055,0.646067664178943,0.931901078412082,0.635739560485191,0.757334100881471,0.98066068478031,1.37578159538242,1.43989082340332,1.36560520463691,1.45450863897188,1.16013386545905,0.999655378068564,1.20734078738857,1.13774393022853,0.561708185155055
p1,s3,wind-ons_7,0.465378123536873,0.344824053966728,0.580627549750858,0.659174977398812,0.929238685224281,0.643858015665983,0.764437281693329,0.977041635174994,1.36673984214975,1.42989126496439,1.35709281244608,1.4434997001321,1.1520128219435,1.00031561049801,1.20598990893606,1.13288089569829,0.580627549750858
p1,s3,wind-ons_8,0.454021913503927,0.327806684450998,0.561708185155055,0.646067664178943,0.931901078412082,0.635739560485191,0.757334100881471,0.98066068478031,1.37578159538242,1.43989082340332,1.36560520463691,1.45450863897188,1.16013386545905,0.999655378068564,1.20734078738857,1.13774393022853,0.561708185155055
