,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.4866,60.6219,99.4828,150.1506,172.6149,233.2366,326.2634,474.382,676.7906,680.5901,689.08,696.6109,710.0893,724.2055,742.6255,780.3193,815.4273,864.0712,921.9
p10,534.6252872,865.8653054,1685.8609,3167.3926,4734.1994,5603.6568,6624.7147,7071.0251,7641.1897,8363.0948,9239.0141,9361.0445,9520.2729,9718.4941,9946.3734,10140.7412,10357.2251,10990.4714,11145.0853,11585.9542,11674.4368
p100,0,0,0.4865,1.3285,3.0349,7.1401,14.9839,29.1839,40.931,59.4996,88.7874,94.0788,99.6184,106.7585,114.6921,123.1942,132.1349,138.893,150.7269,163.3725,174.8031
p101,8.377123095,26.91038637,62.041,105.7179,208.0954,419.344,801.8324,1458.4591,2471.4574,3968.6908,6007.3512,6252.5444,6486.6882,6696.2436,6880.0191,7042.6168,7216.6971,7303.7027,7330.778,7352.3818,7421.6351
p102,5.087078563,14.23755315,24.6063,45.6866,113.5811,221.8533,422.9542,760.1608,1268.9412,1994.4104,3055.1987,3122.5624,3183.2585,3237.2159,3285.3435,3333.1753,3390.9244,3413.3961,3421.2029,3425.7908,3450.7175
p103,0,0,12.7512,25.0339,44.5033,61.2731,94.827,178.99,340.1743,647.752,1184.5494,1593.6824,2012.9477,2409.4068,2755.2423,3022.538,3263.9446,3499.5114,3728.3801,3974.596,4178.0098
p104,0,0,0.9855,2.1775,3.773,4.8736,7.1344,12.354,22.3724,38.1739,64.7439,81.1798,98.3642,115.392,130.6048,143.0504,158.5258,175.8871,194.9983,214.2573,228.6721
p105,0,0,3.5239,9.2945,43.0232,66.3948,112.8143,148.0855,218.0323,353.9038,578.467,662.6758,755.7267,869.0064,1000.9389,1132.4431,1278.8983,1434.2017,1593.2684,1749.3484,1857.4542
p106,0,0,1.2014,3.3659,14.5683,24.7121,44.6386,55.1393,77.0792,124.8183,207.6631,226.3776,243.9135,273.6708,313.9758,355.2298,400.2688,446.9036,491.1145,516.6978,542.5431
p107,0,0,1.5337,4.4687,20.2462,43.1518,84.2579,111.823,165.3056,268.3905,441.9705,508.6057,584.3368,673.7032,771.3707,861.8904,954.1991,1046.9582,1141.7012,1232.5058,1308.1967
p108,0,0,0.1381,0.6184,4.856,4.856,4.856,4.856,4.8743,5.0047,6.2353,6.3445,6.4992,7.9545,10.0472,12.7227,16.4982,21.4452,27.8372,35.5649,44.2426
p109,0,0,0.1602,0.6534,4.9997,4.9997,4.9997,4.9997,5.0591,5.6722,9.3452,10.0865,11.0626,15.8385,22.9129,33.0408,48.3116,70.5398,102.3656,146.8476,205.9929
p11,107.3777754,132.949176,225.2071,482.6955,730.8257,918.4884,1130.7196,1193.0593,1268.9949,1371.2121,1505.518,1519.7372,1543.0267,1569.8327,1608.4851,1635.4013,1654.7763,1784.8742,1799.9618,1894.3404,1902.3041
p110,0,0,0.0567,0.211,2.1864,2.1864,2.1864,2.1864,2.1864,2.287,2.8106,2.8106,2.9219,3.1111,3.7857,4.8331,6.2836,8.2619,10.8843,14.2855,18.3121
