,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,20.992,49.696,75.453,84.895,86.908,87.833,92.681,108.232,161.46,239.384,288.413,328.382,358.586,393.232,402.373,419.772,423.182,434.583,434.77
p10,534.6252872,865.8653054,1725.437,3291.752,4872.255,5678.7,5755.235,5827.479,5933.352,6086.144,6246.744,6399.875,6525.564,6657.401,6779.915,6916.025,7031.982,7167.135,7269.692,7315.724,7382.31
p100,0,0,0.59,1.749,4.161,6.347,8.535,11.505,15.925,21.925,29.771,36.55,42.299,47.041,51.134,55.117,58.513,61.162,63.341,65.04,65.794
p101,8.377123095,26.91038637,62.08,111.182,235.173,470.623,824.239,1311.537,1993.7,2888.772,3993.034,5006.349,5879.623,6016.982,6154.18,6320.754,6444.807,6576.026,6693.216,6818.853,6926.418
p102,5.087078563,14.23755315,24.82,40.937,89.552,187.484,304.677,474.292,741.922,1131.685,1661.057,2191.99,2661.217,2748.549,2824.824,2903.668,2960.735,3017.239,3063.266,3118.421,3167.045
p103,0,0,13.443,26.781,47.128,58.593,77.632,111.181,170.382,274.154,443.511,651.313,872.222,1075.048,1238.447,1373.693,1477.955,1547.599,1566.813,1624.763,1658.685
p104,0,0,0.932,1.942,3.468,4.194,5.361,7.445,11.223,17.744,28.183,41.405,55.763,69.606,82.219,93.972,103.189,109.765,114.085,117.16,119.301
p105,0,0,3.586,9.936,43.889,76.278,118.268,132.474,155.877,192.03,245.457,307.044,373.341,437.201,493.855,550.809,604.541,652.877,693.284,737.984,772.038
p106,0,0,1.173,2.965,14.957,25.445,31.238,32.44,34.956,39.689,48.67,60.274,74.816,90.636,109.929,130.879,150.407,166.221,182.643,199.363,212.888
p107,0,0,1.5,4.228,18.991,37.49,60.768,67.015,77.7,94.748,120.67,152.266,189.528,229.731,272.151,314.868,358.21,397.126,430.952,463.247,487.708
p108,0,0,0.135,0.56,5.337,6.398,7.486,8.913,11.045,14.245,18.912,24.864,32.26,41.098,51.27,62.794,74.951,87.361,99.021,110.669,121.213
p109,0,0,0.094,0.297,4.197,4.841,5.208,5.675,6.502,8.002,10.734,14.636,20.222,28.055,38.895,53.952,73.691,99.296,130.874,169.454,212.806
p11,107.3777754,132.949176,215.065,438.331,686.141,834.903,843.914,851.086,863.953,881.357,897.716,912.007,924.585,936.808,943.734,951.314,960.908,971.875,980.8,986.97,993.474
p110,0,0,0.117,0.445,3.036,3.823,4.665,5.768,7.448,9.999,13.828,18.909,25.4,33.35,42.584,52.899,63.594,74.215,84.065,93.108,100.823
p111,0.030012846,18.41141759,24.736,30.9,44.609,54.366,70.547,96.983,139.928,207.542,312.054,458.098,646.707,868.18,1104.521,1339.999,1553.835,1739.012,1747.61,1755.526,1761.525
p112,0,15.96889695,36.321,44.253,60.868,66.862,75.711,89.563,111.74,146.063,198.301,270.093,362.017,470.304,587.973,708.951,822.878,925.903,936.81,947.95,957.962
p113,0.00074308,3.858751976,6.416,7.954,11.622,14.216,18.3,25.495,37.578,57.312,88.692,134.109,194.469,266.962,345.378,423.665,493.518,551.078,551.726,552.319,552.654
p114,0,5.660933492,10.576,12.87,18.13,21.086,25.557,33.679,47.63,70.774,108.115,163.318,238.589,331.768,435.813,543.282,642.209,726.62,732.658,737.756,741.95
p115,0.438228156,35.5977707,68.332,94.12,126.143,191.557,237.589,283.906,344.558,422.62,538.307,647.454,773.024,904.656,1031.347,1151.572,1156.992,1161.683,1310.889,1311.446,1312.095
p116,0,0,21.446,35.308,49.177,49.783,50.247,50.852,51.965,53.838,56.988,61.54,68.128,77.277,89.632,105.619,124.818,146.251,168.295,189.571,208.356
p117,0,0,3.784,5.359,6.609,6.623,6.635,6.647,6.664,6.693,6.857,7.131,7.603,8.378,9.637,11.61,14.621,19.059,25.259,33.567,43.703
p118,0,0,1.256,3.202,7.069,8.557,10.067,12.266,15.796,21.191,29.321,38.426,49.732,64.615,84.169,107.354,129.458,147.873,160.741,168.935,174.307
p119,0.123533323,4.106571736,9.509,10.714,12.206,12.718,13.244,14.03,15.987,19.401,25.258,33.874,45.518,58.991,72.055,83.561,84.478,85.311,94.794,94.883,94.924
p12,0.408189973,14.22757422,17.485,56.673,81.875,82.906,82.98,83.04,83.454,84.924,86.03,87.806,88.29,88.715,89.413,91.045,92.815,94.472,99.502,103.022,109.062
p120,0.304902382,2.880211639,7.698,8.723,9.863,10.261,10.356,10.679,11.851,14.266,18.575,24.878,32.677,40.958,48.675,55.547,56.287,56.777,62.135,62.171,62.182
p121,0,8.308360209,28.415,70.577,107.953,123.684,126.856,127.803,135.83,147.764,167.824,186.524,187.629,189.791,193.271,197.172,201.213,204.613,206.823,209.183,209.83
p122,2.438565672,132.0154459,137.687,166.215,247.219,372.837,530.032,708.809,933.251,1195.306,1509.764,1764.137,2003.326,2267.494,2575.713,2929.448,2973.067,3010.92,3414.061,3428.823,3435.825
p123,0.002115553,75.49163979,173.247,565.638,840.63,950.493,994.094,1016.305,1076.588,1159.396,1305.011,1434.171,1451.799,1477.368,1510.234,1547.807,1583.8,1615.471,1642.519,1663.687,1671.42
p124,0,0,0.061,0.148,0.297,0.385,0.45,0.511,0.624,0.805,1.16,1.678,2.404,3.396,4.63,6.023,7.405,8.591,9.547,10.104,10.118
p125,0.947636682,17.6,27.561,62.168,92.367,109.412,123.034,134.508,150.319,169.603,196.529,216.942,233.902,248.949,266.035,287.084,308.696,329.37,350.932,353.721,355.032
p126,4.57672123,816.9,1210.57,1625.246,2169.931,2492.779,2706.638,2843.653,3033.755,3238.874,3538.8,3817.821,4084.093,4338.627,4349.869,4679.613,4687.695,4697.44,4709.121,4718.663,5070.122
p127,3.257673856,107.8581726,274.83,658.574,1161.964,1337.639,1365.194,1392.241,1431.102,1486.486,1558.894,1597.784,1634.051,1690.86,1772.115,1860.191,1925.645,1983.033,2024.537,2083.953,2145.492
p128,7.216393541,16.04182742,59.87,192.112,337.702,480.234,525.427,569.536,621.053,681.249,759.499,796.336,826.578,892.604,978.838,1061.717,1115.893,1163.357,1201.479,1247.647,1286.727
p129,0.188722468,8.9,26.012,101.072,137.683,150.118,158.387,165.497,176.4,191.413,211.027,232.001,254.175,280.594,286.382,292.525,298.659,304.58,310.051,312.808,317.755
p13,0.543822861,29.67242578,65.712,199.645,281.615,292.825,295.955,297.841,300.571,305.315,308.67,318.033,323.753,327.288,328.941,332.872,337.227,342.636,356.822,362.92,381.081
p130,0,0,5.181,52.207,85.544,100.845,102.689,104.151,106.143,109.003,112.93,116.262,119.103,122.891,126.19,129.89,133.345,136.889,140.359,142.528,147.244
p131,2.936474285,178.4,681.585,1491.897,2384.945,2639.347,2828.965,2866.146,2904.401,2952.518,3014.525,3067.535,3114.938,3183.607,3253.517,3320.265,3374.902,3419.358,3455.426,3481.111,3500.535
p132,1.362208484,36.6,115.181,309.188,515.555,616.273,709.75,739.268,774.273,816.235,869.913,917.638,959.932,1010.014,1054.888,1099.966,1137.968,1170.066,1196.173,1215.243,1227.033
p133,0,0,0.082,10.291,94.754,111.079,131.386,144.369,154.707,164.119,174.699,180.303,185.626,198.595,209.005,219.59,226.477,233.769,239.125,241.789,243.167
p134,1.440997601,5.640375641,25.23,40.666,55.786,68.229,81.97,97.862,118.025,143.562,175.646,212.374,253.996,302.472,355.927,373.264,390.464,407.163,422.593,434.933,446.608
p14,0,0,0.116,0.416,1.799,3.822,5.943,9.727,18.925,23.165,27.166,31.613,34.757,37.457,40.558,44.141,45.551,47.325,48.219,49.359,50.432
p15,0,0,0.431,2.772,14.99,28.829,41.3,56.883,83.517,94.531,103.237,114.89,123.684,131.027,137.576,143.003,145.854,148.487,150.52,153.432,156.321
p16,0,0,0.247,2.92,13.314,18.297,22.831,29.542,41.978,45.988,50.146,55.497,59.608,63.144,66.508,69.693,71.235,72.822,74.334,75.805,76.962
p17,0,0,0.331,1.715,3.551,4.047,4.318,4.694,5.254,6.073,7.353,9.096,11.282,13.807,16.687,19.797,22.294,24.643,26.414,27.967,29.389
