"r","share"
"p19187",1.9671840877013e-08
"p19189",1.48323211345113e-07
"p19193",0.00105644715596844
"p20001",7.09465648332319e-07
"p20009",7.51830217262817e-06
"p20015",1.20213236554198e-06
"p20021",0.000393694070544301
"p20025",9.53869754722471e-09
"p20027",5.50094254635266e-07
"p20031",1.18781772758444e-06
"p20035",2.40053206699164e-06
"p20037",1.43522102867392e-07
"p20039",2.03076341988879e-08
"p20045",0.00143777976960959
"p20051",3.12898905959747e-05
"p20055",0.0011115869484257
"p20057",3.87045866214031e-06
"p20059",6.01542578332623e-07
"p20065",8.80882359242387e-10
"p20067",4.46956113641386e-05
"p20077",2.14973706919923e-06
"p20083",1.03498883293379e-07
"p20085",1.20592435436463e-06
"p20091",7.78442566202682e-05
"p20105",2.71102032751598e-08
"p20107",0.00439811853593783
"p20111",0.000166105065788038
"p20113",3.53903308634015e-05
"p20119",3.25357195204527e-08
"p20121",1.87514758124061e-05
"p20123",7.99553547136008e-08
"p20125",3.02711040060539e-05
"p20131",1.71986168397134e-06
"p20133",0.000122422316930145
"p20139",8.90973555793164e-08
"p20141",1.12177671870867e-08
"p20143",2.62377102717197e-08
"p20145",1.09125744077927e-07
"p20149",0.00620886759855351
"p20151",7.85945412784964e-07
"p20155",3.49588585043727e-05
"p20157",1.30112916096802e-07
"p20159",2.34889977670633e-08
"p20163",2.64648221180822e-08
"p20165",3.63588688075047e-08
"p20167",1.0906336322514e-06
"p20173",8.15327603421314e-05
"p20175",2.08292423958965e-06
"p20181",1.27029827839454e-07
"p20185",1.04231753446681e-08
"p20187",1.79592138139417e-08
"p20191",3.99177414019899e-06
"p20193",1.7941895786607e-07
"p20199",5.99233707767887e-08
"p20201",1.07914974271347e-05
"p20209",0.000974621122923132
"p21015",0.00204069953560213
"p21017",2.70125272040329e-08
"p21041",0.0064789656944742
"p21049",0.000319974148275264
"p21067",1.46741817776378e-08
"p21089",5.99239700164889e-13
"p21093",5.99239700164889e-13
"p21111",0.00576083433716933
"p21127",0.000446851502569209
"p21145",0.00455225167519665
"p21157",0.000191112777849679
"p21161",0.00481748297697988
"p21167",0.000904486293580901
"p21177",0.00168759732175976
"p21183",0.00175193360934182
"p21185",8.41788117005952e-05
"p21199",0.000366591821576921
"p21223",0.00571069673945674
"p21233",0.000475656361708832
"p22001",0.00140884071852923
"p22017",0.000868032355994205
"p22019",0.00259783297450243
"p22039",0.00103595356450732
"p22047",0.000560532754336786
"p22051",0.00266028718801141
"p22055",7.01456839701601e-05
"p22071",0.000138850249793757
"p22073",0.00185780277687985
"p22077",0.00259454921345353
"p22079",0.00377862752471271
"p22089",0.00189680745555222
"p22101",0.000202172974957607
"p22117",0.000124173524243592
"p23005",0.000769082041194747
"p23009",4.34034887758641e-06
"p23017",0.000157983375978041
"p23019",0.000176056780310006
"p23029",2.38638221995165e-07
"p24001",0.000661214944377724
"p24003",0.00156493408050816
"p24015",0.00106866846568672
"p24017",0.00179067292490005
"p24019",8.24105835827044e-06
"p24025",0.000132303005967411
"p24031",0.000240507567018541
"p24033",0.00145149150052
"p24039",1.29855602569552e-06
"p24041",6.06204842971816e-06
"p24045",4.17078621430865e-07
"p24047",1.20116998658352e-07
"p24510",6.27473669634562e-05
"p25001",0.000245415144211509
"p25003",1.77278377778729e-05
"p25005",0.000102187931395246
"p25007",1.71044642980235e-06
"p25009",0.000431276586220302
"p25013",0.000251125488674126
"p25017",0.000690940730069553
"p25019",1.66870279304917e-08
"p25021",0.00171884362545766
"p25025",5.1354842304131e-07
"p25027",0.00120047024719476
"p26001",1.69452732754762e-05
"p26005",3.95313732159528e-05
"p26013",7.4385645816216e-05
"p26017",0.00218602973999706
"p26023",7.70980599752746e-07
"p26025",1.94234560212946e-07
"p26027",0.000758214150892916
"p26029",1.21996214358069e-07
"p26031",1.16124264536153e-07
"p26033",1.73926926014058e-06
"p26039",2.5954001434156e-05
"p26041",2.42722040551788e-08
"p26045",0.000843255305075671
"p26049",3.21789322029745e-07
"p26057",3.23050122358892e-09
"p26059",5.63438124278538e-07
"p26063",9.76402126232191e-06
"p26065",0.000112120189802629
"p26067",1.24300291005203e-08
"p26075",0.000668749252841983
"p26077",4.73520667222767e-05
"p26079",1.65187116857903e-05
"p26081",6.25947304247493e-05
"p26091",5.99239700164889e-13
"p26093",2.08319689365322e-07
"p26099",5.42458262984005e-06
"p26101",0.000293717116118652
"p26103",0.00019820384069252
"p26105",0.00022751424361127
"p26111",0.00176654049110797
"p26113",1.13696229164643e-05
"p26115",0.0097623826881025
"p26117",0.000139948166585324
"p26125",9.22101661257929e-06
"p26133",1.76669897802387e-05
"p26137",0.000377257483460939
"p26139",0.00659652077263103
"p26147",0.00703104928229496
"p26149",2.63472512889098e-07
"p26153",6.23244643313794e-07
"p26155",1.19847940032978e-12
"p26157",2.6195164253008e-07
"p26159",0.00186893956041689
"p26161",9.15640059571051e-07
"p26163",0.00171751694711283
"p26165",1.1033243306215e-05
"p27005",1.44362836166723e-08
"p27007",3.17300675108881e-05
"p27013",0.000544270958283086
"p27015",8.44598395397403e-08
"p27017",2.50548111035942e-08
"p27019",1.74230201226312e-06
"p27025",1.1509596921067e-07
"p27027",3.66045570845723e-08
"p27031",1.08980128830787e-07
"p27033",1.09676445362379e-07
"p27037",0.000249223168688529
"p27041",1.24785675162337e-08
"p27043",1.37638767491173e-07
"p27045",1.74618448628049e-07
"p27049",0.0001484977914424
"p27053",0.000568431247732622
"p27059",1.36513299455912e-05
"p27061",0.00352456365577947
"p27063",1.02769608578278e-08
"p27065",1.21399970856405e-07
"p27067",4.17915759291995e-08
"p27079",3.08476013611182e-07
"p27083",6.58672293627243e-08
"p27085",1.46369564082239e-05
"p27091",3.8624318463566e-05
"p27093",2.39833105957293e-07
"p27095",2.20406354117648e-07
"p27099",5.21310698466984e-05
"p27105",4.67341049761595e-08
"p27107",8.22156868626228e-09
"p27109",2.10854718985297e-05
"p27113",4.35587338049858e-09
"p27115",5.66841206535774e-07
"p27123",0.000505196991321906
"p27127",1.98216508020542e-07
"p27129",1.76176471848477e-09
"p27131",0.000170724609430527
"p27133",3.54779864482623e-08
"p27137",8.46924440171945e-05
"p27139",5.24192214473991e-05
"p27141",0.00634795046181332
"p27145",4.28678104306957e-08
"p27147",1.15896241845446e-05
"p27151",6.3028031663343e-08
"p27161",8.04011890505235e-08
"p27163",0.00098584244539936
"p27165",7.94220313804541e-08
"p27169",3.35214688272239e-08
"p27171",5.73153597537311e-07
"p27173",8.22096944656211e-09
"p28007",0.000847525144413937
"p28009",0.00136924615368918
"p28019",0.00417510615188357
"p28027",9.20343917437833e-05
"p28033",0.00114807984318454
"p28039",2.01267453060374e-05
"p28047",0.000949381168924056
"p28049",0.000764429554948982
"p28059",0.0041652548873133
"p28065",3.4704944463941e-05
"p28067",0.000392287716689703
"p28069",0.00111879335831918
"p28073",2.5472347544156e-05
"p28075",5.19486289230244e-07
"p28087",0.00117397618697323
"p28107",0.00109627916294805
"p28129",8.48406156208955e-05
"p28149",0.000121321878537919
"p28151",0.000313446193974866
"p29007",0.000124490708408526
"p29013",2.9164396967325e-08
"p29019",2.32135536434443e-05
"p29021",1.32281564571699e-06
"p29023",1.98177437592091e-06
"p29027",8.21972902038277e-07
"p29031",3.73671495270021e-07
"p29037",0.000601979241305934
"p29051",3.88797503781583e-06
"p29069",0.000350947692443405
"p29071",0.0103945634095514
"p29077",0.00175219383097934
"p29079",1.14608787334436e-07
"p29091",2.22226904250719e-06
"p29095",0.00222987370051377
"p29097",0.000756157686082288
"p29099",0.00297393536891049
"p29101",8.93671326930909e-05
"p29107",7.10137336112234e-06
"p29115",1.52188906650877e-08
"p29117",6.60000508422658e-06
"p29121",1.73213531151012e-05
"p29123",7.86043568247851e-06
"p29143",0.00447023920070343
"p29147",9.01610659710791e-06
"p29163",5.30460657235918e-05
"p29165",0.00351930869993155
"p29171",5.87254906161591e-10
"p29175",0.00460829485505933
"p29183",0.00252552000952237
"p29187",3.77275322826813e-08
"p29189",0.00013739792646404
"p29195",3.91974672671857e-06
"p29199",4.50208786733881e-09
"p29201",0.00106525916631759
"p29205",4.78594771330692e-08
"p29207",3.04765731121656e-05
"p29217",1.37567877434644e-06
"p29510",6.70531906457176e-06
"p30003",0.000477540120244716
"p30017",3.35303375747863e-07
"p30021",7.75374225234355e-07
"p30023",0.000165563579611696
"p30083",4.82151858190871e-07
"p30085",5.43670075467663e-05
"p30087",0.00730471702034603
"p30093",4.57512158404772e-05
"p30111",0.000253498144110266
"p31001",0.00102122951579955
"p31023",8.86814832274019e-09
"p31025",8.49595059758876e-05
"p31027",7.71221494112212e-10
"p31033",4.46433576622842e-10
"p31039",4.66124593170261e-08
"p31041",2.23354613442459e-08
"p31049",2.25074431381932e-09
"p31051",8.41332539031504e-09
"p31053",0.000209853335514748
"p31055",0.0012626078410226
"p31061",6.5844458254118e-09
"p31063",1.44638486428799e-08
"p31065",2.04556464048287e-08
"p31067",0.00012992229734894
"p31071",1.76116547878461e-09
"p31073",9.6684329423104e-06
"p31077",3.13162667306171e-09
"p31079",0.000368130014757192
"p31083",1.20824700744247e-08
"p31089",1.1171625730174e-08
"p31097",7.24756447761427e-08
"p31105",7.55563360746904e-08
"p31109",0.000838175773653781
"p31111",0.004671923469319
"p31119",2.48684475568429e-09
"p31127",2.28693839170928e-08
"p31131",0.00454490230948181
"p31145",1.59188086272773e-06
"p31147",6.17067081244795e-08
"p31151",3.40248301753624e-08
"p31153",7.84851129183699e-05
"p31155",7.137544068664e-09
"p31169",1.52322956571804e-06
"p31173",2.94100852443926e-08
"p31175",4.05673292217627e-08
"p31179",3.161732475598e-07
"p31181",2.94598221395063e-08
"p31185",9.88505809392001e-09
"p32001",1.13471100801688e-05
"p32003",0.00520691666179142
"p32011",0.000838341492194382
"p32013",0.00104819149713488
"p32015",2.38732542323971e-06
"p32019",0.000231071879974254
"p32029",0.00102658882744353
"p32031",2.2793801813711e-06
"p33003",1.55810112158973e-06
"p33007",7.24852541839745e-05
"p33009",5.19367040529911e-08
"p33013",0.00027794517155405
"p33015",0.00134013663449435
"p33017",5.99239700164889e-13
"p34001",2.49179681264248e-05
"p34003",0.000592808548843375
"p34005",2.06596497706337e-05
"p34007",0.000141788137477838
"p34011",9.67857291697277e-05
"p34013",0.00105881542616846
"p34015",0.000789922811164756
"p34017",0.00050182488556249
"p34019",3.94164666064874e-05
"p34021",1.56315810541942e-05
"p34023",0.00273178405503545
"p34029",0.000186866210584408
"p34033",0.000191049365106128
"p34035",5.05301686287641e-07
"p34039",0.00244688748004232
"p35001",0.000209742948371101
"p35013",0.000477650781840146
"p35023",5.40798189242638e-05
"p35025",0.00147651270925741
"p35029",0.000837780198149751
"p35037",1.48372948240227e-07
"p35045",0.00894887208252132
"p35061",3.27479612336556e-05
"p36001",0.0013398459205447
"p36003",1.275231818846e-05
"p36005",8.877268151737e-05
"p36009",3.21159581028842e-05
"p36013",2.56967765943808e-05
"p36019",3.36322808318181e-05
"p36027",0.00135404134096237
"p36029",5.3273607824059e-06
"p36031",1.05603413120358e-07
"p36037",8.06441807489404e-07
"p36039",0.0010994077706515
"p36045",9.23779532418391e-07
"p36047",0.000488088770390202
"p36049",1.1596684426692e-06
"p36055",1.79771910049467e-12
"p36059",0.000856556064815673
"p36061",0.000806632579642629
"p36063",7.85671865854236e-05
"p36065",8.28482982216899e-06
"p36067",5.28130783319692e-05
"p36069",1.79771910049467e-12
"p36071",0.0013927279569844
"p36075",0.00090038634169383
"p36081",0.00391328643916436
"p36083",0.000894307344368432
"p36085",0.000412238531811408
"p36087",0.000543355999559054
"p36089",1.75317761358141e-07
"p36091",0.000168765041080175
"p36099",2.99619850082445e-12
"p36103",0.00238977172283804
"p36119",0.000114689843492479
"p36121",5.3582665699419e-06
"p36123",0.000205566967947072
"p37007",0.000136949630450429
"p37021",0.00105146411052763
"p37023",2.22174111233134e-08
"p37027",3.60167029387105e-08
"p37035",0.00346094511234219
"p37045",0.00322693181336431
"p37049",2.03943465804606e-05
"p37051",2.27451201797093e-05
"p37055",5.55662989168898e-07
"p37057",4.70762708449537e-08
"p37071",0.000197209243012336
"p37081",3.15488915822211e-07
"p37083",9.24218175878912e-07
"p37095",1.34817546982797e-07
"p37097",2.15366748239261e-09
"p37109",8.15044300868267e-05
"p37119",1.8109023738983e-09
"p37129",0.000986962346497807
"p37145",0.00444354086146583
"p37153",0.00281204922506339
"p37155",1.90642118210458e-06
"p37157",0.0015978868900356
"p37159",0.00243080399734924
"p37161",2.93627453080796e-10
"p37167",1.48764251764435e-07
"p37169",0.00388896442151138
"p37179",3.06766382746611e-07
"p37183",7.49837625411828e-07
"p37191",0.0018029402352539
"p38053",0.000222979835750703
"p38055",0.005082553418858
"p38057",0.00885140864201421
"p38059",4.48366705918383e-05
"p38065",0.00298361106703492
"p38093",7.74194064591659e-05
"p38097",1.01295478915873e-08
"p38105",0.000115488073319117
"p39007",2.9906987387803e-05
"p39011",8.42639001425804e-06
"p39017",0.0012904608288719
"p39019",0.0013949696791453
"p39025",0.00201131508942754
"p39029",0.00198993076410651
"p39033",5.59792949182435e-07
"p39035",4.64890159387921e-08
"p39037",7.418100485937e-05
"p39039",0.000126218129501315
"p39043",5.99239700164889e-13
"p39049",5.13830065700388e-08
"p39051",2.08068008691253e-08
"p39053",0.011038563941131
"p39061",0.00394064564091669
"p39069",6.80389938840619e-07
"p39077",2.6180782500204e-08
"p39081",0.0105856582515577
"p39083",8.58818353482316e-08
"p39085",3.27471912106409e-07
"p39087",0.00256949199700178
"p39093",0.000554619924382526
"p39095",0.00213280258223836
"p39101",2.00146059855073e-08
"p39103",2.36163961273184e-07
"p39111",0.000581887775638005
"p39113",0.000524201977886426
"p39119",0.00105232893625911
"p39123",1.65451279694926e-07
"p39129",0.000149434920836859
"p39139",9.55224036444843e-08
"p39143",0.000999554556826979
"p39145",6.08944998333554e-05
"p39149",3.06482343128733e-07
"p39153",2.30291412211568e-07
"p39155",0.00155836821351041
"p39157",8.10027346250546e-05
"p39161",0.000209828634854307
"p39163",0.000551380136741303
"p39167",0.00295868128849325
"p39169",2.74917290051798e-05
"p39171",2.35143456063803e-06
"p39173",0.000390872471316434
"p40015",0.000618833050828256
"p40017",0.00030200092903105
"p40023",0.000640285591799039
"p40031",9.63196297446249e-05
"p40059",3.72894880618607e-08
"p40071",7.48458055774109e-05
"p40073",5.58952815122804e-08
"p40079",0.000575250192232181
"p40083",4.12649269278332e-05
"p40087",0.000573805279100596
"p40097",0.00282454103637624
"p40101",0.00123184133536935
"p40103",0.00179559920016938
"p40107",5.12236207945889e-06
"p40109",0.0014796523016238
"p40113",1.55469144769579e-07
"p40119",4.48763330691129e-05
"p40121",0.00140897352862322
"p40131",0.00246536687046963
"p40133",0.000607020477715545
"p40143",0.00133944820935037
"p40145",0.00110108220876772
"p40153",4.50726308116135e-05
"p41003",5.99239700164889e-13
"p41009",0.00109953398311639
"p41029",7.79011610214356e-12
"p41035",0.000655808832113162
"p41047",4.7119828979519e-05
"p41049",0.00198336299632043
"p41059",0.00166770676438458
"p42001",0.00150383377539522
"p42003",0.0014470835508126
"p42005",0.00373397972788272
"p42011",0.00174503713580909
"p42015",0.00152736041320557
"p42017",0.00210940415835349
"p42021",0.00266865796678377
"p42025",0.000490179536280508
"p42033",0.000429364454283855
"p42041",4.26697976641732e-06
"p42043",2.42341523342184e-05
"p42045",0.00263875250026633
"p42049",3.32272421344429e-08
"p42051",0.00129596586662237
"p42055",8.89342023838716e-05
"p42059",0.000978095402047625
"p42063",0.00776069800865981
"p42069",0.00222054350242782
"p42071",4.13990739255915e-08
"p42073",0.00171611576289913
"p42075",0.00135113943702304
"p42079",0.00127181920388361
"p42081",0.00150253787220368
"p42089",1.6437504519343e-07
"p42091",6.49628627996324e-06
"p42093",0.000803716486905683
"p42095",0.00280589392355078
"p42097",0.000160455556139783
"p42101",0.000212627515706661
"p42107",0.00136626786766147
"p42109",0.00192286850336869
"p42115",1.50625220615282e-05
"p42117",1.64569678248044e-06
"p42121",0.000402112373818805
"p42123",4.55901803581328e-06
"p42129",0.00168503709231267
"p42131",1.7620376721682e-05
"p42133",0.00386447417090803
"p44005",0.000267550724359847
"p44007",0.00157142570110782
"p44009",1.76999827196504e-07
"p45001",4.82993190729902e-08
"p45003",0.000575543348083617
"p45005",4.25460187117071e-11
"p45007",0.0029267094858896
"p45013",1.28895290988052e-05
"p45015",0.00615195463185388
"p45017",0.000647925283755448
"p45019",8.25372388857313e-05
"p45021",0.000611532097089555
"p45031",4.26702980293228e-05
"p45039",2.89659767178064e-06
"p45043",0.00171556528573033
"p45051",3.34248953571453e-06
"p45053",0.00130336773532277
"p45061",5.99239700164889e-13
"p45063",0.000244943375379603
"p45073",6.08662145210282e-07
"p45075",0.000885600307631478
"p45077",4.01948280416271e-05
"p45079",0.00116308818618706
"p45083",3.41566629093987e-08
"p45087",5.40741920634793e-08
"p45091",5.90161218707391e-08
"p46005",1.1958006790221e-05
"p46011",0.000223635157095927
"p46013",8.08331713625372e-05
"p46025",3.13162667306171e-09
"p46027",4.9174436746317e-06
"p46029",3.07080923665228e-06
"p46039",6.59588459220031e-05
"p46049",4.69803924929273e-09
"p46051",0.00127805004315587
"p46077",2.71299182612952e-07
"p46099",5.23661761499008e-05
"p46103",1.36709226868277e-05
"p46117",1.58055463315491e-08
"p47001",0.000760750047013498
"p47067",2.10180927874034e-07
"p47073",0.00115275908428444
"p47075",0.00120236189711826
"p47085",0.00039883987428159
"p47145",0.00251137635802164
"p47157",0.00126337037054486
"p47161",0.00503954003992086
"p47165",0.00308998723390531
"p47177",3.61947969775995e-07
"p47179",2.20393110920274e-06
"p47183",0.000283375086218742
"p48003",5.93930436421428e-07
"p48013",0.0016315820784519
"p48021",0.00185739911343758
"p48027",0.0019451479256139
"p48029",0.00659586745274641
"p48035",0.00116085137839095
"p48039",0.00167850574871253
"p48041",8.04462848341594e-05
"p48057",3.38264986133194e-05
"p48061",2.88197238796253e-05
"p48071",0.00214957188518044
"p48073",0.000116363353985643
"p48085",2.96183510021849e-05
"p48089",3.30918199546027e-05
"p48091",5.99239700164889e-13
"p48113",0.000503099252678449
"p48121",0.000142302475099564
"p48135",0.00194368400759522
"p48139",0.00175167509194201
"p48141",0.00140332837484834
"p48149",0.00694179965811012
"p48157",0.00912034341592777
"p48161",0.001606100014236
"p48163",0.000155804920346211
"p48167",0.000556807239773322
"p48175",0.00185482195367125
"p48181",0.000845423823515553
"p48183",0.000137245723175637
"p48185",0.00112604444452852
"p48187",0.00282819488666548
"p48189",0.000526139182011928
"p48199",5.36359884448985e-05
"p48201",0.00642138315830699
"p48203",0.00336229070989679
"p48209",0.000941518379428035
"p48213",3.62747739049423e-05
"p48215",0.00139593928014063
"p48221",0.0021700780822479
"p48227",5.73131833151401e-05
"p48231",1.30022430902078e-05
"p48233",0.000240784161682384
"p48237",0.00141870764063363
"p48245",1.13227539825556e-07
