,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,21.428,50.816,77.369,97.554,120.71,146.37,198.86,277.513,467.662,668.996,816.292,957.8,1096.901,1311.309,1399.746,1532.544,1752.938,1754.564,1769.356
p10,534.6252872,865.8653054,1726.128,3291.404,4877.344,5931.925,6147.615,6368.703,6672.483,7061.748,7504.622,7932.269,8310.751,8689.697,9078.42,9459.059,9796.95,10067.59,10359.322,10388.133,10485.105
p100,0,0,0.592,1.695,4.031,7.392,12.306,18.391,27.752,41.845,63.218,85.198,103.866,119.794,133.341,145.977,154.025,160.955,166.81,170.194,172.604
p101,8.377123095,26.91038637,61.965,111.178,234.973,510.552,944.278,1588.238,2561.13,4024.941,6141.698,7185.81,8141.278,8978.215,9726.252,10416.094,10986.83,11503.972,11973.466,12384.962,12728.031
p102,5.087078563,14.23755315,24.951,41.035,90.184,208.753,367.455,598.674,980.696,1589.192,2577.799,3076.521,3572.186,4031.469,4421.147,4801.038,5104.841,5390.802,5647.23,5879.182,6069.627
p103,0,0,13.344,26.579,46.844,73.701,112.593,165.395,266.053,453.654,805.533,1291.02,1856.973,2436.943,2942.562,3387.883,3694.27,3907.964,4095.356,4209.197,4311.455
p104,0,0,1.039,2.167,3.799,4.983,6.976,10.173,16.274,28.34,51.188,83.41,121.922,162.945,199.872,235.827,262.806,280.986,296.168,305.457,313.679
p105,0,0,3.572,9.89,44.339,93.234,170.453,206.817,268.117,366.559,518.225,734.988,977.703,1233.503,1483.657,1723.665,1898.115,2024.133,2137.53,2198.592,2249.271
p106,0,0,1.215,3.116,14.916,34.146,62.648,72.622,89.452,116.116,155.662,216.796,284.8,369.681,458.298,543.543,605.373,647.51,682.788,706.447,727.052
p107,0,0,1.472,4.123,18.582,45.298,88.409,108.426,141.438,193.655,274.547,395.954,543.464,710.17,877.836,1041.937,1164.532,1255.092,1327.502,1367.105,1400.488
p108,0,0,0.131,0.607,5.372,7.172,9.454,12.454,16.781,23.146,32.753,45.818,62.96,84.753,111.242,142.557,176.666,212.306,247.667,280.548,310.624
p109,0,0,0.102,0.318,4.332,6.062,7.917,10.385,14.579,21.816,34.405,53.06,80.017,118.553,173.611,249.997,348.444,470.3,612.524,765.621,925.159
p11,107.3777754,132.949176,215.118,438.686,685.081,861.215,880.531,899.021,924.644,961.388,1010.034,1056.01,1097.927,1132.34,1177.775,1239.463,1305.54,1365.037,1434.155,1441.707,1472.635
p110,0,0,0.113,0.398,2.924,4.218,5.841,7.954,11.11,15.858,23.166,33.358,47.057,65.015,87.412,114.135,143.397,173.613,203.25,230.375,254.447
p111,0.030012846,18.41141759,24.632,30.74,44.09,54.076,70.859,98.848,146.323,225.688,358.644,563.14,856.08,1242.06,1703.3,1862.526,2008.047,2139.826,2252.109,2334.851,2399.987
p112,0,15.96889695,36.319,44.224,60.834,70.885,85.038,105.284,139.617,196.711,287.391,419.509,601.413,837.211,1120.744,1245.174,1366.609,1485.685,1601.106,1703.552,1799.055
p113,0.00074308,3.858751976,6.395,7.927,11.557,14.329,19.038,27.012,40.656,63.743,102.744,164.421,255.533,378.898,528.837,580.108,620.642,658.943,688.453,704.819,718.048
p114,0,5.660933492,10.701,13.086,18.748,24.363,32.959,46.309,68.895,105.956,166.987,260.057,392.4,566.643,775.279,852.175,924.982,988.905,1037.966,1071.648,1096.647
p115,0.438228156,35.5977707,68.319,93.744,125.393,237.75,334.699,432.947,591.872,833.789,1156.805,1477.571,1523.472,1563.701,1594.234,1624.148,1646.375,1664.704,1681.342,1690.092,1699.148
p116,0,0,21.655,35.604,49.543,51.073,52.935,55.321,58.892,64.529,73.723,87.028,105.77,131.859,167.255,213.816,269.682,332.994,399.578,463.283,521.326
p117,0,0,3.575,5.062,6.243,6.313,6.397,6.499,6.803,7.479,8.848,11.005,14.364,19.639,27.695,39.716,56.794,79.961,109.672,144.785,183.188
p118,0,0,1.281,3.265,7.203,10.828,15.767,22.084,34.199,54.696,88.91,134.682,191.445,256.925,325.541,392.294,439.331,473.024,501.113,515.149,524.546
p119,0.123533323,4.106571736,9.508,10.656,12.148,13.256,15.361,19.555,27.354,40.778,62.872,91.286,97.875,103.873,110.251,115.951,119.044,122.394,125.163,126.712,127.738
p12,0.408189973,14.22757422,17.711,58.116,84.283,88.939,91.039,92.815,97.4,107.554,129.249,153.495,175.666,196.286,213.698,241.772,259.349,273.203,295.185,302.008,322.122
p120,0.304902382,2.880211639,7.697,8.681,9.91,10.664,12.062,14.929,20.342,29.749,44.909,62.951,67.815,71.903,75.693,79.745,82.676,85.063,86.717,87.566,88.325
p121,0,8.308360209,28.59,71.095,108.603,130.543,142.65,152.404,174.113,207.784,222.917,237.571,249.586,262.061,274.717,287.513,298.58,308.862,317.688,324.737,330.108
p122,2.438565672,132.0154459,137.702,166.692,247.979,392.35,588.99,842.867,1201.19,1732.479,2483.104,3204.698,3353.521,3541.545,3740.255,3933.79,4071.847,4179.399,4256.103,4299.565,4328.363
p123,0.002115553,75.49163979,173.072,565.12,839.98,1005.481,1098.782,1179.664,1337.349,1583.922,1726.58,1864.442,1998.447,2127.32,2251.814,2365.74,2460.568,2538.925,2605.33,2651.585,2695.831
p124,0,0,0.06,0.146,0.297,0.506,0.889,1.383,2.245,3.753,6.144,8.689,11.79,15.207,20.203,24.447,27.186,29.108,29.797,29.855,31.092
p125,0.947636682,17.6,27.561,62.168,92.367,114.329,137.256,162.864,198.554,248.922,318.852,335.064,352.324,370.918,390.705,410.173,425.214,439.571,450.111,456.888,461.622
p126,4.57672123,816.9,1210.57,1625.246,2169.931,2580.773,2874.219,3126.017,3471.591,3934.755,4556.038,4683.45,4819.686,4959.949,5084.018,5227.351,5347.449,5460.553,5555.107,5620.859,5675.18
p127,3.257673856,107.8581726,274.693,657.62,1159.377,1372.033,1413.194,1460.935,1532.511,1639.049,1799.254,1944.813,2085.664,2219.486,2390.337,2592.174,2754.23,2890.043,2990.754,3057.988,3100.557
p128,7.216393541,16.04182742,60.007,193.067,340.29,501.776,555.481,614.04,693.359,801.162,947.797,1075.581,1185.164,1272.428,1366.285,1462.431,1532.777,1587.189,1624.628,1648.508,1665.306
p129,0.188722468,8.9,26.012,101.072,137.683,157.796,177.548,198.577,224.789,257.815,272.415,288.552,305.942,324.731,345.212,370.41,395.488,419.367,441.105,459.585,476.853
p13,0.543822861,29.67242578,65.487,198.202,279.207,317.936,335.597,346.655,368.039,399.586,446.016,484.62,517.384,542.913,572.144,605.833,625.63,638.157,656.693,664.452,683.084
p130,0,0,5.181,52.207,85.544,114.525,120.725,124.638,129.948,138.252,152.317,164.437,175.46,186.282,196.164,213.655,229.203,243.303,256.709,273.013,295.241
p131,2.936474285,178.4,681.585,1491.897,2384.945,2698.583,2949.238,3016.269,3091.928,3203.201,3375.824,3539.123,3690.599,3824.013,3948.184,4100.741,4223.11,4325.621,4415.347,4483.203,4532.096
p132,1.362208484,36.6,115.181,309.188,515.555,631.33,749.984,796.115,859.295,949.077,1091.731,1219.153,1329.159,1423.742,1509.633,1618.539,1704.086,1773.558,1825.091,1861.436,1890.437
p133,0,0,0.082,10.291,94.754,113.9,141.447,164.602,184.169,215.008,263.993,285.434,296.107,305.081,315.405,348.306,367.799,377.201,388.013,394.175,396.024
p134,1.440997601,5.640375641,25.23,40.666,55.786,70.394,87.433,108.447,136.158,173.878,223.612,282.047,348.992,386.228,426.905,473.029,520.244,566.805,609.623,648.501,684.648
p14,0,0,0.125,0.482,2.109,5.928,12.944,25.521,33.554,46.149,64.912,78.083,89.601,98.52,105.977,116.094,119.508,127.194,132.829,137.032,140.569
p15,0,0,0.418,2.813,14.834,32.468,58.18,92.421,111.249,141.092,187.943,219.67,242.606,261.865,278.302,299.938,308.185,321.674,333.706,346.071,356.266
p16,0,0,0.251,2.812,13.16,20.273,30.649,46.739,54.349,66.593,86.283,101.218,113.031,123.855,132.486,143.461,148.364,155.459,161.272,166.742,172.606
p17,0,0,0.33,1.709,3.536,4.251,5.056,6.133,8.191,11.801,17.931,25.841,35.126,44.974,54.428,63.879,71.119,78.299,84.714,90.529,95.567
p18,0,0,0.286,1.62,3.483,4.199,5.061,6.206,8.103,11.099,15.975,22.018,28.909,36.069,42.944,49.867,55.236,60.646,65.022,68.77,71.896
p19,0,0,0.012,0.069,0.149,0.186,0.238,0.312,0.427,0.602,0.862,1.184,1.541,1.884,2.18,2.441,2.624,2.773,2.891,2.973,3.021
p2,4.25E-05,3.598774958,9.783,22.535,35.634,43.442,51.47,61.013,84.48,128.034,217.448,285.915,327.382,367.359,407.232,474.137,509.231,554.14,619.111,620.009,625.825
p20,0,0,0.177,1.007,2.237,2.775,3.619,4.775,6.632,9.746,14.724,20.813,27.436,33.891,39.266,43.892,47.245,49.935,52.218,53.977,56.159
p21,0,0,0.091,0.234,0.905,1.583,2.531,3.855,5.641,7.981,11.02,14.424,18.371,22.943,25.889,29.568,33.264,37.604,42.763,48.249,54.339
p22,0,0,0.001,0.003,0.04,0.128,0.312,0.656,1.19,1.932,2.922,3.944,4.891,5.958,6.917,7.938,8.706,9.498,10.514,11.392,12.38
p23,0,0,0.021,0.069,0.233,0.56,1.245,2.44,4.242,6.802,9.977,13.075,16.086,19.4,22.395,26.146,28.66,30.95,33.99,36.603,39.356
p24,0,0,0.24,0.78,2.022,3.48,6.044,9.939,14.853,20.245,25.917,31.414,37.23,43.862,48.593,54.387,60.244,66.843,74.497,82.377,91.063
p25,0,0,16.56,156.402,295.006,382.317,412.943,419.438,425.389,444.472,498.697,539.879,574.515,602.629,625.926,654.616,672.713,693.96,710.268,721.23,736.844
p26,0,0,1.032,9.11,17.955,24.597,26.961,27.393,27.624,28.376,31.055,33.172,35.271,37.148,38.934,41.047,42.489,44.377,46.134,47.252,48.585
p27,0.432030983,12.67567255,20.336,33.634,50.531,56.152,59.135,62.044,67.01,75.584,88.212,97.132,105.81,114.573,123.518,132.182,139.328,145.654,151.191,156.289,160.171
p28,7.941410686,257.0910799,476.657,736.838,1060.316,1187.76,1316.129,1454.707,1621.123,1832.319,2078.926,2309.147,2509.646,2687.113,2834.456,2964.425,3063.793,3152.154,3225.327,3289.699,3342.544
p29,0.033362992,3.953283745,4.665,7.237,10.154,10.877,11.559,12.237,13.149,14.341,15.739,17.238,18.579,19.874,20.976,22.013,22.898,23.78,24.601,25.35,25.959
