*Dollar.Year,Deflator
2004,1
2005,0.967211529
2006,0.936857351
2007,0.910896792
2008,0.877211857
2009,0.880345888
2010,0.866482174
2011,0.839614509
2012,0.822345259
2013,0.810192373
2014,0.797433438
2015,0.796636802
2016,0.786413427
2017,0.77023842
2018,0.752185957
2019,0.738886009
2020,0.730124515
2021,0.697349107
