,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.6049,60.7008,99.4292,143.2656,147.4094,161.4955,198.3032,270.1054,393.0792,494.3747,565.8933,616.1414,654.69,699.5412,741.9,777.461,786.3455,835.8763,888.2161
p10,534.6252872,865.8653054,1685.7543,3167.1349,4733.5348,5583.7672,6348.6575,6518.8034,6792.6297,7239.6199,7893.0437,8443.2444,8908.3268,9303.8096,9667.8416,9978.1267,10263.9207,10944.3505,11087.3608,11532.6519,12013.4775
p100,0,0,0.4863,1.3273,3.0313,7.0335,13.1786,22.5242,27.686,37.9019,54.5397,69.9692,82.9387,93.5848,103.596,113.8558,122.307,131.5556,144.6785,152.8157,165.7395
p101,8.377123095,26.91038637,62.215,106.5277,211.1807,425.3258,744.1001,1212.9063,1936.7012,2965.7696,4474.9746,5859.7096,6121.4046,6374.6676,6595.1885,6796.4368,7000.2091,7214.0218,7288.8771,7323.607,7636.004
p102,5.087078563,14.23755315,24.6023,45.3236,111.6072,219.0826,359.2641,574.8826,926.6435,1427.1212,2141.7158,2756.3349,2857.6271,2952.4959,3042.104,3122.4392,3206.1291,3305.0367,3326.9273,3342.2463,3504.228
p103,0,0,12.7595,25.0533,44.5345,60.4283,83.0972,125.609,217.5433,408.3408,810.6459,1289.4726,1778.3261,2220.0729,2595.9386,2896.0687,3150.9737,3315.7302,3603.3573,3884.7822,4108.3759
p104,0,0,0.9881,2.1842,3.7832,4.8472,6.4594,9.2857,15.0711,26.0595,44.1574,65.4933,87.0221,106.8494,123.9878,137.9151,152.011,165.9533,184.1445,203.2609,222.6954
p105,0,0,3.5298,9.303,43.068,65.2507,96.7621,112.5512,144.7274,207.6484,333.2485,474.787,617.5467,759.3971,903.6754,1048.1738,1197.8931,1355.2407,1543.8088,1723.4026,1881.8277
p106,0,0,1.1949,3.3483,14.4902,24.3761,40.0515,44.512,53.5339,70.3556,107.1055,146.8676,184.9299,223.8491,263.0573,305.5475,356.8635,411.6508,470.0185,505.1216,538.4025
p107,0,0,1.5343,4.4776,20.2795,41.8691,66.195,77.6974,102.5115,149.7302,247.395,361.8556,480.4885,597.9797,716.2781,827.0269,935.0933,1039.0736,1146.8631,1240.3622,1329.9434
p108,0,0,0.1379,0.6118,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.9783,6.0091,7.5181,9.5136,12.184,15.7584,20.3811,26.2248,33.5054,41.7179,51.1957
p109,0,0,0.1597,0.6724,5.0395,5.0395,5.0395,5.0395,5.0395,5.0395,5.6432,7.634,11.5075,17.104,25.2054,37.0143,54.0752,77.9998,112.1751,159.401,222.7901
