,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p12,0.4,14.2,28.5,69.6,88.7,94.7,103.7,115.7,133.8,165,215.1,265.3,299.6,307.1,313.6,321.9,326.9,337,355.5,372.4,392.1
p120,0.3,2.9,4.5,5.3,6.7,13,20.9,29.5,39.9,56.3,80.5,88,91.6,92.6,94.1,95.7,97.7,99,101.4,103.7,105.9
p121,0,8.3,28.7,79.7,112.3,114.3,126.9,147.4,176.3,194.8,233.2,259.9,274.9,275.9,277.1,278.8,280.8,283.5,286.3,289.5,294.3
p122,2.4,132,154.3,192.6,282.1,460,746.4,1183.8,1838.3,2791.5,4142,4484.3,4652.1,4680.9,4710.2,4741.3,4776.8,4825.3,4879,4937.9,5029.9
p123,0,75.5,173,556.5,836.3,918.2,1086.6,1303,1572.5,1763.6,2101.3,2350.2,2496.4,2503.7,2512.2,2521.8,2532.9,2547.6,2566.6,2590.4,2641.1
p124,0,0,0,0.1,0.2,0.3,0.9,2.1,4.4,8.9,15.7,19.3,22.5,22.7,23,23.5,24.4,25.5,25.8,27,28.7
p125,0.9,17.6,27.6,62.2,92.4,107.1,138.5,188.3,254.5,341.5,418.7,476.5,508.5,514.6,519.9,525,538.1,554.3,560.6,575.4,595.6
p126,4.6,816.9,1210.6,1625.2,2169.9,2355,2615.6,2931.3,3341.4,3878.1,4540.2,4733.4,4860.1,4881,4905.8,4936.8,4974.7,5021.7,5075.1,5136.7,5226.6
p127,3.3,107.9,273.4,651.9,1126.4,1183.8,1261.1,1371.2,1526.5,1775,2198.5,2481.9,2694.4,2737.5,2793.4,2939.6,3138.3,3372.8,3661.6,3959.4,4060.4
p128,7.2,16,61.3,198.8,373.2,479.7,550.1,634.5,747.6,930.5,1197,1412.8,1564.7,1580.2,1601.2,1665.1,1741.3,1822.3,1906.6,1983.6,2010
p129,0.2,8.9,26,101.1,137.7,146.2,161,179.7,204.4,237.8,280.1,298.5,315.7,325.3,335.4,346.4,358.6,371.7,382.4,394.3,410.6
p13,0.5,29.7,54.7,186.7,274.8,320.4,379.9,454.7,555.3,669.7,814.9,944,1031,1052.7,1070.2,1091.7,1105.7,1131.8,1171.8,1208.2,1239.5
p130,0,0,5.2,52.2,85.5,123.7,161.4,210.3,267.9,338.1,433.5,506.1,561,574.7,589.3,605.5,624.2,648,658.2,676.2,718.2
p131,2.9,178.4,681.6,1491.9,2384.9,2557.4,2805,2975.2,3165,3384.8,3693.9,3914.7,4083.3,4108.1,4134.6,4167.6,4207.6,4262.4,4326.6,4398.1,4468.1
p132,1.4,36.6,115.2,309.2,515.6,596,728.2,837.9,974.1,1132.4,1339.2,1480.5,1580.9,1602.5,1623.2,1646.5,1669.7,1705.4,1749.9,1800.1,1850.5
p133,0,0,0.1,10.3,94.8,122.3,169.7,220.2,261.2,295.9,384.5,421.1,424.4,426.5,428.8,431.7,434.2,439.1,446,456.6,467.7
p134,1.4,5.6,25.2,40.7,55.8,69.8,92,121,158.8,207.8,269.7,338.1,390.3,428.3,468.1,507.9,546.8,585.5,617.9,649.7,687.1
p14,0,0,0.1,0.7,2.2,3.4,9.7,22.6,50.2,91.4,133.3,146.7,151.7,153.3,155.1,156.9,158.6,160.9,162.9,165.3,168.4
p15,0,0,0.4,3.7,19.2,38.8,83.3,134.1,196.9,266,349,399.8,416.2,417.6,419.2,420.9,422.9,426.1,431.1,438.6,449.1
p16,0,0,0.2,1.8,8.7,17.5,38.7,62.7,92.9,127.4,169.9,199.3,210.6,212,213.9,216.3,218.1,220.7,223.9,229.2,236.5
p17,0,0,0.3,1.5,3.2,4.2,6.4,10.2,16.7,28.9,48.9,70.7,92.5,98.3,104.1,109.7,114.7,120.1,125.5,131.6,139.8
p18,0,0,0.3,1.9,4,4.8,6.4,9.2,14.4,25.8,43.3,64.6,85.9,89.8,94.1,98.6,102.5,107.3,111.8,117,123.6
p19,0,0,0,0,0.1,0.1,0.2,0.2,0.4,0.7,1.1,1.6,2.2,2.3,2.4,2.5,2.6,2.8,2.9,3,3.1
p2,0,3.6,7.9,17.6,28.5,37.8,77.4,139.2,217.3,304,482.4,650.5,678.9,691.5,702.4,711.9,721.5,734.1,746.3,751.2,760.8
p20,0,0,0.2,1,2.2,2.7,3.7,5.4,8.8,15.6,25.7,37.6,49.3,51.9,54.8,57.5,59.9,62.7,65.1,67.9,71.1
p21,0,0,0.1,0.5,1.2,1.7,3.2,5.3,8.1,11.4,16.1,20.1,24.2,28.3,33,38.3,43.8,49.8,56.5,63.9,71.7
p22,0,0,0,0,0.1,0.2,0.3,0.4,0.6,0.9,1.4,1.9,2.5,3,3.7,4.5,5.3,6.2,7.2,8.4,9.8
p23,0,0,0,0.1,0.3,0.4,0.7,1.3,2,2.9,4.3,5.6,7,8.3,9.9,11.7,13.8,16.1,19,22.2,25.9
p24,0,0,0.2,0.5,1.6,2.2,3.3,5,7.5,11.3,16.7,22.1,27.3,32.5,38.5,45.5,53.3,62,71.1,80.8,91.8
p25,0,0,16.7,155,295.2,338,400.7,465.4,529.2,619.9,757.9,872.5,927.9,942.1,957.7,974,988.2,1004.3,1021.2,1042.3,1068.5
p26,0,0,0.9,10.6,17.8,19.8,27.3,36,44.5,52.1,59.8,64.5,66.8,67.3,67.8,68.4,68.9,69.6,70.3,71.3,72.6
p27,0.4,12.7,21.7,39.7,62.8,63.7,67.4,74.2,84,99.1,118.3,130,137.8,138.6,139.5,140.6,141.7,143,144.3,146,148.1
p28,7.9,257.1,470.9,711.4,1016.5,1031.7,1089.8,1198.8,1370.3,1615.2,1913.6,2166.3,2366.6,2398.3,2431.5,2473.5,2515.1,2575.4,2649.8,2747.2,2852.7
p29,0,4,5,8.3,12.5,12.8,13.2,14.1,15.6,17.9,21,24.2,26.9,27,27.2,27.5,27.8,28.3,28.9,29.8,30.8
p3,0.1,1.8,4.8,11.4,19,26,44.4,76.1,114.4,156.9,261.7,368.4,393.3,404,410.8,418.1,424,434.5,442.8,445.1,450.6
p30,2.4,48.9,108.1,208.7,330.3,340.5,356.3,389.1,451.5,533.8,630.5,690.9,736.3,747.6,759.5,772.7,786.2,801.3,817.1,836.4,857.4
p31,0.7,21.4,41.6,68.3,107.8,150.6,221.2,320.1,456.6,636.1,780.6,899.3,967.4,984,1002.5,1021.9,1042.2,1063.5,1086.3,1111.7,1133.4
p32,0,0,6.2,10,13.7,15.3,18.4,23.1,29.9,40.1,53.5,62.4,69.5,70.7,71.7,72.8,73.8,75.1,76.5,77.9,80.7
p33,2.5,132.7,203.7,276.2,396.3,435.5,523.6,640.9,793.5,992,1250.2,1465.2,1651,1698.9,1751.3,1807.1,1867.6,1931.3,1998.4,2068.1,2141.9
p34,0.9,34.2,88.7,119.9,172.6,189.5,215.1,251.5,301.2,370.3,464.8,555.2,634.3,665.7,695.8,725.1,753.3,782.4,812.2,842.6,874
p35,0,0,0.1,0.5,1.1,1.3,1.6,2.3,3.5,5.8,9.4,13.7,17.9,18.6,19.3,20.1,20.7,21.6,22,23.7,25
p36,0,0,11.8,18.9,25.6,28,32,37.8,46.1,58.4,77.4,93.6,105.6,106.2,106.9,107.6,108.5,109.6,110.6,113.5,116.3
p37,0,0,13.4,21.8,30.2,33.6,39.3,47.7,60.1,78.6,108,133.1,151.3,153.4,155.6,158,160.5,163.1,166,169.8,174.2
p38,0,0,19,30.7,42,46.9,55.4,68.2,88.1,121.5,178.3,229.8,270.3,277.2,284.2,291.3,298.5,306.7,313.4,328.9,342.9
p39,0,0,2.3,3.7,5.1,5.5,6.2,7.3,9,11.9,17,21.9,26.5,29.7,32.6,35.5,38.1,41.2,43.1,46.6,49.6
p4,0.1,0.4,2,3.3,5.9,10.2,18.7,42.7,89.3,142.3,187.8,208.4,216.8,225.5,230.3,236.3,241.2,247.8,255.5,258.6,265.2
p40,0,0,8.7,14.1,19.5,21.1,24.1,28.6,35.6,50.2,73.7,98.4,124.4,144.9,164.9,185,205,227.4,243.3,271.5,294.4
p41,0,0,14.3,22.9,31.3,33.6,37.1,42.2,51.2,68.4,100.4,134.7,172.4,201.6,232.7,265.5,299.5,338.7,368.3,417,458.8
p42,0,0,0.4,1.8,12,13.9,17.7,24.3,35.5,53.9,83.6,113.1,125.4,128.4,130.7,132.9,135.2,137.4,139.2,142.7,145.6
p43,0,0,15.9,80.9,590,617.7,674.4,777.9,958.7,1261.5,1748.8,2301.3,2457.1,2483.5,2508.2,2531.2,2555,2580.9,2601.3,2648.5,2683.2
p44,0,0,0.5,2.5,18,19.9,23.5,29.1,37.5,49.7,66.6,81.4,85.4,86.7,88,89.4,91.2,93,94.2,97.2,99.4
p45,0,0,4.6,9.2,18.5,19.7,22.1,26.1,32.4,42.9,61.3,82.9,108.3,132.4,158.5,186.6,216.2,246.8,273.7,292.2,309.8
p46,0,2.1,3.2,5,10.1,12.7,18.4,29.8,50.6,87.1,149.9,237.7,336.5,340.9,344.7,348.3,352.2,356.2,359.5,365.4,370.8
p47,0.1,5.7,20.6,28.9,39.9,45.9,57.5,73.7,96.4,127.8,159.1,185.7,203.6,213.5,224,234.7,245.1,256.3,267.7,282.5,295.6
p48,0,3,10.1,22.7,41,48,65.3,100.4,165.4,263.8,406.1,544.2,656.5,694.7,736.5,781.7,830.1,886,945.8,1039.3,1131.3
p49,0,0,0,0,0.1,0.2,1,2.7,6.1,11.5,18.9,23.8,27.8,30.3,32.6,34.8,36.5,38.6,40.5,44.5,47.1
p5,5.7,41.9,53.1,88.7,126.8,141.6,180,239.2,324.1,445.4,623.9,824.5,923.9,952.2,980.2,1007.9,1034.9,1062.3,1091.4,1125.8,1169.5
p50,0,0,0.4,1,4.4,11.2,31.6,80.1,172.2,332.4,567.5,835.3,1140.4,1356.1,1554.4,1729.7,1826.7,1996.1,2112,2333.6,2488.7
p51,0,0,0.1,0.3,1,3.6,12,32.1,70.4,135.9,241.5,349.9,468.1,546.7,617.9,680.4,717.9,781.1,825.6,901.2,956
p52,0,0,3.7,5.3,6.8,7.1,7.6,8.5,10.4,14.4,20.5,25.5,30.2,34.6,39,43.7,48.8,53.7,58.7,66.2,72.3
p53,0,0,21.6,35.3,49,56,67.7,87.3,121.9,183.5,284.3,386.5,496.6,599.5,707.8,821.4,944.4,1070.9,1191.4,1345.1,1473.9
p54,0.1,2.8,28,38.7,51.4,56,63,73,89.6,122,177.6,237.1,303,362.8,426.8,492.2,558.9,628.5,685.2,762.9,835.9
p55,0,1.7,13.2,18,23.7,25.8,30.9,38.4,49.7,69.4,100.6,134.9,173.6,206.9,241.5,278.8,316,359,393.3,443.5,488.7
p56,0,0,0.3,0.9,3.6,8.1,23.4,70.4,182.8,302.2,472.8,562.2,590.7,601.2,610.5,621.6,628.3,645,658.5,683.9,702.5
p57,0.7,1.2,2.3,5.4,9.3,11.4,16.1,26.8,48,88.4,152.8,220.6,274.1,282.5,292.3,304.2,318.3,338,361.8,395.6,434.8
p58,3,3.3,29.4,72.9,92.2,164.5,518.4,871.7,1228.9,1651.2,2400.3,2772.1,2903.8,2996.6,3071.5,3143.7,3211.5,3285.8,3364,3459.2,3578.1
p59,0.2,1.2,2.3,9.5,16.3,22.3,36.3,66.7,119.7,199.2,302.1,389.1,457.7,473.5,490.4,509.1,529,551.9,578.5,615.9,658.3
p6,0.2,9.8,11.9,19.5,27.7,31.3,38.6,49.3,65.8,89.7,124.5,165.7,195,207.8,220.1,232.1,243.3,253.8,264.9,277.2,291.8
p60,0,0.4,1.6,3.9,7.4,9.6,14.8,23.9,38.6,59.9,89.6,114.2,131.4,137.5,144.5,152.4,161.3,171.6,182.2,194.3,212.7
p61,0,0.7,1.6,4.4,9,13.3,21.7,36.2,59.4,93.2,142.5,186.3,215.1,222.2,230.2,239.4,249.9,262.2,275.6,290.6,317.9
p62,0.1,0.4,1.2,3.5,7.6,11.6,20.6,35.6,58.9,92.7,138.7,174.7,197.1,201.9,207.4,213.9,221.5,229.9,239.6,250.2,272
p63,0.2,12.2,28.6,83.8,169.5,249.5,462.4,849.7,1490.5,2447.8,3739.8,4614.9,5184.7,5298,5427.6,5575.1,5744.2,5970,6193.8,6482.5,6933.8
p64,0,5.9,9.5,26.2,49.6,71.2,133.3,251.9,453.8,767.6,1211.5,1514.6,1727.3,1760.4,1796.9,1840.7,1891.7,1962.2,2040.7,2133.2,2278.9
p65,0.1,6.3,9.9,27.7,53.8,71.9,121.7,223.1,408.8,736,1242.5,1647.3,1925.9,1974.1,2031.9,2101,2179.7,2291.1,2415.6,2552.4,2770.4
p66,0,2.9,5.7,14.8,26,33.7,52.3,93.1,169,302,507,706.8,863.2,888.6,918.3,952.5,991.6,1040,1102,1188.5,1292.2
p67,0,5.4,12.8,40.4,87.5,143.2,250,426.7,705.6,1124.1,1768.7,2330.5,2659.8,2682,2710.4,2747.1,2791.2,2847.4,2917.4,2997.8,3163.8
p68,0,0,1.1,5.9,42.3,45.7,51.9,62,78.3,104.2,145.1,191.7,205.6,208.6,210.9,213,215.2,217.7,219.4,224.4,227.1
p69,0,0,2,3.9,7.9,8.3,9.2,10.8,13.7,18.9,28.7,40,53.1,64.7,77.2,90.3,104.7,119.7,133.1,143.2,152.3
p7,0,1.6,3.6,5.9,7.7,8.1,8.7,9.7,11.2,13.4,16.8,20.8,24.3,25.9,27.5,29.1,30.5,32,33.5,35.2,37.3
p70,0,0,14.2,27.8,55.8,59.8,67.5,79.6,99.6,136.7,198.7,271.7,355,430.2,508.7,590,674.2,761.2,837.1,891.8,942
p71,0,0.3,2.1,2.8,3.7,3.9,4.4,5.2,6.3,8.7,12.6,16.8,21.6,25.8,30.1,34.7,39.7,45,50.2,57.1,64
p72,0.1,4.4,40.4,54.1,70,73.8,80,89.2,107.5,149.9,226,312,412.8,510.7,610.2,718.7,833.8,967.2,1103.5,1269.4,1433.7
p73,0,0.2,2,2.8,3.6,3.8,4.2,4.7,5.8,8.1,11.9,16.3,21.4,26.3,31.5,37.2,43.4,50.3,57.1,64.2,71.4
p74,0,0,0.1,0.2,0.4,0.6,1.3,2.7,5.5,11,21,31.9,43.4,48.2,52.4,56.3,59.5,62.9,65.3,70.2,75.1
p75,0,1.1,2.4,3.6,6.7,7.7,9.9,14.1,22,37.9,73.4,119.4,165.5,177.2,186.1,193.4,199.1,207.1,212.6,224.3,236.5
p76,0,2.4,4.4,6.6,13.5,15.3,20.2,30.3,49.4,85.2,150.5,230.8,317.9,326.6,333.4,339.3,344.9,352.9,358.4,371.1,385.2
p77,0,0.8,1.3,2,4.2,5.5,8.2,13.2,22.2,37.3,62.6,95.7,130.9,132.4,133.6,134.9,136.1,137.5,138.7,140.8,142.9
p78,0,1.7,2.2,3.3,6.6,7.8,10.3,15.2,24.5,42.8,76.9,124.2,175.4,182,186.8,190.5,195.4,202.5,206.3,215,223.3
p79,0.1,2.4,5.3,8.1,15.5,19,26.6,41.4,70.9,134.4,252.3,405.9,567,606.9,637.7,657.8,679.5,714,736,767.3,797.8
p8,0.8,8.8,36.5,63,92.8,94.4,96.3,98.9,103.2,109.9,119,126.9,133,134.1,135.2,136.4,138.6,141.1,143.6,145,145.8
p80,0.4,8.4,12.5,23.1,53.3,77.9,160.8,379.6,801.2,1368.7,2093.2,2410.2,2454,2476.6,2492.4,2519.3,2541.9,2577.4,2612.8,2659.3,2719
p81,0.1,1,2.9,5.1,10.6,12.8,20.5,40.8,86.9,173.8,324.1,402.5,425.1,425.7,426.6,427.7,428.8,430.3,432.1,435.8,445
p82,0,0.3,0.6,1.1,2.3,2.7,4.1,7.4,14.6,29,63.9,86.5,95.5,95.6,95.9,96.3,96.9,97.3,97.9,99.9,103.6
p83,0,0.4,1.3,2.2,4.5,5.3,8.1,16,35.1,72.2,134.3,165.4,174.6,175.1,175.6,176.3,177,178.2,179.8,183.2,192.4
p84,0,0.9,6.1,8.3,10.9,11.7,13.4,16,20.5,29.2,43.6,58.6,75.6,91.4,107.6,124.9,142.5,162,179.5,201.5,224.6
p85,0,0,1.4,2.5,8.2,25.1,73,219.3,534.8,900.8,1331.3,1536.5,1603.6,1637.1,1670.7,1709.2,1746.1,1793.6,1839.7,1895.5,1956.1
p86,0,0,1.2,2.8,4.6,11.3,89.3,187.1,257.6,317.3,388.5,432.2,457.2,475.5,490.2,504.1,516.7,528.6,541.9,559.5,578.6
p87,0,0,0.4,0.8,2.6,4.1,7.6,15.3,35.1,90.3,209.5,412.5,677.6,801.2,896.8,974.8,1031.3,1097.4,1159.5,1239,1327.5
p88,0,0,0.1,0.3,1,1.7,3.6,8.5,21.1,52,113.6,200.3,293,316.5,334.8,350.8,364.1,381,398.5,421.9,447.7
p89,0,0,0.8,1.4,7.6,9.3,14.1,29,72,179,378,568.6,707.6,756.7,813.7,885.9,961,1029.5,1088.9,1151.8,1230.1
p9,430.9,716.8,1387.8,2755.1,4141,4815.5,5203.9,5805.4,6705.5,7826.7,9083.2,10138.9,10939.3,11360.8,11745.1,12095.2,12432.9,12741.7,13021.9,13241.8,13410.6
p90,0,0,1.1,2.3,12.6,14.5,20.2,36.9,86.2,203.8,412,593.7,710.2,762.2,834.2,935,1046.7,1145,1225.9,1305.6,1392.2
p91,0.4,2.6,5.2,10.9,29.2,53.2,114.9,202.4,321.4,483,693.4,776.7,836.4,850,865.7,883.6,904.1,928.2,955.7,986.6,1020.7
p92,0.1,35.8,56.5,74.3,83.6,94.2,113.2,155.2,222.4,333.1,518.8,707.1,905.6,1115.5,1334.9,1576,1845.4,2157.8,2508.7,2914.6,3371.8
p93,0,0,0.2,0.7,4.5,5.6,8,11.8,18.5,30.2,48.4,72.7,104.7,139.2,178.1,220.1,263.4,307.7,350.5,393.2,435.6
p94,0.9,21.5,29.6,36.6,46.9,54.5,67.8,88,117.9,162.2,226.9,305.5,401.6,516.7,655.1,821.5,1020.6,1261.6,1547.9,1891.8,2304.1
p95,0,0,0.5,19.4,80,131.2,219.1,346.6,438.9,591.4,836.8,1021.6,1123.6,1139.2,1154,1167.6,1179.5,1192.1,1205.1,1225.8,1257.3
p96,0,0,0.9,30.6,132,215.6,357,562.3,717.4,984.1,1414.7,1762.6,1969.6,2016,2063.2,2109.1,2152.6,2201,2251.1,2310.3,2386.9
p97,1.6,22.7,59.6,74.2,95.3,202,330.1,474,641.9,872.4,1204.9,1578.9,2030.4,2439.8,2639.3,2846.6,3044.9,3256.7,3454.8,3659.4,3912.7
p98,1.3,24.5,53.9,74.7,94.2,195.8,310.9,437.3,586.3,786.7,1110.2,1442.7,1843.8,2210,2404.4,2608.2,2822.4,3050.7,3265.7,3457.9,3688.7
p99,0,0,7.8,24.7,61.3,100.4,203.2,428.7,844.4,1504.1,2466,3221.4,3746.3,3852.7,3946.8,4048.2,4167.8,4327.7,4485.3,4610.7,4866.3
