Dim1,Dim2,Dim3,Dim4,Val
wind-ofs_14,s1,cap,bin5,1137.6
wind-ofs_14,s1,cost,bin5,975718.1047
wind-ofs_15,s1,cap,bin1,187.2
wind-ofs_15,s1,cost,bin1,145456.634
wind-ofs_15,s1,cap,bin2,223.2
wind-ofs_15,s1,cost,bin2,421372.9948
wind-ons_7,s1,cap,bin1,9.64710027
wind-ons_7,s1,cost,bin1,18452.17111
wind-ons_7,s1,cap,bin2,36.32849979
wind-ons_7,s1,cost,bin2,36371.87036
wind-ons_7,s1,cap,bin3,0.024300001
wind-ons_7,s1,cost,bin3,50837.61841
wind-ons_7,s1,cap,bin4,13.45005101
wind-ons_7,s1,cost,bin4,90154.03539
wind-ons_7,s1,cap,bin5,124.792654
wind-ons_7,s1,cost,bin5,221588.947
wind-ons_8,s1,cap,bin1,233.450103
wind-ons_8,s1,cost,bin1,19154.98536
wind-ons_8,s1,cap,bin2,327.7705578
wind-ons_8,s1,cost,bin2,45837.45501
wind-ons_8,s1,cap,bin3,408.5073083
wind-ons_8,s1,cost,bin3,73148.01871
wind-ons_8,s1,cap,bin4,509.0850192
wind-ons_8,s1,cost,bin4,117998.8291
wind-ons_8,s1,cap,bin5,306.5080612
wind-ons_8,s1,cost,bin5,241494.906
wind-ons_9,s1,cap,bin1,339.5925145
wind-ons_9,s1,cost,bin1,24063.99911
wind-ons_9,s1,cap,bin2,1075.177842
wind-ons_9,s1,cost,bin2,92065.85768
wind-ons_9,s1,cap,bin3,1383.16824
wind-ons_9,s1,cost,bin3,160248.124
wind-ons_9,s1,cap,bin4,985.559436
wind-ons_9,s1,cost,bin4,209239.6598
wind-ons_9,s1,cap,bin5,1320.899487
wind-ons_9,s1,cost,bin5,267143.1633
wind-ons_10,s1,cap,bin1,144.317706
wind-ons_10,s1,cost,bin1,29697.84942
wind-ons_10,s1,cap,bin2,925.8664845
wind-ons_10,s1,cost,bin2,85268.33724
wind-ons_10,s1,cap,bin3,529.351215
wind-ons_10,s1,cost,bin3,130033.6498
wind-ons_10,s1,cap,bin4,1258.387707
wind-ons_10,s1,cost,bin4,192143.0401
wind-ons_10,s1,cap,bin5,1075.287197
wind-ons_10,s1,cost,bin5,252237.5342
wind-ons_1,s5,cost,bin1,746.7531462
wind-ons_1,s5,cost,bin2,11202.67031
wind-ons_1,s5,cost,bin3,12112.44585
wind-ons_1,s5,cost,bin4,13505.79696
wind-ons_1,s5,cap,bin5,4.79E-07
wind-ons_1,s5,cost,bin5,14122.45074
wind-ons_2,s5,cost,bin1,11191.6038
wind-ons_2,s5,cost,bin2,17339.89239
wind-ons_3,s5,cost,bin1,11436.82994
wind-ons_4,s5,cap,bin1,1.12E-07
wind-ons_4,s5,cost,bin1,7381.783898
wind-ons_5,s5,cost,bin1,11268.56126
wind-ons_5,s5,cap,bin2,7.10E-07
wind-ons_5,s5,cost,bin2,21148.94137
wind-ons_6,s5,cost,bin1,4753.472966
wind-ons_6,s5,cost,bin2,10318.48706
wind-ons_6,s5,cost,bin3,11233.25024
wind-ons_6,s5,cost,bin4,11317.54416
wind-ons_6,s5,cap,bin5,2.16E-06
wind-ons_6,s5,cost,bin5,63100.62573
wind-ons_7,s5,cost,bin1,12087.51441
wind-ons_7,s5,cost,bin2,19714.05902
wind-ons_7,s5,cap,bin3,396.398478
wind-ons_7,s5,cost,bin3,29271.66239
wind-ons_7,s5,cap,bin4,218.8944225
wind-ons_7,s5,cost,bin4,41381.11991
wind-ons_7,s5,cap,bin5,174.1581143
wind-ons_7,s5,cost,bin5,81023.67473
wind-ons_8,s5,cap,bin1,1252.154826
wind-ons_8,s5,cost,bin1,18564.94546
wind-ons_8,s5,cap,bin2,773.8214141
wind-ons_8,s5,cost,bin2,40323.292
wind-ons_8,s5,cap,bin3,1408.950596
wind-ons_8,s5,cost,bin3,77531.47151
wind-ons_8,s5,cap,bin4,1059.78388
wind-ons_8,s5,cost,bin4,128113.556
wind-ons_8,s5,cap,bin5,288.6232853
wind-ons_8,s5,cost,bin5,232035.2919
wind-ons_9,s5,cap,bin1,836.04153
wind-ons_9,s5,cost,bin1,23041.2133
wind-ons_9,s5,cap,bin2,1292.310497
wind-ons_9,s5,cost,bin2,65082.24825
wind-ons_9,s5,cap,bin3,1778.347053
wind-ons_9,s5,cost,bin3,121521.5247
wind-ons_9,s5,cap,bin4,2925.76887
wind-ons_9,s5,cost,bin4,174645.0279
wind-ons_9,s5,cap,bin5,1348.443624
wind-ons_9,s5,cost,bin5,239011.8758
wind-ons_10,s5,cap,bin1,265.8055586
wind-ons_10,s5,cost,bin1,41798.68671
wind-ons_10,s5,cap,bin2,1661.087309
wind-ons_10,s5,cost,bin2,85853.46721
wind-ons_10,s5,cap,bin3,4375.324709
wind-ons_10,s5,cost,bin3,132489.263
wind-ons_10,s5,cap,bin4,6040.907714
wind-ons_10,s5,cost,bin4,168459.2818
wind-ons_10,s5,cap,bin5,4371.205982
wind-ons_10,s5,cost,bin5,215693.025
csp1_1,s5,cap,bin1,19.06902086
csp1_1,s5,cost,bin1,9253.250788
csp1_1,s5,cap,bin2,22.56903082
csp1_1,s5,cost,bin2,17065.49461
csp1_1,s5,cap,bin3,55.45705647
csp1_1,s5,cost,bin3,57454.87775
csp1_1,s5,cap,bin4,92.08646996
csp1_1,s5,cost,bin4,100974.5015
csp1_1,s5,cap,bin5,294.4835991
csp1_1,s5,cost,bin5,267488.3077
csp1_2,s5,cap,bin1,1270.262291
csp1_2,s5,cost,bin1,23381.07161
csp1_2,s5,cap,bin2,1322.88316
csp1_2,s5,cost,bin2,76037.75042
csp1_2,s5,cap,bin3,1798.884567
csp1_2,s5,cost,bin3,132963.1989
csp1_2,s5,cap,bin4,5174.16195
csp1_2,s5,cost,bin4,168563.7831
csp1_2,s5,cap,bin5,3540.018945
csp1_2,s5,cost,bin5,227721.0365
csp1_3,s5,cap,bin1,217.8454666
csp1_3,s5,cost,bin1,10872.08743
csp1_3,s5,cap,bin2,302.3284776
csp1_3,s5,cost,bin2,26984.21257
csp1_3,s5,cap,bin3,531.5187563
csp1_3,s5,cost,bin3,37175.2565
csp1_3,s5,cap,bin4,849.2352426
csp1_3,s5,cost,bin4,54854.98198
csp1_3,s5,cap,bin5,436.6564585
csp1_3,s5,cost,bin5,103858.2323
csp2_1,s5,cap,bin1,19.06902086
csp2_1,s5,cost,bin1,9253.250788
csp2_1,s5,cap,bin2,22.56903082
csp2_1,s5,cost,bin2,17065.49461
csp2_1,s5,cap,bin3,55.45705647
csp2_1,s5,cost,bin3,57454.87775
csp2_1,s5,cap,bin4,92.08646996
csp2_1,s5,cost,bin4,100974.5015
csp2_1,s5,cap,bin5,294.4835991
csp2_1,s5,cost,bin5,267488.3077
csp2_2,s5,cap,bin1,1270.262291
csp2_2,s5,cost,bin1,23381.07161
csp2_2,s5,cap,bin2,1322.88316
csp2_2,s5,cost,bin2,76037.75042
csp2_2,s5,cap,bin3,1798.884567
csp2_2,s5,cost,bin3,132963.1989
csp2_2,s5,cap,bin4,5174.16195
csp2_2,s5,cost,bin4,168563.7831
csp2_2,s5,cap,bin5,3540.018945
csp2_2,s5,cost,bin5,227721.0365
csp2_3,s5,cap,bin1,217.8454666
csp2_3,s5,cost,bin1,10872.08743
csp2_3,s5,cap,bin2,302.3284776
csp2_3,s5,cost,bin2,26984.21257
csp2_3,s5,cap,bin3,531.5187563
csp2_3,s5,cost,bin3,37175.2565
csp2_3,s5,cap,bin4,849.2352426
csp2_3,s5,cost,bin4,54854.98198
csp2_3,s5,cap,bin5,436.6564585
csp2_3,s5,cost,bin5,103858.2323
csp3_1,s5,cap,bin1,19.06902086
csp3_1,s5,cost,bin1,9253.250788
csp3_1,s5,cap,bin2,22.56903082
csp3_1,s5,cost,bin2,17065.49461
csp3_1,s5,cap,bin3,55.45705647
csp3_1,s5,cost,bin3,57454.87775
csp3_1,s5,cap,bin4,92.08646996
csp3_1,s5,cost,bin4,100974.5015
csp3_1,s5,cap,bin5,294.4835991
csp3_1,s5,cost,bin5,267488.3077
csp3_2,s5,cap,bin1,1270.262291
csp3_2,s5,cost,bin1,23381.07161
csp3_2,s5,cap,bin2,1322.88316
csp3_2,s5,cost,bin2,76037.75042
csp3_2,s5,cap,bin3,1798.884567
csp3_2,s5,cost,bin3,132963.1989
csp3_2,s5,cap,bin4,5174.16195
csp3_2,s5,cost,bin4,168563.7831
csp3_2,s5,cap,bin5,3540.018945
csp3_2,s5,cost,bin5,227721.0365
csp3_3,s5,cap,bin1,217.8454666
csp3_3,s5,cost,bin1,10872.08743
csp3_3,s5,cap,bin2,302.3284776
csp3_3,s5,cost,bin2,26984.21257
csp3_3,s5,cap,bin3,531.5187563
csp3_3,s5,cost,bin3,37175.2565
csp3_3,s5,cap,bin4,849.2352426
csp3_3,s5,cost,bin4,54854.98198
csp3_3,s5,cap,bin5,436.6564585
csp3_3,s5,cost,bin5,103858.2323
csp4_1,s5,cap,bin1,19.06902086
csp4_1,s5,cost,bin1,9253.250788
csp4_1,s5,cap,bin2,22.56903082
csp4_1,s5,cost,bin2,17065.49461
csp4_1,s5,cap,bin3,55.45705647
csp4_1,s5,cost,bin3,57454.87775
csp4_1,s5,cap,bin4,92.08646996
csp4_1,s5,cost,bin4,100974.5015
csp4_1,s5,cap,bin5,294.4835991
csp4_1,s5,cost,bin5,267488.3077
csp4_2,s5,cap,bin1,1270.262291
csp4_2,s5,cost,bin1,23381.07161
csp4_2,s5,cap,bin2,1322.88316
csp4_2,s5,cost,bin2,76037.75042
csp4_2,s5,cap,bin3,1798.884567
csp4_2,s5,cost,bin3,132963.1989
csp4_2,s5,cap,bin4,5174.16195
csp4_2,s5,cost,bin4,168563.7831
csp4_2,s5,cap,bin5,3540.018945
csp4_2,s5,cost,bin5,227721.0365
csp4_3,s5,cap,bin1,217.8454666
csp4_3,s5,cost,bin1,10872.08743
csp4_3,s5,cap,bin2,302.3284776
csp4_3,s5,cost,bin2,26984.21257
csp4_3,s5,cap,bin3,531.5187563
csp4_3,s5,cost,bin3,37175.2565
csp4_3,s5,cap,bin4,849.2352426
csp4_3,s5,cost,bin4,54854.98198
csp4_3,s5,cap,bin5,436.6564585
csp4_3,s5,cost,bin5,103858.2323
wind-ons_5,s9,cost,bin1,37124.19482
wind-ons_6,s9,cost,bin1,26690.85191
wind-ons_6,s9,cost,bin2,26717.54686
wind-ons_6,s9,cost,bin3,40779.83134
wind-ons_7,s9,cost,bin1,32628.14064
wind-ons_7,s9,cost,bin2,41067.66399
