Dim1,Dim2,Dim3,Dim4,Val
wind-ofs_14,s2,cap,bin1,187.2
wind-ofs_14,s2,cost,bin1,138903.5123
wind-ofs_14,s2,cap,bin2,187.2
wind-ofs_14,s2,cost,bin2,145585.0603
wind-ons_9,s2,cap,bin1,33.86205089
wind-ons_9,s2,cost,bin1,4101.804755
wind-ons_9,s2,cap,bin2,99.80010666
wind-ons_9,s2,cost,bin2,9000.772197
wind-ons_9,s2,cap,bin3,66.88575304
wind-ons_9,s2,cost,bin3,13357.68672
wind-ons_9,s2,cap,bin4,72.70560801
wind-ons_9,s2,cost,bin4,20855.88654
wind-ons_9,s2,cap,bin5,137.3557563
wind-ons_9,s2,cost,bin5,42424.15227
wind-ons_10,s2,cap,bin1,333.6511656
wind-ons_10,s2,cost,bin1,14545.56373
wind-ons_10,s2,cap,bin2,478.7100206
wind-ons_10,s2,cost,bin2,36271.5775
wind-ons_10,s2,cap,bin3,592.2396289
wind-ons_10,s2,cost,bin3,77499.79348
wind-ons_10,s2,cap,bin4,353.2734118
wind-ons_10,s2,cost,bin4,134839.3478
wind-ons_10,s2,cap,bin5,160.9146037
wind-ons_10,s2,cost,bin5,217100.2028
wind-ofs_15,s3,cap,bin1,187.2
wind-ofs_15,s3,cost,bin1,125465.4003
wind-ons_7,s3,cap,bin1,18.23715019
wind-ons_7,s3,cost,bin1,12997.67232
wind-ons_8,s3,cap,bin1,19.58580045
wind-ons_8,s3,cost,bin1,9770.578693
wind-ons_8,s3,cap,bin2,74.01780252
wind-ons_8,s3,cost,bin2,14843.75461
wind-ons_8,s3,cap,bin3,68.62320364
wind-ons_8,s3,cost,bin3,20278.99535
wind-ons_8,s3,cap,bin4,51.98985207
wind-ons_8,s3,cost,bin4,25692.49766
wind-ons_8,s3,cap,bin5,36.27990246
wind-ons_8,s3,cost,bin5,47261.19369
wind-ons_9,s3,cap,bin1,170.5738521
wind-ons_9,s3,cost,bin1,6702.46056
wind-ons_9,s3,cap,bin2,512.620666
wind-ons_9,s3,cost,bin2,14575.35516
wind-ons_9,s3,cap,bin3,393.1497129
wind-ons_9,s3,cost,bin3,27110.92592
wind-ons_9,s3,cap,bin4,554.5867825
wind-ons_9,s3,cost,bin4,44254.93647
wind-ons_9,s3,cap,bin5,196.2954068
wind-ons_9,s3,cost,bin5,73890.907
wind-ons_10,s3,cap,bin1,740.1658709
wind-ons_10,s3,cost,bin1,15347.86737
wind-ons_10,s3,cap,bin2,797.9877429
wind-ons_10,s3,cost,bin2,37125.91778
wind-ons_10,s3,cap,bin3,750.45692
wind-ons_10,s3,cost,bin3,66780.34504
wind-ons_10,s3,cap,bin4,832.542336
wind-ons_10,s3,cost,bin4,95249.66271
wind-ons_10,s3,cap,bin5,737.8209343
wind-ons_10,s3,cost,bin5,140522.4615
wind-ons_6,s4,cost,bin1,14138.36946
wind-ons_6,s4,cost,bin2,15780.84607
wind-ons_6,s4,cap,bin3,4.51E-06
wind-ons_6,s4,cost,bin3,25991.53472
wind-ons_7,s4,cap,bin1,41.6840784
wind-ons_7,s4,cost,bin1,11701.94196
wind-ons_7,s4,cap,bin2,158.4481636
wind-ons_7,s4,cost,bin2,14465.52871
wind-ons_7,s4,cap,bin3,249.6582198
wind-ons_7,s4,cost,bin3,19389.97875
wind-ons_7,s4,cap,bin4,71.12610126
wind-ons_7,s4,cost,bin4,24172.63623
wind-ons_7,s4,cap,bin5,199.6731212
wind-ons_7,s4,cost,bin5,33404.82092
wind-ons_8,s4,cap,bin1,356.8941325
wind-ons_8,s4,cost,bin1,12648.99022
wind-ons_8,s4,cap,bin2,419.6974854
wind-ons_8,s4,cost,bin2,16590.27035
wind-ons_8,s4,cap,bin3,124.744059
wind-ons_8,s4,cost,bin3,22188.15634
wind-ons_8,s4,cap,bin4,237.2530632
wind-ons_8,s4,cost,bin4,28183.4005
wind-ons_8,s4,cap,bin5,304.8556859
wind-ons_8,s4,cost,bin5,46404.75598
wind-ons_9,s4,cap,bin1,244.8954283
wind-ons_9,s4,cost,bin1,7474.139549
wind-ons_9,s4,cap,bin2,286.3147703
wind-ons_9,s4,cost,bin2,20296.14345
wind-ons_9,s4,cap,bin3,497.3603042
wind-ons_9,s4,cost,bin3,32927.15608
wind-ons_9,s4,cap,bin4,158.3752627
wind-ons_9,s4,cost,bin4,65070.27874
wind-ons_9,s4,cap,bin5,383.7091999
wind-ons_9,s4,cost,bin5,128843.8607
wind-ons_10,s4,cap,bin1,120.8196006
wind-ons_10,s4,cost,bin1,31129.76331
wind-ons_10,s4,cap,bin2,318.8646147
wind-ons_10,s4,cost,bin2,72109.20226
wind-ons_10,s4,cap,bin3,322.5582154
wind-ons_10,s4,cost,bin3,90026.96776
wind-ons_10,s4,cap,bin4,557.3934345
wind-ons_10,s4,cost,bin4,120964.7434
wind-ons_10,s4,cap,bin5,1505.579522
wind-ons_10,s4,cost,bin5,154477.2381
csp1_1,s4,cap,bin1,8.68968017
csp1_1,s4,cost,bin1,9158.858759
csp1_1,s4,cap,bin2,219.1730467
csp1_1,s4,cost,bin2,35228.90251
csp1_1,s4,cap,bin3,337.3889293
csp1_1,s4,cost,bin3,133897.2955
csp1_1,s4,cap,bin4,382.3459339
csp1_1,s4,cost,bin4,141366.2646
csp1_1,s4,cap,bin5,445.5874943
csp1_1,s4,cost,bin5,152251.6687
csp1_2,s4,cap,bin1,174.3970445
csp1_2,s4,cost,bin1,6280.501666
csp1_2,s4,cap,bin2,42.00011959
csp1_2,s4,cost,bin2,11798.79523
csp1_2,s4,cap,bin3,629.6397706
csp1_2,s4,cost,bin3,15062.80892
csp1_2,s4,cap,bin4,642.2519247
csp1_2,s4,cost,bin4,26192.80972
csp1_2,s4,cap,bin5,174.397053
csp1_2,s4,cost,bin5,128677.0679
csp1_3,s4,cap,bin1,15.08625071
csp1_3,s4,cost,bin1,6435.014175
csp1_3,s4,cap,bin2,15.44831862
csp1_3,s4,cost,bin2,11798.79523
csp2_1,s4,cap,bin1,8.68968017
csp2_1,s4,cost,bin1,9158.858759
csp2_1,s4,cap,bin2,219.1730467
csp2_1,s4,cost,bin2,35228.90251
csp2_1,s4,cap,bin3,337.3889293
csp2_1,s4,cost,bin3,133897.2955
csp2_1,s4,cap,bin4,382.3459339
csp2_1,s4,cost,bin4,141366.2646
csp2_1,s4,cap,bin5,445.5874943
csp2_1,s4,cost,bin5,152251.6687
csp2_2,s4,cap,bin1,174.3970445
csp2_2,s4,cost,bin1,6280.501666
csp2_2,s4,cap,bin2,42.00011959
csp2_2,s4,cost,bin2,11798.79523
csp2_2,s4,cap,bin3,629.6397706
csp2_2,s4,cost,bin3,15062.80892
csp2_2,s4,cap,bin4,642.2519247
csp2_2,s4,cost,bin4,26192.80972
csp2_2,s4,cap,bin5,174.397053
csp2_2,s4,cost,bin5,128677.0679
csp2_3,s4,cap,bin1,15.08625071
csp2_3,s4,cost,bin1,6435.014175
csp2_3,s4,cap,bin2,15.44831862
csp2_3,s4,cost,bin2,11798.79523
csp3_1,s4,cap,bin1,8.68968017
csp3_1,s4,cost,bin1,9158.858759
csp3_1,s4,cap,bin2,219.1730467
csp3_1,s4,cost,bin2,35228.90251
csp3_1,s4,cap,bin3,337.3889293
csp3_1,s4,cost,bin3,133897.2955
csp3_1,s4,cap,bin4,382.3459339
csp3_1,s4,cost,bin4,141366.2646
csp3_1,s4,cap,bin5,445.5874943
csp3_1,s4,cost,bin5,152251.6687
csp3_2,s4,cap,bin1,174.3970445
csp3_2,s4,cost,bin1,6280.501666
csp3_2,s4,cap,bin2,42.00011959
csp3_2,s4,cost,bin2,11798.79523
csp3_2,s4,cap,bin3,629.6397706
csp3_2,s4,cost,bin3,15062.80892
csp3_2,s4,cap,bin4,642.2519247
csp3_2,s4,cost,bin4,26192.80972
csp3_2,s4,cap,bin5,174.397053
csp3_2,s4,cost,bin5,128677.0679
csp3_3,s4,cap,bin1,15.08625071
csp3_3,s4,cost,bin1,6435.014175
csp3_3,s4,cap,bin2,15.44831862
csp3_3,s4,cost,bin2,11798.79523
csp4_1,s4,cap,bin1,8.68968017
csp4_1,s4,cost,bin1,9158.858759
csp4_1,s4,cap,bin2,219.1730467
csp4_1,s4,cost,bin2,35228.90251
csp4_1,s4,cap,bin3,337.3889293
csp4_1,s4,cost,bin3,133897.2955
csp4_1,s4,cap,bin4,382.3459339
csp4_1,s4,cost,bin4,141366.2646
csp4_1,s4,cap,bin5,445.5874943
csp4_1,s4,cost,bin5,152251.6687
csp4_2,s4,cap,bin1,174.3970445
csp4_2,s4,cost,bin1,6280.501666
csp4_2,s4,cap,bin2,42.00011959
csp4_2,s4,cost,bin2,11798.79523
csp4_2,s4,cap,bin3,629.6397706
csp4_2,s4,cost,bin3,15062.80892
csp4_2,s4,cap,bin4,642.2519247
csp4_2,s4,cost,bin4,26192.80972
csp4_2,s4,cap,bin5,174.397053
csp4_2,s4,cost,bin5,128677.0679
csp4_3,s4,cap,bin1,15.08625071
csp4_3,s4,cost,bin1,6435.014175
csp4_3,s4,cap,bin2,15.44831862
csp4_3,s4,cost,bin2,11798.79523
pumped-hydro,p1,cap,bin1,1150
pumped-hydro,p1,cost,bin1,1414176.78
pumped-hydro,p1,cost,bin2,398967625
pumped-hydro,p1,cost,bin3,398967625
pumped-hydro,p1,cost,bin4,398967625
pumped-hydro,p1,cap,bin5,750
pumped-hydro,p1,cost,bin5,2792773.375
upv_1,p1,cap,bin1,4387.4784
upv_1,p1,cost,bin1,26901.36517
upv_1,p1,cap,bin2,17814.0384
upv_1,p1,cost,bin2,78597.26063
upv_1,p1,cap,bin3,20048.3424
upv_1,p1,cost,bin3,139108.864
upv_1,p1,cap,bin4,23340.1824
upv_1,p1,cost,bin4,192249.8087
upv_1,p1,cap,bin5,16389.7344
upv_1,p1,cost,bin5,284917.1139
upv_2,p1,cap,bin1,42.5088
upv_2,p1,cost,bin1,22516.0005
upv_2,p1,cap,bin2,25.4016
upv_2,p1,cost,bin2,54131.80045
upv_2,p1,cap,bin3,417.0528
upv_2,p1,cost,bin3,90381.67006
upv_2,p1,cap,bin4,1175.2128
upv_2,p1,cost,bin4,115953.7267
upv_2,p1,cap,bin5,568.1664
upv_2,p1,cost,bin5,165267.0053
upv_3,p1,cap,bin1,1746.2304
upv_3,p1,cost,bin1,12355.2858
upv_3,p1,cap,bin2,210.2112
upv_3,p1,cost,bin2,29768.89945
upv_3,p1,cap,bin3,1039.6512
upv_3,p1,cost,bin3,40340.41707
upv_3,p1,cap,bin4,241.5744
upv_3,p1,cost,bin4,63186.59794
upv_3,p1,cap,bin5,15663.1968
upv_3,p1,cost,bin5,134747.5545
dupv_1,p1,cap,bin1,2178.0576
dupv_1,p1,cost,bin1,5215.105047
dupv_1,p1,cap,bin2,2649.8016
dupv_1,p1,cost,bin2,11810.38536
dupv_1,p1,cap,bin3,2282.256
dupv_1,p1,cost,bin3,19207.23981
dupv_1,p1,cap,bin4,3149.0208
dupv_1,p1,cost,bin4,37282.56111
dupv_1,p1,cap,bin5,1078.7904
dupv_1,p1,cost,bin5,87063.32149
dupv_2,p1,cap,bin1,3.888
dupv_2,p1,cost,bin1,1474.171821
dupv_2,p1,cap,bin2,1.8144
dupv_2,p1,cost,bin2,2128.830695
dupv_2,p1,cap,bin3,9.3312
dupv_2,p1,cost,bin3,3205.600809
dupv_2,p1,cap,bin4,4.1472
dupv_2,p1,cost,bin4,5878.864685
dupv_2,p1,cap,bin5,9.3312
dupv_2,p1,cost,bin5,12098.36716
dupv_3,p1,cap,bin1,6.48
dupv_3,p1,cost,bin1,10000.08954
dupv_3,p1,cap,bin2,5.184
dupv_3,p1,cost,bin2,10798.34255
dupv_3,p1,cap,bin3,43.5456
dupv_3,p1,cost,bin3,14946.66347
dupv_3,p1,cap,bin4,407.9808
dupv_3,p1,cost,bin4,23303.43564
dupv_3,p1,cap,bin5,318.816
dupv_3,p1,cost,bin5,28976.67029
hydD,p1,cost,bin1,4958139.45
hydD,p1,cost,bin2,5270273.056
hydD,p1,cost,bin3,5450583.263
hydD,p1,cost,bin4,5594413.561
hydD,p1,cost,bin5,5686211.85
hydND,p1,cap,bin1,102
hydND,p1,cost,bin1,4958139.45
hydND,p1,cap,bin2,97
hydND,p1,cost,bin2,5270273.056
hydND,p1,cap,bin3,98
hydND,p1,cost,bin3,5450583.263
hydND,p1,cap,bin4,100
hydND,p1,cost,bin4,5594413.561
hydND,p1,cap,bin5,97
hydND,p1,cost,bin5,5686211.85
hydSD,p1,cost,bin1,5823131.682
hydSD,p1,cost,bin2,5916840.809
hydSD,p1,cost,bin3,5995070.623
hydSD,p1,cost,bin4,6073101.917
hydSD,p1,cost,bin5,6226834.824
hydSND,p1,cap,bin1,97
hydSND,p1,cost,bin1,5823131.682
hydSND,p1,cap,bin2,95
hydSND,p1,cost,bin2,5916840.809
hydSND,p1,cap,bin3,95
hydSND,p1,cost,bin3,5995070.623
hydSND,p1,cap,bin4,95
hydSND,p1,cost,bin4,6073101.917
hydSND,p1,cap,bin5,94
hydSND,p1,cost,bin5,6226834.824
hydUD,p1,cap,bin1,130
hydUD,p1,cost,bin1,755802.5965
hydUD,p1,cap,bin2,45
hydUD,p1,cost,bin2,932300.0959
hydUD,p1,cap,bin3,39
hydUD,p1,cost,bin3,1100627.354
hydUD,p1,cap,bin4,10
hydUD,p1,cost,bin4,1237626.054
hydUD,p1,cap,bin5,8
hydUD,p1,cost,bin5,1554391.033
hydUND,p1,cap,bin1,63
hydUND,p1,cost,bin1,872323.5693
hydUND,p1,cap,bin2,6
hydUND,p1,cost,bin2,1330988.359
hydUND,p1,cap,bin3,3
hydUND,p1,cost,bin3,1456263.971
hydUND,p1,cap,bin4,2
hydUND,p1,cost,bin4,1731949.228
hydUND,p1,cap,bin5,1
hydUND,p1,cost,bin5,2191136.524
hydNPD,p1,cost,bin1,2196886.724
hydNPD,p1,cost,bin2,2783084.404
hydNPD,p1,cost,bin3,4280947.88
hydNPD,p1,cost,bin4,4486250.93
hydNPD,p1,cost,bin5,4912817.557
hydNPND,p1,cap,bin1,48
hydNPND,p1,cost,bin1,2196886.724
hydNPND,p1,cap,bin2,14
hydNPND,p1,cost,bin2,2783084.404
hydNPND,p1,cap,bin3,7
hydNPND,p1,cost,bin3,4280947.88
hydNPND,p1,cap,bin4,4
hydNPND,p1,cost,bin4,4486250.93
hydNPND,p1,cap,bin5,3
hydNPND,p1,cost,bin5,4912817.557
deep-egs_pbinary_1,p1,cap,bin1,371.8061
deep-egs_pbinary_1,p1,cost,bin1,46419994.38
deep-egs_pbinary_2,p1,cap,bin1,2452.2526
deep-egs_pbinary_2,p1,cost,bin1,55409037.07
deep-egs_pbinary_3,p1,cap,bin1,59.934
deep-egs_pbinary_3,p1,cost,bin1,62123800.04
deep-egs_pbinary_4,p1,cap,bin1,3670.8761
deep-egs_pbinary_4,p1,cost,bin1,75380489.28
deep-egs_pbinary_5,p1,cap,bin1,1149.2637
deep-egs_pbinary_5,p1,cost,bin1,90594587.73
deep-egs_pflash_1,p1,cap,bin1,4.571623171
deep-egs_pflash_1,p1,cost,bin1,33847573.02
deep-egs_pflash_2,p1,cap,bin1,724.805
deep-egs_pflash_2,p1,cost,bin1,43056172.14
geohydro_pbinary_1,p1,cap,bin1,22.7
geohydro_pbinary_1,p1,cost,bin1,12490820.98
undisc_pbinary_1,p1,cap,bin1,73.9944
undisc_pbinary_1,p1,cost,bin1,12496003.71
wind-ofs_5,s1,cap,bin1,1116
wind-ofs_5,s1,cost,bin1,154950.5108
wind-ofs_5,s1,cap,bin2,1339.2
wind-ofs_5,s1,cost,bin2,332046.1696
wind-ofs_5,s1,cap,bin3,669.6
wind-ofs_5,s1,cost,bin3,437832.1518
wind-ofs_5,s1,cap,bin4,892.8
wind-ofs_5,s1,cost,bin4,531369.862
wind-ofs_5,s1,cap,bin5,1785.6
wind-ofs_5,s1,cost,bin5,702084.8174
wind-ofs_12,s1,cap,bin1,1015.2
wind-ofs_12,s1,cost,bin1,235169.9173
wind-ofs_12,s1,cap,bin2,1422
wind-ofs_12,s1,cost,bin2,351659.2252
wind-ofs_12,s1,cap,bin3,2275.2
wind-ofs_12,s1,cost,bin3,439610.3671
wind-ofs_12,s1,cap,bin4,2559.6
wind-ofs_12,s1,cost,bin4,525122.2278
wind-ofs_12,s1,cap,bin5,2275.2
wind-ofs_12,s1,cost,bin5,641130.5884
wind-ofs_13,s1,cap,bin1,1969.2
wind-ofs_13,s1,cost,bin1,426201.5633
wind-ofs_13,s1,cap,bin2,2844
wind-ofs_13,s1,cost,bin2,559981.411
wind-ofs_13,s1,cap,bin3,2559.6
wind-ofs_13,s1,cost,bin3,656097.5339
wind-ofs_13,s1,cap,bin4,3412.8
wind-ofs_13,s1,cost,bin4,730854.4461
wind-ofs_13,s1,cap,bin5,3697.2
wind-ofs_13,s1,cost,bin5,808213.9853
wind-ofs_14,s1,cap,bin1,1116
wind-ofs_14,s1,cost,bin1,290212.8033
wind-ofs_14,s1,cap,bin2,2091.6
wind-ofs_14,s1,cost,bin2,660445.2483
wind-ofs_14,s1,cap,bin3,4773.6
wind-ofs_14,s1,cost,bin3,784485.4926
wind-ofs_14,s1,cap,bin4,2275.2
wind-ofs_14,s1,cost,bin4,925569.258
