i,region,cap_cost_mult_for_ratebase
csp3_10,s284,0.896533686
csp3_10,s285,0.896533686
csp3_10,s286,0.930410775
csp3_10,s287,0.930410775
csp3_10,s288,0.87252426
csp3_10,s289,0.87252426
csp3_10,s290,0.87252426
csp3_10,s291,0.937558557
csp3_10,s292,0.937558557
csp3_10,s293,0.937558557
csp3_10,s294,0.937558557
csp3_10,s295,0.846795684
csp3_10,s296,0.874146273
csp3_10,s297,0.874146273
csp3_10,s298,0.874146273
csp3_10,s299,0.874146273
csp3_10,s300,0.966446162
csp3_10,s301,0.996090639
csp3_10,s302,0.966446162
csp3_10,s303,0.966446162
csp3_10,s304,0.966446162
csp3_10,s305,0.966446162
csp3_10,s306,0.966446162
csp3_10,s307,0.966446162
csp3_10,s308,0.971162444
csp3_10,s309,0.917635024
csp3_10,s310,0.917635024
csp3_10,s311,0.917635024
csp3_10,s312,0.917635024
csp3_10,s313,0.921170465
csp3_10,s314,1.035285055
csp3_10,s315,1.012680092
csp3_10,s316,1.012680092
csp3_10,s317,1.012680092
csp3_10,s318,1.060257772
csp3_10,s319,1.060257772
csp3_10,s320,1.040273527
csp3_10,s321,1.040273527
csp3_10,s322,1.040273527
csp3_10,s323,1.040273527
csp3_10,s324,1.040273527
csp3_10,s325,1.040273527
csp3_10,s326,1.040273527
csp3_10,s327,1.040273527
csp3_10,s328,1.193459086
csp3_10,s329,1.193459086
csp3_10,s330,1.193459086
csp3_10,s331,1.193459086
csp3_10,s332,1.193459086
csp3_10,s333,1.050675453
csp3_10,s334,1.050675453
csp3_10,s335,1.050675453
csp3_10,s336,1.050675453
csp3_10,s337,1.050675453
csp3_10,s338,1.050675453
csp3_10,s339,1.050675453
csp3_10,s340,1.050675453
csp3_10,s341,1.050675453
csp3_10,s342,1.246318677
csp3_10,s343,1.121799126
csp3_10,s344,1.121799126
csp3_10,s345,1.071701914
csp3_10,s346,1.071701914
csp3_10,s347,1.10639861
csp3_10,s348,1.10639861
csp3_10,s349,1.10639861
csp3_10,s350,0.993674316
csp3_10,s351,0.993674316
csp3_10,s352,0.993674316
csp3_10,s353,1.013014005
csp3_10,s354,1.013014005
csp3_10,s355,1.019783352
csp3_10,s356,1.019783352
csp3_11,s1,1.05591689
csp3_11,s2,1.068797874
csp3_11,s3,1.068797874
csp3_11,s4,1.068797874
csp3_11,s5,1.05591689
csp3_11,s6,1.005906697
csp3_11,s7,1.026795545
csp3_11,s8,1.005906697
csp3_11,s9,1.05591689
csp3_11,s10,1.04714406
csp3_11,s11,1.04714406
csp3_11,s12,1.04714406
csp3_11,s13,1.04714406
csp3_11,s14,1.078926597
csp3_11,s15,1.078926597
csp3_11,s16,1.04714406
csp3_11,s17,1.04714406
csp3_11,s18,1.02313261
csp3_11,s19,1.02313261
csp3_11,s20,1.126656057
csp3_11,s21,1.093305135
csp3_11,s22,1.126656057
csp3_11,s23,1.126656057
csp3_11,s24,1.126656057
csp3_11,s25,1.126656057
csp3_11,s26,1.126656057
csp3_11,s27,1.126656057
csp3_11,s28,1.085948909
csp3_11,s29,1.126656057
csp3_11,s30,1.085948909
csp3_11,s31,1.085948909
csp3_11,s32,1.080687235
csp3_11,s33,1.085948909
csp3_11,s34,1.060369076
csp3_11,s35,1.060369076
csp3_11,s36,1.060369076
csp3_11,s37,1.060369076
csp3_11,s38,1.060369076
csp3_11,s39,1.060369076
csp3_11,s40,1.098546572
csp3_11,s41,0.992096826
csp3_11,s42,0.975841287
csp3_11,s43,0.975841287
csp3_11,s44,0.975841287
csp3_11,s45,0.975841287
csp3_11,s46,0.967469153
csp3_11,s47,0.967469153
csp3_11,s48,0.985051241
csp3_11,s49,0.985051241
csp3_11,s50,0.951308729
csp3_11,s51,0.985051241
csp3_11,s52,0.985051241
csp3_11,s53,1.057839425
csp3_11,s54,0.973211461
csp3_11,s55,0.969167055
csp3_11,s56,0.973211461
csp3_11,s57,0.973211461
csp3_11,s58,0.957753269
csp3_11,s59,0.973211461
csp3_11,s60,0.977334793
csp3_11,s61,0.977334793
csp3_11,s62,0.977334793
csp3_11,s63,0.977334793
csp3_11,s64,0.963515814
csp3_11,s65,0.963515814
csp3_11,s66,0.951863229
csp3_11,s67,0.963515814
csp3_11,s68,0.953523692
csp3_11,s69,0.951863229
csp3_11,s70,0.948318682
csp3_11,s71,0.948318682
csp3_11,s72,0.931671553
csp3_11,s73,0.914997104
csp3_11,s74,0.931338651
csp3_11,s75,0.937468502
csp3_11,s76,0.937468502
csp3_11,s77,0.94399399
csp3_11,s78,0.94399399
csp3_11,s79,0.937468502
csp3_11,s80,0.937468502
csp3_11,s81,0.937468502
csp3_11,s82,0.937468502
csp3_11,s83,0.94399399
csp3_11,s84,0.94399399
csp3_11,s85,0.937468502
csp3_11,s86,0.94399399
csp3_11,s87,0.94399399
csp3_11,s88,0.957590359
csp3_11,s89,0.957590359
csp3_11,s90,0.957590359
csp3_11,s91,0.957590359
csp3_11,s92,0.957590359
csp3_11,s93,0.957590359
csp3_11,s94,0.960682605
csp3_11,s95,0.902744485
csp3_11,s96,0.936915014
csp3_11,s97,0.933695274
csp3_11,s98,0.933695274
csp3_11,s99,0.955668836
csp3_11,s100,0.933695274
csp3_11,s101,0.933695274
csp3_11,s102,0.955668836
csp3_11,s103,0.955668836
csp3_11,s104,0.949734275
csp3_11,s105,0.949734275
csp3_11,s106,0.949734275
csp3_11,s107,0.949734275
csp3_11,s108,0.949734275
csp3_11,s109,0.949734275
csp3_11,s110,0.949734275
csp3_11,s111,0.949734275
csp3_11,s112,0.949734275
csp3_11,s113,0.949734275
csp3_11,s114,0.932636868
csp3_11,s115,0.932636868
csp3_11,s116,0.9615012
csp3_11,s117,0.9615012
csp3_11,s118,0.9615012
csp3_11,s119,0.978004645
csp3_11,s120,1.00854563
csp3_11,s121,1.052587869
csp3_11,s122,1.02560155
csp3_11,s123,1.02560155
csp3_11,s124,1.052587869
csp3_11,s125,1.052587869
csp3_11,s126,1.052587869
csp3_11,s127,1.052587869
csp3_11,s128,1.052587869
csp3_11,s129,1.060966074
csp3_11,s130,1.060966074
csp3_11,s131,1.060966074
csp3_11,s132,0.99122359
csp3_11,s133,0.976494949
csp3_11,s134,0.99122359
csp3_11,s135,0.94634353
csp3_11,s136,0.959634317
csp3_11,s137,0.959634317
csp3_11,s138,0.959634317
csp3_11,s139,0.959634317
csp3_11,s140,0.959634317
csp3_11,s141,0.959634317
csp3_11,s142,0.959634317
csp3_11,s143,0.959634317
csp3_11,s144,1.010377097
csp3_11,s145,1.010377097
csp3_11,s146,0.982605574
csp3_11,s147,0.982605574
csp3_11,s148,0.947702459
csp3_11,s149,0.939633883
csp3_11,s150,0.939633883
csp3_11,s151,0.903159348
csp3_11,s152,0.941059595
csp3_11,s153,0.934095971
csp3_11,s154,0.934095971
csp3_11,s155,0.934095971
csp3_11,s156,0.934095971
csp3_11,s157,0.943691444
csp3_11,s158,0.934095971
csp3_11,s159,0.927019018
csp3_11,s160,0.927019018
csp3_11,s161,0.875298782
csp3_11,s162,0.875298782
csp3_11,s163,0.931308295
csp3_11,s164,0.932448662
csp3_11,s165,0.930068766
csp3_11,s166,0.931308295
csp3_11,s167,0.905952083
csp3_11,s168,0.905952083
csp3_11,s169,0.905952083
csp3_11,s170,0.905952083
csp3_11,s171,0.889272575
csp3_11,s172,0.890888516
csp3_11,s173,0.890888516
csp3_11,s174,0.890888516
csp3_11,s175,0.863747382
csp3_11,s176,1.033220859
csp3_11,s177,0.976494949
csp3_11,s178,0.993711755
csp3_11,s179,0.993711755
csp3_11,s180,0.993711755
csp3_11,s181,0.993711755
csp3_11,s182,0.993711755
csp3_11,s183,0.993711755
csp3_11,s184,1.014380017
csp3_11,s185,1.017000736
csp3_11,s186,1.008062972
csp3_11,s187,0.980333947
csp3_11,s188,0.980333947
csp3_11,s189,1.017000736
csp3_11,s190,1.017000736
csp3_11,s191,1.03118702
csp3_11,s192,1.031176901
csp3_11,s193,1.034111297
csp3_11,s194,1.028202031
csp3_11,s195,1.055218706
csp3_11,s196,1.034111297
csp3_11,s197,1.031176901
csp3_11,s198,1.076538607
csp3_11,s199,1.113309617
csp3_11,s200,1.017486429
csp3_11,s201,1.017486429
csp3_11,s202,1.017486429
csp3_11,s203,1.03640822
csp3_11,s204,1.017486429
csp3_11,s205,1.017486429
csp3_11,s206,1.113309617
csp3_11,s207,1.113309617
csp3_11,s208,1.023658778
csp3_11,s209,1.023658778
csp3_11,s210,1.023658778
csp3_11,s211,1.01211345
csp3_11,s212,1.01211345
csp3_11,s213,1.040020562
csp3_11,s214,1.01211345
csp3_11,s215,1.01211345
csp3_11,s216,1.01211345
csp3_11,s217,1.01211345
csp3_11,s218,1.01211345
csp3_11,s219,1.030853106
csp3_11,s220,1.030853106
csp3_11,s221,1.030853106
csp3_11,s222,1.030853106
csp3_11,s223,0.979738973
csp3_11,s224,0.954682272
csp3_11,s225,1.030853106
csp3_11,s226,1.030853106
csp3_11,s227,1.002200252
csp3_11,s228,0.977526035
csp3_11,s229,0.977526035
csp3_11,s230,0.953124007
csp3_11,s231,0.937076912
csp3_11,s232,0.977526035
csp3_11,s233,0.977526035
csp3_11,s234,1.002200252
csp3_11,s235,0.977526035
csp3_11,s236,0.942724105
csp3_11,s237,0.921279746
csp3_11,s238,0.921279746
csp3_11,s239,0.921279746
csp3_11,s240,0.921279746
csp3_11,s241,0.921279746
csp3_11,s242,0.924843518
csp3_11,s243,0.909336757
csp3_11,s244,0.909336757
csp3_11,s245,0.909336757
csp3_11,s246,0.961907968
csp3_11,s247,0.961907968
csp3_11,s248,0.961907968
csp3_11,s249,0.971162444
csp3_11,s250,0.971162444
csp3_11,s251,1.001770212
csp3_11,s252,1.001770212
csp3_11,s253,1.009468446
csp3_11,s254,1.021999327
csp3_11,s255,1.04344065
csp3_11,s256,0.874467032
csp3_11,s257,0.912789224
csp3_11,s258,0.912789224
csp3_11,s259,0.912789224
csp3_11,s260,0.896135013
csp3_11,s261,0.875298782
csp3_11,s262,0.890197415
csp3_11,s263,0.896297922
csp3_11,s264,0.890197415
csp3_11,s265,0.887605029
csp3_11,s266,0.887605029
csp3_11,s267,0.880053514
csp3_11,s268,0.880053514
csp3_11,s269,0.880292313
csp3_11,s270,0.880292313
csp3_11,s271,0.880292313
csp3_11,s272,0.876463433
csp3_11,s273,0.876463433
csp3_11,s274,0.876463433
csp3_11,s275,0.876463433
csp3_11,s276,0.896533686
csp3_11,s277,0.896533686
csp3_11,s278,0.896533686
csp3_11,s279,0.896533686
csp3_11,s280,0.896533686
csp3_11,s281,0.896533686
csp3_11,s282,0.896533686
csp3_11,s283,0.896533686
csp3_11,s284,0.896533686
csp3_11,s285,0.896533686
csp3_11,s286,0.930410775
csp3_11,s287,0.930410775
csp3_11,s288,0.87252426
csp3_11,s289,0.87252426
csp3_11,s290,0.87252426
csp3_11,s291,0.937558557
csp3_11,s292,0.937558557
csp3_11,s293,0.937558557
csp3_11,s294,0.937558557
csp3_11,s295,0.846795684
csp3_11,s296,0.874146273
csp3_11,s297,0.874146273
csp3_11,s298,0.874146273
csp3_11,s299,0.874146273
csp3_11,s300,0.966446162
csp3_11,s301,0.996090639
csp3_11,s302,0.966446162
csp3_11,s303,0.966446162
csp3_11,s304,0.966446162
csp3_11,s305,0.966446162
csp3_11,s306,0.966446162
csp3_11,s307,0.966446162
csp3_11,s308,0.971162444
csp3_11,s309,0.917635024
csp3_11,s310,0.917635024
csp3_11,s311,0.917635024
csp3_11,s312,0.917635024
csp3_11,s313,0.921170465
csp3_11,s314,1.035285055
csp3_11,s315,1.012680092
csp3_11,s316,1.012680092
csp3_11,s317,1.012680092
csp3_11,s318,1.060257772
csp3_11,s319,1.060257772
csp3_11,s320,1.040273527
csp3_11,s321,1.040273527
csp3_11,s322,1.040273527
csp3_11,s323,1.040273527
csp3_11,s324,1.040273527
csp3_11,s325,1.040273527
csp3_11,s326,1.040273527
csp3_11,s327,1.040273527
csp3_11,s328,1.193459086
csp3_11,s329,1.193459086
csp3_11,s330,1.193459086
csp3_11,s331,1.193459086
csp3_11,s332,1.193459086
csp3_11,s333,1.050675453
csp3_11,s334,1.050675453
csp3_11,s335,1.050675453
csp3_11,s336,1.050675453
csp3_11,s337,1.050675453
csp3_11,s338,1.050675453
csp3_11,s339,1.050675453
csp3_11,s340,1.050675453
csp3_11,s341,1.050675453
csp3_11,s342,1.246318677
csp3_11,s343,1.121799126
csp3_11,s344,1.121799126
csp3_11,s345,1.071701914
csp3_11,s346,1.071701914
csp3_11,s347,1.10639861
csp3_11,s348,1.10639861
csp3_11,s349,1.10639861
csp3_11,s350,0.993674316
csp3_11,s351,0.993674316
csp3_11,s352,0.993674316
csp3_11,s353,1.013014005
csp3_11,s354,1.013014005
csp3_11,s355,1.019783352
csp3_11,s356,1.019783352
csp3_12,s1,1.05591689
csp3_12,s2,1.068797874
csp3_12,s3,1.068797874
csp3_12,s4,1.068797874
csp3_12,s5,1.05591689
csp3_12,s6,1.005906697
csp3_12,s7,1.026795545
csp3_12,s8,1.005906697
csp3_12,s9,1.05591689
csp3_12,s10,1.04714406
csp3_12,s11,1.04714406
csp3_12,s12,1.04714406
csp3_12,s13,1.04714406
csp3_12,s14,1.078926597
csp3_12,s15,1.078926597
csp3_12,s16,1.04714406
csp3_12,s17,1.04714406
csp3_12,s18,1.02313261
csp3_12,s19,1.02313261
csp3_12,s20,1.126656057
csp3_12,s21,1.093305135
csp3_12,s22,1.126656057
csp3_12,s23,1.126656057
csp3_12,s24,1.126656057
csp3_12,s25,1.126656057
csp3_12,s26,1.126656057
csp3_12,s27,1.126656057
csp3_12,s28,1.085948909
csp3_12,s29,1.126656057
csp3_12,s30,1.085948909
csp3_12,s31,1.085948909
csp3_12,s32,1.080687235
csp3_12,s33,1.085948909
csp3_12,s34,1.060369076
csp3_12,s35,1.060369076
csp3_12,s36,1.060369076
csp3_12,s37,1.060369076
csp3_12,s38,1.060369076
csp3_12,s39,1.060369076
csp3_12,s40,1.098546572
csp3_12,s41,0.992096826
csp3_12,s42,0.975841287
csp3_12,s43,0.975841287
csp3_12,s44,0.975841287
csp3_12,s45,0.975841287
csp3_12,s46,0.967469153
csp3_12,s47,0.967469153
csp3_12,s48,0.985051241
csp3_12,s49,0.985051241
csp3_12,s50,0.951308729
csp3_12,s51,0.985051241
csp3_12,s52,0.985051241
csp3_12,s53,1.057839425
csp3_12,s54,0.973211461
csp3_12,s55,0.969167055
csp3_12,s56,0.973211461
csp3_12,s57,0.973211461
csp3_12,s58,0.957753269
csp3_12,s59,0.973211461
csp3_12,s60,0.977334793
csp3_12,s61,0.977334793
csp3_12,s62,0.977334793
csp3_12,s63,0.977334793
csp3_12,s64,0.963515814
csp3_12,s65,0.963515814
csp3_12,s66,0.951863229
csp3_12,s67,0.963515814
csp3_12,s68,0.953523692
csp3_12,s69,0.951863229
csp3_12,s70,0.948318682
csp3_12,s71,0.948318682
csp3_12,s72,0.931671553
csp3_12,s73,0.914997104
csp3_12,s74,0.931338651
csp3_12,s75,0.937468502
csp3_12,s76,0.937468502
csp3_12,s77,0.94399399
csp3_12,s78,0.94399399
csp3_12,s79,0.937468502
csp3_12,s80,0.937468502
csp3_12,s81,0.937468502
csp3_12,s82,0.937468502
csp3_12,s83,0.94399399
csp3_12,s84,0.94399399
csp3_12,s85,0.937468502
csp3_12,s86,0.94399399
csp3_12,s87,0.94399399
csp3_12,s88,0.957590359
csp3_12,s89,0.957590359
csp3_12,s90,0.957590359
csp3_12,s91,0.957590359
csp3_12,s92,0.957590359
csp3_12,s93,0.957590359
csp3_12,s94,0.960682605
csp3_12,s95,0.902744485
csp3_12,s96,0.936915014
csp3_12,s97,0.933695274
csp3_12,s98,0.933695274
csp3_12,s99,0.955668836
csp3_12,s100,0.933695274
csp3_12,s101,0.933695274
csp3_12,s102,0.955668836
csp3_12,s103,0.955668836
csp3_12,s104,0.949734275
csp3_12,s105,0.949734275
csp3_12,s106,0.949734275
csp3_12,s107,0.949734275
csp3_12,s108,0.949734275
csp3_12,s109,0.949734275
csp3_12,s110,0.949734275
csp3_12,s111,0.949734275
csp3_12,s112,0.949734275
csp3_12,s113,0.949734275
csp3_12,s114,0.932636868
csp3_12,s115,0.932636868
csp3_12,s116,0.9615012
csp3_12,s117,0.9615012
csp3_12,s118,0.9615012
csp3_12,s119,0.978004645
csp3_12,s120,1.00854563
csp3_12,s121,1.052587869
csp3_12,s122,1.02560155
csp3_12,s123,1.02560155
csp3_12,s124,1.052587869
csp3_12,s125,1.052587869
csp3_12,s126,1.052587869
csp3_12,s127,1.052587869
csp3_12,s128,1.052587869
csp3_12,s129,1.060966074
csp3_12,s130,1.060966074
csp3_12,s131,1.060966074
csp3_12,s132,0.99122359
csp3_12,s133,0.976494949
csp3_12,s134,0.99122359
csp3_12,s135,0.94634353
csp3_12,s136,0.959634317
csp3_12,s137,0.959634317
csp3_12,s138,0.959634317
csp3_12,s139,0.959634317
csp3_12,s140,0.959634317
csp3_12,s141,0.959634317
csp3_12,s142,0.959634317
csp3_12,s143,0.959634317
csp3_12,s144,1.010377097
csp3_12,s145,1.010377097
csp3_12,s146,0.982605574
csp3_12,s147,0.982605574
csp3_12,s148,0.947702459
csp3_12,s149,0.939633883
csp3_12,s150,0.939633883
csp3_12,s151,0.903159348
csp3_12,s152,0.941059595
csp3_12,s153,0.934095971
csp3_12,s154,0.934095971
csp3_12,s155,0.934095971
csp3_12,s156,0.934095971
csp3_12,s157,0.943691444
csp3_12,s158,0.934095971
csp3_12,s159,0.927019018
csp3_12,s160,0.927019018
csp3_12,s161,0.875298782
csp3_12,s162,0.875298782
csp3_12,s163,0.931308295
csp3_12,s164,0.932448662
csp3_12,s165,0.930068766
csp3_12,s166,0.931308295
csp3_12,s167,0.905952083
csp3_12,s168,0.905952083
csp3_12,s169,0.905952083
csp3_12,s170,0.905952083
csp3_12,s171,0.889272575
csp3_12,s172,0.890888516
csp3_12,s173,0.890888516
csp3_12,s174,0.890888516
csp3_12,s175,0.863747382
csp3_12,s176,1.033220859
csp3_12,s177,0.976494949
csp3_12,s178,0.993711755
csp3_12,s179,0.993711755
csp3_12,s180,0.993711755
csp3_12,s181,0.993711755
csp3_12,s182,0.993711755
csp3_12,s183,0.993711755
csp3_12,s184,1.014380017
csp3_12,s185,1.017000736
csp3_12,s186,1.008062972
csp3_12,s187,0.980333947
csp3_12,s188,0.980333947
csp3_12,s189,1.017000736
csp3_12,s190,1.017000736
csp3_12,s191,1.03118702
csp3_12,s192,1.031176901
csp3_12,s193,1.034111297
csp3_12,s194,1.028202031
csp3_12,s195,1.055218706
csp3_12,s196,1.034111297
csp3_12,s197,1.031176901
csp3_12,s198,1.076538607
csp3_12,s199,1.113309617
csp3_12,s200,1.017486429
csp3_12,s201,1.017486429
csp3_12,s202,1.017486429
csp3_12,s203,1.03640822
csp3_12,s204,1.017486429
csp3_12,s205,1.017486429
csp3_12,s206,1.113309617
csp3_12,s207,1.113309617
csp3_12,s208,1.023658778
csp3_12,s209,1.023658778
csp3_12,s210,1.023658778
csp3_12,s211,1.01211345
csp3_12,s212,1.01211345
csp3_12,s213,1.040020562
csp3_12,s214,1.01211345
csp3_12,s215,1.01211345
csp3_12,s216,1.01211345
csp3_12,s217,1.01211345
csp3_12,s218,1.01211345
csp3_12,s219,1.030853106
csp3_12,s220,1.030853106
csp3_12,s221,1.030853106
csp3_12,s222,1.030853106
csp3_12,s223,0.979738973
csp3_12,s224,0.954682272
csp3_12,s225,1.030853106
csp3_12,s226,1.030853106
csp3_12,s227,1.002200252
csp3_12,s228,0.977526035
csp3_12,s229,0.977526035
csp3_12,s230,0.953124007
csp3_12,s231,0.937076912
csp3_12,s232,0.977526035
csp3_12,s233,0.977526035
csp3_12,s234,1.002200252
csp3_12,s235,0.977526035
csp3_12,s236,0.942724105
csp3_12,s237,0.921279746
csp3_12,s238,0.921279746
csp3_12,s239,0.921279746
csp3_12,s240,0.921279746
csp3_12,s241,0.921279746
csp3_12,s242,0.924843518
csp3_12,s243,0.909336757
csp3_12,s244,0.909336757
csp3_12,s245,0.909336757
csp3_12,s246,0.961907968
csp3_12,s247,0.961907968
csp3_12,s248,0.961907968
csp3_12,s249,0.971162444
csp3_12,s250,0.971162444
csp3_12,s251,1.001770212
csp3_12,s252,1.001770212
csp3_12,s253,1.009468446
csp3_12,s254,1.021999327
csp3_12,s255,1.04344065
csp3_12,s256,0.874467032
csp3_12,s257,0.912789224
csp3_12,s258,0.912789224
csp3_12,s259,0.912789224
csp3_12,s260,0.896135013
csp3_12,s261,0.875298782
csp3_12,s262,0.890197415
csp3_12,s263,0.896297922
csp3_12,s264,0.890197415
csp3_12,s265,0.887605029
csp3_12,s266,0.887605029
csp3_12,s267,0.880053514
csp3_12,s268,0.880053514
csp3_12,s269,0.880292313
csp3_12,s270,0.880292313
csp3_12,s271,0.880292313
csp3_12,s272,0.876463433
csp3_12,s273,0.876463433
csp3_12,s274,0.876463433
csp3_12,s275,0.876463433
csp3_12,s276,0.896533686
csp3_12,s277,0.896533686
csp3_12,s278,0.896533686
csp3_12,s279,0.896533686
csp3_12,s280,0.896533686
csp3_12,s281,0.896533686
csp3_12,s282,0.896533686
csp3_12,s283,0.896533686
csp3_12,s284,0.896533686
csp3_12,s285,0.896533686
csp3_12,s286,0.930410775
csp3_12,s287,0.930410775
csp3_12,s288,0.87252426
csp3_12,s289,0.87252426
csp3_12,s290,0.87252426
csp3_12,s291,0.937558557
csp3_12,s292,0.937558557
csp3_12,s293,0.937558557
csp3_12,s294,0.937558557
csp3_12,s295,0.846795684
csp3_12,s296,0.874146273
csp3_12,s297,0.874146273
csp3_12,s298,0.874146273
csp3_12,s299,0.874146273
csp3_12,s300,0.966446162
csp3_12,s301,0.996090639
csp3_12,s302,0.966446162
csp3_12,s303,0.966446162
csp3_12,s304,0.966446162
csp3_12,s305,0.966446162
csp3_12,s306,0.966446162
csp3_12,s307,0.966446162
csp3_12,s308,0.971162444
csp3_12,s309,0.917635024
csp3_12,s310,0.917635024
csp3_12,s311,0.917635024
csp3_12,s312,0.917635024
csp3_12,s313,0.921170465
csp3_12,s314,1.035285055
csp3_12,s315,1.012680092
csp3_12,s316,1.012680092
csp3_12,s317,1.012680092
csp3_12,s318,1.060257772
csp3_12,s319,1.060257772
csp3_12,s320,1.040273527
csp3_12,s321,1.040273527
csp3_12,s322,1.040273527
csp3_12,s323,1.040273527
csp3_12,s324,1.040273527
csp3_12,s325,1.040273527
csp3_12,s326,1.040273527
csp3_12,s327,1.040273527
csp3_12,s328,1.193459086
csp3_12,s329,1.193459086
csp3_12,s330,1.193459086
csp3_12,s331,1.193459086
csp3_12,s332,1.193459086
csp3_12,s333,1.050675453
csp3_12,s334,1.050675453
csp3_12,s335,1.050675453
csp3_12,s336,1.050675453
csp3_12,s337,1.050675453
csp3_12,s338,1.050675453
csp3_12,s339,1.050675453
csp3_12,s340,1.050675453
csp3_12,s341,1.050675453
csp3_12,s342,1.246318677
csp3_12,s343,1.121799126
csp3_12,s344,1.121799126
csp3_12,s345,1.071701914
csp3_12,s346,1.071701914
csp3_12,s347,1.10639861
csp3_12,s348,1.10639861
csp3_12,s349,1.10639861
csp3_12,s350,0.993674316
csp3_12,s351,0.993674316
csp3_12,s352,0.993674316
csp3_12,s353,1.013014005
csp3_12,s354,1.013014005
csp3_12,s355,1.019783352
csp3_12,s356,1.019783352
csp4_1,s1,1.05591689
csp4_1,s2,1.068797874
csp4_1,s3,1.068797874
csp4_1,s4,1.068797874
csp4_1,s5,1.05591689
csp4_1,s6,1.005906697
csp4_1,s7,1.026795545
csp4_1,s8,1.005906697
csp4_1,s9,1.05591689
csp4_1,s10,1.04714406
csp4_1,s11,1.04714406
csp4_1,s12,1.04714406
csp4_1,s13,1.04714406
csp4_1,s14,1.078926597
csp4_1,s15,1.078926597
csp4_1,s16,1.04714406
csp4_1,s17,1.04714406
csp4_1,s18,1.02313261
csp4_1,s19,1.02313261
csp4_1,s20,1.126656057
csp4_1,s21,1.093305135
csp4_1,s22,1.126656057
csp4_1,s23,1.126656057
csp4_1,s24,1.126656057
csp4_1,s25,1.126656057
csp4_1,s26,1.126656057
csp4_1,s27,1.126656057
csp4_1,s28,1.085948909
csp4_1,s29,1.126656057
csp4_1,s30,1.085948909
csp4_1,s31,1.085948909
csp4_1,s32,1.080687235
csp4_1,s33,1.085948909
csp4_1,s34,1.060369076
csp4_1,s35,1.060369076
csp4_1,s36,1.060369076
csp4_1,s37,1.060369076
csp4_1,s38,1.060369076
csp4_1,s39,1.060369076
csp4_1,s40,1.098546572
csp4_1,s41,0.992096826
csp4_1,s42,0.975841287
csp4_1,s43,0.975841287
csp4_1,s44,0.975841287
csp4_1,s45,0.975841287
csp4_1,s46,0.967469153
csp4_1,s47,0.967469153
csp4_1,s48,0.985051241
csp4_1,s49,0.985051241
csp4_1,s50,0.951308729
csp4_1,s51,0.985051241
csp4_1,s52,0.985051241
csp4_1,s53,1.057839425
csp4_1,s54,0.973211461
csp4_1,s55,0.969167055
csp4_1,s56,0.973211461
csp4_1,s57,0.973211461
csp4_1,s58,0.957753269
csp4_1,s59,0.973211461
csp4_1,s60,0.977334793
csp4_1,s61,0.977334793
csp4_1,s62,0.977334793
csp4_1,s63,0.977334793
csp4_1,s64,0.963515814
csp4_1,s65,0.963515814
csp4_1,s66,0.951863229
csp4_1,s67,0.963515814
csp4_1,s68,0.953523692
csp4_1,s69,0.951863229
csp4_1,s70,0.948318682
csp4_1,s71,0.948318682
csp4_1,s72,0.931671553
csp4_1,s73,0.914997104
csp4_1,s74,0.931338651
csp4_1,s75,0.937468502
csp4_1,s76,0.937468502
csp4_1,s77,0.94399399
csp4_1,s78,0.94399399
csp4_1,s79,0.937468502
csp4_1,s80,0.937468502
csp4_1,s81,0.937468502
csp4_1,s82,0.937468502
csp4_1,s83,0.94399399
csp4_1,s84,0.94399399
csp4_1,s85,0.937468502
csp4_1,s86,0.94399399
csp4_1,s87,0.94399399
csp4_1,s88,0.957590359
csp4_1,s89,0.957590359
csp4_1,s90,0.957590359
csp4_1,s91,0.957590359
csp4_1,s92,0.957590359
csp4_1,s93,0.957590359
csp4_1,s94,0.960682605
csp4_1,s95,0.902744485
csp4_1,s96,0.936915014
csp4_1,s97,0.933695274
csp4_1,s98,0.933695274
csp4_1,s99,0.955668836
csp4_1,s100,0.933695274
csp4_1,s101,0.933695274
csp4_1,s102,0.955668836
csp4_1,s103,0.955668836
csp4_1,s104,0.949734275
csp4_1,s105,0.949734275
csp4_1,s106,0.949734275
csp4_1,s107,0.949734275
csp4_1,s108,0.949734275
csp4_1,s109,0.949734275
csp4_1,s110,0.949734275
csp4_1,s111,0.949734275
csp4_1,s112,0.949734275
csp4_1,s113,0.949734275
csp4_1,s114,0.932636868
csp4_1,s115,0.932636868
csp4_1,s116,0.9615012
csp4_1,s117,0.9615012
csp4_1,s118,0.9615012
csp4_1,s119,0.978004645
csp4_1,s120,1.00854563
csp4_1,s121,1.052587869
csp4_1,s122,1.02560155
csp4_1,s123,1.02560155
csp4_1,s124,1.052587869
csp4_1,s125,1.052587869
csp4_1,s126,1.052587869
csp4_1,s127,1.052587869
csp4_1,s128,1.052587869
csp4_1,s129,1.060966074
csp4_1,s130,1.060966074
csp4_1,s131,1.060966074
csp4_1,s132,0.99122359
csp4_1,s133,0.976494949
csp4_1,s134,0.99122359
csp4_1,s135,0.94634353
csp4_1,s136,0.959634317
csp4_1,s137,0.959634317
csp4_1,s138,0.959634317
csp4_1,s139,0.959634317
csp4_1,s140,0.959634317
csp4_1,s141,0.959634317
csp4_1,s142,0.959634317
csp4_1,s143,0.959634317
csp4_1,s144,1.010377097
csp4_1,s145,1.010377097
csp4_1,s146,0.982605574
csp4_1,s147,0.982605574
