i,t,cost_cap
upv_2,2031,647444
upv_2,2032,640186
upv_2,2033,632928
upv_2,2034,625669
upv_2,2035,618411
upv_2,2036,611152
upv_2,2037,603894
upv_2,2038,596636
upv_2,2039,589377
upv_2,2040,582119
upv_2,2041,575826
upv_2,2042,569533
upv_2,2043,563239
upv_2,2044,556946
upv_2,2045,550653
upv_2,2046,544360
upv_2,2047,538067
upv_2,2048,531774
upv_2,2049,525480
upv_2,2050,519187
upv_3,2010,3542491
upv_3,2011,3290130
upv_3,2012,3037770
upv_3,2013,2108327
upv_3,2014,1586499
upv_3,2015,1584000
upv_3,2016,1379308
upv_3,2017,843946
upv_3,2018,847004
upv_3,2019,832097
upv_3,2020,816453
upv_3,2021,801048
upv_3,2022,784787
upv_3,2023,768527
upv_3,2024,752266
upv_3,2025,736006
upv_3,2026,719745
upv_3,2027,703484
upv_3,2028,687224
upv_3,2029,670963
upv_3,2030,654703
upv_3,2031,647444
upv_3,2032,640186
upv_3,2033,632928
upv_3,2034,625669
upv_3,2035,618411
upv_3,2036,611152
upv_3,2037,603894
upv_3,2038,596636
upv_3,2039,589377
upv_3,2040,582119
upv_3,2041,575826
upv_3,2042,569533
upv_3,2043,563239
upv_3,2044,556946
upv_3,2045,550653
upv_3,2046,544360
upv_3,2047,538067
upv_3,2048,531774
upv_3,2049,525480
upv_3,2050,519187
upv_4,2010,3542491
upv_4,2011,3290130
upv_4,2012,3037770
upv_4,2013,2108327
upv_4,2014,1586499
upv_4,2015,1584000
upv_4,2016,1379308
upv_4,2017,843946
upv_4,2018,847004
upv_4,2019,832097
upv_4,2020,816453
upv_4,2021,801048
upv_4,2022,784787
upv_4,2023,768527
upv_4,2024,752266
upv_4,2025,736006
upv_4,2026,719745
upv_4,2027,703484
upv_4,2028,687224
upv_4,2029,670963
upv_4,2030,654703
upv_4,2031,647444
upv_4,2032,640186
upv_4,2033,632928
upv_4,2034,625669
upv_4,2035,618411
upv_4,2036,611152
upv_4,2037,603894
upv_4,2038,596636
upv_4,2039,589377
upv_4,2040,582119
upv_4,2041,575826
upv_4,2042,569533
upv_4,2043,563239
upv_4,2044,556946
upv_4,2045,550653
upv_4,2046,544360
upv_4,2047,538067
upv_4,2048,531774
upv_4,2049,525480
upv_4,2050,519187
upv_5,2010,3542491
upv_5,2011,3290130
upv_5,2012,3037770
upv_5,2013,2108327
upv_5,2014,1586499
upv_5,2015,1584000
upv_5,2016,1379308
upv_5,2017,843946
upv_5,2018,847004
upv_5,2019,832097
upv_5,2020,816453
upv_5,2021,801048
upv_5,2022,784787
upv_5,2023,768527
upv_5,2024,752266
upv_5,2025,736006
upv_5,2026,719745
upv_5,2027,703484
upv_5,2028,687224
upv_5,2029,670963
upv_5,2030,654703
upv_5,2031,647444
upv_5,2032,640186
upv_5,2033,632928
upv_5,2034,625669
upv_5,2035,618411
upv_5,2036,611152
upv_5,2037,603894
upv_5,2038,596636
upv_5,2039,589377
upv_5,2040,582119
upv_5,2041,575826
upv_5,2042,569533
upv_5,2043,563239
upv_5,2044,556946
upv_5,2045,550653
upv_5,2046,544360
upv_5,2047,538067
upv_5,2048,531774
upv_5,2049,525480
upv_5,2050,519187
upv_6,2010,3542491
upv_6,2011,3290130
upv_6,2012,3037770
upv_6,2013,2108327
upv_6,2014,1586499
upv_6,2015,1584000
upv_6,2016,1379308
upv_6,2017,843946
upv_6,2018,847004
upv_6,2019,832097
upv_6,2020,816453
upv_6,2021,801048
upv_6,2022,784787
upv_6,2023,768527
upv_6,2024,752266
upv_6,2025,736006
upv_6,2026,719745
upv_6,2027,703484
upv_6,2028,687224
upv_6,2029,670963
upv_6,2030,654703
upv_6,2031,647444
upv_6,2032,640186
upv_6,2033,632928
upv_6,2034,625669
upv_6,2035,618411
upv_6,2036,611152
upv_6,2037,603894
upv_6,2038,596636
upv_6,2039,589377
upv_6,2040,582119
upv_6,2041,575826
upv_6,2042,569533
upv_6,2043,563239
upv_6,2044,556946
upv_6,2045,550653
upv_6,2046,544360
upv_6,2047,538067
upv_6,2048,531774
upv_6,2049,525480
upv_6,2050,519187
upv_7,2010,3542491
upv_7,2011,3290130
upv_7,2012,3037770
upv_7,2013,2108327
upv_7,2014,1586499
upv_7,2015,1584000
upv_7,2016,1379308
upv_7,2017,843946
upv_7,2018,847004
upv_7,2019,832097
upv_7,2020,816453
upv_7,2021,801048
upv_7,2022,784787
upv_7,2023,768527
upv_7,2024,752266
upv_7,2025,736006
upv_7,2026,719745
upv_7,2027,703484
upv_7,2028,687224
upv_7,2029,670963
upv_7,2030,654703
upv_7,2031,647444
upv_7,2032,640186
upv_7,2033,632928
upv_7,2034,625669
upv_7,2035,618411
upv_7,2036,611152
upv_7,2037,603894
upv_7,2038,596636
upv_7,2039,589377
upv_7,2040,582119
upv_7,2041,575826
upv_7,2042,569533
upv_7,2043,563239
upv_7,2044,556946
upv_7,2045,550653
upv_7,2046,544360
upv_7,2047,538067
upv_7,2048,531774
upv_7,2049,525480
upv_7,2050,519187
upv_8,2010,3542491
upv_8,2011,3290130
upv_8,2012,3037770
upv_8,2013,2108327
upv_8,2014,1586499
upv_8,2015,1584000
upv_8,2016,1379308
upv_8,2017,843946
upv_8,2018,847004
upv_8,2019,832097
upv_8,2020,816453
upv_8,2021,801048
upv_8,2022,784787
upv_8,2023,768527
upv_8,2024,752266
upv_8,2025,736006
upv_8,2026,719745
upv_8,2027,703484
upv_8,2028,687224
upv_8,2029,670963
upv_8,2030,654703
upv_8,2031,647444
upv_8,2032,640186
upv_8,2033,632928
upv_8,2034,625669
upv_8,2035,618411
upv_8,2036,611152
upv_8,2037,603894
upv_8,2038,596636
upv_8,2039,589377
upv_8,2040,582119
upv_8,2041,575826
upv_8,2042,569533
upv_8,2043,563239
upv_8,2044,556946
upv_8,2045,550653
upv_8,2046,544360
upv_8,2047,538067
upv_8,2048,531774
upv_8,2049,525480
upv_8,2050,519187
upv_9,2010,3542491
upv_9,2011,3290130
upv_9,2012,3037770
upv_9,2013,2108327
upv_9,2014,1586499
upv_9,2015,1584000
upv_9,2016,1379308
upv_9,2017,843946
upv_9,2018,847004
upv_9,2019,832097
upv_9,2020,816453
upv_9,2021,801048
upv_9,2022,784787
upv_9,2023,768527
upv_9,2024,752266
upv_9,2025,736006
upv_9,2026,719745
upv_9,2027,703484
upv_9,2028,687224
upv_9,2029,670963
upv_9,2030,654703
upv_9,2031,647444
upv_9,2032,640186
upv_9,2033,632928
upv_9,2034,625669
upv_9,2035,618411
upv_9,2036,611152
upv_9,2037,603894
upv_9,2038,596636
upv_9,2039,589377
upv_9,2040,582119
upv_9,2041,575826
upv_9,2042,569533
upv_9,2043,563239
upv_9,2044,556946
upv_9,2045,550653
upv_9,2046,544360
upv_9,2047,538067
upv_9,2048,531774
upv_9,2049,525480
upv_9,2050,519187
upv_10,2010,3542491
upv_10,2011,3290130
upv_10,2012,3037770
upv_10,2013,2108327
upv_10,2014,1586499
upv_10,2015,1584000
upv_10,2016,1379308
upv_10,2017,843946
upv_10,2018,847004
upv_10,2019,832097
upv_10,2020,816453
upv_10,2021,801048
upv_10,2022,784787
upv_10,2023,768527
upv_10,2024,752266
upv_10,2025,736006
upv_10,2026,719745
upv_10,2027,703484
upv_10,2028,687224
upv_10,2029,670963
upv_10,2030,654703
upv_10,2031,647444
upv_10,2032,640186
upv_10,2033,632928
upv_10,2034,625669
upv_10,2035,618411
upv_10,2036,611152
upv_10,2037,603894
upv_10,2038,596636
upv_10,2039,589377
upv_10,2040,582119
upv_10,2041,575826
upv_10,2042,569533
upv_10,2043,563239
upv_10,2044,556946
upv_10,2045,550653
upv_10,2046,544360
upv_10,2047,538067
upv_10,2048,531774
upv_10,2049,525480
upv_10,2050,519187
dupv_1,2010,4569813.39
dupv_1,2011,4244267.7
dupv_1,2012,3918723.3
dupv_1,2013,2719741.83
dupv_1,2014,2046583.71
dupv_1,2015,2043360
dupv_1,2016,1779307.32
dupv_1,2017,1088690.34
dupv_1,2018,1092635.16
dupv_1,2019,1073405.13
dupv_1,2020,1053224.37
dupv_1,2021,1033351.92
dupv_1,2022,1012375.23
dupv_1,2023,991399.83
dupv_1,2024,970423.14
dupv_1,2025,949447.74
dupv_1,2026,928471.05
dupv_1,2027,907494.36
dupv_1,2028,886518.96
dupv_1,2029,865542.27
dupv_1,2030,844566.87
dupv_1,2031,835202.76
dupv_1,2032,825839.94
dupv_1,2033,816477.12
dupv_1,2034,807113.01
dupv_1,2035,797750.19
dupv_1,2036,788386.08
dupv_1,2037,779023.26
dupv_1,2038,769660.44
dupv_1,2039,760296.33
dupv_1,2040,750933.51
dupv_1,2041,742815.54
dupv_1,2042,734697.57
dupv_1,2043,726578.31
dupv_1,2044,718460.34
dupv_1,2045,710342.37
dupv_1,2046,702224.4
dupv_1,2047,694106.43
dupv_1,2048,685988.46
dupv_1,2049,677869.2
dupv_1,2050,669751.23
dupv_2,2010,4569813.39
dupv_2,2011,4244267.7
dupv_2,2012,3918723.3
dupv_2,2013,2719741.83
dupv_2,2014,2046583.71
dupv_2,2015,2043360
dupv_2,2016,1779307.32
dupv_2,2017,1088690.34
dupv_2,2018,1092635.16
dupv_2,2019,1073405.13
dupv_2,2020,1053224.37
dupv_2,2021,1033351.92
dupv_2,2022,1012375.23
dupv_2,2023,991399.83
dupv_2,2024,970423.14
dupv_2,2025,949447.74
dupv_2,2026,928471.05
dupv_2,2027,907494.36
dupv_2,2028,886518.96
dupv_2,2029,865542.27
dupv_2,2030,844566.87
dupv_2,2031,835202.76
dupv_2,2032,825839.94
dupv_2,2033,816477.12
dupv_2,2034,807113.01
dupv_2,2035,797750.19
dupv_2,2036,788386.08
dupv_2,2037,779023.26
dupv_2,2038,769660.44
dupv_2,2039,760296.33
dupv_2,2040,750933.51
dupv_2,2041,742815.54
dupv_2,2042,734697.57
dupv_2,2043,726578.31
dupv_2,2044,718460.34
dupv_2,2045,710342.37
dupv_2,2046,702224.4
dupv_2,2047,694106.43
dupv_2,2048,685988.46
dupv_2,2049,677869.2
dupv_2,2050,669751.23
dupv_3,2010,4569813.39
dupv_3,2011,4244267.7
dupv_3,2012,3918723.3
dupv_3,2013,2719741.83
dupv_3,2014,2046583.71
dupv_3,2015,2043360
dupv_3,2016,1779307.32
dupv_3,2017,1088690.34
dupv_3,2018,1092635.16
dupv_3,2019,1073405.13
dupv_3,2020,1053224.37
dupv_3,2021,1033351.92
dupv_3,2022,1012375.23
dupv_3,2023,991399.83
dupv_3,2024,970423.14
dupv_3,2025,949447.74
dupv_3,2026,928471.05
dupv_3,2027,907494.36
dupv_3,2028,886518.96
dupv_3,2029,865542.27
dupv_3,2030,844566.87
dupv_3,2031,835202.76
dupv_3,2032,825839.94
dupv_3,2033,816477.12
dupv_3,2034,807113.01
dupv_3,2035,797750.19
dupv_3,2036,788386.08
dupv_3,2037,779023.26
dupv_3,2038,769660.44
dupv_3,2039,760296.33
dupv_3,2040,750933.51
dupv_3,2041,742815.54
dupv_3,2042,734697.57
dupv_3,2043,726578.31
dupv_3,2044,718460.34
dupv_3,2045,710342.37
dupv_3,2046,702224.4
dupv_3,2047,694106.43
dupv_3,2048,685988.46
dupv_3,2049,677869.2
dupv_3,2050,669751.23
dupv_4,2010,4569813.39
dupv_4,2011,4244267.7
dupv_4,2012,3918723.3
dupv_4,2013,2719741.83
dupv_4,2014,2046583.71
dupv_4,2015,2043360
dupv_4,2016,1779307.32
dupv_4,2017,1088690.34
dupv_4,2018,1092635.16
dupv_4,2019,1073405.13
dupv_4,2020,1053224.37
dupv_4,2021,1033351.92
dupv_4,2022,1012375.23
dupv_4,2023,991399.83
dupv_4,2024,970423.14
dupv_4,2025,949447.74
dupv_4,2026,928471.05
dupv_4,2027,907494.36
dupv_4,2028,886518.96
dupv_4,2029,865542.27
dupv_4,2030,844566.87
dupv_4,2031,835202.76
dupv_4,2032,825839.94
dupv_4,2033,816477.12
dupv_4,2034,807113.01
dupv_4,2035,797750.19
dupv_4,2036,788386.08
dupv_4,2037,779023.26
dupv_4,2038,769660.44
dupv_4,2039,760296.33
dupv_4,2040,750933.51
dupv_4,2041,742815.54
dupv_4,2042,734697.57
dupv_4,2043,726578.31
dupv_4,2044,718460.34
dupv_4,2045,710342.37
dupv_4,2046,702224.4
dupv_4,2047,694106.43
dupv_4,2048,685988.46
dupv_4,2049,677869.2
dupv_4,2050,669751.23
dupv_5,2010,4569813.39
dupv_5,2011,4244267.7
dupv_5,2012,3918723.3
dupv_5,2013,2719741.83
dupv_5,2014,2046583.71
dupv_5,2015,2043360
dupv_5,2016,1779307.32
dupv_5,2017,1088690.34
dupv_5,2018,1092635.16
dupv_5,2019,1073405.13
dupv_5,2020,1053224.37
dupv_5,2021,1033351.92
dupv_5,2022,1012375.23
dupv_5,2023,991399.83
dupv_5,2024,970423.14
dupv_5,2025,949447.74
dupv_5,2026,928471.05
dupv_5,2027,907494.36
dupv_5,2028,886518.96
dupv_5,2029,865542.27
dupv_5,2030,844566.87
dupv_5,2031,835202.76
dupv_5,2032,825839.94
dupv_5,2033,816477.12
dupv_5,2034,807113.01
dupv_5,2035,797750.19
dupv_5,2036,788386.08
dupv_5,2037,779023.26
dupv_5,2038,769660.44
dupv_5,2039,760296.33
dupv_5,2040,750933.51
dupv_5,2041,742815.54
dupv_5,2042,734697.57
dupv_5,2043,726578.31
dupv_5,2044,718460.34
dupv_5,2045,710342.37
dupv_5,2046,702224.4
dupv_5,2047,694106.43
dupv_5,2048,685988.46
dupv_5,2049,677869.2
dupv_5,2050,669751.23
dupv_6,2010,4569813.39
dupv_6,2011,4244267.7
dupv_6,2012,3918723.3
dupv_6,2013,2719741.83
dupv_6,2014,2046583.71
dupv_6,2015,2043360
dupv_6,2016,1779307.32
dupv_6,2017,1088690.34
dupv_6,2018,1092635.16
dupv_6,2019,1073405.13
dupv_6,2020,1053224.37
dupv_6,2021,1033351.92
dupv_6,2022,1012375.23
dupv_6,2023,991399.83
dupv_6,2024,970423.14
dupv_6,2025,949447.74
dupv_6,2026,928471.05
dupv_6,2027,907494.36
dupv_6,2028,886518.96
dupv_6,2029,865542.27
dupv_6,2030,844566.87
dupv_6,2031,835202.76
dupv_6,2032,825839.94
dupv_6,2033,816477.12
dupv_6,2034,807113.01
dupv_6,2035,797750.19
dupv_6,2036,788386.08
dupv_6,2037,779023.26
dupv_6,2038,769660.44
dupv_6,2039,760296.33
dupv_6,2040,750933.51
dupv_6,2041,742815.54
dupv_6,2042,734697.57
dupv_6,2043,726578.31
dupv_6,2044,718460.34
dupv_6,2045,710342.37
dupv_6,2046,702224.4
dupv_6,2047,694106.43
dupv_6,2048,685988.46
dupv_6,2049,677869.2
dupv_6,2050,669751.23
dupv_7,2010,4569813.39
dupv_7,2011,4244267.7
dupv_7,2012,3918723.3
dupv_7,2013,2719741.83
dupv_7,2014,2046583.71
dupv_7,2015,2043360
dupv_7,2016,1779307.32
dupv_7,2017,1088690.34
dupv_7,2018,1092635.16
dupv_7,2019,1073405.13
dupv_7,2020,1053224.37
dupv_7,2021,1033351.92
dupv_7,2022,1012375.23
dupv_7,2023,991399.83
dupv_7,2024,970423.14
dupv_7,2025,949447.74
dupv_7,2026,928471.05
dupv_7,2027,907494.36
dupv_7,2028,886518.96
dupv_7,2029,865542.27
dupv_7,2030,844566.87
dupv_7,2031,835202.76
dupv_7,2032,825839.94
dupv_7,2033,816477.12
dupv_7,2034,807113.01
dupv_7,2035,797750.19
dupv_7,2036,788386.08
dupv_7,2037,779023.26
dupv_7,2038,769660.44
dupv_7,2039,760296.33
dupv_7,2040,750933.51
dupv_7,2041,742815.54
dupv_7,2042,734697.57
dupv_7,2043,726578.31
dupv_7,2044,718460.34
dupv_7,2045,710342.37
dupv_7,2046,702224.4
dupv_7,2047,694106.43
dupv_7,2048,685988.46
dupv_7,2049,677869.2
dupv_7,2050,669751.23
dupv_8,2010,4569813.39
dupv_8,2011,4244267.7
dupv_8,2012,3918723.3
dupv_8,2013,2719741.83
dupv_8,2014,2046583.71
dupv_8,2015,2043360
dupv_8,2016,1779307.32
dupv_8,2017,1088690.34
dupv_8,2018,1092635.16
dupv_8,2019,1073405.13
dupv_8,2020,1053224.37
dupv_8,2021,1033351.92
dupv_8,2022,1012375.23
dupv_8,2023,991399.83
dupv_8,2024,970423.14
dupv_8,2025,949447.74
dupv_8,2026,928471.05
dupv_8,2027,907494.36
dupv_8,2028,886518.96
dupv_8,2029,865542.27
dupv_8,2030,844566.87
dupv_8,2031,835202.76
dupv_8,2032,825839.94
dupv_8,2033,816477.12
dupv_8,2034,807113.01
dupv_8,2035,797750.19
dupv_8,2036,788386.08
dupv_8,2037,779023.26
dupv_8,2038,769660.44
dupv_8,2039,760296.33
dupv_8,2040,750933.51
dupv_8,2041,742815.54
dupv_8,2042,734697.57
dupv_8,2043,726578.31
dupv_8,2044,718460.34
dupv_8,2045,710342.37
dupv_8,2046,702224.4
dupv_8,2047,694106.43
dupv_8,2048,685988.46
dupv_8,2049,677869.2
dupv_8,2050,669751.23
dupv_9,2010,4569813.39
dupv_9,2011,4244267.7
dupv_9,2012,3918723.3
dupv_9,2013,2719741.83
dupv_9,2014,2046583.71
dupv_9,2015,2043360
dupv_9,2016,1779307.32
dupv_9,2017,1088690.34
dupv_9,2018,1092635.16
dupv_9,2019,1073405.13
dupv_9,2020,1053224.37
dupv_9,2021,1033351.92
dupv_9,2022,1012375.23
dupv_9,2023,991399.83
dupv_9,2024,970423.14
dupv_9,2025,949447.74
dupv_9,2026,928471.05
dupv_9,2027,907494.36
dupv_9,2028,886518.96
dupv_9,2029,865542.27
dupv_9,2030,844566.87
dupv_9,2031,835202.76
dupv_9,2032,825839.94
dupv_9,2033,816477.12
dupv_9,2034,807113.01
dupv_9,2035,797750.19
dupv_9,2036,788386.08
dupv_9,2037,779023.26
dupv_9,2038,769660.44
dupv_9,2039,760296.33
dupv_9,2040,750933.51
dupv_9,2041,742815.54
dupv_9,2042,734697.57
dupv_9,2043,726578.31
dupv_9,2044,718460.34
dupv_9,2045,710342.37
dupv_9,2046,702224.4
dupv_9,2047,694106.43
dupv_9,2048,685988.46
dupv_9,2049,677869.2
dupv_9,2050,669751.23
dupv_10,2010,4569813.39
dupv_10,2011,4244267.7
dupv_10,2012,3918723.3
dupv_10,2013,2719741.83
dupv_10,2014,2046583.71
dupv_10,2015,2043360
dupv_10,2016,1779307.32
dupv_10,2017,1088690.34
dupv_10,2018,1092635.16
dupv_10,2019,1073405.13
dupv_10,2020,1053224.37
dupv_10,2021,1033351.92
dupv_10,2022,1012375.23
dupv_10,2023,991399.83
dupv_10,2024,970423.14
dupv_10,2025,949447.74
dupv_10,2026,928471.05
dupv_10,2027,907494.36
dupv_10,2028,886518.96
dupv_10,2029,865542.27
dupv_10,2030,844566.87
dupv_10,2031,835202.76
dupv_10,2032,825839.94
dupv_10,2033,816477.12
dupv_10,2034,807113.01
dupv_10,2035,797750.19
dupv_10,2036,788386.08
dupv_10,2037,779023.26
dupv_10,2038,769660.44
dupv_10,2039,760296.33
dupv_10,2040,750933.51
dupv_10,2041,742815.54
dupv_10,2042,734697.57
dupv_10,2043,726578.31
dupv_10,2044,718460.34
dupv_10,2045,710342.37
dupv_10,2046,702224.4
dupv_10,2047,694106.43
dupv_10,2048,685988.46
dupv_10,2049,677869.2
dupv_10,2050,669751.23
wind-ofs_1,2010,2299713
wind-ofs_1,2011,2299713
wind-ofs_1,2012,2299713
wind-ofs_1,2013,2299713
wind-ofs_1,2014,2299713
wind-ofs_1,2015,2299713
wind-ofs_1,2016,2299713
wind-ofs_1,2017,2299713
wind-ofs_1,2018,2225920
wind-ofs_1,2019,2154494
wind-ofs_1,2020,2085360
wind-ofs_1,2021,2018444
wind-ofs_1,2022,1953676
wind-ofs_1,2023,1890986
wind-ofs_1,2024,1830308
wind-ofs_1,2025,1771576
wind-ofs_1,2026,1714729
wind-ofs_1,2027,1659707
wind-ofs_1,2028,1606450
wind-ofs_1,2029,1554902
wind-ofs_1,2030,1505008
wind-ofs_1,2031,1456714
wind-ofs_1,2032,1409971
wind-ofs_1,2033,1364728
wind-ofs_1,2034,1320936
wind-ofs_1,2035,1278549
wind-ofs_1,2036,1237523
wind-ofs_1,2037,1197813
wind-ofs_1,2038,1159377
wind-ofs_1,2039,1122175
wind-ofs_1,2040,1086166
wind-ofs_1,2041,1051313
wind-ofs_1,2042,1017578
wind-ofs_1,2043,984926
wind-ofs_1,2044,953322
wind-ofs_1,2045,922731
wind-ofs_1,2046,893122
wind-ofs_1,2047,864464
wind-ofs_1,2048,836724
wind-ofs_1,2049,809875
wind-ofs_1,2050,783888
wind-ofs_2,2010,2363502
wind-ofs_2,2011,2363502
wind-ofs_2,2012,2363502
wind-ofs_2,2013,2363502
wind-ofs_2,2014,2363502
wind-ofs_2,2015,2363502
wind-ofs_2,2016,2363502
wind-ofs_2,2017,2363502
wind-ofs_2,2018,2287661
wind-ofs_2,2019,2214254
wind-ofs_2,2020,2143203
wind-ofs_2,2021,2074431
wind-ofs_2,2022,2007866
wind-ofs_2,2023,1943438
wind-ofs_2,2024,1881076
wind-ofs_2,2025,1820716
wind-ofs_2,2026,1762292
wind-ofs_2,2027,1705743
wind-ofs_2,2028,1651009
wind-ofs_2,2029,1598031
wind-ofs_2,2030,1546753
wind-ofs_2,2031,1497120
wind-ofs_2,2032,1449080
wind-ofs_2,2033,1402582
wind-ofs_2,2034,1357576
wind-ofs_2,2035,1314013
wind-ofs_2,2036,1271849
wind-ofs_2,2037,1231038
wind-ofs_2,2038,1191536
wind-ofs_2,2039,1153301
wind-ofs_2,2040,1116294
wind-ofs_2,2041,1080474
wind-ofs_2,2042,1045804
wind-ofs_2,2043,1012246
wind-ofs_2,2044,979764
wind-ofs_2,2045,948326
wind-ofs_2,2046,917895
wind-ofs_2,2047,888442
wind-ofs_2,2048,859933
wind-ofs_2,2049,832340
wind-ofs_2,2050,805631
wind-ofs_3,2010,2435127
wind-ofs_3,2011,2435127
wind-ofs_3,2012,2435127
wind-ofs_3,2013,2435127
wind-ofs_3,2014,2435127
wind-ofs_3,2015,2435127
wind-ofs_3,2016,2435127
wind-ofs_3,2017,2435127
wind-ofs_3,2018,2356988
wind-ofs_3,2019,2281356
wind-ofs_3,2020,2208151
wind-ofs_3,2021,2137296
wind-ofs_3,2022,2068714
wind-ofs_3,2023,2002332
wind-ofs_3,2024,1938081
wind-ofs_3,2025,1875891
wind-ofs_3,2026,1815697
wind-ofs_3,2027,1757435
wind-ofs_3,2028,1701042
wind-ofs_3,2029,1646458
wind-ofs_3,2030,1593626
wind-ofs_3,2031,1542490
wind-ofs_3,2032,1492994
wind-ofs_3,2033,1445086
wind-ofs_3,2034,1398716
wind-ofs_3,2035,1353834
wind-ofs_3,2036,1310392
wind-ofs_3,2037,1268343
wind-ofs_3,2038,1227645
wind-ofs_3,2039,1188252
wind-ofs_3,2040,1150123
wind-ofs_3,2041,1113217
wind-ofs_3,2042,1077496
wind-ofs_3,2043,1042921
wind-ofs_3,2044,1009456
wind-ofs_3,2045,977064
wind-ofs_3,2046,945712
wind-ofs_3,2047,915366
wind-ofs_3,2048,885993
wind-ofs_3,2049,857563
wind-ofs_3,2050,830045
wind-ofs_4,2010,2644670
wind-ofs_4,2011,2644670
wind-ofs_4,2012,2644670
wind-ofs_4,2013,2644670
wind-ofs_4,2014,2644670
wind-ofs_4,2015,2644670
wind-ofs_4,2016,2644670
wind-ofs_4,2017,2644670
wind-ofs_4,2018,2559807
wind-ofs_4,2019,2477668
wind-ofs_4,2020,2398164
wind-ofs_4,2021,2321211
wind-ofs_4,2022,2246727
wind-ofs_4,2023,2174634
wind-ofs_4,2024,2104853
wind-ofs_4,2025,2037312
wind-ofs_4,2026,1971939
wind-ofs_4,2027,1908663
wind-ofs_4,2028,1847417
wind-ofs_4,2029,1788137
wind-ofs_4,2030,1730758
wind-ofs_4,2031,1675221
wind-ofs_4,2032,1621467
wind-ofs_4,2033,1569436
wind-ofs_4,2034,1519076
wind-ofs_4,2035,1470332
wind-ofs_4,2036,1423151
wind-ofs_4,2037,1377485
wind-ofs_4,2038,1333284
wind-ofs_4,2039,1290501
wind-ofs_4,2040,1249091
wind-ofs_4,2041,1209010
wind-ofs_4,2042,1170215
wind-ofs_4,2043,1132665
wind-ofs_4,2044,1096320
wind-ofs_4,2045,1061141
wind-ofs_4,2046,1027091
wind-ofs_4,2047,994133
wind-ofs_4,2048,962233
wind-ofs_4,2049,931357
wind-ofs_4,2050,901471
wind-ofs_5,2010,2811730
wind-ofs_5,2011,2811730
wind-ofs_5,2012,2811730
wind-ofs_5,2013,2811730
wind-ofs_5,2014,2811730
wind-ofs_5,2015,2811730
wind-ofs_5,2016,2811730
wind-ofs_5,2017,2811730
wind-ofs_5,2018,2721507
wind-ofs_5,2019,2634179
wind-ofs_5,2020,2549652
wind-ofs_5,2021,2467839
wind-ofs_5,2022,2388650
wind-ofs_5,2023,2312002
wind-ofs_5,2024,2237814
wind-ofs_5,2025,2166007
wind-ofs_5,2026,2096503
wind-ofs_5,2027,2029230
wind-ofs_5,2028,1964116
wind-ofs_5,2029,1901091
wind-ofs_5,2030,1840088
wind-ofs_5,2031,1781043
wind-ofs_5,2032,1723892
wind-ofs_5,2033,1668576
wind-ofs_5,2034,1615034
wind-ofs_5,2035,1563211
wind-ofs_5,2036,1513050
wind-ofs_5,2037,1464499
wind-ofs_5,2038,1417506
wind-ofs_5,2039,1372020
wind-ofs_5,2040,1327995
wind-ofs_5,2041,1285382
wind-ofs_5,2042,1244136
wind-ofs_5,2043,1204214
wind-ofs_5,2044,1165573
wind-ofs_5,2045,1128172
wind-ofs_5,2046,1091970
wind-ofs_5,2047,1056931
wind-ofs_5,2048,1023016
wind-ofs_5,2049,990189
wind-ofs_5,2050,958416
wind-ofs_6,2010,3442341
wind-ofs_6,2011,3442341
wind-ofs_6,2012,3442341
wind-ofs_6,2013,3442341
wind-ofs_6,2014,3442341
wind-ofs_6,2015,3442341
wind-ofs_6,2016,3442341
wind-ofs_6,2017,3442341
wind-ofs_6,2018,3299345
wind-ofs_6,2019,3162290
wind-ofs_6,2020,3030927
wind-ofs_6,2021,2905022
wind-ofs_6,2022,2784346
wind-ofs_6,2023,2668684
wind-ofs_6,2024,2557826
wind-ofs_6,2025,2451573
wind-ofs_6,2026,2349734
wind-ofs_6,2027,2252126
wind-ofs_6,2028,2158572
wind-ofs_6,2029,2068904
wind-ofs_6,2030,1982961
wind-ofs_6,2031,1900589
wind-ofs_6,2032,1821638
wind-ofs_6,2033,1745967
wind-ofs_6,2034,1673439
wind-ofs_6,2035,1603924
wind-ofs_6,2036,1537296
wind-ofs_6,2037,1473436
wind-ofs_6,2038,1412230
wind-ofs_6,2039,1353565
wind-ofs_6,2040,1297338
wind-ofs_6,2041,1243446
wind-ofs_6,2042,1191793
wind-ofs_6,2043,1142285
wind-ofs_6,2044,1094835
wind-ofs_6,2045,1049355
wind-ofs_6,2046,1005764
wind-ofs_6,2047,963985
wind-ofs_6,2048,923941
wind-ofs_6,2049,885560
wind-ofs_6,2050,848773
wind-ofs_7,2010,3352028
wind-ofs_7,2011,3352028
wind-ofs_7,2012,3352028
wind-ofs_7,2013,3352028
wind-ofs_7,2014,3352028
wind-ofs_7,2015,3352028
wind-ofs_7,2016,3352028
wind-ofs_7,2017,3352028
wind-ofs_7,2018,3212783
wind-ofs_7,2019,3079324
wind-ofs_7,2020,2951408
wind-ofs_7,2021,2828805
wind-ofs_7,2022,2711296
wind-ofs_7,2023,2598668
wind-ofs_7,2024,2490719
wind-ofs_7,2025,2387254
wind-ofs_7,2026,2288087
wind-ofs_7,2027,2193039
wind-ofs_7,2028,2101939
wind-ofs_7,2029,2014624
wind-ofs_7,2030,1930936
