r,szn,HDD-CDD,t,Value
p25,fall,cdd,2010,22.463356624899998
p25,fall,cdd,2012,26.4606150748
p25,fall,cdd,2014,24.2955823281
p25,fall,cdd,2016,26.5473809302
p25,fall,cdd,2018,27.246408434
p25,fall,cdd,2020,30.3959681832
p25,fall,cdd,2022,30.467313386
p25,fall,cdd,2024,29.7168781738
p25,fall,cdd,2026,32.173918383600004
p25,fall,cdd,2028,30.9932067129
p25,fall,cdd,2030,32.6783340255
p25,fall,cdd,2032,30.259494740500003
p25,fall,cdd,2034,33.0788949534
p25,fall,cdd,2036,35.347217971300005
p25,fall,cdd,2038,39.3951261257
p25,fall,cdd,2040,42.2181392974
p25,fall,cdd,2042,43.46683491979999
p25,fall,cdd,2044,44.068752553500005
p25,fall,cdd,2046,41.1171362817
p25,fall,cdd,2048,42.7152436252
p25,fall,cdd,2050,47.237346155299996
p25,fall,hdd,2010,290.79670721900004
p25,fall,hdd,2012,287.008792807
p25,fall,hdd,2014,288.924365095
p25,fall,hdd,2016,278.093908589
p25,fall,hdd,2018,272.568946933
p25,fall,hdd,2020,274.877537546
p25,fall,hdd,2022,264.806367744
p25,fall,hdd,2024,260.96330276599997
p25,fall,hdd,2026,251.368804955
p25,fall,hdd,2028,245.352464158
p25,fall,hdd,2030,253.634723203
p25,fall,hdd,2032,244.80728975099998
p25,fall,hdd,2034,232.81217659200001
p25,fall,hdd,2036,235.593948505
p25,fall,hdd,2038,231.336573512
p25,fall,hdd,2040,221.71983205900003
p25,fall,hdd,2042,216.650757006
p25,fall,hdd,2044,205.14405274
p25,fall,hdd,2046,201.928773485
p25,fall,hdd,2048,203.54889671700002
p25,fall,hdd,2050,191.43872045
p25,wint,cdd,2010,0.0
p25,wint,cdd,2012,0.0
p25,wint,cdd,2014,0.0
p25,wint,cdd,2016,0.0
p25,wint,cdd,2018,0.0
p25,wint,cdd,2020,0.0
p25,wint,cdd,2022,0.0
p25,wint,cdd,2024,0.0
p25,wint,cdd,2026,0.0
p25,wint,cdd,2028,0.0
p25,wint,cdd,2030,0.0
p25,wint,cdd,2032,0.0
p25,wint,cdd,2034,0.0
p25,wint,cdd,2036,0.0
p25,wint,cdd,2038,0.0
p25,wint,cdd,2040,0.0
p25,wint,cdd,2042,0.0
p25,wint,cdd,2044,0.0
p25,wint,cdd,2046,0.0
p25,wint,cdd,2048,0.0
p25,wint,cdd,2050,0.0
p25,wint,hdd,2010,2174.42861895
p25,wint,hdd,2012,2176.6574254
p25,wint,hdd,2014,2154.23240912
p25,wint,hdd,2016,2136.83447479
p25,wint,hdd,2018,2132.76692849
p25,wint,hdd,2020,2129.3443671
p25,wint,hdd,2022,2114.36879097
p25,wint,hdd,2024,2101.02028499
p25,wint,hdd,2026,2093.340899
p25,wint,hdd,2028,2099.82847229
p25,wint,hdd,2030,2098.39110136
p25,wint,hdd,2032,2080.47464761
p25,wint,hdd,2034,2087.39135566
p25,wint,hdd,2036,2074.14318655
p25,wint,hdd,2038,2051.22340616
p25,wint,hdd,2040,2025.6075412999999
p25,wint,hdd,2042,1995.93014906
p25,wint,hdd,2044,1983.61315032
p25,wint,hdd,2046,1994.28223655
p25,wint,hdd,2048,1986.07092253
p25,wint,hdd,2050,1955.25392096
p26,spri,cdd,2010,0.295728864706
p26,spri,cdd,2012,0.295728864706
p26,spri,cdd,2014,0.295728864706
p26,spri,cdd,2016,0.295728864706
p26,spri,cdd,2018,0.566627923337
p26,spri,cdd,2020,0.37920308668200003
p26,spri,cdd,2022,0.37920308668200003
p26,spri,cdd,2024,0.37920308668200003
p26,spri,cdd,2026,0.27089905863200003
p26,spri,cdd,2028,0.279639891629
p26,spri,cdd,2030,0.8805564180679999
p26,spri,cdd,2032,0.8994792485519999
p26,spri,cdd,2034,1.1474317505
p26,spri,cdd,2036,1.1474317505
p26,spri,cdd,2038,0.902546890834
p26,spri,cdd,2040,0.906830818776
p26,spri,cdd,2042,0.910620794606
p26,spri,cdd,2044,0.910620794606
p26,spri,cdd,2046,1.2155231911
p26,spri,cdd,2048,1.5288609521399998
p26,spri,cdd,2050,0.974414350348
p26,spri,hdd,2010,1195.7547582
p26,spri,hdd,2012,1164.66230661
p26,spri,hdd,2014,1151.40228928
p26,spri,hdd,2016,1136.28726475
p26,spri,hdd,2018,1108.37084884
p26,spri,hdd,2020,1103.62477834
p26,spri,hdd,2022,1098.5277025999999
p26,spri,hdd,2024,1101.00180022
p26,spri,hdd,2026,1111.0196027000002
p26,spri,hdd,2028,1117.73444032
p26,spri,hdd,2030,1115.40221992
p26,spri,hdd,2032,1133.20530997
p26,spri,hdd,2034,1125.66067251
p26,spri,hdd,2036,1113.48076294
p26,spri,hdd,2038,1121.49680813
p26,spri,hdd,2040,1113.81988304
p26,spri,hdd,2042,1132.48925641
p26,spri,hdd,2044,1122.60767535
p26,spri,hdd,2046,1083.15778011
p26,spri,hdd,2048,1061.68018364
p26,spri,hdd,2050,1055.81451465
p26,summ,cdd,2010,73.76876606319999
p26,summ,cdd,2012,80.4954482249
p26,summ,cdd,2014,85.90647523850001
p26,summ,cdd,2016,94.13915982370001
p26,summ,cdd,2018,105.442684406
p26,summ,cdd,2020,109.87464153399999
p26,summ,cdd,2022,125.16362686299999
p26,summ,cdd,2024,128.08188263600002
p26,summ,cdd,2026,129.542922411
p26,summ,cdd,2028,131.701386948
p26,summ,cdd,2030,141.215335445
p26,summ,cdd,2032,154.206651978
p26,summ,cdd,2034,160.363650999
p26,summ,cdd,2036,159.388921175
p26,summ,cdd,2038,159.589080225
p26,summ,cdd,2040,167.708399068
p26,summ,cdd,2042,164.443554476
p26,summ,cdd,2044,177.852479254
p26,summ,cdd,2046,186.27091000000001
p26,summ,cdd,2048,204.944990649
p26,summ,cdd,2050,204.457473647
p26,summ,hdd,2010,151.321895902
p26,summ,hdd,2012,143.151242824
p26,summ,hdd,2014,143.277518733
p26,summ,hdd,2016,135.249920225
p26,summ,hdd,2018,124.747461462
p26,summ,hdd,2020,110.504068425
p26,summ,hdd,2022,97.1616231315
p26,summ,hdd,2024,91.4985368983
p26,summ,hdd,2026,89.9518977839
p26,summ,hdd,2028,89.9182438944
p26,summ,hdd,2030,83.9103637666
p26,summ,hdd,2032,79.94298607510001
p26,summ,hdd,2034,73.6574965604
p26,summ,hdd,2036,74.1887455104
p26,summ,hdd,2038,74.1640940786
p26,summ,hdd,2040,74.0167006855
p26,summ,hdd,2042,76.509249872
p26,summ,hdd,2044,77.388867718
p26,summ,hdd,2046,76.2544215388
p26,summ,hdd,2048,64.8261306821
p26,summ,hdd,2050,63.9231099255
p26,fall,cdd,2010,1.8252653883599999
p26,fall,cdd,2012,2.1531648559
p26,fall,cdd,2014,1.7380168339500002
p26,fall,cdd,2016,2.0243769234
p26,fall,cdd,2018,2.08937333837
p26,fall,cdd,2020,3.29778004046
p26,fall,cdd,2022,3.7745208259300007
p26,fall,cdd,2024,3.8429447473900002
p26,fall,cdd,2026,4.0351426335500005
p26,fall,cdd,2028,3.37124519552
p26,fall,cdd,2030,4.08034771668
p26,fall,cdd,2032,3.83368453325
p26,fall,cdd,2034,4.29004054337
p26,fall,cdd,2036,4.84225657499
p26,fall,cdd,2038,5.21781089292
p26,fall,cdd,2040,4.99060414601
p26,fall,cdd,2042,5.35644887475
p26,fall,cdd,2044,5.38221739123
p26,fall,cdd,2046,5.11107449977
p26,fall,cdd,2048,6.0588474388
p26,fall,cdd,2050,7.229290125810001
p26,fall,hdd,2010,474.963360953
p26,fall,hdd,2012,466.912321474
p26,fall,hdd,2014,470.617252324
p26,fall,hdd,2016,456.638449829
p26,fall,hdd,2018,451.32576218800006
p26,fall,hdd,2020,450.91475066699996
p26,fall,hdd,2022,440.305692466
p26,fall,hdd,2024,437.650962345
p26,fall,hdd,2026,429.97121027199995
p26,fall,hdd,2028,425.744069865
p26,fall,hdd,2030,434.019212742
p26,fall,hdd,2032,428.09213605300005
p26,fall,hdd,2034,415.059127224
p26,fall,hdd,2036,416.19669880699996
p26,fall,hdd,2038,408.862033275
p26,fall,hdd,2040,395.325376699
p26,fall,hdd,2042,389.164394608
p26,fall,hdd,2044,377.122877285
p26,fall,hdd,2046,374.877765481
p26,fall,hdd,2048,375.11252472
p26,fall,hdd,2050,361.06440364900004
p26,wint,cdd,2010,0.0
p26,wint,cdd,2012,0.0
p26,wint,cdd,2014,0.0
p26,wint,cdd,2016,0.0
p26,wint,cdd,2018,0.0
p26,wint,cdd,2020,0.0
p26,wint,cdd,2022,0.0
p26,wint,cdd,2024,0.0
p26,wint,cdd,2026,0.0
p26,wint,cdd,2028,0.0
p26,wint,cdd,2030,0.0
p26,wint,cdd,2032,0.0
p26,wint,cdd,2034,0.0
p26,wint,cdd,2036,0.0
p26,wint,cdd,2038,0.0
p26,wint,cdd,2040,0.0
p26,wint,cdd,2042,0.0
p26,wint,cdd,2044,0.0
p26,wint,cdd,2046,0.0
p26,wint,cdd,2048,0.0
p26,wint,cdd,2050,0.0
p26,wint,hdd,2010,2696.20545237
p26,wint,hdd,2012,2702.92203876
p26,wint,hdd,2014,2679.17553299
p26,wint,hdd,2016,2663.16986499
p26,wint,hdd,2018,2660.92591465
p26,wint,hdd,2020,2659.14327303
p26,wint,hdd,2022,2642.64125382
p26,wint,hdd,2024,2634.42283477
p26,wint,hdd,2026,2628.20463007
p26,wint,hdd,2028,2626.80462521
p26,wint,hdd,2030,2628.05745598
p26,wint,hdd,2032,2612.46622742
p26,wint,hdd,2034,2605.41930496
p26,wint,hdd,2036,2586.16334259
p26,wint,hdd,2038,2560.38402107
p26,wint,hdd,2040,2536.56323551
p26,wint,hdd,2042,2511.95240587
p26,wint,hdd,2044,2493.99206855
p26,wint,hdd,2046,2504.07298281
p26,wint,hdd,2048,2503.7329528
p26,wint,hdd,2050,2466.09248673
p27,spri,cdd,2010,72.81712325470001
p27,spri,cdd,2012,79.4927448534
p27,spri,cdd,2014,82.36089936399999
p27,spri,cdd,2016,88.0730418963
p27,spri,cdd,2018,98.7858252897
p27,spri,cdd,2020,99.1275893734
p27,spri,cdd,2022,98.36358429280001
p27,spri,cdd,2024,98.71848749879999
p27,spri,cdd,2026,99.09830913709999
p27,spri,cdd,2028,107.838701016
p27,spri,cdd,2030,110.273159649
p27,spri,cdd,2032,110.21337008399999
p27,spri,cdd,2034,118.435257306
p27,spri,cdd,2036,121.977660692
p27,spri,cdd,2038,114.41882391200001
p27,spri,cdd,2040,111.473523365
p27,spri,cdd,2042,113.988386913
p27,spri,cdd,2044,114.62762455200001
p27,spri,cdd,2046,125.632198315
p27,spri,cdd,2048,129.649994239
p27,spri,cdd,2050,128.79784655
p27,spri,hdd,2010,364.191740433
p27,spri,hdd,2012,348.434492013
p27,spri,hdd,2014,350.052973831
p27,spri,hdd,2016,340.16722701
p27,spri,hdd,2018,320.569842783
p27,spri,hdd,2020,315.509074652
p27,spri,hdd,2022,315.388253459
p27,spri,hdd,2024,319.800225857
p27,spri,hdd,2026,328.4514939
p27,spri,hdd,2028,329.930058195
p27,spri,hdd,2030,324.389644824
p27,spri,hdd,2032,334.967633587
p27,spri,hdd,2034,333.595821452
p27,spri,hdd,2036,334.76230129
p27,spri,hdd,2038,339.056051023
p27,spri,hdd,2040,331.042357219
p27,spri,hdd,2042,331.80582363599996
p27,spri,hdd,2044,326.777728896
p27,spri,hdd,2046,305.489690887
p27,spri,hdd,2048,292.241987176
p27,spri,hdd,2050,286.152796762
p27,summ,cdd,2010,811.591494612
p27,summ,cdd,2012,817.800163215
p27,summ,cdd,2014,822.171478849
p27,summ,cdd,2016,835.8868806410001
p27,summ,cdd,2018,839.1561022610001
p27,summ,cdd,2020,847.4865063410001
p27,summ,cdd,2022,861.856104466
p27,summ,cdd,2024,867.6939820360001
p27,summ,cdd,2026,874.0610023039999
p27,summ,cdd,2028,882.808241933
p27,summ,cdd,2030,897.697762258
p27,summ,cdd,2032,911.4805888110001
p27,summ,cdd,2034,918.633297484
p27,summ,cdd,2036,923.751698686
p27,summ,cdd,2038,930.5248845130001
p27,summ,cdd,2040,936.6589710789999
p27,summ,cdd,2042,941.595553142
p27,summ,cdd,2044,950.9722709839999
p27,summ,cdd,2046,950.140455389
p27,summ,cdd,2048,967.5700938130001
p27,summ,cdd,2050,969.8732000680001
p27,summ,hdd,2010,2.0908289131999998
p27,summ,hdd,2012,2.0908289131999998
p27,summ,hdd,2014,1.7628769881400002
p27,summ,hdd,2016,1.3559301822999998
p27,summ,hdd,2018,1.36206794285
p27,summ,hdd,2020,1.1449484922600002
p27,summ,hdd,2022,1.2657551922299999
p27,summ,hdd,2024,1.25647061644
p27,summ,hdd,2026,0.404190653225
p27,summ,hdd,2028,0.169699838416
p27,summ,hdd,2030,0.134800847673
p27,summ,hdd,2032,0.134800847673
p27,summ,hdd,2034,0.134800847673
p27,summ,hdd,2036,0.134800847673
p27,summ,hdd,2038,0.179332724382
p27,summ,hdd,2040,0.179332724382
p27,summ,hdd,2042,0.05852602440830001
p27,summ,hdd,2044,0.05852602440830001
p27,summ,hdd,2046,0.161545559816
p27,summ,hdd,2048,0.157325657999
p27,summ,hdd,2050,0.157325657999
p27,fall,cdd,2010,204.68197603299998
p27,fall,cdd,2012,213.62781841700001
p27,fall,cdd,2014,211.713920383
p27,fall,cdd,2016,222.829095845
p27,fall,cdd,2018,224.246249487
p27,fall,cdd,2020,226.44986514299998
p27,fall,cdd,2022,228.60774007
p27,fall,cdd,2024,228.317986622
p27,fall,cdd,2026,239.88311931599998
p27,fall,cdd,2028,245.531919305
p27,fall,cdd,2030,242.338552476
p27,fall,cdd,2032,244.342362883
p27,fall,cdd,2034,253.40818562099997
p27,fall,cdd,2036,251.002325624
p27,fall,cdd,2038,255.273088305
p27,fall,cdd,2040,263.291363371
p27,fall,cdd,2042,267.039182008
p27,fall,cdd,2044,274.193945977
p27,fall,cdd,2046,269.98880884
p27,fall,cdd,2048,268.968383375
p27,fall,cdd,2050,285.805525985
p27,fall,hdd,2010,53.9443278482
p27,fall,hdd,2012,55.4952385437
p27,fall,hdd,2014,57.213069967399996
p27,fall,hdd,2016,54.312265482200004
p27,fall,hdd,2018,48.795528187200006
p27,fall,hdd,2020,50.2920972533
p27,fall,hdd,2022,43.1160480816
p27,fall,hdd,2024,41.9719798769
p27,fall,hdd,2026,36.9237130432
p27,fall,hdd,2028,34.9050560987
p27,fall,hdd,2030,37.209970816100004
p27,fall,hdd,2032,33.639154124099996
p27,fall,hdd,2034,28.1322976436
p27,fall,hdd,2036,30.260734567800004
p27,fall,hdd,2038,28.9808777971
p27,fall,hdd,2040,27.5390264478
p27,fall,hdd,2042,26.3520990809
p27,fall,hdd,2044,22.5065911275
p27,fall,hdd,2046,22.7898696219
p27,fall,hdd,2048,24.129147687800003
p27,fall,hdd,2050,21.3551881246
p27,wint,cdd,2010,0.038265004148499995
p27,wint,cdd,2012,0.0448714879584
p27,wint,cdd,2014,0.0448714879584
p27,wint,cdd,2016,0.0448714879584
p27,wint,cdd,2018,0.0495043459194
p27,wint,cdd,2020,0.011239341770799998
p27,wint,cdd,2022,0.011239341770799998
p27,wint,cdd,2024,0.011239341770799998
p27,wint,cdd,2026,0.055561873887800005
p27,wint,cdd,2028,0.055561873887800005
p27,wint,cdd,2030,0.21409061766100002
p27,wint,cdd,2032,0.207484133851
p27,wint,cdd,2034,0.207484133851
p27,wint,cdd,2036,0.207484133851
p27,wint,cdd,2038,0.20285127589000002
p27,wint,cdd,2040,0.269795114053
p27,wint,cdd,2042,0.295231427082
p27,wint,cdd,2044,0.37329380252300004
p27,wint,cdd,2046,0.459277600405
p27,wint,cdd,2048,0.544360015545
p27,wint,cdd,2050,0.507155359229
p27,wint,hdd,2010,1270.22408961
p27,wint,hdd,2012,1261.36523128
p27,wint,hdd,2014,1246.81616699
p27,wint,hdd,2016,1234.99342389
p27,wint,hdd,2018,1229.65811932
p27,wint,hdd,2020,1231.70906103
p27,wint,hdd,2022,1220.0413234999999
p27,wint,hdd,2024,1209.04326814
p27,wint,hdd,2026,1198.49793173
p27,wint,hdd,2028,1200.48149583
p27,wint,hdd,2030,1191.74786482
p27,wint,hdd,2032,1185.80333656
p27,wint,hdd,2034,1186.2581833
p27,wint,hdd,2036,1177.40572088
p27,wint,hdd,2038,1158.78480625
p27,wint,hdd,2040,1137.3291863
p27,wint,hdd,2042,1113.64323225
p27,wint,hdd,2044,1103.78525583
p27,wint,hdd,2046,1105.08560065
p27,wint,hdd,2048,1088.48614407
p27,wint,hdd,2050,1063.69399884
p28,spri,cdd,2010,67.322094248
p28,spri,cdd,2012,74.0388625564
p28,spri,cdd,2014,77.7857127405
p28,spri,cdd,2016,83.0813323323
p28,spri,cdd,2018,93.95164499129999
p28,spri,cdd,2020,96.11609574799999
p28,spri,cdd,2022,95.5966743286
p28,spri,cdd,2024,97.1462496683
p28,spri,cdd,2026,96.10481898209999
p28,spri,cdd,2028,104.765127499
p28,spri,cdd,2030,108.000524281
p28,spri,cdd,2032,108.042183195
p28,spri,cdd,2034,115.166522951
p28,spri,cdd,2036,118.183344747
p28,spri,cdd,2038,112.055671193
p28,spri,cdd,2040,108.493423916
p28,spri,cdd,2042,112.199495862
p28,spri,cdd,2044,112.402400499
p28,spri,cdd,2046,126.04952172700001
p28,spri,cdd,2048,130.421208888
p28,spri,cdd,2050,129.706054705
p28,spri,hdd,2010,336.56589553099997
p28,spri,hdd,2012,320.30364373099997
p28,spri,hdd,2014,318.87682394
p28,spri,hdd,2016,309.858163967
p28,spri,hdd,2018,289.975157176
p28,spri,hdd,2020,282.128039596
p28,spri,hdd,2022,283.205475086
p28,spri,hdd,2024,286.51619705400003
p28,spri,hdd,2026,294.162128149
p28,spri,hdd,2028,294.455500119
p28,spri,hdd,2030,288.647485102
p28,spri,hdd,2032,299.233178499
p28,spri,hdd,2034,300.443185563
p28,spri,hdd,2036,301.873844389
p28,spri,hdd,2038,304.36457926099996
p28,spri,hdd,2040,298.143453812
p28,spri,hdd,2042,297.315705467
p28,spri,hdd,2044,291.42403775099996
p28,spri,hdd,2046,270.445524492
p28,spri,hdd,2048,257.532009916
p28,spri,hdd,2050,251.545545348
p28,summ,cdd,2010,769.1667056910001
p28,summ,cdd,2012,776.2929835130001
p28,summ,cdd,2014,781.8047170980001
p28,summ,cdd,2016,791.8283997469999
p28,summ,cdd,2018,794.02887025
p28,summ,cdd,2020,808.253532335
p28,summ,cdd,2022,825.5898677519999
p28,summ,cdd,2024,830.7814348589999
p28,summ,cdd,2026,839.363536746
p28,summ,cdd,2028,845.499589275
p28,summ,cdd,2030,859.915837229
p28,summ,cdd,2032,873.574096625
p28,summ,cdd,2034,880.079405597
p28,summ,cdd,2036,889.734620263
p28,summ,cdd,2038,894.187732146
p28,summ,cdd,2040,895.016486968
p28,summ,cdd,2042,900.209776479
p28,summ,cdd,2044,911.8546951239999
p28,summ,cdd,2046,907.2767463010001
p28,summ,cdd,2048,922.939281739
p28,summ,cdd,2050,921.078861203
p28,summ,hdd,2010,0.881075006816
p28,summ,hdd,2012,0.8754991921709999
p28,summ,hdd,2014,0.41331499696
p28,summ,hdd,2016,0.28423467962
p28,summ,hdd,2018,0.28423467962
p28,summ,hdd,2020,0.26510275311799997
p28,summ,hdd,2022,0.26510275311799997
p28,summ,hdd,2024,0.26510275311799997
p28,summ,hdd,2026,0.045117769250300005
p28,summ,hdd,2028,0.0441807370304
p28,summ,hdd,2030,0.0
p28,summ,hdd,2032,0.0
p28,summ,hdd,2034,0.0
p28,summ,hdd,2036,0.0
p28,summ,hdd,2038,0.0
p28,summ,hdd,2040,0.0
p28,summ,hdd,2042,0.0
p28,summ,hdd,2044,0.0
p28,summ,hdd,2046,0.0821951798935
p28,summ,hdd,2048,0.0821951798935
p28,summ,hdd,2050,0.0821951798935
p28,fall,cdd,2010,201.41809882400003
p28,fall,cdd,2012,209.28113412599998
p28,fall,cdd,2014,208.118000828
p28,fall,cdd,2016,219.114422021
p28,fall,cdd,2018,220.20747714599997
p28,fall,cdd,2020,225.490585535
p28,fall,cdd,2022,228.41638325099998
p28,fall,cdd,2024,229.871261145
p28,fall,cdd,2026,239.278862704
p28,fall,cdd,2028,245.751961387
p28,fall,cdd,2030,244.80427482599998
p28,fall,cdd,2032,245.59922714599998
p28,fall,cdd,2034,254.102631471
p28,fall,cdd,2036,249.182840681
p28,fall,cdd,2038,250.61907440099998
p28,fall,cdd,2040,255.750421157
p28,fall,cdd,2042,260.999675846
p28,fall,cdd,2044,268.379525634
p28,fall,cdd,2046,265.718104487
p28,fall,cdd,2048,264.164642845
p28,fall,cdd,2050,274.950836825
p28,fall,hdd,2010,49.5907567528
p28,fall,hdd,2012,50.5636955241
p28,fall,hdd,2014,51.5711078998
p28,fall,hdd,2016,47.6445071713
p28,fall,hdd,2018,43.6155254323
p28,fall,hdd,2020,45.327672630200006
p28,fall,hdd,2022,38.4870720831
p28,fall,hdd,2024,38.5404489619
p28,fall,hdd,2026,33.9574088953
p28,fall,hdd,2028,32.3062624521
p28,fall,hdd,2030,33.6045949497
p28,fall,hdd,2032,30.905955496700003
p28,fall,hdd,2034,25.4515211657
p28,fall,hdd,2036,26.9869054552
p28,fall,hdd,2038,26.2136842629
p28,fall,hdd,2040,24.6983189939
p28,fall,hdd,2042,23.578122577800002
p28,fall,hdd,2044,20.0986106277
p28,fall,hdd,2046,19.4998035811
p28,fall,hdd,2048,20.045473746
p28,fall,hdd,2050,17.960771168
p28,wint,cdd,2010,0.0139644630166
p28,wint,cdd,2012,0.0139644630166
p28,wint,cdd,2014,0.0139644630166
p28,wint,cdd,2016,0.0139644630166
p28,wint,cdd,2018,0.0139644630166
p28,wint,cdd,2020,0.0
p28,wint,cdd,2022,0.0
p28,wint,cdd,2024,0.0
p28,wint,cdd,2026,0.019611356320799998
p28,wint,cdd,2028,0.019611356320799998
p28,wint,cdd,2030,0.07494483059910001
p28,wint,cdd,2032,0.07494483059910001
p28,wint,cdd,2034,0.07494483059910001
p28,wint,cdd,2036,0.07494483059910001
p28,wint,cdd,2038,0.07494483059910001
p28,wint,cdd,2040,0.290598587036
p28,wint,cdd,2042,0.47520705798199997
p28,wint,cdd,2044,0.6787224190610001
p28,wint,cdd,2046,0.759622763998
p28,wint,cdd,2048,0.822861081337
p28,wint,cdd,2050,0.8709619262530001
p28,wint,hdd,2010,1239.53523399
p28,wint,hdd,2012,1230.29256368
p28,wint,hdd,2014,1212.6650788
p28,wint,hdd,2016,1201.68998174
p28,wint,hdd,2018,1195.53303161
p28,wint,hdd,2020,1199.30162612
p28,wint,hdd,2022,1186.70478215
p28,wint,hdd,2024,1179.60099807
p28,wint,hdd,2026,1168.19884456
p28,wint,hdd,2028,1164.03802045
p28,wint,hdd,2030,1158.59590359
p28,wint,hdd,2032,1155.1629147
p28,wint,hdd,2034,1158.04810275
p28,wint,hdd,2036,1150.46511677
p28,wint,hdd,2038,1131.89109596
p28,wint,hdd,2040,1111.51654102
p28,wint,hdd,2042,1090.98922708
p28,wint,hdd,2044,1076.95975319
p28,wint,hdd,2046,1074.47508756
p28,wint,hdd,2048,1062.10298177
p28,wint,hdd,2050,1037.95499746
p29,spri,cdd,2010,4.57591035556
p29,spri,cdd,2012,5.778104634450001
p29,spri,cdd,2014,6.06767112038
p29,spri,cdd,2016,8.0787902136
p29,spri,cdd,2018,10.1556905928
p29,spri,cdd,2020,10.5922296158
p29,spri,cdd,2022,10.5914940301
p29,spri,cdd,2024,11.2279111754
p29,spri,cdd,2026,9.68838835327
p29,spri,cdd,2028,12.5576264901
p29,spri,cdd,2030,14.468386011400002
p29,spri,cdd,2032,14.8428101685
p29,spri,cdd,2034,16.9028051378
p29,spri,cdd,2036,15.9111617072
p29,spri,cdd,2038,14.9202312224
p29,spri,cdd,2040,14.750332260599999
p29,spri,cdd,2042,16.5587275092
p29,spri,cdd,2044,16.2934922233
p29,spri,cdd,2046,20.2397140132
p29,spri,cdd,2048,21.7886666762
p29,spri,cdd,2050,21.667685344299997
p29,spri,hdd,2010,724.7039303939999
p29,spri,hdd,2012,700.140354838
p29,spri,hdd,2014,690.0453003480001
p29,spri,hdd,2016,675.3766432230001
p29,spri,hdd,2018,645.1972651230001
p29,spri,hdd,2020,632.179480092
p29,spri,hdd,2022,633.812734506
p29,spri,hdd,2024,633.454936269
p29,spri,hdd,2026,640.407470911
p29,spri,hdd,2028,638.2199796369999
p29,spri,hdd,2030,630.404949946
p29,spri,hdd,2032,644.191976659
p29,spri,hdd,2034,642.216223496
p29,spri,hdd,2036,639.3932944869999
p29,spri,hdd,2038,646.435298188
p29,spri,hdd,2040,647.770606773
p29,spri,hdd,2042,647.777486397
p29,spri,hdd,2044,642.329256829
p29,spri,hdd,2046,606.7846968709999
p29,spri,hdd,2048,589.158634858
p29,spri,hdd,2050,581.9971236719999
p29,summ,cdd,2010,347.921005705
p29,summ,cdd,2012,355.280279764
p29,summ,cdd,2014,361.390051013
p29,summ,cdd,2016,369.01361932300006
p29,summ,cdd,2018,375.49251581699997
p29,summ,cdd,2020,393.440427231
p29,summ,cdd,2022,413.758281012
p29,summ,cdd,2024,418.962992964
p29,summ,cdd,2026,425.310422314
p29,summ,cdd,2028,428.69221521599997
p29,summ,cdd,2030,443.464674605
p29,summ,cdd,2032,460.00146631800004
p29,summ,cdd,2034,464.54541911300004
p29,summ,cdd,2036,469.741347325
p29,summ,cdd,2038,472.531387381
p29,summ,cdd,2040,472.43628451300003
p29,summ,cdd,2042,474.380509049
p29,summ,cdd,2044,490.57567096300005
p29,summ,cdd,2046,487.52028125199996
p29,summ,cdd,2048,506.39172428300003
p29,summ,cdd,2050,498.90406359199994
p29,summ,hdd,2010,26.7668690707
p29,summ,hdd,2012,25.021679849699996
p29,summ,hdd,2014,23.82112512
p29,summ,hdd,2016,22.1829666002
p29,summ,hdd,2018,19.8747960798
p29,summ,hdd,2020,16.7298338593
p29,summ,hdd,2022,15.243903911099999
p29,summ,hdd,2024,13.6434465526
p29,summ,hdd,2026,11.993322791199999
p29,summ,hdd,2028,11.253204426199998
p29,summ,hdd,2030,9.58137018768
p29,summ,hdd,2032,8.94580686375
p29,summ,hdd,2034,7.28069481104
p29,summ,hdd,2036,6.66366827106
p29,summ,hdd,2038,6.48001068637
p29,summ,hdd,2040,6.368014735499999
p29,summ,hdd,2042,6.078537033969999
p29,summ,hdd,2044,6.2524180747599996
p29,summ,hdd,2046,8.02620559316
p29,summ,hdd,2048,6.37208635309
p29,summ,hdd,2050,6.46439819221
p29,fall,cdd,2010,39.3141256862
p29,fall,cdd,2012,42.932278303400004
p29,fall,cdd,2014,41.1263003034
p29,fall,cdd,2016,44.5975640592
p29,fall,cdd,2018,45.010048813400005
p29,fall,cdd,2020,49.119629438800004
p29,fall,cdd,2022,50.355499683199994
p29,fall,cdd,2024,51.696569624700004
p29,fall,cdd,2026,54.503363225200005
p29,fall,cdd,2028,56.2417753648
p29,fall,cdd,2030,58.498225470600005
p29,fall,cdd,2032,56.453973581999996
p29,fall,cdd,2034,60.041392552299996
p29,fall,cdd,2036,61.3398515687
p29,fall,cdd,2038,61.259387483999994
p29,fall,cdd,2040,62.146678255299996
p29,fall,cdd,2042,63.861223607
p29,fall,cdd,2044,62.9340851157
p29,fall,cdd,2046,59.8749361815
p29,fall,cdd,2048,57.021897323999994
p29,fall,cdd,2050,59.7534735378
p29,fall,hdd,2010,213.034824731
p29,fall,hdd,2012,209.685038983
p29,fall,hdd,2014,208.467711492
p29,fall,hdd,2016,197.734279341
p29,fall,hdd,2018,192.958044287
p29,fall,hdd,2020,190.83082645599998
p29,fall,hdd,2022,182.192284291
p29,fall,hdd,2024,181.12069811700002
p29,fall,hdd,2026,172.51413977099998
p29,fall,hdd,2028,167.08081790399999
p29,fall,hdd,2030,166.99350725
