wst,r,szn,t,Value
fsu,p1,Summer,2010,1.0
fsu,p1,Summer,2012,0.9169216142704796
fsu,p1,Summer,2014,0.9075382250907272
fsu,p1,Summer,2016,0.90725444225523
fsu,p1,Summer,2018,0.8686154736833145
fsu,p1,Summer,2020,0.8837653901847901
fsu,p1,Summer,2022,0.8880532750560012
fsu,p1,Summer,2024,0.8823391958872046
fsu,p1,Summer,2026,0.8435338311109233
fsu,p1,Summer,2028,0.8503401735186773
fsu,p1,Summer,2030,0.847849306177448
fsu,p1,Summer,2032,0.8522439876796603
fsu,p1,Summer,2034,0.8796125909650002
fsu,p1,Summer,2036,0.8571837198157729
fsu,p1,Summer,2038,0.8514431105120412
fsu,p1,Summer,2040,0.8408142132604521
fsu,p1,Summer,2042,0.8247959171431646
fsu,p1,Summer,2044,0.8392607610161864
fsu,p1,Summer,2046,0.8574629014388516
fsu,p1,Summer,2048,0.8563172656402179
fsu,p1,Summer,2050,0.8549334168495853
fsu,p2,Summer,2010,1.0
fsu,p2,Summer,2012,0.8582572732222625
fsu,p2,Summer,2014,0.8299093374071286
fsu,p2,Summer,2016,0.8056230649195567
fsu,p2,Summer,2018,0.7613413951989418
fsu,p2,Summer,2020,0.7791097716660489
fsu,p2,Summer,2022,0.7786391770912475
fsu,p2,Summer,2024,0.7608117809675279
fsu,p2,Summer,2026,0.7387951533076208
fsu,p2,Summer,2028,0.7362635371201945
fsu,p2,Summer,2030,0.7397749399472779
fsu,p2,Summer,2032,0.7454425351547401
fsu,p2,Summer,2034,0.7413926524396985
fsu,p2,Summer,2036,0.7120065548117198
fsu,p2,Summer,2038,0.6996682930129886
fsu,p2,Summer,2040,0.6709421415239986
fsu,p2,Summer,2042,0.675529330572203
fsu,p2,Summer,2044,0.6919455175899633
fsu,p2,Summer,2046,0.7044570807276027
fsu,p2,Summer,2048,0.6843271627463764
fsu,p2,Summer,2050,0.6735737565835259
fsu,p3,Summer,2010,1.0
fsu,p3,Summer,2012,0.8494432291213404
fsu,p3,Summer,2014,0.8199489804328834
fsu,p3,Summer,2016,0.7998513478240042
fsu,p3,Summer,2018,0.7393913777698494
fsu,p3,Summer,2020,0.7822436692600664
fsu,p3,Summer,2022,0.8253261275669738
fsu,p3,Summer,2024,0.8271530895281369
fsu,p3,Summer,2026,0.8081447427797818
fsu,p3,Summer,2028,0.7774281770761587
fsu,p3,Summer,2030,0.7897711817014402
fsu,p3,Summer,2032,0.7864821302281183
fsu,p3,Summer,2034,0.7444782413148241
fsu,p3,Summer,2036,0.7099948250970162
fsu,p3,Summer,2038,0.7053654916712724
fsu,p3,Summer,2040,0.6371456848038549
fsu,p3,Summer,2042,0.6082667943797466
fsu,p3,Summer,2044,0.6023330758423266
fsu,p3,Summer,2046,0.6350916891961743
fsu,p3,Summer,2048,0.636010389781253
fsu,p3,Summer,2050,0.6320521636747335
fsu,p4,Summer,2010,1.0
fsu,p4,Summer,2012,0.8438726636802297
fsu,p4,Summer,2014,0.8260820609679387
fsu,p4,Summer,2016,0.7963938232839851
fsu,p4,Summer,2018,0.7442781021125818
fsu,p4,Summer,2020,0.7606035227234363
fsu,p4,Summer,2022,0.7644026670354688
fsu,p4,Summer,2024,0.7534441174032147
fsu,p4,Summer,2026,0.7342837647166445
fsu,p4,Summer,2028,0.7341536296841192
fsu,p4,Summer,2030,0.7477007654811255
fsu,p4,Summer,2032,0.7548088732905529
fsu,p4,Summer,2034,0.7411924647620953
fsu,p4,Summer,2036,0.7099867202674311
fsu,p4,Summer,2038,0.6872317108898321
fsu,p4,Summer,2040,0.6586416263891864
fsu,p4,Summer,2042,0.6626663250438781
fsu,p4,Summer,2044,0.6784932491622299
fsu,p4,Summer,2046,0.6961615963605016
fsu,p4,Summer,2048,0.6741672027336014
fsu,p4,Summer,2050,0.6676698286842048
fsu,p5,Summer,2010,1.0
fsu,p5,Summer,2012,0.8594125898735293
fsu,p5,Summer,2014,0.7768720704807885
fsu,p5,Summer,2016,0.7564200358550393
fsu,p5,Summer,2018,0.7298759515037767
fsu,p5,Summer,2020,0.7500686233891896
fsu,p5,Summer,2022,0.7298410736710066
fsu,p5,Summer,2024,0.6724558790840409
fsu,p5,Summer,2026,0.6586769268084619
fsu,p5,Summer,2028,0.6681121097398831
fsu,p5,Summer,2030,0.6316870249538511
fsu,p5,Summer,2032,0.6485653240077127
fsu,p5,Summer,2034,0.6715978808009937
fsu,p5,Summer,2036,0.6419136007021935
fsu,p5,Summer,2038,0.6639001507005428
fsu,p5,Summer,2040,0.6301894091582212
fsu,p5,Summer,2042,0.6552761375493779
fsu,p5,Summer,2044,0.6839682016213581
fsu,p5,Summer,2046,0.6494761209180204
fsu,p5,Summer,2048,0.6263839782855424
fsu,p5,Summer,2050,0.5917621765600338
fsu,p6,Summer,2010,1.0
