wst,r,szn,t,Value
fsu,p1,Summer,2010,0.11812516918409707
fsu,p1,Summer,2012,0.11715243560873635
fsu,p1,Summer,2014,0.11933015034143585
fsu,p1,Summer,2016,0.11997662097711125
fsu,p1,Summer,2018,0.11769818436424928
fsu,p1,Summer,2020,0.11614497759837873
fsu,p1,Summer,2022,0.11824051151334168
fsu,p1,Summer,2024,0.11989847323712507
fsu,p1,Summer,2026,0.11832157527367955
fsu,p1,Summer,2028,0.11938825392313886
fsu,p1,Summer,2030,0.11955671151111948
fsu,p1,Summer,2032,0.12109702883025822
fsu,p1,Summer,2034,0.12188409894506184
fsu,p1,Summer,2036,0.11836880633191615
fsu,p1,Summer,2038,0.11802542267179232
fsu,p1,Summer,2040,0.11967778330360848
fsu,p1,Summer,2042,0.11406553068201646
fsu,p1,Summer,2044,0.11082262275652632
fsu,p1,Summer,2046,0.11250301820258243
fsu,p1,Summer,2048,0.11229265780701614
fsu,p1,Summer,2050,0.10990987305592542
fsu,p2,Summer,2010,0.16830341397169082
fsu,p2,Summer,2012,0.16791776049712082
fsu,p2,Summer,2014,0.16650093988137624
fsu,p2,Summer,2016,0.16332736734533945
fsu,p2,Summer,2018,0.1589744688656623
fsu,p2,Summer,2020,0.1564234803729425
fsu,p2,Summer,2022,0.15634584457951015
fsu,p2,Summer,2024,0.15709043559253247
fsu,p2,Summer,2026,0.15710479990808332
fsu,p2,Summer,2028,0.1558231880462098
fsu,p2,Summer,2030,0.15615083391343282
fsu,p2,Summer,2032,0.15681865829582226
fsu,p2,Summer,2034,0.1546488700138604
fsu,p2,Summer,2036,0.15088923124529052
fsu,p2,Summer,2038,0.14791406205586535
fsu,p2,Summer,2040,0.14766904453139576
fsu,p2,Summer,2042,0.14515034740873525
fsu,p2,Summer,2044,0.1421877510974802
fsu,p2,Summer,2046,0.14434797309365874
fsu,p2,Summer,2048,0.14109286760685233
fsu,p2,Summer,2050,0.138723063894627
fsu,p3,Summer,2010,0.16078478720972492
fsu,p3,Summer,2012,0.16402694867015544
fsu,p3,Summer,2014,0.16090027936546766
fsu,p3,Summer,2016,0.15980709200330195
fsu,p3,Summer,2018,0.1557269734315914
fsu,p3,Summer,2020,0.15745859275627072
fsu,p3,Summer,2022,0.1629559981407085
fsu,p3,Summer,2024,0.16710707435878194
fsu,p3,Summer,2026,0.16917856157526062
fsu,p3,Summer,2028,0.1638947324445507
fsu,p3,Summer,2030,0.16320217793247924
fsu,p3,Summer,2032,0.1606395334286709
fsu,p3,Summer,2034,0.15627911629621602
fsu,p3,Summer,2036,0.15439347479729168
fsu,p3,Summer,2038,0.15385654557158435
fsu,p3,Summer,2040,0.1468131613409554
fsu,p3,Summer,2042,0.13942361984285093
fsu,p3,Summer,2044,0.13110027578973846
fsu,p3,Summer,2046,0.13763223783185194
fsu,p3,Summer,2048,0.1375267841213879
fsu,p3,Summer,2050,0.13502514111920585
fsu,p4,Summer,2010,0.2275818640337673
fsu,p4,Summer,2012,0.22786694511057345
fsu,p4,Summer,2014,0.2264079366478061
fsu,p4,Summer,2016,0.22176598285629165
fsu,p4,Summer,2018,0.21605525089117544
fsu,p4,Summer,2020,0.2129942616556197
fsu,p4,Summer,2022,0.21322562227437766
fsu,p4,Summer,2024,0.2138201103765171
fsu,p4,Summer,2026,0.2117303369765209
fsu,p4,Summer,2028,0.2113340000896872
fsu,p4,Summer,2030,0.21080388915245984
fsu,p4,Summer,2032,0.21144062792802065
fsu,p4,Summer,2034,0.2098397115410396
fsu,p4,Summer,2036,0.20447458661927348
