wst,r,szn,t,Value
fsu,p1,Summer,2010,0.1098362939825061
fsu,p1,Summer,2012,0.1096000337788826
fsu,p1,Summer,2014,0.1111027258122088
fsu,p1,Summer,2016,0.11242918477524044
fsu,p1,Summer,2018,0.11097077485966399
fsu,p1,Summer,2020,0.10810819893374793
fsu,p1,Summer,2022,0.10795463714548056
fsu,p1,Summer,2024,0.10573732142014614
fsu,p1,Summer,2026,0.10529067099133818
fsu,p1,Summer,2028,0.10489037277048546
fsu,p1,Summer,2030,0.10445613574603743
fsu,p1,Summer,2032,0.1017064658099224
fsu,p1,Summer,2034,0.10168660699015714
fsu,p1,Summer,2036,0.09948923466933554
fsu,p1,Summer,2038,0.10036738941366584
fsu,p1,Summer,2040,0.10101180972060976
fsu,p1,Summer,2042,0.10194815429568643
fsu,p1,Summer,2044,0.10233356364587548
fsu,p1,Summer,2046,0.1016593266286532
fsu,p1,Summer,2048,0.10041525160022458
fsu,p1,Summer,2050,0.10258418440714608
fsu,p2,Summer,2010,0.16570026060261248
fsu,p2,Summer,2012,0.16381443761652018
fsu,p2,Summer,2014,0.16121391363623308
fsu,p2,Summer,2016,0.15662130379117936
fsu,p2,Summer,2018,0.15137026501834686
fsu,p2,Summer,2020,0.1411315583677967
fsu,p2,Summer,2022,0.14134550013976566
fsu,p2,Summer,2024,0.13721014040286406
fsu,p2,Summer,2026,0.13488925643687216
fsu,p2,Summer,2028,0.13472004043772054
fsu,p2,Summer,2030,0.1359486680388843
fsu,p2,Summer,2032,0.13255988117576753
fsu,p2,Summer,2034,0.1320222433837075
fsu,p2,Summer,2036,0.13155975841785764
fsu,p2,Summer,2038,0.13219086260393306
fsu,p2,Summer,2040,0.13338961085253478
fsu,p2,Summer,2042,0.13061844490704633
fsu,p2,Summer,2044,0.1282489478361202
fsu,p2,Summer,2046,0.12704697886941282
fsu,p2,Summer,2048,0.12402093230041578
fsu,p2,Summer,2050,0.1219570145005651
fsu,p3,Summer,2010,0.16141557883436622
fsu,p3,Summer,2012,0.15843626543070574
fsu,p3,Summer,2014,0.15293175359223926
fsu,p3,Summer,2016,0.15208145132130682
fsu,p3,Summer,2018,0.14859991326713146
fsu,p3,Summer,2020,0.13429513961015682
fsu,p3,Summer,2022,0.13284444476008514
fsu,p3,Summer,2024,0.12942810088867815
fsu,p3,Summer,2026,0.12472004342478385
fsu,p3,Summer,2028,0.12645897778049164
fsu,p3,Summer,2030,0.13046967596999598
fsu,p3,Summer,2032,0.1272185405531757
fsu,p3,Summer,2034,0.12600192900022214
fsu,p3,Summer,2036,0.12501873280958434
fsu,p3,Summer,2038,0.12919823497955574
fsu,p3,Summer,2040,0.1301890331097732
fsu,p3,Summer,2042,0.13045770402449966
fsu,p3,Summer,2044,0.12714221928179587
fsu,p3,Summer,2046,0.12644065771136426
fsu,p3,Summer,2048,0.12353222082382115
fsu,p3,Summer,2050,0.1213514178130178
fsu,p4,Summer,2010,0.22701787902040496
fsu,p4,Summer,2012,0.2258922725123318
fsu,p4,Summer,2014,0.2250488932032209
fsu,p4,Summer,2016,0.21843420606865646
fsu,p4,Summer,2018,0.21001356280145164
fsu,p4,Summer,2020,0.19619788671351526
fsu,p4,Summer,2022,0.2003549548264181
fsu,p4,Summer,2024,0.19319749509510972
fsu,p4,Summer,2026,0.19031844660968827
fsu,p4,Summer,2028,0.1903421855578749
fsu,p4,Summer,2030,0.19091045979885235
fsu,p4,Summer,2032,0.1852751974201087
fsu,p4,Summer,2034,0.1840490276173738
fsu,p4,Summer,2036,0.1847499575783803
fsu,p4,Summer,2038,0.1859469382340978
fsu,p4,Summer,2040,0.1854963864128932
fsu,p4,Summer,2042,0.17796905663513998
fsu,p4,Summer,2044,0.17348406353132662
fsu,p4,Summer,2046,0.17074377901000642
fsu,p4,Summer,2048,0.16648295839554075
fsu,p4,Summer,2050,0.16307212165536916
fsu,p5,Summer,2010,0.1548566848006579
fsu,p5,Summer,2012,0.14655947702224614
fsu,p5,Summer,2014,0.13803752148418258
fsu,p5,Summer,2016,0.13319563612933202
fsu,p5,Summer,2018,0.1329086092528299
fsu,p5,Summer,2020,0.12529207890012592
fsu,p5,Summer,2022,0.11592830967744187
fsu,p5,Summer,2024,0.11554856188758388
fsu,p5,Summer,2026,0.11240674131701682
fsu,p5,Summer,2028,0.11302274639491112
fsu,p5,Summer,2030,0.11468483919782388
fsu,p5,Summer,2032,0.1148403843558733
fsu,p5,Summer,2034,0.11338435072957186
fsu,p5,Summer,2036,0.11275663688256675
fsu,p5,Summer,2038,0.11119263597379177
fsu,p5,Summer,2040,0.11720399356482405
fsu,p5,Summer,2042,0.11925707275430987
fsu,p5,Summer,2044,0.11804486509162815
fsu,p5,Summer,2046,0.12002442490525125
fsu,p5,Summer,2048,0.11463146736972615
fsu,p5,Summer,2050,0.10975313954217812
fsu,p6,Summer,2010,0.07199236852747525
fsu,p6,Summer,2012,0.06940373473900605
fsu,p6,Summer,2014,0.0685680222296304
fsu,p6,Summer,2016,0.0695027789416249
fsu,p6,Summer,2018,0.06934226144792155
fsu,p6,Summer,2020,0.06703784040949498
fsu,p6,Summer,2022,0.06552367828749052
fsu,p6,Summer,2024,0.06454481729600803
fsu,p6,Summer,2026,0.06348501953283865
fsu,p6,Summer,2028,0.06330332241541373
fsu,p6,Summer,2030,0.06334683303492286
fsu,p6,Summer,2032,0.06250270013484477
fsu,p6,Summer,2034,0.06330817339224941
fsu,p6,Summer,2036,0.06214990908394144
fsu,p6,Summer,2038,0.06324197015364037
fsu,p6,Summer,2040,0.0646079251583715
fsu,p6,Summer,2042,0.0662953546316476
fsu,p6,Summer,2044,0.06738612775144216
fsu,p6,Summer,2046,0.06676629698246728
fsu,p6,Summer,2048,0.06633534292702836
fsu,p6,Summer,2050,0.0681344588632332
fsu,p7,Summer,2010,0.1138443725060222
fsu,p7,Summer,2012,0.10906565854033404
fsu,p7,Summer,2014,0.10690376433560207
fsu,p7,Summer,2016,0.10566563536188336
fsu,p7,Summer,2018,0.10754092336913504
fsu,p7,Summer,2020,0.10164414431636427
fsu,p7,Summer,2022,0.08959546600781805
fsu,p7,Summer,2024,0.08840299519225707
fsu,p7,Summer,2026,0.08549820350585442
fsu,p7,Summer,2028,0.08405760168713759
fsu,p7,Summer,2030,0.08490688731676009
fsu,p7,Summer,2032,0.08297097037328907
fsu,p7,Summer,2034,0.08278354922197373
fsu,p7,Summer,2036,0.08205117738806958
fsu,p7,Summer,2038,0.08198463916851675
fsu,p7,Summer,2040,0.08455396455271459
fsu,p7,Summer,2042,0.08904012758429393
fsu,p7,Summer,2044,0.09044982429188696
fsu,p7,Summer,2046,0.0910667566584897
fsu,p7,Summer,2048,0.08910493922730983
fsu,p7,Summer,2050,0.08773094695880197
fsu,p8,Summer,2010,0.08149842401458011
fsu,p8,Summer,2012,0.07805139732112776
fsu,p8,Summer,2014,0.07681905345803314
