wst,r,szn,t,Value
fsu,p1,Summer,2010,1.0
fsu,p1,Summer,2012,0.8669194467432991
fsu,p1,Summer,2014,0.8541336505435422
fsu,p1,Summer,2016,0.8673695488644408
fsu,p1,Summer,2018,0.8351110877569881
fsu,p1,Summer,2020,0.8486266179348136
fsu,p1,Summer,2022,0.8564729425965482
fsu,p1,Summer,2024,0.8386681688570852
fsu,p1,Summer,2026,0.8405055561100219
fsu,p1,Summer,2028,0.8541673862870459
fsu,p1,Summer,2030,0.8472039083382853
fsu,p1,Summer,2032,0.8363163274989475
fsu,p1,Summer,2034,0.8524984151454349
fsu,p1,Summer,2036,0.8202051753651652
fsu,p1,Summer,2038,0.8261756917717686
fsu,p1,Summer,2040,0.8124051251597191
fsu,p1,Summer,2042,0.8008844871735626
fsu,p1,Summer,2044,0.7976109257041277
fsu,p1,Summer,2046,0.7770964430042728
fsu,p1,Summer,2048,0.7559815366351105
fsu,p1,Summer,2050,0.7658663041160834
fsu,p2,Summer,2010,1.0
fsu,p2,Summer,2012,0.8605196059613919
fsu,p2,Summer,2014,0.8173552720291755
fsu,p2,Summer,2016,0.7937441115189335
fsu,p2,Summer,2018,0.7616383940193867
fsu,p2,Summer,2020,0.7393935413653239
fsu,p2,Summer,2022,0.7585187698729899
fsu,p2,Summer,2024,0.7424301781558184
fsu,p2,Summer,2026,0.7382805745797946
fsu,p2,Summer,2028,0.7514099469261692
fsu,p2,Summer,2030,0.7494762556818196
fsu,p2,Summer,2032,0.7268840532140535
fsu,p2,Summer,2034,0.7387085031683254
fsu,p2,Summer,2036,0.7304044734989602
fsu,p2,Summer,2038,0.7263274270307509
fsu,p2,Summer,2040,0.7050011866318364
fsu,p2,Summer,2042,0.6629907635043931
fsu,p2,Summer,2044,0.6374402774800396
fsu,p2,Summer,2046,0.6150595788582404
fsu,p2,Summer,2048,0.5779602628763666
fsu,p2,Summer,2050,0.5640792486326293
fsu,p3,Summer,2010,1.0
fsu,p3,Summer,2012,0.8450504515774292
fsu,p3,Summer,2014,0.7828711710042771
fsu,p3,Summer,2016,0.7650408250211499
fsu,p3,Summer,2018,0.7323328741749108
fsu,p3,Summer,2020,0.6884389124304781
fsu,p3,Summer,2022,0.7107070028274965
fsu,p3,Summer,2024,0.7072243168803275
fsu,p3,Summer,2026,0.6967550583977447
fsu,p3,Summer,2028,0.7207856758493849
fsu,p3,Summer,2030,0.7415355616844469
fsu,p3,Summer,2032,0.7045790211842138
fsu,p3,Summer,2034,0.7095693051430592
fsu,p3,Summer,2036,0.6964634088005337
fsu,p3,Summer,2038,0.7100393586165681
fsu,p3,Summer,2040,0.6784405006438754
fsu,p3,Summer,2042,0.6443636724401639
fsu,p3,Summer,2044,0.6075259495787859
fsu,p3,Summer,2046,0.5832747046137121
fsu,p3,Summer,2048,0.5529744449059425
fsu,p3,Summer,2050,0.5331775707843244
fsu,p4,Summer,2010,1.0
fsu,p4,Summer,2012,0.8787167377919322
fsu,p4,Summer,2014,0.8423196019117851
fsu,p4,Summer,2016,0.8031735479164319
fsu,p4,Summer,2018,0.7554972767812319
fsu,p4,Summer,2020,0.7172869256545219
fsu,p4,Summer,2022,0.7528759872681726
fsu,p4,Summer,2024,0.7269126533948504
fsu,p4,Summer,2026,0.7180874174137167
fsu,p4,Summer,2028,0.7242759371776902
fsu,p4,Summer,2030,0.7259476485597759
fsu,p4,Summer,2032,0.6973065267701725
fsu,p4,Summer,2034,0.714006172278147
fsu,p4,Summer,2036,0.7099116737027384
fsu,p4,Summer,2038,0.7084931228808058
fsu,p4,Summer,2040,0.6810956701125634
fsu,p4,Summer,2042,0.6287391333569443
fsu,p4,Summer,2044,0.6019164044231543
fsu,p4,Summer,2046,0.5818224552692582
fsu,p4,Summer,2048,0.5610806675307878
fsu,p4,Summer,2050,0.5451205544987265
fsu,p5,Summer,2010,1.0
fsu,p5,Summer,2012,0.8685666213918946
fsu,p5,Summer,2014,0.7877263986204558
fsu,p5,Summer,2016,0.7785782497252683
fsu,p5,Summer,2018,0.7858387672668793
fsu,p5,Summer,2020,0.8000320798324309
fsu,p5,Summer,2022,0.7648505795501099
fsu,p5,Summer,2024,0.7809241366362212
fsu,p5,Summer,2026,0.7765142554891622
fsu,p5,Summer,2028,0.8180302622174661
fsu,p5,Summer,2030,0.8026062343070851
fsu,p5,Summer,2032,0.7981803586150132
fsu,p5,Summer,2034,0.7920800381192921
fsu,p5,Summer,2036,0.7954283517143141
fsu,p5,Summer,2038,0.7713693209241991
fsu,p5,Summer,2040,0.7748140746091616
fsu,p5,Summer,2042,0.7366828915102785
fsu,p5,Summer,2044,0.7007150289362398
fsu,p5,Summer,2046,0.6776462477730635
fsu,p5,Summer,2048,0.5666695080661032
fsu,p5,Summer,2050,0.5434622643170133
fsu,p6,Summer,2010,1.0
fsu,p6,Summer,2012,0.8526674081085996
fsu,p6,Summer,2014,0.8313756043920592
fsu,p6,Summer,2016,0.8807220366212463
fsu,p6,Summer,2018,0.8998347552110528
fsu,p6,Summer,2020,0.9221598473928962
fsu,p6,Summer,2022,0.9105834404198556
fsu,p6,Summer,2024,0.8926306226434394
fsu,p6,Summer,2026,0.8994796294642269
fsu,p6,Summer,2028,0.9215201338393691
fsu,p6,Summer,2030,0.9081550837337986
fsu,p6,Summer,2032,0.9085076332691974
fsu,p6,Summer,2034,0.9391141852381486
fsu,p6,Summer,2036,0.9105472753937816
fsu,p6,Summer,2038,0.9061472883030312
fsu,p6,Summer,2040,0.8923661147024884
fsu,p6,Summer,2042,0.8835623995168521
fsu,p6,Summer,2044,0.8866299325273805
fsu,p6,Summer,2046,0.8455322395054955
fsu,p6,Summer,2048,0.7717761968474955
fsu,p6,Summer,2050,0.7784244597037031
fsu,p7,Summer,2010,1.0
fsu,p7,Summer,2012,0.8484142942603199
fsu,p7,Summer,2014,0.8181687844178671
fsu,p7,Summer,2016,0.9082293472122492
fsu,p7,Summer,2018,0.9336593898699151
fsu,p7,Summer,2020,0.9771318197739426
fsu,p7,Summer,2022,0.9053859822993208
fsu,p7,Summer,2024,0.9151503114133114
fsu,p7,Summer,2026,0.9126586107903186
fsu,p7,Summer,2028,0.970731669813412
fsu,p7,Summer,2030,0.9280365420994138
fsu,p7,Summer,2032,0.9156813547320344
fsu,p7,Summer,2034,0.9405301076139321
fsu,p7,Summer,2036,0.9229877128435732
fsu,p7,Summer,2038,0.8929239163255317
fsu,p7,Summer,2040,0.8638871534981362
fsu,p7,Summer,2042,0.8184003713037491
fsu,p7,Summer,2044,0.7921938419131214
fsu,p7,Summer,2046,0.7326943570092161
fsu,p7,Summer,2048,0.5616106882861888
fsu,p7,Summer,2050,0.5485115412821118
fsu,p8,Summer,2010,1.0
fsu,p8,Summer,2012,0.8377382245217403
fsu,p8,Summer,2014,0.8150623333056431
fsu,p8,Summer,2016,0.8631774733518218
fsu,p8,Summer,2018,0.8826157406935644
fsu,p8,Summer,2020,0.9023690665990522
fsu,p8,Summer,2022,0.8750743428226216
fsu,p8,Summer,2024,0.8641579339237223
fsu,p8,Summer,2026,0.8580871970303199
fsu,p8,Summer,2028,0.8700399803114975
fsu,p8,Summer,2030,0.8439412585709797
fsu,p8,Summer,2032,0.8379645951764885
fsu,p8,Summer,2034,0.8689469673559317
fsu,p8,Summer,2036,0.8356645642234541
fsu,p8,Summer,2038,0.8119004598741951
fsu,p8,Summer,2040,0.7983179504680511
fsu,p8,Summer,2042,0.7820178169788287
fsu,p8,Summer,2044,0.7769115361315712
fsu,p8,Summer,2046,0.7351090439776472
fsu,p8,Summer,2048,0.6417980950487513
fsu,p8,Summer,2050,0.6453645549643774
fsu,p9,Summer,2010,1.0
fsu,p9,Summer,2012,0.7903669309926007
fsu,p9,Summer,2014,0.7824913365652945
fsu,p9,Summer,2016,0.8363706627624983
fsu,p9,Summer,2018,0.8553964132424159
fsu,p9,Summer,2020,0.8526988750281368
fsu,p9,Summer,2022,0.7815479320075014
fsu,p9,Summer,2024,0.7623751020907867
fsu,p9,Summer,2026,0.7816595282257829
fsu,p9,Summer,2028,0.8279876836451356
fsu,p9,Summer,2030,0.8508056425682381
fsu,p9,Summer,2032,0.8758190876874522
fsu,p9,Summer,2034,0.892119481905471
fsu,p9,Summer,2036,0.8587759236803407
fsu,p9,Summer,2038,0.8534331358790621
fsu,p9,Summer,2040,0.8865543155783184
fsu,p9,Summer,2042,0.8869507868882225
fsu,p9,Summer,2044,0.8734139618102809
fsu,p9,Summer,2046,0.8030436528096321
fsu,p9,Summer,2048,0.68140451119661
fsu,p9,Summer,2050,0.6718680125819753
fsu,p10,Summer,2010,1.0
fsu,p10,Summer,2012,0.615174873732052
fsu,p10,Summer,2014,0.6411102561130448
fsu,p10,Summer,2016,0.7868948808708933
fsu,p10,Summer,2018,0.7980146278869218
fsu,p10,Summer,2020,0.7637273774216224
fsu,p10,Summer,2022,0.6156171628809699
fsu,p10,Summer,2024,0.5957324161373803
fsu,p10,Summer,2026,0.6435676297384246
fsu,p10,Summer,2028,0.6694360370321142
fsu,p10,Summer,2030,0.6868445498595364
fsu,p10,Summer,2032,0.7061253160683995
fsu,p10,Summer,2034,0.6698820330895671
fsu,p10,Summer,2036,0.5571681675664042
fsu,p10,Summer,2038,0.5545873987240656
fsu,p10,Summer,2040,0.7847608811177066
fsu,p10,Summer,2042,0.8009030259325175
fsu,p10,Summer,2044,0.7762896893187419
fsu,p10,Summer,2046,0.6795048541572098
fsu,p10,Summer,2048,0.6155966452926527
fsu,p10,Summer,2050,0.7271707512256854
fsu,p11,Summer,2010,1.0
fsu,p11,Summer,2012,0.6734575039081147
fsu,p11,Summer,2014,0.7122092548798102
fsu,p11,Summer,2016,0.9362754219069884
fsu,p11,Summer,2018,0.9605991892326232
fsu,p11,Summer,2020,0.9192030733636144
fsu,p11,Summer,2022,0.7221798003380684
fsu,p11,Summer,2024,0.6619416095331624
fsu,p11,Summer,2026,0.7506104992020877
fsu,p11,Summer,2028,0.7445133511233911
fsu,p11,Summer,2030,0.7784508361039525
fsu,p11,Summer,2032,0.8129799108147523
fsu,p11,Summer,2034,0.7572980142905479
fsu,p11,Summer,2036,0.5805034259512785
fsu,p11,Summer,2038,0.5584927660968664
fsu,p11,Summer,2040,0.85046540288284
fsu,p11,Summer,2042,0.8941733848041334
fsu,p11,Summer,2044,0.8859823878830715
fsu,p11,Summer,2046,0.7577160996227942
fsu,p11,Summer,2048,0.7254290996021929
fsu,p11,Summer,2050,0.8725364566509841
fsu,p12,Summer,2010,1.0
fsu,p12,Summer,2012,0.7654767941478409
fsu,p12,Summer,2014,0.7612535604299407
fsu,p12,Summer,2016,0.7919136878363436
fsu,p12,Summer,2018,0.7984604210812363
fsu,p12,Summer,2020,0.7879422652264754
fsu,p12,Summer,2022,0.6905251684417638
fsu,p12,Summer,2024,0.6579177129432267
fsu,p12,Summer,2026,0.6566543554767776
fsu,p12,Summer,2028,0.7255713605517672
fsu,p12,Summer,2030,0.7408108292712982
fsu,p12,Summer,2032,0.7735541336623772
fsu,p12,Summer,2034,0.7688830229433502
fsu,p12,Summer,2036,0.7437322940193465
fsu,p12,Summer,2038,0.7560496984482554
fsu,p12,Summer,2040,0.80305421255382
fsu,p12,Summer,2042,0.8121187036972125
fsu,p12,Summer,2044,0.8047449252115767
fsu,p12,Summer,2046,0.7549067932720356
fsu,p12,Summer,2048,0.6195561169821611
fsu,p12,Summer,2050,0.6089687153608826
fsu,p13,Summer,2010,1.0
