wst,r,t,Value
fsu,p10,2040,0.8908247210681841
fsu,p10,2042,0.909075123678716
fsu,p10,2044,0.8633563059196779
fsu,p10,2046,0.7228204954443714
fsu,p10,2048,0.6704773675590994
fsu,p10,2050,0.8133848605251808
fsu,p11,2010,1.0
fsu,p11,2012,0.6255892509561753
fsu,p11,2014,0.6671619392881069
fsu,p11,2016,0.8155733117287104
fsu,p11,2018,0.8359988195154257
fsu,p11,2020,0.8268788114602648
fsu,p11,2022,0.6694659424518012
fsu,p11,2024,0.6593387937461177
fsu,p11,2026,0.7620782077701824
fsu,p11,2028,0.7846018428280804
fsu,p11,2030,0.8099762386951668
fsu,p11,2032,0.8072809482155465
fsu,p11,2034,0.7445353674278685
fsu,p11,2036,0.6678843395221501
fsu,p11,2038,0.6512583494911234
fsu,p11,2040,0.8366570260377478
fsu,p11,2042,0.8773415473158066
fsu,p11,2044,0.8437754059203294
fsu,p11,2046,0.7013234469887765
fsu,p11,2048,0.6393590777883938
fsu,p11,2050,0.7635690950493265
fsu,p12,2010,1.0
fsu,p12,2012,0.7803664383356922
fsu,p12,2014,0.7886857360203418
fsu,p12,2016,0.8533146253519313
fsu,p12,2018,0.8683306929230563
fsu,p12,2020,0.8880012573850307
fsu,p12,2022,0.8699105697126579
fsu,p12,2024,0.8489131104178627
fsu,p12,2026,0.9011860786866626
fsu,p12,2028,0.9815662337586848
fsu,p12,2030,1.0153593733981423
fsu,p12,2032,1.0774307875510911
fsu,p12,2034,1.0688105256265619
fsu,p12,2036,1.0471662236079915
fsu,p12,2038,1.062240429525111
fsu,p12,2040,1.1111157232211355
fsu,p12,2042,1.1173582218319893
fsu,p12,2044,1.1055682603677448
fsu,p12,2046,1.0117468498254554
fsu,p12,2048,0.8626093745608594
fsu,p12,2050,0.8646960858909524
fsu,p13,2010,1.0
fsu,p13,2012,0.3116747222166357
fsu,p13,2014,0.4268740878702417
fsu,p13,2016,0.6008899125554293
fsu,p13,2018,0.6012340682352011
fsu,p13,2020,0.6050349640515232
fsu,p13,2022,0.526997663662886
fsu,p13,2024,0.7632407151350603
fsu,p13,2026,0.9583002253537504
fsu,p13,2028,1.8091209693217811
fsu,p13,2030,2.074513500759478
fsu,p13,2032,2.2568666651882854
fsu,p13,2034,2.142727602695154
fsu,p13,2036,2.4158379093010023
fsu,p13,2038,2.4352190195370715
fsu,p13,2040,2.708123086093353
fsu,p13,2042,2.703918144760823
fsu,p13,2044,2.4778829363248733
fsu,p13,2046,2.2296235374600197
fsu,p13,2048,1.295982319617679
fsu,p13,2050,1.0429013671607
fsu,p14,2010,1.0
fsu,p14,2012,1.018354308531973
fsu,p14,2014,0.9748146677591748
fsu,p14,2016,0.9756372724970014
fsu,p14,2018,0.9703840571034832
fsu,p14,2020,1.0310390070588478
fsu,p14,2022,1.0714810249135125
fsu,p14,2024,1.0987865608671112
fsu,p14,2026,1.125058831596464
fsu,p14,2028,1.1596824017884737
fsu,p14,2030,1.1390236036754584
fsu,p14,2032,1.1132211747217309
fsu,p14,2034,1.123479886890842
fsu,p14,2036,1.1207471262251931
fsu,p14,2038,1.1020907508104552
fsu,p14,2040,1.0442301271504228
fsu,p14,2042,0.9802165283927996
fsu,p14,2044,0.9412264149944862
fsu,p14,2046,0.9005620148991178
fsu,p14,2048,0.8330206891891505
fsu,p14,2050,0.8223440184624538
fsu,p15,2010,1.0
fsu,p15,2012,0.9744247626953964
fsu,p15,2014,0.9347338557209942
fsu,p15,2016,0.9510678024151452
fsu,p15,2018,0.9575192356798454
fsu,p15,2020,1.026078962059705
fsu,p15,2022,1.057986843796935
fsu,p15,2024,1.084741345425848
fsu,p15,2026,1.1048363236113423
fsu,p15,2028,1.1642213650574853
fsu,p15,2030,1.1280209016469025
fsu,p15,2032,1.1232128407851951
fsu,p15,2034,1.125617321568875
fsu,p15,2036,1.1424556037322682
fsu,p15,2038,1.1264518889589048
fsu,p15,2040,1.0794248515047344
fsu,p15,2042,1.0078737926794594
fsu,p15,2044,0.9678021045639784
fsu,p15,2046,0.9214676309710012
fsu,p15,2048,0.8002901415331592
fsu,p15,2050,0.8045506099434876
fsu,p16,2010,1.0
fsu,p16,2012,0.9646340596415288
fsu,p16,2014,0.9223859535301048
fsu,p16,2016,0.9215093324096068
fsu,p16,2018,0.9154267435875112
fsu,p16,2020,0.9468900613323638
fsu,p16,2022,0.9639831151614736
fsu,p16,2024,0.9792105092103316
fsu,p16,2026,0.9820278965816808
fsu,p16,2028,1.034671922483012
fsu,p16,2030,1.0045797985388107
fsu,p16,2032,1.0071338027114105
fsu,p16,2034,1.0003662400316295
fsu,p16,2036,1.021211211694257
fsu,p16,2038,1.0079493649091746
fsu,p16,2040,0.9838396172247134
fsu,p16,2042,0.9247452712257788
fsu,p16,2044,0.8943371458211085
fsu,p16,2046,0.8608431149463903
fsu,p16,2048,0.7575195517029426
fsu,p16,2050,0.7632805164891554
fsu,p17,2010,1.0
fsu,p17,2012,0.9652698872304414
fsu,p17,2014,0.92449981507705
fsu,p17,2016,0.8943512356623449
fsu,p17,2018,0.8334755372823777
fsu,p17,2020,0.8653506588120324
fsu,p17,2022,0.9565948381943
fsu,p17,2024,1.0228776192524818
fsu,p17,2026,1.0520069077725909
fsu,p17,2028,1.0907362090951789
fsu,p17,2030,1.129170540386452
fsu,p17,2032,1.0519793655211491
fsu,p17,2034,1.0414252017435568
fsu,p17,2036,1.0141228588553797
fsu,p17,2038,0.9995966037666808
fsu,p17,2040,0.9450629834601384
fsu,p17,2042,0.8302811028174949
fsu,p17,2044,0.7462577437550294
fsu,p17,2046,0.7024149087655444
fsu,p17,2048,0.6437895008415427
fsu,p17,2050,0.5913019824845434
fsu,p18,2010,1.0
fsu,p18,2012,0.9385424075499976
fsu,p18,2014,0.9111871928447816
fsu,p18,2016,0.9188099447125068
fsu,p18,2018,0.8941476239364673
fsu,p18,2020,0.9110976640458184
fsu,p18,2022,0.9501070147078979
fsu,p18,2024,0.9808288184514126
fsu,p18,2026,0.9766785753473936
fsu,p18,2028,1.0217953129270052
fsu,p18,2030,1.062380257026072
fsu,p18,2032,1.0169500683849062
fsu,p18,2034,1.008131218717119
fsu,p18,2036,0.989235837978638
fsu,p18,2038,0.9916310629372684
fsu,p18,2040,0.9767747135807182
fsu,p18,2042,0.9129967242171736
fsu,p18,2044,0.8659518858698825
fsu,p18,2046,0.8553247866684781
fsu,p18,2048,0.7882271108142094
fsu,p18,2050,0.7405191399985923
fsu,p19,2010,1.0
fsu,p19,2012,0.9163899435614368
fsu,p19,2014,0.8841024872622978
fsu,p19,2016,0.8916775726923271
fsu,p19,2018,0.8355102275441788
fsu,p19,2020,0.8211298458795976
fsu,p19,2022,0.8874737080489543
fsu,p19,2024,0.9556890789972082
fsu,p19,2026,0.9553830518009824
fsu,p19,2028,1.0176570541787109
fsu,p19,2030,1.1115983290724143
fsu,p19,2032,1.045827306384283
fsu,p19,2034,1.0527442397083868
fsu,p19,2036,1.0301416753701544
fsu,p19,2038,1.0540997423238505
fsu,p19,2040,1.047618863608227
fsu,p19,2042,0.9727380260496256
fsu,p19,2044,0.9003532330657157
fsu,p19,2046,0.8840556017227131
fsu,p19,2048,0.8005696270753979
fsu,p19,2050,0.7170328475453509
fsu,p20,2010,1.0
fsu,p20,2012,1.0055765384966164
fsu,p20,2014,0.9899126447450104
fsu,p20,2016,0.9929146894257396
fsu,p20,2018,0.9863885559369264
fsu,p20,2020,0.9963759365141608
fsu,p20,2022,1.0075794812758003
fsu,p20,2024,0.9932925659931248
fsu,p20,2026,0.9826591617369796
fsu,p20,2028,1.0253547781867571
fsu,p20,2030,1.0589194390409118
fsu,p20,2032,1.02759525070674
fsu,p20,2034,1.0212826905183578
fsu,p20,2036,1.029721662024402
fsu,p20,2038,1.0338188145426137
fsu,p20,2040,1.038188380865506
fsu,p20,2042,0.9853016612799892
fsu,p20,2044,0.9460143937674741
fsu,p20,2046,0.9745267607838888
fsu,p20,2048,0.9120810229083359
fsu,p20,2050,0.883779984065157
fsu,p21,2010,1.0
fsu,p21,2012,0.9214812146269103
fsu,p21,2014,0.8513760478452401
fsu,p21,2016,0.8798325691015485
fsu,p21,2018,0.8862845081024319
fsu,p21,2020,0.9193428042141052
fsu,p21,2022,0.9218118248982758
fsu,p21,2024,0.9019629734915882
fsu,p21,2026,0.9003042627688459
fsu,p21,2028,0.9563389975208428
fsu,p21,2030,0.9079225318349272
fsu,p21,2032,0.9246785111700212
fsu,p21,2034,0.9343238924038626
fsu,p21,2036,0.9830029368522596
fsu,p21,2038,0.9720471033938156
fsu,p21,2040,0.9445911383572724
fsu,p21,2042,0.8508112682325918
fsu,p21,2044,0.8356161588153209
fsu,p21,2046,0.7982362362245753
fsu,p21,2048,0.6585746823196202
fsu,p21,2050,0.6907147344785388
fsu,p22,2010,1.0
fsu,p22,2012,1.0897070315935993
fsu,p22,2014,1.1294066065459074
fsu,p22,2016,1.1259920028456247
fsu,p22,2018,1.1604549915638172
fsu,p22,2020,1.1159531344781937
fsu,p22,2022,1.0633947001620478
fsu,p22,2024,1.0146351968440341
fsu,p22,2026,1.0234610065447296
fsu,p22,2028,1.0444726529881625
fsu,p22,2030,1.0988435734398396
fsu,p22,2032,1.174326668305523
fsu,p22,2034,1.1781337886536727
fsu,p22,2036,1.2606182737299323
fsu,p22,2038,1.2152652363465488
fsu,p22,2040,1.2948947939963558
fsu,p22,2042,1.2486126281955892
fsu,p22,2044,1.1680672343409542
fsu,p22,2046,1.2736859271156236
fsu,p22,2048,1.194054694419468
fsu,p22,2050,1.1923879700210072
fsu,p23,2010,1.0
fsu,p23,2012,1.09604728015964
fsu,p23,2014,1.1142677222357076
fsu,p23,2016,1.088013807078724
fsu,p23,2018,1.1047182644348927
fsu,p23,2020,1.0718267493612077
fsu,p23,2022,1.03252265679193
fsu,p23,2024,0.9722326042835596
fsu,p23,2026,0.9957374288365848
fsu,p23,2028,1.0262138223554589
fsu,p23,2030,1.0793089390011743
fsu,p23,2032,1.120497246781096
fsu,p23,2034,1.1259454950220602
fsu,p23,2036,1.2146864300768032
fsu,p23,2038,1.2030054349108272
fsu,p23,2040,1.2779404788781736
fsu,p23,2042,1.2363639658594263
fsu,p23,2044,1.1691979550873337
fsu,p23,2046,1.2955011385856117
fsu,p23,2048,1.2170780918237312
fsu,p23,2050,1.221898147349732
fsu,p24,2010,1.0
fsu,p24,2012,1.0961843860271556
fsu,p24,2014,1.1052192564312404
fsu,p24,2016,1.1365245531302797
fsu,p24,2018,1.1562547645646362
fsu,p24,2020,1.1341596217840784
fsu,p24,2022,1.0962400299221748
fsu,p24,2024,1.0680659653763265
fsu,p24,2026,1.057192690556604
fsu,p24,2028,1.0831939966886168
fsu,p24,2030,1.0962154708265643
fsu,p24,2032,1.1263172027156252
fsu,p24,2034,1.1253772271105658
fsu,p24,2036,1.136161178647041
fsu,p24,2038,1.1085743403302686
fsu,p24,2040,1.1395646443130054
fsu,p24,2042,1.0905227350604632
fsu,p24,2044,1.074916913407938
fsu,p24,2046,1.0811269176210765
fsu,p24,2048,1.0126793878195943
fsu,p24,2050,1.0096153173911977
fsu,p25,2010,1.0
fsu,p25,2012,1.0312912474673266
fsu,p25,2014,1.031458406514542
fsu,p25,2016,1.0641236752357557
fsu,p25,2018,1.0820001070815315
fsu,p25,2020,1.0796095440425044
fsu,p25,2022,1.04135181116459
fsu,p25,2024,1.009723725925496
fsu,p25,2026,0.9995463722684544
fsu,p25,2028,1.0414232542531132
fsu,p25,2030,1.0275621877202847
fsu,p25,2032,1.032020551619382
fsu,p25,2034,0.998613165389596
fsu,p25,2036,1.0017111176381328
fsu,p25,2038,0.9584322647081236
fsu,p25,2040,0.9637091881314772
fsu,p25,2042,0.9155265588005636
fsu,p25,2044,0.9253811474032798
fsu,p25,2046,0.8924337787538721
fsu,p25,2048,0.7830807997884619
fsu,p25,2050,0.7770074373687474
fsu,p26,2010,1.0
fsu,p26,2012,1.058032805982005
fsu,p26,2014,1.0218614671067765
fsu,p26,2016,1.03744206503188
fsu,p26,2018,1.0377762872134748
fsu,p26,2020,1.0319537678745536
fsu,p26,2022,0.9981818743153648
fsu,p26,2024,0.986082545310786
fsu,p26,2026,0.9786862278610348
fsu,p26,2028,1.053062337148892
fsu,p26,2030,1.025298335963289
fsu,p26,2032,1.0299731358865585
fsu,p26,2034,1.0175193453021931
fsu,p26,2036,1.0334559513777364
fsu,p26,2038,1.0113292791285453
fsu,p26,2040,1.011999658909695
fsu,p26,2042,0.9442056943426542
fsu,p26,2044,0.9279028237985192
fsu,p26,2046,0.883843766183635
fsu,p26,2048,0.7295890003766928
fsu,p26,2050,0.7320839590114498
fsu,p27,2010,1.0
fsu,p27,2012,1.027793264825139
fsu,p27,2014,1.0554611227143578
fsu,p27,2016,1.10458566441871
fsu,p27,2018,1.1288215779409143
fsu,p27,2020,1.113764445481621
fsu,p27,2022,1.0563567267725458
fsu,p27,2024,1.0206314174513058
fsu,p27,2026,1.0118617333610074
fsu,p27,2028,1.052417716396015
fsu,p27,2030,1.0452889578785414
fsu,p27,2032,1.0369402364495417
fsu,p27,2034,0.9814801085303728
fsu,p27,2036,0.9787149167803816
fsu,p27,2038,0.9278752153033804
fsu,p27,2040,0.9573254519370168
fsu,p27,2042,0.9179279070614866
fsu,p27,2044,0.9272652392612866
fsu,p27,2046,0.8921286832253721
fsu,p27,2048,0.7851532235942099
fsu,p27,2050,0.7783105633923052
fsu,p28,2010,1.0
fsu,p28,2012,1.0227318930717841
fsu,p28,2014,1.0501013107002717
fsu,p28,2016,1.0973078379317258
fsu,p28,2018,1.1202389752936472
fsu,p28,2020,1.106663114616449
fsu,p28,2022,1.0520716678467543
fsu,p28,2024,1.016109283714249
fsu,p28,2026,1.0062029547376328
fsu,p28,2028,1.0446135376312171
fsu,p28,2030,1.0369760683328393
fsu,p28,2032,1.0304201467138372
fsu,p28,2034,0.9754011755550132
fsu,p28,2036,0.9716464388001408
fsu,p28,2038,0.9220480146598324
fsu,p28,2040,0.9483353236279922
fsu,p28,2042,0.9084096181199832
fsu,p28,2044,0.9183300932566556
fsu,p28,2046,0.8843642336493783
fsu,p28,2048,0.7800828304249626
fsu,p28,2050,0.7730978780826835
fsu,p29,2010,1.0
fsu,p29,2012,1.0038679833362083
fsu,p29,2014,1.3750191046016031
fsu,p29,2016,1.5084481108154664
fsu,p29,2018,1.4657307657702572
fsu,p29,2020,1.3963647253642515
fsu,p29,2022,1.1619713003106766
fsu,p29,2024,0.9517445062582964
fsu,p29,2026,0.9484050896668852
fsu,p29,2028,0.9038540291424536
fsu,p29,2030,0.8845439339051341
fsu,p29,2032,0.6265111822631986
fsu,p29,2034,0.2568894613151861
fsu,p29,2036,0.2658360795190069
fsu,p29,2038,0.2453900669514826
fsu,p29,2040,0.4192765396997308
fsu,p29,2042,0.4254583560144958
fsu,p29,2044,0.40593371657103455
fsu,p29,2046,0.386440923578228
fsu,p29,2048,0.3700054798328842
fsu,p29,2050,0.3513955866082577
fsu,p30,2010,1.0
fsu,p30,2012,0.3142057860254569
fsu,p30,2014,0.5133357655301869
fsu,p30,2016,0.6603578112491865
fsu,p30,2018,0.6597103087985186
fsu,p30,2020,0.6968198578584202
fsu,p30,2022,0.6735376191990079
fsu,p30,2024,0.6735738236371782
fsu,p30,2026,0.6342544113746218
fsu,p30,2028,0.5342856028901359
fsu,p30,2030,0.5324531013305818
fsu,p30,2032,0.6671182938284203
fsu,p30,2034,0.4746917052866319
fsu,p30,2036,0.3318150677303677
fsu,p30,2038,0.36293695971833706
fsu,p30,2040,0.3153768603508373
fsu,p30,2042,0.3218560622936929
fsu,p30,2044,0.3308862846447194
fsu,p30,2046,0.33374225782003625
fsu,p30,2048,0.4206078446620191
fsu,p30,2050,0.5136407182877959
fsu,p31,2010,1.0
fsu,p31,2012,0.9955217078891919
fsu,p31,2014,1.061306300389496
fsu,p31,2016,1.121399978368805
fsu,p31,2018,1.171324741353566
fsu,p31,2020,1.1764221828576404
fsu,p31,2022,1.1186752120069967
fsu,p31,2024,1.0656768357255255
fsu,p31,2026,1.0464036855920478
fsu,p31,2028,1.0407517608929195
fsu,p31,2030,1.038558448724294
fsu,p31,2032,1.0637085550604914
fsu,p31,2034,0.9865174389375448
fsu,p31,2036,0.9549947757314228
fsu,p31,2038,0.8634355394979899
fsu,p31,2040,0.8713093131039358
fsu,p31,2042,0.8448211448355422
fsu,p31,2044,0.8770313603326632
fsu,p31,2046,0.8496928062816879
fsu,p31,2048,0.7782989310866234
fsu,p31,2050,0.7558114721166257
fsu,p32,2010,1.0
fsu,p32,2012,1.0198868377191863
fsu,p32,2014,1.0667044815553357
fsu,p32,2016,1.077125802856974
fsu,p32,2018,1.1307517361945962
fsu,p32,2020,1.090172503652814
fsu,p32,2022,1.1118991215884082
fsu,p32,2024,1.0658910134605697
fsu,p32,2026,1.0880651257826863
fsu,p32,2028,1.1206525157832754
fsu,p32,2030,1.1792089850906866
fsu,p32,2032,1.2614810691682128
fsu,p32,2034,1.264805760849944
fsu,p32,2036,1.3340981264334426
fsu,p32,2038,1.3379451066658532
fsu,p32,2040,1.4115361262838866
fsu,p32,2042,1.308077100850398
fsu,p32,2044,1.2658513133280422
fsu,p32,2046,1.341751631956145
fsu,p32,2048,1.2744771808072903
fsu,p32,2050,1.271416119404715
fsu,p33,2010,1.0
fsu,p33,2012,1.0752240865461369
fsu,p33,2014,1.0984416068371348
fsu,p33,2016,1.15109216535153
fsu,p33,2018,1.1797692172415444
fsu,p33,2020,1.1554861254708304
fsu,p33,2022,1.0928936834036087
fsu,p33,2024,1.035151808676527
fsu,p33,2026,1.0090557118950911
fsu,p33,2028,1.0464284384681648
fsu,p33,2030,1.0540329109984652
fsu,p33,2032,1.0805106429830595
fsu,p33,2034,1.0393824752767205
fsu,p33,2036,1.0343560788342074
fsu,p33,2038,0.964440485220626
fsu,p33,2040,0.9870588721521288
fsu,p33,2042,0.9455389008697256
fsu,p33,2044,0.9638540214806344
fsu,p33,2046,0.9382195138900676
fsu,p33,2048,0.8250983404565643
fsu,p33,2050,0.7964488550155742
fsu,p34,2010,1.0
fsu,p34,2012,1.1921234627461326
fsu,p34,2014,1.1844782116780033
fsu,p34,2016,1.2249832306368622
fsu,p34,2018,1.2315242144537146
fsu,p34,2020,1.206053824291048
fsu,p34,2022,1.131295057577598
fsu,p34,2024,1.0278696311187263
fsu,p34,2026,0.9550534144370504
fsu,p34,2028,0.920340443742404
fsu,p34,2030,0.8864760333147382
fsu,p34,2032,0.942854185021488
fsu,p34,2034,0.9133823697002456
fsu,p34,2036,0.8958442615494342
fsu,p34,2038,0.8438675051798933
fsu,p34,2040,0.8446756425377241
fsu,p34,2042,0.7693389894192221
fsu,p34,2044,0.7437727230516895
fsu,p34,2046,0.7185415318398782
fsu,p34,2048,0.6596759823268892
fsu,p34,2050,0.6292453098134054
fsu,p35,2010,1.0
fsu,p35,2012,1.001625081884589
fsu,p35,2014,0.9790134082836696
fsu,p35,2016,0.9831064478519642
fsu,p35,2018,0.9517555700237624
fsu,p35,2020,0.9358985577507384
fsu,p35,2022,0.9820373359741652
fsu,p35,2024,0.9994899547445766
fsu,p35,2026,0.9946011729225122
fsu,p35,2028,1.0531566964721657
fsu,p35,2030,1.1165552639546406
fsu,p35,2032,1.0701268722284398
fsu,p35,2034,1.0739186846423154
fsu,p35,2036,1.0739280969448637
fsu,p35,2038,1.0902793822038974
fsu,p35,2040,1.0939184274659202
fsu,p35,2042,1.0187498033003135
fsu,p35,2044,0.9640122096197528
fsu,p35,2046,0.9755224221685436
fsu,p35,2048,0.8963044428684708
fsu,p35,2050,0.8430852218696596
fsu,p36,2010,1.0
fsu,p36,2012,1.0458427288333991
fsu,p36,2014,1.0202943165462108
fsu,p36,2016,1.0307288881224697
fsu,p36,2018,1.0061191842572694
fsu,p36,2020,0.9607268703655016
fsu,p36,2022,1.0420759706965217
fsu,p36,2024,1.0436832244681813
fsu,p36,2026,1.040744389924722
fsu,p36,2028,1.108755468798838
fsu,p36,2030,1.1685330854152705
fsu,p36,2032,1.13643320566535
fsu,p36,2034,1.1519906730025318
fsu,p36,2036,1.1543906454868558
fsu,p36,2038,1.1930972161350912
fsu,p36,2040,1.2142539602101765
