r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p46017,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.001090739,0.001111229,0.001123862,0.001,0.002,0.003,0.004,0.006,0.01,0.015,0.024,0.036
p46021,0,0,0.000,0.000,0.000,0.002,0.005,0.003065514,0.003181748,0.004362955,0.005556147,0.0089909,0.012,0.017,0.024,0.035,0.051,0.073,0.103,0.141,0.187
p46023,0,0,0.000,0.000,0.018,0.020,0.034,0.023502277,0.028635734,0.035994381,0.048894094,0.070803337,0.092,0.127,0.179,0.254,0.358,0.492,0.665,0.87,1.101
p46025,0,0,0.000,0.000,0.000,0.000,0.000,0,0.001060583,0.001090739,0.001111229,0.001123862,0.001,0.002,0.002,0.003,0.005,0.01,0.019,0.033,0.056
p46027,0,0,0.000,0.000,0.000,0.002,0.003,0.003065514,0.003181748,0.004362955,0.005556147,0.0089909,0.012,0.018,0.027,0.041,0.063,0.098,0.15,0.23,0.347
p46029,0,0,0.000,0.000,0.009,0.012,0.018,0.014305734,0.020151072,0.029449948,0.045560405,0.073051062,0.102,0.146,0.212,0.309,0.453,0.662,0.953,1.35,1.879
p46031,0,0,0.000,0.000,0.000,0.002,0.002,0.001021838,0.001060583,0.002181478,0.002222459,0.003371587,0.005,0.007,0.01,0.015,0.022,0.033,0.049,0.072,0.106
p46035,0,0,0.000,0.000,0.000,0.005,0.005,0.004087353,0.006363497,0.009816649,0.015557212,0.024724975,0.034,0.05,0.074,0.11,0.163,0.24,0.352,0.511,0.732
p46037,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.003371587,0.005,0.006,0.009,0.014,0.022,0.036,0.058,0.09,0.139
p46039,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.004,0.005,0.008,0.012,0.018,0.028,0.044,0.067,0.103
p46041,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.003272216,0.004444918,0.005619312,0.007,0.01,0.014,0.021,0.031,0.046,0.068,0.099,0.142
p46043,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.003371587,0.004,0.006,0.008,0.012,0.018,0.029,0.045,0.07,0.104
p46045,0,0,0.000,0.000,0.000,0.002,0.005,0.003065514,0.003181748,0.004362955,0.005556147,0.010114762,0.013,0.019,0.029,0.043,0.063,0.093,0.135,0.192,0.266
p46049,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.002,0.003,0.005,0.008,0.012,0.018,0.029,0.044,0.068
p46051,0,0,0.000,0.000,0.000,0.002,0.002,0.001021838,0.001060583,0.002181478,0.002222459,0.003371587,0.004,0.006,0.008,0.013,0.02,0.032,0.05,0.078,0.121
p46053,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.003,0.004,0.007,0.01,0.017,0.028,0.046,0.075,0.12
p46055,0,0,0.000,0.000,0.000,0.000,0.000,0,0.001060583,0.001090739,0.001111229,0.002247725,0.003,0.005,0.007,0.011,0.016,0.025,0.039,0.06,0.091
p46057,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.003181748,0.003272216,0.004444918,0.005619312,0.007,0.01,0.014,0.021,0.031,0.047,0.069,0.1,0.145
p46059,0,0,0.000,0.000,0.009,0.007,0.012,0.008174705,0.010605828,0.013088866,0.0188909,0.0269727,0.035,0.049,0.069,0.098,0.14,0.196,0.27,0.358,0.463
p46061,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.003,0.004,0.006,0.009,0.014,0.022,0.036,0.055,0.084
p46063,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.003,0.005
p46065,0,0,0.000,0.000,0.000,0.002,0.005,0.003065514,0.004242331,0.004362955,0.006667376,0.011238625,0.017,0.025,0.038,0.059,0.094,0.15,0.238,0.374,0.576
p46067,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.002181478,0.003333688,0.005619312,0.008,0.011,0.016,0.025,0.039,0.061,0.094,0.145,0.218
p46069,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.003272216,0.004444918,0.006743175,0.01,0.014,0.02,0.029,0.042,0.059,0.083,0.114,0.153
p46071,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.003371587,0.004,0.005,0.007,0.01,0.016,0.024,0.035,0.052,0.076
p46073,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.003,0.004,0.006,0.008,0.013,0.021,0.033,0.051,0.078
p46075,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.001123862,0.001,0.002,0.002,0.003,0.005,0.008,0.013,0.021,0.032
p46077,0,0,0.000,0.000,0.009,0.012,0.022,0.015327572,0.020151072,0.02835921,0.042226717,0.065184025,0.088,0.125,0.176,0.246,0.337,0.451,0.59,0.76,0.95
p46079,0,0,0.000,0.000,0.000,0.002,0.005,0.003065514,0.003181748,0.004362955,0.005556147,0.0089909,0.013,0.019,0.028,0.044,0.068,0.106,0.164,0.251,0.378
p46083,0,0,0.000,0.000,0.045,0.051,0.084,0.056201097,0.071059044,0.097075756,0.143348592,0.222524774,0.304,0.433,0.624,0.904,1.291,1.801,2.475,3.304,4.305
p46085,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.004,0.005,0.007,0.011,0.018,0.028,0.046,0.072,0.11
p46087,0,0,0.000,0.000,0.000,0.002,0.002,0.001021838,0.001060583,0.002181478,0.002222459,0.003371587,0.004,0.006,0.009,0.014,0.021,0.033,0.051,0.078,0.117
p46089,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.003272216,0.004444918,0.006743175,0.009,0.013,0.019,0.028,0.041,0.06,0.088,0.126,0.174
p46091,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.001123862,0.002,0.002,0.004,0.006,0.009,0.014,0.022,0.039,0.065
p46093,0,0,0.000,0.000,0.062,0.080,0.141,0.101161975,0.132572844,0.184334862,0.270028744,0.405714361,0.534,0.746,1.036,1.426,1.925,2.541,3.268,4.11,5.023
p46095,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.001,0.001,0.001,0.002,0.003,0.006,0.009,0.015
p46097,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.003371587,0.004,0.006,0.008,0.012,0.019,0.029,0.044,0.066,0.099
p46099,0,0,0.000,0.000,0.178,0.220,0.380,0.261590562,0.325598905,0.429751098,0.600063875,0.883355923,1.161,1.623,2.287,3.233,4.481,6.142,8.17,10.631,13.498
p46101,0,0,0.000,0.000,0.000,0.002,0.002,0.002043676,0.002121166,0.002181478,0.002222459,0.00449545,0.005,0.007,0.011,0.016,0.024,0.036,0.056,0.083,0.124
p46102,0,0,0.000,0.000,0.009,0.005,0.008,0.005109191,0.006363497,0.007635172,0.010001065,0.01348635,0.018,0.025,0.036,0.052,0.076,0.113,0.163,0.232,0.325
p46105,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.004,0.008,0.016
p46107,0,0,0.000,0.000,0.000,0.002,0.005,0.004087353,0.004242331,0.005453694,0.007778606,0.011238625,0.014,0.02,0.029,0.042,0.061,0.087,0.125,0.174,0.237
p46109,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.002181478,0.003333688,0.00449545,0.007,0.01,0.014,0.022,0.036,0.059,0.098,0.161,0.256
p46111,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.002181478,0.002222459,0.003371587,0.004,0.005,0.008,0.011,0.017,0.025,0.038,0.058,0.086
p46115,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.004,0.008,0.014,0.023
p46117,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.003371587,0.004,0.006,0.009,0.013,0.02,0.031,0.049,0.074,0.112
p46119,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0.001111229,0.001123862,0.002,0.002,0.003,0.005,0.008,0.012,0.02,0.031,0.048
p46121,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.001111229,0.002247725,0.003,0.004,0.005,0.008,0.013,0.021,0.035,0.057,0.093
p46123,0,0,0.000,0.000,0.000,0.002,0.002,0.001021838,0.001060583,0.002181478,0.002222459,0.003371587,0.005,0.008,0.011,0.018,0.028,0.043,0.068,0.106,0.163
p46125,0,0,0.000,0.000,0.000,0.002,0.002,0.002043676,0.002121166,0.002181478,0.003333688,0.00449545,0.007,0.009,0.013,0.02,0.033,0.054,0.09,0.143,0.227
p46127,0,0,0.000,0.000,0.009,0.007,0.013,0.008174705,0.009545245,0.011998127,0.015557212,0.020229525,0.026,0.036,0.051,0.074,0.109,0.158,0.235,0.341,0.49
p46129,0,0,0.000,0.000,0.000,0.002,0.003,0.003065514,0.004242331,0.005453694,0.008889835,0.014610212,0.02,0.028,0.041,0.061,0.089,0.132,0.193,0.275,0.385
p46135,0,0,0.000,0.000,0.000,0.002,0.003,0.002043676,0.002121166,0.002181478,0.002222459,0.00449545,0.006,0.008,0.01,0.016,0.026,0.044,0.073,0.118,0.186
p46137,0,0,0.000,0.000,0.000,0.000,0.002,0.001021838,0.001060583,0.001090739,0.002222459,0.002247725,0.003,0.004,0.006,0.009,0.014,0.021,0.03,0.043,0.062
p31005,0,0,0.000,0.000,0.001,0.002,0.008,0.010218381,0.010605828,0.014179605,0.0188909,0.0269727,0.032,0.038,0.045,0.053,0.063,0.074,0.086,0.1,0.112
p31007,0,0,0.000,0.000,0.000,0.000,0.001,0.001021838,0.001060583,0.001090739,0.001111229,0.001123862,0.001,0.001,0.001,0.002,0.003,0.005,0.01,0.017,0.025
p31013,0,0,0.000,0.060,0.228,0.324,1.101,1.25992642,1.380878743,1.553212091,1.787968102,2.119604669,2.174,2.331,2.497,2.672,2.844,3.018,3.194,3.352,3.531
p31029,0,0,0.000,0.008,0.035,0.049,0.148,0.167581454,0.184541399,0.207240377,0.238914321,0.286584937,0.301,0.332,0.365,0.399,0.438,0.479,0.522,0.566,0.608
p31033,0,0,0.000,0.049,0.155,0.208,0.459,0.513984582,0.550442448,0.596634139,0.673405015,0.790075335,0.815,0.882,0.964,1.065,1.185,1.336,1.516,1.732,1.947
p31045,0,0,0.000,0.045,0.181,0.236,0.402,0.445521427,0.464535245,0.494104689,0.532278882,0.600142573,0.586,0.609,0.645,0.702,0.786,0.897,1.041,1.237,1.417
p31049,0,0,0.000,0.000,0.001,0.001,0.006,0.006131029,0.007424079,0.008725911,0.011112294,0.016857937,0.023,0.031,0.042,0.06,0.086,0.122,0.165,0.22,0.265
p31057,0,0,0.000,0.000,0.001,0.001,0.005,0.005109191,0.006363497,0.006544433,0.008889835,0.012362487,0.017,0.022,0.031,0.044,0.065,0.093,0.128,0.173,0.213
p31069,0,0,0.000,0.002,0.008,0.012,0.043,0.048026392,0.051968555,0.057809158,0.067784993,0.088785137,0.1,0.117,0.14,0.169,0.207,0.255,0.307,0.374,0.432
p31075,0,0,0.000,0.000,0.003,0.005,0.043,0.051091907,0.058332051,0.066535069,0.078897287,0.095528312,0.098,0.107,0.116,0.125,0.135,0.147,0.159,0.171,0.187
p31101,0,0,0.000,0.010,0.040,0.053,0.105,0.118533224,0.124088182,0.131979398,0.143348592,0.169703237,0.182,0.21,0.252,0.315,0.404,0.523,0.675,0.874,1.05
p31105,0,0,0.000,0.006,0.022,0.029,0.055,0.06028845,0.063634965,0.066535069,0.068896223,0.0719272,0.069,0.072,0.077,0.085,0.1,0.125,0.161,0.211,0.26
p31123,0,0,0.000,0.002,0.018,0.028,0.132,0.148166529,0.168632658,0.2050589,0.266695056,0.369750762,0.428,0.495,0.569,0.649,0.74,0.832,0.931,1.044,1.152
p31135,0,0,0.000,0.010,0.027,0.035,0.059,0.066419479,0.068937879,0.071988763,0.075563599,0.08541355,0.087,0.097,0.113,0.138,0.176,0.226,0.289,0.373,0.443
p31157,0,0,0.000,0.002,0.100,0.175,1.299,1.500058381,1.713901728,2.006959444,2.396921812,2.950139055,3.123,3.439,3.754,4.094,4.458,4.855,5.29,5.743,6.258
p31161,0,0,0.000,0.040,0.167,0.224,0.507,0.576316708,0.624683241,0.684983984,0.768970744,0.884479785,0.885,0.935,0.993,1.065,1.15,1.247,1.36,1.491,1.617
p31165,0,0,0.000,0.000,0.004,0.006,0.038,0.045982716,0.056210886,0.070898024,0.09223204,0.122501012,0.139,0.161,0.185,0.211,0.241,0.272,0.307,0.349,0.394
p31001,0,0,0.000,0.030,0.123,0.160,0.289,0.319835336,0.334083567,0.351217903,0.38781906,0.460783624,0.519,0.612,0.771,1.009,1.365,1.87,2.532,3.33,3.952
p31003,0,0,0.000,0.000,0.011,0.019,0.104,0.119555062,0.137875758,0.175608951,0.231135715,0.320300812,0.388,0.47,0.571,0.689,0.829,0.994,1.185,1.401,1.594
p31009,0,0,0.000,0.000,0.001,0.002,0.012,0.014305734,0.016969324,0.020724038,0.026669506,0.0359636,0.044,0.053,0.063,0.073,0.084,0.096,0.108,0.12,0.131
p31011,0,0,0.000,0.016,0.058,0.082,0.234,0.266699753,0.299084336,0.354490119,0.428934548,0.534958549,0.587,0.67,0.76,0.851,0.942,1.04,1.142,1.242,1.34
p31015,0,0,0.000,0.005,0.018,0.024,0.053,0.059266612,0.065756131,0.075260979,0.090009581,0.11238625,0.126,0.143,0.166,0.197,0.239,0.293,0.36,0.441,0.518
p31017,0,0,0.000,0.001,0.006,0.010,0.048,0.054157421,0.062574382,0.075260979,0.095565728,0.129244187,0.154,0.185,0.225,0.269,0.322,0.377,0.439,0.508,0.57
p31019,0,0,0.000,0.106,0.451,0.612,1.406,1.56647786,1.726628721,2.035318653,2.481375246,3.249086479,3.651,4.237,4.95,5.784,6.745,7.87,9.133,10.7,12.342
p31023,0,0,0.000,0.000,0.012,0.022,0.123,0.139991824,0.162269161,0.200695944,0.256693991,0.342778062,0.396,0.469,0.554,0.65,0.756,0.882,1.026,1.189,1.337
p31027,0,0,0.000,0.003,0.024,0.037,0.136,0.155319396,0.176056737,0.207240377,0.261138909,0.349521237,0.415,0.495,0.596,0.708,0.838,0.976,1.13,1.287,1.436
p31031,0,0,0.000,0.001,0.003,0.004,0.012,0.013283896,0.014848159,0.016361082,0.01777967,0.02247725,0.027,0.029,0.034,0.045,0.061,0.083,0.114,0.162,0.209
p31035,0,0,0.000,0.008,0.036,0.054,0.183,0.21356417,0.240752285,0.287955051,0.347814802,0.439430236,0.49,0.556,0.629,0.707,0.799,0.901,1.019,1.152,1.28
p31039,0,0,0.000,0.000,0.007,0.013,0.072,0.081747051,0.092270699,0.115618316,0.154460886,0.223648637,0.283,0.361,0.466,0.594,0.75,0.941,1.164,1.414,1.643
p31041,0,0,0.000,0.023,0.086,0.120,0.315,0.355599671,0.391355036,0.44720292,0.532278882,0.660831148,0.734,0.848,0.986,1.127,1.277,1.427,1.592,1.75,1.909
p31043,0,0,0.000,0.000,0.023,0.041,0.231,0.269765267,0.306508415,0.376304896,0.475606182,0.634982311,0.753,0.912,1.11,1.332,1.579,1.863,2.176,2.515,2.848
p31047,0,0,0.000,0.024,0.140,0.212,0.712,0.827688889,0.935433987,1.132186904,1.417928712,1.873478782,2.136,2.451,2.799,3.17,3.586,4.045,4.528,5.069,5.621
p31051,0,0,0.000,0.000,0.009,0.015,0.082,0.094009108,0.106058275,0.133070137,0.176685474,0.251745199,0.316,0.384,0.467,0.556,0.658,0.766,0.886,1.017,1.133
p31059,0,0,0.000,0.000,0.002,0.002,0.011,0.012262058,0.013787576,0.014179605,0.015557212,0.020229525,0.024,0.027,0.03,0.042,0.061,0.089,0.125,0.179,0.236
p31061,0,0,0.000,0.000,0.001,0.002,0.009,0.011240219,0.01166641,0.013088866,0.016668441,0.024724975,0.034,0.045,0.063,0.088,0.125,0.173,0.233,0.305,0.365
p31063,0,0,0.000,0.003,0.020,0.030,0.109,0.124664252,0.139996923,0.170155257,0.211133586,0.273098587,0.308,0.35,0.397,0.446,0.5,0.562,0.632,0.708,0.781
p31065,0,0,0.000,0.003,0.023,0.036,0.139,0.160428587,0.181359651,0.225782937,0.291142102,0.401218911,0.48,0.566,0.674,0.797,0.942,1.11,1.301,1.511,1.688
p31067,0,0,0.000,0.000,0.004,0.008,0.043,0.050070069,0.053029138,0.057809158,0.068896223,0.0988999,0.135,0.164,0.223,0.318,0.478,0.724,1.074,1.521,1.938
p31071,0,0,0.000,0.000,0.003,0.004,0.021,0.024524115,0.027575152,0.031631426,0.040004258,0.052821537,0.064,0.079,0.099,0.124,0.153,0.186,0.224,0.266,0.309
p31073,0,0,0.000,0.000,0.004,0.008,0.043,0.050070069,0.057271469,0.073079501,0.096676958,0.131491912,0.158,0.189,0.227,0.268,0.316,0.368,0.427,0.489,0.547
p31077,0,0,0.000,0.000,0.001,0.002,0.010,0.011240219,0.012726993,0.014179605,0.01777967,0.02247725,0.028,0.034,0.043,0.055,0.075,0.102,0.139,0.182,0.221
p31079,0,0,0.000,0.230,0.620,0.803,1.307,1.44590096,1.50284576,1.556484308,1.60572648,1.662192633,1.535,1.594,1.682,1.799,1.963,2.193,2.485,2.844,3.215
p31081,0,0,0.000,0.016,0.049,0.065,0.120,0.133860796,0.139996923,0.148340481,0.162239492,0.188808899,0.2,0.228,0.271,0.334,0.421,0.536,0.683,0.856,1.008
p31083,0,0,0.000,0.006,0.038,0.057,0.204,0.234000933,0.265145688,0.329403126,0.423378401,0.559683524,0.638,0.737,0.852,0.976,1.116,1.272,1.448,1.639,1.804
p31085,0,0,0.000,0.000,0.000,0.001,0.003,0.003065514,0.003181748,0.003272216,0.004444918,0.006743175,0.009,0.012,0.017,0.025,0.037,0.054,0.076,0.104,0.128
p31087,0,0,0.000,0.002,0.005,0.008,0.019,0.020436763,0.022272238,0.023996254,0.027780735,0.0359636,0.042,0.049,0.058,0.076,0.104,0.145,0.2,0.269,0.333
p31089,0,0,0.000,0.029,0.098,0.133,0.285,0.321879012,0.347871143,0.407936322,0.507831835,0.660831148,0.763,0.903,1.091,1.334,1.644,2.016,2.457,2.948,3.397
p31091,0,0,0.000,0.000,0.001,0.002,0.013,0.014305734,0.016969324,0.021814777,0.027780735,0.039335187,0.047,0.057,0.069,0.082,0.097,0.114,0.133,0.152,0.169
p31093,0,0,0.000,0.000,0.001,0.002,0.011,0.012262058,0.013787576,0.015270344,0.016668441,0.025848837,0.038,0.046,0.06,0.09,0.139,0.208,0.311,0.444,0.578
p31095,0,0,0.000,0.000,0.002,0.004,0.019,0.021458601,0.023332821,0.025086993,0.032225653,0.046078362,0.064,0.083,0.112,0.16,0.233,0.337,0.474,0.645,0.799
p31099,0,0,0.000,0.003,0.011,0.016,0.039,0.044960878,0.048786807,0.054536941,0.065562534,0.08541355,0.101,0.123,0.156,0.204,0.273,0.367,0.488,0.631,0.753
p31103,0,0,0.000,0.000,0.002,0.004,0.019,0.021458601,0.024393403,0.032722165,0.045560405,0.066307887,0.082,0.101,0.123,0.147,0.173,0.201,0.231,0.264,0.296
p31107,0,0,0.000,0.006,0.041,0.062,0.212,0.242175638,0.270448602,0.32613091,0.412266107,0.556311936,0.651,0.762,0.894,1.032,1.192,1.364,1.555,1.755,1.945
p31111,0,0,0.000,0.062,0.330,0.475,1.459,1.662530644,1.846474572,2.160753619,2.588053268,3.262572829,3.562,3.986,4.453,4.936,5.432,5.948,6.561,7.228,7.873
p31113,0,0,0.000,0.001,0.005,0.008,0.024,0.02758963,0.0307569,0.035994381,0.044449176,0.05844085,0.068,0.081,0.097,0.116,0.137,0.162,0.189,0.219,0.245
p31115,0,0,0.000,0.000,0.002,0.003,0.018,0.020436763,0.023332821,0.029449948,0.0377818,0.050573812,0.058,0.069,0.081,0.093,0.106,0.119,0.133,0.147,0.16
p31117,0,0,0.000,0.000,0.001,0.001,0.006,0.006131029,0.007424079,0.008725911,0.010001065,0.01348635,0.015,0.018,0.022,0.027,0.032,0.038,0.045,0.053,0.06
p31119,0,0,0.000,0.068,0.315,0.445,1.109,1.26503561,1.389363405,1.594660167,1.910203336,2.418552094,2.704,3.073,3.521,3.99,4.484,5.016,5.548,6.119,6.651
p31121,0,0,0.000,0.007,0.031,0.041,0.078,0.08787808,0.093331282,0.100347972,0.11001171,0.123624875,0.129,0.145,0.169,0.21,0.273,0.36,0.476,0.625,0.76
p31125,0,0,0.000,0.004,0.020,0.029,0.088,0.098096461,0.109240023,0.133070137,0.168906869,0.232639537,0.28,0.327,0.384,0.45,0.527,0.614,0.714,0.826,0.926
p31129,0,0,0.000,0.017,0.059,0.082,0.220,0.249328505,0.274690933,0.320677215,0.383374142,0.475393836,0.521,0.594,0.676,0.755,0.84,0.92,1.002,1.082,1.163
p31137,0,0,0.000,0.000,0.003,0.004,0.021,0.023502277,0.025453986,0.029449948,0.03667057,0.0539454,0.075,0.095,0.129,0.186,0.271,0.396,0.563,0.764,0.931
p31139,0,0,0.000,0.002,0.012,0.021,0.083,0.095030946,0.107118858,0.124344226,0.151127198,0.203419112,0.245,0.29,0.354,0.43,0.517,0.618,0.73,0.861,0.995
p31141,0,0,0.000,0.044,0.168,0.238,0.730,0.827688889,0.922706994,1.082012918,1.302360855,1.647582421,1.854,2.157,2.521,2.903,3.309,3.727,4.182,4.669,5.155
p31143,0,0,0.000,0.005,0.026,0.039,0.127,0.144079177,0.161208578,0.190879295,0.234469403,0.303442874,0.346,0.408,0.481,0.563,0.655,0.752,0.86,0.983,1.09
p31145,0,0,0.000,0.041,0.142,0.194,0.479,0.539530535,0.596047507,0.684983984,0.818976066,1.01260011,1.098,1.237,1.4,1.582,1.791,2.029,2.303,2.602,2.886
p31149,0,0,0.000,0.006,0.023,0.032,0.089,0.100140137,0.11560352,0.145068264,0.18557531,0.242754299,0.273,0.311,0.351,0.393,0.437,0.483,0.537,0.594,0.651
p31151,0,0,0.000,0.000,0.002,0.003,0.017,0.018393086,0.020151072,0.021814777,0.024447047,0.028096562,0.034,0.04,0.048,0.061,0.093,0.138,0.217,0.334,0.467
p31159,0,0,0.000,0.000,0.003,0.004,0.022,0.025545953,0.027575152,0.029449948,0.035559341,0.050573812,0.073,0.087,0.111,0.169,0.269,0.419,0.632,0.901,1.155
p31163,0,0,0.000,0.001,0.004,0.006,0.029,0.03269882,0.037120396,0.043629553,0.053339011,0.069679475,0.082,0.1,0.127,0.162,0.208,0.268,0.346,0.441,0.523
p31167,0,0,0.000,0.000,0.004,0.005,0.032,0.036786173,0.040302145,0.052355464,0.072229911,0.110138525,0.151,0.197,0.266,0.357,0.478,0.636,0.824,1.04,1.232
p31169,0,0,0.000,0.000,0.001,0.002,0.011,0.013283896,0.013787576,0.015270344,0.01777967,0.025848837,0.036,0.045,0.062,0.09,0.131,0.189,0.264,0.355,0.439
p31171,0,0,0.000,0.001,0.005,0.007,0.018,0.020436763,0.022272238,0.026177732,0.032225653,0.042706775,0.049,0.057,0.067,0.08,0.096,0.116,0.141,0.17,0.195
p31173,0,0,0.000,0.002,0.008,0.012,0.043,0.04904823,0.053029138,0.062172113,0.078897287,0.111262387,0.139,0.177,0.23,0.299,0.389,0.499,0.63,0.777,0.901
p31175,0,0,0.000,0.027,0.078,0.101,0.173,0.192105569,0.201510723,0.208331116,0.224468338,0.247249749,0.244,0.266,0.3,0.348,0.415,0.503,0.613,0.741,0.853
p31179,0,0,0.000,0.000,0.008,0.014,0.080,0.094009108,0.106058275,0.128707182,0.164461951,0.227020224,0.283,0.351,0.442,0.55,0.68,0.835,1.014,1.22,1.386
p31181,0,0,0.000,0.007,0.034,0.049,0.176,0.201302112,0.225904126,0.273775446,0.337813737,0.431563199,0.48,0.544,0.608,0.673,0.737,0.8,0.864,0.928,0.99
p31183,0,0,0.000,0.000,0.001,0.001,0.006,0.008174705,0.008484662,0.009816649,0.012223523,0.016857937,0.02,0.024,0.03,0.038,0.049,0.062,0.079,0.099,0.117
p31185,0,0,0.000,0.001,0.004,0.007,0.023,0.026567791,0.028635734,0.032722165,0.0377818,0.048326087,0.059,0.065,0.073,0.097,0.142,0.233,0.377,0.584,0.79
p31021,0,0,0.000,0.000,0.003,0.004,0.017,0.018393086,0.020151072,0.023996254,0.032225653,0.051697675,0.075,0.099,0.142,0.207,0.302,0.43,0.591,0.785,0.954
p31025,0,0,0.000,0.007,0.069,0.112,0.509,0.588578765,0.677712379,0.850776286,1.109006939,1.509347333,1.859,2.243,2.715,3.224,3.802,4.419,5.082,5.78,6.294
p31037,0,0,0.000,0.000,0.008,0.013,0.075,0.085834403,0.095452448,0.117799793,0.152238428,0.220277049,0.286,0.355,0.452,0.571,0.713,0.877,1.066,1.274,1.461
p31053,0,0,0.000,0.132,0.368,0.481,0.811,0.89819572,0.935433987,0.978392729,1.03344334,1.138472709,1.148,1.239,1.407,1.653,2.003,2.535,3.261,4.171,4.912
p31055,0,0,0.000,0.033,0.268,0.428,1.901,2.187755445,2.45843082,2.93190597,3.630386444,4.8067599,5.79,6.922,8.4,10.258,12.756,16.112,20.522,26.119,30.707
p31097,0,0,0.000,0.002,0.013,0.020,0.064,0.072550508,0.080604289,0.095985017,0.120012775,0.158464612,0.189,0.23,0.288,0.36,0.449,0.553,0.676,0.811,0.912
p31109,0,0,0.000,0.484,1.980,2.577,4.408,4.888473634,5.099281873,5.285720361,5.525032568,5.894658797,5.737,6.081,6.708,7.67,9.162,11.298,14.189,17.683,20.615
p31127,0,0,0.000,0.006,0.026,0.038,0.099,0.114445871,0.129391096,0.150521958,0.181130392,0.229267949,0.257,0.297,0.354,0.431,0.533,0.666,0.827,1.013,1.174
p31131,0,0,0.000,0.058,0.183,0.244,0.477,0.53646502,0.572714686,0.628265565,0.715631732,0.851887773,0.914,1.019,1.159,1.334,1.558,1.853,2.196,2.584,2.911
p31133,0,0,0.000,0.000,0.007,0.012,0.069,0.080725213,0.092270699,0.11125536,0.140014904,0.183189587,0.216,0.258,0.306,0.355,0.401,0.449,0.494,0.542,0.582
p31147,0,0,0.000,0.016,0.080,0.110,0.283,0.319835336,0.352113474,0.415571494,0.508943064,0.651840248,0.754,0.889,1.068,1.28,1.53,1.827,2.167,2.527,2.824
p31153,0,0,0.000,0.204,0.796,1.158,2.503,2.857059423,3.156294271,3.746687875,4.737170925,6.229569821,7.126,8.018,9.18,10.626,12.409,14.741,17.4,20.512,23.151
p31155,0,0,0.000,0.011,0.075,0.120,0.470,0.532377668,0.599229255,0.738430187,0.956768512,1.302556634,1.577,1.864,2.192,2.518,2.866,3.231,3.619,4.037,4.321
p31177,0,0,0.000,0.032,0.116,0.165,0.312,0.348446804,0.369082798,0.402482628,0.49783077,0.663078873,0.765,0.869,1.028,1.253,1.564,1.987,2.524,3.159,3.708
p27005,0.0005,0.001,0.003,0.002,0.001,0.002,0.004,0.014305734,0.016969324,0.079623934,0.183352851,0.388856424,0.623,0.944,1.526,2.367,3.552,5.155,7.244,9.857,12.977
p27007,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.007,0.012,0.018
