*i,r,vom ($/kW-yr)
geohydro_pbinary_2,p8,346.8922365
geohydro_pbinary_2,p9,261.8834792
geohydro_pbinary_3,p10,249.2476771
geohydro_pbinary_3,p12,220.5782851
geohydro_pbinary_3,p15,378.0327933
geohydro_pbinary_3,p16,343.6698991
geohydro_pbinary_3,p17,593.3694243
geohydro_pbinary_3,p25,531.0980139
geohydro_pbinary_3,p7,223.3699353
geohydro_pbinary_3,p8,378.0995337
geohydro_pbinary_3,p9,278.2759868
geohydro_pbinary_4,p10,304.9619421
geohydro_pbinary_4,p12,266.1603751
geohydro_pbinary_4,p15,492.094
geohydro_pbinary_4,p7,247.3725824
geohydro_pbinary_4,p8,382.7432486
geohydro_pbinary_4,p9,586.0026897
geohydro_pbinary_5,p10,427.5005325
geohydro_pbinary_5,p12,341.6544803
geohydro_pbinary_5,p15,506.628985
geohydro_pbinary_5,p7,288.1847407
geohydro_pbinary_5,p8,432.3336693
geohydro_pbinary_5,p9,599.1149356
geohydro_pbinary_6,p10,433.9471945
geohydro_pbinary_6,p12,419.377104
geohydro_pbinary_6,p15,568.3411895
geohydro_pbinary_6,p7,356.995638
geohydro_pbinary_6,p8,464.6650529
geohydro_pbinary_7,p10,501.1616575
geohydro_pbinary_7,p12,525.6365218
geohydro_pbinary_7,p15,568.4378523
geohydro_pbinary_7,p7,444.028916
geohydro_pbinary_7,p8,525.8523532
geohydro_pbinary_8,p12,606.5912548
geohydro_pbinary_8,p15,601.8455447
geohydro_pbinary_8,p7,583.7179831
geohydro_pbinary_8,p8,609.8932521
geohydro_pflash_1,p10,98.71481866
geohydro_pflash_1,p12,100.262132
geohydro_pflash_1,p25,109.2317377
geohydro_pflash_1,p5,106.3520545
geohydro_pflash_1,p9,120.3895916
geohydro_pflash_2,p10,111.5619334
geohydro_pflash_2,p12,125.4817945
geohydro_pflash_3,p10,110.5188037
geohydro_pflash_3,p12,134.7618919
geohydro_pflash_4,p10,96.13558711
geohydro_pflash_4,p12,134.0356662
geohydro_pflash_5,p10,126.0362922
geohydro_pflash_5,p12,142.5481833
geohydro_pflash_6,p10,142.8159284
geohydro_pflash_6,p12,146.112922
geohydro_pflash_7,p10,161.5301398
geohydro_pflash_7,p12,150.1354115
geohydro_pflash_8,p12,169.464525
undisc_pbinary_1,p1,458.1635032
undisc_pbinary_1,p10,193.4097241
undisc_pbinary_1,p12,194.8126529
undisc_pbinary_1,p15,258.4932661
undisc_pbinary_1,p16,258.4932661
undisc_pbinary_1,p17,613.0059503
undisc_pbinary_1,p21,395.7838909
undisc_pbinary_1,p25,218.2504987
undisc_pbinary_1,p28,541.9554667
undisc_pbinary_1,p31,575.300149
undisc_pbinary_1,p33,541.7286376
undisc_pbinary_1,p34,541.7286376
undisc_pbinary_1,p5,227.9317491
undisc_pbinary_1,p6,227.9317491
undisc_pbinary_1,p7,227.9317491
undisc_pbinary_1,p8,193.4097241
undisc_pbinary_1,p9,193.4097241
undisc_pbinary_2,p10,457.5291064
undisc_pbinary_2,p12,407.4491806
undisc_pbinary_2,p15,564.8074565
undisc_pbinary_2,p16,564.8074565
undisc_pbinary_2,p25,489.460596
undisc_pbinary_2,p5,446.2473497
undisc_pbinary_2,p6,446.2473497
undisc_pbinary_2,p7,446.2473497
undisc_pbinary_2,p8,457.5291064
undisc_pbinary_2,p9,457.5291064
undisc_pflash_1,p10,101.4969139
undisc_pflash_1,p12,127.9582681
undisc_pflash_1,p25,109.2317377
undisc_pflash_1,p31,123.2642056
undisc_pflash_1,p5,106.3520545
undisc_pflash_1,p8,101.4969139
undisc_pflash_1,p9,101.4969139
