*i,r,sc_cat,value
deep-egs_pbinary_6,p29,Cost,115525.1301
deep-egs_pbinary_6,p31,Cost,79751.26413
deep-egs_pbinary_6,p33,Cost,96405.42348
deep-egs_pbinary_6,p34,Cost,79751.26413
deep-egs_pbinary_6,p35,Cost,96405.42348
deep-egs_pbinary_6,p36,Cost,115525.1301
deep-egs_pbinary_6,p47,Cost,115525.1301
deep-egs_pbinary_6,p5,Cost,96405.42348
deep-egs_pbinary_6,p57,Cost,115525.1301
deep-egs_pbinary_6,p58,Cost,96405.42348
deep-egs_pbinary_6,p6,Cost,96405.42348
deep-egs_pbinary_6,p61,Cost,96405.42348
deep-egs_pbinary_6,p63,Cost,115525.1301
deep-egs_pbinary_6,p64,Cost,96405.42348
deep-egs_pbinary_6,p65,Cost,79751.26413
deep-egs_pbinary_6,p66,Cost,96405.42348
deep-egs_pbinary_6,p7,Cost,96405.42348
deep-egs_pbinary_6,p8,Cost,96405.42348
deep-egs_pbinary_6,p85,Cost,96405.42348
deep-egs_pbinary_6,p9,Cost,79751.26413
deep-egs_pbinary_7,p10,Cost,96405.42348
deep-egs_pbinary_7,p11,Cost,115525.1301
deep-egs_pbinary_7,p15,Cost,96405.42348
deep-egs_pbinary_7,p21,Cost,115525.1301
deep-egs_pbinary_7,p25,Cost,115525.1301
deep-egs_pbinary_7,p28,Cost,115525.1301
deep-egs_pbinary_7,p31,Cost,96405.42348
deep-egs_pbinary_7,p33,Cost,115525.1301
deep-egs_pbinary_7,p34,Cost,96405.42348
deep-egs_pbinary_7,p35,Cost,115525.1301
deep-egs_pbinary_7,p5,Cost,115525.1301
deep-egs_pbinary_7,p58,Cost,115525.1301
deep-egs_pbinary_7,p6,Cost,115525.1301
deep-egs_pbinary_7,p61,Cost,115525.1301
deep-egs_pbinary_7,p64,Cost,115525.1301
deep-egs_pbinary_7,p65,Cost,96405.42348
deep-egs_pbinary_7,p66,Cost,115525.1301
deep-egs_pbinary_7,p8,Cost,115525.1301
deep-egs_pbinary_7,p85,Cost,115525.1301
deep-egs_pbinary_7,p9,Cost,96405.42348
deep-egs_pbinary_8,p10,Cost,115525.1301
deep-egs_pbinary_8,p31,Cost,115525.1301
deep-egs_pbinary_8,p34,Cost,115525.1301
deep-egs_pbinary_8,p65,Cost,115525.1301
deep-egs_pbinary_8,p9,Cost,115525.1301
deep-egs_pflash_1,p1,Cost,42943.44605
deep-egs_pflash_1,p10,Cost,27427.4376
deep-egs_pflash_1,p11,Cost,34153.61896
deep-egs_pflash_1,p115,Cost,54986.54354
deep-egs_pflash_1,p116,Cost,42943.44605
deep-egs_pflash_1,p12,Cost,34153.61896
deep-egs_pflash_1,p13,Cost,34153.61896
deep-egs_pflash_1,p14,Cost,42943.44605
deep-egs_pflash_1,p15,Cost,27781.56633
deep-egs_pflash_1,p16,Cost,23871.962
deep-egs_pflash_1,p17,Cost,34850.76968
deep-egs_pflash_1,p18,Cost,42943.44605
deep-egs_pflash_1,p19,Cost,54986.54354
deep-egs_pflash_1,p2,Cost,42943.44605
deep-egs_pflash_1,p20,Cost,54986.54354
deep-egs_pflash_1,p21,Cost,34153.61896
deep-egs_pflash_1,p24,Cost,54986.54354
deep-egs_pflash_1,p25,Cost,34153.61896
deep-egs_pflash_1,p26,Cost,54986.54354
deep-egs_pflash_1,p27,Cost,34153.61896
deep-egs_pflash_1,p28,Cost,29885.82921
deep-egs_pflash_1,p29,Cost,42943.44605
deep-egs_pflash_1,p3,Cost,42943.44605
deep-egs_pflash_1,p30,Cost,34153.61896
deep-egs_pflash_1,p31,Cost,23871.962
deep-egs_pflash_1,p33,Cost,29885.82921
deep-egs_pflash_1,p34,Cost,27781.56633
deep-egs_pflash_1,p35,Cost,42943.44605
deep-egs_pflash_1,p36,Cost,42943.44605
deep-egs_pflash_1,p37,Cost,54986.54354
deep-egs_pflash_1,p38,Cost,54986.54354
deep-egs_pflash_1,p39,Cost,54986.54354
deep-egs_pflash_1,p4,Cost,54986.54354
deep-egs_pflash_1,p40,Cost,54986.54354
deep-egs_pflash_1,p5,Cost,29885.82921
deep-egs_pflash_1,p57,Cost,46061.4987
deep-egs_pflash_1,p58,Cost,42943.44605
deep-egs_pflash_1,p59,Cost,34850.76968
deep-egs_pflash_1,p6,Cost,29885.82921
deep-egs_pflash_1,p61,Cost,34153.61896
deep-egs_pflash_1,p63,Cost,42943.44605
deep-egs_pflash_1,p64,Cost,42943.44605
deep-egs_pflash_1,p65,Cost,42943.44605
deep-egs_pflash_1,p66,Cost,42943.44605
deep-egs_pflash_1,p67,Cost,54986.54354
deep-egs_pflash_1,p7,Cost,34153.61896
deep-egs_pflash_1,p8,Cost,34153.61896
deep-egs_pflash_1,p85,Cost,42943.44605
deep-egs_pflash_1,p86,Cost,46061.4987
deep-egs_pflash_1,p87,Cost,54986.54354
deep-egs_pflash_1,p88,Cost,54986.54354
deep-egs_pflash_1,p9,Cost,26653.7504
deep-egs_pflash_1,p99,Cost,54986.54354
deep-egs_pflash_2,p1,Cost,54986.54354
deep-egs_pflash_2,p10,Cost,27781.56633
deep-egs_pflash_2,p11,Cost,34850.76968
deep-egs_pflash_2,p116,Cost,54986.54354
deep-egs_pflash_2,p12,Cost,34850.76968
deep-egs_pflash_2,p13,Cost,34850.76968
deep-egs_pflash_2,p14,Cost,46061.4987
deep-egs_pflash_2,p15,Cost,29885.82921
deep-egs_pflash_2,p16,Cost,26653.7504
deep-egs_pflash_2,p17,Cost,42943.44605
deep-egs_pflash_2,p18,Cost,46061.4987
deep-egs_pflash_2,p2,Cost,46061.4987
deep-egs_pflash_2,p21,Cost,34850.76968
deep-egs_pflash_2,p25,Cost,34850.76968
deep-egs_pflash_2,p27,Cost,34850.76968
deep-egs_pflash_2,p28,Cost,34153.61896
deep-egs_pflash_2,p29,Cost,46061.4987
deep-egs_pflash_2,p3,Cost,46061.4987
deep-egs_pflash_2,p30,Cost,34850.76968
deep-egs_pflash_2,p31,Cost,26653.7504
deep-egs_pflash_2,p33,Cost,34153.61896
deep-egs_pflash_2,p34,Cost,29885.82921
deep-egs_pflash_2,p35,Cost,46061.4987
deep-egs_pflash_2,p36,Cost,46061.4987
deep-egs_pflash_2,p5,Cost,34153.61896
deep-egs_pflash_2,p57,Cost,54986.54354
deep-egs_pflash_2,p58,Cost,46061.4987
deep-egs_pflash_2,p59,Cost,42943.44605
deep-egs_pflash_2,p6,Cost,34153.61896
deep-egs_pflash_2,p61,Cost,34850.76968
deep-egs_pflash_2,p63,Cost,46061.4987
deep-egs_pflash_2,p64,Cost,46061.4987
deep-egs_pflash_2,p65,Cost,46061.4987
deep-egs_pflash_2,p66,Cost,46061.4987
deep-egs_pflash_2,p7,Cost,34850.76968
deep-egs_pflash_2,p8,Cost,34850.76968
deep-egs_pflash_2,p85,Cost,46061.4987
deep-egs_pflash_2,p86,Cost,54986.54354
deep-egs_pflash_2,p9,Cost,27427.4376
deep-egs_pflash_3,p10,Cost,29885.82921
deep-egs_pflash_3,p11,Cost,38040.6307
deep-egs_pflash_3,p12,Cost,42943.44605
deep-egs_pflash_3,p13,Cost,42943.44605
deep-egs_pflash_3,p14,Cost,54986.54354
deep-egs_pflash_3,p15,Cost,34153.61896
deep-egs_pflash_3,p16,Cost,27604.501965
deep-egs_pflash_3,p17,Cost,46061.4987
deep-egs_pflash_3,p18,Cost,54986.54354
deep-egs_pflash_3,p2,Cost,54986.54354
deep-egs_pflash_3,p21,Cost,38040.6307
deep-egs_pflash_3,p25,Cost,42943.44605
deep-egs_pflash_3,p27,Cost,38040.6307
deep-egs_pflash_3,p28,Cost,34850.76968
deep-egs_pflash_3,p29,Cost,54986.54354
deep-egs_pflash_3,p3,Cost,54986.54354
deep-egs_pflash_3,p30,Cost,38040.6307
deep-egs_pflash_3,p31,Cost,27427.4376
deep-egs_pflash_3,p33,Cost,34850.76968
deep-egs_pflash_3,p34,Cost,34153.61896
deep-egs_pflash_3,p35,Cost,54986.54354
deep-egs_pflash_3,p36,Cost,54986.54354
deep-egs_pflash_3,p5,Cost,34850.76968
deep-egs_pflash_3,p58,Cost,54986.54354
deep-egs_pflash_3,p59,Cost,46061.4987
deep-egs_pflash_3,p6,Cost,34850.76968
deep-egs_pflash_3,p61,Cost,42943.44605
deep-egs_pflash_3,p63,Cost,54986.54354
deep-egs_pflash_3,p64,Cost,54986.54354
deep-egs_pflash_3,p65,Cost,54986.54354
deep-egs_pflash_3,p66,Cost,54986.54354
deep-egs_pflash_3,p7,Cost,38040.6307
deep-egs_pflash_3,p8,Cost,42943.44605
deep-egs_pflash_3,p85,Cost,54986.54354
deep-egs_pflash_3,p9,Cost,27781.56633
deep-egs_pflash_4,p10,Cost,34502.19432
deep-egs_pflash_4,p11,Cost,42943.44605
deep-egs_pflash_4,p12,Cost,46061.4987
deep-egs_pflash_4,p13,Cost,46061.4987
deep-egs_pflash_4,p15,Cost,34850.76968
deep-egs_pflash_4,p16,Cost,29885.82921
deep-egs_pflash_4,p17,Cost,54986.54354
deep-egs_pflash_4,p21,Cost,42943.44605
deep-egs_pflash_4,p25,Cost,46061.4987
deep-egs_pflash_4,p27,Cost,42943.44605
deep-egs_pflash_4,p28,Cost,38040.6307
deep-egs_pflash_4,p30,Cost,42943.44605
deep-egs_pflash_4,p31,Cost,27781.56633
deep-egs_pflash_4,p33,Cost,38040.6307
deep-egs_pflash_4,p34,Cost,34850.76968
deep-egs_pflash_4,p5,Cost,38040.6307
deep-egs_pflash_4,p59,Cost,54986.54354
deep-egs_pflash_4,p6,Cost,42943.44605
deep-egs_pflash_4,p61,Cost,46061.4987
deep-egs_pflash_4,p7,Cost,42943.44605
deep-egs_pflash_4,p8,Cost,46061.4987
deep-egs_pflash_4,p9,Cost,29885.82921
deep-egs_pflash_5,p10,Cost,38040.6307
deep-egs_pflash_5,p11,Cost,46061.4987
deep-egs_pflash_5,p12,Cost,54986.54354
deep-egs_pflash_5,p13,Cost,54986.54354
deep-egs_pflash_5,p15,Cost,38040.6307
deep-egs_pflash_5,p16,Cost,30775.16596
deep-egs_pflash_5,p21,Cost,46061.4987
deep-egs_pflash_5,p25,Cost,54986.54354
deep-egs_pflash_5,p27,Cost,46061.4987
deep-egs_pflash_5,p28,Cost,42943.44605
deep-egs_pflash_5,p30,Cost,46061.4987
deep-egs_pflash_5,p31,Cost,29885.82921
deep-egs_pflash_5,p33,Cost,42943.44605
deep-egs_pflash_5,p34,Cost,38040.6307
deep-egs_pflash_5,p5,Cost,42943.44605
deep-egs_pflash_5,p6,Cost,46061.4987
deep-egs_pflash_5,p61,Cost,54986.54354
deep-egs_pflash_5,p7,Cost,46061.4987
deep-egs_pflash_5,p8,Cost,54986.54354
deep-egs_pflash_5,p9,Cost,34153.61896
deep-egs_pflash_6,p10,Cost,42943.44605
deep-egs_pflash_6,p11,Cost,54986.54354
deep-egs_pflash_6,p15,Cost,42943.44605
deep-egs_pflash_6,p16,Cost,34502.19432
deep-egs_pflash_6,p21,Cost,54986.54354
deep-egs_pflash_6,p27,Cost,54986.54354
deep-egs_pflash_6,p28,Cost,46061.4987
deep-egs_pflash_6,p30,Cost,54986.54354
deep-egs_pflash_6,p31,Cost,34502.19432
deep-egs_pflash_6,p33,Cost,46061.4987
deep-egs_pflash_6,p34,Cost,42943.44605
deep-egs_pflash_6,p5,Cost,46061.4987
deep-egs_pflash_6,p6,Cost,54986.54354
deep-egs_pflash_6,p7,Cost,54986.54354
deep-egs_pflash_6,p9,Cost,36445.70019
deep-egs_pflash_7,p10,Cost,46061.4987
deep-egs_pflash_7,p15,Cost,46061.4987
deep-egs_pflash_7,p16,Cost,42348.52515
deep-egs_pflash_7,p28,Cost,54986.54354
deep-egs_pflash_7,p31,Cost,42348.52515
deep-egs_pflash_7,p33,Cost,54986.54354
deep-egs_pflash_7,p34,Cost,46061.4987
deep-egs_pflash_7,p5,Cost,54986.54354
deep-egs_pflash_7,p9,Cost,42943.44605
deep-egs_pflash_8,p10,Cost,54986.54354
deep-egs_pflash_8,p15,Cost,54986.54354
deep-egs_pflash_8,p16,Cost,54986.54354
deep-egs_pflash_8,p31,Cost,54986.54354
deep-egs_pflash_8,p34,Cost,54986.54354
deep-egs_pflash_8,p9,Cost,50524.02112
geohydro_pbinary_1,p1,Cost,16755.73024
geohydro_pbinary_1,p10,Cost,5978.687979
geohydro_pbinary_1,p12,Cost,4712.935348
geohydro_pbinary_1,p15,Cost,9647.945362
geohydro_pbinary_1,p16,Cost,8680.953817
geohydro_pbinary_1,p17,Cost,17567.91718
geohydro_pbinary_1,p21,Cost,13902.72534
geohydro_pbinary_1,p25,Cost,18308.50584
geohydro_pbinary_1,p28,Cost,20641.31535
geohydro_pbinary_1,p31,Cost,15178.74856
geohydro_pbinary_1,p33,Cost,21830.07349
geohydro_pbinary_1,p34,Cost,15295.08411
geohydro_pbinary_1,p5,Cost,11927.28465
geohydro_pbinary_1,p6,Cost,11781.18077
geohydro_pbinary_1,p7,Cost,5503.805253
geohydro_pbinary_1,p8,Cost,6886.123733
geohydro_pbinary_1,p9,Cost,6339.81673
geohydro_pbinary_2,p10,Cost,5994.405721
geohydro_pbinary_2,p12,Cost,6791.297371
geohydro_pbinary_2,p15,Cost,10251.9451
geohydro_pbinary_2,p16,Cost,11884.30116
geohydro_pbinary_2,p17,Cost,18308.13767
geohydro_pbinary_2,p25,Cost,25934.36759
geohydro_pbinary_2,p28,Cost,21005.35852
geohydro_pbinary_2,p31,Cost,21728.61386
geohydro_pbinary_2,p5,Cost,17877.22703
geohydro_pbinary_2,p6,Cost,21840.34556
geohydro_pbinary_2,p7,Cost,7443.705857
geohydro_pbinary_2,p8,Cost,12802.30654
geohydro_pbinary_2,p9,Cost,9072.703391
geohydro_pbinary_3,p10,Cost,8095.335052
geohydro_pbinary_3,p12,Cost,7682.012554
geohydro_pbinary_3,p15,Cost,13851.34214
geohydro_pbinary_3,p16,Cost,12599.2436
geohydro_pbinary_3,p17,Cost,22300.19783
geohydro_pbinary_3,p25,Cost,38720.06656
geohydro_pbinary_3,p7,Cost,7527.552138
geohydro_pbinary_3,p8,Cost,13628.39543
geohydro_pbinary_3,p9,Cost,9661.328361
geohydro_pbinary_4,p10,Cost,10722.03718
geohydro_pbinary_4,p12,Cost,8742.851677
geohydro_pbinary_4,p15,Cost,18059.79815
geohydro_pbinary_4,p7,Cost,8140.887216
geohydro_pbinary_4,p8,Cost,13915.44911
geohydro_pbinary_4,p9,Cost,21803.02146
geohydro_pbinary_5,p10,Cost,15536.46158
geohydro_pbinary_5,p12,Cost,11906.25234
geohydro_pbinary_5,p15,Cost,19149.91787
geohydro_pbinary_5,p7,Cost,9609.047166
geohydro_pbinary_5,p8,Cost,15837.08389
geohydro_pbinary_5,p9,Cost,22721.98976
geohydro_pbinary_6,p10,Cost,15942.52899
geohydro_pbinary_6,p12,Cost,15826.882675
geohydro_pbinary_6,p15,Cost,20451.87776
geohydro_pbinary_6,p7,Cost,12098.37879
geohydro_pbinary_6,p8,Cost,16448.2466
geohydro_pbinary_7,p10,Cost,18474.61629
geohydro_pbinary_7,p12,Cost,19381.133077
geohydro_pbinary_7,p15,Cost,20457.12639
geohydro_pbinary_7,p7,Cost,15324.289815
geohydro_pbinary_7,p8,Cost,18773.47961
geohydro_pbinary_8,p12,Cost,23193.75762
geohydro_pbinary_8,p15,Cost,22982.747365
geohydro_pbinary_8,p7,Cost,21399.2371
geohydro_pbinary_8,p8,Cost,23429.63982
geohydro_pflash_1,p10,Cost,3000.0
geohydro_pflash_1,p12,Cost,3000.0
geohydro_pflash_1,p25,Cost,3149.942525
geohydro_pflash_1,p5,Cost,3269.846169
geohydro_pflash_1,p9,Cost,4577.508713
geohydro_pflash_2,p10,Cost,3300.198978
geohydro_pflash_2,p12,Cost,3791.772986
geohydro_pflash_3,p10,Cost,3701.622048
geohydro_pflash_3,p12,Cost,3960.631061
geohydro_pflash_4,p10,Cost,4000.0
geohydro_pflash_4,p12,Cost,4105.238691
geohydro_pflash_5,p10,Cost,4277.906042
geohydro_pflash_5,p12,Cost,4351.527318
geohydro_pflash_6,p10,Cost,4322.212904
geohydro_pflash_6,p12,Cost,4396.591054
geohydro_pflash_7,p10,Cost,5130.9075
geohydro_pflash_7,p12,Cost,4835.624047
geohydro_pflash_8,p12,Cost,5728.402526
undisc_pbinary_1,p1,Cost,16467.85572
undisc_pbinary_1,p10,Cost,6213.238126
undisc_pbinary_1,p12,Cost,6193.926069
undisc_pbinary_1,p15,Cost,9592.020053
undisc_pbinary_1,p16,Cost,9592.020053
undisc_pbinary_1,p17,Cost,22480.99964
undisc_pbinary_1,p21,Cost,14104.03088
undisc_pbinary_1,p25,Cost,6735.789269
undisc_pbinary_1,p28,Cost,19715.1642
undisc_pbinary_1,p31,Cost,21835.39571
undisc_pbinary_1,p33,Cost,19706.36191
undisc_pbinary_1,p34,Cost,19706.36191
undisc_pbinary_1,p5,Cost,7676.156517
undisc_pbinary_1,p6,Cost,7676.156517
undisc_pbinary_1,p7,Cost,7676.156517
undisc_pbinary_1,p8,Cost,6213.238126
undisc_pbinary_1,p9,Cost,6213.238126
undisc_pbinary_2,p10,Cost,16362.41466
undisc_pbinary_2,p12,Cost,14393.94179
undisc_pbinary_2,p15,Cost,20743.38412
undisc_pbinary_2,p16,Cost,20743.38412
undisc_pbinary_2,p25,Cost,17071.07595
undisc_pbinary_2,p5,Cost,15598.53238
undisc_pbinary_2,p6,Cost,15598.53238
undisc_pbinary_2,p7,Cost,15598.53238
undisc_pbinary_2,p8,Cost,16362.41466
undisc_pbinary_2,p9,Cost,16362.41466
undisc_pflash_1,p10,Cost,4000.0
undisc_pflash_1,p12,Cost,3873.876924
undisc_pflash_1,p25,Cost,3149.942525
undisc_pflash_1,p31,Cost,4294.328535
undisc_pflash_1,p5,Cost,3269.846169
undisc_pflash_1,p8,Cost,3108.506029
undisc_pflash_1,p9,Cost,3108.506029
