*i,r,sc_cat,value
deep-egs_pflash_4,p15,Cost,34088.64555
deep-egs_pflash_4,p16,Cost,27222.07504
deep-egs_pflash_4,p17,Cost,37162.29355
deep-egs_pflash_4,p18,Cost,30366.0588
deep-egs_pflash_4,p21,Cost,32450.36299
deep-egs_pflash_4,p25,Cost,35796.70025
deep-egs_pflash_4,p27,Cost,35700.46208
deep-egs_pflash_4,p28,Cost,34480.05393
deep-egs_pflash_4,p29,Cost,37162.29355
deep-egs_pflash_4,p30,Cost,35700.46208
deep-egs_pflash_4,p31,Cost,30637.55891
deep-egs_pflash_4,p33,Cost,34480.05393
deep-egs_pflash_4,p34,Cost,34088.64555
deep-egs_pflash_4,p5,Cost,34480.05393
deep-egs_pflash_4,p59,Cost,37162.29355
deep-egs_pflash_4,p6,Cost,35700.46208
deep-egs_pflash_4,p61,Cost,35796.70025
deep-egs_pflash_4,p7,Cost,35700.46208
deep-egs_pflash_4,p8,Cost,35796.70025
deep-egs_pflash_4,p9,Cost,32450.36299
deep-egs_pflash_5,p10,Cost,34088.64555
deep-egs_pflash_5,p11,Cost,35796.70025
deep-egs_pflash_5,p12,Cost,37162.29355
deep-egs_pflash_5,p13,Cost,37162.29355
deep-egs_pflash_5,p15,Cost,34480.05393
deep-egs_pflash_5,p16,Cost,29332.73514
deep-egs_pflash_5,p18,Cost,32450.36299
deep-egs_pflash_5,p21,Cost,34088.64555
deep-egs_pflash_5,p25,Cost,37162.29355
deep-egs_pflash_5,p27,Cost,35796.70025
deep-egs_pflash_5,p28,Cost,35700.46208
deep-egs_pflash_5,p30,Cost,35796.70025
deep-egs_pflash_5,p31,Cost,34152.85748
deep-egs_pflash_5,p33,Cost,35700.46208
deep-egs_pflash_5,p34,Cost,34480.05393
deep-egs_pflash_5,p5,Cost,35700.46208
deep-egs_pflash_5,p6,Cost,35796.70025
deep-egs_pflash_5,p61,Cost,37162.29355
deep-egs_pflash_5,p7,Cost,35796.70025
deep-egs_pflash_5,p8,Cost,37162.29355
deep-egs_pflash_5,p9,Cost,34271.97614
deep-egs_pflash_6,p10,Cost,34480.05393
deep-egs_pflash_6,p11,Cost,37162.29355
deep-egs_pflash_6,p15,Cost,35700.46208
deep-egs_pflash_6,p16,Cost,30675.58562
deep-egs_pflash_6,p18,Cost,34223.42215
deep-egs_pflash_6,p21,Cost,34480.05393
deep-egs_pflash_6,p27,Cost,37162.29355
deep-egs_pflash_6,p28,Cost,35796.70025
deep-egs_pflash_6,p30,Cost,37162.29355
deep-egs_pflash_6,p31,Cost,35700.46208
deep-egs_pflash_6,p33,Cost,35796.70025
deep-egs_pflash_6,p34,Cost,35700.46208
deep-egs_pflash_6,p5,Cost,35796.70025
deep-egs_pflash_6,p6,Cost,37162.29355
deep-egs_pflash_6,p7,Cost,37162.29355
deep-egs_pflash_6,p9,Cost,35700.46208
deep-egs_pflash_7,p10,Cost,35742.28121
deep-egs_pflash_7,p15,Cost,35796.70025
deep-egs_pflash_7,p16,Cost,34109.66517
deep-egs_pflash_7,p18,Cost,35752.12666
deep-egs_pflash_7,p21,Cost,35736.61264
deep-egs_pflash_7,p28,Cost,37162.29355
deep-egs_pflash_7,p31,Cost,35796.70025
deep-egs_pflash_7,p33,Cost,37162.29355
deep-egs_pflash_7,p34,Cost,35796.70025
deep-egs_pflash_7,p5,Cost,37162.29355
deep-egs_pflash_7,p9,Cost,35796.70025
deep-egs_pflash_8,p10,Cost,37162.29355
deep-egs_pflash_8,p15,Cost,37162.29355
deep-egs_pflash_8,p16,Cost,36048.54494
deep-egs_pflash_8,p18,Cost,37162.29355
deep-egs_pflash_8,p21,Cost,37162.29355
deep-egs_pflash_8,p31,Cost,37162.29355
deep-egs_pflash_8,p34,Cost,37162.29355
deep-egs_pflash_8,p9,Cost,37162.29355
geohydro_pbinary_1,p1,Cost,14927.88616
geohydro_pbinary_1,p10,Cost,4554.065556
geohydro_pbinary_1,p12,Cost,4480.043845
geohydro_pbinary_1,p15,Cost,7122.906659
geohydro_pbinary_1,p16,Cost,7398.447934
geohydro_pbinary_1,p17,Cost,15510.88115
geohydro_pbinary_1,p21,Cost,12393.40986
geohydro_pbinary_1,p25,Cost,17723.19902
geohydro_pbinary_1,p28,Cost,18374.82148
geohydro_pbinary_1,p31,Cost,11229.98491
geohydro_pbinary_1,p33,Cost,19281.4898
geohydro_pbinary_1,p34,Cost,13422.21697
geohydro_pbinary_1,p5,Cost,8842.59426
geohydro_pbinary_1,p6,Cost,8623.277125
geohydro_pbinary_1,p7,Cost,5167.666103
geohydro_pbinary_1,p8,Cost,6067.523663
geohydro_pbinary_1,p9,Cost,5924.635666
geohydro_pbinary_2,p10,Cost,5481.315451
geohydro_pbinary_2,p12,Cost,5823.559583
geohydro_pbinary_2,p15,Cost,9012.487539
geohydro_pbinary_2,p16,Cost,10379.46551
geohydro_pbinary_2,p17,Cost,16051.86493
geohydro_pbinary_2,p25,Cost,18125.19722
geohydro_pbinary_2,p28,Cost,18662.60769
geohydro_pbinary_2,p31,Cost,19200.96361
geohydro_pbinary_2,p5,Cost,16482.62499
geohydro_pbinary_2,p6,Cost,19289.10362
geohydro_pbinary_2,p7,Cost,6668.542594
geohydro_pbinary_2,p8,Cost,10700.86707
geohydro_pbinary_2,p9,Cost,7895.566786
geohydro_pbinary_3,p10,Cost,5601.632377
geohydro_pbinary_3,p12,Cost,6948.967284
geohydro_pbinary_3,p15,Cost,11705.18615
geohydro_pbinary_3,p16,Cost,10565.1263
geohydro_pbinary_3,p17,Cost,19581.42078
geohydro_pbinary_3,p25,Cost,23533.22137
geohydro_pbinary_3,p7,Cost,6679.588192
geohydro_pbinary_3,p8,Cost,11980.99772
geohydro_pbinary_3,p9,Cost,8437.606826
geohydro_pbinary_4,p10,Cost,7519.706067
geohydro_pbinary_4,p12,Cost,7984.083778
geohydro_pbinary_4,p15,Cost,15899.02749
geohydro_pbinary_4,p25,Cost,33551.33031
geohydro_pbinary_4,p7,Cost,7084.493279
geohydro_pbinary_4,p8,Cost,13932.98924
geohydro_pbinary_4,p9,Cost,19261.43212
geohydro_pbinary_5,p10,Cost,9351.660406
geohydro_pbinary_5,p12,Cost,9069.768934
geohydro_pbinary_5,p15,Cost,16216.07478
geohydro_pbinary_5,p7,Cost,8854.974846
geohydro_pbinary_5,p8,Cost,16103.84198
geohydro_pbinary_5,p9,Cost,19888.63515
geohydro_pbinary_6,p10,Cost,13597.47846
geohydro_pbinary_6,p12,Cost,12135.50378
geohydro_pbinary_6,p15,Cost,18744.06264
geohydro_pbinary_6,p7,Cost,11244.72689
geohydro_pbinary_6,p8,Cost,16361.41227
geohydro_pbinary_7,p10,Cost,13884.78556
geohydro_pbinary_7,p12,Cost,13928.51104
geohydro_pbinary_7,p15,Cost,19732.13833
geohydro_pbinary_7,p7,Cost,14330.18375
geohydro_pbinary_7,p8,Cost,18180.27002
geohydro_pbinary_8,p10,Cost,16419.65921
geohydro_pbinary_8,p12,Cost,18310.46655
geohydro_pbinary_8,p15,Cost,19859.52144
geohydro_pbinary_8,p7,Cost,19392.93235
geohydro_pbinary_8,p8,Cost,20399.40488
geohydro_pflash_1,p10,Cost,3395.961421
geohydro_pflash_1,p12,Cost,3395.961421
geohydro_pflash_1,p25,Cost,3395.961421
geohydro_pflash_1,p5,Cost,3395.961421
geohydro_pflash_1,p9,Cost,3395.961421
geohydro_pflash_2,p10,Cost,3395.961421
geohydro_pflash_2,p12,Cost,3584.696639
geohydro_pflash_3,p10,Cost,3395.961421
geohydro_pflash_3,p12,Cost,3858.296276
geohydro_pflash_4,p10,Cost,3395.961421
geohydro_pflash_4,p12,Cost,3965.545418
geohydro_pflash_5,p10,Cost,4203.764532
geohydro_pflash_5,p12,Cost,3994.830659
geohydro_pflash_6,p10,Cost,4274.992548
geohydro_pflash_6,p12,Cost,4160.26188
geohydro_pflash_7,p10,Cost,4527.948561
geohydro_pflash_7,p12,Cost,4228.676015
geohydro_pflash_8,p12,Cost,4890.262623
NF-EGS_pbinary_1,p10,Cost,15216.68633
NF-EGS_pbinary_1,p12,Cost,13339.28969
NF-EGS_pbinary_1,p16,Cost,21468.82878
NF-EGS_pbinary_1,p25,Cost,20676.1854
NF-EGS_pbinary_1,p9,Cost,15178.35662
NF-EGS_pbinary_2,p10,Cost,15497.58765
NF-EGS_pbinary_2,p12,Cost,13747.58317
NF-EGS_pbinary_3,p10,Cost,15602.22111
NF-EGS_pbinary_3,p12,Cost,14356.59174
NF-EGS_pbinary_4,p10,Cost,16069.60045
NF-EGS_pbinary_4,p12,Cost,15148.57443
NF-EGS_pbinary_5,p10,Cost,16545.48421
NF-EGS_pbinary_5,p12,Cost,15354.42782
NF-EGS_pbinary_6,p12,Cost,15586.26847
NF-EGS_pbinary_7,p12,Cost,17008.25785
NF-EGS_pflash_1,p10,Cost,11483.15633
NF-EGS_pflash_1,p25,Cost,12580.77131
NF-EGS_pflash_1,p9,Cost,11483.15633
NF-EGS_pflash_2,p10,Cost,11483.15633
NF-EGS_pflash_2,p9,Cost,11483.15633
NF-EGS_pflash_3,p10,Cost,11483.15633
NF-EGS_pflash_3,p9,Cost,11483.15633
NF-EGS_pflash_4,p10,Cost,11483.15633
NF-EGS_pflash_4,p9,Cost,11483.15633
NF-EGS_pflash_5,p10,Cost,11483.15633
NF-EGS_pflash_5,p9,Cost,11483.15633
NF-EGS_pflash_6,p10,Cost,11483.15633
undisc_pbinary_1,p1,Cost,14167.52689
undisc_pbinary_1,p10,Cost,5466.912046
undisc_pbinary_1,p12,Cost,5525.073088
undisc_pbinary_1,p15,Cost,7242.362422
undisc_pbinary_1,p16,Cost,7242.362422
undisc_pbinary_1,p17,Cost,19486.60817
undisc_pbinary_1,p21,Cost,12100.10661
undisc_pbinary_1,p25,Cost,6332.245313
undisc_pbinary_1,p28,Cost,17017.66805
undisc_pbinary_1,p31,Cost,17553.51029
undisc_pbinary_1,p33,Cost,17009.88239
undisc_pbinary_1,p34,Cost,17009.88239
undisc_pbinary_1,p5,Cost,6557.690931
undisc_pbinary_1,p6,Cost,6557.690931
undisc_pbinary_1,p7,Cost,6557.690931
undisc_pbinary_1,p8,Cost,5466.912046
undisc_pbinary_1,p9,Cost,5466.912046
undisc_pbinary_2,p10,Cost,14242.53647
undisc_pbinary_2,p12,Cost,12513.10596
undisc_pbinary_2,p15,Cost,17717.27765
undisc_pbinary_2,p16,Cost,17717.27765
undisc_pbinary_2,p25,Cost,15631.00837
undisc_pbinary_2,p5,Cost,13948.539
undisc_pbinary_2,p6,Cost,13948.539
undisc_pbinary_2,p7,Cost,13948.539
undisc_pbinary_2,p8,Cost,14242.53647
undisc_pbinary_2,p9,Cost,14242.53647
undisc_pflash_1,p10,Cost,4340.99868
undisc_pflash_1,p12,Cost,3569.352495
undisc_pflash_1,p25,Cost,3255.74901
undisc_pflash_1,p31,Cost,3255.74901
undisc_pflash_1,p5,Cost,3255.74901
undisc_pflash_1,p8,Cost,3255.74901
undisc_pflash_1,p9,Cost,3255.74901
deep-egs_pbinary_1,p1,Cap,2871.8816
deep-egs_pbinary_1,p10,Cap,1259.3368
deep-egs_pbinary_1,p101,Cap,66.222
deep-egs_pbinary_1,p107,Cap,121.9823
deep-egs_pbinary_1,p109,Cap,27.4874
deep-egs_pbinary_1,p11,Cap,138.8988
deep-egs_pbinary_1,p110,Cap,1.075231672
deep-egs_pbinary_1,p111,Cap,247.7582
deep-egs_pbinary_1,p112,Cap,154.6358
deep-egs_pbinary_1,p115,Cap,32.77372087
deep-egs_pbinary_1,p116,Cap,6383.879647
deep-egs_pbinary_1,p117,Cap,1.372560705
deep-egs_pbinary_1,p118,Cap,1830.762531
deep-egs_pbinary_1,p119,Cap,807.5376
deep-egs_pbinary_1,p12,Cap,18970.3254
deep-egs_pbinary_1,p120,Cap,378.5482411
deep-egs_pbinary_1,p121,Cap,105.711
deep-egs_pbinary_1,p122,Cap,850.0336
deep-egs_pbinary_1,p123,Cap,9.9816
deep-egs_pbinary_1,p124,Cap,1.6516522
deep-egs_pbinary_1,p127,Cap,8.7624
deep-egs_pbinary_1,p129,Cap,0.7133
deep-egs_pbinary_1,p13,Cap,846.0089
deep-egs_pbinary_1,p130,Cap,186.6414
deep-egs_pbinary_1,p131,Cap,8.3685
deep-egs_pbinary_1,p134,Cap,232.3671
deep-egs_pbinary_1,p14,Cap,3082.7448
deep-egs_pbinary_1,p15,Cap,181.4889
deep-egs_pbinary_1,p16,Cap,138.6219
deep-egs_pbinary_1,p17,Cap,111.2223
deep-egs_pbinary_1,p18,Cap,38.506
deep-egs_pbinary_1,p19,Cap,4115.2729
deep-egs_pbinary_1,p2,Cap,0.0137
deep-egs_pbinary_1,p20,Cap,5431.8366
deep-egs_pbinary_1,p21,Cap,5.3551
deep-egs_pbinary_1,p22,Cap,72.9128
deep-egs_pbinary_1,p23,Cap,355.3401
deep-egs_pbinary_1,p24,Cap,1547.2984
deep-egs_pbinary_1,p25,Cap,17526.0643
deep-egs_pbinary_1,p26,Cap,246.1488
deep-egs_pbinary_1,p27,Cap,3955.7268
deep-egs_pbinary_1,p28,Cap,24313.7848
deep-egs_pbinary_1,p29,Cap,514.3112
deep-egs_pbinary_1,p3,Cap,15615.5819
deep-egs_pbinary_1,p30,Cap,6265.4184
deep-egs_pbinary_1,p31,Cap,197.4815
deep-egs_pbinary_1,p32,Cap,15.6447
deep-egs_pbinary_1,p33,Cap,6745.9393
deep-egs_pbinary_1,p34,Cap,86.9233
deep-egs_pbinary_1,p35,Cap,1130.5642
deep-egs_pbinary_1,p36,Cap,369.7501
deep-egs_pbinary_1,p37,Cap,239.544
deep-egs_pbinary_1,p38,Cap,10567.3377
deep-egs_pbinary_1,p39,Cap,2064.7021
deep-egs_pbinary_1,p4,Cap,2746.6136
deep-egs_pbinary_1,p40,Cap,829.579
deep-egs_pbinary_1,p41,Cap,230.0815
deep-egs_pbinary_1,p47,Cap,418.473
deep-egs_pbinary_1,p48,Cap,706.985
deep-egs_pbinary_1,p49,Cap,3.8391
deep-egs_pbinary_1,p5,Cap,8906.381
deep-egs_pbinary_1,p50,Cap,95.4955
deep-egs_pbinary_1,p51,Cap,0.6139
deep-egs_pbinary_1,p52,Cap,61.8725
deep-egs_pbinary_1,p53,Cap,0.671
deep-egs_pbinary_1,p55,Cap,44.2818
deep-egs_pbinary_1,p56,Cap,41.8217
deep-egs_pbinary_1,p57,Cap,29.1691
deep-egs_pbinary_1,p58,Cap,1714.5029
deep-egs_pbinary_1,p59,Cap,270.3879
deep-egs_pbinary_1,p6,Cap,7464.3014
deep-egs_pbinary_1,p60,Cap,207.0246
deep-egs_pbinary_1,p61,Cap,1388.96
deep-egs_pbinary_1,p63,Cap,176.1096
deep-egs_pbinary_1,p64,Cap,577.8369
deep-egs_pbinary_1,p65,Cap,6256.3488
deep-egs_pbinary_1,p66,Cap,997.4475
deep-egs_pbinary_1,p67,Cap,847.7028
deep-egs_pbinary_1,p69,Cap,0.6873
deep-egs_pbinary_1,p7,Cap,4262.9199
deep-egs_pbinary_1,p70,Cap,125.5392
deep-egs_pbinary_1,p71,Cap,4.1903
deep-egs_pbinary_1,p77,Cap,76.022
deep-egs_pbinary_1,p8,Cap,10050.9532
deep-egs_pbinary_1,p80,Cap,25.9476
deep-egs_pbinary_1,p81,Cap,340.4245
deep-egs_pbinary_1,p83,Cap,1.1349
deep-egs_pbinary_1,p84,Cap,53.6635
deep-egs_pbinary_1,p85,Cap,5.9171
deep-egs_pbinary_1,p86,Cap,8007.8614
deep-egs_pbinary_1,p87,Cap,3.5867
deep-egs_pbinary_1,p88,Cap,13.90199554
deep-egs_pbinary_1,p89,Cap,1.1327
deep-egs_pbinary_1,p9,Cap,123.0512
deep-egs_pbinary_1,p90,Cap,58.7068
deep-egs_pbinary_1,p91,Cap,92.0727
deep-egs_pbinary_1,p92,Cap,74.3613
deep-egs_pbinary_1,p93,Cap,4.1687
deep-egs_pbinary_1,p94,Cap,355.002
deep-egs_pbinary_1,p95,Cap,644.54
deep-egs_pbinary_1,p96,Cap,9567.2132
deep-egs_pbinary_1,p98,Cap,3.2063
deep-egs_pbinary_1,p99,Cap,33.90317477
deep-egs_pbinary_2,p1,Cap,4628.9712
deep-egs_pbinary_2,p10,Cap,4288.097
deep-egs_pbinary_2,p101,Cap,170.2657
deep-egs_pbinary_2,p11,Cap,349.462
deep-egs_pbinary_2,p110,Cap,20.82926787
deep-egs_pbinary_2,p115,Cap,805.646
deep-egs_pbinary_2,p116,Cap,9667.4373
deep-egs_pbinary_2,p117,Cap,777.4189259
deep-egs_pbinary_2,p118,Cap,100.7375642
deep-egs_pbinary_2,p12,Cap,75336.1022
deep-egs_pbinary_2,p122,Cap,2213.0032
deep-egs_pbinary_2,p127,Cap,10.5018
deep-egs_pbinary_2,p13,Cap,1380.2
deep-egs_pbinary_2,p130,Cap,167.5876
deep-egs_pbinary_2,p14,Cap,6265.107
deep-egs_pbinary_2,p15,Cap,6614.0503
deep-egs_pbinary_2,p16,Cap,10924.4499
deep-egs_pbinary_2,p17,Cap,30585.6771
deep-egs_pbinary_2,p18,Cap,254.198
deep-egs_pbinary_2,p19,Cap,5152.1759
deep-egs_pbinary_2,p2,Cap,7659.3666
deep-egs_pbinary_2,p20,Cap,16419.0692
deep-egs_pbinary_2,p21,Cap,107.9734
deep-egs_pbinary_2,p22,Cap,2525.3272
deep-egs_pbinary_2,p23,Cap,5607.8009
deep-egs_pbinary_2,p24,Cap,5725.1728
deep-egs_pbinary_2,p25,Cap,26242.4574
deep-egs_pbinary_2,p26,Cap,2699.0493
deep-egs_pbinary_2,p27,Cap,4607.4259
deep-egs_pbinary_2,p28,Cap,33459.0988
deep-egs_pbinary_2,p29,Cap,2535.1403
deep-egs_pbinary_2,p3,Cap,9607.1997
deep-egs_pbinary_2,p30,Cap,3668.4899
deep-egs_pbinary_2,p31,Cap,35329.2032
deep-egs_pbinary_2,p32,Cap,337.332
deep-egs_pbinary_2,p33,Cap,29980.5303
deep-egs_pbinary_2,p34,Cap,14447.8534
deep-egs_pbinary_2,p35,Cap,13238.0139
deep-egs_pbinary_2,p36,Cap,21106.2866
deep-egs_pbinary_2,p37,Cap,6462.7949
deep-egs_pbinary_2,p38,Cap,14062.9923
deep-egs_pbinary_2,p39,Cap,12690.879
deep-egs_pbinary_2,p4,Cap,2249.2989
deep-egs_pbinary_2,p40,Cap,3672.845
deep-egs_pbinary_2,p41,Cap,308.4466
deep-egs_pbinary_2,p47,Cap,425.1816
deep-egs_pbinary_2,p48,Cap,1072.1327
deep-egs_pbinary_2,p5,Cap,23675.3283
deep-egs_pbinary_2,p50,Cap,205.3847
deep-egs_pbinary_2,p56,Cap,0.1218
deep-egs_pbinary_2,p57,Cap,9882.5944
deep-egs_pbinary_2,p58,Cap,15047.0375
deep-egs_pbinary_2,p59,Cap,1268.5158
deep-egs_pbinary_2,p6,Cap,1012.2034
deep-egs_pbinary_2,p60,Cap,6753.4441
deep-egs_pbinary_2,p61,Cap,8419.7789
deep-egs_pbinary_2,p63,Cap,22816.5487
deep-egs_pbinary_2,p64,Cap,11500.5651
deep-egs_pbinary_2,p65,Cap,22947.5601
deep-egs_pbinary_2,p66,Cap,6850.0366
deep-egs_pbinary_2,p67,Cap,4040.1819
deep-egs_pbinary_2,p7,Cap,25450.0086
deep-egs_pbinary_2,p8,Cap,2519.208
deep-egs_pbinary_2,p85,Cap,29.7412
deep-egs_pbinary_2,p86,Cap,5318.226394
deep-egs_pbinary_2,p87,Cap,732.1566
deep-egs_pbinary_2,p88,Cap,94.656
deep-egs_pbinary_2,p89,Cap,7.0224
deep-egs_pbinary_2,p9,Cap,1563.6783
deep-egs_pbinary_2,p90,Cap,421.3814
deep-egs_pbinary_2,p91,Cap,1.7255
deep-egs_pbinary_2,p98,Cap,2.5454
deep-egs_pbinary_2,p99,Cap,115.6376
deep-egs_pbinary_3,p1,Cap,353.6106
deep-egs_pbinary_3,p10,Cap,18184.5564
deep-egs_pbinary_3,p101,Cap,599.3442
deep-egs_pbinary_3,p11,Cap,1183.686
deep-egs_pbinary_3,p110,Cap,125.6072
deep-egs_pbinary_3,p115,Cap,53.95083437
deep-egs_pbinary_3,p116,Cap,6238.544
deep-egs_pbinary_3,p117,Cap,13.07229146
deep-egs_pbinary_3,p118,Cap,2245.5419
deep-egs_pbinary_3,p12,Cap,1996.6569
deep-egs_pbinary_3,p122,Cap,13796.1156
deep-egs_pbinary_3,p13,Cap,105.1966
deep-egs_pbinary_3,p130,Cap,384.7401
deep-egs_pbinary_3,p14,Cap,738.9791
deep-egs_pbinary_3,p15,Cap,41914.0372
deep-egs_pbinary_3,p16,Cap,12376.7873
deep-egs_pbinary_3,p17,Cap,9815.0033
deep-egs_pbinary_3,p18,Cap,3335.145
deep-egs_pbinary_3,p19,Cap,5415.202
deep-egs_pbinary_3,p2,Cap,10063.2018
deep-egs_pbinary_3,p20,Cap,7283.7648
deep-egs_pbinary_3,p21,Cap,2534.1465
deep-egs_pbinary_3,p24,Cap,2486.8467
deep-egs_pbinary_3,p25,Cap,6855.5155
deep-egs_pbinary_3,p26,Cap,165.9035
deep-egs_pbinary_3,p27,Cap,404.9473581
deep-egs_pbinary_3,p28,Cap,9909.9771
deep-egs_pbinary_3,p29,Cap,1379.42
deep-egs_pbinary_3,p3,Cap,7940.123
deep-egs_pbinary_3,p30,Cap,1829.0457
deep-egs_pbinary_3,p31,Cap,39027.5903
deep-egs_pbinary_3,p32,Cap,27.5251
deep-egs_pbinary_3,p33,Cap,18163.1336
deep-egs_pbinary_3,p34,Cap,25275.9086
deep-egs_pbinary_3,p35,Cap,23501.6979
deep-egs_pbinary_3,p36,Cap,22566.4517
deep-egs_pbinary_3,p37,Cap,474.0416
deep-egs_pbinary_3,p38,Cap,9709.794
deep-egs_pbinary_3,p39,Cap,5465.0765
deep-egs_pbinary_3,p4,Cap,865.3523
deep-egs_pbinary_3,p40,Cap,662.6721
deep-egs_pbinary_3,p41,Cap,1442.7118
deep-egs_pbinary_3,p47,Cap,1098.3963
deep-egs_pbinary_3,p48,Cap,2334.3237
deep-egs_pbinary_3,p5,Cap,11305.361
deep-egs_pbinary_3,p50,Cap,96.163
deep-egs_pbinary_3,p56,Cap,281.4111
deep-egs_pbinary_3,p57,Cap,512.2157981
deep-egs_pbinary_3,p58,Cap,10312.4471
deep-egs_pbinary_3,p59,Cap,22.5747
deep-egs_pbinary_3,p6,Cap,654.8682
deep-egs_pbinary_3,p61,Cap,5311.9381
deep-egs_pbinary_3,p63,Cap,16610.1636
deep-egs_pbinary_3,p64,Cap,8890.398
deep-egs_pbinary_3,p65,Cap,22891.6515
deep-egs_pbinary_3,p66,Cap,11585.4783
deep-egs_pbinary_3,p67,Cap,1001.69
deep-egs_pbinary_3,p7,Cap,561.3320714
deep-egs_pbinary_3,p8,Cap,306.5612
deep-egs_pbinary_3,p85,Cap,348.7743
deep-egs_pbinary_3,p86,Cap,8452.4854
deep-egs_pbinary_3,p87,Cap,3149.6735
deep-egs_pbinary_3,p88,Cap,16.33952643
deep-egs_pbinary_3,p89,Cap,733.8688
deep-egs_pbinary_3,p9,Cap,21308.0144
deep-egs_pbinary_3,p91,Cap,144.3861
deep-egs_pbinary_3,p98,Cap,381.2181
deep-egs_pbinary_3,p99,Cap,29.8347938
deep-egs_pbinary_4,p1,Cap,6817.3413
deep-egs_pbinary_4,p10,Cap,12087.6463
deep-egs_pbinary_4,p11,Cap,68.976
deep-egs_pbinary_4,p115,Cap,2214.4
deep-egs_pbinary_4,p116,Cap,8681.0882
deep-egs_pbinary_4,p117,Cap,2763.5901
deep-egs_pbinary_4,p118,Cap,2455.076
deep-egs_pbinary_4,p12,Cap,1569.386
deep-egs_pbinary_4,p13,Cap,1815.536
deep-egs_pbinary_4,p14,Cap,8933.4
deep-egs_pbinary_4,p15,Cap,10169.28
deep-egs_pbinary_4,p16,Cap,5414.5369
deep-egs_pbinary_4,p17,Cap,18701.491
deep-egs_pbinary_4,p18,Cap,20276.8642
deep-egs_pbinary_4,p19,Cap,2249.8559
deep-egs_pbinary_4,p2,Cap,4018.3328
deep-egs_pbinary_4,p20,Cap,16282.4875
deep-egs_pbinary_4,p21,Cap,5213.6554
deep-egs_pbinary_4,p24,Cap,6210.508
deep-egs_pbinary_4,p25,Cap,549.0173
deep-egs_pbinary_4,p26,Cap,2736.9095
deep-egs_pbinary_4,p27,Cap,1210.8553
deep-egs_pbinary_4,p28,Cap,10262.7467
deep-egs_pbinary_4,p29,Cap,2331.9248
deep-egs_pbinary_4,p3,Cap,16258.8799
deep-egs_pbinary_4,p30,Cap,5214.624
deep-egs_pbinary_4,p31,Cap,22898.4792
deep-egs_pbinary_4,p32,Cap,544.7869
deep-egs_pbinary_4,p33,Cap,4705.3411
deep-egs_pbinary_4,p34,Cap,16571.4065
deep-egs_pbinary_4,p35,Cap,620.3138
deep-egs_pbinary_4,p36,Cap,22279.2454
deep-egs_pbinary_4,p37,Cap,9397.0918
deep-egs_pbinary_4,p38,Cap,13854.2065
deep-egs_pbinary_4,p39,Cap,13643.0163
deep-egs_pbinary_4,p4,Cap,4481.5199
deep-egs_pbinary_4,p40,Cap,4982.5594
deep-egs_pbinary_4,p5,Cap,4474.8766
deep-egs_pbinary_4,p50,Cap,294.4296
deep-egs_pbinary_4,p56,Cap,2025.6222
deep-egs_pbinary_4,p57,Cap,8729.5389
deep-egs_pbinary_4,p58,Cap,740.2009
deep-egs_pbinary_4,p59,Cap,1275.3158
deep-egs_pbinary_4,p6,Cap,2142.1623
deep-egs_pbinary_4,p61,Cap,457.5417
deep-egs_pbinary_4,p63,Cap,22545.6552
deep-egs_pbinary_4,p64,Cap,184.5612
deep-egs_pbinary_4,p65,Cap,2428.9926
deep-egs_pbinary_4,p66,Cap,464.4806
deep-egs_pbinary_4,p67,Cap,4976.1042
deep-egs_pbinary_4,p7,Cap,548.1894
deep-egs_pbinary_4,p8,Cap,465.4522
deep-egs_pbinary_4,p85,Cap,4.0422
deep-egs_pbinary_4,p86,Cap,2612.522608
deep-egs_pbinary_4,p87,Cap,0.6433
deep-egs_pbinary_4,p88,Cap,77.7528
deep-egs_pbinary_4,p9,Cap,10738.1924
deep-egs_pbinary_4,p91,Cap,134.5104
deep-egs_pbinary_4,p99,Cap,186.829
deep-egs_pbinary_5,p1,Cap,1502.8833
deep-egs_pbinary_5,p10,Cap,2257.871
deep-egs_pbinary_5,p11,Cap,324.7296
deep-egs_pbinary_5,p115,Cap,7625.1529
deep-egs_pbinary_5,p116,Cap,4037.6944
deep-egs_pbinary_5,p117,Cap,7326.6312
deep-egs_pbinary_5,p12,Cap,83656.5689
deep-egs_pbinary_5,p15,Cap,3160.6391
deep-egs_pbinary_5,p16,Cap,15688.154
deep-egs_pbinary_5,p17,Cap,15923.7102
deep-egs_pbinary_5,p18,Cap,107.4312
deep-egs_pbinary_5,p19,Cap,791.361
deep-egs_pbinary_5,p2,Cap,11557.956
deep-egs_pbinary_5,p20,Cap,12893.5399
deep-egs_pbinary_5,p21,Cap,25.5228
deep-egs_pbinary_5,p24,Cap,11975.5178
deep-egs_pbinary_5,p25,Cap,30725.3943
deep-egs_pbinary_5,p27,Cap,4627.5932
deep-egs_pbinary_5,p28,Cap,38710.2853
deep-egs_pbinary_5,p29,Cap,1454.0256
deep-egs_pbinary_5,p31,Cap,14484.2621
deep-egs_pbinary_5,p32,Cap,4258.2586
deep-egs_pbinary_5,p33,Cap,30002.7075
deep-egs_pbinary_5,p34,Cap,2663.4137
deep-egs_pbinary_5,p35,Cap,15433.3842
deep-egs_pbinary_5,p36,Cap,15064.1099
deep-egs_pbinary_5,p37,Cap,12904.1551
deep-egs_pbinary_5,p38,Cap,31289.8496
deep-egs_pbinary_5,p39,Cap,15249.563
