long,lat,id,country
-121.4522522,47.82099062,p1,USA
-117.1590386,35.12010447,p10,USA
-78.25771359,38.79110825,p100,USA
-82.19247661,28.70869529,p101,USA
-80.56373053,26.67709172,p102,USA
-84.55437763,43.57419001,p103,USA
-85.90993949,42.06225929,p104,USA
-86.25965362,40.72939342,p105,USA
-86.10103966,39.94240296,p106,USA
-86.34789005,38.87073858,p107,USA
-87.22032662,37.49153121,p108,USA
-84.51931615,37.83050346,p109,USA
-116.7176058,33.03174695,p11,USA
-82.8503912,37.37099172,p110,USA
-81.83937601,41.28166353,p111,USA
-82.81856565,40.17734323,p112,USA
-83.9413805,39.78941957,p113,USA
-84.23150769,39.20877458,p114,USA
-79.86635294,40.37731547,p115,USA
-80.19443111,38.8763551,p116,USA
-81.7519919,38.05258266,p117,USA
-80.92007066,37.06277512,p118,USA
-78.01141702,41.3405889,p119,USA
-116.7842291,39.59882101,p12,USA
-77.895377,39.90665131,p120,USA
-79.01946377,39.55126096,p121,USA
-77.39607808,40.92107394,p122,USA
-76.76367486,39.07725918,p123,USA
-75.60492375,37.81184868,p124,USA
-75.53282965,39.04284209,p125,USA
-74.6629847,40.24746962,p126,USA
-75.57684419,43.01255158,p127,USA
-73.25855327,40.80291312,p128,USA
-72.66603564,44.03042544,p129,USA
-115.0174041,36.23284216,p13,USA
-71.56225601,43.71401219,p130,USA
-71.90533052,42.31304362,p131,USA
-72.75108047,41.60246114,p132,USA
-71.59672773,41.66667273,p133,USA
-69.24794622,45.39211237,p134,USA
-116.07783,32.594533,p135,MEX
-115.669242,32.583555,p136,MEX
-124.9140668,50.54579597,p137,CAN
-118.4107475,50.53886921,p138,CAN
-125.941082,56.35689599,p139,CAN
-116.6294762,47.64818073,p14,USA
-112.1288823,51.30720882,p140,CAN
-115.1644141,56.23433148,p141,CAN
-105.9114732,54.42951564,p142,CAN
-97.44468077,54.90672265,p143,CAN
-89.00092146,52.20382958,p144,CAN
-82.23510013,48.81406999,p145,CAN
-80.69566825,43.55355603,p146,CAN
-77.25385531,44.92296968,p147,CAN
-73.25674258,45.38824794,p148,CAN
-74.84126697,46.97991278,p149,CAN
-115.2177288,44.43004937,p15,USA
-69.38606882,47.37993467,p150,CAN
-71.76545386,54.32166312,p151,CAN
-66.40473258,46.60816017,p152,CAN
-63.98278562,44.89540621,p153,CAN
-62.05182371,54.23601551,p154,CAN
-63.24209805,46.39488962,p155,CAN
-56.05488227,48.72974123,p156,CAN
-112.4327899,43.02868119,p16,USA
-113.6065082,46.82138594,p17,USA
-110.2231123,47.2494843,p18,USA
-106.8433126,47.83744486,p19,USA
-121.4945952,46.60869095,p2,USA
-108.0131914,46.4465773,p20,USA
-109.277895,43.04388094,p21,USA
-106.7112461,44.32489043,p22,USA
-105.0387513,44.24892369,p23,USA
-105.8451005,42.22317644,p24,USA
-111.9317099,39.1005072,p25,USA
-110.3182862,40.52141335,p26,USA
-113.7436192,35.72391313,p27,USA
-111.6056914,34.1838784,p28,USA
-109.516242,35.34591005,p29,USA
-118.472439,47.92035993,p3,USA
-111.6857101,32.04276153,p30,USA
-106.5737299,34.6249543,p31,USA
-103.324472,44.05773319,p32,USA
-105.8666298,40.03368077,p33,USA
-105.2752917,38.1055194,p34,USA
-105.0375055,47.1804594,p35,USA
-102.0734343,47.15958973,p36,USA
-99.03324693,47.70645859,p37,USA
-99.79847762,44.48283152,p38,USA
-102.6958257,41.74325238,p39,USA
-119.5470861,47.4129124,p4,USA
-99.18350983,41.52161835,p40,USA
-96.34583201,40.93518639,p41,USA
-95.4795737,48.02901973,p42,USA
-93.66377494,46.26358649,p43,USA
-95.74181715,44.42138655,p44,USA
-95.02634463,42.41935156,p45,USA
-91.39624127,45.46791696,p46,USA
-103.9155591,33.48134861,p47,USA
-101.7896096,34.85870122,p48,USA
-101.5000045,36.74873009,p49,USA
-120.8593635,44.87742596,p5,USA
-97.47670229,35.30086027,p50,USA
-95.63163853,36.28372003,p51,USA
-101.0284679,38.7673038,p52,USA
-97.48884753,38.39197065,p53,USA
-93.93551551,39.68010457,p54,USA
-93.63067538,37.39648815,p55,USA
-93.59063588,35.49289456,p56,USA
-94.5241288,32.86217276,p57,USA
-92.01150228,30.84054963,p58,USA
-106.2230818,31.77308956,p59,USA
-122.7941288,42.80834786,p6,USA
-100.4747257,33.42197646,p60,USA
-102.5121274,30.79490767,p61,USA
-102.3887614,31.77998214,p62,USA
-97.11815228,32.37182664,p63,USA
-98.02819061,30.14290618,p64,USA
-98.36237296,28.14593418,p65,USA
-94.49850005,30.68456443,p66,USA
-95.42461309,29.5703565,p67,USA
-93.84641518,43.85294596,p68,USA
-92.11168489,42.91269261,p69,USA
-118.790355,43.19860125,p7,USA
-92.68514792,41.53491879,p70,USA
-92.01395166,39.96993092,p71,USA
-91.3675038,38.4997353,p72,USA
-91.06236394,37.67809039,p73,USA
-88.25976999,46.39589899,p74,USA
-88.88363925,45.19646292,p75,USA
-89.11741448,44.06230241,p76,USA
-90.49937312,43.41560313,p77,USA
-89.33478091,42.83835582,p78,USA
-88.23565775,43.07262373,p79,USA
-121.4464046,41.30824779,p8,USA
-88.79751098,41.76580781,p80,USA
-89.78363058,39.3367648,p81,USA
-89.52274432,40.36595616,p82,USA
-88.32037463,39.76077104,p83,USA
-91.29205837,37.05321965,p84,USA
-92.02589394,34.68125955,p85,USA
-91.92922355,32.56645631,p86,USA
-89.94310381,32.31228173,p87,USA
-88.95057971,33.90483098,p88,USA
-87.33420755,33.64251888,p89,USA
-121.4370073,38.40912626,p9,USA
-86.45223669,32.1705336,p90,USA
-86.0233856,30.60299528,p91,USA
-86.38840824,35.84707003,p92,USA
-87.70288407,36.88033989,p93,USA
-83.44185834,32.65498374,p94,USA
-82.05850213,34.68340161,p95,USA
-80.47018517,33.66656218,p96,USA
-81.46948528,35.70354545,p97,USA
-78.0631739,35.43899188,p98,USA
-78.02222606,37.64107262,p99,USA
-111.2025168,29.81402207,p157,MEX
-109.690077,30.92728994,p158,MEX
-109.9137459,27.37736599,p159,MEX
-108.6146288,25.72117333,p160,MEX
-107.3764086,24.68804155,p161,MEX
-106.267994,23.18410382,p162,MEX
-106.4250716,31.65692683,p163,MEX
-107.7703501,30.24171605,p164,MEX
-106.1969579,28.19125554,p165,MEX
