wst,r,szn,t,Value
fsu,p1,Summer,2010,1.0
fsu,p1,Summer,2012,0.9301541483821112
fsu,p1,Summer,2014,0.9392190305109523
fsu,p1,Summer,2016,0.9553237012991396
fsu,p1,Summer,2018,0.9442546288689015
fsu,p1,Summer,2020,0.9659589499865664
fsu,p1,Summer,2022,0.9335754753034144
fsu,p1,Summer,2024,0.9049716945697098
fsu,p1,Summer,2026,0.9056921127262632
fsu,p1,Summer,2028,0.8967667792560634
fsu,p1,Summer,2030,0.9468316230245876
fsu,p1,Summer,2032,0.9604688385780096
fsu,p1,Summer,2034,0.9747251916213768
fsu,p1,Summer,2036,0.9504076393435744
fsu,p1,Summer,2038,0.9713497479526344
fsu,p1,Summer,2040,0.9637515054524032
fsu,p1,Summer,2042,0.992149831072688
fsu,p1,Summer,2044,1.024973884096388
fsu,p1,Summer,2046,1.0299713876612568
fsu,p1,Summer,2048,1.007405268707785
fsu,p1,Summer,2050,0.9470361605992682
fsu,p2,Summer,2010,1.0
fsu,p2,Summer,2012,0.8639753395673571
fsu,p2,Summer,2014,0.8278122387721207
fsu,p2,Summer,2016,0.8098471887702552
fsu,p2,Summer,2018,0.7910755024931735
fsu,p2,Summer,2020,0.8011185863977197
fsu,p2,Summer,2022,0.761112451785167
fsu,p2,Summer,2024,0.7492368188325629
fsu,p2,Summer,2026,0.7235742193991158
fsu,p2,Summer,2028,0.7237390250103686
fsu,p2,Summer,2030,0.7736432192934636
fsu,p2,Summer,2032,0.7785197288492453
fsu,p2,Summer,2034,0.7996720922621399
fsu,p2,Summer,2036,0.8177604183217643
fsu,p2,Summer,2038,0.8304507021589279
fsu,p2,Summer,2040,0.8318827040383369
fsu,p2,Summer,2042,0.854144857650366
fsu,p2,Summer,2044,0.8742868321774543
fsu,p2,Summer,2046,0.9132476121846036
fsu,p2,Summer,2048,0.9227301052649642
fsu,p2,Summer,2050,0.8574296690502359
fsu,p3,Summer,2010,1.0
fsu,p3,Summer,2012,0.8765245638355836
fsu,p3,Summer,2014,0.8226704486613836
fsu,p3,Summer,2016,0.7998614974128491
fsu,p3,Summer,2018,0.7883850364714836
fsu,p3,Summer,2020,0.8084280628425166
fsu,p3,Summer,2022,0.7651013623866313
fsu,p3,Summer,2024,0.7665887689392611
fsu,p3,Summer,2026,0.7456547660473674
fsu,p3,Summer,2028,0.7565551089313657
fsu,p3,Summer,2030,0.7894600565674054
fsu,p3,Summer,2032,0.7526416636491716
fsu,p3,Summer,2034,0.7836232476588098
fsu,p3,Summer,2036,0.8315276828649791
fsu,p3,Summer,2038,0.8404451195748539
fsu,p3,Summer,2040,0.8310031141926422
fsu,p3,Summer,2042,0.8402567881619215
fsu,p3,Summer,2044,0.8705365911162377
fsu,p3,Summer,2046,0.9428512582954388
fsu,p3,Summer,2048,1.0339570755010534
fsu,p3,Summer,2050,0.9731739309407064
fsu,p4,Summer,2010,1.0
fsu,p4,Summer,2012,0.873957566987019
fsu,p4,Summer,2014,0.8381869735750096
fsu,p4,Summer,2016,0.8106475860255247
fsu,p4,Summer,2018,0.7911413997475857
fsu,p4,Summer,2020,0.8061302715465322
fsu,p4,Summer,2022,0.7663345041938023
fsu,p4,Summer,2024,0.7494745343099777
fsu,p4,Summer,2026,0.7210262861047596
fsu,p4,Summer,2028,0.725794663793042
fsu,p4,Summer,2030,0.7839706587144311
fsu,p4,Summer,2032,0.7828684168732962
fsu,p4,Summer,2034,0.8050791053816359
fsu,p4,Summer,2036,0.8291521009885731
fsu,p4,Summer,2038,0.8342269386297348
fsu,p4,Summer,2040,0.8330969273850761
fsu,p4,Summer,2042,0.8502655606044783
fsu,p4,Summer,2044,0.8708861885132638
fsu,p4,Summer,2046,0.91742854545772
fsu,p4,Summer,2048,0.9293574143171716
fsu,p4,Summer,2050,0.8468201353618294
fsu,p5,Summer,2010,1.0
fsu,p5,Summer,2012,0.8188577999005023
fsu,p5,Summer,2014,0.7484345683830318
fsu,p5,Summer,2016,0.7420134433990955
fsu,p5,Summer,2018,0.7192179789220878
fsu,p5,Summer,2020,0.6728848644100199
fsu,p5,Summer,2022,0.6470754521341818
fsu,p5,Summer,2024,0.6606319401698311
fsu,p5,Summer,2026,0.6326078015353778
fsu,p5,Summer,2028,0.6232892001812025
fsu,p5,Summer,2030,0.6306356200019773
fsu,p5,Summer,2032,0.6811601024751823
fsu,p5,Summer,2034,0.7100657764456519
fsu,p5,Summer,2036,0.7007536030628994
