,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p20,0.005,0.427,0.41,0.045,0.0,0.324,0.285,0.007,0.0,0.202,0.18,0.001,0.002,0.366,0.353,0.029,0.41
p21,0.006,0.432,0.437,0.049,0.0,0.381,0.378,0.011,0.0,0.242,0.256,0.002,0.002,0.402,0.433,0.035,0.4
p22,0.009,0.432,0.364,0.048,0.0,0.338,0.247,0.008,0.0,0.2,0.171,0.001,0.004,0.378,0.32,0.031,0.36
p23,0.007,0.457,0.407,0.038,0.0,0.361,0.291,0.005,0.0,0.217,0.185,0.001,0.003,0.405,0.358,0.023,0.35
p24,0.007,0.477,0.355,0.034,0.0,0.404,0.277,0.006,0.0,0.253,0.213,0.001,0.003,0.425,0.336,0.022,0.292
p25,0.002,0.413,0.496,0.059,0.0,0.355,0.408,0.015,0.0,0.215,0.271,0.004,0.001,0.378,0.464,0.042,0.46
p26,0.004,0.447,0.447,0.052,0.0,0.379,0.369,0.014,0.0,0.215,0.234,0.003,0.002,0.398,0.411,0.039,0.406
p27,0.001,0.383,0.544,0.065,0.0,0.36,0.463,0.02,0.0,0.281,0.391,0.009,0.0,0.4,0.546,0.05,0.459
p28,0.0,0.405,0.492,0.043,0.0,0.392,0.423,0.012,0.0,0.31,0.371,0.005,0.0,0.435,0.522,0.034,0.392
p29,0.003,0.386,0.426,0.045,0.0,0.394,0.426,0.014,0.0,0.319,0.399,0.005,0.001,0.434,0.526,0.04,0.31
p3,0.007,0.438,0.432,0.035,0.0,0.346,0.284,0.003,0.0,0.162,0.145,0.0,0.003,0.374,0.342,0.018,0.409
p30,0.0,0.414,0.458,0.036,0.0,0.404,0.408,0.01,0.0,0.336,0.385,0.005,0.0,0.457,0.519,0.032,0.316
p31,0.002,0.463,0.423,0.03,0.0,0.436,0.381,0.006,0.0,0.358,0.344,0.002,0.001,0.472,0.465,0.023,0.352
p32,0.007,0.416,0.41,0.037,0.0,0.34,0.309,0.005,0.0,0.239,0.26,0.001,0.004,0.388,0.392,0.022,0.411
p33,0.005,0.453,0.358,0.028,0.0,0.396,0.308,0.005,0.0,0.289,0.265,0.001,0.002,0.427,0.366,0.02,0.306
p34,0.006,0.467,0.373,0.03,0.0,0.417,0.339,0.006,0.0,0.312,0.292,0.002,0.003,0.453,0.402,0.023,0.362
p35,0.006,0.433,0.418,0.037,0.0,0.33,0.285,0.004,0.0,0.174,0.18,0.0,0.003,0.383,0.374,0.02,0.436
p36,0.002,0.372,0.458,0.064,0.0,0.28,0.327,0.014,0.0,0.133,0.222,0.003,0.001,0.327,0.414,0.041,0.427
p37,0.002,0.352,0.441,0.061,0.0,0.272,0.323,0.013,0.0,0.129,0.216,0.003,0.001,0.319,0.415,0.04,0.415
p38,0.002,0.362,0.452,0.057,0.0,0.289,0.338,0.013,0.0,0.172,0.256,0.003,0.001,0.329,0.415,0.037,0.426
p39,0.006,0.45,0.414,0.027,0.0,0.379,0.313,0.004,0.0,0.251,0.249,0.001,0.003,0.408,0.375,0.015,0.393
p4,0.005,0.467,0.453,0.037,0.0,0.36,0.297,0.003,0.0,0.169,0.158,0.0,0.002,0.401,0.37,0.019,0.409
p40,0.001,0.353,0.474,0.063,0.0,0.299,0.38,0.018,0.0,0.2,0.306,0.006,0.0,0.33,0.433,0.042,0.434
p41,0.001,0.362,0.452,0.052,0.0,0.304,0.361,0.012,0.0,0.198,0.277,0.003,0.0,0.336,0.407,0.034,0.419
p42,0.003,0.35,0.412,0.057,0.0,0.249,0.282,0.01,0.0,0.127,0.187,0.002,0.001,0.316,0.387,0.037,0.429
p43,0.004,0.354,0.416,0.049,0.0,0.263,0.298,0.009,0.0,0.164,0.221,0.002,0.002,0.325,0.383,0.031,0.384
p44,0.002,0.352,0.43,0.054,0.0,0.282,0.327,0.011,0.0,0.164,0.247,0.003,0.001,0.323,0.396,0.036,0.434
p45,0.002,0.356,0.437,0.049,0.0,0.293,0.342,0.01,0.0,0.18,0.259,0.003,0.001,0.331,0.407,0.032,0.419
p46,0.005,0.355,0.381,0.044,0.0,0.267,0.267,0.008,0.0,0.164,0.197,0.001,0.003,0.329,0.35,0.028,0.347
p47,0.002,0.448,0.411,0.029,0.0,0.419,0.36,0.008,0.0,0.349,0.332,0.003,0.001,0.463,0.434,0.022,0.394
p48,0.0,0.36,0.534,0.073,0.0,0.322,0.461,0.031,0.0,0.261,0.425,0.018,0.0,0.359,0.532,0.06,0.469
p49,0.0,0.375,0.52,0.067,0.0,0.327,0.436,0.024,0.0,0.251,0.383,0.013,0.0,0.361,0.5,0.049,0.486
p5,0.004,0.369,0.46,0.058,0.0,0.274,0.295,0.008,0.0,0.126,0.147,0.001,0.001,0.288,0.332,0.029,0.426
p50,0.0,0.349,0.484,0.056,0.0,0.303,0.388,0.016,0.0,0.233,0.336,0.007,0.0,0.32,0.439,0.04,0.429
p51,0.001,0.34,0.457,0.05,0.0,0.292,0.359,0.012,0.0,0.222,0.304,0.005,0.0,0.317,0.413,0.032,0.412
p52,0.001,0.363,0.518,0.072,0.0,0.316,0.43,0.025,0.0,0.236,0.383,0.012,0.0,0.344,0.486,0.051,0.503
p53,0.001,0.347,0.461,0.054,0.0,0.304,0.369,0.015,0.0,0.228,0.321,0.006,0.0,0.324,0.416,0.037,0.416
p54,0.002,0.331,0.416,0.047,0.0,0.305,0.341,0.011,0.0,0.217,0.28,0.003,0.001,0.322,0.373,0.03,0.382
p55,0.001,0.349,0.426,0.044,0.0,0.305,0.347,0.01,0.0,0.208,0.271,0.003,0.001,0.316,0.388,0.03,0.395
p56,0.001,0.348,0.435,0.044,0.0,0.296,0.343,0.01,0.0,0.214,0.269,0.003,0.0,0.312,0.389,0.028,0.382
p57,0.001,0.363,0.426,0.038,0.0,0.306,0.346,0.01,0.0,0.225,0.285,0.004,0.0,0.319,0.396,0.027,0.384
p58,0.001,0.365,0.335,0.023,0.0,0.334,0.301,0.005,0.0,0.26,0.263,0.002,0.001,0.358,0.364,0.019,0.316
p59,0.001,0.422,0.455,0.032,0.0,0.404,0.422,0.008,0.0,0.351,0.393,0.003,0.0,0.449,0.512,0.026,0.418
p6,0.006,0.444,0.45,0.055,0.0,0.337,0.303,0.01,0.0,0.157,0.164,0.001,0.002,0.349,0.346,0.031,0.431
p60,0.0,0.352,0.508,0.066,0.0,0.321,0.438,0.027,0.0,0.253,0.4,0.014,0.0,0.346,0.506,0.051,0.409
p61,0.0,0.348,0.491,0.057,0.0,0.322,0.433,0.024,0.0,0.267,0.414,0.016,0.0,0.349,0.509,0.049,0.409
p62,0.0,0.357,0.516,0.068,0.0,0.331,0.455,0.031,0.0,0.26,0.415,0.018,0.0,0.363,0.531,0.056,0.439
p63,0.0,0.351,0.456,0.047,0.0,0.303,0.381,0.015,0.0,0.233,0.333,0.007,0.0,0.309,0.432,0.036,0.413
p64,0.0,0.336,0.441,0.048,0.0,0.289,0.378,0.019,0.0,0.221,0.33,0.01,0.0,0.288,0.421,0.038,0.386
p65,0.0,0.334,0.451,0.047,0.0,0.298,0.39,0.019,0.0,0.221,0.34,0.011,0.0,0.293,0.435,0.036,0.387
p66,0.0,0.345,0.379,0.031,0.0,0.321,0.34,0.009,0.0,0.24,0.294,0.005,0.0,0.316,0.387,0.025,0.354
p67,0.0,0.332,0.402,0.038,0.0,0.299,0.349,0.011,0.0,0.218,0.295,0.006,0.0,0.305,0.402,0.03,0.36
p68,0.004,0.371,0.387,0.043,0.0,0.285,0.281,0.009,0.0,0.165,0.201,0.002,0.002,0.339,0.344,0.028,0.366
p69,0.003,0.364,0.405,0.04,0.0,0.293,0.299,0.007,0.0,0.175,0.218,0.001,0.001,0.336,0.376,0.025,0.39
p7,0.006,0.434,0.486,0.063,0.0,0.354,0.369,0.014,0.0,0.168,0.206,0.003,0.002,0.371,0.417,0.04,0.426
p70,0.003,0.348,0.419,0.044,0.0,0.295,0.321,0.009,0.0,0.182,0.236,0.002,0.001,0.325,0.379,0.029,0.39
p71,0.003,0.355,0.407,0.039,0.0,0.308,0.312,0.008,0.0,0.203,0.238,0.002,0.001,0.335,0.363,0.024,0.349
p72,0.003,0.368,0.397,0.035,0.0,0.323,0.306,0.006,0.0,0.215,0.235,0.001,0.001,0.342,0.358,0.021,0.412
p73,0.003,0.365,0.391,0.036,0.0,0.322,0.328,0.007,0.0,0.213,0.241,0.001,0.001,0.337,0.365,0.024,0.373
p74,0.003,0.334,0.429,0.065,0.0,0.235,0.29,0.015,0.0,0.141,0.213,0.004,0.002,0.309,0.398,0.044,0.417
p75,0.006,0.389,0.366,0.031,0.0,0.296,0.24,0.003,0.0,0.177,0.176,0.0,0.003,0.359,0.342,0.018,0.374
p76,0.006,0.367,0.354,0.036,0.0,0.285,0.241,0.005,0.0,0.162,0.176,0.001,0.004,0.341,0.334,0.023,0.348
p77,0.004,0.359,0.376,0.035,0.0,0.301,0.289,0.005,0.0,0.188,0.211,0.001,0.002,0.34,0.358,0.022,0.359
p78,0.006,0.382,0.354,0.032,0.0,0.312,0.255,0.006,0.0,0.174,0.168,0.0,0.003,0.354,0.322,0.02,0.361
p79,0.006,0.394,0.345,0.028,0.0,0.327,0.248,0.003,0.0,0.199,0.18,0.0,0.003,0.364,0.33,0.017,0.361
p8,0.004,0.495,0.489,0.04,0.0,0.41,0.359,0.006,0.0,0.227,0.226,0.001,0.002,0.423,0.415,0.023,0.445
p80,0.005,0.383,0.36,0.029,0.0,0.304,0.252,0.003,0.0,0.189,0.18,0.0,0.003,0.351,0.323,0.016,0.355
p81,0.003,0.376,0.382,0.032,0.0,0.326,0.289,0.005,0.0,0.21,0.21,0.001,0.002,0.346,0.341,0.019,0.402
p82,0.004,0.381,0.375,0.029,0.0,0.331,0.285,0.004,0.0,0.218,0.215,0.0,0.002,0.359,0.341,0.016,0.38
p83,0.004,0.376,0.375,0.031,0.0,0.334,0.283,0.005,0.0,0.213,0.205,0.001,0.002,0.346,0.334,0.019,0.393
p84,0.002,0.381,0.381,0.031,0.0,0.339,0.314,0.006,0.0,0.238,0.245,0.001,0.001,0.354,0.354,0.02,0.365
p85,0.001,0.361,0.407,0.035,0.0,0.309,0.325,0.007,0.0,0.224,0.258,0.002,0.001,0.328,0.381,0.024,0.384
p86,0.001,0.369,0.37,0.025,0.0,0.326,0.313,0.006,0.0,0.251,0.263,0.002,0.001,0.346,0.372,0.02,0.344
p87,0.002,0.385,0.343,0.021,0.0,0.341,0.286,0.004,0.0,0.262,0.243,0.001,0.001,0.368,0.353,0.017,0.326
p88,0.002,0.38,0.367,0.023,0.0,0.325,0.293,0.003,0.0,0.247,0.24,0.001,0.001,0.358,0.364,0.017,0.37
p89,0.003,0.388,0.342,0.019,0.0,0.346,0.273,0.002,0.0,0.262,0.227,0.001,0.002,0.366,0.344,0.013,0.345
p9,0.003,0.46,0.483,0.04,0.0,0.381,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.42,0.427,0.024,0.428
p90,0.003,0.384,0.333,0.016,0.0,0.349,0.275,0.002,0.0,0.289,0.249,0.001,0.002,0.389,0.355,0.012,0.301
p91,0.003,0.38,0.328,0.015,0.0,0.352,0.275,0.002,0.0,0.293,0.246,0.001,0.002,0.408,0.367,0.012,0.257
p92,0.003,0.361,0.366,0.031,0.0,0.323,0.301,0.007,0.0,0.231,0.24,0.003,0.001,0.338,0.354,0.023,0.364
p93,0.004,0.383,0.344,0.026,0.0,0.334,0.269,0.004,0.0,0.23,0.207,0.001,0.002,0.356,0.322,0.017,0.357
p94,0.0,0.337,0.41,0.045,0.0,0.293,0.349,0.016,0.0,0.235,0.31,0.008,0.0,0.334,0.42,0.039,0.395
p95,0.0,0.353,0.399,0.039,0.0,0.315,0.337,0.012,0.0,0.261,0.306,0.006,0.0,0.349,0.4,0.032,0.324
p96,0.001,0.359,0.374,0.035,0.0,0.308,0.309,0.01,0.0,0.256,0.288,0.005,0.0,0.365,0.393,0.031,0.333
p97,0.001,0.35,0.387,0.04,0.0,0.307,0.323,0.012,0.0,0.25,0.291,0.005,0.0,0.345,0.386,0.032,0.319
p98,0.001,0.361,0.37,0.033,0.0,0.306,0.295,0.008,0.0,0.248,0.268,0.003,0.001,0.36,0.373,0.027,0.335
p99,0.002,0.353,0.369,0.037,0.0,0.304,0.292,0.008,0.0,0.233,0.256,0.002,0.001,0.344,0.362,0.027,0.352
