r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p19089,0.01025,0.0205,0.077,0.125,0.238,0.387,0.984,0.598935755,0.643050477,0.690977242,0.737950939,0.788018536,0.697,0.699,0.702,0.706,0.711,0.719,0.744,0.78,0.831
p19131,0.0045,0.009,0.034,0.071,0.155,0.218,0.189,0.115494437,0.127547202,0.141710754,0.156842784,0.179723526,0.162,0.163,0.165,0.168,0.172,0.182,0.195,0.21,0.234
p19191,0.0215,0.043,0.161,0.32,0.648,0.907,0.824,0.475264721,0.516566168,0.565744483,0.644296615,0.771889502,0.737,0.745,0.756,0.781,0.824,0.873,0.952,1.056,1.167
p19001,0.00225,0.0045,0.017,0.024,0.044,0.072,0.213,0.117538587,0.129672989,0.145006353,0.165869707,0.202765003,0.193,0.195,0.199,0.207,0.216,0.236,0.266,0.298,0.358
p19003,0.025,0.05,0.187,0.361,0.762,1.035,0.385,0.233033024,0.252968617,0.274633244,0.295631722,0.316820318,0.279,0.28,0.281,0.283,0.286,0.289,0.299,0.311,0.326
p19007,0.04375,0.0875,0.328,0.678,1.414,1.978,1.5,0.917823052,0.993805282,1.067774053,1.138520639,1.206221356,1.062,1.063,1.064,1.066,1.072,1.076,1.089,1.101,1.123
p19011,0.02275,0.0455,0.171,0.279,0.563,0.911,2.272,1.348116487,1.45935257,1.573099222,1.680136007,1.798387332,1.588,1.589,1.591,1.596,1.605,1.638,1.685,1.726,1.796
p19015,0.0365,0.073,0.274,0.489,1.026,1.642,3.609,2.130003608,2.249082329,2.368437096,2.499329251,2.602534903,2.279,2.279,2.279,2.279,2.279,2.279,2.285,2.32,2.372
p19029,0.01125,0.0225,0.084,0.203,0.418,0.571,0.31,0.173752694,0.192383696,0.220805128,0.258395665,0.29953921,0.285,0.285,0.287,0.29,0.301,0.317,0.338,0.361,0.383
p19031,0.00025,0.0005,0.002,0.002,0.006,0.009,0.004,0,0,0.001098533,0.001128365,0.002304148,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.011,0.016
p19039,0.0305,0.061,0.229,0.394,0.81,1.352,3.512,2.04721556,2.166176648,2.276160326,2.379722524,2.466590184,2.152,2.152,2.152,2.152,2.154,2.161,2.166,2.177,2.199
p19045,0.1165,0.233,0.873,1.574,3.228,5.247,12.089,7.178030392,7.585869841,7.96216701,8.314924268,8.641706199,7.543,7.543,7.543,7.543,7.544,7.571,7.615,7.679,7.81
p19049,0.1105,0.221,0.828,1.424,3.06,5.446,15.663,8.882850938,9.252486614,9.58250315,9.86755499,10.10138381,8.772,8.772,8.772,8.772,8.772,8.772,8.772,8.774,8.785
p19051,0.003,0.006,0.022,0.032,0.063,0.101,0.28,0.191127963,0.210452883,0.235086057,0.271936049,0.315668244,0.305,0.306,0.309,0.317,0.333,0.354,0.382,0.413,0.46
p19053,0.011,0.022,0.082,0.143,0.296,0.484,1.136,0.651061563,0.688754891,0.730524429,0.766160073,0.807603792,0.706,0.706,0.706,0.706,0.706,0.708,0.712,0.718,0.727
p19055,0.02275,0.0455,0.171,0.288,0.584,0.911,1.924,1.119171761,1.225516033,1.34350583,1.488313897,1.664746761,1.529,1.531,1.553,1.583,1.618,1.662,1.714,1.781,1.859
p19057,0.16825,0.3365,1.261,2.208,4.493,7.104,15.179,8.499572938,9.170643826,9.871417323,10.59422228,11.29147613,9.93,9.93,9.93,9.933,9.976,10.033,10.149,10.325,10.594
p19061,0.49375,0.9875,3.701,7.08,14.563,21.815,32.328,18.01611017,19.14589792,20.26134221,21.47956281,22.80299837,20.093,20.102,20.144,20.214,20.31,20.432,20.706,21.107,21.767
p19073,0.00025,0.0005,0.002,0.004,0.007,0.012,0.026,0.012264896,0.013817614,0.014280929,0.015797115,0.018433182,0.017,0.018,0.018,0.019,0.02,0.022,0.024,0.027,0.03
p19077,0.001,0.002,0.007,0.011,0.02,0.032,0.095,0.053147883,0.057396241,0.061517847,0.067701921,0.074884802,0.07,0.071,0.073,0.076,0.08,0.084,0.091,0.098,0.107
p19079,0.0025,0.005,0.019,0.037,0.079,0.114,0.123,0.066434853,0.073339641,0.079094374,0.085755767,0.096774206,0.089,0.091,0.094,0.097,0.101,0.107,0.115,0.123,0.148
p19083,0.00875,0.0175,0.066,0.158,0.37,0.498,0.141,0.090964645,0.108415122,0.123035693,0.129762015,0.135944718,0.12,0.12,0.12,0.12,0.12,0.12,0.121,0.121,0.123
p19087,0.08175,0.1635,0.613,1.086,2.246,3.499,6.261,3.576239263,3.747761953,3.911875928,4.056473435,4.193548935,3.66,3.66,3.663,3.666,3.671,3.685,3.698,3.72,3.766
p19095,0.00825,0.0165,0.062,0.158,0.326,0.438,0.125,0.072567301,0.078654108,0.084587039,0.091397593,0.100230428,0.087,0.087,0.087,0.088,0.088,0.088,0.088,0.089,0.089
p19097,0.0105,0.021,0.079,0.143,0.296,0.433,0.605,0.373057254,0.410276833,0.449299987,0.507764408,0.591013902,0.547,0.552,0.559,0.57,0.584,0.62,0.678,0.756,0.877
p19099,0.064,0.128,0.48,0.887,1.904,2.834,4.358,2.468310323,2.694434643,3.041837811,3.433615762,3.8951618,3.576,3.579,3.584,3.63,3.709,3.815,3.964,4.129,4.346
p19101,0.05525,0.1105,0.414,0.744,1.517,2.372,4.831,2.727917289,2.926145393,3.135213114,3.36365711,3.599078812,3.157,3.158,3.161,3.167,3.176,3.194,3.246,3.307,3.395
p19103,0,0,0,0.002,0.004,0.005,0.002,0.001022075,0.001062893,0.001098533,0.003385096,0.012672813,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.036,0.077
p19105,0.05125,0.1025,0.384,0.639,1.283,2.125,5.54,3.285970057,3.509673843,3.727322388,3.951535457,4.165899162,3.664,3.664,3.664,3.665,3.666,3.677,3.741,3.823,3.937
p19107,0.00875,0.0175,0.066,0.113,0.23,0.358,0.736,0.457889451,0.499559875,0.539379691,0.578851425,0.615207454,0.543,0.545,0.545,0.545,0.548,0.557,0.56,0.572,0.591
p19111,0.22875,0.4575,1.715,3.175,6.505,9.761,15.086,9.01674272,9.669140807,10.27897306,10.8571314,11.38479412,9.96,9.96,9.96,9.964,9.994,10.048,10.114,10.235,10.504
p19113,0.41225,0.8245,3.09,5.937,13.016,19.325,26.304,15.90143768,17.61320571,19.52202952,21.53033925,23.62788327,21.148,21.228,21.362,21.561,21.817,22.15,22.568,23.088,23.934
p19115,0.00075,0.0015,0.006,0.009,0.022,0.031,0.027,0.014309045,0.0159434,0.017576528,0.019182211,0.021889404,0.02,0.02,0.021,0.021,0.022,0.023,0.025,0.027,0.031
p19117,0.02325,0.0465,0.174,0.312,0.639,0.934,1.187,0.679679654,0.729144838,0.798633474,0.881253339,0.973502431,0.881,0.881,0.881,0.882,0.896,0.919,0.948,0.986,1.04
p19121,0.00475,0.0095,0.036,0.056,0.109,0.169,0.366,0.211569456,0.229584964,0.253761117,0.282091338,0.332949352,0.313,0.316,0.321,0.328,0.341,0.366,0.397,0.444,0.505
p19123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19125,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
p19127,0.18775,0.3755,1.407,2.489,5.069,7.472,10.039,5.934165522,6.338033048,6.803214721,7.285855068,7.927420391,7.039,7.052,7.086,7.133,7.196,7.27,7.458,7.7,7.995
p19135,0.0005,0.001,0.004,0.006,0.011,0.017,0.024,0.013286971,0.013817614,0.015379462,0.01692548,0.019585256,0.018,0.018,0.018,0.019,0.02,0.021,0.022,0.024,0.027
p19139,0.0095,0.019,0.071,0.154,0.317,0.442,0.308,0.174774768,0.188132123,0.203228601,0.222287974,0.244239663,0.226,0.228,0.232,0.24,0.25,0.264,0.278,0.297,0.32
p19153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19157,0.0545,0.109,0.409,0.656,1.324,2.294,6.73,3.855265647,4.083636252,4.301855134,4.504434479,4.672811671,4.093,4.093,4.093,4.094,4.095,4.104,4.121,4.161,4.218
p19159,0.01025,0.0205,0.077,0.177,0.372,0.513,0.277,0.166598171,0.182817656,0.202130068,0.223416339,0.246543811,0.221,0.222,0.225,0.228,0.232,0.236,0.256,0.291,0.336
p19163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
p19169,0.21275,0.4255,1.595,3.457,7.525,10.671,9.967,5.812538636,6.30402046,6.983374129,7.831983898,8.897466601,8.211,8.225,8.24,8.333,8.495,8.784,9.195,9.626,10.165
p19171,0.00925,0.0185,0.069,0.162,0.346,0.476,0.183,0.113450288,0.131798775,0.151597551,0.171511533,0.191244265,0.17,0.17,0.171,0.173,0.175,0.178,0.181,0.187,0.195
p19175,0.04025,0.0805,0.302,0.539,1.121,1.794,3.907,2.273094061,2.397887398,2.525527312,2.653915304,2.788018798,2.46,2.461,2.463,2.467,2.479,2.501,2.545,2.6,2.662
p19177,0.00175,0.0035,0.013,0.02,0.039,0.06,0.139,0.079721824,0.087157255,0.094473836,0.102681247,0.112903241,0.103,0.104,0.107,0.111,0.114,0.119,0.124,0.14,0.165
p19179,0.17625,0.3525,1.321,2.532,5.214,7.539,8.136,2.936420521,3.268397052,3.676789871,4.185107085,4.820277128,4.543,4.602,4.729,4.881,5.076,5.295,5.552,5.864,6.251
p19181,0.01425,0.0285,0.107,0.21,0.433,0.612,0.672,0.342395014,0.389018966,0.459186784,0.56305431,0.70622129,0.708,0.713,0.718,0.754,0.801,0.863,0.95,1.051,1.167
p19183,0.09325,0.1865,0.699,1.238,2.559,4.113,9.237,5.183962715,5.545114608,5.911205944,6.262427695,6.584102243,5.772,5.772,5.772,5.772,5.772,5.789,5.849,5.94,6.069
p19185,0.0005,0.001,0.004,0.009,0.018,0.026,0.033,0.018397344,0.020194974,0.02197066,0.024824038,0.026497699,0.025,0.025,0.026,0.026,0.027,0.028,0.029,0.032,0.034
p29001,0.05525,0.1105,0.324,0.42,0.604,0.956,1.462,0.033728464,0.042515734,0.058222248,0.082370671,0.108294945,0.106,0.123,0.145,0.158,0.168,0.182,0.205,0.268,0.367
p29045,0.01325,0.0265,0.078,0.099,0.14,0.224,0.353,0.008176597,0.008503147,0.008788264,0.010155288,0.012672813,0.012,0.014,0.016,0.019,0.023,0.033,0.06,0.104,0.169
p29103,0.00875,0.0175,0.051,0.065,0.092,0.146,0.252,0.005110373,0.005314467,0.005492665,0.006770192,0.008064517,0.008,0.009,0.01,0.013,0.015,0.021,0.046,0.085,0.142
p29111,0.018,0.036,0.105,0.135,0.189,0.303,0.504,0.010220747,0.010628934,0.012083863,0.013540384,0.017281108,0.018,0.021,0.024,0.029,0.036,0.051,0.082,0.146,0.241
p29121,0.04,0.08,0.234,0.292,0.402,0.613,0.908,0.023507717,0.034012587,0.05163105,0.078985575,0.111751167,0.117,0.12,0.123,0.128,0.136,0.148,0.165,0.195,0.257
p29127,0.0715,0.143,0.419,0.505,0.683,1.035,1.765,0.036794688,0.039327054,0.079094374,0.127505285,0.193548412,0.224,0.229,0.236,0.243,0.288,0.329,0.381,0.441,0.512
p29137,0.0205,0.041,0.12,0.153,0.215,0.337,0.555,0.011242821,0.013817614,0.015379462,0.019182211,0.026497699,0.027,0.03,0.033,0.037,0.043,0.049,0.062,0.083,0.122
p29173,0.01975,0.0395,0.116,0.148,0.209,0.335,0.555,0.011242821,0.01275472,0.014280929,0.015797115,0.018433182,0.019,0.021,0.024,0.028,0.032,0.037,0.043,0.058,0.076
p29197,0.00875,0.0175,0.051,0.066,0.094,0.147,0.252,0.005110373,0.005314467,0.007689731,0.010155288,0.012672813,0.014,0.015,0.016,0.018,0.02,0.023,0.027,0.034,0.045
p29199,0.015,0.03,0.088,0.107,0.146,0.217,0.303,0.010220747,0.017006294,0.028561857,0.045134614,0.059907842,0.059,0.06,0.062,0.064,0.067,0.07,0.074,0.085,0.11
p29205,0.01275,0.0255,0.075,0.094,0.131,0.208,0.353,0.007154523,0.007440253,0.008788264,0.010155288,0.013824887,0.014,0.015,0.016,0.018,0.02,0.022,0.026,0.03,0.037
p29007,0.0485,0.097,0.284,0.353,0.487,0.763,1.16,0.024529792,0.026572334,0.028561857,0.03159423,0.036866364,0.035,0.039,0.044,0.051,0.061,0.073,0.092,0.111,0.169
p29019,0.4265,0.853,2.498,3.064,4.089,6.052,8.824,0.207481158,0.267849124,0.771170149,1.487185532,2.306451914,2.411,2.414,2.421,2.434,2.645,2.812,3.851,5.224,6.971
p29027,0.0735,0.147,0.43,0.545,0.761,1.216,1.916,0.039860912,0.042515734,0.046138385,0.055289902,0.069124433,0.065,0.072,0.082,0.094,0.111,0.133,0.162,0.196,0.285
p29031,0.2105,0.421,1.233,1.486,2.009,3.049,5.194,0.140024229,0.217893137,0.372402679,0.569824502,0.782258167,0.789,0.828,0.869,0.912,0.948,0.995,1.086,1.295,1.618
p29051,0.16975,0.3395,0.994,1.25,1.745,2.719,4.135,0.088920496,0.099911975,0.117543028,0.146687496,0.19585256,0.217,0.233,0.254,0.282,0.336,0.411,0.499,0.661,0.905
p29053,0.039,0.078,0.228,0.334,0.512,0.75,1.109,0.037816763,0.065899388,0.115345962,0.380259123,0.700460921,0.839,0.862,0.885,0.899,0.909,0.925,0.942,1.028,1.23
p29071,0.2235,0.447,1.309,1.704,2.46,3.801,5.698,0.133891781,0.173251616,0.252662584,0.382515854,0.544930947,0.583,0.613,0.646,0.684,0.759,0.811,0.9,1.053,1.241
p29073,0.03475,0.0695,0.203,0.256,0.357,0.561,0.908,0.018397344,0.020194974,0.025266258,0.033850961,0.043778808,0.045,0.049,0.052,0.056,0.062,0.07,0.077,0.086,0.097
p29089,0.01725,0.0345,0.101,0.131,0.183,0.293,0.454,0.010220747,0.010628934,0.012083863,0.013540384,0.016129034,0.016,0.018,0.02,0.023,0.028,0.034,0.039,0.046,0.056
p29099,0.45625,0.9125,2.672,3.407,4.741,7.398,14.32,0.43131551,0.663245451,0.961216354,1.246843712,1.511520935,1.484,1.624,1.799,1.983,2.067,2.17,2.35,2.854,3.678
p29113,0.20975,0.4195,1.228,1.394,1.819,2.585,3.58,0.226900576,0.519754848,1.250130527,2.262372528,3.367511961,3.425,3.44,3.453,3.47,3.493,3.518,3.801,4.237,4.852
p29125,0.01675,0.0335,0.098,0.127,0.178,0.286,0.454,0.009198672,0.010628934,0.01098533,0.012412019,0.013824887,0.013,0.015,0.018,0.021,0.026,0.032,0.039,0.053,0.107
p29131,0.05625,0.1125,0.329,0.43,0.606,0.945,1.563,0.036794688,0.045704414,0.06261638,0.085755767,0.102534576,0.098,0.108,0.125,0.134,0.145,0.159,0.176,0.196,0.26
p29133,0.028,0.056,0.164,0.202,0.276,0.43,0.656,0.017375269,0.02550944,0.041744253,0.054161537,0.065668211,0.062,0.065,0.069,0.075,0.083,0.091,0.104,0.136,0.205
p29135,0.02725,0.0545,0.16,0.201,0.278,0.44,0.706,0.017375269,0.02232076,0.032955989,0.041749518,0.052995399,0.051,0.053,0.057,0.062,0.069,0.084,0.105,0.137,0.178
p29139,0.0255,0.051,0.149,0.192,0.268,0.423,0.656,0.014309045,0.0159434,0.019773594,0.023695672,0.028801847,0.029,0.032,0.036,0.04,0.046,0.054,0.075,0.118,0.181
p29141,0.06375,0.1275,0.373,0.477,0.672,1.073,1.714,0.037816763,0.043578627,0.052729583,0.066573556,0.088709689,0.094,0.1,0.109,0.122,0.14,0.17,0.226,0.305,0.417
p29151,0.02425,0.0485,0.142,0.182,0.256,0.413,0.656,0.014309045,0.014880507,0.016477995,0.018053846,0.02073733,0.02,0.022,0.025,0.029,0.034,0.043,0.061,0.094,0.14
p29157,0.03875,0.0775,0.227,0.293,0.424,0.663,1.008,0.022485643,0.02869812,0.038448654,0.057546633,0.086405541,0.096,0.101,0.108,0.118,0.154,0.214,0.314,0.526,0.841
p29163,0.0325,0.065,0.19,0.238,0.333,0.523,0.857,0.018397344,0.020194974,0.02197066,0.023695672,0.027649773,0.026,0.029,0.032,0.036,0.042,0.05,0.059,0.072,0.09
p29175,0.058,0.116,0.34,0.445,0.619,0.937,1.361,0.035772613,0.052081774,0.08129144,0.129762015,0.199308782,0.209,0.222,0.236,0.253,0.265,0.282,0.301,0.35,0.421
p29183,0.75225,1.5045,4.405,5.605,7.907,12.16,18.556,0.419050614,0.521880635,0.683287511,0.927516318,1.270737493,1.252,1.335,1.433,1.546,1.683,1.842,2.142,2.618,3.316
p29186,0.03675,0.0735,0.215,0.283,0.426,0.667,1.008,0.021463568,0.026572334,0.035153055,0.054161537,0.081797246,0.095,0.1,0.108,0.124,0.176,0.266,0.411,0.621,0.914
p29187,0.129,0.258,0.755,0.961,1.352,2.142,3.378,0.072567301,0.080779895,0.093375303,0.1139649,0.145161309,0.155,0.167,0.184,0.205,0.239,0.277,0.335,0.462,0.639
p29189,3.559071627,7.118143253,20.841,25.062,34.335,50.491,72.048,3.548032238,7.648384232,15.78095742,28.58098285,44.18114343,40.72476168,40.89317929,41.13696185,41.58146129,42.18361191,42.90880736,57.47577684,71.37984231,82.79455713
p29201,0.083,0.166,0.486,0.597,0.819,1.266,1.967,0.043949211,0.053144668,0.071404643,0.115093266,0.167050713,0.179,0.187,0.196,0.205,0.216,0.232,0.28,0.355,0.509
p29219,0.0665,0.133,0.389,0.493,0.687,1.073,1.714,0.036794688,0.041452841,0.048335451,0.058674998,0.071428581,0.073,0.08,0.088,0.099,0.112,0.132,0.153,0.2,0.301
p29510,1.068928373,2.137856747,6.259,7.527,10.312,15.164,21.639,1.065612813,2.297108846,4.739638569,8.583986701,13.26932491,12.23123832,12.28182071,12.35503815,12.48853871,12.66938809,12.88719264,17.26222316,21.43815769,24.86644287
p29017,0.0225,0.045,0.132,0.168,0.237,0.38,0.605,0.012264896,0.013817614,0.014280929,0.015797115,0.018433182,0.018,0.02,0.022,0.025,0.03,0.034,0.041,0.056,0.077
p29055,0.0495,0.099,0.29,0.363,0.504,0.796,1.261,0.026573941,0.02869812,0.031857456,0.034979326,0.04147466,0.041,0.046,0.052,0.06,0.07,0.082,0.098,0.118,0.142
p29093,0.0275,0.055,0.161,0.194,0.264,0.404,0.656,0.018397344,0.026572334,0.046138385,0.077857209,0.11866361,0.108,0.111,0.114,0.121,0.125,0.129,0.14,0.153,0.189
p29123,0.031,0.062,0.182,0.221,0.298,0.452,0.656,0.014309045,0.014880507,0.030758923,0.059803364,0.091013837,0.094,0.096,0.098,0.1,0.103,0.109,0.121,0.133,0.15
p29161,0.09075,0.1815,0.531,0.661,0.916,1.424,2.168,0.04599336,0.049955987,0.056025182,0.06544519,0.079493098,0.08,0.089,0.098,0.11,0.124,0.141,0.163,0.19,0.226
p29169,0.0755,0.151,0.442,0.556,0.772,1.219,1.967,0.040882987,0.043578627,0.046138385,0.050776441,0.055299546,0.052,0.057,0.064,0.072,0.083,0.096,0.114,0.137,0.177
p29179,0.01475,0.0295,0.086,0.11,0.153,0.245,0.403,0.008176597,0.008503147,0.009886797,0.011283654,0.013824887,0.014,0.015,0.017,0.019,0.021,0.024,0.027,0.032,0.045
p29221,0.042,0.084,0.246,0.313,0.439,0.703,1.109,0.023507717,0.02550944,0.028561857,0.032722595,0.039170512,0.039,0.042,0.046,0.052,0.059,0.069,0.082,0.097,0.121
p26003,0.00175,0.0035,0.017,0.027,0.041,0.08,0.118,0.022485643,0.023383654,0.024167725,0.024824038,0.025345625,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
p26013,0.00075,0.0015,0.007,0.01,0.017,0.038,0.06,0.063368629,0.065899388,0.068109045,0.069958652,0.071428581,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062
p26041,0.00775,0.0155,0.077,0.117,0.185,0.373,0.556,0.059280331,0.061647814,0.063714913,0.06544519,0.066820285,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058
p26043,0.00675,0.0135,0.067,0.105,0.163,0.322,0.48,0.285158832,0.296547245,0.3064907,0.314813933,0.321428613,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279,0.279
p26053,0.0065,0.013,0.065,0.09,0.148,0.327,0.522,0.136958005,0.142427709,0.147203419,0.151200957,0.1543779,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134
p26061,0.00225,0.0045,0.022,0.031,0.051,0.112,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26071,0.00125,0.0025,0.012,0.016,0.027,0.061,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26083,0.001,0.002,0.01,0.014,0.022,0.049,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26103,0.01025,0.0205,0.102,0.166,0.256,0.492,0.698,0.112428213,0.116918269,0.120838627,0.124120189,0.126728127,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
p26109,0.0065,0.013,0.065,0.098,0.156,0.329,0.517,0.377145552,0.392207646,0.405358668,0.416366814,0.425115263,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369
p26131,0.001,0.002,0.01,0.016,0.025,0.055,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55009,0.157,0.314,0.898,1.495,2.935,5.381,8.059,5.4629891,5.749190131,6.034241637,6.322231059,6.603687499,5.866,5.889,5.942,6.022,6.118,6.23,6.372,6.531,7.239
p55029,0.027,0.054,0.154,0.256,0.458,0.871,1.364,0.951551516,1.002308429,1.053493124,1.099027851,1.142857292,1.005,1.005,1.005,1.011,1.021,1.033,1.053,1.079,1.113
p55037,0.00325,0.0065,0.019,0.032,0.051,0.104,0.181,0.128781408,0.138176136,0.146104886,0.155714418,0.164746565,0.148,0.148,0.149,0.151,0.153,0.157,0.162,0.168,0.193
p55041,0.006,0.012,0.034,0.062,0.097,0.197,0.344,0.246319995,0.262534658,0.27683031,0.292246626,0.311059949,0.279,0.28,0.283,0.288,0.294,0.302,0.312,0.326,0.354
p55061,0.01175,0.0235,0.067,0.145,0.324,0.818,1.764,1.507560135,1.918522497,2.378323893,2.86604799,3.385945143,3.234,3.3,3.381,3.526,3.67,3.832,4.022,4.312,4.637
p55067,0.0085,0.017,0.049,0.085,0.133,0.272,0.47,0.335240491,0.356069272,0.378993877,0.403954795,0.430875632,0.39,0.393,0.399,0.409,0.424,0.44,0.454,0.498,0.568
p55069,0.0115,0.023,0.066,0.116,0.182,0.372,0.647,0.465043974,0.496371195,0.530591427,0.567567771,0.607142937,0.55,0.552,0.558,0.57,0.587,0.603,0.621,0.662,0.718
p55071,0.06075,0.1215,0.348,0.794,1.633,2.886,4.128,2.634908494,2.769900071,2.904521189,3.039816254,3.178571844,2.825,2.845,2.875,2.914,2.954,2.997,3.05,3.404,5.606
p55073,0.0665,0.133,0.38,0.635,1.168,2.213,3.446,2.389610573,2.524371707,2.666139533,2.81527155,2.972350619,2.658,2.662,2.686,2.728,2.785,2.853,2.927,3.004,3.198
p55075,0.0295,0.059,0.169,0.286,0.517,0.997,1.579,1.102818567,1.165994005,1.230356933,1.298748518,1.372119995,1.222,1.225,1.235,1.253,1.276,1.307,1.34,1.384,1.524
p55083,0.02425,0.0485,0.139,0.23,0.412,0.781,1.217,0.8472999,0.889641734,0.929358898,0.962495644,0.995391835,0.871,0.872,0.876,0.88,0.886,0.893,0.903,0.915,0.954
p55085,0.01975,0.0395,0.113,0.198,0.309,0.634,1.098,0.784953345,0.83437128,0.881023447,0.929773049,0.983871096,0.877,0.877,0.88,0.891,0.905,0.927,0.952,0.99,1.03
p55097,0.0325,0.065,0.186,0.306,0.545,1.027,1.61,1.105884791,1.168119792,1.230356933,1.28859323,1.344470222,1.191,1.193,1.199,1.211,1.229,1.251,1.284,1.321,1.403
p55125,0.017,0.034,0.097,0.168,0.262,0.531,0.911,0.649017414,0.681314638,0.712947901,0.743592766,0.773041576,0.684,0.685,0.689,0.697,0.708,0.721,0.732,0.75,0.805
p55001,0.0145,0.029,0.083,0.161,0.319,0.605,0.96,0.672525131,0.712138545,0.752495089,0.796625937,1.020737461,0.915,0.929,0.946,0.966,0.992,1.195,1.712,2.48,3.367
p55015,0.021,0.042,0.12,0.205,0.383,0.718,1.115,0.764511852,0.804610266,0.842574793,0.878996608,0.91359459,0.807,0.807,0.812,0.821,0.832,0.845,0.856,0.872,0.892
p55021,0.03175,0.0635,0.182,0.307,0.618,1.155,1.778,1.162098897,1.232956286,1.452260594,1.741067736,2.111751428,2.173,2.2,2.234,2.548,2.894,3.263,3.661,4.75,6.743
p55027,0.0455,0.091,0.26,0.411,0.818,1.526,2.364,1.422727938,1.485924904,1.544537364,2.1721033,3.004608688,3.402,3.413,3.426,3.44,4.201,5.052,6.014,7.048,8.146
p55039,0.05425,0.1085,0.31,0.514,1.008,1.912,2.956,1.949096392,2.064138886,2.398097487,2.83219703,4.700461444,4.644,4.687,4.732,4.785,5.255,6.584,8.705,11.044,14.733
p55047,0.01175,0.0235,0.067,0.117,0.263,0.502,0.785,0.460955675,0.488930941,0.519606098,1.004245162,1.66129054,2.079,2.093,2.109,2.125,2.479,3.167,3.945,4.802,5.822
p55057,0.01925,0.0385,0.11,0.235,0.453,0.827,1.222,0.836057078,0.881138587,0.924964766,0.970394201,1.565668407,1.385,1.399,1.414,1.433,1.454,1.887,2.549,3.292,4.113
p55077,0.01025,0.0205,0.059,0.111,0.234,0.439,0.679,0.427227211,0.455981247,0.485551575,0.5145346,0.543778873,0.486,0.49,0.496,0.505,0.516,0.53,0.548,0.929,1.374
p55078,0.0015,0.003,0.009,0.015,0.029,0.06,0.105,0.063368629,0.066962281,0.085685572,0.129762015,0.188940117,0.223,0.226,0.228,0.231,0.266,0.337,0.417,0.507,0.662
p55087,0.113,0.226,0.646,1.066,2.195,4.034,5.955,3.872640917,4.034743158,4.179917974,4.756059952,5.503456941,5.422,5.431,5.441,5.451,6.069,6.793,7.582,8.458,9.384
p55115,0.02325,0.0465,0.133,0.229,0.443,0.825,1.254,0.86263102,0.904522241,0.945836892,0.985062951,1.024193682,0.905,0.907,0.914,0.924,0.937,0.952,0.969,0.989,1.573
p55135,0.029,0.058,0.166,0.278,0.517,0.971,1.505,1.025140892,1.082025431,1.140277229,1.199452368,1.505760566,1.339,1.351,1.364,1.381,1.4,1.426,1.742,2.106,2.564
p55137,0.0155,0.031,0.089,0.181,0.409,0.74,1.098,0.751224881,0.789729759,0.827195331,0.865456224,0.904377998,0.804,0.812,0.823,0.836,0.852,0.871,1.164,1.661,2.235
p55139,0.09025,0.1805,0.516,0.834,1.541,2.884,4.461,3.026363092,3.188680051,3.352722643,3.71796383,4.160138793,3.967,3.987,4.022,4.073,4.394,4.755,5.162,5.598,6.841
p55141,0.0405,0.081,0.232,0.408,0.957,1.835,2.889,1.613855901,1.722950121,2.155321699,3.403149897,5.07603753,5.991,6.046,6.106,6.179,7.421,9.133,11.03,13.095,15.663
p55023,0.0095,0.019,0.054,0.093,0.18,0.345,0.548,0.35465991,0.376264246,0.399866003,0.49760912,0.626728193,0.661,0.668,0.677,0.687,0.796,0.919,1.053,1.317,1.774
p55043,0.0245,0.049,0.14,0.23,0.579,1.124,1.825,0.868763468,0.922591428,1.862013394,3.205685961,5.052996052,6.248,6.275,6.308,8.055,9.994,12.106,14.385,17.118,20.017
p55049,0.01375,0.0275,0.079,0.128,0.275,0.524,0.826,0.485485467,0.589905809,0.805224671,1.100156217,1.494239827,1.68,1.692,1.708,2.066,2.458,2.883,3.333,4.149,5.063
p55053,0.01175,0.0235,0.067,0.108,0.216,0.41,0.649,0.397587046,0.423031553,0.449299987,0.639783154,0.894009333,1.013,1.022,1.034,1.047,1.061,1.31,1.626,2.09,2.744
