reeds_ba,state_abbr,model,cr,pollutant,damage
p85,AR,InMAP,H6C,NH3,60418.045481
p85,AR,InMAP,H6C,NOX,26245.427991
p85,AR,InMAP,H6C,PM25,71586.084567
p85,AR,InMAP,H6C,SO2,47488.992905
p85,AR,InMAP,H6C,VOC,8954.559493
p86,LA,AP2,ACS,NH3,5549.858205
p86,LA,AP2,ACS,NOX,4612.275784
p86,LA,AP2,ACS,PM25,15216.785452
p86,LA,AP2,ACS,SO2,12601.577330
p86,LA,AP2,ACS,VOC,1752.884244
p86,LA,AP2,H6C,NH3,14257.828998
p86,LA,AP2,H6C,NOX,11848.873920
p86,LA,AP2,H6C,PM25,39095.318424
p86,LA,AP2,H6C,SO2,32375.995684
p86,LA,AP2,H6C,VOC,4502.164325
p86,LA,EASIUR,ACS,NH3,25268.483357
p86,LA,EASIUR,ACS,NOX,2697.826866
p86,LA,EASIUR,ACS,PM25,42376.427401
p86,LA,EASIUR,ACS,SO2,17769.369617
p86,LA,EASIUR,H6C,NH3,64921.409194
p86,LA,EASIUR,H6C,NOX,6930.030161
p86,LA,EASIUR,H6C,PM25,108877.298018
p86,LA,EASIUR,H6C,SO2,45653.739794
p86,LA,InMAP,ACS,NH3,20997.426076
p86,LA,InMAP,ACS,NOX,8857.540999
p86,LA,InMAP,ACS,PM25,25698.439727
p86,LA,InMAP,ACS,SO2,17256.967532
p86,LA,InMAP,ACS,VOC,3195.352728
p86,LA,InMAP,H6C,NH3,53947.669824
p86,LA,InMAP,H6C,NOX,22756.345055
p86,LA,InMAP,H6C,PM25,66026.107355
p86,LA,InMAP,H6C,SO2,44337.211692
p86,LA,InMAP,H6C,VOC,8208.336393
p87,MS,AP2,ACS,NH3,9603.481416
p87,MS,AP2,ACS,NOX,3256.422440
p87,MS,AP2,ACS,PM25,15071.053565
p87,MS,AP2,ACS,SO2,13862.364891
p87,MS,AP2,ACS,VOC,1734.156445
p87,MS,AP2,H6C,NH3,24672.909309
p87,MS,AP2,H6C,NOX,8365.244403
p87,MS,AP2,H6C,PM25,38720.885671
p87,MS,AP2,H6C,SO2,35615.370196
p87,MS,AP2,H6C,VOC,4454.046502
p87,MS,EASIUR,ACS,NH3,29045.718978
p87,MS,EASIUR,ACS,NOX,2696.213305
p87,MS,EASIUR,ACS,PM25,45757.639799
p87,MS,EASIUR,ACS,SO2,17541.354775
p87,MS,EASIUR,H6C,NH3,74626.359624
p87,MS,EASIUR,H6C,NOX,6925.884396
p87,MS,EASIUR,H6C,PM25,117564.735616
p87,MS,EASIUR,H6C,SO2,45067.895287
p87,MS,InMAP,ACS,NH3,20801.190731
p87,MS,InMAP,ACS,NOX,7481.626660
p87,MS,InMAP,ACS,PM25,25926.243164
p87,MS,InMAP,ACS,SO2,17169.201261
p87,MS,InMAP,ACS,VOC,3065.841366
p87,MS,InMAP,H6C,NH3,53443.477211
p87,MS,InMAP,H6C,NOX,19221.172299
p87,MS,InMAP,H6C,PM25,66611.408691
p87,MS,InMAP,H6C,SO2,44111.711515
p87,MS,InMAP,H6C,VOC,7875.579456
p88,MS,AP2,ACS,NH3,15562.474959
p88,MS,AP2,ACS,NOX,3409.595501
p88,MS,AP2,ACS,PM25,17599.259190
p88,MS,AP2,ACS,SO2,16140.778855
p88,MS,AP2,ACS,VOC,1996.688142
p88,MS,AP2,H6C,NH3,39983.507532
p88,MS,AP2,H6C,NOX,8758.795961
p88,MS,AP2,H6C,PM25,45216.670618
p88,MS,AP2,H6C,SO2,41469.358883
p88,MS,AP2,H6C,VOC,5128.576068
p88,MS,EASIUR,ACS,NH3,37133.638498
p88,MS,EASIUR,ACS,NOX,3191.779040
p88,MS,EASIUR,ACS,PM25,49309.611596
p88,MS,EASIUR,ACS,SO2,19078.562683
p88,MS,EASIUR,H6C,NH3,95406.863135
p88,MS,EASIUR,H6C,NOX,8199.154423
p88,MS,EASIUR,H6C,PM25,126690.909792
p88,MS,EASIUR,H6C,SO2,49017.483837
p88,MS,InMAP,ACS,NH3,23961.712070
p88,MS,InMAP,ACS,NOX,9275.338280
p88,MS,InMAP,ACS,PM25,28203.744289
p88,MS,InMAP,ACS,SO2,19103.618918
p88,MS,InMAP,ACS,VOC,3446.153581
p88,MS,InMAP,H6C,NH3,61563.887485
p88,MS,InMAP,H6C,NOX,23829.802553
p88,MS,InMAP,H6C,PM25,72463.051998
p88,MS,InMAP,H6C,SO2,49081.861480
p88,MS,InMAP,H6C,VOC,8852.725594
p89,AL,AP2,ACS,NH3,23059.205473
p89,AL,AP2,ACS,NOX,3006.229944
p89,AL,AP2,ACS,PM25,22766.744812
p89,AL,AP2,ACS,SO2,17869.603292
p89,AL,AP2,ACS,VOC,2517.597241
p89,AL,AP2,H6C,NH3,59245.053643
p89,AL,AP2,H6C,NOX,7722.418269
p89,AL,AP2,H6C,PM25,58493.626806
p89,AL,AP2,H6C,SO2,45911.272801
p89,AL,AP2,H6C,VOC,6466.961462
p89,AL,EASIUR,ACS,NH3,39811.327030
p89,AL,EASIUR,ACS,NOX,3322.857665
p89,AL,EASIUR,ACS,PM25,54707.879889
p89,AL,EASIUR,ACS,SO2,18978.183745
p89,AL,EASIUR,H6C,NH3,102286.718436
p89,AL,EASIUR,H6C,NOX,8535.938167
p89,AL,EASIUR,H6C,PM25,140560.821954
p89,AL,EASIUR,H6C,SO2,48759.577599
p89,AL,InMAP,ACS,NH3,28365.780769
p89,AL,InMAP,ACS,NOX,8948.121473
p89,AL,InMAP,ACS,PM25,35359.542415
p89,AL,InMAP,ACS,SO2,23419.648998
p89,AL,InMAP,ACS,VOC,3811.548603
p89,AL,InMAP,H6C,NH3,72879.376571
p89,AL,InMAP,H6C,NOX,22989.075839
p89,AL,InMAP,H6C,PM25,90848.631593
p89,AL,InMAP,H6C,SO2,60171.150636
p89,AL,InMAP,H6C,VOC,9791.544597
p9,CA,AP2,ACS,NH3,29887.675726
p9,CA,AP2,ACS,NOX,2271.172576
p9,CA,AP2,ACS,PM25,30391.475477
p9,CA,AP2,ACS,SO2,20108.673810
p9,CA,AP2,ACS,VOC,3386.682989
p9,CA,AP2,H6C,NH3,76789.621153
p9,CA,AP2,H6C,NOX,5833.816115
p9,CA,AP2,H6C,PM25,78084.047054
p9,CA,AP2,H6C,SO2,51664.175343
p9,CA,AP2,H6C,VOC,8699.926243
p9,CA,EASIUR,ACS,NH3,13418.727442
p9,CA,EASIUR,ACS,NOX,8321.194165
p9,CA,EASIUR,ACS,PM25,68448.644345
p9,CA,EASIUR,ACS,SO2,19652.391362
p9,CA,EASIUR,H6C,NH3,34475.520875
p9,CA,EASIUR,H6C,NOX,21378.295082
p9,CA,EASIUR,H6C,PM25,175865.328057
p9,CA,EASIUR,H6C,SO2,50491.836896
p9,CA,InMAP,ACS,NH3,15921.556937
p9,CA,InMAP,ACS,NOX,5495.146202
p9,CA,InMAP,ACS,PM25,28335.925354
p9,CA,InMAP,ACS,SO2,14954.535013
p9,CA,InMAP,ACS,VOC,2203.450274
p9,CA,InMAP,H6C,NH3,40906.106268
p9,CA,InMAP,H6C,NOX,14117.256016
p9,CA,InMAP,H6C,PM25,72802.668273
p9,CA,InMAP,H6C,SO2,38421.511502
p9,CA,InMAP,H6C,VOC,5659.815432
p90,AL,AP2,ACS,NH3,21185.749308
p90,AL,AP2,ACS,NOX,2439.215951
p90,AL,AP2,ACS,PM25,19722.063677
p90,AL,AP2,ACS,SO2,15562.784532
p90,AL,AP2,ACS,VOC,2202.127715
p90,AL,AP2,H6C,NH3,54431.533636
p90,AL,AP2,H6C,NOX,6265.574362
p90,AL,AP2,H6C,PM25,50670.847797
p90,AL,AP2,H6C,SO2,39984.302928
p90,AL,AP2,H6C,VOC,5656.417345
p90,AL,EASIUR,ACS,NH3,34342.831110
p90,AL,EASIUR,ACS,NOX,2749.109315
p90,AL,EASIUR,ACS,PM25,50590.505291
p90,AL,EASIUR,ACS,SO2,17392.223035
p90,AL,EASIUR,H6C,NH3,88236.368603
p90,AL,EASIUR,H6C,NOX,7061.791500
p90,AL,EASIUR,H6C,PM25,129981.943526
p90,AL,EASIUR,H6C,SO2,44684.727203
p90,AL,InMAP,ACS,NH3,22963.872724
p90,AL,InMAP,ACS,NOX,6294.345735
p90,AL,InMAP,ACS,PM25,28435.716880
p90,AL,InMAP,ACS,SO2,18652.290155
p90,AL,InMAP,ACS,VOC,3099.239355
p90,AL,InMAP,H6C,NH3,59000.112712
p90,AL,InMAP,H6C,NOX,16170.660312
p90,AL,InMAP,H6C,PM25,73059.065251
p90,AL,InMAP,H6C,SO2,47922.250660
p90,AL,InMAP,H6C,VOC,7961.389786
p91,FL,AP2,ACS,NH3,17703.932573
p91,FL,AP2,ACS,NOX,1987.697734
p91,FL,AP2,ACS,PM25,15581.259580
p91,FL,AP2,ACS,SO2,12661.075949
p91,FL,AP2,ACS,VOC,1790.432349
p91,FL,AP2,H6C,NH3,45485.610681
p91,FL,AP2,H6C,NOX,5105.476779
p91,FL,AP2,H6C,PM25,40031.771356
p91,FL,AP2,H6C,SO2,32528.867048
p91,FL,AP2,H6C,VOC,4598.637656
p91,FL,EASIUR,ACS,NH3,24861.602355
p91,FL,EASIUR,ACS,NOX,2277.118064
p91,FL,EASIUR,ACS,PM25,43859.672635
p91,FL,EASIUR,ACS,SO2,16515.906367
p91,FL,EASIUR,H6C,NH3,63875.999167
p91,FL,EASIUR,H6C,NOX,5849.092013
p91,FL,EASIUR,H6C,PM25,112688.238864
p91,FL,EASIUR,H6C,SO2,42433.183830
p91,FL,InMAP,ACS,NH3,16223.289515
p91,FL,InMAP,ACS,NOX,3892.931138
p91,FL,InMAP,ACS,PM25,19945.651082
p91,FL,InMAP,ACS,SO2,11676.915545
p91,FL,InMAP,ACS,VOC,2048.843354
p91,FL,InMAP,H6C,NH3,41681.355687
p91,FL,InMAP,H6C,NOX,10000.642877
p91,FL,InMAP,H6C,PM25,51245.316779
p91,FL,InMAP,H6C,SO2,30000.237940
p91,FL,InMAP,H6C,VOC,5262.579820
p92,TN,AP2,ACS,NH3,34434.639899
p92,TN,AP2,ACS,NOX,3260.726162
p92,TN,AP2,ACS,PM25,29367.325380
p92,TN,AP2,ACS,SO2,22681.139555
p92,TN,AP2,ACS,VOC,3222.919978
p92,TN,AP2,H6C,NH3,88472.255328
p92,TN,AP2,H6C,NOX,8376.302069
p92,TN,AP2,H6C,PM25,75452.671379
p92,TN,AP2,H6C,SO2,58273.678973
p92,TN,AP2,H6C,VOC,8279.165650
p92,TN,EASIUR,ACS,NH3,49397.374219
p92,TN,EASIUR,ACS,NOX,4397.500920
p92,TN,EASIUR,ACS,PM25,62823.154889
p92,TN,EASIUR,ACS,SO2,20671.559335
p92,TN,EASIUR,H6C,NH3,126916.400608
p92,TN,EASIUR,H6C,NOX,11297.047235
p92,TN,EASIUR,H6C,PM25,161411.610609
p92,TN,EASIUR,H6C,SO2,53110.411870
p92,TN,InMAP,ACS,NH3,33691.960738
p92,TN,InMAP,ACS,NOX,9444.036027
p92,TN,InMAP,ACS,PM25,45472.841983
p92,TN,InMAP,ACS,SO2,29122.602843
p92,TN,InMAP,ACS,VOC,4471.784726
p92,TN,InMAP,H6C,NH3,86564.070299
p92,TN,InMAP,H6C,NOX,24263.242096
p92,TN,InMAP,H6C,PM25,116832.997121
p92,TN,InMAP,H6C,SO2,74823.899355
p92,TN,InMAP,H6C,VOC,11487.906565
p93,KY,AP2,ACS,NH3,22457.441073
p93,KY,AP2,ACS,NOX,3896.777806
p93,KY,AP2,ACS,PM25,24932.581557
p93,KY,AP2,ACS,SO2,21794.886878
p93,KY,AP2,ACS,VOC,2771.684621
p93,KY,AP2,H6C,NH3,57698.924603
p93,KY,AP2,H6C,NOX,10010.526221
p93,KY,AP2,H6C,PM25,64058.367892
p93,KY,AP2,H6C,SO2,55996.606753
p93,KY,AP2,H6C,VOC,7119.794825
p93,KY,EASIUR,ACS,NH3,49258.685413
p93,KY,EASIUR,ACS,NOX,5359.750794
p93,KY,EASIUR,ACS,PM25,61339.485104
p93,KY,EASIUR,ACS,SO2,22354.254211
p93,KY,EASIUR,H6C,NH3,126560.063827
p93,KY,EASIUR,H6C,NOX,13769.381047
p93,KY,EASIUR,H6C,PM25,157599.578969
p93,KY,EASIUR,H6C,SO2,57433.803896
p93,KY,InMAP,ACS,NH3,30802.729781
p93,KY,InMAP,ACS,NOX,9453.581613
p93,KY,InMAP,ACS,PM25,38575.585764
p93,KY,InMAP,ACS,SO2,25433.583470
p93,KY,InMAP,ACS,VOC,4167.998423
p93,KY,InMAP,H6C,NH3,79140.693511
p93,KY,InMAP,H6C,NOX,24287.767818
p93,KY,InMAP,H6C,PM25,99111.696023
p93,KY,InMAP,H6C,SO2,65345.605233
p93,KY,InMAP,H6C,VOC,10707.380457
p94,GA,AP2,ACS,NH3,24911.755296
p94,GA,AP2,ACS,NOX,2984.963564
p94,GA,AP2,ACS,PM25,27992.088424
p94,GA,AP2,ACS,SO2,19731.414018
p94,GA,AP2,ACS,VOC,3060.356127
p94,GA,AP2,H6C,NH3,64004.858434
p94,GA,AP2,H6C,NOX,7667.778002
p94,GA,AP2,H6C,PM25,71919.239039
p94,GA,AP2,H6C,SO2,50694.871875
p94,GA,AP2,H6C,VOC,7861.486089
p94,GA,EASIUR,ACS,NH3,35932.332258
p94,GA,EASIUR,ACS,NOX,3462.842272
p94,GA,EASIUR,ACS,PM25,59250.819900
p94,GA,EASIUR,ACS,SO2,18110.001969
p94,GA,EASIUR,H6C,NH3,92320.315542
p94,GA,EASIUR,H6C,NOX,8895.604285
p94,GA,EASIUR,H6C,PM25,152233.116739
p94,GA,EASIUR,H6C,SO2,46528.935421
p94,GA,InMAP,ACS,NH3,25975.943570
p94,GA,InMAP,ACS,NOX,6634.048515
p94,GA,InMAP,ACS,PM25,33639.221403
p94,GA,InMAP,ACS,SO2,22081.553463
p94,GA,InMAP,ACS,VOC,3399.869691
p94,GA,InMAP,H6C,NH3,66739.105246
p94,GA,InMAP,H6C,NOX,17043.467564
p94,GA,InMAP,H6C,PM25,86428.565747
p94,GA,InMAP,H6C,SO2,56733.146722
p94,GA,InMAP,H6C,VOC,8733.807183
p95,SC,AP2,ACS,NH3,40821.625738
p95,SC,AP2,ACS,NOX,3253.215459
p95,SC,AP2,ACS,PM25,39046.086755
p95,SC,AP2,ACS,SO2,25064.849158
p95,SC,AP2,ACS,VOC,4199.680563
p95,SC,AP2,H6C,NH3,104882.505370
p95,SC,AP2,H6C,NOX,8357.004623
p95,SC,AP2,H6C,PM25,100320.566555
p95,SC,AP2,H6C,SO2,64398.206503
p95,SC,AP2,H6C,VOC,10788.782211
p95,SC,EASIUR,ACS,NH3,46049.069206
p95,SC,EASIUR,ACS,NOX,4277.989244
p95,SC,EASIUR,ACS,PM25,68054.896570
p95,SC,EASIUR,ACS,SO2,19092.687506
p95,SC,EASIUR,H6C,NH3,118313.512815
p95,SC,EASIUR,H6C,NOX,10989.982754
p95,SC,EASIUR,H6C,PM25,174853.661577
p95,SC,EASIUR,H6C,SO2,49053.775117
p95,SC,InMAP,ACS,NH3,27694.625530
p95,SC,InMAP,ACS,NOX,7421.602959
p95,SC,InMAP,ACS,PM25,37285.530755
p95,SC,InMAP,ACS,SO2,24365.959847
p95,SC,InMAP,ACS,VOC,3621.022969
p95,SC,InMAP,H6C,NH3,71154.959836
p95,SC,InMAP,H6C,NOX,19066.951831
p95,SC,InMAP,H6C,PM25,95797.123894
p95,SC,InMAP,H6C,SO2,62602.531889
p95,SC,InMAP,H6C,VOC,9302.022093
p96,SC,AP2,ACS,NH3,18865.955837
p96,SC,AP2,ACS,NOX,2337.804035
p96,SC,AP2,ACS,PM25,23763.651263
p96,SC,AP2,ACS,SO2,19075.314714
p96,SC,AP2,ACS,VOC,2639.125030
p96,SC,AP2,H6C,NH3,48471.227498
p96,SC,AP2,H6C,NOX,6005.014068
p96,SC,AP2,H6C,PM25,61055.004666
p96,SC,AP2,H6C,SO2,49009.138747
p96,SC,AP2,H6C,VOC,6779.205996
p96,SC,EASIUR,ACS,NH3,36696.484820
p96,SC,EASIUR,ACS,NOX,4047.962716
p96,SC,EASIUR,ACS,PM25,59198.067895
p96,SC,EASIUR,ACS,SO2,19957.541352
p96,SC,EASIUR,H6C,NH3,94283.672742
p96,SC,EASIUR,H6C,NOX,10398.969571
p96,SC,EASIUR,H6C,PM25,152097.579621
p96,SC,EASIUR,H6C,SO2,51275.866758
p96,SC,InMAP,ACS,NH3,18673.936983
p96,SC,InMAP,ACS,NOX,4265.084592
p96,SC,InMAP,ACS,PM25,23126.536258
p96,SC,InMAP,ACS,SO2,15222.513134
p96,SC,InMAP,ACS,VOC,2567.998534
p96,SC,InMAP,H6C,NH3,47977.868427
p96,SC,InMAP,H6C,NOX,10956.826495
p96,SC,InMAP,H6C,PM25,59418.048392
p96,SC,InMAP,H6C,SO2,39110.034707
p96,SC,InMAP,H6C,VOC,6596.458826
p97,NC,AP2,ACS,NH3,39839.638130
p97,NC,AP2,ACS,NOX,3087.788286
p97,NC,AP2,ACS,PM25,41290.746331
p97,NC,AP2,ACS,SO2,26955.935660
p97,NC,AP2,ACS,VOC,4438.098247
p97,NC,AP2,H6C,NH3,102359.458879
p97,NC,AP2,H6C,NOX,7931.968253
p97,NC,AP2,H6C,PM25,106087.829195
p97,NC,AP2,H6C,SO2,69257.024596
p97,NC,AP2,H6C,VOC,11401.355014
p97,NC,EASIUR,ACS,NH3,51065.296642
p97,NC,EASIUR,ACS,NOX,4489.507658
p97,NC,EASIUR,ACS,PM25,69826.055233
p97,NC,EASIUR,ACS,SO2,19087.602085
p97,NC,EASIUR,H6C,NH3,131201.837386
p97,NC,EASIUR,H6C,NOX,11533.442557
p97,NC,EASIUR,H6C,PM25,179404.345927
p97,NC,EASIUR,H6C,SO2,49040.709007
p97,NC,InMAP,ACS,NH3,33016.308187
p97,NC,InMAP,ACS,NOX,8276.315880
p97,NC,InMAP,ACS,PM25,48231.661665
p97,NC,InMAP,ACS,SO2,29751.903648
p97,NC,InMAP,ACS,VOC,4260.012718
p97,NC,InMAP,H6C,NH3,84828.098501
p97,NC,InMAP,H6C,NOX,21262.988129
p97,NC,InMAP,H6C,PM25,123921.304796
p97,NC,InMAP,H6C,SO2,76440.778397
p97,NC,InMAP,H6C,VOC,10943.795195
p98,NC,AP2,ACS,NH3,17981.994141
p98,NC,AP2,ACS,NOX,2056.536323
p98,NC,AP2,ACS,PM25,26320.897425
p98,NC,AP2,ACS,SO2,19692.851266
p98,NC,AP2,ACS,VOC,2907.338549
p98,NC,AP2,H6C,NH3,46200.041553
p98,NC,AP2,H6C,NOX,5282.345567
p98,NC,AP2,H6C,PM25,67625.404228
p98,NC,AP2,H6C,SO2,50595.791587
p98,NC,AP2,H6C,VOC,7468.334016
p98,NC,EASIUR,ACS,NH3,42576.786117
p98,NC,EASIUR,ACS,NOX,5136.509836
p98,NC,EASIUR,ACS,PM25,65175.274449
p98,NC,EASIUR,ACS,SO2,21426.648322
p98,NC,EASIUR,H6C,NH3,109392.084907
p98,NC,EASIUR,H6C,NOX,13195.802204
p98,NC,EASIUR,H6C,PM25,167454.973024
p98,NC,EASIUR,H6C,SO2,55050.481784
p98,NC,InMAP,ACS,NH3,14684.362783
p98,NC,InMAP,ACS,NOX,3737.864508
p98,NC,InMAP,ACS,PM25,20961.174550
p98,NC,InMAP,ACS,SO2,12610.353668
p98,NC,InMAP,ACS,VOC,1918.230087
p98,NC,InMAP,H6C,NH3,37727.350917
p98,NC,InMAP,H6C,NOX,9602.226122
p98,NC,InMAP,H6C,PM25,53854.527827
p98,NC,InMAP,H6C,SO2,32398.544960
p98,NC,InMAP,H6C,VOC,4926.991731
p99,VA,AP2,ACS,NH3,59037.691757
p99,VA,AP2,ACS,NOX,1661.944767
p99,VA,AP2,ACS,PM25,48290.972704
p99,VA,AP2,ACS,SO2,28309.532020
p99,VA,AP2,ACS,VOC,5160.139059
p99,VA,AP2,H6C,NH3,151685.521017
p99,VA,AP2,H6C,NOX,4268.511146
p99,VA,AP2,H6C,PM25,124073.694210
p99,VA,AP2,H6C,SO2,72734.855188
p99,VA,AP2,H6C,VOC,13256.513386
p99,VA,EASIUR,ACS,NH3,62359.826526
p99,VA,EASIUR,ACS,NOX,8019.586084
p99,VA,EASIUR,ACS,PM25,92113.066851
p99,VA,EASIUR,ACS,SO2,24055.736514
p99,VA,EASIUR,H6C,NH3,160221.168915
p99,VA,EASIUR,H6C,NOX,20603.365540
p99,VA,EASIUR,H6C,PM25,236666.948755
p99,VA,EASIUR,H6C,SO2,61805.466954
p99,VA,InMAP,ACS,NH3,20429.180315
p99,VA,InMAP,ACS,NOX,3165.694147
p99,VA,InMAP,ACS,PM25,28814.203027
p99,VA,InMAP,ACS,SO2,16342.004503
p99,VA,InMAP,ACS,VOC,2218.299116
p99,VA,InMAP,H6C,NH3,52487.661100
p99,VA,InMAP,H6C,NOX,8132.133824
p99,VA,InMAP,H6C,PM25,74031.519629
p99,VA,InMAP,H6C,SO2,41986.373212
p99,VA,InMAP,H6C,VOC,5697.966950
