fips,state_abbr,pollutant,model,season,elevated,damage
23,ME,nox,EASIUR,annual,high stack,9471.138716
23,ME,nh3,EASIUR,annual,high stack,48808.90166
23,ME,pm25,EASIUR,winter,high stack,86139.27207
23,ME,so2,EASIUR,winter,high stack,13979.03023
23,ME,nox,EASIUR,winter,high stack,15600.21177
23,ME,nh3,EASIUR,winter,high stack,54746.13057
23,ME,pm25,EASIUR,spring,high stack,90497.70201
23,ME,so2,EASIUR,spring,high stack,48022.12903
23,ME,nox,EASIUR,spring,high stack,14347.97979
23,ME,nh3,EASIUR,spring,high stack,51069.2552
23,ME,pm25,EASIUR,summer,high stack,74845.64907
23,ME,so2,EASIUR,summer,high stack,34084.71365
23,ME,nox,EASIUR,summer,high stack,3638.526071
23,ME,nh3,EASIUR,summer,high stack,41559.32498
23,ME,pm25,EASIUR,fall,high stack,74557.03439
23,ME,so2,EASIUR,fall,high stack,16935.99053
23,ME,nox,EASIUR,fall,high stack,4297.837235
23,ME,nh3,EASIUR,fall,high stack,47860.89589
23,ME,pm25,InMAP,annual,high stack,4579.878511
23,ME,so2,InMAP,annual,high stack,2773.675648
23,ME,nox,InMAP,annual,high stack,403.872689
23,ME,nh3,InMAP,annual,high stack,3643.627966
23,ME,voc,InMAP,annual,high stack,335.141011
24,MD,pm25,AP2,annual,high stack,96884.01511
24,MD,so2,AP2,annual,high stack,36216.15809
24,MD,nox,AP2,annual,high stack,1816.96138
24,MD,nh3,AP2,annual,high stack,154620.1539
24,MD,voc,AP2,annual,high stack,10098.07656
24,MD,pm25,EASIUR,annual,high stack,156014.3969
24,MD,so2,EASIUR,annual,high stack,28457.11179
24,MD,nox,EASIUR,annual,high stack,14956.75093
24,MD,nh3,EASIUR,annual,high stack,89181.42814
24,MD,pm25,EASIUR,winter,high stack,160693.5945
24,MD,so2,EASIUR,winter,high stack,16139.55892
24,MD,nox,EASIUR,winter,high stack,18104.36122
24,MD,nh3,EASIUR,winter,high stack,130632.1758
24,MD,pm25,EASIUR,spring,high stack,156147.8427
24,MD,so2,EASIUR,spring,high stack,38619.84072
24,MD,nox,EASIUR,spring,high stack,16919.77544
24,MD,nh3,EASIUR,spring,high stack,74648.04793
24,MD,pm25,EASIUR,summer,high stack,168712.9772
24,MD,so2,EASIUR,summer,high stack,40272.62924
24,MD,nox,EASIUR,summer,high stack,6379.179787
24,MD,nh3,EASIUR,summer,high stack,70323.37259
24,MD,pm25,EASIUR,fall,high stack,138503.1733
24,MD,so2,EASIUR,fall,high stack,18796.41829
24,MD,nox,EASIUR,fall,high stack,18423.68725
24,MD,nh3,EASIUR,fall,high stack,81122.11625
24,MD,pm25,InMAP,annual,high stack,44912.87956
24,MD,so2,InMAP,annual,high stack,22309.44153
24,MD,nox,InMAP,annual,high stack,4252.187556
24,MD,nh3,InMAP,annual,high stack,34096.11323
24,MD,voc,InMAP,annual,high stack,2804.187689
25,MA,pm25,AP2,annual,high stack,56494.94778
25,MA,so2,AP2,annual,high stack,19536.55529
25,MA,nox,AP2,annual,high stack,460.970427
25,MA,nh3,AP2,annual,high stack,93862.54445
25,MA,voc,AP2,annual,high stack,6048.211395
25,MA,pm25,EASIUR,annual,high stack,179790.1204
25,MA,so2,EASIUR,annual,high stack,33826.70915
25,MA,nox,EASIUR,annual,high stack,19139.59474
25,MA,nh3,EASIUR,annual,high stack,85406.50661
25,MA,pm25,EASIUR,winter,high stack,155065.1768
25,MA,so2,EASIUR,winter,high stack,12103.91697
25,MA,nox,EASIUR,winter,high stack,16380.50761
25,MA,nh3,EASIUR,winter,high stack,93940.21138
25,MA,pm25,EASIUR,spring,high stack,215561.0902
25,MA,so2,EASIUR,spring,high stack,55976.04541
25,MA,nox,EASIUR,spring,high stack,31838.09358
25,MA,nh3,EASIUR,spring,high stack,106002.482
25,MA,pm25,EASIUR,summer,high stack,215676.5139
25,MA,so2,EASIUR,summer,high stack,48030.42027
25,MA,nox,EASIUR,summer,high stack,11212.33933
25,MA,nh3,EASIUR,summer,high stack,74670.66709
25,MA,pm25,EASIUR,fall,high stack,132857.7008
25,MA,so2,EASIUR,fall,high stack,19196.45394
25,MA,nox,EASIUR,fall,high stack,17127.43844
25,MA,nh3,EASIUR,fall,high stack,67012.66599
25,MA,pm25,InMAP,annual,high stack,28739.65977
25,MA,so2,InMAP,annual,high stack,14991.05443
25,MA,nox,InMAP,annual,high stack,1618.587392
25,MA,nh3,InMAP,annual,high stack,22337.54184
25,MA,voc,InMAP,annual,high stack,1558.267421
26,MI,pm25,AP2,annual,high stack,49527.25192
26,MI,so2,AP2,annual,high stack,27156.88696
26,MI,nox,AP2,annual,high stack,3992.018483
26,MI,nh3,AP2,annual,high stack,91984.23423
26,MI,voc,AP2,annual,high stack,5356.000959
26,MI,pm25,EASIUR,annual,high stack,126878.5968
26,MI,so2,EASIUR,annual,high stack,30514.39925
26,MI,nox,EASIUR,annual,high stack,15084.40389
26,MI,nh3,EASIUR,annual,high stack,79809.71866
26,MI,pm25,EASIUR,winter,high stack,144516.7866
26,MI,so2,EASIUR,winter,high stack,20959.14512
26,MI,nox,EASIUR,winter,high stack,20957.17829
26,MI,nh3,EASIUR,winter,high stack,130164.9208
26,MI,pm25,EASIUR,spring,high stack,126232.2172
26,MI,so2,EASIUR,spring,high stack,42171.59413
26,MI,nox,EASIUR,spring,high stack,18069.63969
26,MI,nh3,EASIUR,spring,high stack,56562.8536
26,MI,pm25,EASIUR,summer,high stack,121751.2054
26,MI,so2,EASIUR,summer,high stack,38303.5288
26,MI,nox,EASIUR,summer,high stack,4588.278152
26,MI,nh3,EASIUR,summer,high stack,48723.6947
26,MI,pm25,EASIUR,fall,high stack,115014.1781
26,MI,so2,EASIUR,fall,high stack,20623.32895
26,MI,nox,EASIUR,fall,high stack,16722.51943
26,MI,nh3,EASIUR,fall,high stack,83787.40555
26,MI,pm25,InMAP,annual,high stack,38220.89466
26,MI,so2,InMAP,annual,high stack,19106.90871
26,MI,nox,InMAP,annual,high stack,6825.505711
26,MI,nh3,InMAP,annual,high stack,31198.10324
26,MI,voc,InMAP,annual,high stack,3002.702262
27,MN,pm25,AP2,annual,high stack,46362.04397
27,MN,so2,AP2,annual,high stack,30075.15694
27,MN,nox,AP2,annual,high stack,11314.70553
27,MN,nh3,AP2,annual,high stack,19734.98883
27,MN,voc,AP2,annual,high stack,4942.770727
27,MN,pm25,EASIUR,annual,high stack,104561.5866
27,MN,so2,EASIUR,annual,high stack,25590.62028
27,MN,nox,EASIUR,annual,high stack,12143.98065
27,MN,nh3,EASIUR,annual,high stack,61222.5993
27,MN,pm25,EASIUR,winter,high stack,137101.022
27,MN,so2,EASIUR,winter,high stack,25415.75044
27,MN,nox,EASIUR,winter,high stack,26358.6569
27,MN,nh3,EASIUR,winter,high stack,117847.5501
27,MN,pm25,EASIUR,spring,high stack,81121.1175
27,MN,so2,EASIUR,spring,high stack,26581.3857
27,MN,nox,EASIUR,spring,high stack,6750.882099
27,MN,nh3,EASIUR,spring,high stack,23263.8103
27,MN,pm25,EASIUR,summer,high stack,93463.80948
27,MN,so2,EASIUR,summer,high stack,28383.48655
27,MN,nox,EASIUR,summer,high stack,3214.451104
27,MN,nh3,EASIUR,summer,high stack,17820.27967
27,MN,pm25,EASIUR,fall,high stack,106560.3974
27,MN,so2,EASIUR,fall,high stack,21981.85844
27,MN,nox,EASIUR,fall,high stack,12251.93249
27,MN,nh3,EASIUR,fall,high stack,85958.75712
27,MN,pm25,InMAP,annual,high stack,24393.18562
27,MN,so2,InMAP,annual,high stack,13257.80898
27,MN,nox,InMAP,annual,high stack,6632.809435
27,MN,nh3,InMAP,annual,high stack,17538.5101
27,MN,voc,InMAP,annual,high stack,2124.130263
28,MS,pm25,AP2,annual,high stack,17071.16593
28,MS,so2,AP2,annual,high stack,14658.36078
28,MS,nox,AP2,annual,high stack,3342.673241
28,MS,nh3,AP2,annual,high stack,12059.96664
28,MS,voc,AP2,annual,high stack,1942.98605
28,MS,pm25,EASIUR,annual,high stack,49407.0335
28,MS,so2,EASIUR,annual,high stack,17970.01561
28,MS,nox,EASIUR,annual,high stack,2868.694273
28,MS,nh3,EASIUR,annual,high stack,31802.29977
28,MS,pm25,EASIUR,winter,high stack,63195.08758
28,MS,so2,EASIUR,winter,high stack,19885.88703
28,MS,nox,EASIUR,winter,high stack,6570.19657
28,MS,nh3,EASIUR,winter,high stack,43234.56337
28,MS,pm25,EASIUR,spring,high stack,39993.53542
28,MS,so2,EASIUR,spring,high stack,21922.30137
28,MS,nox,EASIUR,spring,high stack,2645.572867
28,MS,nh3,EASIUR,spring,high stack,23342.4804
28,MS,pm25,EASIUR,summer,high stack,38435.81694
28,MS,so2,EASIUR,summer,high stack,18020.64147
28,MS,nox,EASIUR,summer,high stack,1074.889529
28,MS,nh3,EASIUR,summer,high stack,28116.01401
28,MS,pm25,EASIUR,fall,high stack,56003.69405
28,MS,so2,EASIUR,fall,high stack,12051.23257
28,MS,nox,EASIUR,fall,high stack,1184.118126
28,MS,nh3,EASIUR,fall,high stack,32516.14128
28,MS,pm25,InMAP,annual,high stack,28606.26395
28,MS,so2,InMAP,annual,high stack,18706.73192
28,MS,nox,InMAP,annual,high stack,8068.32584
28,MS,nh3,InMAP,annual,high stack,23017.26771
28,MS,voc,InMAP,annual,high stack,3289.261746
29,MO,pm25,AP2,annual,high stack,33677.18907
29,MO,so2,AP2,annual,high stack,19472.28264
29,MO,nox,AP2,annual,high stack,7965.870042
29,MO,nh3,AP2,annual,high stack,26464.67764
29,MO,voc,AP2,annual,high stack,3682.235617
29,MO,pm25,EASIUR,annual,high stack,78053.06639
29,MO,so2,EASIUR,annual,high stack,21464.87525
29,MO,nox,EASIUR,annual,high stack,6985.616704
29,MO,nh3,EASIUR,annual,high stack,44656.42711
29,MO,pm25,EASIUR,winter,high stack,86658.59928
29,MO,so2,EASIUR,winter,high stack,20760.26674
29,MO,nox,EASIUR,winter,high stack,12577.02856
29,MO,nh3,EASIUR,winter,high stack,64380.55154
29,MO,pm25,EASIUR,spring,high stack,65077.45414
29,MO,so2,EASIUR,spring,high stack,23343.9306
29,MO,nox,EASIUR,spring,high stack,4127.291396
29,MO,nh3,EASIUR,spring,high stack,28165.40554
29,MO,pm25,EASIUR,summer,high stack,71677.09716
29,MO,so2,EASIUR,summer,high stack,23681.23184
29,MO,nox,EASIUR,summer,high stack,2028.201465
29,MO,nh3,EASIUR,summer,high stack,32342.49551
29,MO,pm25,EASIUR,fall,high stack,88799.11497
29,MO,so2,EASIUR,fall,high stack,18074.07183
29,MO,nox,EASIUR,fall,high stack,9209.945399
29,MO,nh3,EASIUR,fall,high stack,53737.25588
29,MO,pm25,InMAP,annual,high stack,38059.89279
29,MO,so2,InMAP,annual,high stack,22998.83589
29,MO,nox,InMAP,annual,high stack,11594.88909
29,MO,nh3,InMAP,annual,high stack,31384.80092
29,MO,voc,InMAP,annual,high stack,3974.159006
30,MT,pm25,AP2,annual,high stack,8415.882035
30,MT,so2,AP2,annual,high stack,14179.38242
30,MT,nox,AP2,annual,high stack,3741.229266
30,MT,nh3,AP2,annual,high stack,2770.050485
30,MT,voc,AP2,annual,high stack,1062.986666
30,MT,pm25,EASIUR,annual,high stack,17941.6167
30,MT,so2,EASIUR,annual,high stack,12363.84548
30,MT,nox,EASIUR,annual,high stack,1857.496038
30,MT,nh3,EASIUR,annual,high stack,8094.900057
30,MT,pm25,EASIUR,winter,high stack,25567.56321
30,MT,so2,EASIUR,winter,high stack,15431.84704
30,MT,nox,EASIUR,winter,high stack,4121.362245
30,MT,nh3,EASIUR,winter,high stack,13600.66805
30,MT,pm25,EASIUR,spring,high stack,9620.694041
30,MT,so2,EASIUR,spring,high stack,9315.65589
30,MT,nox,EASIUR,spring,high stack,459.35164
30,MT,nh3,EASIUR,spring,high stack,3265.961509
30,MT,pm25,EASIUR,summer,high stack,10894.94716
30,MT,so2,EASIUR,summer,high stack,8886.644337
30,MT,nox,EASIUR,summer,high stack,302.087009
30,MT,nh3,EASIUR,summer,high stack,3137.378133
30,MT,pm25,EASIUR,fall,high stack,25683.26239
30,MT,so2,EASIUR,fall,high stack,15821.23465
30,MT,nox,EASIUR,fall,high stack,2547.183257
30,MT,nh3,EASIUR,fall,high stack,12375.59253
30,MT,pm25,InMAP,annual,high stack,7550.348676
30,MT,so2,InMAP,annual,high stack,5555.025725
30,MT,nox,InMAP,annual,high stack,4825.459875
30,MT,nh3,InMAP,annual,high stack,7110.881751
30,MT,voc,InMAP,annual,high stack,1000.242682
31,NE,pm25,AP2,annual,high stack,19995.28768
31,NE,so2,AP2,annual,high stack,8013.179965
31,NE,nox,AP2,annual,high stack,6626.606762
31,NE,nh3,AP2,annual,high stack,4154.083635
31,NE,voc,AP2,annual,high stack,2334.695194
31,NE,pm25,EASIUR,annual,high stack,55714.36718
31,NE,so2,EASIUR,annual,high stack,19445.06875
31,NE,nox,EASIUR,annual,high stack,7004.410748
31,NE,nh3,EASIUR,annual,high stack,28028.6077
31,NE,pm25,EASIUR,winter,high stack,69855.86041
31,NE,so2,EASIUR,winter,high stack,25094.13911
31,NE,nox,EASIUR,winter,high stack,14199.85745
31,NE,nh3,EASIUR,winter,high stack,50844.85469
31,NE,pm25,EASIUR,spring,high stack,36874.52342
31,NE,so2,EASIUR,spring,high stack,15697.33092
31,NE,nox,EASIUR,spring,high stack,2202.87758
31,NE,nh3,EASIUR,spring,high stack,10867.06396
31,NE,pm25,EASIUR,summer,high stack,45111.05788
31,NE,so2,EASIUR,summer,high stack,16907.19339
31,NE,nox,EASIUR,summer,high stack,1351.95079
31,NE,nh3,EASIUR,summer,high stack,8705.206634
31,NE,pm25,EASIUR,fall,high stack,71016.02701
31,NE,so2,EASIUR,fall,high stack,20081.61158
31,NE,nox,EASIUR,fall,high stack,10262.95717
31,NE,nh3,EASIUR,fall,high stack,41697.30552
31,NE,pm25,InMAP,annual,high stack,27205.61099
31,NE,so2,InMAP,annual,high stack,17548.21824
31,NE,nox,InMAP,annual,high stack,10656.59974
31,NE,nh3,InMAP,annual,high stack,23471.6203
31,NE,voc,InMAP,annual,high stack,3113.897619
32,NV,pm25,AP2,annual,high stack,14343.04373
32,NV,so2,AP2,annual,high stack,8487.609849
32,NV,nox,AP2,annual,high stack,2608.801598
32,NV,nh3,AP2,annual,high stack,21292.23092
32,NV,voc,AP2,annual,high stack,1751.031262
32,NV,pm25,EASIUR,annual,high stack,27633.31696
32,NV,so2,EASIUR,annual,high stack,10039.34076
32,NV,nox,EASIUR,annual,high stack,1689.466038
32,NV,nh3,EASIUR,annual,high stack,9228.534776
32,NV,pm25,EASIUR,winter,high stack,35343.47927
32,NV,so2,EASIUR,winter,high stack,14420.19249
32,NV,nox,EASIUR,winter,high stack,3597.375364
32,NV,nh3,EASIUR,winter,high stack,14406.7061
32,NV,pm25,EASIUR,spring,high stack,15613.1553
32,NV,so2,EASIUR,spring,high stack,6490.658597
32,NV,nox,EASIUR,spring,high stack,570.936833
32,NV,nh3,EASIUR,spring,high stack,4491.316439
32,NV,pm25,EASIUR,summer,high stack,19921.66746
32,NV,so2,EASIUR,summer,high stack,8396.377679
32,NV,nox,EASIUR,summer,high stack,212.561787
32,NV,nh3,EASIUR,summer,high stack,6032.672664
32,NV,pm25,EASIUR,fall,high stack,39654.96582
32,NV,so2,EASIUR,fall,high stack,10850.13428
32,NV,nox,EASIUR,fall,high stack,2376.99017
32,NV,nh3,EASIUR,fall,high stack,11983.4439
32,NV,pm25,InMAP,annual,high stack,28445.65613
32,NV,so2,InMAP,annual,high stack,9463.823205
32,NV,nox,InMAP,annual,high stack,5227.899664
32,NV,nh3,InMAP,annual,high stack,15988.4932
32,NV,voc,InMAP,annual,high stack,2191.496575
33,NH,pm25,AP2,annual,high stack,31406.20797
33,NH,so2,AP2,annual,high stack,14598.69551
33,NH,nox,AP2,annual,high stack,518.299942
33,NH,nh3,AP2,annual,high stack,29695.64575
33,NH,voc,AP2,annual,high stack,3481.904907
33,NH,pm25,EASIUR,annual,high stack,130933.6619
33,NH,so2,EASIUR,annual,high stack,30460.48216
33,NH,nox,EASIUR,annual,high stack,14647.56571
33,NH,nh3,EASIUR,annual,high stack,71022.91659
33,NH,pm25,EASIUR,winter,high stack,136337.1121
33,NH,so2,EASIUR,winter,high stack,13280.49493
33,NH,nox,EASIUR,winter,high stack,17730.95763
33,NH,nh3,EASIUR,winter,high stack,90537.16072
33,NH,pm25,EASIUR,spring,high stack,134678.4631
33,NH,so2,EASIUR,spring,high stack,45010.79412
33,NH,nox,EASIUR,spring,high stack,19593.08399
33,NH,nh3,EASIUR,spring,high stack,68103.91568
33,NH,pm25,EASIUR,summer,high stack,139994.6672
33,NH,so2,EASIUR,summer,high stack,43374.27173
33,NH,nox,EASIUR,summer,high stack,6985.274678
33,NH,nh3,EASIUR,summer,high stack,58215.3229
33,NH,pm25,EASIUR,fall,high stack,112724.4054
33,NH,so2,EASIUR,fall,high stack,20176.36784
33,NH,nox,EASIUR,fall,high stack,14280.94654
33,NH,nh3,EASIUR,fall,high stack,67235.26707
33,NH,pm25,InMAP,annual,high stack,32823.16346
33,NH,so2,InMAP,annual,high stack,17475.94732
33,NH,nox,InMAP,annual,high stack,1796.991141
33,NH,nh3,InMAP,annual,high stack,24920.93724
33,NH,voc,InMAP,annual,high stack,1771.748401
34,NJ,pm25,AP2,annual,high stack,191808.8392
34,NJ,so2,AP2,annual,high stack,45621.25475
34,NJ,nox,AP2,annual,high stack,901.720899
34,NJ,nh3,AP2,annual,high stack,345170.3847
34,NJ,voc,AP2,annual,high stack,19369.79407
34,NJ,pm25,EASIUR,annual,high stack,252501.5451
34,NJ,so2,EASIUR,annual,high stack,34591.96204
34,NJ,nox,EASIUR,annual,high stack,30722.18024
34,NJ,nh3,EASIUR,annual,high stack,106634.2935
34,NJ,pm25,EASIUR,winter,high stack,215341.721
34,NJ,so2,EASIUR,winter,high stack,11334.99928
34,NJ,nox,EASIUR,winter,high stack,17478.35129
34,NJ,nh3,EASIUR,winter,high stack,139550.8576
34,NJ,pm25,EASIUR,spring,high stack,303156.9755
34,NJ,so2,EASIUR,spring,high stack,53167.71415
34,NJ,nox,EASIUR,spring,high stack,43298.4796
34,NJ,nh3,EASIUR,spring,high stack,115461.3758
34,NJ,pm25,EASIUR,summer,high stack,308506.9025
34,NJ,so2,EASIUR,summer,high stack,53246.99635
34,NJ,nox,EASIUR,summer,high stack,15042.13283
34,NJ,nh3,EASIUR,summer,high stack,91512.98425
34,NJ,pm25,EASIUR,fall,high stack,183000.5815
34,NJ,so2,EASIUR,fall,high stack,20618.13839
34,NJ,nox,EASIUR,fall,high stack,47069.75723
34,NJ,nh3,EASIUR,fall,high stack,80011.95621
34,NJ,pm25,InMAP,annual,high stack,89667.79375
34,NJ,so2,InMAP,annual,high stack,39712.56026
34,NJ,nox,InMAP,annual,high stack,3676.027955
34,NJ,nh3,InMAP,annual,high stack,65468.07459
34,NJ,voc,InMAP,annual,high stack,2781.886229
35,NM,pm25,AP2,annual,high stack,14838.18985
35,NM,so2,AP2,annual,high stack,11651.33907
35,NM,nox,AP2,annual,high stack,5275.398775
35,NM,nh3,AP2,annual,high stack,12820.51286
35,NM,voc,AP2,annual,high stack,1772.851502
35,NM,pm25,EASIUR,annual,high stack,17788.9824
35,NM,so2,EASIUR,annual,high stack,8855.162106
35,NM,nox,EASIUR,annual,high stack,1010.054869
35,NM,nh3,EASIUR,annual,high stack,7871.44752
35,NM,pm25,EASIUR,winter,high stack,23966.18546
35,NM,so2,EASIUR,winter,high stack,16263.79958
35,NM,nox,EASIUR,winter,high stack,2442.599783
35,NM,nh3,EASIUR,winter,high stack,12324.4768
35,NM,pm25,EASIUR,spring,high stack,9295.223905
35,NM,so2,EASIUR,spring,high stack,4740.299499
35,NM,nox,EASIUR,spring,high stack,286.640043
35,NM,nh3,EASIUR,spring,high stack,3580.871066
35,NM,pm25,EASIUR,summer,high stack,11499.79938
35,NM,so2,EASIUR,summer,high stack,5906.24965
35,NM,nox,EASIUR,summer,high stack,190.77253
35,NM,nh3,EASIUR,summer,high stack,4198.398899
35,NM,pm25,EASIUR,fall,high stack,26394.72087
35,NM,so2,EASIUR,fall,high stack,8510.299702
35,NM,nox,EASIUR,fall,high stack,1120.207121
35,NM,nh3,EASIUR,fall,high stack,11382.04331
35,NM,pm25,InMAP,annual,high stack,18044.61825
35,NM,so2,InMAP,annual,high stack,10895.825
35,NM,nox,InMAP,annual,high stack,7708.904706
35,NM,nh3,InMAP,annual,high stack,14727.80406
35,NM,voc,InMAP,annual,high stack,2001.708296
36,NY,pm25,AP2,annual,high stack,177013.7774
36,NY,so2,AP2,annual,high stack,36989.60123
36,NY,nox,AP2,annual,high stack,612.179266
36,NY,nh3,AP2,annual,high stack,343763.0803
36,NY,voc,AP2,annual,high stack,17603.7366
36,NY,pm25,EASIUR,annual,high stack,233297.5003
36,NY,so2,EASIUR,annual,high stack,34277.87553
36,NY,nox,EASIUR,annual,high stack,26533.82579
36,NY,nh3,EASIUR,annual,high stack,98532.31348
36,NY,pm25,EASIUR,winter,high stack,194510.8161
36,NY,so2,EASIUR,winter,high stack,12855.65039
36,NY,nox,EASIUR,winter,high stack,17462.21854
36,NY,nh3,EASIUR,winter,high stack,128096.0543
36,NY,pm25,EASIUR,spring,high stack,290066.9592
36,NY,so2,EASIUR,spring,high stack,52905.58584
36,NY,nox,EASIUR,spring,high stack,41426.87738
36,NY,nh3,EASIUR,spring,high stack,112605.0593
36,NY,pm25,EASIUR,summer,high stack,285303.1133
36,NY,so2,EASIUR,summer,high stack,51825.81543
36,NY,nox,EASIUR,summer,high stack,14128.8681
36,NY,nh3,EASIUR,summer,high stack,79116.54829
36,NY,pm25,EASIUR,fall,high stack,163309.1126
36,NY,so2,EASIUR,fall,high stack,19524.45048
36,NY,nox,EASIUR,fall,high stack,33117.33914
36,NY,nh3,EASIUR,fall,high stack,74311.59196
36,NY,pm25,InMAP,annual,high stack,55921.94997
36,NY,so2,InMAP,annual,high stack,27388.69324
36,NY,nox,InMAP,annual,high stack,3472.037374
36,NY,nh3,InMAP,annual,high stack,43231.27862
36,NY,voc,InMAP,annual,high stack,2377.98737
37,NC,pm25,AP2,annual,high stack,40046.39202
37,NC,so2,AP2,annual,high stack,25421.01518
37,NC,nox,AP2,annual,high stack,3021.773872
37,NC,nh3,AP2,annual,high stack,30200.05997
37,NC,voc,AP2,annual,high stack,4325.465331
37,NC,pm25,EASIUR,annual,high stack,75544.85842
37,NC,so2,EASIUR,annual,high stack,20397.74801
37,NC,nox,EASIUR,annual,high stack,5120.250476
37,NC,nh3,EASIUR,annual,high stack,49256.53959
37,NC,pm25,EASIUR,winter,high stack,86525.255
37,NC,so2,EASIUR,winter,high stack,17678.26077
37,NC,nox,EASIUR,winter,high stack,10289.59531
37,NC,nh3,EASIUR,winter,high stack,66293.77175
37,NC,pm25,EASIUR,spring,high stack,68428.92394
37,NC,so2,EASIUR,spring,high stack,26277.93585
37,NC,nox,EASIUR,spring,high stack,4771.133348
37,NC,nh3,EASIUR,spring,high stack,40882.49128
37,NC,pm25,EASIUR,summer,high stack,70077.07416
37,NC,so2,EASIUR,summer,high stack,24383.11876
37,NC,nox,EASIUR,summer,high stack,2054.543776
37,NC,nh3,EASIUR,summer,high stack,44405.86361
37,NC,pm25,EASIUR,fall,high stack,77148.18057
37,NC,so2,EASIUR,fall,high stack,13251.67664
37,NC,nox,EASIUR,fall,high stack,3365.729467
37,NC,nh3,EASIUR,fall,high stack,45444.03171
37,NC,pm25,InMAP,annual,high stack,35850.34447
37,NC,so2,InMAP,annual,high stack,21842.96345
37,NC,nox,InMAP,annual,high stack,6440.545112
37,NC,nh3,InMAP,annual,high stack,24469.20067
37,NC,voc,InMAP,annual,high stack,3240.56594
38,ND,pm25,AP2,annual,high stack,12877.50977
38,ND,so2,AP2,annual,high stack,21343.93882
38,ND,nox,AP2,annual,high stack,5765.041639
38,ND,nh3,AP2,annual,high stack,4796.357068
38,ND,voc,AP2,annual,high stack,1558.411949
38,ND,pm25,EASIUR,annual,high stack,38370.61582
38,ND,so2,EASIUR,annual,high stack,20557.73895
38,ND,nox,EASIUR,annual,high stack,7140.870873
38,ND,nh3,EASIUR,annual,high stack,29477.71755
38,ND,pm25,EASIUR,winter,high stack,63862.73161
38,ND,so2,EASIUR,winter,high stack,30536.72562
38,ND,nox,EASIUR,winter,high stack,21082.47866
38,ND,nh3,EASIUR,winter,high stack,60911.97612
38,ND,pm25,EASIUR,spring,high stack,17382.13531
38,ND,so2,EASIUR,spring,high stack,16020.24493
38,ND,nox,EASIUR,spring,high stack,1377.784778
38,ND,nh3,EASIUR,spring,high stack,7279.844048
38,ND,pm25,EASIUR,summer,high stack,20832.82622
38,ND,so2,EASIUR,summer,high stack,14837.54938
38,ND,nox,EASIUR,summer,high stack,830.877979
38,ND,nh3,EASIUR,summer,high stack,4845.526553
38,ND,pm25,EASIUR,fall,high stack,51404.77012
38,ND,so2,EASIUR,fall,high stack,20836.43588
38,ND,nox,EASIUR,fall,high stack,5272.342075
38,ND,nh3,EASIUR,fall,high stack,44873.52347
38,ND,pm25,InMAP,annual,high stack,12934.45592
38,ND,so2,InMAP,annual,high stack,8663.465906
38,ND,nox,InMAP,annual,high stack,5631.676114
38,ND,nh3,InMAP,annual,high stack,11131.04687
38,ND,voc,InMAP,annual,high stack,1530.470066
39,OH,pm25,AP2,annual,high stack,64986.50602
39,OH,so2,AP2,annual,high stack,34584.3071
39,OH,nox,AP2,annual,high stack,5752.944344
39,OH,nh3,AP2,annual,high stack,53826.17657
39,OH,voc,AP2,annual,high stack,6870.512822
39,OH,pm25,EASIUR,annual,high stack,111467.8018
39,OH,so2,EASIUR,annual,high stack,27398.44006
39,OH,nox,EASIUR,annual,high stack,11820.47914
39,OH,nh3,EASIUR,annual,high stack,80467.63462
39,OH,pm25,EASIUR,winter,high stack,130608.9468
39,OH,so2,EASIUR,winter,high stack,21715.99834
39,OH,nox,EASIUR,winter,high stack,18113.57516
39,OH,nh3,EASIUR,winter,high stack,118587.0176
39,OH,pm25,EASIUR,spring,high stack,99923.09055
39,OH,so2,EASIUR,spring,high stack,34756.84094
39,OH,nox,EASIUR,spring,high stack,12163.12244
39,OH,nh3,EASIUR,spring,high stack,56449.68452
39,OH,pm25,EASIUR,summer,high stack,106857.7121
39,OH,so2,EASIUR,summer,high stack,34981.51036
39,OH,nox,EASIUR,summer,high stack,3848.279177
39,OH,nh3,EASIUR,summer,high stack,65009.05613
39,OH,pm25,EASIUR,fall,high stack,108481.4579
39,OH,so2,EASIUR,fall,high stack,18139.41059
39,OH,nox,EASIUR,fall,high stack,13156.93978
39,OH,nh3,EASIUR,fall,high stack,81824.78024
39,OH,pm25,InMAP,annual,high stack,47234.88996
39,OH,so2,InMAP,annual,high stack,28979.27924
39,OH,nox,InMAP,annual,high stack,10055.91926
39,OH,nh3,InMAP,annual,high stack,39756.77063
39,OH,voc,InMAP,annual,high stack,4404.364008
40,OK,pm25,AP2,annual,high stack,22241.80777
40,OK,so2,AP2,annual,high stack,9557.144555
40,OK,nox,AP2,annual,high stack,7202.600259
40,OK,nh3,AP2,annual,high stack,4367.575358
40,OK,voc,AP2,annual,high stack,2504.696646
40,OK,pm25,EASIUR,annual,high stack,49929.02159
40,OK,so2,EASIUR,annual,high stack,17179.20433
40,OK,nox,EASIUR,annual,high stack,3986.193971
40,OK,nh3,EASIUR,annual,high stack,24041.71648
40,OK,pm25,EASIUR,winter,high stack,59690.14046
40,OK,so2,EASIUR,winter,high stack,24063.26789
40,OK,nox,EASIUR,winter,high stack,8608.662432
40,OK,nh3,EASIUR,winter,high stack,39306.04081
40,OK,pm25,EASIUR,spring,high stack,38592.49895
