fips,state_abbr,pollutant,model,season,elevated,damage
1,AL,pm25,AP2,annual,high stack,64874.43497
1,AL,so2,AP2,annual,high stack,45764.37465
1,AL,nox,AP2,annual,high stack,7113.144716
1,AL,nh3,AP2,annual,high stack,75555.7297
1,AL,voc,AP2,annual,high stack,7113.999711
1,AL,pm25,EASIUR,annual,high stack,148407.498
1,AL,so2,EASIUR,annual,high stack,47194.85179
1,AL,nox,EASIUR,annual,high stack,8146.921007
1,AL,nh3,EASIUR,annual,high stack,102038.6243
1,AL,pm25,EASIUR,winter,high stack,185022.0587
1,AL,so2,EASIUR,winter,high stack,46475.57321
1,AL,nox,EASIUR,winter,high stack,17080.35496
1,AL,nh3,EASIUR,winter,high stack,126939.2146
1,AL,pm25,EASIUR,spring,high stack,128726.1333
1,AL,so2,EASIUR,spring,high stack,62397.81283
1,AL,nox,EASIUR,spring,high stack,8586.941189
1,AL,nh3,EASIUR,spring,high stack,82510.78621
1,AL,pm25,EASIUR,summer,high stack,119827.0285
1,AL,so2,EASIUR,summer,high stack,49936.05523
1,AL,nox,EASIUR,summer,high stack,3151.018567
1,AL,nh3,EASIUR,summer,high stack,95871.87051
1,AL,pm25,EASIUR,fall,high stack,160054.7714
1,AL,so2,EASIUR,fall,high stack,29969.9659
1,AL,nox,EASIUR,fall,high stack,3769.369312
1,AL,nh3,EASIUR,fall,high stack,102832.6258
1,AL,pm25,InMAP,annual,high stack,93343.4998
1,AL,so2,InMAP,annual,high stack,60459.17295
1,AL,nox,InMAP,annual,high stack,20998.97012
1,AL,nh3,InMAP,annual,high stack,74030.28614
1,AL,voc,InMAP,annual,high stack,9645.062904
4,AZ,pm25,AP2,annual,high stack,50034.18249
4,AZ,so2,AP2,annual,high stack,30342.4912
4,AZ,nox,AP2,annual,high stack,13925.42675
4,AZ,nh3,AP2,annual,high stack,17977.16034
4,AZ,voc,AP2,annual,high stack,5895.937625
4,AZ,pm25,EASIUR,annual,high stack,83459.16885
4,AZ,so2,EASIUR,annual,high stack,26400.52556
4,AZ,nox,EASIUR,annual,high stack,5551.824528
4,AZ,nh3,EASIUR,annual,high stack,21565.39794
4,AZ,pm25,EASIUR,winter,high stack,98202.80374
4,AZ,so2,EASIUR,winter,high stack,37920.64302
4,AZ,nox,EASIUR,winter,high stack,10541.264
4,AZ,nh3,EASIUR,winter,high stack,35252.45586
4,AZ,pm25,EASIUR,spring,high stack,58454.9345
4,AZ,so2,EASIUR,spring,high stack,19653.25067
4,AZ,nox,EASIUR,spring,high stack,2263.732548
4,AZ,nh3,EASIUR,spring,high stack,11599.51006
4,AZ,pm25,EASIUR,summer,high stack,69246.66085
4,AZ,so2,EASIUR,summer,high stack,21636.01215
4,AZ,nox,EASIUR,summer,high stack,893.325772
4,AZ,nh3,EASIUR,summer,high stack,13112.86872
4,AZ,pm25,EASIUR,fall,high stack,107932.2763
4,AZ,so2,EASIUR,fall,high stack,26392.1964
4,AZ,nox,EASIUR,fall,high stack,8508.975792
4,AZ,nh3,EASIUR,fall,high stack,26296.75712
4,AZ,pm25,InMAP,annual,high stack,83519.78825
4,AZ,so2,InMAP,annual,high stack,26494.05639
4,AZ,nox,InMAP,annual,high stack,15610.0237
4,AZ,nh3,InMAP,annual,high stack,37742.17826
4,AZ,voc,InMAP,annual,high stack,6534.230048
5,AR,pm25,AP2,annual,high stack,52783.81902
5,AR,so2,AP2,annual,high stack,50899.66511
5,AR,nox,AP2,annual,high stack,15081.58693
5,AR,nh3,AP2,annual,high stack,20721.34665
5,AR,voc,AP2,annual,high stack,5971.034864
5,AR,pm25,EASIUR,annual,high stack,128923.3599
5,AR,so2,EASIUR,annual,high stack,46822.12228
5,AR,nox,EASIUR,annual,high stack,9712.035522
5,AR,nh3,EASIUR,annual,high stack,78560.00388
5,AR,pm25,EASIUR,winter,high stack,160375.532
5,AR,so2,EASIUR,winter,high stack,50377.75788
5,AR,nox,EASIUR,winter,high stack,21292.9755
5,AR,nh3,EASIUR,winter,high stack,109987.5222
5,AR,pm25,EASIUR,spring,high stack,101904.0234
5,AR,so2,EASIUR,spring,high stack,53996.90512
5,AR,nox,EASIUR,spring,high stack,5966.187276
5,AR,nh3,EASIUR,spring,high stack,48923.22809
5,AR,pm25,EASIUR,summer,high stack,97365.03623
5,AR,so2,EASIUR,summer,high stack,44884.59702
5,AR,nox,EASIUR,summer,high stack,2696.738281
5,AR,nh3,EASIUR,summer,high stack,71077.32425
5,AR,pm25,EASIUR,fall,high stack,156048.8478
5,AR,so2,EASIUR,fall,high stack,38029.22912
5,AR,nox,EASIUR,fall,high stack,8892.241028
5,AR,nh3,EASIUR,fall,high stack,84251.94095
5,AR,pm25,InMAP,annual,high stack,71621.03584
5,AR,so2,InMAP,annual,high stack,47095.85822
5,AR,nox,InMAP,annual,high stack,26955.5813
5,AR,nh3,InMAP,annual,high stack,60555.15265
5,AR,voc,InMAP,annual,high stack,9023.126164
6,CA,pm25,AP2,annual,high stack,247241.3291
6,CA,so2,AP2,annual,high stack,153569.104
6,CA,nox,AP2,annual,high stack,4536.560684
6,CA,nh3,AP2,annual,high stack,315817.3581
6,CA,voc,AP2,annual,high stack,25247.96621
6,CA,pm25,EASIUR,annual,high stack,248129.3421
6,CA,so2,EASIUR,annual,high stack,52373.19209
6,CA,nox,EASIUR,annual,high stack,27927.54878
6,CA,nh3,EASIUR,annual,high stack,47260.86262
6,CA,pm25,EASIUR,winter,high stack,203369.7894
6,CA,so2,EASIUR,winter,high stack,40183.58806
6,CA,nox,EASIUR,winter,high stack,19249.67916
6,CA,nh3,EASIUR,winter,high stack,70402.89214
6,CA,pm25,EASIUR,spring,high stack,248717.8679
6,CA,so2,EASIUR,spring,high stack,52779.23801
6,CA,nox,EASIUR,spring,high stack,23358.91526
6,CA,nh3,EASIUR,spring,high stack,35203.62833
6,CA,pm25,EASIUR,summer,high stack,330825.4059
6,CA,so2,EASIUR,summer,high stack,75084.57022
6,CA,nox,EASIUR,summer,high stack,18482.79531
6,CA,nh3,EASIUR,summer,high stack,31565.53404
6,CA,pm25,EASIUR,fall,high stack,209604.3052
6,CA,so2,EASIUR,fall,high stack,41445.37208
6,CA,nox,EASIUR,fall,high stack,50618.8054
6,CA,nh3,EASIUR,fall,high stack,51871.39595
6,CA,pm25,InMAP,annual,high stack,160046.0482
6,CA,so2,InMAP,annual,high stack,72568.00376
6,CA,nox,InMAP,annual,high stack,15525.60863
6,CA,nh3,InMAP,annual,high stack,87207.42782
6,CA,voc,InMAP,annual,high stack,9088.334414
8,CO,pm25,AP2,annual,high stack,64591.71598
8,CO,so2,AP2,annual,high stack,27216.14915
8,CO,nox,AP2,annual,high stack,16683.80925
8,CO,nh3,AP2,annual,high stack,164224.889
8,CO,voc,AP2,annual,high stack,7430.395744
8,CO,pm25,EASIUR,annual,high stack,75939.59924
8,CO,so2,EASIUR,annual,high stack,24027.93683
8,CO,nox,EASIUR,annual,high stack,5437.040361
8,CO,nh3,EASIUR,annual,high stack,25947.80508
8,CO,pm25,EASIUR,winter,high stack,88670.89046
8,CO,so2,EASIUR,winter,high stack,32836.47933
8,CO,nox,EASIUR,winter,high stack,7625.948046
8,CO,nh3,EASIUR,winter,high stack,41734.01374
8,CO,pm25,EASIUR,spring,high stack,50049.71518
8,CO,so2,EASIUR,spring,high stack,17386.41983
8,CO,nox,EASIUR,spring,high stack,2145.094851
8,CO,nh3,EASIUR,spring,high stack,12105.39963
8,CO,pm25,EASIUR,summer,high stack,62544.18425
8,CO,so2,EASIUR,summer,high stack,20979.10152
8,CO,nox,EASIUR,summer,high stack,923.052533
