i,t,country,depreciation_sch,eval_period,construction_sch,finance_diff_real
BATTERY,2010,can,5,15,1,-0.006931957
BATTERY,2011,can,5,15,1,-0.006931957
BATTERY,2012,can,5,15,1,-0.006931957
BATTERY,2013,can,5,15,1,-0.006931957
BATTERY,2014,can,5,15,1,-0.006931957
BATTERY,2015,can,5,15,1,-0.006931957
BATTERY,2016,can,5,15,1,-0.006931957
BATTERY,2017,can,5,15,1,-0.006931957
BATTERY,2018,can,5,15,1,-0.006931957
BATTERY,2019,can,5,15,1,-0.006931957
BATTERY,2020,can,5,15,1,-0.006931957
BATTERY,2021,can,5,15,1,-0.006931957
BATTERY,2022,can,5,15,1,-0.006931957
BATTERY,2023,can,5,15,1,-0.006931957
BATTERY,2024,can,5,15,1,-0.006931957
BATTERY,2025,can,5,15,1,-0.006931957
BATTERY,2026,can,5,15,1,-0.006931957
BATTERY,2027,can,5,15,1,-0.006931957
BATTERY,2028,can,5,15,1,-0.006931957
BATTERY,2029,can,5,15,1,-0.006931957
BATTERY,2030,can,5,15,1,-0.006931957
BATTERY,2031,can,5,15,1,-0.006931957
BATTERY,2032,can,5,15,1,-0.006931957
BATTERY,2033,can,5,15,1,-0.006931957
BATTERY,2034,can,5,15,1,-0.006931957
BATTERY,2035,can,5,15,1,-0.006931957
BATTERY,2036,can,5,15,1,-0.006931957
BATTERY,2037,can,5,15,1,-0.006931957
BATTERY,2038,can,5,15,1,-0.006931957
BATTERY,2039,can,5,15,1,-0.006931957
BATTERY,2040,can,5,15,1,-0.006931957
BATTERY,2041,can,5,15,1,-0.006931957
BATTERY,2042,can,5,15,1,-0.006931957
BATTERY,2043,can,5,15,1,-0.006931957
BATTERY,2044,can,5,15,1,-0.006931957
BATTERY,2045,can,5,15,1,-0.006931957
BATTERY,2046,can,5,15,1,-0.006931957
BATTERY,2047,can,5,15,1,-0.006931957
BATTERY,2048,can,5,15,1,-0.006931957
BATTERY,2049,can,5,15,1,-0.006931957
BATTERY,2050,can,5,15,1,-0.006931957
BATTERY,2010,mex,5,15,1,-0.006931957
BATTERY,2011,mex,5,15,1,-0.006931957
BATTERY,2012,mex,5,15,1,-0.006931957
BATTERY,2013,mex,5,15,1,-0.006931957
BATTERY,2014,mex,5,15,1,-0.006931957
BATTERY,2015,mex,5,15,1,-0.006931957
BATTERY,2016,mex,5,15,1,-0.006931957
BATTERY,2017,mex,5,15,1,-0.006931957
BATTERY,2018,mex,5,15,1,-0.006931957
BATTERY,2019,mex,5,15,1,-0.006931957
BATTERY,2020,mex,5,15,1,-0.006931957
BATTERY,2021,mex,5,15,1,-0.006931957
BATTERY,2022,mex,5,15,1,-0.006931957
BATTERY,2023,mex,5,15,1,-0.006931957
BATTERY,2024,mex,5,15,1,-0.006931957
BATTERY,2025,mex,5,15,1,-0.006931957
BATTERY,2026,mex,5,15,1,-0.006931957
BATTERY,2027,mex,5,15,1,-0.006931957
BATTERY,2028,mex,5,15,1,-0.006931957
BATTERY,2029,mex,5,15,1,-0.006931957
BATTERY,2030,mex,5,15,1,-0.006931957
BATTERY,2031,mex,5,15,1,-0.006931957
BATTERY,2032,mex,5,15,1,-0.006931957
